gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Muscle-Lung)	pct_gene_expr	max_pct_tx_expr
PLIN5	0.01228799466139384	1	6	0	0.5065323795409893	1	0.8333333333333334
PSAP	6.754971736392368e-29	3.8839953904611796e-32	3	2	-0.5055433053030659	1	1
ABL2	0.002036573994221118	0.04768957408187677	7	1	0.5055226154593854	1	1
SLC39A1	0.031886562862607416	0.958708684472804	6	0	0.505521716870883	1	1
SUMF1	0.0035229765343117304	0.004989240168846392	4	2	-0.5050371175161191	1	1
JAK1_LOC113254576	0.023142108134634437	0.027398128257549993	3	1	-0.5038130810368467	1	1
STARD3NL	0.04266195506163986	0.03349534629280175	4	1	0.5033212197549866	1	1
TMEM245	1.1009836566912385e-4	0	2	2	-0.5026669433065175	1	1
DYSF	5.820357964335549e-5	0.008642982351888174	13	1	-0.502074555394066	1	1
OSGIN2	0.03220962837840833	0.35833153742039564	4	0	0.50192638648234	1	0.8333333333333334
TMOD4	0.0061881070925126225	0.04028554899186087	4	1	-0.5017515680138905	0.8333333333333334	0.6666666666666666
TNKS1BP1	4.966096618802497e-11	2.475080598464496e-10	3	2	0.5015063966934568	1	1
PSMG1	0.02728248709932053	0	2	2	-0.5013671989324896	1	1
FAT1	2.3343643622093284e-7	4.001820920185555e-9	7	1	-0.5011998777987056	1	1
C3	0.009625339125255912	1	8	0	-0.5006836220519966	1	1
SLC2A9	1.0442701017565752e-12	6.527491672105811e-7	10	2	0.5005370203587968	1	1
R3HCC1L	0.001686064137575424	0.019323158983674642	11	1	0.5004686533660733	1	1
GCFC2	0.01008002793541165	1	5	0	0.5001703561904218	1	0.8333333333333334
ARHGAP29	1.3863229951962329e-5	1.603711382561657e-4	6	2	0.5000079282330516	1	1
IRAK1	1.4898125977356652e-4	0.010090168323246572	3	1	0.4994432043293039	1	1
MADD	0.0045336305110452065	0.17174596452907046	15	0	0.49907423656321553	1	0.8333333333333334
MYOZ1	0.0011838128262969556	0.005117078122465801	8	1	0.49884506440978127	1	1
LOC113247645	1.5270160508240978e-40	1.3815557107947082e-17	8	3	0.498656153205865	1	1
C1R	1.4810959498328268e-10	3.74661572812658e-4	5	3	0.4983452720778976	1	1
SYNPO2	1.9650411047957292e-64	2.4646614511255187e-23	12	3	-0.49831198205698973	1	1
PDLIM5	1.7248809929816573e-41	1.9952912788474384e-6	11	1	-0.4972390080692897	1	1
ST6GAL1	2.4283594306223798e-4	0.025923132292630543	8	1	0.49583516142017514	1	1
L2HGDH	0.019021822222528063	0.06701574417006852	7	0	0.49432550441175305	1	1
RALGAPB	7.035988966559788e-4	0	2	2	-0.4939246107979506	1	1
PLEKHO2	0.017651201507155826	0.002073882942257096	3	1	-0.4937861412803156	1	1
SAMD4A	8.565485393920016e-8	0	2	2	-0.49347946332958637	1	1
ARFGAP2	0.0018639400255181994	6.169850081662524e-4	12	1	0.49300616599824154	1	1
SLC25A25	2.7293068968605886e-5	0.08700535049167783	14	0	0.4927227697131935	1	0.8333333333333334
TELO2	0.045636338938216524	0.0873392679283376	7	0	0.4926201312972163	1	0.8333333333333334
FAM200B	0.022044551704298924	0.19338663349969348	10	0	-0.49116512865098105	1	0.8333333333333334
LDB3	5.196423617881097e-4	0.31112815094545876	6	0	0.49106776894647464	1	1
SLC25A1	0.017863439419191978	0	2	2	-0.4889986107067833	1	1
KCNS3	0.02389787806869433	0.01371465689429023	3	1	0.48811337761010015	1	1
ICA1	5.218298944256998e-4	0.054155255058053374	10	0	0.48765390073480497	1	1
CLTC	6.158143235828713e-5	6.369295483918406e-4	7	2	0.4873893436368405	1	1
PLCE1	0.02094694230746876	0.014228319885880665	3	2	0.48726019073732085	1	1
BLOC1S2	0.03886781663580253	0	2	2	-0.4858816240467294	1	1
APOBEC2	0.0014246906817604631	0	2	2	0.4855480809240063	1	0.8333333333333334
LMO7	9.058707036309418e-49	8.670465884327745e-5	14	1	-0.4852808540186416	1	1
STK38L	4.2940642773251696e-4	0.02663879437725928	5	1	0.48515054216739595	1	1
ZNF516	0.02728248709932053	1	5	0	-0.4844729294882231	1	1
CREB5	0.0054592511890387	0.003658796741087402	5	1	0.4841360944377225	1	1
IREB2	0.008081709454399165	0.24730027892412418	7	0	0.4838289811181372	1	1
ARHGEF15	0.01907996927939041	0.3097897799882293	12	0	-0.48344900577103783	1	0.8333333333333334
LOC113269004	0.03644213801192558	0.01114104179809673	7	1	0.48219939907422443	1	1
DOCK11	0.008354049102803785	0.018657256423388675	7	1	-0.48172186544923684	1	1
SPATA20	0.00289859562201548	0.19662243451167005	8	0	-0.48147939210924634	1	0.8333333333333334
MAST4	0.0014185570040089479	0.0015052326047904129	4	2	0.4809133609017945	1	1
DLC1	1.2015148964857188e-11	1.509211282241491e-11	6	2	0.4809027657364535	1	1
GAS8	8.571361695467123e-4	0.16844646166288219	7	0	-0.48034308593137454	1	0.8333333333333334
LOC113246291	1.286777546265312e-11	1.4891790723543534e-7	10	2	0.4799827216806145	1	1
KLHDC10	0.025737825873094585	0.04113333308513426	3	1	0.4785632422335408	1	1
LIMS2	0.03463656405418717	0.03743871057195203	11	1	-0.4781343927004197	1	1
SEC31A	4.814370896389034e-5	0.013329580225273106	18	1	0.47810121884094225	1	0.8333333333333334
RNF152	0.005500400632993439	0.05049982489131003	6	0	-0.4775065533304181	1	0.8333333333333334
TMEM181	0.0019515724148537732	0	2	2	-0.4771146716414999	1	1
ENAH	2.698307267685893e-7	8.496241247532433e-5	5	2	-0.4769070394808812	1	1
CNTN4	0.017018782200244525	0.09401596295947853	3	0	-0.4759480587341384	1	1
VTN	0.03105107689048832	0.549152611647093	6	0	0.47539155881336403	1	1
PDE4A	0.01746256000988864	0.010670880428613081	4	1	-0.4752682622162972	1	1
SEPT4	1.1495449948280879e-4	5.9492770945292176e-5	5	2	0.47489898030089317	1	1
SEH1L	0.0054268096702971705	0.0013945548497139718	5	2	0.47446069916605976	1	1
TEAD1	5.20029913109817e-4	0.017184763836919907	6	2	0.47278426453722866	1	1
FBXO34	0.02705489966682982	0.6458705135851391	6	0	0.47206492235063974	1	1
MPDZ	5.885273847181096e-16	0.06623256588846003	13	0	-0.4706832193690175	1	1
EML1	3.412477113183123e-4	0.0066098691407823484	6	1	-0.4702166356274158	1	1
CAPZB	3.5331535097352676e-5	1.0479191733202552e-4	3	2	-0.46941375078468894	1	1
ESYT2	1.6542788161484646e-9	6.618016204417315e-6	7	3	0.46848033731232924	1	1
KIF13B	0.04343938142435713	0	2	2	0.46825466253220716	1	1
SEC14L1	1.367786533640762e-4	1.0751929803373414e-5	3	2	0.46778450691172935	1	1
KIF1B	5.407458210154778e-24	1.7867935762241828e-20	4	2	-0.46755342001404004	1	1
ERLIN2	0.02236828588973376	0.04756499048142483	5	1	0.46724972065124065	1	1
ASXL1	0.013430547929768428	0.16686710766695945	6	0	0.4671855118300179	1	1
PTS	0.011910354749042756	0.2721278940575837	8	0	-0.4668153585789049	1	0.8333333333333334
SLC25A30	3.8739549857269654e-4	0.006340715181821751	14	1	-0.466760461731929	1	0.8333333333333334
CCDC102B	0.018220080998381127	1	8	0	-0.46599901978019476	1	0.8333333333333334
SNX8	0.02665048518345432	0.06394174721593218	4	0	0.46592813630003793	1	1
CAMK2B	1.3330116752666115e-5	0.1439266514483674	8	0	-0.4649297827042518	1	0.8333333333333334
ADAT1	0.047331244711512815	1	8	0	0.4648653831486695	1	1
SYNCRIP	1.2040286223915753e-4	0.860967832859131	6	0	0.46468647273306535	1	1
BCAS3	6.531780630406004e-5	0.0028620255694265266	12	1	-0.46395992026951427	1	0.8333333333333334
FNIP1	1.2060274674058183e-15	5.1810439137357916e-8	4	3	0.4630061023539467	1	1
ZFYVE1	0.007514899404647329	0.0013413048019063627	8	1	0.46287322105631684	1	1
RGS3	0.002842084573916473	4.4031137382916275e-4	7	1	0.46285062879555045	1	1
CSDE1	4.457012222948051e-74	4.893086039014861e-37	8	2	-0.4628359197748622	1	1
STRN4	0.004624268687406925	4.1991080094986867e-4	3	2	0.46260838027320117	1	1
TBC1D8	3.5524373852794484e-7	5.382942549752482e-4	5	1	0.4621520136455517	1	1
ATF6	4.594844211631432e-4	4.531378563212943e-4	6	1	-0.4597062864327563	1	1
AK2	0.0029283609619907337	0.005663332163193905	4	1	-0.45779996647025034	1	1
PIH1D1	6.484512243613971e-4	0.025928136168963306	7	1	0.45759051006250495	1	1
PNPLA6	0.0016459271090946916	0.5007908124240046	16	0	0.4569526260367855	1	1
LOC113244018	1.0665718511733705e-7	1.301400846472435e-6	3	2	-0.45692174179306133	1	1
ERC1	4.0845767116843564e-5	4.235041207084744e-4	4	2	0.4565630511471761	1	1
PTTG1IP	0.003933032498764667	0.002789681992308404	4	2	-0.4560892992528527	1	1
ENOX2	0.04632261795231412	1	12	0	-0.4557983314289914	1	0.6666666666666666
ATL2	4.233597470527244e-4	2.8720641906393517e-4	8	1	0.4555101766137771	1	1
RNF114	0.004535648151565204	0.0015665108008811302	4	2	0.45500000642234983	1	1
REEP1	0.04127404486123479	0.04884522073980413	3	1	-0.4542541179297478	1	1
CASD1	0.011160945006730075	0	2	2	0.4530723922774287	1	1
SLC9A3R2	7.645940962173746e-5	0	2	2	-0.45289435587803983	1	1
OAZ1	8.572220192293235e-15	4.89786824109019e-17	3	2	-0.45233574543589045	1	1
SLC44A2	0.0012952398652722665	1.0062900368175087e-4	8	1	-0.4522949606153445	1	1
MED15	1.7451192163203276e-6	0.0033239427446074216	10	1	0.4518414297872443	1	1
AKAP13	7.40003079810587e-24	6.672873737335837e-13	10	2	0.4516884818700849	1	1
CAPN1	2.2895126890516018e-4	0	2	2	-0.4505995024388998	1	1
TRADD	0.0016185390530000523	0.0038447938892493087	5	1	0.4502104106713155	1	1
HELZ	0.030570973558568006	0.006516952887543048	9	1	0.4499587711581452	1	1
MEOX2	0.01240314865295335	0	2	2	0.4485650902993856	1	1
SENP7	0.0027768192620837556	0.006983692154630662	6	1	0.4485589040940975	1	1
VEGFD	0.0490295630021535	0.025039448199078863	3	1	0.4485451155493154	1	1
SELENOT	2.4982652857053685e-5	4.911195452068914e-6	5	2	0.4467352326932976	1	1
CACNA2D1	2.208526294999811e-11	0.017212049859287225	7	1	-0.445497922002885	1	1
NPC1	0.010803845240793242	0.07773035021526234	5	0	0.4453082861758025	1	1
PIKFYVE	2.438914208933308e-6	4.785559767542414e-4	5	2	0.4441664468812072	1	1
FXR1	2.7140279864952245e-52	8.714886584658058e-17	8	2	0.4429359758577367	1	1
DCAF7	7.860862867418646e-6	2.3275159887754632e-7	3	2	0.4428011685082042	1	1
SMURF1	0.04691484445589743	1	7	0	0.44237547203060334	1	1
TPD52L2	0.019732018904734378	0.19376370818834576	8	0	-0.44234921990037057	1	1
PDIK1L	0.028732673980928884	0.16840781436366906	4	0	-0.442207401032675	1	1
LOC113257777_MED21	0.016584668281722996	0	2	2	-0.44132240491899066	1	1
STARD13	0.0013555641247045874	0.013911857611708541	5	2	0.44083689904596	1	1
MDC1	0.007238451301093807	0.4122480621419909	15	0	0.4388826380600518	1	0.8333333333333334
SMAP1	0.017994347925507168	0.015021810975175439	3	1	0.43814228887039075	1	1
NAPRT	0.02270245279067305	0.001861084665750732	10	1	0.4362266667347281	1	1
MBD4	0.017934562700383735	0.5384760882461348	9	0	0.4357927360651692	1	1
TBL1XR1	0.0035630856338489986	0.6249419430538017	9	0	0.4350631602558806	1	1
AMOTL1	1.5299955311279422e-6	8.208496862246978e-4	8	2	-0.4350183966337652	1	1
CNTRL	0.02880537069224181	0.7339411921158437	8	0	0.43391817211821415	1	1
ASTE1	0.022044551704298924	0.0838032500356959	7	0	0.4333529997070662	1	0.8333333333333334
LRRK1	0.0012543557634850158	2.481159153289175e-4	4	1	-0.43321717163961754	1	1
LAMB3	1.4525493342749775e-7	1.4575050887651663e-4	10	3	0.43320555046674836	1	1
IMPA1	5.332072396286488e-4	0.06799262018130892	5	0	0.4327516053042474	1	1
ABCC2	0.0013975581225511473	0.03919083628889095	5	1	-0.432605328506632	1	1
PGM2	2.748543356616422e-4	0.0010550163098103909	4	2	0.4325830237462802	1	1
N4BP2L2	2.0123563508919078e-11	4.1228121620015914e-8	6	2	0.43207101183393404	1	1
KLC1	6.499558272103497e-16	3.88496728876861e-8	12	2	0.43181658919901467	1	1
RCSD1	6.259445670506072e-6	4.756138555235745e-4	4	1	0.43111671297140397	1	1
FILIP1L_LOC113250506	0.024069489610333682	0.21567050671366064	5	0	-0.43075672079666083	1	1
RETREG1	8.237154871169304e-8	1.4006709173938231e-8	5	2	-0.43036185699593826	1	1
TIE1	0.004723679243732288	0.06146390123627033	6	0	-0.4295373146156939	1	1
PBRM1	0.01658674679200152	1	9	0	0.42946626238184893	1	1
GOLGA2	4.039287252470781e-8	0.15091875717306655	4	0	-0.428927315564849	1	1
TRUB2	0.03046099623222408	0.005654222262020834	5	1	0.4275247036456951	1	1
CEP290	0.030176280743475403	0	2	2	0.42688310071399005	1	1
CLIC5	7.500725922051183e-5	0.001757412170372634	4	1	0.42677584952244374	1	1
TDP2	0.00782218524109038	0.5245473840299946	5	0	-0.42654147622289684	1	1
UBP1	0.008520519497924558	1.9045514010561593e-4	5	1	-0.4265000178298706	1	1
KIAA1109	0.020970134924595214	0.5168467294397988	8	0	0.4263762258549597	1	1
CCDC82	0.005803708797562483	0.03721436673896807	6	1	-0.42589408913502036	1	1
TXNDC12	0.023712999934481917	0.12404084608961338	7	0	0.4253153346585992	1	0.8333333333333334
BRWD1	0.04399435687637319	0.007326336115174519	3	2	0.424142501423836	1	1
PTGS1	1.1495449948280879e-4	0.023618789676046366	4	1	0.4234377832695186	1	1
CLASP1	8.81894506099601e-7	9.406085205935167e-6	9	2	-0.423384829785229	1	0.8333333333333334
BIN1	1.2279350603960755e-16	0.0010744090014712243	13	1	-0.4233278348042052	1	0.8333333333333334
MPV17L2	0.020145263153979322	0.006459668051524362	5	1	0.42177597383281473	1	1
S100A16	0.004938669758936128	0	2	2	0.42146466263735083	1	1
SNX5	0.015167496898039638	0.2342359646224475	7	0	0.4200032709304543	1	1
ZBTB16	0.022317260985798296	0.031676686623578226	3	1	0.4195728203874482	1	1
IQSEC1	5.1055503475934e-4	0.04203493458750827	8	1	0.41946890223411437	1	1
NOLC1	0.013950374154772209	0	2	2	0.418068987567514	1	1
USO1	1.3513287749455775e-12	0.008769579502156984	7	1	-0.41796766366325705	1	1
DLG2	7.132346454627148e-5	0.14090435201489562	5	0	0.417665829527059	1	0.8333333333333334
RASGEF1B	0.001453603651727353	0.04060313061688192	5	1	0.41754718230461013	1	1
CLCC1	6.136784873855934e-4	0.41628967203916895	13	0	0.4163954903918745	1	1
RGL2	0.002048588198500537	0.021614084498299695	10	1	0.41634278851265505	1	1
TWF2	2.5232570521570736e-5	1.0008092361682487e-5	4	3	0.41632622687323406	1	1
USP28	8.475092742277202e-6	0.02178427993061712	9	1	0.41616156485193756	1	1
FSD1L	0.002048588198500537	0.009841991790202096	5	1	0.4160571870648051	1	1
KNOP1	0.012720738601634326	0.015871929529958254	6	1	-0.415779918206978	1	1
PARP14	0.0047401281115196404	0.5015196170477845	4	0	-0.4153477213587247	1	1
NECTIN2	0.004198032065776044	0	2	2	-0.41518531491646804	1	1
MRPS2	0.02880537069224181	0.029318398839881975	3	1	0.415030943306941	1	1
TFE3	0.036955582702579176	0.006580113204975534	3	1	0.4144249158598239	1	1
FITM2	0.03464362323364173	0.007622885627388942	4	1	-0.4140383201591157	1	1
NFX1	0.0020078314455254133	0.065349734611076	14	0	0.41283129585467093	1	1
POLR3E	0.004638469831981258	0.0052321277406116905	6	1	0.41194154561847113	1	1
NADK	2.293489222667326e-4	0.01194628166682137	7	1	0.41177379390544533	1	1
RNF123	0.023629974932985846	0.012316877637661393	18	1	0.4117673191949617	1	1
HIPK2	0.0037643647836760126	0.12269532501643593	4	0	0.4116120375280041	1	1
MFF	1.2798831115963999e-20	1.1123132421880898e-5	15	2	0.4111641227247791	1	0.8333333333333334
AMIGO1	0.031053070935126027	0.012218563043587552	3	2	-0.4110666697499433	1	1
PPIP5K2	5.218298944256998e-4	1	12	0	0.4106504330548568	1	1
PLEKHM3	0.003652061100474957	0.011719580738529845	6	1	0.41026745439801837	1	1
LPIN1	0.018155926965807166	0.3408387770768388	10	0	-0.4097464104568414	1	1
TSC22D2	0.048495916173759486	0.03702461622835849	3	1	-0.40968704895901953	1	1
NEXN	2.981367499317147e-10	1	13	0	-0.4078478164999132	1	1
PDHX	0.019709009448434164	1	9	0	0.40772849488436486	1	1
PLEKHA5	0.046962334011715755	0.9372380543546449	8	0	0.40753860263995273	1	1
LDB1	0.015076353091714333	0.0877264015944666	4	0	0.4071173503079876	1	1
IRAK4	0.030585551886086856	1	12	0	-0.40649959002357344	1	0.8333333333333334
CREB3	1.8624105379609167e-6	0.5837725172720902	6	0	0.4059222909655199	1	1
XPO4	1.4525493342749775e-7	7.638606826315836e-4	8	2	0.40546657205878023	1	1
MYBPC1	4.558107089827432e-11	6.12636642919884e-4	19	1	-0.4017540627229902	1	1
TRIM21	0.006656329883406217	0.0019794909180086296	4	1	0.40171997891425215	1	1
SUPT20H	6.947115239150475e-4	0.01565548249150877	16	1	0.4014921674664444	1	0.8333333333333334
ABR	4.607813593040783e-5	2.2965023105520548e-4	3	2	0.3992210005305944	1	1
MORF4L2	0.01041337145831395	0.001381088785197454	3	2	0.3984173274912086	1	1
ANGPTL2	0.026289515873525758	0.8540696440406105	7	0	-0.39713791394172704	1	0.8333333333333334
SYNRG	0.015411317251423159	0.6489098993086524	8	0	0.39712120213579155	1	0.6666666666666666
LOC113264906	2.389996264215708e-6	0.0023047406703022486	6	3	0.3966417788274382	1	1
GRB2	0.03979098193755259	0	2	2	-0.39644533567452944	1	1
SCFD1	4.931705547183129e-4	4.576333339229111e-4	10	1	0.39643609191628054	1	1
USP4	0.03439144493481318	0.11757544661150755	10	0	0.396196117703862	1	1
ASB3	0.040967381052402156	0.09545534500939912	9	0	0.3959571679389438	1	1
SAMM50	0.008786061479162395	0.0033523007759669854	4	2	0.39466791860088113	1	1
SIPA1L1	0.002098707332509786	0.006907504774906078	7	1	-0.3946659760246559	1	0.8333333333333334
OSTM1	1.7676638706757035e-4	1	6	0	0.3933522247174214	1	1
PPIP5K1	0.001708137187495364	1	16	0	-0.3930754178334985	1	0.8333333333333334
MYO6	1.9999576259500265e-10	2.446886732994081e-6	11	1	0.39302278563603255	1	1
UPF3A	5.458993319343356e-6	0.051585187920400545	10	0	-0.3927037369538622	1	1
COG1	4.038011967562378e-4	1	12	0	0.3925904837512429	1	1
PDE5A	0.021727581454525514	0.001456857311422836	3	1	0.39256416105614367	1	1
KLHDC3	2.6612975087510883e-5	5.657054562927748e-5	11	1	0.392379140277996	1	1
ATP9B	0.017863439419191978	0.16257882015882927	7	0	0.39226925403131413	1	1
NXT2	0.004557106694258085	0.43986339225198356	4	0	-0.39200909783454707	1	1
MAPK1IP1L	2.7235769399392543e-7	7.648631983837572e-9	7	1	0.3915355503760398	1	1
CEP63	0.020057829046889943	0.1471373522928891	10	0	0.3912637922016142	1	1
LOC113244591	0.007326980621010557	2.714207384704823e-4	5	1	0.39118335410354094	1	1
ST7	0.019013438419954638	0.3391155882600764	9	0	0.3908038588784136	1	0.8333333333333334
DCAKD	0.011385448240152087	1	9	0	-0.3892895735943749	1	0.8333333333333334
ZHX1	0.0017285522479042231	0.0010332601126701777	5	2	0.38801337457925944	1	1
TFCP2	2.968015104182219e-4	1.351929795321164e-4	7	2	-0.3877730245837031	1	1
CSTF1	0.03173592617035894	0.09120100323479116	5	0	0.38774798920699394	1	1
ITPRID2	1.7641812648527416e-5	0.012861101835469452	7	2	-0.38757701291540025	1	1
PLPP1	0.008512412738027005	0.02757636605796062	6	1	0.3868205702974689	1	1
ATG5	0.007560932237246302	0.014616033193073714	7	1	-0.3867719654222121	1	1
HINT3	0.02419539568381382	1	7	0	-0.3867508030144536	1	1
RUFY3	2.3598993669611444e-5	0.7446168753582664	7	0	0.38590454102773775	1	1
FAM13B	0.008724495646589184	0.028919269103813067	6	1	0.38578489347228495	1	1
DNMBP	0.010363913845875192	0.014300250575575709	3	1	0.3851283470310718	1	1
PDE1C	0.0321063580571619	0.014564523927932024	4	1	-0.3836039798903932	1	1
ARAP3	7.708794846191613e-7	7.389677221734503e-5	9	2	-0.38321709189231246	1	1
RNGTT	8.738569725984314e-4	0.005071487378325655	5	1	-0.3831202489908485	1	1
NSRP1	0.014703676071569314	0.0022501283118100566	5	1	0.38284525833641125	1	1
TBC1D23	0.04532322743187844	0.0020184976838224116	7	1	0.3819716211678529	1	1
ACOT9	5.437292604503299e-4	0.030352847160470733	6	1	0.3817067673840743	1	1
RC3H1	0.0033624394566708184	0.519046149231625	6	0	0.3815573028511863	1	1
PTPRS	0.001095358911568388	0.06527948811945106	4	0	0.3808773391493877	1	1
RTKN	0.001956832102552888	0.17581366816365873	10	0	0.3805833667838109	1	0.8333333333333334
LOC113244413	0.03193368055630123	1	11	0	-0.3798219217016404	1	1
AASDH	0.01520240294170903	0.3442330989252481	9	0	0.3790514106957202	1	1
STOX2	0.043833940053049976	0.19293814101664225	4	0	0.3788146775661641	1	1
LSM14A	6.15172057727988e-4	0.00886556100716909	5	1	0.3780911716270954	1	1
AUH	0.02430896228356923	0.15685967820328328	7	0	0.377893248795121	1	1
ACYP1	0.040967381052402156	0.011856204092603679	4	1	-0.37782709691720007	1	1
RNF216	0.004699085070060269	0.43697253611221926	8	0	-0.37715611882354616	1	1
MEF2C	6.883550114146819e-19	3.053309751276233e-5	17	1	-0.37580560197229745	1	1
GOLM1	0.008604435757995254	0.7168447884801882	5	0	0.37563830315236524	1	1
GAPVD1	1.133992757417981e-8	0.011370682833660925	6	1	0.37559604618932907	1	1
PRSS23	0.0022364755494560552	6.486275817130094e-4	3	1	0.37510903529252126	1	1
ZKSCAN8	0.006593987513588495	1	6	0	-0.37421475996362563	1	0.8333333333333334
LRRC8A	0.04145616443430632	0.12075765080112039	3	0	0.37407431114116907	1	1
CDC42SE2	2.254191383976126e-4	0.010051071032851267	11	1	0.37284751641881486	1	1
RBM33	0.0028277758775796507	0.21521974088297727	8	0	-0.37178914837118426	1	1
SLC12A7	0.04761141122269732	0.04962633393586256	5	1	0.3716666470305763	1	1
EPS15	4.1346197430792306e-8	9.31018863629296e-5	8	3	0.3714955184735743	1	1
SCHIP1	2.188208418341728e-4	0.0019188125378068568	5	2	0.37080160775295457	1	1
WIPI1	0.0031350187619229144	0.021291874726058813	7	1	-0.3706462417841229	1	1
GHR	9.20806911211962e-4	0.11512437388616695	11	0	0.37059355126793414	1	1
YWHAE	1.2375330792861e-25	1.8642415227323937e-6	5	3	0.3703053479152648	1	1
ABCD3	0.0018154834976092003	0.00597926278507818	11	2	0.3701940535417545	1	1
ABHD14B	0.02926799444910433	1	8	0	-0.3701754444013425	1	1
CPT1B	5.349365860944458e-4	1	13	0	-0.37005361250516927	1	0.6666666666666666
VAMP8	0.03945370448914269	0	2	2	-0.3700214163513744	1	1
AFAP1	0.0033097338228261133	0.10378015865652739	4	0	0.3696258860461383	1	1
LIMS1	6.3500609192205626e-21	2.1604842077696248e-8	5	1	0.36947772450867744	1	1
F8	0.005162991654564929	0.07138314681792583	6	0	0.36943268570520904	1	1
LOC113248820	0.02389787806869433	0.9506555402028929	6	0	0.36716806982295125	1	1
CLU	0.004023462311228856	0.513038708496801	10	0	0.3662576405893172	1	0.8333333333333334
KANSL2	0.042611012640492774	0.1863116182081471	17	0	0.36602607246831986	1	1
ANAPC5	9.563440415875737e-4	2.6719786634401687e-4	5	2	0.3655163159378212	1	1
UROS	0.048412091416858975	0.13239154634886338	11	0	0.36550579816795464	1	1
NCOA2	0.03445537144901128	0.0857269172784366	9	0	-0.3652044234916555	1	1
RRBP1	6.708222399902921e-4	0.06073543771898597	12	0	-0.3632067460394595	1	0.8333333333333334
RABGAP1	0.005282375754425916	2.3124404557983976e-4	5	1	-0.3630584393397966	1	1
LOC113250450	0.03818074718393306	1	6	0	-0.36269280934310544	1	1
FBXO40	0.03445537144901128	0.06642762636845775	9	0	-0.3625836180363623	1	0.8333333333333334
TMCC1	5.516248086794705e-5	0.04905441884789312	6	1	0.3616207087287232	1	1
N4BP2	0.0028143753019438094	0.1546887426381628	11	0	0.3615176958162409	1	1
SPECC1L	2.2036372894007124e-8	0.0033342848752412994	5	1	0.3615040463544279	1	1
DCAF6	5.458993319343356e-6	1	12	0	0.36144062898221174	1	1
YES1	7.481266917557511e-6	0.019783464133126493	5	1	0.36129853321840616	1	1
RPS6KA3	3.604714598346812e-6	2.0947811409023008e-5	8	2	-0.3607991527563785	1	1
AMOTL2	0.04859202867360105	0.03373087391852502	5	1	0.360519971007335	1	1
C2CD5	0.026070687182399858	0.04787759875393765	16	1	0.36017339848317165	1	1
KLHL12	0.024547935120605213	1	8	0	0.3579421534518049	1	1
VPS29	4.222468954944263e-10	1.936706557373479e-5	5	1	0.35672113237366854	1	1
PRXL2A	0.011638601539497135	1	8	0	0.35608729931010874	1	1
RBKS	0.001518866129157866	1	10	0	0.35595353242110106	1	0.8333333333333334
FNBP4	0.0068908746519678035	0.016337014758407535	9	1	0.3555177151955799	1	1
SENP6	0.0057104122465552664	0.008936639834827006	9	1	0.355293545501034	1	1
ASPSCR1	9.76562010199099e-8	0.01897259200661773	14	1	-0.3551835089568704	1	1
ANK3	0.0030715672659604037	0.06390715070810152	7	0	0.3544563528195952	1	1
KLC4	6.631551413858984e-4	0.2146842080221615	4	0	-0.3540679698410107	1	1
PRKAB1	0.03405967367391666	0.07928020302661025	8	0	-0.3538737052089658	1	1
ADGRE5	0.02027093066213983	0.7025226246754187	7	0	0.3537579454365347	1	1
PYGM	0.02880537069224181	1	11	0	0.3528095880787916	1	0.6666666666666666
MANBA	0.0321063580571619	0.00865829512055428	6	1	0.35220148826708203	1	1
MYO18A	7.556325881384999e-16	5.56393382566923e-5	9	4	-0.3516671062686131	1	1
LRRC2	5.442251917565764e-5	1	15	0	-0.35150075872873293	1	0.8333333333333334
LOC113250851	0.03193368055630123	1	12	0	0.3509350283930006	1	1
HDAC9	0.010213731160309322	0.641706959833575	10	0	-0.35085723063233826	1	1
LEPROT	0.0065824194045237035	0.40958175155184884	6	0	0.3493180692929174	1	1
PRRX1	0.008786061479162395	0.019024124960812048	4	1	0.3486850321622705	1	1
PABPC1	4.052100559174115e-8	8.612702275678921e-4	7	1	-0.3484239463322144	1	1
KITLG	0.03522919542213942	0.026334570519125067	5	1	-0.3483314500923137	1	1
ANKRA2	0.04312186306047229	1	7	0	0.3482016714649073	1	1
MEIS1	0.01768422460919293	0.3345551853855306	5	0	0.3481216263229385	1	1
XPR1	0.03838658899580248	0	2	2	0.3479150629004377	1	1
INPP4A	0.012001772595784383	0.01885662940069516	5	1	0.34770451423601456	1	1
HMBOX1	0.014619302239696323	1	5	0	0.3474888655138393	1	1
LOC113261110_TMEM30A	0.004281273461893989	0	2	2	-0.34748289814013644	1	1
SMARCC2	4.50986122063501e-4	0.09103395007829251	5	0	0.3474548264899866	1	1
DDX6	2.544692660787323e-6	1.0666357493028787e-6	5	2	0.34713381541476446	1	1
CD99	5.384212002886962e-25	4.852877532980811e-10	4	3	0.3469121116782926	1	1
UTP20	5.437292604503299e-4	0.011181624657386832	3	1	0.3459819668524352	1	1
PPP2R3A	9.281251643302323e-7	0.0018039400402478547	13	1	0.3456730924575593	1	1
RAPGEF6	0.023072559528697863	0.11169375375407345	9	0	-0.34485946786128985	1	1
CAMK2G	0.0017190585651952067	1.6789714939414096e-4	5	2	0.34469654128156263	1	1
PTBP1	1.5120649393844248e-4	0.2859165916428143	6	0	0.344149816161231	1	1
