gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_cortex-Ventricle)	pct_gene_expr	max_pct_tx_expr
OSBPL9	1.114054655512981e-5	0.05946986042700921	10	0	-0.3474146081206406	1	1
ASPSCR1	2.540675407177965e-7	0.6886880845789707	13	0	-0.34654541136714806	1	0.8333333333333334
IFI44	0.0031782027609243506	0.32062412074042235	7	0	-0.34446466136282705	1	1
ABCD3	0.04563339448654538	0.02989632679339635	8	1	-0.34421698013218466	1	1
RUFY3	0.0067041846604329785	1	7	0	-0.34336291215354586	1	1
FILIP1	1.8485834327731004e-5	0.006253668109653829	4	2	0.3415872692283379	1	1
MYLK	2.8628207372880016e-10	0.02443768001215196	9	1	-0.3411237179232321	1	1
ABCD4	0.03196127033364687	0.5344600919262484	7	0	0.3409179912818751	1	1
CDC14B	2.2749926026664046e-11	1	8	0	-0.34071249363709727	1	1
CXCL12	0.0042670091384632075	3.122972875056061e-4	3	2	0.3396953771688942	1	1
TUBB	0.03857069673896088	0	2	2	0.33964552165026973	1	1
CSAD	0.02068306064550145	1	10	0	0.3383754961927708	1	0.5
UBFD1	0.044128951849798856	0.11349278595375567	6	0	-0.3383210182860463	1	1
ARFGAP2	0.012280431624135661	0.16657453258815189	10	0	-0.33601434132456176	1	1
MAT2B	0.018637280387413448	0.015122192222378789	4	1	0.33600547511478096	1	1
SENP5	0.022214128275557025	0.11712993920038847	7	0	-0.33572879447322074	1	1
PCDH7	4.835361663807311e-5	4.912342196941654e-6	3	2	-0.3345681947993391	1	1
HIPK3	0.02306284896392992	0.08355599389779884	6	0	0.3323942057404883	1	1
GPRC5C	0.039922108662614766	1	12	0	-0.331914781900573	1	1
MEF2A	5.711172221164271e-11	0.04009392936536866	13	1	0.33149364990759966	1	1
GPR180	0.02728725995718629	1	7	0	-0.3296361742898375	1	1
LOC113258542	2.761732004824125e-4	0.9171511092940077	12	0	-0.32767707271875174	1	1
NEB	0.016077713325033254	1	29	0	0.327351316334862	1	0.6666666666666666
SIRT3	0.0019370909897785504	1	9	0	-0.32596808767136987	1	1
LDB3	0.0038793699780530536	7.332535749953072e-4	6	1	0.32299234941737165	1	0.8333333333333334
SYNE1	7.804665965206898e-4	1	12	0	0.3228373524198617	1	1
KIF1C	1.1764576939399216e-4	0	2	2	-0.32230494812098653	1	1
PPP2R1B	0.03603539702222586	1	10	0	0.32197469884666263	1	0.8333333333333334
FHL1	5.329894553798678e-7	0.9448716680904444	15	0	-0.32195860910926005	1	1
FAR1	0.007901444880697554	0.9393039434838005	8	0	-0.3206177656767426	1	1
DGKZ	0.0011393763258482805	1	13	0	0.3200513421420989	1	0.8333333333333334
LOC113256813	0.0331649459096537	1	6	0	-0.3179952296923126	1	0.8333333333333334
STK40	0.03985523945006597	0.2931827019146935	3	0	0.31739106451273935	1	1
PLXNB2	0.012595552942529314	1	10	0	-0.3170128313135329	1	0.8333333333333334
KIDINS220	0.0010813124426736881	0.7572032621188995	11	0	0.3152465015632647	1	1
TTPAL	0.0013749197311803453	1	10	0	-0.314075390527024	1	1
CRYAB	8.111988019475735e-8	0	2	2	-0.3126709658758763	1	1
UBR3	0.0029866273168448706	0.00160334916219382	3	1	0.31202713135212035	1	1
IDS	0.011001916770399781	1	5	0	0.31021477052967295	1	1
TNS3	0.019027400404956034	1	7	0	0.3101971859207682	1	1
TNS1	0.0013357554208862272	0.21577403037381018	7	0	0.3091994449111971	1	1
TRPM3	0.044315278580441396	0.9285506184356688	4	0	-0.30636964107008346	1	1
HECTD1	0.0045142996919802095	0.020865804877562844	10	2	0.30468963223864204	1	1
AFDN	1.9445098801238193e-6	1	11	0	-0.30172129952796894	1	1
ARHGEF7	0.003194474450404579	1	14	0	-0.3015538279322301	1	1
SMARCA1	0.01810713667449391	1	11	0	-0.3012010419207717	1	1
CKMT2	0.02926192632278062	1	7	0	-0.2996126042851246	1	1
CCDC141	0.027916021540677904	1	9	0	-0.29870901572043274	1	1
PBRM1	0.020025739147475415	0.6572487010892917	8	0	0.2979191253926576	1	1
NLN	0.04190734136350401	0.009572905026822249	3	1	-0.2978969425099529	1	1
MYLK3	6.947890465037201e-4	0.04414820965012145	4	1	-0.2978481004248754	1	1
YBX1	2.295560425779652e-9	0	2	2	0.2951092801390749	1	1
CAV1	0.010582936729496952	0.15729829747504248	5	0	0.2937987313701574	1	1
FXR1	2.1622346398169176e-15	0.004192204150683678	8	2	0.29377182527548046	1	1
SNURF	4.813771282365131e-4	0.002216879033071758	4	2	-0.29341823926608573	1	1
TTC17	0.04674791268373188	0.009386525729854276	4	1	-0.29085205463438135	1	1
DTNA	0.04349896739313687	1	14	0	-0.29044868755367564	1	0.8333333333333334
GYG2	0.04611818000925315	1	11	0	0.29035427367762223	1	0.6666666666666666
CKM	4.751353022801593e-5	2.4991618678288916e-4	4	1	0.28986996631487705	1	1
LARP4B	0.01805266031235532	0	2	2	0.28947308366127955	1	1
BNIP2	0.005113922386601785	0.015392157371139902	7	1	-0.2843682071522644	1	1
SNX14	3.658647775098417e-4	0.4748675096862456	14	0	0.28180971779076613	1	1
ENAH	8.63756057444121e-5	0.8484012885773434	5	0	0.2809551058827923	1	1
RRN3	4.0693034592391116e-4	0.0023801786240961356	3	1	0.28052570171073965	1	1
LOC113257633	0.04646149907596476	1	3	0	0.2789878109980381	1	1
LAMA4	0.006638566801154884	1	12	0	0.2782833442628888	1	1
MORN4	2.8727880169954853e-7	1.384349528199079e-4	7	1	-0.27643374714010166	1	1
PHLDB2	0.001882572358613497	1	11	0	-0.2756744546191242	1	1
TACC2	5.232373007497611e-4	1	14	0	-0.2739072045769101	1	0.8333333333333334
ADD1	1.0780621960748734e-4	1	5	0	0.2716342064068519	1	1
ABLIM1	1.316756623988989e-7	0.04422641516171091	6	1	0.27083298676529516	1	1
MYL6	3.983374028366963e-4	0.002913035379618288	3	2	0.26603373664445	1	1
RABGAP1L	0.011023585265532921	0.7034993818961454	4	0	-0.2645972637057762	1	1
USP15	0.028359359251731543	1	12	0	-0.2633155889427354	1	1
MAP3K20	3.038824910570249e-10	4.708820423467437e-6	5	2	0.2612917690381838	1	1
SLC25A12	7.885659033674e-14	0.02346444635741383	13	2	-0.2607036813578433	1	1
LMAN2L	0.002391873997922971	1	7	0	-0.2589940544734347	1	1
CPT1B	7.361695683021808e-5	0.009763111719615731	12	1	-0.2585930961457379	1	0.8333333333333334
CYTB	6.169941807179113e-5	0.06778519395596563	3	0	-0.2565319165785702	1	1
CRAT	0.037164452965246474	0.005971461353843913	3	1	0.25392926086979595	1	1
PDHA1_LOC113242247	0.006322169095945982	0	2	2	-0.25371311771356214	1	1
CES3	0.028359359251731543	1	8	0	-0.2533555441272319	1	0.5
PRKAR1A	0.0016496598026173594	3.7847418998704493e-4	5	1	0.2524097513338138	1	1
BTBD1	0.020025739147475415	0	2	2	-0.2512173183515789	1	1
IDH2	0.02728725995718629	0	2	2	0.2498549115416423	1	1
MTMR6	4.215040187206032e-4	0.48439950780042845	7	0	-0.24964958457212588	1	1
EHBP1	0.020025739147475415	1	11	0	-0.24946551030718375	1	1
MIA3	9.87900440124657e-8	0.22343016689396067	9	0	-0.24880656791229389	1	1
CUNH6orf106	0.0022439001878763226	1	4	0	0.24543198212804634	1	1
CNTRL	0.028962360584950726	1	8	0	-0.2440285848266281	1	1
PAFAH1B1	5.723768461201288e-5	0.3336718232177996	7	0	-0.24387042781826251	1	1
SDHD	0.021388329417501344	0.0040890502341436605	3	1	-0.24291311484126044	1	1
GID8	0.03686445916183385	1	7	0	-0.24192307439282765	1	1
SLC8A1	0.014931035679360341	0.03608369064664159	5	1	0.2416456404335618	1	1
LOC113254378	2.680734144392616e-4	1	12	0	0.2399480670335371	1	1
DST	6.4140894024460036e-21	0.02994679625249989	22	1	-0.23961633135549168	1	1
NCOA4	1.8744806070090187e-7	1.6262558201395922e-7	5	1	0.23729001032297642	1	1
PLEKHB2	2.1341066757258512e-5	3.135995582195413e-5	4	2	-0.23624768072710975	1	1
DUSP26	0.005652870072510434	0.28654809765074357	5	0	-0.23500910662583555	1	1
PDE1C	0.012089385095005073	0.06764965969912488	5	0	0.23489198298573288	1	1
ND6	1.9061504947894424e-6	1	5	0	0.23468451020763653	1	1
PHKA1	0.007113568697536256	1	10	0	-0.23296463796222208	1	1
USP14	0.009348391493092483	7.657007180487704e-4	6	1	0.231429775046962	1	1
ATP8B2	0.012883492203624133	1	4	0	0.22779648747333875	1	1
KDM3A	0.02968322881381824	0.11001776019325668	6	0	-0.22428282871248634	1	1
ATP5MC1	0.0038813883546251504	0	2	2	-0.2240999502435801	1	1
ACAD11	1.9194489252163404e-6	1.6849773407057878e-8	4	1	-0.22384386354902386	1	1
CALD1	0.029465014230261696	1	13	0	-0.22023703069972103	1	1
MYO9A	0.04410293151909221	0.11860818593375791	6	0	0.21990607281768557	1	1
PPP1R3B	0.01665011779841866	0.07811776727188731	3	0	0.21974757303808223	1	1
DCN	0.04145884404563585	0	2	2	0.2197004163537003	1	1
KIF21A	6.063152088459975e-8	1	13	0	-0.21925711497110625	1	1
APPL1	2.4119745112811614e-5	1	7	0	0.2166001859341508	1	1
OSBPL1A	0.013111261065253222	1	6	0	0.21559287255484422	1	1
GOLGA4	1.2045499337315549e-5	1	8	0	0.21439022380583334	1	1
WWP1	8.998302921295766e-4	1	14	0	-0.2130528333816093	1	1
ATP2C1	0.02300791918296824	1	10	0	0.21019230228774777	1	1
LOC113246349	0.04886667641579782	0.43478152197233316	6	0	-0.2096182336300074	1	1
NAP1L1	1.9959251198844548e-9	0.567890774174996	7	0	0.20725741629078603	1	1
PICALM	2.680734144392616e-4	0.0031375744681523864	8	1	-0.20397317783059288	1	1
HIBADH	0.03043891507668086	1	6	0	0.20174922769482256	1	1
APP	0.008598624708741813	0.018255942838621652	6	1	0.19783411953870314	1	1
SLC20A2	0.0028456530783516724	0.2653221507408402	4	0	0.1948717760199864	1	1
ND1	7.92709854442665e-4	0	2	2	0.19375642718862152	1	1
MATR3	0.0030239380475858123	1	10	0	-0.18816085746789668	1	1
LOC113253249	1.2180030769881276e-8	1.9375005089950763e-6	4	1	-0.18679810078338688	1	1
HDLBP	3.517167578314509e-5	6.225897036609146e-4	10	1	-0.18578053253023874	1	1
PHF14	1.70835669782501e-4	1	11	0	0.18388394827667265	1	1
KYAT3	0.04351734994635291	1	7	0	-0.18248946352269052	1	1
C1D	0.007127470486069697	1	4	0	-0.1818545998875485	1	1
CHTOP	0.04482965880892558	1	19	0	-0.18095551879914598	1	1
IVNS1ABP	0.01405116364322374	0.32896408535590793	8	0	-0.17934591728154484	1	1
HERC1	0.026670511910000395	1	9	0	0.17761904455877886	1	1
LOC113249104	0.011839137383833444	1	10	0	-0.1770324831350351	1	1
NCL	0.03586615961463848	1	6	0	0.1765094525976037	1	1
OSBPL8	9.498735760380224e-4	1	13	0	0.17638076893099974	1	1
SPARCL1	2.3624076266656833e-4	1	8	0	-0.1739612775038964	1	1
LOC113246291	0.039154895993211127	1	9	0	0.17152086035663502	1	1
HSPA9	0.02827354306949126	1	5	0	0.16846747036040133	1	1
ECI2	0.013343593203375855	1	6	0	-0.16347018169679672	1	1
BIRC6	1.5413127235283896e-4	0.042504687058474586	8	1	0.16256664701459786	1	1
PKIA	0.004494895303074143	0.7866100929308886	6	0	-0.16232541972276562	1	1
BTRC	1.130107005634991e-4	1	6	0	0.15686783719834693	1	1
ANO6	0.026285867903393188	1	3	0	-0.15092207182198364	1	1
MPRIP	0.016441069366884012	1	6	0	0.15032764419355113	1	1
MKKS	0.027851651094903253	1	3	0	-0.1499207891178802	1	1
YWHAE	1.1607258775220732e-4	1	5	0	-0.14629883215215678	1	1
EIF4A2	0.010439111236871848	1	3	0	-0.14546996609751717	1	1
MORF4L1	0.025741262670896572	1	4	0	0.14466693421194465	1	1
SPTBN1	1.7505041731195485e-4	1	7	0	-0.144303249215116	1	1
DDX5	0.03985523945006597	1	8	0	0.13937492087402903	1	1
UBE2D3	9.823877068438596e-5	1	11	0	-0.13513259603006728	1	1
PFKM	1.7661487635527975e-5	1	6	0	-0.1302293490303946	1	1
MBNL1	0.02749656872763861	1	15	0	-0.12801096519301425	1	1
HADHA	0.026006459086319735	1	8	0	-0.12133729324714979	1	1
LAMTOR3	0.024795679813818892	1	6	0	-0.11216212830454064	1	1
ARMT1	0.015925248973979195	1	5	0	-0.10347846539177664	1	1
TXNIP	0.033950635432982997	1	6	0	-0.10245100430981202	1	1
LOC113249364	2.8598821355304604e-5	1	8	0	-0.08681778369760725	1	1
YBX3	0.047346928034791375	1	4	0	-0.06989931616655096	1	1
HSDL2	0.027916021540677904	1	5	0	-0.04376809454095582	1	1
