gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Muscle)	pct_gene_expr	max_pct_tx_expr
PARN	0.005865502203103263	0.11895170874949942	7	0	0.43235441415143505	1	1
FAM118B	0.0029877383719169436	0.09173085765052504	8	0	0.42931166208170957	1	1
BAZ2B	0.03310098089218616	1	17	0	-0.42918619830541377	1	1
NUP107	0.017654186563384744	0.03976704596430747	4	1	0.42536972898154	1	1
COPS7B	0.008557929328731697	0.7500419692612302	4	0	0.4232636366921413	1	1
SNX14	4.090154419270904e-10	1.159878554283475e-4	11	1	-0.4225521332910962	1	1
SSR1	0.017898906615543015	0.0028188578363727433	3	1	-0.42200059709875	1	1
CBX5	0.002906726556949911	0.015489364692495317	4	2	-0.42085274018234686	1	1
MAP4K3	3.199800781686463e-11	0.6456304515016426	4	0	-0.4205786013912857	1	1
OSBPL6	0.00978230998649525	1	6	0	0.4183987924811858	1	1
TPD52L2	0.019565795783041486	0.397556929770879	8	0	0.4180533323640112	1	1
ZNF516	0.04024709848250187	1	5	0	0.41780364024462474	1	1
SPPL2A	0.00039589100491518913	0.006287731151352764	4	2	-0.4163174302546062	1	1
CUNH19orf47	9.953350572890932e-14	0.010424887584476725	6	1	0.41512184663708906	1	1
STK38	0.007541419499278369	0.768564672823466	11	0	-0.41406161559030735	1	1
TSN	2.8226841991330233e-4	8.518691277948485e-4	3	2	-0.41398273700725213	1	1
ITPRID2	0.0015198331780116809	0.29416931964392073	7	0	0.4135041127714287	1	1
MPP7	0.007829186419856292	0.0651724940994073	7	0	-0.4119755437875295	1	1
FXR1	1.774772005458499e-10	7.174426261848622e-4	6	2	-0.4118809030638787	1	1
FBXO40	0.03688323658634366	0.9565800062782699	8	0	0.41146857091524136	1	0.75
MAP3K3	0.01721454826260594	0.0017689350224742212	3	1	0.4104759396849472	1	1
ICA1L	0.004439438657354753	1	4	0	0.4098779549163836	1	1
CFL2	0.03983211858316257	0.037616471568133664	6	1	-0.4098618484864088	1	1
FYCO1	0.02681989457212983	0.02089398235693327	3	2	0.409333880288176	1	1
TNKS1BP1	5.892557927038121e-5	2.120549352775355e-4	3	2	-0.40834364885560664	1	1
OSBPL9	0.0027910974353618345	0.05806547221540703	5	0	-0.40817701734359624	1	1
MTF2	0.00910110631348575	0.01108210997362083	3	1	0.40790546120242266	1	1
HNRNPA2B1	2.0568960162438126e-6	6.187379251448482e-5	7	2	-0.4062827136450763	1	1
ACACB	0.02958538757284582	1	8	0	-0.4061320161067205	1	1
CSDE1	2.7454549687759957e-42	6.033891889723526e-12	9	1	-0.40600780853861895	1	1
YARS	0.022031029888861176	0.3775315274433664	8	0	0.4059380655718413	1	1
YES1	0.005888217753978511	0.20600887145198518	5	0	-0.4056772200853232	1	1
KLC1	2.532346612775884e-4	0.0023396071851498695	11	1	-0.4054317962731653	1	1
FAM45A	0.006573774565718902	1	10	0	-0.40509437010902655	1	1
N4BP2L2	4.2049011277020883e-17	1.4614312501190888e-8	7	3	-0.40500988804797633	1	1
CEP63	0.008557929328731697	0.11549803492214283	8	0	-0.4046535847128771	1	1
DERL1	1.20751501604011e-4	0.036331083906241964	6	1	0.40370997301366573	1	1
MACF1	1.3393378859961418e-17	3.540271743830925e-11	6	3	-0.40364158835071395	1	1
ASB6	0.02890823911755094	0.26789038777014146	3	0	-0.4036143322200657	1	1
CREB3	9.330852999226051e-6	1	5	0	-0.40301481432952985	1	1
NADK	0.030791742277114106	0.1976477332156375	5	0	-0.40278643175553824	1	1
RNF14	0.002468759819392896	0.009171829834131682	12	1	-0.4015392609378723	1	1
ZNF365	0.026559561250132025	0.6730401567732007	4	0	-0.3994147783810145	1	1
PLPP1	0.019684036888077815	0.04236753993139671	4	2	-0.39939384799102784	1	1
ZNF106	8.669201472575694e-18	1.0130776825587622e-9	8	3	0.39913482572403125	1	1
OAZ1	1.6105506323541002e-5	2.9545041120185655e-7	3	2	0.3990229130806499	1	1
SYNJ2BP	0.0015058373507500378	0.0020125272932667556	4	2	-0.39848071585641165	1	1
OSBPL8	2.4285179460621398e-4	4.7599595124865856e-4	11	2	-0.3977617212816287	1	1
LOC113244413	0.03036897798679106	1	11	0	0.3973100500909468	1	1
G3BP2	7.902899381307176e-4	0.013405908803096219	8	1	-0.397299877267629	1	1
DNAJC30	0.004590033207220952	1	4	0	0.3967799751498965	1	1
AP2B1	0.011589018252579443	0.00791203311663557	5	1	-0.39673182326990153	1	1
CAMK2A	0.004176045603786855	0.20102627323862762	6	0	0.396143940988217	1	1
PTBP1	0.019623168140171086	0.5715261254724622	6	0	0.3958741201633239	1	1
DCAF6	1.0500964068148523e-5	1	8	0	-0.39526419598170787	1	1
TFCP2	2.0168033952104963e-4	1	7	0	0.39483811946160474	1	1
THADA	0.007480692105546304	1	10	0	-0.394488053985059	1	1
MYO18A	2.0568960162438126e-6	4.340854511832272e-4	7	1	0.394432092157509	1	1
SYTL2	0.04956140558224831	1	6	0	0.39412350690607134	1	1
LOC113246855	0.04238756550207523	0.18417643522178317	7	0	-0.3936498167193901	1	1
BRWD1	0.031869399258919025	0.0457424989297598	3	1	-0.3929371387201823	1	1
EPB41L2	2.8323759659348443e-5	9.828837821787995e-4	13	2	-0.39289905301814326	1	1
THY1	0.008562042343358098	8.465640631164543e-4	3	1	-0.39273084551115234	1	1
NRAP	1.624116470301955e-7	0.08005308692110133	15	0	-0.392402048856958	1	0.75
GPD2	0.013957335833517081	0.08474332894955684	7	0	0.39093273258682626	1	1
ACADM	0.007094767533103034	0.0031288758341330696	3	1	0.39084300026682844	1	1
TOM1L2	0.03036897798679106	0.06237151328281403	4	0	-0.3907100549569671	1	1
LOC113262217	0.025633984436773026	1	9	0	0.389721850357009	1	1
DAPK2	3.038958736510047e-10	0.011864898042985577	10	1	0.38853812042296565	1	1
MICAL3	0.00919301395420796	0.018723698320199066	3	1	-0.38826879083894417	1	1
LOC113250431	0.0021842525083373026	0.0041563367077869	3	1	-0.38807894361839546	1	1
TTC33	0.01765822573441919	0.4498387050867206	9	0	-0.3852732829045156	1	1
SLC25A44	0.03036897798679106	0.11045988065678983	3	0	-0.3846103031197253	1	1
VPS13D	0.0074064870549137175	1	4	0	-0.3839192877437407	1	1
ATP6V0A1	0.0014752224404760577	4.703005099844993e-4	11	1	0.3838640771883059	1	1
TOPBP1	9.74796405857909e-6	0.9664847805882257	6	0	-0.3824651577939637	1	1
TTLL12	0.03363306606680785	0.01694273475727568	5	1	-0.3820270227396738	1	1
RBM6	0.013310393554226713	0.15057154200093353	10	0	-0.3811502256832606	1	1
STAC3	1.3247013275770857e-6	0.0011174986813384895	10	1	0.3803247361367373	1	1
ME1	0.018464415034714077	0.005972036573956573	3	1	-0.37968151836053066	1	1
LOC113261539	0.010102008923879753	1	7	0	0.37888647427623223	1	1
PCM1	1.4783675585888399e-4	0.2847872901239971	11	0	0.3784992401684334	1	1
ASB3	0.005748330589878013	0.08309053395354866	8	0	-0.3782846070571944	1	1
MCAM	0.006547566543052032	0	2	2	-0.3779656197842719	1	1
PRSS23	0.046635979038984546	1	3	0	-0.37784626637833746	1	1
ZDHHC6	0.03570509829148675	0.7711988567524043	3	0	0.3774334514314371	1	1
KIF3A	0.005205885144558223	1	4	0	0.37708918848000406	1	1
PTPRS	0.014641317361160021	0.025872381115143495	4	1	0.37697729049861173	1	1
RUFY3	4.1782911446794176e-8	1.0311523364806854e-4	6	1	-0.3768523007827413	1	1
SLC38A4	0.026559561250132025	1	12	0	0.37680940983782363	1	0.75
PCYT1A	1.790976779989064e-7	1.7503740483808983e-5	8	1	-0.37655119702392426	1	1
RASA4B	1.4490841937720069e-7	3.2391032017679367e-6	13	1	-0.37559321714999905	1	1
YWHAE	2.2865783374100747e-32	3.358931870577409e-9	4	3	-0.37401633782649896	1	1
PRELP	0.009397521622811518	0.06697055207685211	5	0	0.3731794469609139	1	1
MEF2A	3.038958736510047e-10	0.00036264741161869183	14	1	0.37245515113886346	1	1
MAPK1IP1L	0.0028662461562938115	0.0020970818924608593	4	1	-0.37235189693342785	1	1
AGL	6.094813949884929e-7	0.002723791758228082	7	1	-0.37213182393343053	1	1
IFRD2	5.024262150418705e-4	0.2631552299196013	8	0	0.37159902882557955	1	1
SESTD1	0.02179729091470511	0.08665208599377397	12	0	-0.37108311409583306	1	1
SIX1	0.02432778494133629	0.907892002933313	6	0	-0.3709111708843549	1	1
LOC113248518	0.005388953866549428	0.6972039312356273	15	0	-0.37013204377892495	1	1
SEPT4	0.001595569664984794	0.04083960977810029	5	1	-0.36983888524203573	1	1
LOC113262256	0.0030445923097031044	1	12	0	-0.3695847418701624	1	1
CACNA2D1	3.3285231956524813e-7	1	5	0	0.3694721634923442	1	1
IRF9_REC8	0.009441355693233813	0.03874748416836048	10	1	0.36843287775418104	1	1
NAGPA	0.011206887445439701	1	5	0	0.3673315286762046	1	1
CD300LG	6.474149207352139e-4	0.36064537102477845	7	0	-0.3650220961121665	1	1
SCP2	1.3953406244665713e-15	2.73721053756044e-10	4	3	-0.3648500939604594	1	1
FUBP3	0.025633984436773026	0.014992662229468446	4	1	-0.36468618729656743	1	1
SGCG	0.0014817335189017543	0.5656309111764565	7	0	-0.3646015778734302	1	1
MYO18B	0.007403152416186901	0.42761244218946143	5	0	-0.3636210192382962	1	0.75
LOC113263209	0.018800743577054847	1	10	0	0.36335796941878246	1	1
LOC113249419	0.02834689865152654	0.21286521826547192	4	0	0.36313658221311934	1	1
PPIP5K1	0.02508438929161978	1	12	0	0.3625005895825025	1	0.75
CPSF1	0.04573522183515212	1	12	0	-0.36211890906564503	1	1
PTS	0.04258755826693096	1	8	0	0.3612547692377898	1	0.75
FILIP1	0.009390588156629066	0.016331564988771766	4	2	0.3580373135062666	1	1
MANBA	0.04238756550207523	0.11385193541161154	7	0	-0.3574460732345016	1	1
USP4	0.0058249780229326425	0.9991927576169667	9	0	-0.3572912380787115	1	1
RPL38	2.8682462568029905e-4	0.0023668225610805	3	1	-0.3572304653982642	1	1
TACC1	8.473389277016843e-12	2.0984178153912513e-6	11	2	-0.3568470152328648	1	1
ECHDC3	0.028772384846792544	1	6	0	-0.3563719329182115	1	1
MORF4L1	3.769387495492353e-4	0.026632861828101827	5	1	-0.3560058198713429	1	1
ERCC8	0.045395380706838726	1	7	0	-0.35370463508054584	1	1
LOC113267793	1.316528924512814e-7	1.5023908289549994e-5	5	2	-0.3529093388077984	1	1
RIF1	0.014753591340175138	1	7	0	0.3529080181961967	1	1
NHEJ1	0.0029877383719169436	1	7	0	-0.35228487322123536	1	0.75
RABGAP1	0.006486197022848829	0.33362582257424933	5	0	0.35187674678890696	1	1
MAMDC2	0.016100703392603246	1	10	0	-0.3514392588899074	1	0.75
PPP2R3A	3.3285231956524813e-7	0.03477514514263504	7	2	-0.35142506620450764	1	1
HNRNPH1	0.005069265895074441	0.12087795478213242	7	0	-0.34993386386021097	1	1
METAP1D	0.04838590924705051	1	7	0	-0.3495800968793396	1	1
GGA1	0.0014752224404760577	1	5	0	-0.3495686172549947	1	1
RETREG1	7.525546422235606e-4	1.5076679886646415e-4	7	1	0.3486987728708714	1	1
TMOD4	0.027985409489439703	1	4	0	-0.3484181933633548	1	0.75
EPB41L3	6.548765142569479e-4	1	7	0	-0.3483787563399872	1	1
RYR1	0.0029070557275035053	0	2	2	0.3481732495722022	1	1
KSR1	2.6150592836786476e-5	1	9	0	0.3480580973722654	1	1
CD36	0.0014302585528201339	0.3062859965996276	6	0	0.3476748268500186	1	1
PTPRB	0.008538949316129018	0.025038462885766773	3	1	0.34685869623623405	1	1
PRKAB2	5.135855120659523e-9	0.2443794788343968	9	0	-0.34566280548243156	1	1
SNX5	3.238621666047754e-4	0.27916191927925277	5	0	-0.34550015638925835	1	1
CLIP1	1.2019707470815585e-17	4.7548287962063414e-4	10	3	-0.34487750680032814	1	1
MARCH6	9.055474214301477e-4	0.0033294129293120083	5	1	-0.3430697670649099	1	1
LOC113261057	0.0027422690284625594	1	7	0	-0.3430186846780195	1	1
CEPT1	0.011554968717106743	1	11	0	-0.3415487509574491	1	1
ST6GALNAC2	0.017807237841902513	1	6	0	-0.3414167915141001	1	1
RAB3GAP1	4.0801520462027864e-5	0.018145235011760037	8	1	0.3409664848948918	1	1
PLSCR4	0.010056699124572884	1	8	0	0.3403189893501167	1	1
CTNNAL1	1.4720829458415125e-12	4.0182864228570933e-4	5	1	0.340183226178779	1	1
LOC113260612	0.011134151296950607	1	8	0	0.3393591138856854	1	0.75
PLEKHB2	6.633093507094196e-12	6.242625642796315e-4	5	1	0.339127193935509	1	1
ADIPOR1	0.010681734966874735	1	4	0	-0.33904169390132294	1	1
COL12A1	0.025778115108722986	1	6	0	-0.3389085011328757	1	1
VPS37A	0.03036897798679106	0.3918224636198739	6	0	-0.3388325325197922	1	1
SLC30A4	0.017136247631669398	0.46421670298539824	3	0	-0.33835384460207896	1	1
LOC113245998	2.7229476465641956e-6	0.1447926830887114	11	0	0.3378110021272045	1	0.75
POLR2E	0.0021420850953845073	1.5677644112764414e-4	3	2	-0.337341346224162	1	1
IFRD1_LSMEM1	0.005149864679455482	0.004975678906826285	5	1	-0.3363399716245795	1	1
DCTN1	0.0037646722216523715	0.10238640996585682	12	0	-0.3361413135336016	1	1
ASCC2	0.010415225102625932	0.20462026063927233	9	0	0.33511894500355	1	1
NDRG1	0.007533205933898071	0.0027592907188008532	3	2	-0.33389467958210695	1	1
CYLD	6.933342893740429e-14	0.011844023973859736	9	1	-0.3326801808417969	1	1
ATP5PF	6.138132691033176e-4	3.000775727823985e-5	3	2	-0.33197231006361805	1	1
ARID1B	0.0023677453237587144	0.21314159866967683	6	0	0.3314327536409375	1	1
NDUFAF5	0.03908475365844224	1	8	0	-0.330758448430821	1	1
DPP4	0.030412000181998685	0.05516486432636361	7	0	-0.33022980482017483	1	1
DCAKD	0.032557286137245275	0.65091833806484245	9	0	0.33003300969740396	1	1
LARP4B	0.003937116219252543	0.0056256450632620105	3	2	0.32888376965692656	1	1
SEPT11	0.001335005821293719	1	7	0	-0.32845156089216243	1	1
VGLL3	0.005253281493015235	0.41600338651739044	6	0	0.3283235757828786	1	1
RNF216	1.0077994448713614e-6	0.20759520859216476	7	0	-0.32795192704543563	1	1
MBP	0.024231108242810113	1	7	0	0.3273709838444539	1	1
RSRC2	7.504109595340234e-6	1	9	0	-0.3273297146660072	1	1
ATXN1	7.348164471896254e-6	0.0025656731606944925	6	1	0.32593013881320027	1	1
ARHGAP10	0.0021842525083373026	1	5	0	-0.3242914521545511	1	1
PSMD14	0.04281615380786147	0.2595117696658604	3	0	-0.3237339102080684	1	1
HIF1A	9.999877401564035e-4	1	5	0	0.32324407756636286	1	1
LAS1L	0.04838590924705051	1	15	0	-0.32185994580381333	1	1
NOSTRIN	0.013132011418761887	0.045290740819582655	13	1	-0.32167826843671676	1	1
IMPA1	0.0024252210947905677	0.019022809195515147	5	1	0.32148368860697724	1	1
COL1A1	0.023020516410414686	0	2	2	-0.32135373729193106	1	1
AMOTL1	4.215237542804748e-8	0.16320476391099803	7	0	0.3211970528022249	1	1
BCAS3	0.030633272248325086	0.43647006207488825	10	0	-0.3197437266409618	1	1
JMJD8	0.02150294904820534	0.0330363338025844	4	1	0.31916775804691455	1	1
PICALM	1.2750778278587826e-8	1.0475902214644844e-4	9	1	-0.3189042259745122	1	1
LOC113249140	0.034028010680879045	0.8612196755831604	5	0	0.3177634896257642	1	1
RARRES2	0.024864455349053457	0.005109407018940076	3	1	0.3177629998394701	1	1
MTM1	0.013003498806999612	1	4	0	0.3176235237383528	1	1
DNAJB9	0.009390588156629066	1	4	0	0.31751695320958	1	1
KIDINS220	2.4695928084384872e-8	0.059308198271301404	10	0	0.3170233222629612	1	1
UPF3A	0.018507022972577444	1	9	0	-0.31647641677602284	1	1
UBAP2L	0.0013165789558039589	0.5446994160882088	15	0	-0.3163446697279803	1	1
SDCCAG8	0.03908475365844224	1	7	0	0.31586044092687476	1	1
ALDOA	4.2169236781442817e-10	2.3688017008771274e-5	6	3	0.31536153710416426	1	1
RNF19A	2.8978932254946374e-4	0.023664216674811236	8	1	-0.31437548365328793	1	1
DCN	0.005529168044274015	0	2	2	-0.3133717404587037	1	1
ENSA	2.9159853071358534e-5	3.168051443021907e-4	5	1	-0.31294018371730803	1	1
MYBPC1	9.639343620411226e-6	0.18033949409184266	16	0	0.31252996470208183	1	1
RAPGEF1	8.74998282877061e-6	0.0046475467877608485	4	1	-0.3120944601549046	1	1
PGGT1B	0.04838590924705051	0.650885242337041	4	0	-0.311742681815655	1	1
ZNF606	2.2215109011420744e-6	0.05873067321225672	5	0	-0.31118947985304796	1	1
ASPSCR1	8.64704930106467e-6	0.09430874119181877	14	0	0.3110773523740284	1	1
RPS6KA3	5.0244573087183874e-8	1	9	0	-0.3109032212724467	1	1
ZNF565	0.009397521622811518	1	5	0	-0.3108415433959961	1	1
MKLN1	0.005695372310790735	0.07327010718038791	8	0	-0.3108275812949697	1	1
ACBD5	0.002166353093259394	1	7	0	-0.3106527514848973	1	1
LOC113251518	0.03563668222896132	0.708260753366515	9	0	0.3095540553127544	1	1
PHLDB1	0.009954167221979783	1	9	0	-0.3078477757406345	1	1
USP47	7.765632048523133e-5	0.05924470249842445	10	0	-0.30772021285013174	1	1
NFX1	0.024231108242810113	1	11	0	-0.3063348231971842	1	1
RIC1	0.023180859955294366	1	5	0	0.30625556456997316	1	1
N6AMT1	0.007824557837470766	1	6	0	-0.30462763078074895	1	1
RAB14	2.5952426466036955e-5	1.1519020341411526e-6	6	1	-0.30426185510441167	1	1
GOLGA4	3.208793564595777e-11	7.650563812775165e-4	6	4	0.30271417341791945	1	1
WNK1	1.5000715833008907e-6	0.0016936301447342474	9	2	0.30263208888547466	1	1
PTK2	6.549903989916495e-4	0.2634837991372264	10	0	-0.30158420868114516	1	1
ANTXR2	0.014757670970620765	0.0015885749095891643	3	1	-0.3002394981405767	1	1
FZR1	0.02640386335251908	0.37600643810170975	8	0	0.29972400011443867	1	1
PLA2G16	3.285763465374518e-5	0.14917250444206376	6	0	-0.2988885495580371	1	1
MEF2C	1.121610529323301e-26	1.5422443456712616e-4	14	2	0.2975529464935237	1	1
CNOT2	0.015306545973961878	0.4829915883382549	13	0	-0.2962825439847849	1	1
OCIAD1	0.02681989457212983	0.01436125565033801	8	1	-0.29501944587612294	1	1
CRAT	8.391142150765555e-5	8.042017703005256e-6	3	1	0.2946672232488442	1	1
WIPI1	0.026173996975064482	0.13580213183563697	6	0	-0.29459532347366135	1	1
CUNH15orf40	0.0053937937917884655	1	8	0	-0.2945561878740209	1	1
HLTF	0.04281615380786147	0.24590804799580165	9	0	-0.2941457722877251	1	1
GOSR2	0.026233517287757545	0.006484844209882252	3	1	0.2936440093598165	1	1
ZFAND5	0.003618136945584516	0.0013777488383026194	4	1	0.29241768796872164	1	1
WDR33	0.03151066829995345	0.2282072132765295	7	0	0.29233031728163905	1	1
CEP95	0.030924255008362614	0.6142204020823951	9	0	0.29214538784699556	1	1
ALKBH6	0.029273296089338888	1	9	0	-0.2919429426462606	1	0.75
ZC3H7A	0.01162401721932325	1	5	0	0.2918143840668663	1	1
LOC113253249	2.4284134801705884e-23	5.795462213548638e-10	6	1	-0.29162155826866987	1	1
LOC113263597	0.022494905146111376	1	4	0	0.29131645024935005	1	1
SBF1	0.03735637955154649	1	3	0	0.29036725155085163	1	1
PPP2R5C	0.007869511490621806	1	11	0	-0.29033314341494276	1	1
GLO1	0.03350145412703884	0	2	2	-0.2902419526252442	1	1
DGUOK	0.02508438929161978	0.08205656699763256	5	0	0.2897258945377366	1	1
EFR3A	5.906418637587672e-4	4.8158629830396805e-4	7	1	-0.28948718427382625	1	1
DNAJC10	0.01656816703880212	0.028219832864331388	9	1	0.28894440768570767	1	1
BNIP2	5.386413192852764e-6	2.1867740555908528e-4	4	2	0.2885986810561972	1	1
CEP350	0.03871160789824578	0.07303221652604626	4	0	0.2880861495661496	1	1
PACS2	0.03570509829148675	0.5269447263068195	7	0	-0.2876729413346517	1	1
ZNF7	0.02411577082724589	0.02649486649330167	11	1	-0.2863686671489648	1	1
DDX52	0.03036897798679106	0.3969495560196074	7	0	-0.2863283290938726	1	1
G3BP1	0.003534511225454133	0.4858019398568487	4	0	-0.2843208384545912	1	1
TMEM80	0.01015035488623996	1	6	0	-0.2837661150410964	1	1
KAT7	0.04024709848250187	1	9	0	-0.2828023751157921	1	1
RBM23	0.0355006978676206	0.212106045096389	4	0	-0.2825563592097144	1	1
GOLGA2	0.03908475365844224	0.006090333434945233	3	1	-0.2811707370094179	1	1
FAM13A	0.02888383282773678	0.8814370047281894	17	0	-0.2807497736900459	1	1
GRK4	0.01880483657880254	1	11	0	0.2803739540136262	1	1
GHR	0.03570509829148675	1	7	0	-0.27979049601126416	1	1
RBM22	2.128014664971759e-4	0.058644579500756175	6	0	-0.2796745261119993	1	1
GRAMD2B	0.01147653198447476	1	3	0	0.2777764048582537	1	1
SPART	0.017885631691668232	0.0756752490540084	6	0	0.27775677920264175	1	1
PRRX1	0.002236487062585066	9.575337674032195e-4	3	1	-0.2771873430419831	1	1
MYOM1	6.138132691033176e-4	1	12	0	0.2769419664117972	1	1
DST	2.9504546606299463e-12	0.020546051260671307	14	1	-0.2746020334647486	1	1
RALGAPA1	0.002906726556949911	0.150857423157043	8	0	-0.27313507153920025	1	1
CD47	0.025158638617178136	0.1871496154723384	8	0	0.2710211030521231	1	1
PAFAH1B2	0.006459838577919785	0.02525268929346336	6	1	-0.27073431173060153	1	1
CAST	1.8965540603253274e-4	0.03769332233727279	9	1	0.2699219801622549	1	1
LOC113249727	0.007279562619920023	1	6	0	-0.2698913212455358	1	1
NOL12	0.015111421624849524	0.7991393972593018	8	0	-0.26924267236239935	1	1
METTL14	0.046635979038984546	1	8	0	-0.2690339326679648	1	1
ORC2	0.020059018045208245	1	7	0	0.26900127705675575	1	1
LOC113244843	0.002405035567184348	0	2	2	0.2680178165205077	1	1
WDTC1	1.6274289954607973e-6	1.3957385843298698e-4	5	1	0.26753960596820237	1	1
PPP6R3	0.004234180238483416	1	13	0	-0.2665920013514987	1	1
TMEM87A	0.01656543403494057	1	8	0	0.26569952656770557	1	1
ARIH2	0.01103127881595691	1	5	0	-0.26460371838898195	1	1
CSNK1A1	2.0090940026280407e-5	8.773400860486402e-4	7	2	-0.2639422394966071	1	1
MFF	8.540913910561741e-11	0.15616229871846468	15	0	-0.26335731132057494	1	1
MAP4K4	6.996427580689884e-5	1	11	0	-0.26141890824914193	1	1
MAP7D3	0.006573774565718902	1	10	0	0.2592193451756328	1	1
LOC113245494	0.006039278973033184	1	7	0	0.258572485912018	1	1
RAB28	3.285763465374518e-5	1	6	0	-0.25855602229153346	1	1
AMOT	0.024291386897145186	1	5	0	0.25785196227281426	1	1
ARHGEF10L	0.030791742277114106	1	5	0	0.2571338981864211	1	1
SCAF8	0.0314321960955862	0.2265903243387232	5	0	0.25628203622488954	1	1
RINT1	0.017898906615543015	0.5325684564007612	9	0	-0.25617451752502185	1	1
EIF3L	0.005785639113581141	0.06392146173501602	5	0	-0.25602563432267966	1	1
MPDZ	8.65945032951793e-11	0.8427852494417768	12	0	0.25587288354977084	1	1
NFE2L1	5.355170375245003e-15	2.57407194306809e-13	6	2	-0.2546253841101842	1	1
CCSER2	4.383903377758275e-5	0.0022435920512372705	8	1	-0.2546147441763181	1	1
DARS	5.902167087515066e-10	0.0031461325046300867	8	1	0.25365875941619964	1	1
CCDC12	0.010486216598926748	1	4	0	0.25287710873047686	1	1
ETF1	0.021052761641842613	0.04084699137748558	4	1	-0.25224471956871963	1	1
MAT2B	0.04627064239914661	0.8026383677305194	3	0	-0.2519871141405735	1	1
AP3B1	0.004598112755096746	1	12	0	-0.2519631894826816	1	1
BTRC	0.028616018214829946	1	8	0	-0.2517889111090057	1	1
MAPK14	0.012356725500081607	1	8	0	-0.25095414790663156	1	1
TTN	1.2896059111152691e-5	1	15	0	-0.25033174862628293	1	1
NCOR1	0.011554968717106743	0.15594655488219836	9	0	-0.24901615119614995	1	1
ARPP19	1.1469283004514051e-5	1.0059735110816379e-5	4	1	0.24878354545262915	1	1
AP2A2	1.5901937265456553e-4	0.04683737038365573	6	1	0.24861465234032937	1	1
PPP3CB	7.142512432431732e-4	1	8	0	-0.2478349708189457	1	1
RAI14	0.012493521120520483	0.7361852804037923	12	0	0.24722218899370807	1	1
XRCC4	0.04770718787351606	1	7	0	-0.24720078152641595	1	1
ACACA	0.0011545377425244102	1	13	0	-0.2469299319223228	1	0.75
SARAF	0.010681734966874735	0.4960065558801753	5	0	-0.2460067932105945	1	1
KPNB1	0.03315000193020491	0.007315762611258202	4	1	0.24523053331768524	1	1
SENP2	0.010807707047067773	0.37697183178982735	11	0	-0.2444843445163459	1	1
PNISR	0.005409308312772328	1	8	0	0.24431641997663478	1	1
STAG1	0.0328446161236153	0.3132739168705812	5	0	-0.24409006052847448	1	1
ATP2A1	0.009397521622811518	1	11	0	-0.24399170977516005	1	1
CLASP2	8.64704930106467e-6	1	14	0	-0.24297951901215778	1	1
BLOC1S1	0.003246164919069634	0	2	2	0.2422639008861445	1	1
DOCK1	0.003534511225454133	0.07206945998647785	10	0	-0.24102419315406942	1	1
ZNF514	0.02215710361412962	1	11	0	-0.24095277071877366	1	1
S100A1	0.039320178075781025	0	2	2	-0.23997838569407326	1	1
NCOA6	0.009954167221979783	1	7	0	-0.2394925662530292	1	1
LOC113254434	0.028817717382880963	0.09299387755838899	13	0	-0.2392462859151296	1	1
IWS1	0.015937284720912593	1	11	0	-0.23812234462290474	1	1
HOOK3	0.011869048558487381	0.003941387812121206	3	1	-0.23751690198144737	1	1
CHD9	0.020297103952401502	0.06041587911259976	8	0	0.23720281367867757	1	1
SEPT8	0.039926672033534234	1	8	0	-0.23658586752406127	1	1
BZW2	3.695172723127506e-5	8.395647606720568e-5	3	2	-0.2361339677622497	1	1
TRIP12	0.0019032650462465382	1	11	0	0.2342375530389994	1	1
MARC1	0.0103688390648867	0.0015365914560977962	3	1	-0.233961976316704	1	1
LOC113265233	8.106700695773756e-5	0.011197653997585098	15	1	-0.23306128760617348	1	1
TNFSF10	0.007174666120147692	0.07127766221374525	9	0	0.23143263705125092	1	1
ARNT	0.03893330902587542	1	9	0	-0.23071235226369013	1	1
LOC113248381	0.002906726556949911	0.8059289930893805	8	0	-0.2290874231177753	1	1
TBC1D14	0.005047692545069157	0.22161236137418086	9	0	0.22796279110075435	1	1
NAA50	0.009562596601392035	7.446236843549087e-4	4	1	0.22690510864108027	1	1
KIAA0930	0.013385676694894523	0.7878387232572235	3	0	-0.22614447549754013	1	1
PDCD6IP	0.04179368301631479	1	10	0	-0.22532566869815882	1	1
APC	9.90419594259607e-4	1	6	0	-0.22322581757042942	1	1
KEAP1	0.0077433207705886785	0.00757397229426155	7	1	-0.22222226996653435	1	1
DCUN1D2	0.01096466188982168	1	19	0	-0.22211744600496527	1	1
CCDC90B	0.0015268626348751908	5.669171341450715e-4	6	1	-0.22201160647526252	1	1
BROX	0.044491341687334866	0.3810422208175465	13	0	-0.2220046390556507	1	1
NFIB	0.046040166799693256	0.04437104054166968	6	1	0.22178586402386627	1	1
IDE	0.01582996659235166	0.0054785770409076315	4	1	0.2201058800253906	1	1
IFI44	0.02432778494133629	1	8	0	-0.21950971228855354	1	1
HADHB	0.039926672033534234	1	9	0	0.21915396688054617	1	1
RNGTT	0.030634941763633346	1	5	0	-0.21914609691392326	1	1
ING4	0.009562596601392035	1	9	0	-0.2179631917851694	1	1
SYNE1	2.9240522905814414e-5	0.001458252750505657	8	1	-0.21698300698932804	1	1
RAPGEF3	2.0090940026280407e-5	1	15	0	0.21533949647595194	1	1
