gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Atrium-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
FAM122B	0.02499033082672838	0.34384701251060745	7	0	0.5775933129000914	1	0.8333333333333334
TFEB	0.0050727235325690985	0.04836001838836275	4	1	0.5773121851106003	1	1
FAM107B	0.005992287373782464	0.0012416688575465796	3	2	0.5771990041339443	1	1
MAPK14	1.8323335572935178e-6	0.0011881332466201762	12	2	0.5770628751412076	1	1
DUSP19	5.185472489923289e-4	0.013094605441044248	3	1	-0.5766101272346529	1	1
PSMA2	8.370413151948815e-5	5.408068542105938e-6	4	2	0.5765870097909076	1	1
ATXN1	3.349164624273731e-5	0.005589347486018716	7	1	0.5765077636751363	1	1
LRRC4B	0.015781833944418188	0	2	2	0.5756958549524055	1	1
MRPS5	8.22333489502538e-7	5.572768414905415e-6	6	1	0.5731071722484358	1	1
FAM53A	0.002525664440724131	5.063231788780604e-5	9	1	0.572723853146617	1	1
CSGALNACT2	0.006810301986035161	0.4374047133798103	7	0	0.5724687701332578	1	1
ENO1	2.8576543948334016e-11	6.4307368840676005e-6	4	1	0.5716697441885118	1	1
MCM8	0.0044402212344608625	0.018761053874721382	7	1	0.5707410512333	1	0.8333333333333334
SPPL2A	3.7056299241170005e-6	2.070782051799718e-5	4	2	0.5706326531076944	1	1
SAP30BP	0.033277696763606715	0.15890626731405202	4	0	0.570616553499637	1	1
GFPT1	8.204183436737254e-5	1.727907506460146e-5	3	2	0.5693757325970846	1	1
IQSEC2	0.012267639122457664	0.006717233465935555	5	1	0.5693525699587006	1	1
FGF2	0.04844631405714034	0	2	2	-0.5690533349883893	1	1
CNTRL	0.017968993866907566	0.03593322228209231	7	2	-0.568285706211809	1	1
SLC9A8	0.0040983884185065095	0.0108534631822493	7	1	0.5673748711404073	1	1
RPN2	3.375332424283332e-5	2.4413993882639634e-6	5	2	0.5666470358658672	1	1
MLIP	4.64565648923152e-5	0.4246420067485616	11	0	-0.5659388964819182	1	0.8333333333333334
CPQ	0.011631802535979258	0.0109100694283587	8	1	0.5658133687742288	1	1
LOC113250780	0.002133249437849648	2.0034767440473098e-4	4	1	0.5653984069815827	1	1
LOC113246854	7.754213772271985e-4	1	9	0	0.564429227468724	1	0.6666666666666666
PRKDC	1.102229284203324e-6	8.126997846130742e-5	6	2	-0.563723189493614	1	1
ZNF394	0.016343400315438003	0	2	2	0.5613571630097332	1	1
CARNS1	0.002184665755431846	0.010811610615262935	4	1	-0.5611972119794822	1	1
DHX8	0.019221860988881314	0.18326924889475515	5	0	0.5604611608348089	1	1
SLC12A4	2.585271221543949e-5	0.0067031449085913014	12	1	0.5601682050204272	1	1
TMEM135_LOC113269409	0.005727453128761771	3.5770742623574534e-4	3	1	0.5598910963805652	1	1
FAM227B	0.019448210019246966	0.06626010495350236	4	0	0.558792786314753	1	1
MTM1	0.0072980258189062714	1	6	0	0.556220234672492	1	0.8333333333333334
LOC113248379	2.9722995099824276e-4	1.697500855558384e-4	3	2	-0.5561378210379924	1	1
UNKL	0.008634627237124307	1	7	0	0.5555241836507848	1	0.8333333333333334
PDE4D	2.7838708109162304e-18	2.6471553838859167e-11	7	1	-0.5551405622156318	1	1
FBP2	2.205734610240527e-4	2.614392665797224e-4	3	1	0.554959200286977	1	1
SAMD4B	0.0018823035022592258	0	2	2	-0.5542130600217714	1	1
SLAIN2	6.190622447685075e-16	1.3015035955336129e-9	6	4	0.5526789608414298	1	1
BST1	0.02358650162104391	1	4	0	0.5524766215553185	1	0.8333333333333334
CLN5	0.018756244689003613	0.008391558769215506	3	1	0.5518949349421528	1	1
KIAA1614	0.04205479757829415	0.023102191466118797	3	2	0.5509415748870521	1	1
OSR2	0.02225294974802391	1	8	0	0.5505036282447414	1	1
GEMIN8	0.0056011996875325945	0.12110094473290296	4	0	-0.5495301455981381	1	0.8333333333333334
PCDH7	4.822069841793088e-9	5.695396408177971e-11	3	2	0.5482525269384526	1	1
CAMK2B	0.014636181039115112	1	7	0	0.5482386452562457	1	0.8333333333333334
SEPT9	0.04836097332313599	0.0587592206043452	6	0	0.5473961646006469	1	1
STK39	2.4158062577106588e-4	0.002095417034823276	3	1	-0.5468374748313958	1	1
PLAA	1.6500024056782276e-6	6.666199445764135e-7	6	2	0.5466992649206805	1	1
TMEM65	1.076519485667728e-5	0	2	2	-0.5466014324657351	1	1
EFCAB11	0.006783492370684067	1	5	0	0.5464578881828613	1	0.5
BMP4	0.03510496058358076	0.44875719385403934	4	0	-0.5463670410480842	1	0.8333333333333334
USP9X	1.0530360979613007e-4	0.0012719697539966973	7	2	-0.5458924974986027	1	1
PARP6	0.0013269958028975803	0.00266018312835433	11	1	0.5452833280055783	1	1
BHLHE40	0.01382595310521429	0.018477460603262618	5	1	0.5436565041846539	1	0.8333333333333334
BIN3	0.01595314153946481	0.060207835848240715	5	0	0.5428183898074921	1	1
TRIM63	1.472641179422917e-10	2.0924245618160786e-12	4	2	0.5426150959794305	1	1
CIAO2A	0.043727980589897984	0.026486754271481838	4	1	0.5426145959937039	1	1
ACSS3	0.0016326423646481063	3.393801554955408e-4	3	2	0.5423237767177337	1	1
PCSK7	0.0028764263333230264	0.3588027774135632	9	0	0.5422782819868819	1	0.8333333333333334
PLK2	1.9907326904132165e-8	1.1392461067530155e-6	4	2	0.5422392467334411	1	1
PMM1	0.0028200740723202176	0.007222716169096074	6	1	0.5420548745485729	1	1
PYGM	5.8727535494632064e-5	0.029963504388130068	9	1	0.5418603259106728	1	1
PGAM5	0.03125361714309321	0.017316152956394052	3	1	0.5410526209061609	1	0.8333333333333334
NR3C2	0.001881315389626362	6.395809484433505e-5	3	1	-0.5406751209469207	1	1
RPUSD3	0.03329089186842937	0.03866473878954513	3	1	0.5403246155488441	1	1
CENPP	0.023504929836438683	0.05350987713619	3	0	-0.5396272851737199	1	1
MEOX1	0.01298557579206774	0.5191282384094313	4	0	0.5393017866567549	1	0.6666666666666666
PKP2	6.631871206369427e-13	2.2556756294164165e-5	3	2	-0.5391519621013684	1	1
MTFMT	0.006764528166668374	0.006411612318084535	4	1	0.5388155121427054	1	1
CNNM4	0.024454058818830175	0.012862707383079963	4	1	0.5383101032684345	1	1
NDUFV3	0.01235781193445409	0.0010765905357632442	3	1	0.5380426691134399	1	1
GTF2H4	0.04063215228018077	1	7	0	0.5370915067829513	1	0.6666666666666666
FAM210B	0.004262442746940623	0	2	2	-0.5369076677937616	1	1
CNOT8	0.010653334628983114	0.017327079271148495	3	1	0.5367816393549031	1	1
SDHD	5.629887546834471e-15	1.2896701714741295e-15	4	2	0.5363340986413558	1	1
TSC22D2	9.419096416467632e-6	2.2199844456728128e-7	3	3	-0.5359416072151184	1	1
ATP5MC1	0.01944580409617615	0	2	2	-0.5357137396166969	1	1
DOP1B	0.010082406380603105	0.20152538755425667	4	0	0.5349798456359063	1	1
RGS14	0.006972120190865757	0.4488677517378815	8	0	0.5347784044641178	1	0.6666666666666666
ZBTB16	0.003835771530971605	5.580660570572465e-4	3	2	0.5341411516234068	1	1
GGT7	9.678388263030798e-4	0.5377841787706744	4	0	0.5341089326857056	1	1
CLTC	6.4171380473194194e-15	2.0113545819831405e-8	6	3	0.5336158856803717	1	1
THOC1	2.2834825078323705e-4	0.1053019564455151	9	0	0.5335739158074733	1	0.8333333333333334
DMXL2	0.02496310238604965	0	2	2	-0.5324340918091501	1	1
CD58	7.741205785207221e-4	3.152708636532848e-5	5	1	0.5317859892132858	1	1
TSG101	0.0012526321574196182	0.009042234090623295	10	2	0.531556760243947	1	1
PDE7B	0.02500590453669531	0.0630012074304283	3	0	-0.5313504331673992	1	0.8333333333333334
KCNJ3	0.028832060161473192	0.00583117659436329	3	1	0.5313374255327914	1	1
PAF1	0.009114447302989482	1	6	0	0.5303916460220277	1	1
TSPAN9	2.8903756784851677e-6	3.8267499739111776e-8	7	1	0.5293630297124992	1	1
MSH6	4.390153032268033e-5	0.025148063712200092	3	1	0.52931271891732	1	1
MET	0.022486724208987095	0.23160581706308705	4	0	0.5273331710220494	1	1
AGPS	4.6043798425564005e-7	9.125894237156051e-6	6	2	0.5272712759274922	1	1
ARL8A	0.014168587516138888	0.048266816726907184	4	1	0.5267238402663462	1	1
ABLIM3	5.598808804392335e-4	0.006260785455903097	9	1	0.52642164490562815	1	1
THAP4	0.002626455604573341	0	2	2	-0.5262404269897495	1	1
ZC3HAV1	0.007779441559807208	0	2	2	0.5259554325495923	1	1
ASB14	0.0023790185984339175	0.03846018094779168	7	1	-0.5253449680584181	1	0.6666666666666666
NMB	1.0367985604794882e-4	0.004205866735369403	4	1	0.5252679696200909	1	1
ATP2A2	4.649073237431417e-18	1.5624658590954414e-10	8	3	0.5238174469562976	1	1
CFL2	3.623171487948342e-7	9.212438157856716e-10	6	1	0.5232008167191478	1	1
SCRN3	0.012893784189501064	0.009220756884322846	3	2	-0.5227185080006291	1	1
UBAP1	0.025001491966205436	0.43825577773344265	6	0	0.5221885228418771	1	1
LOC113267063	0.01225820174130847	1	8	0	0.5219931068169614	1	0.8333333333333334
CACNA2D1	3.5793189308483295e-11	1.3338170541723182e-8	6	2	-0.5212699323027871	1	1
ARAF	0.031075935632093408	0.5662370356512083	8	0	0.5212441521850365	1	1
MINDY2	0.007502021036160399	0.009194703830445275	4	1	0.5209391031845954	1	1
SLC25A36	6.636334500211484e-5	1.3483582330515302e-5	8	1	0.5206183619137658	1	1
SH3KBP1	3.841293975074416e-10	1.0392390145783651e-8	3	2	0.5203361484839407	1	1
TRAP1	0.0022799325712407345	0.11092054998649795	11	0	0.5203340856476776	1	1
CYTB	2.8585389712134547e-5	5.849836347823811e-7	3	2	-0.5197172812252672	1	1
RHEB	5.384987253035881e-8	1.3342351021863671e-8	5	1	0.5186287472261975	1	1
LOC113244747	0.015565420401019006	1	8	0	0.5181487190469621	1	1
GOLT1B	0.006783492370684067	0.008572227044317485	3	2	0.518063603475118	1	1
LOC113248767	0.03604555517777368	0.0049341353748781356	4	1	0.5179340785343766	1	0.8333333333333334
TFRC	3.846618991404716e-5	0.0019691438936020617	7	1	0.5161194521648915	1	1
TRIM52	0.005072165727774808	0.01938103077788646	4	1	0.5156483131865697	1	1
DLG1	7.130753526499209e-5	4.2003855560363544e-4	8	1	0.5155951011419484	1	0.8333333333333334
DNPEP	0.011542519601946289	1	8	0	0.5154683947127096	1	0.8333333333333334
CERS5	0.017003067313716456	1	10	0	0.5152410618696351	1	0.6666666666666666
BORCS8	7.898797081867223e-5	0.038701534740660064	8	1	0.5152138640273558	1	1
UBFD1	6.433244457877154e-6	5.0416214048923e-4	8	1	-0.5151000348295879	1	1
GALT	0.00895784544016534	0.39919003751304855	10	0	0.5150269944340014	1	0.8333333333333334
TOM1L1	0.02165793545595417	1	6	0	0.514410129016088	1	1
SH3RF2	9.250403131110097e-34	1.5935591004101002e-13	7	1	0.5136357363714071	1	1
PPA1	0.001842759383811347	0.061978441290769584	5	0	0.5134335920478553	1	1
TXNDC16	0.01225820174130847	1	6	0	-0.5133336728650997	1	0.8333333333333334
MYLK3	0.03097911158766229	0.012355976689385515	4	1	0.5127502927288796	1	1
EFR3A	0.0016326423646481063	3.6514316089031914e-4	8	1	0.5126298147846202	1	1
PLPP7	0.046969846730709544	0	2	2	0.5113902207492406	1	1
OTUD6B	0.0057192054942755265	0.00259343690248279	7	1	0.5113053332613617	1	1
LOC113249727	0.0053313236683966	0.021907038403290315	8	1	0.511154124873017	1	1
KIAA0232	3.8127869885065485e-5	3.197688185278731e-5	12	1	0.510900477885419	1	1
ARAP2	0.04622089081580434	0.40076481590090357	5	0	0.5106310472601601	1	1
SLC39A14	0.021953003968921168	0.7060816153414315	8	0	0.5105044403122935	1	1
LRR1	0.038683831975009	0.4711979530270047	4	0	0.5102838944202237	1	1
PDLIM7	3.6780028033333217e-6	2.075000711052712e-6	12	1	0.509937652246401	1	1
USP28	9.088661905620135e-4	1	8	0	0.5096093589523514	1	1
ZNF568	0.014263266510429314	0.15991050940655765	8	0	-0.5095661785483048	1	0.6666666666666666
NRAP	3.695777237636838e-28	1.846387255607427e-8	13	2	0.509324780207644	1	0.8333333333333334
TUBGCP4	0.026283156519617677	0.26785686877794684	11	0	0.509193656808766	1	0.8333333333333334
PPP3R1	0.01597565005007949	0	2	2	-0.5089985973018278	1	1
CSTF3	0.04634492832495482	0.34667980854939606	10	0	0.5088998533507565	1	0.8333333333333334
XPNPEP1	0.018949519578342393	0.17323242378914852	10	0	0.5088061520651201	1	1
PRSS53	0.04723160321228172	0.10815457886753636	3	0	0.5083741560441475	1	0.8333333333333334
POLR3B	0.029827036645726182	0.0208303565603666	3	1	0.5068703454992469	1	1
CDKN2AIP	6.639989973115934e-4	0.01714839190198349	5	1	0.5062223854633932	1	1
ST7L	0.0026196737690827314	9.595322906583632e-5	9	1	0.5062039953204258	1	1
FBXL17	0.0042044544705529974	0.020871528414868046	4	1	0.5061271823622276	1	1
ASNS	5.440417095962174e-4	0.028250857265485457	6	1	0.5060652523117564	1	1
ACTN2	7.735510392420494e-31	7.232817410658264e-15	7	4	0.5053041870517357	1	0.8333333333333334
SHPRH	0.008758441232079271	0.012552092278875146	7	1	0.5052881583496271	1	1
GNA13	2.699306889639166e-6	1.557175359104888e-7	3	2	-0.5046327995788357	1	1
PRKD3	0.007040957954525927	0.0839277406335059	7	0	0.5038262583047916	1	1
FOXO3	0.036901000981425486	0	2	2	-0.503120652188526	1	1
ABHD10	0.0043583891934450706	0.004475572565639762	4	1	-0.5026834794190893	1	1
TFDP1	0.011008699216086318	0.1487305457731504	4	0	0.5026006762467716	1	1
CINP	0.034077109613002116	0.2759724897482857	5	0	0.5025074275929479	1	0.8333333333333334
IL4R	0.002271942428993323	6.745297029893518e-4	9	1	0.502135145830266	1	0.8333333333333334
ITGB1BP2	3.498338559042415e-5	0.021045904642635376	4	1	0.5012617672897589	1	1
NELFCD	0.0037069272347382267	1	10	0	0.500915192789081	1	1
LOC113247193	5.652402745302207e-4	0.04732281586333771	3	1	0.500392439457281	1	1
KCTD18	1.6687856872720735e-5	0.27834645082798065	6	0	0.5003235707880438	1	1
KCTD9	0.02418691947414186	0.2852734671754936	7	0	0.5000583737845397	1	1
PPARGC1A	0.01476476661063945	0.008703562992174894	3	1	0.49930490926250026	1	1
DDB1	0.007779441559807208	0.011601843613388554	5	1	0.49891401617708087	1	1
LOC113264927	1.1174591425063374e-10	1	16	0	0.49739531391410025	1	1
SEL1L3	0.04891626451517153	0.37435532404825705	4	0	-0.4973574909829931	1	0.6666666666666666
FAR1	3.3329143588805736e-15	1.9495184697130373e-7	7	4	0.49716837694605426	1	1
RYK	0.018756244689003613	0	2	2	-0.496290775095222	1	1
NCOA6	4.7199896287070366e-5	0.003989166903849439	6	2	-0.49606272866434764	1	1
CS	0.0010759757705146298	0.11225104024901614	8	0	0.49412818312243584	1	1
VPS37C	0.0442561267753223	0.09979529622600797	4	0	0.4935396913327576	1	1
E2F6	0.047037558496355235	0.038138017312143634	4	1	0.49304944296341524	1	1
HAUS8	0.012665669373877862	0.4879199016871889	4	0	0.4925360407393332	1	0.8333333333333334
TPRKB	0.005782444187795815	0.003209425610736461	4	2	0.4923700268260317	1	1
METTL1	0.030195377459501006	0.35740745968074306	8	0	0.4907147586441223	1	1
USP18	0.016159241569107682	1	5	0	0.49039468280087717	1	1
MRVI1	0.017399152066176427	0	2	2	0.49028010726172133	1	1
SPG7	2.8017631741162e-4	0.004037138761477419	5	1	0.4890999283019706	1	1
GRAMD2B	0.010281031101994215	0.22479048751547073	4	0	0.48902362526275256	1	1
LOC113254331	0.03573111682411093	0.19503450727323382	4	0	0.4889676029043547	1	0.8333333333333334
MAPK6	0.025914128338375787	0.0751686598360966	8	0	0.4889172684560541	1	1
STK38	0.04868846754276387	0.33216217470805715	9	0	0.4888382794362387	1	1
ANXA7	5.390493557176282e-7	8.097529053071008e-5	8	2	0.487173731279843	1	1
CD44	8.28189418832059e-7	0.07832489479352794	6	0	-0.4866703303948535	1	1
MRPL35	0.021933637915276666	0.5117642566726933	8	0	0.4857521703356823	1	1
DDX52	2.4275162689184473e-4	0.010311362891358025	9	1	0.4856809359705625	1	1
MRPS31	9.222082847120108e-4	0.0016699613815739417	6	1	0.48517273879172496	1	1
DNASE1L1	0.008758441232079271	0.04838772124461175	7	1	0.484594113935719	1	1
USP4	0.016424549429342388	0.22793086015680766	11	0	0.48365707237250033	1	1
ERMP1	0.008467433603484556	0	2	2	-0.4834950681025625	1	1
VPS29	0.0010430921395577649	5.5268192743258155e-5	4	2	0.48346503185606776	1	1
CUNHXorf40A	0.045502854138492727	0.12121545210107276	6	0	0.48316435949858105	1	1
ECPAS	0.001002482475841128	1.8225419292954074e-4	10	1	0.4822149295859106	1	1
TP53BP2	0.006071581908926218	0.06681219053988187	6	0	0.48190503672739654	1	1
FZR1	0.007650236587653974	0.025297288484207488	5	1	0.4816862621371147	1	1
LOC113270876	9.342975388099346e-4	0.005999096952666593	6	1	0.4812675024061719	1	0.8333333333333334
ACTR1B	0.006683296575462385	0.00776434289675141	7	1	0.48102996521115876	1	1
CXADR	0.03383243279050077	0.013215922341566586	3	2	0.4809603697391379	1	1
PAPLN	0.0012444702107008581	0.0036985441454493277	6	1	0.4804807506586467	1	0.8333333333333334
TNNI3K	1.767599179255196e-5	1.1154619724245406e-4	4	1	-0.48042459414864824	1	1
COL12A1	0.0068684431619614435	0.03482368769066957	8	1	0.480363020948549	1	1
DKC1	0.009185420209676573	0.01535682899718298	3	1	0.48007319727793674	1	1
LIN7C	0.013393065143535207	0.0032639272266232664	3	1	0.4793962722362709	1	1
LOC113261110_TMEM30A	0.004881447345370273	0.018236692223746933	3	1	0.4793649143342603	1	1
LOC113264918_LOC113264947	0.03376010437890011	0.06054179625594888	3	0	0.47910131907316744	1	1
HAX1	0.011793149083063306	0.006953233039214021	3	1	0.47875662810114034	1	1
TSPAN14	0.03187196026778893	0.5344463189216745	5	0	0.4787006045254313	1	1
TPM4	1.9175232110828915e-7	1.57006381344149e-6	5	2	0.4778741631603132	1	1
ESR1	0.032238031096999076	0.40503431407206475	6	0	0.4776432160784564	1	0.8333333333333334
MRPS18C	0.011681485915971797	0.0011525489500387692	4	2	0.47751753968890115	1	1
SCP2	1.7572721123192522e-6	1.501986027825023e-5	5	2	-0.47736942249689984	1	1
DHRS1	0.036541490385281976	0.07216127765345286	11	0	0.4771706639225697	1	1
ISPD	0.007523445874791037	0.057381231399738525	7	0	0.477073131004894	1	1
LOC113247335	0.04302472167498587	1	5	0	0.4770122035910265	1	0.6666666666666666
PLAT	9.062359587145345e-4	1.1722822344554699e-4	3	3	0.4768662830356825	1	1
EPHA4	1.2418692346656303e-8	3.6291147063348536e-8	4	3	-0.4758207700217938	1	1
HDAC8	0.036901000981425486	0.02731388641432267	6	1	0.4755629198563092	1	1
MPST	0.0245436396221218	0.020697838895319176	5	1	0.47513090312287526	1	1
MTSS1	5.176354959403818e-4	0.7658875766092532	12	0	0.47499144096578244	1	1
MAFK	7.208296399249119e-4	1.8668870449439512e-4	6	1	0.4748240840580854	1	1
SGMS1	0.005727453128761771	0.3124839705952606	8	0	0.47433291881039086	1	1
PLEKHJ1	0.01998678987865675	0.08686275329794832	3	0	0.47332122911449126	1	1
DNAJB5	0.0069233937476715956	0.16539681567298678	3	0	0.4732810626545512	1	1
HELQ	0.0036603937660823226	0.059336853974717003	8	0	0.47310459498521096	1	0.8333333333333334
CUL1	0.002770404111334825	0.12736584805295267	10	0	0.47264445469258565	1	1
ZNF507	0.029132429311731104	0.0033025902193500743	15	1	0.4720512724110276	1	0.8333333333333334
PRXL2A	0.027628348623298743	1	8	0	0.472048984181599	1	0.8333333333333334
UBXN2B	0.01932461786447449	0	2	2	0.471738768313997	1	1
NUP37	0.0311982551805571	0.08115921999215342	4	0	0.4716792632699192	1	1
MNAT1	3.789427938726928e-5	0.82208888593366225	4	0	0.47154292766726014	1	1
PCIF1	0.014736750211265888	0.2840516407852996	8	0	0.4713289560567132	1	1
N4BP1	0.00380717074900438	0.008363840951194025	4	2	0.4713041141059561	1	1
RBM23	0.008221169666933873	1	7	0	0.47068262085849594	1	0.8333333333333334
CD99L2	0.02202967208122501	0.07817346683540304	9	0	0.47039607458670757	1	1
NFAT5	1.9783874557254181e-4	0.16870311506438518	7	0	0.47021449267664645	1	1
SP3	2.4694925002484654e-6	0.22647203982754802	5	0	0.4700312098551142	1	1
SH3TC1	1.3540544404749775e-5	0.0882054174319476	7	0	0.4695661366824998	1	1
DNAJA4	8.22333489502538e-7	9.111641251413001e-8	4	2	0.4694182838046317	1	1
GNE	1.5334899563238e-4	0.04149751341985677	15	1	0.46935867451169727	1	0.8333333333333334
LOC113261567	0.02306857496461632	0.01264054176944755	3	2	0.4692467899142704	1	1
WWC3	3.9717362939698073e-4	1.8471193500310638e-4	4	1	0.4690622844465249	1	1
SUGP1	0.012893784189501064	0.05196047511100094	4	0	0.46838425523893656	1	1
TMEM134	0.039174917721580035	0.04899350038259879	3	1	0.4683110476534031	1	1
UBE2V2	7.614776868625224e-4	3.402107084616315e-4	4	2	0.46807151482271325	1	1
WDYHV1	0.03725901209883789	0.05778836221374872	3	0	0.46772836777461924	1	1
DYRK1A	3.5087740322896864e-4	1	12	0	0.46698228211428777	1	1
KIF1B	8.515039276321118e-6	2.9648242127587977e-5	4	2	-0.46675307435651836	1	1
WDR20	1.2605043962388954e-4	1	10	0	0.4662079425242214	1	0.8333333333333334
LOC113268718	8.12935391043554e-4	0.516699098400011	5	0	0.4661555639499324	1	1
KAZN	0.006301933260732559	0.003147011311643924	3	1	0.46544806972570474	1	1
ATG4B	3.1545407225036966e-5	0.0017634263140999863	6	1	0.46538678920699483	1	1
LOC113265650	0.005332810347096174	0.897344435331724	3	0	0.464767827133169	1	1
PAK4	7.147401318578066e-4	0.005747870903579186	4	1	0.46425769355532787	1	1
SGPL1	0.0014273515644796088	1	7	0	0.46315570366188785	1	1
LPIN3	0.006482622210304803	0.2424411047650438	5	0	0.46314579868091543	1	1
GK	0.013136954839169048	1	6	0	0.46314180552237516	1	0.8333333333333334
ESYT2	1.3938949836193955e-10	9.815947945617395e-8	10	2	0.46239687267671326	1	1
SLC4A3	0.027579663856275076	0	2	2	0.4623060912295876	1	1
PRMT9	1.8234799141475101e-6	3.2585739538719475e-5	6	2	-0.46186283413874524	1	1
PFKFB3	4.9158770867985944e-6	1	13	0	0.4617670125845852	1	0.8333333333333334
RPGR	0.048664475117115816	0.026616141818038154	4	1	0.4616361926033791	1	1
USP3	2.072699739344532e-5	1	12	0	0.46119385856079326	1	1
GLB1	0.0034827675761836003	1	10	0	0.461098603208265	1	0.8333333333333334
EMID1	4.891155663769373e-11	0.0013179164549778888	7	1	0.4601921291016299	1	1
MINOS1	0.007925461862384686	0.0013593228506307434	3	2	0.45933488549049567	1	1
MPEG1	0.0038688516720163497	0.004826102173025946	3	1	0.4592574462407594	1	1
PKN2	0.018056970003246266	0.020347469846786145	3	1	0.459146313403021	1	1
CKM	4.506978446883696e-10	1.3334454389257676e-10	4	2	0.45884523088012075	1	1
TCF25	0.03364656972441872	1	6	0	0.4586989777649664	1	1
AHCTF1	0.0035626121557862022	0.048000385166977765	10	1	0.45831770539654304	1	1
SPATA20	0.031723771641605746	1	7	0	0.45828097456138633	1	1
CUNH9orf3	2.801507501820624e-10	1.6669877450280546e-10	5	2	0.4581340091078603	1	1
ADAM10	0.009415560807820878	0.006031818719966511	6	1	0.45791483283954243	1	1
ALKBH1	0.00853545061225933	0.4954355419479781	5	0	-0.45781963077365206	1	1
ANKRD46	0.004958402781341588	0.02062055913243672	6	1	0.4576313781090498	1	1
SCFD1	1.791077509229789e-5	0.8485195074126359	11	0	0.4572954564022276	1	1
BPNT1	0.02731744105141807	0.09511052715429112	8	0	-0.457086538012461	1	1
GORASP2	0.036467418916716496	0.12047666803434186	8	0	0.45692394677649595	1	1
ERCC6	0.0017883980287379253	0.02700923014209699	7	1	-0.4563627944724628	1	0.8333333333333334
TNNC1	0.012564496355970976	0	2	2	-0.455930510720596	0.8333333333333334	0.8333333333333334
ELP2	0.015410660879269383	0.1832528773025082	6	0	0.45512751134172524	1	1
KLHDC10	0.0017359315945354704	0.004277651746858069	3	2	-0.45497879970800037	1	1
ARHGAP5	4.5157410424645084e-5	1.0291938437713483e-6	3	2	0.4547473961855988	1	1
NBEAL1_CARF	0.0059634618102009625	0.0014799551975707705	5	1	0.45442571784241426	1	1
LRRFIP2	1.2758443937415108e-8	1.4963831751301328e-4	14	2	0.4543902888009019	1	1
EYA3	0.028850200462366454	0.03426076269421937	5	1	0.45427641769866395	1	1
COQ3	4.240977868491596e-6	0.00035483706521884215	7	1	0.4541185775976344	1	1
CEP120	4.360974245992102e-4	0.04867032228974259	6	1	0.45360458658518454	1	1
TRAF3IP2	6.385365845292277e-4	0.001898733224864236	6	1	0.4535170971298346	1	1
FHL1	6.926507087320862e-16	7.063439413650194e-9	11	1	0.45315396990636886	1	1
VAMP7	0.027708831375995294	0.03954786433739905	4	1	0.45255358597246675	1	1
GABPB2	0.03908879577312382	0.062047881389341045	4	0	0.4524496758868761	1	0.8333333333333334
TOM1L2	1.2929316642561692e-7	2.579546093444106e-5	4	3	0.452397309784559	1	1
DNAJB6	4.3360627142659024e-5	5.974982356111262e-4	10	2	0.45233445847180387	1	1
RALA	0.025122510560438238	0.5862916024630307	4	0	0.4523141738488404	1	1
PDE7A	1.705999123243602e-4	1.4061170213995643e-4	7	1	0.45190159068551017	1	1
DCAF8	5.189741453465989e-7	3.7011941902050254e-5	9	2	0.4516532473687161	1	1
PUDP	0.0012442497327233343	0.24379893464750516	9	0	0.451589623335074	1	1
ZNF8	0.013393065143535207	0	2	2	0.45136343801081147	1	1
MICU2	0.03232757808359495	0.10152000328507874	10	0	0.4510228157440841	1	1
MYO1B	8.132076394571441e-5	1	7	0	0.4504469672643133	1	1
TAF1B	0.015322166115726604	0.5358745544995447	9	0	-0.45019148786376595	1	1
SRSF4	0.011235562048634238	0.06478274678956315	4	0	0.450120912437527	1	1
SLC38A6	0.01460000893634213	1	7	0	0.45003487458035857	1	0.6666666666666666
CUNH6orf106	0.04701136613449044	0.025055572248795278	4	1	-0.4498251347636769	1	1
LAMP1	0.0016170125861270951	2.3373303470901848e-4	5	1	0.44945455215763574	1	1
MSMO1	0.02211815949914379	0.3635150429872693	5	0	0.4489991824699513	1	1
ACAD11	2.251808613459992e-7	1.331013041938624e-6	5	2	-0.4489057750876994	1	1
ABHD6	0.006543781189885103	0.36658534491403044	4	0	0.44881347376594216	1	1
DNAJC14	0.006488220215009238	0.29994915072255063	4	0	0.44841497738649366	1	1
PITPNC1	4.991263575495721e-4	1	7	0	0.44828364753517214	1	1
COL4A3BP	0.042847492807976804	0	2	2	-0.4482776703128776	1	1
ACACB	0.0484788928749441	0.2200292941435001	10	0	0.44822052270141405	1	1
MED6	7.822696466389399e-4	0.005062787443252384	8	1	0.4481818058348491	1	1
POLD2	0.011621425156672744	0.018380033661534095	4	1	-0.4481482532332064	1	1
TEAD2	0.02377805620479335	1	5	0	0.4479780772289345	1	1
MAP4K3	0.004474490525454379	0.8985210892483639	4	0	-0.44761791494294134	1	1
SETD4	1.2642549804032266e-4	0.1363795425655725	11	0	0.4474332482068211	1	0.8333333333333334
PTK2	8.049652828580686e-10	8.043275844580409e-5	10	2	-0.44713989586747643	1	1
EIF5	2.8491710459899842e-8	2.4252845077932593e-5	8	2	0.44697202477362685	1	1
BCL6	0.04016831904229797	0.1425641857183276	4	0	0.44649391951277134	1	1
PPP2R5B	0.010158646449216123	1	7	0	0.4453913769447054	1	1
TRAPPC6B	0.025914128338375787	0.06094928571557339	6	0	-0.4451766146675543	1	1
