gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Small Intestine)	pct_gene_expr	max_pct_tx_expr
MIS12	0.032125888717916704	0.7387104587088283	8	0	0.3092160306626013	1	1
RASGRP3	4.735603391872241e-7	1	7	0	0.3091647805776303	1	1
HNRNPH3	0.022403875193625473	0.9018905631469071	12	0	0.30740370102423076	1	1
PLIN2	0.0018457042307696942	0.9004919428132362	9	0	-0.3071345779651854	1	1
PHKG2	0.02489070781171898	1	11	0	0.30618365779211143	1	1
MYL6	0.007276258631060446	0	2	2	-0.3061449077757934	1	1
CNOT10	0.03454511679672773	1	10	0	0.30585328150999946	1	1
DYRK1A	5.13877985599975e-4	0.08284920052949997	10	0	0.30558707368644017	1	1
ASH1L	0.005548988033835266	0.020778174029170624	6	2	0.3049671579698719	1	1
LOC113248381	0.011210274356909578	0.5942160252210389	9	0	-0.30442581076437203	1	1
CASK	0.029668321945744043	0.23983948862065205	6	0	-0.30409227392907295	1	1
MAST2	0.012320094834168367	1	7	0	-0.30347747015389226	1	1
RCBTB2	0.013386041217827544	1	10	0	0.3032790219136992	1	1
ZDHHC1	0.03024782725315511	1	10	0	-0.30309901727767286	1	1
DDR1	0.029452478639686492	0.17239559021633166	6	0	0.3028946452018789	1	1
SREBF1	0.04410592038043022	0.05611994629672944	5	0	0.3028812282698856	1	1
NAGK	0.043646905289432256	1	5	0	-0.30205748616265704	1	1
RERE	0.03651779160934765	0.541109939597343	8	0	0.30172916669009003	1	1
RPS6KC1	0.04919420280222289	0.08589732641562442	13	0	0.3010257469197832	1	1
IRAK4	0.019496770432535872	1	14	0	-0.3009431377610733	1	1
IST1	0.02043325634406441	0.3330195803570905	9	0	0.3007604249482019	1	1
MED15	0.019496770432535872	0.19330651260530943	8	0	0.30063613916984977	1	1
PPP3CB	0.036795228697204314	0.8161203791665338	8	0	-0.3005613706832388	1	1
CCDC84	0.001276466013471482	0.04664407791167486	5	1	0.29775366502561745	1	1
FAM200B	0.028220282533533626	1	7	0	0.2975264207505628	1	1
SMIM19	0.017356750363406555	1	10	0	0.29735641519552547	1	1
ADA	3.943378055268983e-5	1	12	0	0.2973147980550405	1	1
RPH3AL	0.03605881282449345	1	8	0	-0.2966548476537982	1	0.75
TIAL1	0.012320094834168367	1	10	0	0.2964262190442096	1	1
SORBS1	2.1381727010266527e-5	0.007370935343318721	13	1	0.29636362350068135	1	1
ELOVL6	0.00962227046653371	0.11125730064883388	5	0	0.29480441275950653	1	1
NBN	0.0010386406347284872	0.17290681638249458	16	0	0.29476719477686614	1	1
FAM120B	5.156761951025341e-6	0.04640623704914307	10	1	0.29433339694617006	1	1
SMIM14	0.0032408670000890574	0.014730087143219222	9	1	0.29408177203648944	1	1
ZRSR2	0.013459290991820713	0.03632262353118148	11	1	-0.2940678643640597	1	1
IFNAR1	0.0016014128845133636	0.17238712651711893	8	0	0.2933691036293402	1	1
FSD1L	0.0024399152127931247	0.06718540877322128	5	0	0.29276663817491083	1	1
MASP1	0.044603540606973253	0.062114295193559196	12	0	0.2918899922341446	1	1
LOC113263597	0.03188959346953243	1	4	0	0.29117168767421303	1	1
DECR2	0.038339851221568425	0.0892386647614373	7	0	0.29051847268273184	1	1
LOC113249008	0.019496770432535872	1	5	0	0.29035284107891124	1	1
SRI	0.04606276538472366	0.016734872794193324	4	1	0.2896375507806729	1	1
MTUS1	0.02996227816763117	1	11	0	-0.28822397220244395	1	1
ABI1	0.003155387531649387	1	9	0	0.28821918295325877	1	1
VIRMA	0.012102084641915372	1	10	0	-0.2882188329058277	1	1
TPD52	0.0344765328475691	1	4	0	0.2871290052284687	1	1
USP3	0.01300941204409821	0.19867020600096466	11	0	0.2867595656808995	1	1
ATG9A	0.009473952776200974	1	16	0	-0.286736459587586	1	1
STAMBPL1	0.007148761400614481	1	5	0	0.28622315905975027	1	1
SLC41A3	0.0219850214528822	1	7	0	0.28527512266858246	1	1
SNX19	0.03731841529449361	0.2807865050552533	6	0	0.2849626122623139	1	1
SON	1.773104500672735e-4	0.00265519970595102	9	1	0.28398246421551676	1	1
GATD1	1.0687122788038755e-4	0.8049272376018577	14	0	-0.2837278022317422	1	1
PLSCR4	0.013527712757898486	1	10	0	-0.2813840679197931	1	1
FRY	0.023124826188734453	0.5222317512275086	6	0	0.28096677999282316	1	1
GRAMD2B	9.607660640230301e-4	1	4	0	0.27775443960860186	1	1
ACIN1	0.00934113822038618	0.17181911980627945	15	0	-0.2776711834859477	1	1
GPR180	0.018377581791229735	0.3387960496784928	8	0	0.27765101488435473	1	1
SLC17A9	0.024949620366884424	1	11	0	-0.2768832277444083	1	1
FAM13B	0.022403875193625473	0.9143414354182511	8	0	0.2767181327598992	1	1
USP15	6.722499126665049e-4	0.6580971159426604	13	0	0.2764661499479805	1	1
SMAD3	0.0021169632880297757	1	7	0	0.275069900446501	1	1
EGFR	0.03224346830043639	1	7	0	0.27333145976338225	1	1
FGFR1	0.0014714568776329818	0.2890385127963939	8	0	0.27306112903934165	1	1
LOC113249104	1.785356269448416e-4	3.956716856776086e-4	8	1	0.2727357045433593	1	1
AKAP1	0.04109396545738175	1	4	0	-0.27172638735699217	1	1
RNF152	0.001403493721094183	0.07147762956768708	6	0	0.2715930746274074	1	1
SYNE1	0.019623253232842558	0.012606834231179266	9	1	-0.2688774919213669	1	1
WDR59	0.019496770432535872	1	14	0	0.26828346671364545	1	0.75
WDTC1	0.041861814672266386	0.0282246640952301	5	1	0.2676758382848483	1	1
SEC63	5.391168897285467e-5	0.5258268021074807	8	0	0.2673392743204358	1	1
HNRNPA2B1	0.02262915225267614	1	10	0	0.2672758463323147	1	1
EFCAB14	0.02169019071098934	1	10	0	0.26675797503741705	1	1
FUBP1	0.049959957031300406	1	13	0	0.26620258698472665	1	1
TRMU	0.0260828077870926	1	12	0	0.2659375464442039	1	1
CNTRL	0.024736038354854828	1	9	0	-0.26579021432667027	1	1
ZNF507	0.04109396545738175	0.5786364127385335	12	0	0.26521294502475984	1	1
DHX15	0.01300941204409821	0.9097243683643348	8	0	0.2651545209469128	1	1
ESYT2	8.966544114841882e-4	5.267812309634642e-5	8	1	0.2646461536739942	1	1
DYNLL2	0.007486850168898625	0.013521444846345057	3	1	0.26446848933251166	1	1
CAT	9.607660640230301e-4	0.14395319124663794	10	0	-0.2636536892194329	1	1
DOCK9	0.010881551149520278	0.6201449090632375	11	0	0.2635218586851741	1	1
SMTN	0.0027998160216098343	0.4359248215934289	10	0	0.2621157843961007	1	1
MECR	0.023528260435469742	1	5	0	0.26192596509640287	1	1
EPB41	1.4652258966460472e-6	0.19399061154538727	10	0	0.2617493239189692	1	1
SPTAN1	0.01584047543615365	1	10	0	0.2592002027768319	1	1
FBXO34	0.0042189496261549626	1	7	0	0.2576570256641134	1	1
WDPCP	7.236782806985924e-5	1	10	0	0.2570072749699934	1	1
RBBP5	0.022001307549244425	1	12	0	-0.25596491317830616	1	1
RAB3GAP1	0.00715278350732422	1	9	0	0.2559225294342886	1	1
TBC1D1	0.0034935437174649707	1	12	0	0.255828582754418	1	1
TNS1	3.4579723429027177e-9	0.7136256637750736	9	0	0.25551720373993003	1	1
SEMA3B	0.032781918927774094	0.33885589499316077	6	0	-0.25543895558039476	1	1
LOC113250365	0.009687840215578641	1	11	0	0.25512352113691356	1	1
AP3B1	0.04847945834861385	1	12	0	-0.25474848880611445	1	1
DNMT1	0.019496770432535872	0.8360067645133796	3	0	-0.25471487564960865	1	1
LOC113251245	0.02031835548876347	1	12	0	0.2538817552166854	1	1
FGD4	0.003946508011068597	0.054281984031295	6	0	-0.25276903819425206	1	1
RBM12B	0.008310364200826982	1	12	0	-0.25201286577326115	1	1
MINDY3	0.034172500283355035	1	14	0	0.25141694090476	1	1
PPP4R3A	0.0344765328475691	1	7	0	0.2513891658647238	1	1
EPB41L3	0.005765252573510647	0.12769945608471428	8	0	-0.2512080604132218	1	1
ATG13	0.025347052608149276	1	13	0	-0.2511554810669534	1	1
CHTOP	0.005548988033835266	1	9	0	0.25072849753959275	1	1
IFT52	0.024664549314989164	1	7	0	0.24793216565050075	1	1
CLK4	0.0350475366653631	1	15	0	-0.24778228651648945	1	1
RINT1	0.0029731799806308307	1	11	0	-0.24768923582544494	1	1
SLC44A1	3.164102240006946e-4	3.2840818333968e-6	4	1	0.2476031906923969	1	1
MBD1	0.022403875193625473	1	21	0	-0.24729783645078562	1	1
KLHL22	0.02061119604455133	1	8	0	0.24681452804963053	1	1
CLIP1	0.04610388795868993	0.08717025365986553	10	0	0.2462258081085136	1	1
ARHGEF7	0.015724897217867805	0.4026646716681954	14	0	0.24398381195078192	1	1
SNX5	0.012320094834168367	0.041232956370170076	8	1	-0.24368401917208934	1	1
DDX39B	0.012550337370033719	0.21311931387978453	6	0	-0.24312158354650992	1	1
EPS8	0.012320094834168367	0.5570369165508329	9	0	0.24167983033154397	1	1
AMPD2	9.607660640230301e-4	1	14	0	-0.24147563750734857	1	1
DENND4C	0.0021446699205968003	0.36937560004656594	5	0	0.2413839316780143	1	1
PAM	0.008183387152391414	0.8702285785557378	13	0	-0.24087906193018316	1	1
CACNA2D1	0.022403875193625473	1	6	0	0.24027755334075518	1	1
SESTD1	0.014480986070233253	1	15	0	0.23994262544084374	1	1
MAP4	0.0025563659157102716	1	15	0	-0.23675450473592752	1	1
SIPA1L1	0.0358095101565475	1	5	0	0.23669433639080123	1	1
RBM26	8.807602025498347e-4	1	6	0	-0.23637512290967716	1	1
LOC113250851	0.0021446699205968003	1	14	0	0.23609983266253765	1	1
SORBS3	0.019784047078516883	0.22540040596244837	13	0	-0.23605608327558725	1	1
ADIPOR2	0.010504151892597501	1	14	0	0.23604111634406008	1	1
CANX	2.2925069109461106e-8	3.6614850321127967e-7	4	1	0.23576420227056305	1	1
SETX	0.012527535022938869	0.019618498595831018	7	1	-0.23572444872213022	1	1
ST3GAL1	0.01316826447724982	0.20079644069814045	5	0	0.2355567623883255	1	1
RBM6	0.03466050661794401	0.19130701396866454	12	0	0.2354790839758364	1	1
MRPL15	0.03597139203584733	1	9	0	-0.2352336233010441	1	1
ATF7IP	0.008241507721824762	1	12	0	0.2349592396104931	1	1
TRIP10	0.03024782725315511	0.7913792404601155	8	0	-0.2348015244978483	1	1
LOC113254434	0.039493419498971144	1	16	0	-0.2345533192113945	1	1
NUP98	0.02480604200665373	0.3850915522081802	11	0	0.233827417638649	1	1
ABI3BP	0.031035958120723843	1	12	0	0.23368225064901652	1	1
XRN1	0.016234603768504594	1	7	0	0.23364660272469306	1	1
CRLF3	0.01908755746340425	1	5	0	0.23303394757508689	1	1
MAP7D3	0.0136822609160377	1	12	0	-0.23251860573597963	1	1
ANKRD11	0.038339851221568425	1	3	0	-0.23242426481667067	1	1
RGS3	0.007291693094994003	1	8	0	0.23222090667255113	1	1
MFGE8	0.022702093770034546	1	8	0	0.23106647983503031	1	1
PLXNB2	0.0021446699205968003	1	11	0	-0.2296946222601994	1	1
HECTD3	0.027086268888491898	1	4	0	-0.22945253408898086	1	1
FN1	0.005765252573510647	1	14	0	-0.22916813507039122	1	1
MEF2A	0.038114075763487444	1	10	0	0.2287423731168762	1	1
BPTF	0.006253870538754106	0.04354229090800702	6	1	0.2279236262390514	1	1
TANK	0.008183387152391414	1	11	0	-0.22781893200856657	1	1
IPO7	2.3569522118340998e-4	0.027180734138791043	7	1	-0.22738224568902543	1	1
ADD3	0.017083407467757786	0.133435104421065	5	0	-0.2272385641684036	1	1
ARGLU1	0.0036193280706918593	0.5104985826121682	7	0	-0.22667767874692024	1	1
AKAP2	0.02690135858328844	1	9	0	-0.22650428239950557	1	1
PIP5K1A	0.04338226274585189	1	13	0	0.2261474800311597	1	1
LOC113247645	1.4652258966460472e-6	1	7	0	-0.22598743236522212	1	1
PTCH1	0.027037877848718517	1	5	0	-0.22587269164395532	1	1
AKAP13	0.012320094834168367	0.11274222842798326	11	0	-0.22395081528114935	1	1
UVSSA	0.01316826447724982	1	8	0	0.22392746140599426	1	1
ADGRL2	0.0344765328475691	1	9	0	0.22379646886759827	1	1
SRP9	0.012320094834168367	1	7	0	-0.22319128594040694	1	1
PPFIBP2	0.03839571807334249	1	15	0	0.22291535566981285	1	1
MBNL2	0.019496770432535872	1	12	0	0.22281782318143817	1	1
CTNND1	2.7423014757914615e-15	0.20531983636460419	13	0	0.22250568149490518	1	1
CEPT1	0.022805466541803272	1	12	0	-0.22197265316085854	1	1
NFX1	0.0011048364034064548	0.594896347650623	12	0	-0.22031668837306786	1	1
EIF5	0.0036610832108078637	1	9	0	-0.219914250444445	1	1
TSPAN12	0.007022236603515356	0.596013934125653	15	0	0.2187985527901859	1	1
TARS	0.00950531613215118	1	8	0	0.21822149040190106	1	1
ACAD11	5.463365214115793e-4	0.04863012628051754	7	1	-0.2181388630486254	1	1
NSD3	0.03024782725315511	0.013817976249412011	4	1	-0.21624242220819684	1	1
AFDN	5.288819349922535e-15	0.003556658368874021	13	1	0.21577908544070698	1	1
GAPVD1	0.030486431997339355	1	6	0	0.21569795393009283	1	1
FBXO38	0.03582850650188055	1	9	0	-0.21534708236957226	1	1
DCAF11	0.031145718453101635	1	14	0	-0.21497324825902298	1	1
DDX52	0.023528260435469742	1	7	0	-0.21346504807859576	1	1
WIPI1	0.043906730336545095	1	7	0	-0.21332317061408496	1	1
GTF2H1	5.463365214115793e-4	1	13	0	0.21330678966414265	1	1
LOC113267890	0.011869134156594996	0.42468684638784227	14	0	-0.21187179944683265	1	1
N4BP2L2	0.022403875193625473	0.5969794926418782	8	0	-0.21118348037066328	1	1
SUPT20H	0.02313379722281328	1	18	0	-0.20990630833659057	1	1
GPAM	0.0013673964159846242	1	16	0	0.20899030428972457	1	1
PDXK	0.04229033281625752	0.5372529759916443	3	0	0.20849059518364133	1	1
GYG1	0.0024399152127931247	0.3085676743548081	7	0	-0.20601946107611893	1	1
UAP1	0.015245581106040329	0.6165277313892679	13	0	0.20434733938698688	1	1
PCNP	0.02514843512242485	1	9	0	-0.20321927750531754	1	1
TRA2A	9.607660640230301e-4	1	11	0	-0.20187991802626648	1	1
ZNF606	0.006315754560977313	1	7	0	0.20074841454142378	1	1
MAP1LC3B	0.0026834061785370672	0.001432106849881998	4	1	-0.2002751908518838	1	1
RNF20	0.004364810175666973	1	7	0	0.1996116253956837	1	1
ABCB7	0.020191560356452056	1	7	0	0.19834399290607163	1	1
HNRNPDL	0.0014817377055767464	0.03737746837175024	6	1	0.1953587064762297	1	1
TXNIP	1.0686018148322956e-4	2.508678251617983e-7	8	1	0.1909473485303096	1	1
ANXA11	0.005337497693412853	1	11	0	0.189837869810783	1	1
STX17	0.03802055674552018	1	10	0	-0.1891459274801338	1	1
LOC113266825	0.034554334115970205	1	14	0	0.18860161747963317	1	1
PDHX	0.01528841406782355	0.24069907917549538	11	0	0.1878387848445306	1	1
GYPC	0.037568637812016206	0.5176531218519577	5	0	-0.1867461960087029	1	1
ANKRD13C	0.01670570875733346	1	5	0	-0.1860295518453859	1	1
SNX14	2.5376089587385306e-5	0.5041109355698562	16	0	0.1859624946364483	1	1
PPP6R3	0.0024399152127931247	0.2020488206646229	17	0	0.18594668153922636	1	1
LOC113258542	0.0026503111502686424	1	16	0	0.17894832030347815	1	1
ATL3	0.04398436837023711	1	7	0	-0.17883462683772172	1	1
TPT1	7.315059516314038e-4	0.02786877615683005	4	1	-0.17841069888835875	1	1
SVIL	0.019496770432535872	1	9	0	0.17755688379715762	1	1
RBM22	0.025597047598290446	1	7	0	-0.17700040267340966	1	1
HNRNPA3	0.033357488910120726	0.10578707887215538	10	0	0.17628383948017834	1	1
KLHDC3	0.03002808464103251	1	11	0	0.17442833765184262	1	1
PEAK1	0.019964540008021003	1	12	0	-0.1711722508581598	1	1
RPS6KA3	8.950250582590163e-4	1	9	0	-0.17087457928480515	1	1
RB1CC1	0.003803468846825162	1	7	0	0.16932338880333359	1	1
LDLRAP1	0.019496770432535872	1	10	0	0.167618596884159	1	1
KANSL3	0.0037902483462209195	1	12	0	-0.16753365682055177	1	1
GHR	0.004861810349088845	0.18324827704119304	11	0	0.16551791901566226	1	1
UBR5	0.019249999083132626	1	4	0	-0.16284459156121622	1	1
POMT1	0.038141332531696145	1	13	0	-0.16005034573795174	1	1
ZNF462	0.01300941204409821	0.2641586454202518	8	0	0.15957458704415198	1	1
IPO5	0.040346221994738043	1	8	0	0.15423372488356352	1	1
TRAK1	0.00706812297062815	1	10	0	0.15363398039607676	1	1
ACSL1	0.011858863952711293	1	20	0	0.1525904534168282	1	1
OAZ2	0.020725315806472133	1	6	0	0.1525844582862106	1	1
LOC113249365	0.018958313329537523	1	11	0	0.15223729308530448	1	1
LOC113265233	0.02374401392453116	1	15	0	0.15220659258732347	1	1
HNRNPC	0.023264957646204638	1	14	0	0.15139577138410099	1	1
RABGAP1L	0.0029731799806308307	1	6	0	0.14983520863881694	1	1
WDFY3	0.023351120322473884	8.386179457781189e-4	5	1	0.1488130931534256	1	1
CNOT2	0.048391245118258874	1	15	0	-0.1485087781907463	1	1
OXR1	0.011858863952711293	1	9	0	-0.1483602972875855	1	1
PLD1	0.03599125298010005	1	3	0	0.14761040423739638	1	1
SUCLG1	0.021036862467441957	1	5	0	-0.14745080457460896	1	1
VEZT	0.024949620366884424	1	12	0	0.1474145594169958	1	1
MTFR1L	0.012320094834168367	1	9	0	-0.14570537717207332	1	1
THRAP3	0.020675521223884913	1	8	0	-0.14374442773528295	1	1
BRD2	0.03914578626504743	1	8	0	0.14131634606937984	1	1
CAST	0.012320094834168367	1	9	0	0.1381702811460504	1	1
UACA	0.007754923731137692	1	13	0	0.13675908992969313	1	1
DYNC1I2	0.0015999147768730067	1	8	0	-0.13635690480460766	1	1
ARHGEF12	3.365897765243543e-4	1	4	0	0.13438232802430727	1	1
LOC113245319	0.032789741649245856	1	4	0	0.13370459301291462	1	1
ARFRP1	0.03879591031946612	1	8	0	0.1320359636502815	1	1
RCN1	0.024736038354854828	1	4	0	0.11931877714648102	1	1
CCDC90B	0.016660075759696996	1	8	0	-0.1179652393240318	1	1
CPD	0.04191010822000741	1	3	0	-0.11244644613690191	1	1
GRINA	0.0473602925372816	1	6	0	-0.10907859129780205	1	1
ATP2B4	0.026131136280167493	1	10	0	-0.10669215343156949	1	1
PNP	0.010067508609711385	1	4	0	0.09897866754634876	1	1
CFLAR	0.040298104841829226	1	12	0	0.08961114985611765	1	1
LOC113253526	0.04847086080748871	1	7	0	0.08275983349633509	1	1
RPL13A	0.025597047598290446	1	3	0	-0.08123775118651969	1	1
