gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Ventricle)	pct_gene_expr	max_pct_tx_expr
MAP4	1.5668167563804442e-5	0.44961133625589406	11	0	0.34958349471895295	1	1
ZNF207	0.034189829583968906	0.3964315719603956	7	0	-0.3486245055278494	1	1
XPO4	5.013552536539008e-6	4.426840738088616e-5	6	2	-0.3479943617539684	1	1
APC	0.029646308477631302	1	8	0	0.3477876210861518	1	1
GRAMD2B	0.03802137824348613	1	4	0	0.34729215743602654	1	1
XPA	0.004351024454814767	1	3	0	-0.3456811264091595	1	1
ZHX1	0.01740843798906821	0.41530549723583454	5	0	-0.34438585457629767	1	1
KLHL32	0.013499797709838343	0.6174143611774202	8	0	0.3434939764652941	1	1
TACC1	0.0013478836753000464	0.045497523316984124	12	1	0.34320209267143803	1	1
WNK1	3.996752665348124e-6	0.0032712403612493368	10	1	0.3418196615659072	1	1
AGL	2.1061133617575585e-7	2.674521016471208e-8	8	1	-0.3409021661687934	1	1
SMUG1	0.012771235970152027	1	10	0	-0.3408273071805385	1	1
ADIPOR1	0.04531783076532224	0.04323032103394484	4	1	-0.3407556829313073	1	1
RUFY3	0.03024625785712714	1	8	0	-0.33978753547329027	1	1
SPTAN1	5.352338735716942e-9	1.474693030350317e-4	10	2	0.33973659684070534	1	1
PAM16	0.014565403882382547	0.02930725624336636	5	1	0.3394434647534327	1	1
MECOM	0.0228499570123671	1	9	0	0.3388692457016432	1	0.8333333333333334
CDC23	0.01131279287466746	1	6	0	-0.3385019015583306	1	0.8333333333333334
RABGAP1L	0.010953787068590015	0.1243413566786225	4	0	-0.33719126564184876	1	1
CRAT	2.683605079862234e-6	8.331993484498335e-8	3	2	-0.33580825239041245	1	1
MAOB	0.018911650274464543	0	2	2	-0.33506701785273907	1	1
LRRC61	0.0029822180947029642	1	8	0	-0.3328562466303234	1	1
IL11RA	0.02482490217883715	1	8	0	0.32925874066647076	1	1
CNTRL	0.0010039471593992152	0.42806174228797045	7	0	-0.32796316952092364	1	1
LOC113246291	8.56585427625793e-4	1	10	0	-0.32774010426995087	1	1
KEAP1	0.0029822180947029642	0.20362472888642047	7	0	-0.3269179536583725	1	1
MTSS1	0.007372497560615289	0.05970499182746987	9	0	0.3264187470045381	1	0.8333333333333334
MAP4K3	0.01555161670694343	1	4	0	-0.32584091908354273	1	1
GPD1	0.00588576566831604	1	8	0	0.3247288935327556	1	1
ZSCAN23	0.020979256669704734	0.041400739895010724	11	1	0.32443829113831757	1	1
CXCL12	9.773385099143676e-4	1.134236369682132e-4	3	2	0.3205407517851324	1	1
MYO9A	0.004391383041738326	1	7	0	-0.3204994724716347	1	1
METTL21A	0.00668934433372958	1	12	0	-0.3197821482078052	1	1
LOC113252977_RMDN1	8.909864155002401e-5	4.705648077826766e-4	6	1	-0.3159771178570159	1	1
PKP2	0.0012374154608789845	5.731476878068029e-4	3	1	-0.3156700341945561	1	1
MARK3	2.2006228971780176e-4	0.27829212556106164	7	0	-0.3152937770866322	1	1
HECTD1	0.001224982590294581	0.028304839159050566	10	2	0.3151744583382843	1	1
SGK1	0.04851081787485666	1	10	0	-0.3141108627150685	1	1
IRF2	0.0266159758079263	0.007010111335383254	6	1	0.312018067712839	1	1
VCL	0.040047386822829885	0.008779276566772541	3	2	-0.3107652940228629	1	1
HIPK3	8.699971145275442e-4	4.5891053295062684e-5	7	1	-0.3106130460287568	1	1
YBX1	9.105595602138777e-12	0	2	2	0.308713709006887	1	1
SH3GLB1	3.4204406921174984e-4	8.30832608341685e-4	6	1	-0.3057523839521946	1	1
KIDINS220	7.40322851506261e-5	0.10490715263638663	9	0	0.3057291959806259	1	1
CSNK1A1	4.084601417222757e-9	1.0550042641951243e-6	7	2	0.30430943125313503	1	1
NRDC	0.04609787542715565	1	11	0	0.30283156813587764	1	1
CRLS1	0.029775760137694163	0.009709028789917898	3	1	0.30199407907044995	1	1
TSR1	3.241348898469221e-4	3.4615041013558363e-4	7	1	0.30123739367920405	1	1
TAX1BP1	0.008194889288046122	0.699793673887439	8	0	-0.3006128056059621	1	1
IDH3B	9.17352209655287e-5	0.01855028777584877	6	1	-0.2993190608149397	1	1
KLHDC3	0.042381248062143356	0.49632002703808287	9	0	-0.2985873304839691	1	1
SCARB1	0.011535702912346155	0.5981765704549284	9	0	0.2983984698303758	1	1
AFDN	1.974175655173387e-9	0.14869627077502207	12	0	-0.29803798076711524	1	1
PDCD6IP	4.869462666076902e-4	0.03134953549011577	8	1	-0.2961283175027103	1	1
ZNF106	0.03802137824348613	0.032539015969741375	6	1	0.29569019055514706	1	1
PHKA2	0.0018611627725461683	1	9	0	-0.2956091614567019	1	1
SLC25A30	3.00382488916139e-7	7.696587966760257e-4	11	1	0.293899683937986	1	1
TIA1	0.048095348092984366	1	13	0	-0.29380894984936673	1	0.8333333333333334
CYTB	1.2044287386117088e-16	1	3	0	0.2938001533756895	1	1
UROS	0.006629875123865256	0.5895260835334801	12	0	-0.29332556892379885	1	1
MTUS1	4.959838722188877e-6	0.008922197318569613	10	2	-0.293267343323259	1	1
FBXO9	0.04851081787485666	1	9	0	-0.29200863880509237	1	1
RWDD4	0.03764328662606009	1	4	0	0.29196110116218865	1	1
DST	4.287546615666013e-18	0.04400567927018813	18	1	0.29166185232274755	1	1
CES3	0.0036899309933721767	1	9	0	-0.29025768017045434	1	0.5
ZNF606	0.03187719607051087	1	7	0	-0.2898523129174245	1	1
CSAD	0.038036677055897986	1	10	0	0.28802873402268714	1	0.6666666666666666
ABHD18	0.028251278777020414	1	6	0	-0.28788115967084266	1	1
RENBP	0.01810268178130203	0.07509518626454034	4	0	-0.2849390089073146	1	1
ACADVL	0.026410942846429704	0.003300721825422552	4	1	0.2836547228611813	1	1
NFIA	0.047585201119100785	1	5	0	-0.28200589448031804	1	1
PRPF39	0.024800993587419426	1	10	0	-0.2770268304888378	1	0.8333333333333334
LOC113249364	1.4005466060455161e-5	0.022461829138038594	8	1	0.27639765397525695	1	1
TSPAN12	1.1241366576900363e-5	0.24784904082869522	15	0	-0.2763765004919329	1	1
DNM2	0.0012452272576725985	0.4710448348274789	8	0	0.27624086855535945	1	1
ANKRD17	0.039384939220379556	0.00500926861081111	7	1	-0.2750342204626646	1	1
CANX	2.622538985550043e-6	1.017590519482515e-4	6	1	0.274775963630012	1	1
RNF123	0.005562939015503026	1	22	0	0.27363151148994735	1	0.8333333333333334
ACBD5	0.003243719440974394	1	10	0	0.27328771662667456	1	1
FXR1	2.938704565140647e-14	4.7140221609113626e-6	8	2	-0.27242112370196336	1	1
REEP5	1.283973192182991e-7	5.40951665750924e-4	3	1	0.26953205468538377	1	1
BPTF	0.04240861051056694	1	10	0	0.26868719335382335	1	1
RALGAPA1	7.988903947697462e-7	0.24707503040208417	7	0	-0.2683169288820397	1	1
TCAIM	0.0127406776358643	1	15	0	-0.2670742109789176	1	1
CRYAB	4.614635679160925e-4	0	2	2	-0.26643972285122164	1	1
CD36	7.18250681195795e-22	7.321274720808197e-10	9	2	-0.26570720512144774	1	1
DNPEP	0.002043119599006039	1	8	0	-0.2652530328541926	1	1
SORBS2	8.074154216385352e-19	4.728470500194761e-4	13	3	0.264073997185511	1	1
OSBPL1A	0.0024094076401793094	0.22771425055119085	5	0	0.2635787413340672	1	1
CEP63	0.047088581683883926	1	10	0	0.2630897671682923	1	0.8333333333333334
AHR	0.0455238590804239	1	5	0	-0.26236288758135684	1	1
TTN	1.600042111573443e-18	0.006496220435740698	20	2	0.26161946792258173	1	0.8333333333333334
GHITM	0.019631065579124925	0.37790411403012175	3	0	0.26157013158608644	1	1
CUNH11orf54	5.275522651559731e-4	1	13	0	0.2609006082099686	1	0.6666666666666666
CALD1	0.010300337872463395	1	13	0	-0.2563457302116707	1	1
CUNH1orf198	0.048095348092984366	1	3	0	-0.2563038813383792	1	1
LOC113244843	1.7432816015949368e-6	0	2	2	0.25613462752607463	1	1
L3MBTL3	0.045312467287705147	1	6	0	0.2560945732931409	1	1
COPS4	0.016140925759604196	0.013594644915556736	5	1	-0.2551338284067509	1	1
LARP4B	0.043897962190400264	0	2	2	0.2549863528368065	1	1
MEF2A	2.250038758787686e-8	0.13260019965469674	15	0	0.25402997280597955	1	1
ARF1	0.006462668969014823	0	2	2	0.2538916548744936	1	1
GSN	7.018889116410844e-5	0.09213051981536134	6	0	-0.25371220103800246	1	1
PCBP2	4.759595858944731e-5	0.19074201091357604	13	0	0.25319462444063767	1	1
ND1	1.792553210805093e-4	0	2	2	0.2528996377331646	1	1
PCDH7	0.0036986517588993542	5.627231181551663e-4	3	1	-0.25289755282206816	1	1
PUM1	0.03439454864253191	0.9308081149417545	9	0	-0.25153648411031526	1	1
IFI44L	0.009546477062697872	1	11	0	0.2510612341589652	1	1
UBR3	5.479002796104928e-4	2.8919572259475614e-5	3	1	-0.2483384439496119	1	1
UBA1	0.0034729263674461433	0.01376622160603422	6	1	-0.24821541409292136	1	1
WDR33	0.026639194978260596	0.10459143444037962	10	0	-0.24808720331694478	1	1
ITSN1	0.026410942846429704	1	13	0	-0.24636485233172792	1	1
PSMC2	0.03622456908460687	0	2	2	0.24408845719943595	1	1
MFF	0.0016046422093000177	0.01718118468738795	16	1	-0.24346492291627933	1	1
SP3	0.03886623872276385	1	6	0	-0.24343496022363942	1	1
RBMS2	0.001275399652410508	1	10	0	0.24334976185635598	1	1
AKAP9	0.00878646864411013	0.8607390817717514	13	0	0.2431701991508176	1	1
FKBP3	0.003533108183658273	0.002061951067178876	3	1	-0.2428173353155254	1	1
SNX14	0.002236553574126144	1	20	0	0.24202331908960556	1	1
TENT2	0.033432703780900914	1	11	0	-0.23987374964006603	1	1
SPTBN1	3.370126324058983e-9	6.869674321265075e-6	5	1	0.23809136870020908	1	1
CYLD	0.01198197588067617	0.6674323665365787	11	0	0.23791485539358875	1	1
OXR1	0.013796184287141208	1	8	0	0.23755551451110815	1	1
EIF4A2	2.0555726419344673e-4	6.329986781260025e-6	4	1	-0.2335860084159579	1	1
PHYHD1	0.047585201119100785	1	6	0	-0.23226495384537768	1	1
UTRN	0.03431095480806545	1	7	0	-0.2322448083862128	1	1
NCOR1	0.003941197530413724	0.1371695668025535	10	0	-0.23187650068862245	1	1
TBRG4	1.4120476929461843e-4	1	7	0	-0.2317343042749086	1	1
PCNX1	0.045312467287705147	1	8	0	0.23027726748200616	1	1
LRRC28	0.046365448819334396	0.3515412879395965	9	0	-0.2298758112363506	1	1
GOLGA4	3.258025388911374e-5	0.08110258903157037	7	0	0.22919807308279044	1	1
RRN3	2.2002859082291467e-5	0.1414036094677903	4	0	0.2290813135570402	1	1
FAR1	0.024852830704949563	1	6	0	-0.22878002670870923	1	1
RPS24	0.0010965360750827538	0	2	2	-0.22784609017743584	1	1
HLTF	0.0037822911141408982	1	9	0	0.22529999057355277	1	1
YAP1	0.010963744498194592	0.5936434173525184	6	0	0.22513679940518738	1	1
RAI14	0.005533218965591408	1	11	0	-0.2242400902304332	1	0.8333333333333334
KIF21A	1.090622914413638e-7	1	13	0	-0.22289528993462315	1	1
PHLDB2	3.222345734747223e-4	0.2898872580838019	14	0	-0.2222081102472842	1	1
BZW2	6.174187425094948e-5	5.968784294878635e-5	3	1	-0.22079465526142472	1	1
PTCD3	0.04270922724757015	1	7	0	-0.22012625670417357	1	1
TTC3	0.018706287337827393	1	9	0	0.21440676648391022	1	1
DCN	0.0030849115828425542	0	2	2	0.21389332174331976	1	1
MBNL1	0.0043913644174070395	0.47760051486278815	13	0	-0.21100649045252287	1	1
ECI2	8.480983249459315e-7	5.390767114145897e-5	6	1	0.20781778439143175	1	1
PICALM	0.020574355218466102	0.005673867953503622	7	1	-0.20617399524251653	1	1
AP1B1	0.04236922626874781	1	11	0	-0.20435487654297246	1	1
SON	0.018706287337827393	0.19120816704275734	8	0	-0.20245368269480582	1	1
OSBPL8	0.0059356039435435395	1	14	0	0.2000348789368459	1	1
AKAP13	0.04597318868026222	0.8727527006508384	15	0	0.19918224633892392	1	1
MYOM3	0.01813023166171123	1	6	0	0.19903847211346617	1	1
CMC2	0.00668934433372958	1	12	0	0.19812864149003462	1	1
MAGED2	0.0013939017937366213	1	5	0	0.1922959559429264	1	1
NNT	5.866160149709251e-4	3.828140967828095e-4	5	1	-0.19222932962416983	1	1
MLIP	0.013110001737772596	1	10	0	0.1916340245120029	1	1
UBE2D3	0.0013442449443548496	0.7061715005241155	10	0	0.18841940415743313	1	1
AP1S2	0.0027085984682060017	0.6295239727821488	5	0	-0.1848339282227067	1	1
LOC113270979	0.03813756984276783	1	15	0	-0.1826563310727679	1	1
LOC113253249	4.2385316811125735e-10	1	4	0	-0.18051715349127118	1	1
FXYD1	0.016140925759604196	1	4	0	0.17943501282947782	1	1
HADHA	0.03401808549712513	0.288123246661821	8	0	-0.1758679867506689	1	1
MYOM1	4.608473158721222e-6	1	13	0	-0.17559017120320003	1	1
NFE2L1	1.6441286088048668e-5	1	6	0	0.17557415021629727	1	1
LOC113242918	0.0012231134066757441	1	6	0	-0.1743747105060261	1	1
SLC25A3	3.4554911460274106e-7	0	2	2	-0.17158102975482492	1	1
HERC1	0.044662307734627	0.7147258583404907	9	0	-0.17149316887823166	1	1
RAD21	0.04270922724757015	1	9	0	0.17127268749163105	1	1
COQ3	0.013875721128418665	1	7	0	-0.17063073213494517	1	1
LOC113264927	0.029646308477631302	1	13	0	-0.16997189546737307	1	1
ANTXR2	0.01154636986496979	1	3	0	-0.16981887596865106	1	1
TRAM1	1.3706743216993807e-4	1	4	0	0.16854815289467556	1	1
LOC113267549	0.01928931325911619	1	3	0	-0.16838532025802694	1	1
GTF2I	0.04609787542715565	1	9	0	0.16176893199818254	1	1
LARP1B	0.007352394116441371	1	11	0	0.1592402949591667	1	1
MIA3	0.008972348973212996	1	9	0	0.15917404749778832	1	1
YWHAE	1.11912615001549e-6	0.42390802867424904	4	0	0.15546559225499562	1	1
SLC20A2	0.003595632111986995	1	4	0	-0.1523851587790623	1	1
HNRNPK	0.04020391207186471	0.7021706932607488	8	0	-0.14699571923385302	1	1
CDC42BPA	2.6443069169751518e-5	1	7	0	0.1469068907981897	1	1
ZEB1	0.04116884875699373	1	3	0	-0.1441176519489083	1	1
SDHD	2.695128233490458e-4	1	5	0	-0.14405720192904103	1	1
PHF14	0.03849398185086054	1	10	0	-0.14363775912600812	1	1
ND4	8.56585427625793e-4	1	3	0	-0.1433903788691978	1	1
LOC113254378	0.022748937046499832	1	10	0	-0.14321002245505504	1	1
VCP	0.003210604178093069	1	5	0	0.13861469191678033	1	1
ACTG1	0.0013442449443548496	1	3	0	0.13130176824748385	1	1
PFKM	0.00785071076213314	1	6	0	-0.12945082333721425	1	1
DARS	0.01928931325911619	1	8	0	0.12262148221645407	1	1
YBX3	7.416474767782456e-4	1	4	0	-0.1212115169262124	1	1
PRKAR1A	0.0236090294735032	1	6	0	0.10933866834047375	1	1
MCRIP2	0.013322449959353415	1	4	0	-0.09761886204435395	1	1
TPT1	7.788535006272925e-4	1	4	0	0.08593451106676518	1	1
GALM	7.532744167450302e-4	1	4	0	0.053431999087625096	1	1
