gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Muscle)	pct_gene_expr	max_pct_tx_expr
SETX	0.04121103773693151	0.048796952391385255	6	1	-0.42825623358250886	1	1
DNAJC9_MRPS16	0.0011526808842411485	9.231964078575828e-5	4	2	-0.4277520194257054	1	1
LOC113251518	9.558688333390699e-5	0.02788103093552991	9	1	-0.427211963180389	1	1
SLC30A4	0.044088404933157875	0.36238545036294834	3	0	-0.42709670664100763	1	1
AKAP13	1.3531262587473158e-4	0.026028300026942532	8	2	-0.4270178217431362	1	1
ASB3	0.0019320054241849258	0.018301430049688146	7	1	0.42688841350590223	1	0.75
NAGPA	0.019656403397709455	1	5	0	0.4267582986985384	1	1
TNKS1BP1	0.011791396926383478	0.006930377654440931	3	1	-0.42614212946888036	1	1
FAM45A	0.0010660481924513027	1	9	0	-0.42610943625683056	1	1
FXR1	1.2196311833047222e-23	1.8097658722361236e-8	7	2	-0.4248432443392391	1	1
PRXL2A	0.04977615743698304	1	6	0	0.42277772622831633	1	0.75
YIPF2	0.04077405337471195	0.23103680117444025	10	0	-0.42275052723072304	1	1
ABCD3	1.87358833758876e-5	0.0028633481766020684	5	1	0.42156669166302135	1	1
COG1	0.0017384148652518172	0.008295915052813156	8	1	-0.42087008879044807	1	1
ITPRID2	0.03066892027407674	0.44759504362864216	7	0	0.42069340504306973	1	1
N4BP2	0.022364071285887424	0.8683974350708635	9	0	-0.4200067895724899	1	1
TTPAL	5.969903869715369e-5	0.12981415006569869	7	0	-0.4199927553438946	1	1
LOC113255120	0.03240653052860202	1	6	0	0.41986601847844657	1	0.75
PLPP1	0.04564433092051318	0.14543385080501722	4	0	0.4186093724472264	1	1
CLCC1	0.004459848064395988	1	15	0	-0.41792791236718896	1	1
RAI14	8.778849537171329e-4	0.009783351413305738	11	1	0.41784062470437633	1	1
SEPT11	0.011458091039611143	0.13856677261347033	7	0	0.41686266751434076	1	1
SEC14L1	0.031118236997066742	0	2	2	-0.41677566322540516	1	1
TMCC1	2.428708637962924e-4	1	5	0	-0.41620237583388653	1	1
PTS	0.003903789331171747	1	8	0	0.41554616243303044	1	0.75
RALY	1.9151533504477836e-5	1.5994340441677743e-7	4	1	-0.4148229290460289	1	1
KLF12	0.011851432063104244	0.8742103117849853	5	0	-0.41356197408081913	1	1
THY1	0.0010344393796230342	6.136322358681199e-5	3	2	-0.41190870607945707	1	1
PTPN3	1.3999797247776928e-9	0.148985667746699	12	0	0.4115450974048891	1	1
CD44	4.655186978858492e-5	0.09224293685819322	5	0	-0.410724624030226	1	1
CCM2	0.026707991642643997	1	4	0	-0.4105284715093277	1	1
RABGGTB	0.03068040410584436	0.020411260196187282	4	1	-0.40960044475823776	1	1
LENG8	0.029218343792950283	1	5	0	0.40923871448552135	1	1
MTF2	0.0024376989801912783	0.020105450249043262	3	2	0.40826221132328905	1	1
HNRNPA2B1	2.0826455551162067e-4	0.023507608666792523	8	1	-0.4078947394796383	1	1
EPB41L2	0.001353990885595743	1.3311963433536173e-4	10	1	-0.40768075839643086	1	1
MIA2	3.765122881401674e-4	0.22322384513837565	7	0	-0.4073887336028349	1	1
CSDE1	1.210139334474984e-44	2.5155348185934428e-12	10	1	-0.4069915872602329	1	1
LOC113252908_LOC113252909	2.818639507676223e-4	0.0010688071415635974	3	2	-0.4050669158541485	1	1
ABHD4	1.0063910421388733e-6	0.056806014933750364	8	0	0.4048658343988489	1	1
FZR1	0.02441093456328057	0.1045884104310966	7	0	0.40477209810324255	1	1
SESN1	0.004354416449095723	8.428736873681054e-4	3	2	0.4036884570976028	1	1
LOC113246855	0.016569775956477767	0.1711000221690818	6	0	-0.4036730186782609	1	1
GBF1	0.04025194133556396	1	7	0	-0.40352626446846995	1	1
LOC113244018	0.03489812355797059	0.04034434599559249	3	1	0.40248559475727197	1	1
HAUS1	0.018935668363619138	1	5	0	-0.40234644160491156	1	1
RAB28	3.1255810494652015e-5	0.061645478112371685	6	0	0.40200932181030774	1	1
CREB3	4.913341177737456e-4	1	5	0	-0.4015030520644358	1	1
FILIP1	6.842035471344839e-5	9.773367510942227e-4	4	2	-0.40106286055745455	1	1
RNF168	0.014813389336119203	1	5	0	-0.40104378155054476	1	1
CISD1	0.028562470435308865	0	2	2	0.3995485450428566	1	1
LOC113251315	0.015607441708254942	0.20682520508523694	8	0	0.3989527824406418	1	1
SGMS1	2.0137533497126251e-10	4.723927862865688e-8	8	2	0.39838051683532305	1	1
CPEB2	0.025680301815626038	1	7	0	-0.3980600190773509	1	1
MIER1	0.009363271025951381	1	10	0	-0.39794729745097746	1	1
RNF216	4.15107687229392e-5	0.1899829392282978	7	0	0.3974525027923498	1	1
TRIM37	0.03219134276447847	0.010035797647772519	5	1	0.39704079976751144	1	1
MAPK1IP1L	0.004780334755432405	0.12842025382006186	7	0	0.39568996332064543	1	1
SYNJ2BP	0.007647190344266927	0.014209084087073692	4	2	-0.3956258864438901	1	1
AASDH	0.010556835116696977	0.5320058901858304	12	0	-0.39404413562647755	1	1
TLN1	0.0325775559378531	0.2911952143183503	5	0	-0.3939179848759769	1	1
HEXA	0.03531976988338577	1	7	0	-0.39382389881778157	1	1
MYO6	2.428708637962924e-4	1	11	0	-0.3929580218864521	1	1
DENND4B	0.03240653052860202	1	5	0	0.39265948445254406	1	1
ZNF516	0.040012718638241136	1	5	0	0.3915287571701161	1	1
ZNF655	1.0642239832824016e-6	1	12	0	-0.3914905746499996	1	1
RETREG1	0.0024506066029191366	1.6190979005177206e-4	6	1	0.39131357183157445	1	1
HIF1A	4.8526328033317106e-4	0.050722427530934346	6	0	-0.3912384922824784	1	1
PDZRN3	0.03848867266514264	0	2	2	-0.390796416352733	1	1
AGL	0.004780334755432405	0.0853072333458515	7	0	0.39010101543770237	1	1
FDFT1	1.2280274566810084e-4	2.2872516734740592e-5	3	2	-0.38880783529817403	1	1
RUFY3	0.002034424402947877	0.002129727625313138	6	1	-0.38733142843966767	1	1
C2CD5	0.0026955495416174542	1	17	0	-0.38637293428177527	1	1
NUP107	7.943379152400421e-4	0.38598923637917437	5	0	-0.38356265534651246	1	1
ZKSCAN8	0.021207685886613724	1	6	0	0.3835316419473187	1	0.75
MAGI1	0.010450269480549257	0.5417485980486886	9	0	0.3816153287131161	1	1
VRK2	0.005110015545189261	0.7815915537560786	10	0	-0.38107043220077064	1	1
AP5Z1	0.008110033587563906	1	5	0	-0.3806853515694551	1	1
SMARCC2	0.00937684993814504	1	5	0	-0.3806498353539676	1	1
TM6SF1	0.007647190344266927	0.825889480084795	8	0	0.3797640845940507	1	1
RILPL1	0.037810536016577745	0.14737867281323785	3	0	0.3791093507021769	1	1
BCAS3	0.040001984889102435	0.8716707007735248	8	0	0.37761741187961617	1	0.75
CTBP2	0.021160228693978773	1	5	0	-0.37574755190218534	1	1
LOC113248376	0.0010557014538324946	0.2110968650465374	7	0	-0.37458029198409687	1	1
FASTK	0.0010344393796230342	0.02732353661838681	6	1	0.3738304964983542	1	1
DCN	4.619674626636158e-5	0	2	2	-0.3735752751574061	1	1
YWHAE	2.0639861599424926e-26	2.7229241697592853e-7	4	3	-0.37346617744792254	1	1
DCAF6	2.422749058453677e-4	1	10	0	-0.37312160506744363	1	1
TTLL12	0.044551681732877026	0.05283523458233955	5	0	-0.37284035672797766	1	1
VGLL3	0.007894985170094999	1	7	0	0.3721317438355534	1	1
PIGN	0.0029193649255353006	0.7181308663716996	5	0	-0.3715974043165652	1	1
SMAD4	1.6723107922637212e-5	0.002278305428529192	7	1	0.37124531160390756	1	1
RAPGEF6	0.0029193649255353006	0.15419833176770414	7	0	-0.36917451491404857	1	1
PRKAB2	2.8122819928782313e-7	1	11	0	-0.36802689940186534	1	1
IPO11	4.3934146141920807e-5	1	13	0	0.3675529670349191	1	1
LOC113243115	1.462550978550583e-4	0.11887166538466613	13	0	-0.36636759977539823	1	1
RPS6KA2	0.002845682030490881	0.8024866478422351	5	0	0.3661317794780526	1	1
PTBP1	0.007757718756779511	0.9794544927983262	5	0	-0.3650703706070011	1	1
MORF4L1	0.039592300898188285	0.2401953792288911	5	0	-0.36495166393223527	1	1
CACNA2D1	9.415163901716757e-11	1	5	0	0.364299445709011	1	1
SGCG	0.04855196410716964	1	6	0	-0.3641666423868803	1	1
SLC25A39	0.028625364950303163	0.8548176056704153	4	0	0.36374857665181637	1	1
ZEB1	0.01721540309351348	0.016259782946712348	4	2	0.3627002040105506	1	1
RABGAP1	0.014189827421703518	0.007199504079611775	6	1	0.36078645384088087	1	1
CMC2	0.003975180511083459	0.8241740853200967	8	0	0.3590852714263675	1	1
ZNF582	0.007586367079185982	0.2398898058587435	6	0	0.3588101910748851	1	1
RASA4B	4.158355479138979e-5	1	13	0	-0.3583586971727756	1	1
AARS	0.04142841628347153	1	6	0	-0.3573829607816488	1	1
SMYD1	0.001447886116440765	0.08149038263165768	4	0	-0.3559480529502612	1	1
MAP4K4	1.8474396778429256e-9	1	11	0	-0.35574283204323126	1	1
RTKN	0.013081210159644441	1	9	0	-0.35519735007942776	1	1
OAZ1	9.336827613615327e-4	6.027827449193565e-5	3	2	0.35508567575716893	1	1
LOC113264906	0.024387500606928573	0.380880626453782	5	0	0.35502377386777423	1	1
BCL6B	0.0094130292317657	1	11	0	0.35448225121811705	1	0.75
LOC113245494	0.0046580752725342576	1	9	0	-0.35431846713835885	1	1
TRAPPC11	2.968381948806936e-4	1	8	0	-0.3535471716159238	1	1
UBAP2L	4.4684425980021683e-4	0.0054895928754813824	12	1	-0.35240342177239115	1	1
HIPK3	1.30970400517743e-7	1.427844699050576e-6	5	2	0.3523358114948337	1	1
GATD3A	0.03105056376749704	0.028412091432865917	3	1	-0.35207091945703006	1	1
DYSF	0.00460560494487425	0.5696353055820589	10	0	-0.35171122133303445	1	1
UCKL1	3.083257294921502e-4	1	14	0	0.3516047196259226	1	1
LOC113248542	0.01785585975636956	0.7071425990403087	7	0	0.35118483607787276	1	1
PCM1	2.218673703052283e-7	0.034712982703462424	11	1	0.35111849310478077	1	1
TBC1D14	1.603922928932319e-5	0.14220654640377017	9	0	0.34911873196324306	1	1
UPF3A	0.003925537437034671	0.05185258264092413	10	0	-0.34847589058455697	1	1
FILIP1L_LOC113250506	3.747543723800009e-4	0.28291440501187454	5	0	0.3480954625878485	1	1
ALDOA	1.135323306031806e-13	1.0070417251915577e-5	5	2	0.3478829497502921	1	1
CLASP1	0.02242904897373051	0.45247220621005796	11	0	-0.34779463295916535	1	1
G3BP2	0.010556835116696977	1	8	0	-0.347634407562732	1	1
CUNH2orf49	0.028939811122787765	0.3200823440809573	6	0	0.3460858966728322	1	1
APEH	0.010927603593506852	1	8	0	-0.34484253376308693	1	1
MFF	2.791156749726494e-6	0.10660233780251098	14	0	-0.34481714873821434	1	1
LOC113245998	1.6333110476012315e-5	0.10876603606114686	9	0	0.3446370458243726	1	0.75
LRRK1	0.03072622500760507	0.11560092236266394	4	0	-0.3436201220858054	1	1
PTPN13	0.002261636836067561	1	12	0	-0.34358129490391764	1	1
TOPBP1	0.013503248813567764	0.49013125503284544	6	0	-0.34356735856659476	1	1
BIN1	2.031735539424107e-24	1.0642516467569589e-5	12	2	-0.3430789755520465	1	1
ENSA	6.148509692180753e-6	1.261385303006502e-4	6	1	-0.34276045257889526	1	1
DDR2	2.860768972284173e-5	0.013910291754285514	3	1	-0.34257252358292356	1	1
TULP4	0.021714822707375413	0.004997257656744104	3	1	-0.3425382027641945	1	1
UBXN1	0.025907099218005936	0.05773708510101636	3	0	-0.3422772112199585	1	1
LOC113254576	9.361071848814645e-5	0.0016544017465406062	5	1	-0.3416617151425486	1	1
NUP88	0.004947192008016302	1	7	0	-0.3414878854744149	1	1
MFN2	5.061910088798789e-9	0.029277076894356692	8	1	-0.34147792521088105	1	1
MFSD8	0.03257753441254228	0.869038548195892	10	0	0.34048477072944283	1	1
ZDHHC6	0.035436942924531055	1	4	0	-0.3391559909462462	1	1
EIF2D	0.029218343792950283	0.14919379640405273	5	0	-0.3389055088020387	1	1
TRIM63	0.03234185754779561	0.0036518798269052303	4	2	-0.3386671594367784	1	1
PPP2R3A	0.0027816119288200606	0.1821530870806878	9	0	-0.3374157869810407	1	1
MKLN1	1.1688356655977377e-10	0.033728442645458157	9	1	-0.33692176747073216	1	1
LRRCC1	0.04070867646071518	0.6218521415176103	5	0	0.33611772819608166	1	1
KIF21A	0.005924874326728702	0.9900106765493946	9	0	-0.33610161076859596	1	1
FBXO31	0.008214230491023638	0	2	2	-0.3351557803097265	1	1
DNAJC10	0.04518103575359015	0.5656671395750273	10	0	0.3336298721413067	1	1
CCSER2	1.2924480265195344e-7	1	9	0	0.3335608566239478	1	1
SDHD	6.46505320267438e-7	1.9417454962556605e-7	4	2	-0.3332644746419588	1	1
ST6GALNAC6	4.170088119555929e-5	0.002269777054904609	8	1	0.3330208253763895	1	1
STAC3	9.058472502798907e-13	8.411336017215888e-4	11	1	0.33215149916288633	1	1
LMNA	0.015035771778694682	0.014849575947960561	3	1	-0.33087005584460516	1	1
TDP2	0.022934113965529166	1	4	0	-0.33032709660798454	1	1
BBIP1	0.0335361706522602	0.7288663738302799	7	0	-0.32994642049001915	1	1
SCFD1	2.751923217932786e-4	0.06906952707158075	11	0	-0.3297515592968242	1	1
CSRP1	0.01743890465083125	0.13137686258050962	4	0	-0.32877493448498474	1	1
MED1	0.010669477456910307	0.254308198418324	6	0	0.3271445429931187	1	1
RBM33	0.001376164952680143	1	9	0	0.3265836711879451	1	1
KAT6A	0.039244999999414526	0.04242330806834757	5	1	0.32557299225733843	1	1
LARP4B	0.0038796774192381357	0.007407159325234992	3	2	0.32549400087470404	1	1
LOC113252152	0.0240292047022768	1	10	0	-0.32419421106670443	1	1
USP47	8.66378482603226e-8	0.014732186468915859	12	1	-0.3229348072353388	1	1
COPS7B	0.0011986491183029917	1	7	0	-0.32264434723122615	1	1
ARHGAP24	0.0015049541990249289	0.06310276941715168	6	0	0.3224408711796186	1	1
LOC113244843	0.013081210159644441	0	2	2	0.32192755080384683	1	1
RAPGEF1	0.003751408438109908	0.07478798342651231	4	0	0.32188126005419193	1	1
PCSK7	0.0028172709849622495	0.726061165521575	9	0	-0.3205751824014132	1	1
PCYT1A	9.678740027741746e-5	0.020705251048018253	7	1	-0.31994877846386816	1	1
EPS15	0.014971522156849288	0.16486659948579754	12	0	-0.31973283829528126	1	1
FAM200B	0.028138179690084458	1	8	0	0.319349094652876	1	1
WIPF1	0.005402473318616499	0.8569877323482197	5	0	-0.3193066707314142	1	1
ASCC2	6.108083348112939e-7	0.5819275558951774	9	0	-0.3188583383378362	1	1
RBFOX2	9.415163901716757e-11	4.745355938148917e-6	11	1	0.31878698939629635	1	1
KANSL2	0.01721540309351348	1	12	0	-0.31788508228941886	1	1
ASPSCR1	8.662504725829556e-7	0.04790844113565129	13	1	0.31783170957093	1	1
UACA	9.802096652842903e-10	0.027349983090008252	8	1	0.31780454209476144	1	1
CD36	0.010425517000213906	1	9	0	0.3177152950612172	1	1
SYNPO2	1.796996969664156e-86	5.606389013122892e-13	12	1	0.31743105601461147	1	1
TRRAP	2.5578310170270175e-4	0.004038178943607954	5	1	-0.316363528124328	1	1
SNX14	6.386278791900944e-4	0.09346652266514321	13	0	-0.31462362058246485	1	1
PEX5	0.002937201130641597	0.08561653133447249	9	0	0.3134897613892641	1	1
MLLT10	0.04156294316262303	0.45410811900726983	9	0	-0.3129173765297721	1	1
CDK20	0.018026176372815984	1	10	0	-0.3121898066803438	1	1
RANBP3	7.278047181447564e-6	0.63168535096188	13	0	-0.3111450858926451	1	1
LOC113267793	6.940003847085568e-9	1.1475457639457377e-5	5	2	-0.311028173918345	1	1
BLOC1S1	3.083257294921502e-4	0	2	2	-0.3106582304321812	1	1
MYOM1	0.007647190344266927	1	13	0	0.3098533091330494	1	1
CAST	4.4632162529072085e-4	0.7894756696883806	9	0	0.3094310206593547	1	1
MPDZ	5.364822254850566e-6	1	12	0	0.3088758249590265	1	1
PHLDB1	0.002071413999252191	0.08754024048475016	10	0	-0.30879448771683315	1	1
CYLD	2.3023789121700908e-7	0.013491048029983651	9	1	-0.3077725704256326	1	1
SLC18B1	0.01575225563449332	0.28687018206310944	12	0	0.3070151759996153	1	1
ZNF207	0.029218343792950283	1	4	0	0.3048665305457488	1	1
ARHGAP12	0.0045898794091505666	0.6120784820069612	7	0	-0.30461385171299693	1	1
PTPRB	0.035703593359895806	0.12908555397626295	3	0	-0.3044461451000551	1	1
SLC44A2	0.017680711914596508	0.016161059459369072	9	1	0.3035559211446767	1	1
MARCH6	0.007330705859828803	0.02315495582546022	5	1	-0.30349863012831385	1	1
KIF13A	0.0011691769180142949	0.006917834438620051	3	1	-0.3024783932807694	1	1
ARFGAP1	0.0360248848709345	0.17680080678948673	3	0	-0.3021247470335866	1	1
HNRNPM	9.746761214858224e-5	0.9655456418064915	7	0	-0.30166265183176266	1	1
RIC1	0.0024543836230299515	1	4	0	0.3015654885901023	1	1
MYO18A	2.6938282890371086e-12	1.1771470796477925e-4	7	2	-0.30017366592744654	1	1
PTK2	4.77928175535024e-5	0.08664438375087331	10	0	-0.29994317625504235	1	1
TNFSF10	5.6908660244900116e-8	0.007693851680873458	8	1	0.2987177752416046	1	1
COL1A1	0.033631448114699265	0	2	2	-0.29865740697614007	1	1
SFMBT1	0.002034424402947877	1	11	0	-0.2984054284856297	1	1
PAFAH1B2	5.570004075872597e-5	1	6	0	-0.2976417571385203	1	1
RBM23	2.0213640145774113e-4	0.11877540871452456	7	0	-0.2976021158751858	1	1
ACSS2	0.007197468325236915	0.04450679095236596	8	1	-0.2972129706313182	1	1
LARP1B	0.018161325345473222	1	11	0	-0.296952646763586	1	1
CDAN1	0.017412776790374146	1	8	0	-0.29638694436015606	1	1
ZNF7	0.047568155588722516	1	12	0	-0.2937498653722627	1	1
MEF2A	6.412804056098581e-14	0.003057234002253293	15	1	0.2937003098874181	1	1
TFCP2	0.001806297952099735	0.07361189769525205	6	0	-0.29310676636498256	1	1
SLC25A30	6.021002136999363e-4	0.476041152747602	13	0	-0.2927293143239023	1	1
PICALM	9.178683709231345e-5	0.06381822622674288	9	0	-0.2924672736438375	1	1
ORC2	0.015097818217795175	0.35280187415209247	8	0	-0.29217777806005585	1	1
ACBD5	4.979845466047968e-5	0.22361676261098212	8	0	-0.2896310509922742	1	1
KLC1	0.001927200000253324	1	12	0	-0.2894163081509021	1	1
AKAP9	1.2445505080715912e-20	4.743570185808397e-4	11	1	0.28916269658049826	1	1
CNOT2	0.029218343792950283	0.6724878818863985	12	0	-0.28905224952457115	1	1
USP4	0.0031529512665852194	1	9	0	-0.2889686971443439	1	1
NFIB	3.1931506613622258e-9	1.520333585903826e-5	7	2	-0.28843821566616434	1	1
PPP3CC	0.00744380225670167	7.220853916979714e-4	4	1	-0.28799583880361124	1	1
XPO1	0.001145561714488328	0.1014887523973255	9	0	-0.2876855574761298	1	1
ALKBH6	0.04129712525509893	1	9	0	-0.28685388425104413	1	1
PLSCR4	0.027555296170449568	1	9	0	0.2866719370280816	1	1
WTAP	0.011556827417040732	0.32179294131880165	8	0	0.2862183505801378	1	1
SEPT8	0.0020415034784938575	1	7	0	-0.2855761974693345	1	1
UVSSA	0.021200874193913807	1	6	0	-0.2853121681735601	1	1
DYNC1I2	0.03940437247662447	1	6	0	-0.28515432597727447	1	1
CTNNAL1	2.3432265481180967e-4	0.5753849295916772	5	0	0.2837197477985538	1	1
PLEKHB2	0.008883758467956502	1	5	0	-0.28189846674241315	1	1
IFI44	4.8526328033317106e-4	1	8	0	-0.28182797008583294	1	1
NR2C1	1.8443063471155619e-6	0.6381043478372939	6	0	0.27952837460645613	1	1
CSNK1A1	1.1815558335261615e-11	1.1694207451342498e-6	8	2	-0.2788181195240126	1	1
LRP1	0.028412960351776585	0	2	2	0.27833368072103054	1	1
KCTD15	0.002512871491458105	0.062464175372199705	6	0	-0.27804321119609937	1	1
MANEA	0.013240307153164325	0.26307095890877247	11	0	-0.2776905109945794	1	1
DESI2	0.049767484700437355	0.3154919691183502	3	0	-0.2776435393683645	1	1
ST6GALNAC2	0.028803569831167233	1	6	0	0.277283251261407	1	1
PPP1R12A	0.026962560671408165	0.011755832962611706	5	1	0.27631519019308226	1	1
NCBP2	0.03632967801649735	0.19056461691514145	7	0	-0.27599534611207066	1	1
SBF1	0.005290368175743427	1	3	0	0.2756481076577975	1	1
RALGAPA1	0.03939568543218849	1	7	0	0.27520209965169695	1	1
MEMO1	0.023117561451797896	1	4	0	0.2751255333903445	1	1
PPP2R5C	0.004346567469143761	1	12	0	-0.2745446007365895	1	1
BAG6	2.5868284028062033e-6	0.0313420031449195	13	1	-0.27450471022367434	1	1
MAP3K7	0.0018592584659162183	1	6	0	0.2743718121277759	1	1
AMOTL1	6.293573681169887e-8	0.020445292965328595	7	2	0.2737542469700266	1	1
CDH5	0.016569775956477767	1	9	0	0.27255336158256727	1	1
TACC1	0.0014131149902158072	0.674120879543151	13	0	-0.27249975132950444	1	1
RAF1	0.003088116625917854	1	6	0	0.2722301870459869	1	1
PABPC1	0.0015981103391601399	1	7	0	0.271676158369879	1	1
LOC113249140	0.031118236997066742	0.058631671288355884	5	0	-0.2698537917828276	1	1
ZNF517	0.03667340291574676	0.7499691120376824	11	0	-0.26943987977803874	1	0.75
RPS6KC1	7.16926056680636e-4	0.5321479736159184	9	0	-0.26927282784154516	1	1
EIF4E2	0.016588208631629835	0.325457848442425	4	0	-0.26891983807471925	1	1
SASH1	0.018935668363619138	8.665201252048615e-4	7	1	0.2686998246020127	1	1
PLA2G16	0.00125645759275288	1	6	0	-0.2674057817900305	1	1
OXR1	1.9819982455603823e-6	0.0015651090070242638	8	1	-0.26583443134650553	1	1
SEC24C	0.013240307153164325	1	8	0	-0.26492234687076366	1	1
IZUMO1	0.026688482278981945	1	7	0	0.2643853963697602	1	1
ERMARD	0.04502956049867619	1	16	0	-0.26371028204101116	1	1
TRIP12	2.4431827838616918e-6	1	10	0	0.26310684429479547	1	1
BNIP3	1.1601463609778548e-6	6.566981259870042e-6	4	1	0.2627372548114225	1	1
GTF2H1	0.04231323440060423	1	10	0	-0.2626721634520303	1	1
WNK1	9.741382985082059e-6	0.019860613343700664	10	1	0.26235679769583553	1	1
GOLGA4	0.0027816119288200606	0.4778050289538166	7	0	0.26135756996611326	1	1
STAG1	0.04272266910131241	0.07151199677226915	6	0	-0.2610391185258086	1	1
PACSIN2	0.002579819099383513	1	13	0	-0.26076299672880204	1	1
SEC31B	4.32333265231159e-4	0.6599046696019425	11	0	-0.2594994357620214	1	1
LOC113253249	5.392863018596006e-25	2.745131524870855e-11	6	1	-0.2588818651733177	1	1
RNF19A	7.236692295703669e-4	1	8	0	0.25692642429324597	1	1
CUNH15orf40	0.0225596499767376	0.16800911686266656	8	0	-0.25615209686056134	1	1
SCP2	1.9744694710071122e-8	0.001087457966006126	5	1	-0.2556574076786424	1	1
SLC25A40	0.03240653052860202	1	10	0	-0.2552555911576509	1	1
GALNT11	2.2773292654642677e-5	1	12	0	-0.254461782747001	1	1
VAPA	0.04070867646071518	0.017932160902008012	3	1	-0.25271720763859284	1	1
JKAMP	0.0022263248521419547	1	9	0	-0.25269455292457305	1	1
ARNT	1.3510578612082797e-4	0.09206380239353205	9	0	-0.25217388663923324	1	1
GORASP2	0.008371068201055296	0.08344886448010275	5	0	0.25212150656652454	1	1
CLASP2	4.040127752603674e-5	1	14	0	-0.251950562847976	1	1
MAP7D3	0.004780334755432405	1	10	0	0.2514907715819888	1	1
MTUS1	0.04331744632979543	0.05645833808188965	10	0	0.2513517424763905	1	1
BNIP2	6.109360512787133e-4	0.007558310191597255	4	1	0.25046769226132537	1	1
USO1	0.002127850075655243	1	5	0	0.24988458372546038	1	1
BZW2	1.659141718743509e-5	6.358796960903537e-5	3	2	0.2495384264918788	1	1
SAFB	0.004396466275796334	0.03169460351946627	9	1	-0.24846272166970695	1	1
PUM1	0.04822342476215413	1	10	0	0.24814646422776165	1	1
NCOR1	0.005290368175743427	1	9	0	-0.248103270114033	1	1
DCUN1D2	0.010615265968229435	1	18	0	-0.247211445123649	1	1
NDUFS2	1.0014043365892869e-6	1.1445479840749385e-8	5	1	0.2464560913813827	1	1
TIMMDC1	0.04025194133556396	0.0089141841923442	5	1	0.2447098487491867	1	1
FBLN1	0.02208356872432455	0.04172331309445681	4	1	0.24433661060010725	1	1
ACAA2	0.04417152572434316	0.04456363791416619	4	1	0.24238329163541072	1	1
RBM39	0.009676550199482997	1	7	0	-0.24207983283278395	1	1
ZNF514	5.106069422341648e-4	1	8	0	-0.24113692695571165	1	1
KLHL7	0.011477760357470211	0.3491408544347952	10	0	0.2397552602824525	1	1
SMARCA4	0.044308038352758795	1	13	0	-0.23909902208918948	1	1
SNU13	0.039244999999414526	0.18412658440131977	3	0	-0.23822741432478667	1	1
MAP4	2.9341255081523675e-14	0.002162360893687778	13	1	-0.2380094036397188	1	1
GNL2	0.023117561451797896	1	5	0	-0.23791044944753326	1	1
TACC2	2.1395680792902325e-28	1.0019491689292351e-4	11	2	-0.23624262538006363	1	1
DARS	2.5721675282076184e-5	1	7	0	0.23575613046801686	1	1
LOC113246573	0.02927490540200587	1	12	0	-0.23566258626967862	1	1
NT5C2	0.0029193649255353006	1	20	0	0.23538512931179753	1	1
PANK4	0.02544975800484436	1	14	0	0.23529671286557297	1	1
NFIA	9.976081737859712e-4	1	5	0	0.2334846582475009	1	1
UAP1	4.434785634827087e-4	1	11	0	-0.23317274766074797	1	1
MMS19	1.0295019240371484e-4	0.13809099615262918	9	0	-0.23205948475069263	1	1
ACACA	0.018935668363619138	1	13	0	0.2314862508655523	1	0.75
CUL2	0.011160745900066292	0.1032054455664123	4	0	-0.2313243242599904	1	1
MBP	0.0022403014154847253	1	7	0	-0.23098364080407088	1	1
RBM6	0.0472458052452877	1	13	0	-0.23072056204102917	1	1
LOC113250431	2.2568153224616864e-5	2.266019420602309e-6	3	1	-0.23063918563150548	1	1
RNGTT	0.04992430197643851	1	5	0	0.2305842408769495	1	1
SRSF5	0.018935668363619138	0.7134007662408958	8	0	-0.22711506888475919	1	1
TLN2	1.965366812561712e-4	0.01602424381514685	8	1	0.22707660407941802	1	1
IDE	0.03677496874630549	0.03788540082853872	4	1	0.22529602125811168	1	1
PARN	0.039389707636968925	1	8	0	-0.2248265521982585	1	1
USP14	0.018323108344837875	0.049209350217678735	6	1	-0.22463640742924643	1	1
RAPGEF3	0.010450269480549257	1	13	0	-0.22427204580796595	1	1
MLX	0.0033159816061100705	0.9006818629122204	6	0	-0.2217549994576407	1	1
PPP6R3	0.007101619499656926	1	16	0	-0.2206024447135781	1	1
EPC1	0.03487709468600721	1	6	0	0.22050140456089795	1	1
FAF1	0.02071062403253032	0.8500788335048777	5	0	-0.21835369669252624	1	1
ARHGEF7	4.459506354943655e-6	0.17049894831834778	11	0	0.21760361337506481	1	1
CMBL	0.03327561821289988	1	5	0	-0.21578613990394305	1	1
FBXO9	4.040127752603674e-5	0.8011975926570183	8	0	-0.21539534480829525	1	1
HBS1L	0.030348043425716835	0.23405219603286423	4	0	-0.2135744029894051	1	1
PRKAR1A	0.025907099218005936	0.04469821665923948	5	1	-0.21327359034048204	1	1
RPRD1A	0.027205510367964897	1	12	0	-0.21135021109561286	1	1
APC	0.00565448756577337	0.034742877452292945	6	1	-0.2108092707980746	1	1
CPT1B	0.012456394785023434	1	12	0	-0.21045443319378238	1	0.75
PHTF1	0.0325775559378531	1	6	0	-0.21011927677068692	1	1
MEF2C	6.782887082326637e-12	0.39566244789066074	15	0	0.20851471057514606	1	1
PKIA	0.04650303291126438	0.29736014768725527	8	0	0.20671577270149233	1	1
