gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Ventricle)	pct_gene_expr	max_pct_tx_expr
LOC113252152	0.009698252256422001	0.016216358098965992	11	1	0.46491340121450664	1	1
CRLS1	5.205823392942559e-4	0.7034500100870095	3	0	-0.4616857221344245	1	1
IRF2BPL	0.03171772452240996	0	2	2	0.4614218619540033	1	1
SCYL2	0.004966123179657499	0.01957178197511285	4	1	0.46124960297527584	1	1
CASP10	0.03159514389053764	0.04507755970630949	3	1	0.46070147199067424	1	1
KEAP1	4.4893080236372024e-9	8.843972306026223e-8	6	1	-0.4605969715610165	1	1
ADPRHL1	8.430150398366808e-6	1.1283460340678066e-5	5	2	-0.4604557032311242	1	1
SNX4	0.00428223545889366	0.014925312077025448	4	1	-0.46005093425251165	1	1
IRF2BP2	0.0018933905896554068	0	2	2	0.45991688542697295	1	1
FGF1	1.7014597745181116e-4	0.002779647407546197	9	1	-0.459320863725421	1	1
FAM149A	0.035135777611660514	0.5732338213841712	3	0	-0.45878961127700935	1	1
POPDC2	8.183197045149334e-4	0.005074840807715799	4	1	-0.4576728740490408	1	1
NDFIP2	0.023870096194488023	0.005963159934999216	3	1	-0.4570884697721703	1	1
NAA15	0.043162567060000975	0.9337404921840794	4	0	-0.45670159852196907	1	1
PDLIM3	0.004348201517355261	1	7	0	-0.45590317501976585	1	1
FZD6	0.019792419399735466	0.03526685569775885	3	1	0.4558556046543889	1	1
FILIP1	2.2581512625788157e-9	3.195465959504624e-10	4	3	0.4557589677445089	1	1
NCAM1	0.0022045164776171512	0.342780883560176	8	0	-0.45523473620928323	1	1
CAPZB	0.002479699619200551	0.0026429678829170745	3	2	0.455149870228995	1	1
TECR	4.62250448833575e-4	0	2	2	0.4543801166299183	1	1
MAST4	5.991373684269046e-4	0.001493374636069558	4	2	-0.4518363152319481	1	1
SEC24C	8.674721873681784e-5	1	8	0	-0.45147254363136313	1	1
HADHA	1.6785110954145697e-6	9.845157645856221e-6	8	2	0.4512024331270493	1	1
ATG9A	0.011701798348870125	1	18	0	-0.45032812097666575	1	1
CUNH16orf58	0.03489852467856542	1	8	0	-0.44950754706139184	1	0.8333333333333334
DMPK	7.923049467875895e-9	0.061801644416820754	8	0	0.44906475399808177	1	0.8333333333333334
DNAJC7	0.0034564539979258795	1	8	0	-0.447233842339689	1	1
APP	2.8818561114280403e-5	1.813570049962733e-4	5	2	-0.4454312787928365	1	1
ATP2A2	3.531454973636715e-71	1.275324841379773e-28	6	3	-0.4445450702335779	1	1
GPX3	0.038973106191563106	1	4	0	-0.44451074254960843	1	0.8333333333333334
L2HGDH	7.703219331421942e-4	0.5038763347460482	7	0	-0.4438289891387492	1	1
EPS15L1	0.0032426259428385332	0.7727202907000419	11	0	-0.44289256436917157	1	0.8333333333333334
SAMD4A	0.001813574352293434	0	2	2	0.4425440070671214	1	1
EHBP1	3.1391334199028883e-10	6.800194348933896e-4	11	1	-0.44128585641599843	1	1
SRP9	0.006160859527171766	0.008109157590228674	4	1	-0.44016060807387336	1	1
IL11RA	3.4435330619339602e-6	8.771283107388677e-6	10	1	-0.4399761951115132	1	1
LOC113251202	0.04187385039248795	0.9612330582835147	11	0	-0.4386734065189305	1	0.8333333333333334
LOC113253631	0.006420655837264335	3.2067836325221186e-4	5	1	-0.4382107698696575	1	1
APBB2	8.188621965784722e-4	1	9	0	-0.4375548033273007	1	0.6666666666666666
NASP	7.868521398907516e-4	0.0023848850135088726	5	1	-0.43749253756215933	1	1
LPAR1	0.04046716193374157	1	5	0	-0.4370391532858772	1	1
TBL1XR1	0.01316542861872801	0.01438386394238886	8	1	-0.4355396071368996	1	1
RGL2	0.017072791264037844	0.28688721434432635	9	0	-0.43541112754900413	1	0.8333333333333334
NCAPG2	0.03592651434021538	1	7	0	-0.43270317388668394	1	0.6666666666666666
PRDX5	0.0034564539979258795	0.0018509940291742309	3	2	-0.4318759566519662	1	1
RTN4	3.65396747313312e-23	4.7239281534135857e-7	8	3	0.43132279962927433	1	1
PPIP5K2	1.267118056269677e-8	1	11	0	-0.4296586302965447	1	0.8333333333333334
TGDS	0.002713362315747823	1	11	0	-0.4290033760418335	1	0.8333333333333334
NSFL1C	0.047795494318513564	0.07817174819010174	3	0	-0.42767771708279	1	1
TSC22D2	0.0035065469476561837	0.014134007448479593	3	2	0.42710072921059206	1	1
LARGE1	0.00727087668214782	0.011735114400457424	5	1	-0.4263890526183214	1	1
CSRP2	0.03012188793828861	0.07149407193381924	3	0	-0.42619160168824755	1	1
LRRFIP2	1.882027250067858e-5	0.017950663475785094	13	1	-0.4259147752593919	1	1
PTBP2	0.02839151612477866	1	8	0	-0.4248595188863974	1	0.8333333333333334
SEMA4G	0.025443986292280556	0.9422922514380234	8	0	0.4247900347475101	1	0.6666666666666666
ERC1	0.01093783291596483	0.21686670229215393	4	0	-0.42473950254199133	1	1
CSTF1	3.4861371156950065e-4	0.48116337140546556	5	0	0.42441792275911294	1	1
CLASP1	0.04960669778497757	1	9	0	0.42430438250225705	1	1
TSPAN9	1.9882691065389237e-5	1	8	0	-0.4241189652111523	1	1
LOC113253334	0.019940025342871218	0.064659728018386	6	0	-0.4236344151110386	1	1
ACADM	4.478683302080645e-5	1.9405576384542974e-5	3	2	0.4218486004848575	1	1
TRAF3IP2	0.019422971219110352	0.8873286108736245	5	0	-0.42099322961584584	1	1
MTG2	0.016670180717665142	0.6297155022696139	13	0	-0.42096895024744185	1	0.8333333333333334
LARS	0.038973106191563106	1	7	0	-0.42066407959343177	1	1
ZEB2	0.013768973359367304	1	11	0	-0.4205683498886007	1	1
SLC25A36	0.0019478711417175228	0.217618552083434	8	0	-0.4194386338468052	1	1
CLPX	7.888976795195403e-4	0.009191628197112608	5	1	-0.4194345542085841	1	1
RELCH	0.017397931081723342	0.27983177573954593	10	0	-0.4192037152278098	1	0.8333333333333334
SEC14L5	0.004414506818625726	0.02595273214623348	3	1	-0.418062624100754	1	1
PLEKHH2	0.041507484451096505	1	4	0	-0.41640198385087035	1	1
DGUOK	2.573545244829024e-6	0.04430176684635634	6	1	-0.41531552776153513	1	1
TMEM38A	2.177993332683885e-5	0.001189545078339832	6	1	-0.41518908890267403	1	1
EML1	1.2098371874709484e-5	0.33355452937088803	6	0	-0.41506772130363345	1	1
ENAH	3.5827827567179928e-12	2.5145208338750654e-7	5	2	-0.41470110307326546	1	1
ITPRID2	4.5827434611138857e-4	0.08833935454892242	7	0	0.4144137007055154	1	1
DNAJB6	0.005000144576267975	0.8548463037702573	9	0	0.41384690992339423	1	1
CCNQ	0.046849636369529234	0.007368424800311005	3	1	0.4136303580577093	1	1
LOC113258957	0.022765018147224966	0.42762711423892047	4	0	-0.41313760366542185	1	1
ENSA	5.8869507817615475e-8	5.0448842122657015e-8	4	1	-0.4130257583543735	1	1
GIGYF2	0.008479909000743888	0.04208979560607093	8	1	-0.4129994677036168	1	1
FAM118B	0.006533926679180029	0.02777773421082445	7	2	0.4126728439539779	1	1
RIPOR1	0.025763821995198766	1	8	0	-0.4115001828840367	1	0.8333333333333334
PIK3R1	0.0020834672935447656	0.017443626213807885	3	2	0.41126221666422214	1	1
KLC1	1.882027250067858e-5	0.007189532308639448	10	1	-0.4107894971154966	1	1
RAP2C	0.009355767386286929	0.001788381550194991	3	1	-0.41035674495131186	1	1
TEAD1	0.04920298930960437	0.033583013680678245	4	1	0.4096808656255129	1	1
SEPT4	0.005211445172480446	0.4789726073056114	7	0	-0.4088392688860179	1	1
DUSP26	5.331429257261447e-4	0.2473476715938477	5	0	0.408768724415977	1	1
CLIP1	1.567604153888373e-18	0.13693685716470202	13	0	-0.4085942797116665	1	1
CLUAP1	0.009610955718368097	1	11	0	-0.4085510622047308	1	0.6666666666666666
DSP	1.429311629506672e-6	3.392777531581521e-4	5	2	0.4084947355420081	1	1
NUP50	0.03332775465514815	0.25466344397473967	3	0	-0.40620648440442725	1	1
ORMDL3	0.0167045067582676	0.1741196025000311	7	0	-0.40525224842928687	1	1
VEZT	0.0010668983050706132	1	11	0	-0.40516358321015983	1	1
FKTN	0.028589451067567533	1	9	0	-0.4042778264275599	1	0.8333333333333334
FHL1	9.743315883790727e-21	6.937485900624872e-4	10	1	-0.4041253586712606	1	1
SNTA1	0.04651332702436592	0	2	2	0.4030222002152609	1	1
KLHDC3	5.307036372346113e-6	4.1981727313808704e-5	9	1	-0.40267258178086274	1	1
NSMAF	0.027411380050612714	0.15202148528887932	7	0	-0.4022382188792135	1	1
PTPRB	4.7444063570710634e-5	7.344668776224962e-4	3	2	-0.402132578058305	1	1
HECTD1	1.492810859315736e-8	0.0019074338795250188	10	2	0.40153536744955964	1	1
POMP	0.038164598278418005	0.02084046447942199	4	1	-0.40074458985528905	1	1
LOC113247645	3.2672045310612512e-24	9.288754428579794e-13	7	2	-0.4007050262964761	1	1
FBXO21	2.0753582554582576e-5	0.02298756615274796	8	1	-0.40003671947851427	1	1
UIMC1	0.002293901118399649	0.017332420714598683	8	1	0.3998615465383859	1	1
GPATCH11	1.2068766260124672e-6	0.5596715548059984	6	0	-0.39752341504733635	1	0.8333333333333334
ERBB2	0.01148623568838211	0.8929243407684723	7	0	-0.3967810900807276	1	1
ZNF770	0.02552206819041734	1	4	0	-0.3961273964312175	1	1
SLC25A30	6.916759731136646e-7	0.01331954661916562	5	1	0.3958447517471132	1	1
LOC113264440	0.005819255410248628	0.016442957080945973	6	1	-0.3944345837482609	1	1
WNK1	4.609330629165244e-6	0.002454811039615775	11	2	0.3943575962666883	1	1
TNS3	0.015465240972464184	1	7	0	0.39435307804221625	1	1
PRKAB2	3.680225851622299e-11	0.06426845506710893	9	0	-0.39423817941984246	1	0.8333333333333334
RAB28	0.01316542861872801	0.03969647302909417	6	1	0.393296641762917	1	1
UNKL	0.015444779684338886	1	5	0	-0.39142687347752003	1	1
CROT	0.036091733417401274	1	14	0	-0.39113074868254727	1	0.8333333333333334
THY1	6.6898544123995915e-6	1.5551023266336454e-7	3	2	-0.3907606648414762	1	1
XAB2	0.018884195865860837	0.02377494485275874	3	1	-0.3904840753286274	1	1
ROBO1	0.02552206819041734	1	6	0	-0.38890052907422745	1	0.8333333333333334
SARAF	0.0010914570197942813	4.164263513924057e-4	5	1	-0.38873579272818837	1	1
TMEM184C	0.019514702435738027	0	2	2	-0.387497535080336	1	1
USP54	0.038973106191563106	0.1417742303528219	6	0	0.3873381711543452	1	1
IMPDH2	2.1082529577774857e-5	0	2	2	0.3869760852118841	1	1
MORF4L1	3.297721963175349e-9	7.91033840131033e-6	5	2	-0.38682341663549374	1	1
PPP2R3A	3.761114114146143e-9	0.04183994258300998	9	1	-0.3857270490657285	1	1
ZNF106	2.517202386698713e-31	1.8638315754688142e-19	8	3	0.3851433435439114	1	1
MACF1	4.5753612494588094e-17	9.20187186948047e-9	8	3	0.38323554610055277	1	1
DCN	1.5903423455384297e-7	0	2	2	0.3825641898599419	1	1
ITGB1	1.616869120765404e-8	3.975107373481099e-9	3	2	-0.3823983894468186	1	1
ZNF605	0.0013718182551838466	0.1640755727863266	8	0	-0.38202416446548215	1	0.8333333333333334
RAB1A	0.014329288727539528	0.04719437299367738	4	1	-0.3814650623899445	1	1
SORBS1	9.590150276521786e-31	1.524719881908442e-5	13	4	0.3798483566912433	1	1
RMDN2	0.002689390393576707	0.01225407343482331	5	1	-0.3793537267682089	1	1
ARGLU1	0.011670416893396594	0.32502560339383946	9	0	-0.378926385966574	1	1
AK2	3.447560130779734e-4	0.008067262916506425	4	1	0.3789242109611505	1	1
NAPEPLD	0.011235573474290378	1	6	0	-0.3788005387112084	1	1
XPO4	3.7462166861917824e-18	4.779113232466525e-7	6	1	-0.378733815926907	1	1
FAXC	0.037031525856904786	0.11684814902151909	3	0	0.3782928528954213	1	1
GYG2	2.3089837648619055e-4	0.2591935730705827	11	0	0.3773491800356549	1	0.6666666666666666
OXCT1	3.594876201217543e-4	0.2286683834754031	9	0	-0.3769766383107782	1	0.8333333333333334
NCOA6	5.656223762324232e-12	1.9124648116642211e-4	7	3	-0.37686100498474084	1	1
CAMK2D	7.47099942625282e-6	0.0013453492592826388	6	2	0.3764472848762085	1	1
RPRD1A	0.030826821172931545	0.11043730994760884	12	0	-0.37634490370890494	1	1
PPP4R3A	1.7806910563853003e-4	1	7	0	-0.37570576905513287	1	1
TMEM65	0.03936429830174394	0	2	2	0.37523018265385133	1	1
MPHOSPH8	9.823716266339306e-4	0.0025531619431210287	4	2	0.3751994745254701	1	1
HELQ	0.030401251698016045	0.2583099963319057	8	0	0.37518569078955066	1	1
SMPD1	0.013139749744590869	0.9850689744167855	6	0	-0.3742892152246712	1	1
SUPT20H	0.015320976016387312	1	16	0	-0.37427866973937896	1	1
LOC113245998	1.7764021532530555e-15	7.300098015062669e-6	11	3	0.3740218954884389	1	0.8333333333333334
LIMA1	0.0202148022080142	1	9	0	-0.37340725362976745	1	1
NIPA2	0.005382515400490306	0.005090893279295911	10	1	-0.37194645988879094	1	1
DNAJB9	0.003670470485808566	0.5070351757055751	4	0	-0.3715198403979535	1	1
RTN3	0.0034564539979258795	0.006462726578629586	3	1	-0.3709452598278664	1	1
MLH1	0.046094874663528095	0.6121614907242027	8	0	-0.37049196781638133	1	1
CAMK2A	0.04920298930960437	0.40552915159589953	8	0	0.37034118834479113	1	1
PGRMC2	0.00727087668214782	0	2	2	0.36988461443793474	1	1
PTPA	0.005117733191980143	0.03895063585295206	6	2	0.36868440923818313	1	1
DNAJC30	0.0029603843970421417	0.06073063625807063	5	0	0.3685590912548226	1	1
GAA	0.0015203188914716594	1	10	0	-0.36827862279282453	1	1
SH3RF2	0.0404546163860659	1	5	0	-0.3682036188995971	1	0.8333333333333334
SH3KBP1	5.995738472115301e-9	1.5730015457497082e-7	4	2	-0.3681003623380613	1	1
CUNH1orf123	0.006061753141807559	0.07541960606442245	5	0	-0.3680712557749861	1	1
LOC113252091	0.0404546163860659	1	9	0	0.3675959514339894	1	0.8333333333333334
ARL5A	3.800005364149474e-4	0	2	2	0.36693364777258053	1	1
FBXO40	0.049091810687376745	0.1573673526048477	9	0	0.36636436641572523	1	1
CDC23	0.02256419578498034	0.5311209991083441	5	0	0.36515525969951923	1	1
LOC113260612	0.01881607502893232	0.22528316461304643	9	0	-0.36488967850925563	1	0.8333333333333334
OSBPL9	9.555073161705682e-10	0.0038497025101625957	9	1	-0.36472971337325866	1	1
PSMD2	5.365574636857227e-4	0	2	2	-0.3639721633374291	1	1
PJA1	0.00500076139314016	0.009310245240375513	3	1	0.3636669888001852	1	1
CTTN	2.0994309972304987e-6	0.527576785655701	6	0	-0.36323364260058355	1	1
AP2B1	2.050905687738076e-9	3.497925088735924e-7	5	1	-0.3625755508765991	1	1
KIDINS220	5.596032308708821e-10	0.024784753148045083	10	1	-0.3622461991701148	1	1
CEP83	0.01595621478648366	0.8486245207977545	7	0	-0.36207574005096654	1	0.8333333333333334
DPM1	8.674721873681784e-5	0.0022467693752158745	3	1	-0.3620102094856243	1	1
ASNS	5.458399545122305e-4	1	5	0	-0.3615461165643432	1	1
MYO18A	8.304444677082253e-5	0.005874866421495791	7	2	0.36104808704164	1	1
TARBP1	0.001805739956759438	0.08530310753261781	8	0	-0.36061267494548405	1	1
GORAB	0.03363618974748634	1	6	0	-0.35968281531206675	1	0.8333333333333334
SESN3	0.02162440045759297	0	2	2	0.3595490180546409	1	1
MRPL30	0.01316542861872801	0.001288479442747453	3	1	0.3595202516820822	1	1
LIMCH1	0.005856641837825303	0.1960085389394237	7	0	-0.35946178120961864	1	1
PCYT2	0.028333160945431958	0.19696628524661625	3	0	-0.35926811514374035	1	1
MAP2K7	0.04580976230719747	0	2	2	0.3588930272839631	1	1
ZCCHC8	0.022218253079920643	1	6	0	-0.35799348229476763	1	1
GCN1	0.015444779684338886	1	4	0	-0.3571686169379089	1	1
ASXL1	0.03953426768084213	0.7447061376192204	6	0	-0.3541903502369449	1	0.8333333333333334
GTF2I	3.142047256885485e-5	0.0630302371633687	10	0	-0.3528853343832774	1	1
TTC33	0.013743726255703368	0.2335268177273602	9	0	-0.3528050589712209	1	1
SHLD2	0.029284100276105906	0.6559769248445402	9	0	-0.35211242675762194	1	1
UBL7	0.014216171721898466	0.05165224187242575	3	0	-0.3510584314738464	1	1
PANK1	0.005320249224461418	0.006410507006072537	4	1	-0.34981183550580325	1	1
SPTAN1	0.0021302227641730575	0.02625537057685747	7	1	0.34976227166717816	1	1
DDX52	0.0202148022080142	1	6	0	-0.34867391760209104	1	1
VEGFB	0.028146926888118914	0	2	2	0.34837380002363594	1	1
DCTN2	0.003853103939080636	7.024436286558813e-4	3	2	-0.3483395864226366	1	1
MEF2A	3.371583587212769e-9	0.0010261334057822277	14	1	0.34825550796398397	1	1
ADD1	0.03726791568001022	0.10407532762473763	5	0	0.3481430211046739	1	1
IDH3B	2.7201393948719294e-5	3.4250778943237616e-4	5	2	-0.3480317622421505	1	1
MYLK3	1.361092185264249e-4	1.4263932718815698e-5	4	2	0.3478303959047214	1	1
USP47	4.3185313461309633e-4	0.001645105565864052	10	1	-0.34752544364073684	1	1
CPT2	0.010047314946562885	0.0017299788137075203	3	2	-0.34709680303329904	1	1
FBXW7	0.0024144794271784755	0.168176679173587	3	0	-0.34677002446352656	1	1
ARF4	9.835964810418277e-4	9.84370986216372e-4	3	2	0.34633618964543483	1	1
RSRC2	3.6042057425680326e-4	0.3288692008256764	9	0	-0.34628160625851334	1	1
MARK3	6.165039287396564e-7	2.6253339819981106e-6	6	1	-0.3460155872674845	1	1
ATP9A	0.0010914570197942813	0.009005237376442717	3	1	-0.3456503537280822	1	1
NOL12	0.017923980899618778	1	9	0	-0.3455006154671166	1	1
DCTN1	0.004221536058615743	0.022574609148929864	14	1	-0.3454753428961066	1	1
AGL	2.266063539488853e-11	0.013027593910973743	7	1	-0.34542593574514646	1	1
PAMR1	0.01069101084146539	0.2708954950689375	6	0	-0.34537517757755476	1	0.8333333333333334
DCAF8	0.017782757425872438	0.5295482395548872	8	0	-0.3449640279553499	1	1
USP28	0.03871739503958385	0.7365306328852482	9	0	-0.34488760373333605	1	0.8333333333333334
LPL	0.002613541554673788	0	2	2	-0.3443803115471432	1	1
PRMT9	0.03998335071249041	0.001646561066331895	6	1	-0.34367162359559866	1	1
ALAD	0.008206697970386066	0.407388885618309	11	0	-0.3421775721738954	1	1
ARHGEF7	2.966728341103082e-5	0.12906003490893372	11	0	-0.34188263237721456	1	1
RGS3	6.337965692094475e-4	2.8243271437288462e-5	6	1	-0.34186066823418587	1	1
MYOM1	3.290128377327006e-13	0.00599210930878864	12	2	0.34150075484914033	1	1
SNU13	0.004966123179657499	0.06599366695883814	3	0	-0.3410769396865665	1	1
FUCA1	0.013635060441089317	0.3185760062180351	4	0	-0.34099728828866716	1	1
RAF1	0.01592073121150253	0.005574686835195117	5	1	0.3405590312767421	1	1
DCUN1D2	0.003132719956655548	1	22	0	-0.340200449383784	1	1
BCL2L13	4.900790829906583e-4	1	10	0	-0.339371890221124	1	1
LYRM7	0.0016525184945257964	0.12698474867426063	8	0	0.3392566159405318	1	1
MARCH6	0.002094468566684323	0.0069364074544670876	5	2	-0.3391503364628635	1	1
SELENOT	0.00309030029051018	0.010562241294970716	5	1	-0.33860318254782307	1	1
PTGES3	0.003521863664162814	0.028669469832400953	5	1	0.33849711339079797	1	1
DNM2	2.766207371490179e-11	1.7521227573319133e-4	8	2	0.337369396087796	1	1
APPL2	0.04360855672312857	0.06691754018886334	8	0	-0.3370271029721844	1	1
DNAJC4	0.011752095493571143	0.010281867921490292	5	1	-0.3367267242786919	1	1
FMO2	2.003489552618167e-4	1	9	0	-0.3357928625631408	1	1
CDC14B	2.050905687738076e-9	1	7	0	-0.3347054495139251	1	1
ABCD3	0.025019547232433242	0.04590072847560107	9	1	-0.33466378456686496	1	1
METTL21A	7.056160504893537e-4	1	10	0	-0.33373752922882893	1	1
ACOT6	0.03157279606269224	0.06022791683363029	4	0	-0.33372457286821167	1	1
LOC113267063	1.9519540091979377e-5	0.20836099223574026	8	0	0.33354599248668215	1	0.6666666666666666
FAR1	0.022765018147224966	0.5802228082485834	6	0	-0.33322684840855876	1	1
ANK3	1.6417681885061623e-24	1.625167493609596e-7	8	2	0.3326664876743308	1	1
ARL15	0.03138268655355299	0.21394722324448778	9	0	-0.33214542423410254	1	1
GPR180	0.0015391836088741232	0.011712275735930767	8	1	-0.3318621124041821	1	1
SEC31A	0.006932761326491245	1	12	0	-0.3316465202494675	1	1
LOC113249104	2.7143227932115117e-13	9.51540390545613e-12	10	1	-0.3315346333971021	1	1
RUFY3	3.800005364149474e-4	0.0026251251599943774	7	1	-0.33136593895533617	1	1
AKAP2	2.470788695616475e-5	0.006354148475567994	9	2	-0.33014999983989346	1	1
APPL1	3.1391334199028883e-10	4.915831275883195e-4	7	1	0.32986576106878307	1	1
PICALM	3.951671972867233e-12	2.1272560674195234e-4	9	2	-0.32978208772003925	1	1
LOC113263209	0.008766047908422347	1	11	0	0.3281708245355706	1	0.8333333333333334
ZBTB43	0.019460042809463396	1	4	0	-0.32768289317568433	1	1
MKRN1	0.018087176986030472	0	2	2	0.327073907413329	1	1
PSMD4	0.04550714835377657	0.02957979643431371	4	1	-0.32679701596029964	1	1
PSEN1	0.00676867334289834	0.006025703537055969	6	1	-0.32637799066156514	1	1
MAP4K3	2.533517859717686e-7	0.00974755329751464	4	1	-0.3258859457523738	1	1
SLC30A4	0.014216171721898466	1	3	0	0.32537298890257627	1	1
PPP3CB	0.0014559136138358512	1	8	0	-0.3245840417223417	1	1
BNIP3	0.008630498236858195	0.052086895159792056	4	0	-0.32329527148710263	1	1
TMED10	0.016514338367393366	0	2	2	0.32296944701320884	1	1
PER1	0.009320649275325898	1	11	0	-0.3226278601081646	1	1
IKBKG	0.043162567060000975	1	9	0	-0.3215908687663035	1	0.6666666666666666
HIPK3	5.430724724625374e-7	6.645100468200076e-8	7	2	-0.3215237270108023	1	1
UBL3	4.903562303611916e-4	0	2	2	0.3200880697663716	1	1
ASAP3	0.024426166060137085	0.5891613249212316	4	0	-0.3186028516024253	1	1
AP3M1	0.0026195195004362188	0.2229754250021218	9	0	-0.3183301338771878	1	1
G3BP1	1.1044490306326518e-7	0.004007495097834739	4	1	-0.3180504853531264	1	1
RBFOX2	0.004757891296312015	0.1612583188300822	8	0	-0.31774450120327125	1	1
ATP5PF	8.485131630531948e-5	4.589130603860047e-6	3	2	-0.3175556369223793	1	1
WDR43	0.011006137227316385	1	5	0	-0.31752415561509206	1	1
ZFAND5	6.502290409289987e-6	3.479497367986271e-4	5	2	0.3174535369761185	1	1
DGLUCY	0.025395621736029467	0.09633784492393963	11	0	-0.31743994304264544	1	0.8333333333333334
OSBPL1A	2.56345696598447e-4	0.11738647511522228	5	0	0.3167928144374682	1	1
CTNNAL1	4.900790829906583e-4	1.615204747150098e-4	5	1	0.3165547108701396	1	1
LAMP2	0.03138268655355299	0.01027403756361293	3	1	-0.31609234165485456	1	1
PHKA2	0.001813574352293434	1	9	0	0.3152953267889189	1	1
TUBB	0.009464261745919534	0	2	2	-0.31302628700016377	1	1
PLXNB2	0.03353821623588758	0.7904820914446393	10	0	-0.3124522882693624	1	0.8333333333333334
PHKA1	4.900790829906583e-4	0.0037508721678533954	10	1	-0.31233276378495595	1	1
MITF	4.655194012427503e-5	0.0011752614627592844	7	2	-0.31204697372877876	1	1
MLIP	0.015024222941773593	1	10	0	0.31109328651984725	1	1
AAGAB	0.034585343767756675	0.005793373810222626	4	1	0.3088347566978156	1	1
CRAT	9.840806113315988e-5	3.873504807835682e-6	3	2	0.3086243497833291	1	1
LOC113264370	0.012646907051763242	1	11	0	0.3081097567899139	1	0.8333333333333334
LOC113254378	1.3896835735064582e-6	0.044329866653439375	9	1	0.30723336652552014	1	1
SRI	0.022045463213929535	0.010706179051251314	4	2	-0.30706621139195023	1	1
EAPP	0.015549855145250813	1	3	0	-0.3068886951643959	1	1
DNAJC3	0.043046364445990595	0.3315020649595636	5	0	0.30661722664672336	1	1
NUMA1	0.024575571147465024	0.01795058613246929	8	1	-0.3044449037871504	1	1
APOL6	2.966728341103082e-5	1	7	0	-0.30430614842693354	1	1
CTNNB1	0.023440781443565015	0.11287840281657582	7	0	0.3035380274870337	1	1
GOSR1	0.04282356503159805	1	4	0	-0.30340988959906134	1	1
CUNH9orf3	1.7556436337453115e-10	2.1885602428941414e-4	6	1	0.30310476418642623	1	1
ZNF462	0.028589451067567533	1	7	0	-0.301956097144121	1	1
CREBRF	0.002053114747193164	0.05110200494255904	4	0	-0.3009109947505686	1	1
ARMT1	0.002992111970582466	0.004929865281441525	4	2	-0.3006843527821279	1	1
NCOA1	0.007651807101413711	1	9	0	-0.300683890763699	1	1
PEX5	0.002177926601049662	0.10434634236679798	12	0	0.300154222701954	1	0.8333333333333334
RCN1	0.04835017966152911	1	4	0	-0.3000889474652002	1	1
CUNH1orf43	0.020142151295650466	0.15228154566197194	3	0	-0.299630064154618	1	1
EIF5	0.002891128925300959	0.13573408883599303	8	0	-0.2961325228656153	1	1
PPP2R5A	0.015080172035900626	0.35411773645338546	4	0	-0.2953644816465498	1	1
FBXO32	0.0161672040933546	0.009476340537434734	3	1	-0.29518498904127694	1	1
LOC113253952	0.01316542861872801	0.12028987159177086	6	0	0.2938262387113448	1	1
SLC25A44	0.04613561901217578	1	5	0	-0.29311522127486794	1	1
ZEB1	4.7446274594364625e-4	1.9554760563741632e-4	4	1	0.2930431707030122	1	1
SGCG	0.001003650160394	0.09648816060781916	8	0	-0.29112332095081817	1	1
FXR1	3.3172060873668836e-13	0.006683810300928778	8	3	0.2909810423241724	1	1
ETFDH	0.014767237296385825	0.06556247181554024	11	0	-0.29090354160268783	1	1
SNX5	0.036091733417401274	0.49283351736796455	6	0	-0.2908312315184681	1	1
DAP3	0.010786116812668773	0.0088826954623315	9	1	-0.2907589827260229	1	1
PPP6R3	0.002212681741836537	0.24323442781746893	17	0	-0.29067681021537867	1	1
LOC113253249	6.867905930023059e-36	4.0993038749634995e-23	5	1	-0.29035322583293266	1	1
USP11	0.04360855672312857	1	12	0	-0.28979462512691595	1	1
CAV1	1.231615606466205e-7	9.680678551378348e-7	5	1	0.28934359278843924	1	1
NDUFAF5	6.569888302135564e-4	0.9897892468717963	8	0	-0.28905877030293675	1	0.8333333333333334
RAPGEF6	0.004168305301661789	1	9	0	-0.2877831436001528	1	1
ACSL4	0.04202857595320771	1	10	0	-0.28744497058231666	1	1
KANK1	1.4386861976527976e-7	0.013562641177330614	12	1	0.2865211979171854	1	1
PPFIBP2	0.0247655425680464	1	16	0	-0.28642658019408035	1	0.8333333333333334
KRCC1	0.016334640323697643	1	5	0	-0.28519145109310595	1	1
FGFR1	0.00332731742224929	0.1641187438533199	9	0	0.2844038476188138	1	1
SYNE1	4.337439375736919e-16	2.9437200642859162e-5	13	1	-0.28355318510984434	1	1
RHOA	0.03930062766808905	0	2	2	0.2827755670093052	1	1
AP2M1	0.033258808281621165	1	3	0	-0.28094684934314984	1	1
DENND4A	0.014209404976383445	0.03593195929674596	4	1	0.27930115316557946	1	1
ARIH2	7.307740686088503e-4	1	5	0	-0.2792816411698426	1	1
ACSL1	1.229350803023971e-5	1	12	0	-0.27925871272412456	1	1
CLOCK	0.03935950895736106	1	9	0	-0.2790346149555711	1	1
S100PBP	0.04651332702436592	1	12	0	-0.278936256947707	1	1
IPO7	1.2031490919351767e-6	2.2585698102131944e-4	7	1	-0.27885324466293	1	1
ATL2	0.04238587463262943	0.8743865983871969	8	0	0.2782678918496453	1	1
LOC113265291	0.021746363169889205	0.3046365544184167	5	0	0.2769253895651811	1	1
SPG11	0.012377578018453957	0.11725516670708086	6	0	-0.27639501013677176	1	1
