gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_cortex-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
GRIA3	0.0356499414107949	0	2	2	0.48911973895750505	1	1
GLYR1	0.004192247600839075	0.0012440740826748075	8	1	0.4889414645954317	1	1
LOC113254331	0.012683919503515096	0.4965650527001216	5	0	0.48871750364091626	1	0.75
C9	0.017655178370544682	0.062174906662466056	6	0	-0.4880192538404353	1	1
NUP214	7.445208046836204e-4	5.954952549337571e-4	4	1	-0.4879354627723253	1	1
RMI1	0.04081403881950283	0.4410398586564287	4	0	0.4877352677133925	1	1
CASP8	0.032486309841697474	0	2	2	0.4861301884020123	1	1
FAS	0.03575870853005708	0.496276674230692	6	0	0.4852798955335308	1	1
VMP1	0.004873688936505694	0.019480392954529132	6	1	-0.4832107184693363	1	1
COMMD10	0.025464677757591515	0.02230681923107022	5	1	0.48298253525710544	1	1
PTBP1	0.007515204697300134	0.015741407280963213	6	1	0.4829817585580595	1	1
ARHGAP5	0.002580524225695981	9.91730774468792e-5	3	1	0.48190356995070005	1	1
KCNS3	0.032161612671880994	0.2967683975644563	3	0	0.48165534542121896	1	1
UBFD1	0.004105029031007969	0.013527715636041783	7	1	-0.48147987566342737	1	1
ST3GAL5	0.033647191884228995	0.06264158454601287	4	0	0.4806950333865777	1	1
PLAT	0.004820327622261568	0.0010035306146506592	3	2	0.4796081889684103	1	1
LYSMD1	0.025221165438077703	1	5	0	0.47876374207019157	1	1
TAF1B	0.006725811782453114	0.6019015574284589	7	0	-0.47754484989566187	1	1
MAFK	0.026087485412291146	0.012207259197611744	6	1	0.4774622441574533	1	1
TRMT44	0.046761539472642735	1	4	0	-0.4768162584962696	1	1
BLCAP	0.028400796828398623	0.18994676667198293	4	0	0.47546717856523396	1	1
AEBP2	0.04137925668969864	0	2	2	-0.47455673948229615	1	1
ALCAM	0.011016262660624726	0.060245105215557364	4	0	0.4744221196697075	1	1
MLF1	7.128618394005234e-4	0.032653070446248204	6	1	-0.4725794463929514	1	1
ALKBH1	0.039968632656552164	0.1535795182427277	5	0	0.47237921952897965	1	1
PRR12	0.03525214373988789	0	2	2	-0.47209636798230914	1	1
ABHD16A	0.002408342999915965	0.045142243120266004	13	1	0.471878183830184	1	1
ERAP1	0.008168549786320152	1	8	0	0.4716556409789939	1	1
EIF5	0.0257936605825225	0.31005831308410614	8	0	0.4713703660864	1	1
KIAA1614	4.439863656399304e-4	0.12105811554472513	6	0	-0.4712250610185315	1	1
ARHGAP10	0.0071217945120848015	0.003150353439466208	5	2	0.47111721948285573	1	1
CUNH6orf62	2.5376589309677056e-4	0.1425149230588041	5	0	0.47028756749426187	1	1
EPHA4	0.025372031833585818	0.01562287191711805	4	1	-0.46967609477840633	1	1
STK4	0.012420536297663487	0.009629842674281424	6	2	0.4689996118801043	1	1
TTC14	0.007086716875376651	0.07097120588385102	9	0	0.46838202536037815	1	1
GGACT	0.00477473925691342	0.03878354091108022	5	1	0.4683552267993275	1	1
LOC113249425	0.013675762673253272	1	3	0	0.4683097715312365	1	1
YTHDF3	0.0010021941768007419	5.058789531076555e-6	6	2	0.4677167278720945	1	1
FAM161A	0.01162556274130449	0.7672259396455176	4	0	-0.4665809885571708	1	1
YBEY	0.044117095067055426	1	5	0	0.4659291185783788	1	1
SHLD2	0.004068996509078911	0.3165944511299781	7	0	0.46495477820693437	1	1
LOC113263287	0.04177573797920135	0.04553455408252353	5	1	0.4648931153528684	1	1
SFPQ	0.0029574736452830327	2.6456491191547343e-4	3	2	0.46280571271736426	1	1
KNG1	0.03009911999041209	0.14109104544774959	8	0	-0.46266679043310477	1	1
ADCY6	0.019894169829048566	0.13338380840643702	8	0	-0.4622456699417179	1	1
PDGFC	0.008598253816561903	0.07390231742439952	4	0	0.46215621876935215	1	1
ATP6V0D1	0.04764233572245032	0.09320565980457526	3	0	0.46159985941050974	1	1
GMPS	0.01773826719908985	0.025547460380587105	5	1	0.46128967954550215	1	1
CLCN4	0.0011661950324250178	1	7	0	0.4605982946106287	1	1
ZDHHC19	0.04222054469127146	0.48484659991777623	7	0	0.45881991826595075	1	1
ST7	0.036353002869595655	1	9	0	0.4587448192216343	1	0.75
ADGRD1	0.03185753216586699	0.9391638915776255	7	0	-0.458555341399842	1	1
GCFC2	0.03660974333955379	1	6	0	0.45821958896423326	1	1
KCTD9	6.493949904016497e-5	0.10275693399767187	6	0	0.45786901603230823	1	1
EPHX2	0.025221165438077703	1	7	0	0.45702765236914633	1	1
MYO1B	0.016724770909450598	1	9	0	0.4569968436561825	1	1
EFR3A	0.019894169829048566	0.048353786324115584	8	1	0.4563735692439175	1	1
FNDC3B	0.012017233016369895	0.006214259268817665	4	2	0.45631560762370166	1	1
CHIC2	7.287407402316036e-5	0.40276661463050323	7	0	0.4562081011612261	1	1
MECP2	0.0014046153381871008	0.0047780391566409975	3	2	0.4556499760688139	1	1
SLC27A1	0.010331859193054781	0.14992759711326736	9	0	0.45500839813611194	1	1
RHOBTB1	3.91183334874588e-6	0.0012868599103890849	11	1	-0.45489391932715517	1	1
KIAA0513	0.039298876989931196	0.005912603163728266	4	1	-0.45473944664221094	1	1
GNA13	0.034313694221202104	0.005195302761072618	3	1	-0.45428067371216685	1	1
LOXL2	0.0058822116136651266	0.08045677206480135	12	0	0.4536280166272656	1	1
MRPS10	0.006541963244419338	0.10003566605135193	5	0	-0.45325077998318	1	1
ANK3	3.929695235806694e-7	1.5085860162709962e-4	6	2	0.4527029244434796	1	1
CD58	0.02946578811589835	0.008945908296915977	5	1	0.4522668215997943	1	1
PARD6B	0.04555696570441757	0	2	2	0.45111228011088367	1	1
MAP1LC3B	5.968578260444658e-4	9.019280508794536e-5	4	2	0.4506399164092836	1	1
MAP7	0.0017375369125477613	0.007514563988170845	6	1	0.4502305950652583	1	1
EIF5A2	0.019894169829048566	0.25123027431432937	3	0	-0.45009606588670875	1	1
RUNX1T1	0.022276063760025073	0.049520095528098725	3	1	0.4496361645902081	1	1
TMEM220	0.025561326821038708	0.300941233044736	5	0	0.4495320005738995	1	1
YTHDC2	0.029293247794146417	0.00843326149390782	4	1	0.44900725450038165	1	1
ANKRD46	0.017575802453148246	0.06796124310080454	6	0	0.44850147886002073	1	1
RALGPS2	0.01485981813721492	0.009164096546928048	3	1	0.4480771337152681	1	1
DIP2B	0.02295206865393091	1	5	0	0.44767872664047	1	1
WDR60	0.005917919033244342	0.3936076330959629	5	0	0.4473031050335887	1	1
PJA2	0.0370851323156631	0.006289736855001178	3	2	0.4457847752673471	1	1
RIMS1	0.010722241718328222	0.3636292437781424	6	0	0.445648635508014	1	1
WRB	0.042160358699527674	0.14314715559733668	5	0	0.44544385375961015	1	1
JADE2	0.011932830886245152	0.2833213427377335	9	0	0.4450359273338309	1	1
SOD2_LOC113259616	0.04777688532302549	0	2	2	-0.44479659025968965	1	1
PPP1R3B	0.009429797077487348	0.017773882003256868	3	1	0.4445916400392207	1	1
PDZK1	9.762858394915714e-9	0.018910536996794687	7	2	-0.4444922895651232	1	1
TPP2	5.908736778778004e-6	0.010471005667928331	8	1	-0.44318882852765856	1	1
DPYS	1.377183811746123e-4	1.9275459192538198e-4	5	2	0.44260233838734653	1	1
ZNF333	0.00986879311906914	1	8	0	0.44129777671043496	1	0.75
HIVEP1	0.04966568160395935	0.6819174378906073	3	0	-0.4397463891391884	1	1
MBNL2	0.009376978415174549	8.470104924373201e-4	11	1	0.43942594438423355	1	1
XPO5	0.01698902591732614	0.0016855300468134515	3	1	-0.43924615439651593	1	1
STK3	6.463884422491476e-4	0.3319420539517364	10	0	0.4387487770174712	1	1
SRSF2	0.0010791220179731625	0.0011247743367670208	5	2	-0.43856038147160176	1	1
GID8	1.66755149640655e-4	0.41046240025007585	7	0	0.4381655103348715	1	0.75
FBXW9	0.010331859193054781	1	4	0	0.4381151538130902	1	1
SDHD	1.4984905666236257e-4	2.9524010008701794e-5	4	2	-0.4378397787305537	1	1
CBLB	0.024775312866612907	0.015894044273046887	5	1	0.4376103398882792	1	1
DPM1	0.04130385047512946	0.022627304503924237	3	1	0.43691575820464007	1	1
SHE	0.04599216070553917	0.48606277568162637	4	0	0.43634688362928825	1	1
SCARB2	0.030820061442310698	0	2	2	-0.4356724913157608	1	1
HYKK	2.7497301281995297e-4	0.050868585658289014	10	0	-0.43540689876606853	1	1
FAM92A	0.029535290266663815	1	4	0	-0.4348106591482719	1	1
HNRNPA2B1	5.332167443453481e-8	0.0013941956986675212	9	1	0.4347964247871138	1	1
PPFIBP2	0.01880602618660258	0.09098896998655301	13	0	0.43362230841163096	1	1
RAD17	0.01590836777333235	0.21929973742156839	8	0	0.433391104736063	1	1
VPS29	0.002281268710736206	0.07803673951453502	4	0	0.43198898448115397	1	1
SNX5	0.034328237800635784	0.006094413572953777	8	1	0.43144731672808967	1	1
LEAP2_LOC113261724	0.012507043236302149	1	4	0	-0.4311359859721816	1	1
HDAC7	0.0030320752426111035	1	6	0	0.4303686827287636	1	1
LTBP2	0.024775312866612907	0.018713976269938083	3	1	-0.42999246879365904	1	1
ABLIM1	0.007032881619023672	0.0022774874342062277	6	1	0.4294438536770181	1	1
PSPH	0.005783804024170843	0.30148213461729584	7	0	-0.42878672475337964	1	1
APLP2	1.1228551106285616e-8	3.3327195920850737e-6	5	3	-0.42868016349247196	1	1
LOC113246305	0.006776122592475217	1	10	0	0.4285025695266867	1	1
TPD52L2	1.5017726543395328e-4	0.08583294865587819	6	0	0.42730283994420426	1	1
TAOK1	0.022313809664200584	0	2	2	-0.42509786383908715	1	1
XG	0.025221165438077703	1	8	0	0.4238987320143799	1	1
DNAL1	0.011689260515558438	0.6356600997041869	4	0	-0.4227442430477816	1	1
CSPP1	5.66202199419971e-4	0.0012619314919738998	6	1	0.42256905948783174	1	1
USP8	0.014248358587980663	0.013426051067838417	5	1	0.42154897526486723	1	1
UBE4B	0.012232990280239824	0.8723061649622851	3	0	0.4214097614671777	1	1
PDCD6IP	0.0010202135966309472	0.024179141233186135	7	1	-0.42122482772301884	1	1
DGLUCY	0.029383563824436906	1	11	0	0.42092185844087443	1	0.75
L2HGDH	0.0020006768813975884	0.3073818471528646	7	0	-0.4207628365279903	1	0.75
SETD6	0.0060819493326062	0.17761463123950658	6	0	0.42069887698138453	1	1
LOC113270622	0.03344097650448491	1	7	0	0.42032967256614057	1	1
PUM3	0.030810051230368042	1	12	0	0.4203055096116566	1	1
TOM1	0.0016751957949243486	0.03927690093139937	11	1	0.42005154295943187	1	1
PSMG3	0.0472951529060154	0.6601210105852269	4	0	0.420012001155275	1	1
SORBS1	4.895085897652198e-6	0.0018604105587506465	14	1	0.41992220815845976	1	1
PNRC1	0.008353839491612157	0	2	2	-0.4193490788184948	1	1
PM20D1	1.6408227262297093e-4	0.01574089134732553	6	1	-0.41904697947508984	1	1
CCNI	0.038259709129316054	0.07743631645187468	3	0	-0.4182011455124227	1	1
ERCC6	0.032486309841697474	0.1510198761481058	7	0	-0.41800986375484106	1	1
CCDC80	0.008185229571929584	1	6	0	-0.41727354284855905	1	0.75
PSAP	1.5731463661719996e-4	0	2	2	-0.4165482137799832	1	1
GSTO1	0.01267455244317997	0	2	2	0.41622974860550765	1	1
CAMSAP2	0.0010021941768007419	0.0866737830800082	3	0	-0.41525735362209615	1	1
PACS2	0.028400796828398623	0.006820224753970305	7	1	0.41512469055444345	1	1
PHKA1	0.008448817543199929	0.46679512669985196	10	0	-0.4149855737883412	1	1
PRMT9	7.414350927661117e-4	0.07287263579233905	6	0	-0.4149637668565306	1	1
ZFC3H1	0.004761918425184725	0.3253889325470621	3	0	-0.4143085165576837	1	1
SLC39A14	0.04154328663526902	1	10	0	0.41358064426577246	1	1
SEC22B	0.04948292837121306	0.02107556955741909	6	1	0.41233072261348647	1	1
GPC3	0.03887979558366045	0	2	2	0.4121063110698743	1	1
SLC25A25	3.6449518723302243e-05	1	13	0	0.41165558625340687	1	1
TMEM41B	0.032897705118868505	0.650637162693956	7	0	0.41164616350444694	1	0.75
OSBPL8	0.00931632518307521	0.030123950809351017	10	1	-0.4115513174787229	1	1
RBM23	2.0630013488474392e-4	1	7	0	0.4109047121444234	1	1
SLC4A7	0.03791320804056148	0.353382872170101	3	0	0.4106098324686108	1	1
THNSL2	0.043386912185914	1	9	0	0.41013101058893003	1	1
ARNT	0.0010791220179731625	0.021116344278995575	10	1	-0.40996014696977623	1	1
FAN1	0.006041556209521455	1	8	0	0.4095736149631779	1	1
XDH	0.016696833217908085	0	2	2	0.40926430964493166	1	1
RBM42	0.029702192974029082	0.4822666171022033	3	0	-0.409218586597498	1	1
CPLANE1	0.028400796828398623	1	8	0	0.40896400348982986	1	1
ACAD11	0.009088292737372832	0.0026303948558774747	5	1	-0.40880672698000525	1	1
ICMT	0.03993973217053263	0.04605107023483964	3	1	0.40865608102419065	1	1
BCL7B	0.008162333149966075	1	8	0	0.4076612819385975	1	1
WDR44	0.006545956856407992	1	3	0	0.407423080190823	1	1
LOC113267060	4.46132370959801e-4	0.0035356476185039176	6	1	-0.40701959355577944	1	1
YARS	0.00747248205493604	0.06078524932099123	10	0	0.4068642731511493	1	1
CFAP44	1.8065942830746237e-4	0.008618963035293095	7	1	0.4065881394182991	1	1
BCL2L1	0.02560787748115947	0.0028577116228757954	5	1	0.4057420296756592	1	1
TSPAN12	0.01299449299086799	1	13	0	0.4056652167299217	1	1
EXOC1	0.0026914814258640557	0.03286793144310002	7	1	0.4056428508405664	1	1
MRPS5	0.04978592257492087	0.023164681402650242	6	1	0.4053396986676341	1	1
PARP14	0.00848986094180408	0.01877671077752061	4	2	-0.4049405219120829	1	1
CDKN2AIP	0.0034370600704467253	0.3181901346794125	5	0	0.4048527076268581	1	1
DDX52	0.020545474384627758	0.2123327650191048	8	0	0.40430580686866346	1	1
LOC113244591	0.00653541943022517	4.614165372501258e-4	4	1	0.40367419721533015	1	1
EOGT	0.0017226814268953357	1	4	0	0.4031825523357137	1	1
HSD11B1	0.016601819669231896	1	8	0	0.402416159739521	1	1
TUBGCP2	0.018942444679007475	0.5739797838713957	9	0	0.4014623247243733	1	1
GOLIM4	0.004192247600839075	1	8	0	0.40075110832996064	1	1
COPS3	0.0043191148936808504	1	10	0	0.39981883089098985	1	1
LCOR	0.021356160443838305	0.007043608914545908	3	1	-0.39962053107008066	1	1
TARBP1	3.722600925165373e-7	0.04185097933721772	8	1	0.3992734813750031	1	1
TRABD2B	0.00688057836361634	0.0453579830676816	6	1	-0.39915650623754256	1	1
DAG1	0.031226660094671656	0.31938329964619144	8	0	0.3981045035527899	1	1
FAM234A	0.0289561861792951	0.14526632158912545	10	0	0.3980242351361774	1	1
PIP5K1A	4.904709018681347e-4	0.20141496927129518	10	0	0.3974680484946521	1	1
TMEM30A	0.03698564159948121	0.08967046365535766	5	0	0.39671688730550525	1	1
SGPL1	0.003794074657031059	0.07457918453714234	7	0	0.3966589028498563	1	1
DDX47	0.013675762673253272	1	7	0	0.39664570178341263	1	1
AS3MT	3.401331281229425e-6	0.19776467662733385	9	0	-0.39531868904524714	1	1
HSPA14	0.0035917909925988604	0.03992875062240202	8	1	0.3952775943227639	1	1
MAN2A2	0.00697266884948562	0.01836854223195754	4	1	0.3948621613869049	1	1
SLAIN2	4.601561865917399e-12	6.245656498103078e-5	6	2	0.3945798700193161	1	1
WDR20	0.004186613612554307	0.25976668574883305	10	0	-0.39457016804694856	1	1
PDCD4	0.04841681770523235	0.18815682519478558	5	0	0.3939790119475972	1	1
ORC2	0.028660907960971132	1	7	0	0.3928711269757522	1	1
RBM14	0.029080912011168653	1	5	0	0.39215248381524376	1	1
ELOVL5	0.012420536297663487	0.33154048328064323	16	0	0.3919826476856978	1	1
PCYT1A	0.023333222008710918	0.01291905191444191	6	1	0.3907950492696282	1	1
APOOL	0.036353002869595655	0.6879405505275996	4	0	0.3905943644108253	1	1
NOV	0.0244144936906206	0.017723090815981273	3	1	0.3904438348295538	1	1
ZNF568	0.02015092355097843	1	8	0	-0.39016587552596604	1	1
MTFMT	0.034328237800635784	0.5978115655391064	4	0	0.3897734519279761	1	1
HERC4	0.015422068023563386	1	6	0	-0.38949811714903027	1	1
MARVELD2	0.0345348794361158	0.020921214980104675	5	1	0.3892116040397742	1	1
PLIN2	0.01588696682485532	0.021653670001452126	8	1	0.38839371626247426	1	1
ABR	0.016376916097430548	0.004022067318743094	5	1	0.3879454301468711	1	1
SUOX_RAB5B	0.00877700250452587	0.022579987684585596	3	2	0.3874672164056633	1	1
SLC18B1	0.043463871002648584	1	14	0	0.3871594153366351	1	1
TTPAL	1.2769752191546045e-5	0.0036255238929214745	9	1	-0.38708304293326146	1	1
PDE4D	8.841937959972164e-8	6.169439081689899e-8	6	1	-0.38678227060258774	1	1
TMEM59	7.324235544572563e-8	0.0012565468685387874	7	3	0.38642492193908806	1	1
RFWD3	8.209332441256697e-4	2.151934073255551e-4	5	1	-0.3864200543290462	1	1
ANKRD29	0.03389346180646393	1	5	0	-0.38628974853172693	1	1
C1S	0.004672543822715516	0.005924323876844025	3	1	-0.3861142744060987	1	1
LOC113263209	0.005917919033244342	0.2912629358146987	8	0	0.3854371188949513	1	1
ZSCAN16	0.04952765664734059	0.00956000332762803	3	1	0.384514804955391	1	1
LOC113242775	0.017575802453148246	1	5	0	0.3827503116919408	1	0.75
BCL2L11	0.006181879068824619	1	13	0	0.38210614962726597	1	0.75
CNST	0.01580746200577932	1	11	0	0.3817708230590612	1	1
HM13	0.033266008677955594	1	6	0	0.3815687183187524	1	1
DCUN1D3	0.003308229726188199	1	6	0	0.38138935608961855	1	1
ARF1	0.017601409868668507	0.0045407816286239236	4	1	0.3811267307012113	1	1
NIPSNAP2	0.017601409868668507	0.03529640782285624	6	1	0.3807045050758631	1	1
LOC113249727	0.022276063760025073	0.015179011055717971	8	1	0.38059769639812396	1	1
CLPTM1L	0.013850642202867783	0.6088995770205593	7	0	0.38055969088864183	1	1
RCL1	0.01433461037734626	1	15	0	0.38046900455039645	1	1
MSH6	0.04555696570441757	1	4	0	0.3803231513803826	1	1
ITGA5	0.0302848335699471	0.7597816961525911	7	0	0.379796823661246	1	1
PAPSS2	0.016724770909450598	1	5	0	0.3796029967455069	1	0.75
AACS	0.021783061507190168	0.12801294105419056	5	0	0.37933363152874977	1	1
ARHGEF3	2.5376589309677056e-4	0.3340308559132867	10	0	0.3790348947546518	1	1
NDUFAF4	0.036291311107944375	0.7712034300505713	3	0	-0.3776511961937285	1	1
B3GALNT1	1.9072403651302566e-6	0.15106253410929962	13	0	0.3772126308625212	1	1
ZMYM4	0.03895832097749113	0.08107807954210353	7	0	0.3762253202836294	1	1
DCLK2	0.04154328663526902	0.05505368452160759	3	0	-0.3758845482714545	1	1
LOC113264927	2.4108582713988875e-5	1	14	0	0.3753789104124019	1	1
USF1	7.339300613175989e-4	0.399642501701125	11	0	-0.3751391273963594	1	1
CLU	1.4194077516547544e-4	0.010703287703900943	6	2	0.3750137339251218	1	1
GIT2	0.016744631212345474	0.3403534015033125	12	0	0.3750129870015175	1	1
PCBP2	1.9072403651302566e-6	0.0013580703248973942	11	1	-0.37481774976123583	1	1
NEK7	0.03813378121466729	0	2	2	0.37463575135912375	1	1
SS18L1	0.03533551713900744	0.6146850856370918	7	0	0.37337913409675105	1	1
COPS4	0.033606477433277215	0.05473566655522951	5	0	-0.37191507846636457	1	1
VDAC2	0.016772462576179963	0	2	2	-0.3718596669102249	1	1
CRYBG3	0.02730485997571579	0.42774707166470444	5	0	0.37181170059077506	1	1
USP3	1.599490517817949e-4	0.18814376110038902	10	0	0.3716313746794364	1	1
AMOTL2	2.3856110184852168e-4	0.006642724093583553	4	1	0.37051482840419697	1	1
TOP2B	0.0058822116136651266	5.984045512540166e-4	7	1	-0.36980438872092136	1	1
KLHL7	1.1223616453338031e-6	1	12	0	-0.36923041330804984	1	1
LOC113246291	8.023613285722841e-4	0.12677391016463987	10	0	0.3690910147642286	1	1
FNDC3A	0.012420536297663487	0.47337422774600946	9	0	0.36891006640464086	1	1
SF3B3	0.04688782752496538	0.6120497726955255	4	0	0.36755987359710174	1	1
DOCK9	0.012420536297663487	0.449732113417806	8	0	0.3668984199600295	1	1
MAP2	0.02425574683632739	0.10587285527483618	5	0	-0.3656771525096134	1	1
LOC113249190	0.025221165438077703	0.003970391481325264	3	1	-0.3654627403089263	1	1
ABCD3	0.0014416725594416809	1	11	0	0.3653032322797558	1	1
FAM160A2	0.018574652748315854	1	8	0	-0.36516864156395595	1	1
SEC24B	0.0031813890563536177	0.020439763924519266	9	1	-0.36473561416684397	1	1
RGN	0.00720541806361238	0.009996136692194742	5	1	0.36445224011502425	1	1
VEPH1	7.61870674745429e-5	0.06455421084263423	8	0	-0.3641246151917026	1	1
DERA	0.002318912950408448	0.051649635749872275	6	0	0.36410634376405476	1	1
KYAT3	0.02269990461484947	0.6415982110471249	6	0	-0.363527640605752	1	1
novelGene_LOC113270085_AS	0.027706992939431598	0.789551399989006	6	0	0.3628581940089195	1	1
APP	0.008353839491612157	0.012124736077060607	7	1	-0.3625613609870767	1	1
LRP6	0.03219947103364256	0.005745702112392241	3	2	-0.3623555094544025	1	1
ATAT1	0.004337595884879159	0.2448703763225899	10	0	0.36178972205117216	1	1
PER3	0.022276063760025073	1	4	0	0.3612917567501353	1	1
NOC2L	1.0611381990030663e-8	0.009046133058889226	8	1	0.36070837854115445	1	1
ACOT6	0.010331859193054781	0.15838558013254903	5	0	0.35952034096261437	1	1
N4BP1	0.015505145701318319	0.005052777002724562	4	1	0.35875137016333114	1	1
DDX23	0.014826535941799205	0.07322489284593825	5	0	0.3576385758722306	1	1
RBBP5	0.005970248019452331	0.5359812313688508	9	0	0.3557731426089708	1	0.75
ZMYM2	1.828292383927686e-5	0.41002003708178064	10	0	0.35527655084250703	1	1
GUSB	0.032161612671880994	0.6286395827898965	6	0	0.3549521348016941	1	1
PHYKPL	0.002698150215551338	1	12	0	0.3549275565588292	1	1
ALDH4A1	0.011996163349351309	1	7	0	0.3544106439127277	1	1
PRDX6	0.019476771329815703	0.35303149512742293	5	0	-0.3543319064671341	1	1
ARID5B	0.024775312866612907	0.00295446236391391	6	1	0.354282633435652	1	1
CES1	0.030820061442310698	0.027591952177988065	5	1	0.35416961192227325	1	1
SRP54	0.002277858625794229	0.7571116136459652	9	0	0.3529511651453965	1	1
DNAJB6	2.3285020397805513e-5	0.0233923917249868	10	1	0.35271673616862587	1	1
TP53BP2	0.0463443774792078	0.03750237246278348	6	1	0.35239711205081203	1	1
RNF19A	0.0031535927123732834	1	9	0	0.3515905119474576	1	1
LOC113270621	0.0317693044360447	0.13260477465217735	6	0	0.35115452797878904	1	1
RAVER1	0.012420536297663487	0.3765190915571912	4	0	0.35107957816745716	1	1
PTGES3	0.010722241718328222	0.001879920610107491	7	1	0.3496842165357965	1	1
KIFAP3	1.6408227262297093e-4	0.0016072871693970548	6	1	0.34886748829396186	1	1
PCMTD1	3.545141091320429e-5	1	10	0	0.3478951227246992	1	1
NCOR2	0.0320757973021323	1	7	0	0.34723675909363194	1	1
TANGO2	0.0028745852475803363	1	10	0	0.34631606262300374	1	1
ACOX1	0.012506352606923486	0.22561726094950177	6	0	0.34605233859958195	1	1
CUNH1orf198	5.830149986631838e-5	0.008320898821459179	6	1	0.3457414351093192	1	1
HSPA4	1.940728283230259e-5	6.945831377468316e-6	5	1	-0.34533807129884286	1	1
MECOM	0.005724521129298348	0.09419038625350407	8	0	-0.3443674681449764	1	1
HIF1A	0.016884377431033402	0.248978524874381	10	0	0.34430172342534193	1	1
EMC3	0.0021593980771359373	0.1671886819511499	6	0	0.3440813132334634	1	1
PLD1	0.04154328663526902	1	5	0	0.3438004010014102	1	1
GALNT11	0.004337595884879159	1	10	0	-0.34360424954855034	1	1
MAST3	0.010319170766787192	1	11	0	0.34157332828656556	1	0.75
CTSH	2.7227550751967212e-9	0.001177439319517853	8	2	0.34098804516994613	1	1
PHLDB1	0.0032959370891230506	1	10	0	0.3408020987495347	1	1
FAM214A	0.034328237800635784	1	7	0	0.34004542162862017	1	1
RBMS1	0.0034531562187315418	0.403265091816983	15	0	0.33970642369725523	1	1
ARFGEF1	0.01533920532522972	0.011361275028639912	4	1	0.3396651679899932	1	1
ITCH	0.028400796828398623	0.00475307766162945	3	2	0.3392798685330376	1	1
R3HCC1L	0.004655611978090672	0.9035492823523247	10	0	0.3390378901931829	1	1
DMTN	4.711018018029978e-4	0.3682908061225347	6	0	-0.3383897476653028	1	1
NBN	0.03139826536946667	0.9291183629683402	15	0	0.3378275119217028	1	1
GRAMD1B	0.009341218933181667	1	5	0	0.3377757275284879	1	1
HAT1	0.0024627652526327216	0.05159656297841161	5	0	0.33713556034272685	1	1
CCDC186	0.031495526513548186	1	4	0	-0.33681027866556845	1	1
BCAR3	0.03253073093372337	0.2677142754085122	4	0	-0.3365128139075516	1	1
CSNK1A1	2.4108582713988875e-5	3.5427696447751827e-6	8	1	0.3349047658689578	1	1
RPP38	0.010171701778732653	1	3	0	0.33476205023213823	1	1
LOC113269674	0.024775312866612907	1	6	0	0.33461073624620874	1	1
HERC3	0.03581545402648216	1	15	0	0.3340968345943064	1	1
PCNP	0.002345315925220031	1	9	0	0.3339467379945309	1	1
CMC2	0.035079448662625475	0.23672997124727957	12	0	0.33371912424130096	1	1
MTMR10	0.04688782752496538	0.2745139590966524	6	0	0.3336235498491682	1	1
UCKL1	0.0020782072942772253	0.5780994370954208	14	0	0.3335923950867714	1	1
LOC113264440	0.04565926832479525	0.43122998589826195	6	0	0.33331863603503353	1	1
PLEKHM3	0.0054906382963158485	0.14462374998628838	6	0	0.33331669354232435	1	1
BIRC2	0.012982028963906095	0.7578131022797506	8	0	0.33311479483122597	1	1
SLC36A1	0.016724770909450598	0.15336632869723396	6	0	0.3329594625727946	1	0.75
MYO6	3.945164243907549e-4	1	10	0	0.33203394657483576	1	1
SMAD4	5.240023837677302e-7	0.1839452104605012	9	0	-0.3316889654036807	1	1
COL3A1	0.02931020498503973	0.03160317604394645	5	1	0.3314688068189082	1	1
MAPK8	0.008507709289351718	0.02586265526872816	5	1	0.33119931549685633	1	1
RNFT1	0.047484768179622855	0.950428509493632	6	0	0.33101050385513464	1	1
KDM4A	0.02169848933379298	1	8	0	0.33100754233525725	1	1
PRELP	0.0058822116136651266	0.1000301795327416	4	0	0.3304593256490673	1	1
FZD1	9.711490154791339e-4	0.2025773576095591	4	0	-0.3303072776716586	1	1
PSMD4	0.03283377157963596	1	8	0	0.3302098983167634	1	1
USP40	0.044117095067055426	0.2832982053389976	8	0	0.3301032597482323	1	1
CDV3	0.011016262660624726	0.17038470045412377	4	0	0.32845103864374736	1	1
PHF3	0.033225209304709374	1	8	0	0.3284356142409747	1	1
SMC1A	0.002662220964901348	0.019274823923359077	8	1	0.3277381701996924	1	1
RPAP2	2.3856110184852168e-4	1	6	0	0.3276089996849956	1	1
LRCH3	0.02987377189974303	1	6	0	0.3275208491406729	1	1
ALDOB	0.003626079316272502	1	7	0	-0.3274807117934503	1	1
LOC113259254	0.0013078736277850403	1	10	0	0.3272521671012582	1	1
MAT2B	0.0026686365881763412	2.5506586834459817e-4	3	1	-0.3259438646971239	1	1
BAZ2A	0.004607446909600003	0.06572200964037564	8	0	0.3257989431183799	1	1
BMS1	0.03145285383287765	0.004280277981676008	3	1	0.3257957170695431	1	1
CUNH5orf22	0.014217043237097639	1	10	0	0.32566246388249925	1	1
TAX1BP1	0.00719183264029014	0.036081492151017094	8	1	0.32540906578388734	1	1
PPP1CC	0.036353002869595655	0.053371604658726465	5	0	0.3252604050176457	1	1
STAG2	0.0038394206915220333	0.09248667282554124	9	0	0.3251918674504364	1	1
LAMB1	9.026218868363608e-9	6.660967378465483e-5	10	2	-0.3251352330625068	1	1
