gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
COPS4	1.2143304861850875e-6	1	7	0	-0.43034291394467655	1	1
VPS8	0.019602792626222186	0.24124664434239274	11	0	0.4302931938801249	1	1
L2HGDH	0.010487407829407712	1	7	0	0.4297234995876082	1	1
FAS	0.0036547756683958737	1	7	0	-0.42884612951097206	1	1
RHEB	4.683320895305659e-6	1.951915579169971e-6	5	1	0.42858525036729755	1	1
LVRN	0.008317948583338652	0.0026726784980258753	5	1	0.4279837460122645	1	1
MRPL15	0.020926598147703587	1	10	0	-0.4275832255831939	1	1
SEC22B	0.004785236465862168	0.019413262497128582	6	2	0.42746981135484385	1	1
LIMS1	2.845890853843721e-4	8.313811346431774e-6	4	1	0.427114618084196	1	1
PLAT	0.01973597230114774	0.0029035966966579297	3	1	0.4265901394900964	1	1
CCND3	0.032473244297699475	0.008150220056299751	3	1	0.4263656393101617	1	1
ZNF620	2.8861140127029145e-5	0.03197922416250669	7	1	-0.42628404283710974	1	1
PTBP1	0.007355673542665432	0.040017246906951257	7	1	0.4262337886930501	1	1
ZWINT	0.010890672314736642	1	6	0	0.42603578660873204	1	1
FAM57A	0.03336723934305675	0.0028450129651845495	5	1	0.4257030993390758	1	1
EIPR1	0.02012419782545424	0.021386533427265136	8	1	0.4255751702976892	1	1
APP	0.013681908379159727	0.0015544013671888296	6	1	0.4250424816841408	1	1
ANTXR2	1.2131339797784254e-4	9.759297534789203e-4	4	2	0.42485502353151833	1	1
FBXO34	0.0029003404775879414	0.039406937383394854	7	1	-0.42453946170384177	1	1
PARN	0.009855942583334186	0.10153179587234078	8	0	0.4242593806991434	1	1
VAMP7	0.038898385143185076	0.3481380256982739	6	0	-0.42367693719354005	1	1
RBBP6	0.021118662151261958	0.024556109257822433	3	2	-0.4230663140777815	1	1
LOC113251817	0.022252990779994146	0.2542542353696595	5	0	-0.42291427274887994	1	1
NPC1	0.009855942583334186	8.703175977221047e-4	4	1	0.4228162208038032	1	1
AIMP2	0.044325145920306445	0.12540119510721578	3	0	-0.42273885856403526	1	1
APPL2	1.853008967729666e-11	5.553109414903327e-9	11	3	0.42223800698819824	1	1
DNAL1	0.018521700616991134	1	4	0	-0.4219028786204787	1	1
PPP4R1	0.018701488762646292	0.19738068219074992	4	0	-0.42185386872374353	1	1
BCL9L	0.005488627275996451	0.038378592023209215	4	1	-0.42158906123835505	1	1
CCDC80	1.0108439975343088e-22	5.439341283571568e-8	5	2	-0.4215028483464208	1	1
AKT3	9.103993068301108e-5	3.535482242266084e-5	5	1	-0.42119677293301205	1	1
RAI1	0.004733097798213596	0	2	2	0.42091201087964103	1	1
LOC113265899	3.1114716341601204e-7	1.2752708467449003e-6	4	2	0.41946346720028105	1	1
GGT5	3.5935036831250744e-5	0.0018996922518929678	8	1	0.4192845737092397	1	1
ZNF692	0.02280109422155066	0.528033069832766	9	0	0.4187748586647376	1	1
VPS33A	0.029854655484242643	0.005506725798985197	4	1	0.41825579636720023	1	1
ZNF484	0.03535111669618315	0.30798020367841256	4	0	-0.41823588056759553	1	1
WDR20	5.809858929322617e-5	1	9	0	0.41812923930983653	1	1
INO80E	0.029543869624777	0.032264923283275584	5	1	0.4177701609393154	1	1
MCC	0.03324209151543943	0	2	2	-0.4172102283875912	1	1
ZMYM5	0.018369896376751963	1	8	0	-0.41704042666876273	1	0.75
VARS2	0.0488588515331019	0.6044483967567449	3	0	0.41687882370271023	1	1
MLF1	0.027370203284775185	0.01430922000293069	5	1	0.4168658435754252	1	1
BMS1	0.010693930909262725	0.004128296039379097	3	1	0.41639283365798674	1	1
AGAP1	0.0010624180091844421	0.0044049458898962205	6	1	-0.41618999549304014	1	1
ADAMTS9	0.0414228661099648	0.8118125110862808	5	0	0.4158819810275679	1	1
AP3B1	0.0014835487005378208	0.0032959037623050452	12	1	-0.4156003865599696	1	1
LOC113261514	0.045135403360788334	1	6	0	-0.41524226416443666	1	1
ACSS2	0.0010541912713941278	1	9	0	0.4151643074897706	1	1
ZMAT2	0.0442642032001136	0.03879275153165345	4	2	0.4147556950297892	1	1
ZNF568	0.01687082275275196	1	8	0	-0.41352518659565174	1	1
LOC113244018	0.0038607453889058538	0.0027350590834148416	3	2	0.41327933837394865	1	1
RUBCN	0.010246610478244607	1	9	0	0.41282640364576517	1	1
TBC1D5	0.02648646667463282	1	4	0	0.4126907259251071	1	1
ING3	0.040609119466949194	1	3	0	0.41256537218183376	1	1
PGAP2	0.0020995188132406444	1	7	0	-0.412539946613581	1	0.75
RAVER1	0.0037536028801413005	0.0285829909808896	4	1	0.41204470371257473	1	1
INTS6L	0.013622231044066156	1	10	0	-0.41203911252932074	1	1
LOXL2	3.810708427186236e-6	7.246969861319886e-7	13	2	0.412013968214765	1	1
PLEKHO2	0.020783300911762358	0.002502706247107689	3	1	0.4115840487446003	1	1
ERI2	5.841609121863937e-11	0.39361432866953755	9	0	0.41053400122284	1	1
MTSS1	0.001487954170674719	0.0845507656232937	11	0	0.4104878348303058	1	1
MGAT5	0.002258343837056627	0.14245533221274792	6	0	0.40956007445994114	1	1
SMARCAD1	0.0031517900142762002	0.026170959766127055	5	1	-0.40881093493029363	1	1
SELENOT	0.0023513452395625763	0.043965779992639835	5	1	-0.4087726852807142	1	1
SRSF6	0.03772994233128856	0.2565953175396062	4	0	0.4085818345516477	1	1
ZBTB41	0.001378138937786006	0.022843375016344945	3	1	0.4082448469104837	1	1
PAK4	0.019435035243777717	0.09605088237292199	4	0	0.4081441744389652	1	1
LOC113254674	0.012523039092134073	1	6	0	-0.40803784563612716	1	1
PPP2CA	0.029294121809976585	0.001659450893050668	6	1	0.40686362021580913	1	1
C2CD3	0.028605025211953686	0.03732872855066383	3	1	-0.4066100782874611	1	1
FKBP10	9.910478276837606e-4	0.11957789432135987	4	0	0.40637747423253495	1	1
DDB1	0.03037437603099197	0.1462577203000081	5	0	0.4062903145871755	1	1
PJA1	0.0027204340429291566	0.015113014998910851	3	2	0.4058293446430311	1	1
MAFF	0.007788335935488661	0	2	2	-0.4049643903313858	1	1
ARHGEF2	0.017707550399828586	0.08916558631092132	6	0	0.4048160675316354	1	1
CLEC16A	0.033199235148312516	1	6	0	0.40469405892002863	1	1
ZNF623	0.04230452268354418	0.13351246252784962	4	0	0.4040513361376631	1	1
BCORL1	0.011856863998621375	0.9971913124230797	4	0	0.40392474260152544	1	1
UBE2V2	0.0035546513162065616	0.0076137472170775536	4	1	-0.40374490436753663	1	1
SLC25A44	0.0414606980381053	1	6	0	0.40321519454952526	1	1
MED24	0.0010832076228287843	0.01114900604880618	14	1	0.4029653151715867	1	1
PFKFB3	4.8548522549536356e-4	0.006002064851854075	11	1	0.40176720730110677	1	1
CGNL1	6.269009263176095e-4	0.46474859130873053	8	0	-0.40121860196160863	1	1
CCDC186	0.0012177829224935377	0.032315684535191194	4	1	0.3998931348276126	1	1
OXR1	3.419428385261925e-14	6.926896526410765e-4	9	1	-0.39901375586012955	1	1
ACTR1B	0.0442535484507973	1	7	0	0.3985922103515277	1	1
NONO	0.014762307157219044	1	8	0	-0.3979955438993456	1	1
LOC113243895	0.003358036533312665	1	8	0	-0.3979650454693969	1	0.75
GALNT15	0.004954333949805512	0.41907727884849255	5	0	-0.39778031592990776	1	1
CEP170	0.00791999779859376	0.10055770748658935	5	0	0.3975746048038893	1	1
DCN	2.8756041771469422e-5	0	2	2	-0.39672605453475285	1	1
CIRBP	3.720939869213513e-5	0.07268777782228486	8	0	0.3966981939229779	1	1
FAM214A	0.0020995188132406444	0.10372364240432806	8	0	0.39652741949714304	1	1
LOC113250365	0.00325066221696233	0.1188754868784166	13	0	0.39620105107920695	1	0.75
GPATCH11	0.03749748469834224	1	5	0	-0.39614045231109085	1	1
ANO10	0.03361840870621237	0.06081635301286609	7	0	-0.3951951965779536	1	1
LOC113264927	8.162708968508026e-7	1	14	0	0.3949566790602505	1	1
DNASE1	0.01875458885130607	1	8	0	0.39480472752852525	1	0.75
IL4R	4.480773687373514e-5	4.6578165761996e-4	10	1	0.3939384766618136	1	1
POLRMT	0.02131382382066064	0.5362085293230161	10	0	0.3936774405723408	1	1
GSTO1	0.021832228819921563	0	2	2	0.3930806115422458	1	1
CLCN4	0.0334939309675309	1	6	0	-0.392827939386049	1	1
B3GNTL1	0.03601430522348292	1	8	0	0.3927071158786765	1	1
LOC113256785	0.038120591715458965	0.45699248255325353	3	0	0.39222803752985347	1	1
ZDHHC5	0.009837733339785932	0	2	2	0.3919583204909244	1	1
VIRMA	0.03926172590065564	0.24465950696397695	10	0	-0.3911858830180885	1	1
OSBPL3	0.0035264565058023647	0.019459705848636443	3	1	-0.39079120311414084	1	1
APOOL	0.0019835078675973844	1	5	0	-0.39048024229051437	1	1
OSBPL6	0.04546311161745959	1	6	0	0.3902687449953444	1	0.75
RRBP1	1.5149670764272454e-4	0.011016917922140618	11	3	0.39024683576819613	1	1
DAPK2	0.012321671883072524	1	6	0	0.38985386946282385	1	1
FARP2	0.006768161178186783	6.644455936128357e-4	5	1	0.3897107906541118	1	1
PKNOX1	3.5353511134950506e-6	0.7324668906337062	7	0	0.3895366608839434	1	1
NHEJ1	0.018521700616991134	0.6804779828986603	5	0	-0.38946539067190616	1	1
ETS1	0.032856302071997766	0.10763684985219635	4	0	0.38937903783490935	1	1
ASPH	3.5353511134950506e-6	0.1276087067212542	7	0	-0.38936700515517253	1	1
ELOVL5	2.4839988958678972e-6	0.0021669870328515166	16	1	0.3891036699351029	1	1
MAP2	2.5272240011936525e-4	0.013210440282874623	5	1	-0.38855431493472864	1	1
EIF3B	0.005808830154784934	0	2	2	-0.3885507556102942	1	1
SLC41A1	0.04529093226155684	0	2	2	-0.3879615673472092	1	1
PPP1R10	0.0024312939634917093	0.3394440200453426	5	0	-0.3879507925089017	1	1
TOGARAM1	0.015121176998752121	5.688358535368972e-4	4	1	0.38772551025556534	1	1
YARS	0.010567120581088201	0.03784710291918862	9	1	0.3875705974683406	1	1
ANGEL2	0.019352116101693757	0.6927716724550377	8	0	0.38756569916336603	1	1
ABCA6	0.028739432714179735	0.002660425403076029	4	1	0.3857946774470693	1	1
THRAP3	1.551488477900861e-8	3.0981172492177795e-5	7	1	0.3855090413822565	1	1
POLR2A	0.0023513452395625763	8.62110757705749e-5	3	1	0.38540251042527707	1	1
LOC113252430	0.010246610478244607	0.8708507901073488	5	0	-0.3853590084077439	1	1
XRCC5	0.00409426973965877	1.4122725561168848e-4	8	1	0.385080007483212	1	1
PTPRU	0.023040070753392723	0.004691195981404905	3	1	-0.3846095030947819	1	1
FBXL17	0.010246610478244607	0.06258480063580915	4	0	0.38438468517448066	1	1
SRSF2	0.0010088380395494154	1.892350254740381e-4	4	2	-0.38433776276512543	1	1
GPR108	0.023644946986799836	1	6	0	0.3830126531513594	1	1
CSF1R	0.006329962017296041	0.2306572203811956	9	0	-0.382596121939507	1	1
SELENON	0.029056050751129475	0	2	2	-0.38168286611047186	1	1
ESYT2	1.0644404783902188e-7	1.055453472213182e-6	9	1	0.38129235375436354	1	1
EVC	0.001283576673929775	0.4922529419971471	4	0	0.38100581715698023	1	1
ZNF529	0.04689035651907314	0.5686308936221303	8	0	0.3800373657629417	1	1
LOC113249727	3.5935036831250744e-5	4.812444271600206e-6	9	1	-0.3792476400240693	1	1
GPC3	4.740522737235385e-4	0.004174653890833184	3	1	-0.37785753250778376	1	1
EP400	0.0298868071546344	0.1487870316264705	11	0	0.3778069943018931	1	1
TRPV4	0.04845821180910424	1	5	0	-0.3775950322677083	1	0.75
TMX1	0.029285495080082363	0.00843973262814097	6	1	0.3772616860436679	1	1
PRXL2A	0.03128053070108073	1	5	0	0.37644746528582373	1	1
MYC	0.044164063422931624	0.008029560900459507	3	1	0.3763156720899277	1	1
VPS37A	0.036900142283000543	1	6	0	-0.376272267514302	1	1
NDUFAF4	0.03930255013895325	1	3	0	-0.3762701077769232	1	1
MED23	0.008547427021452034	0.8255796025421465	3	0	0.3762611474207371	1	1
CD99	7.62708619768865e-4	3.4941175133557937e-6	5	2	0.37623922390640263	1	1
GNL2	0.017328702754734138	0.1806988410506113	10	0	0.3757701175504135	1	1
EPS15L1	1.3181513158430747e-4	0.07470965784437333	8	0	0.37547735072418986	1	1
FGFR1	1.551488477900861e-8	1.5425892978638942e-7	6	2	0.37490304791259726	1	1
MYO1B	9.432264058145197e-4	1	6	0	0.37360317800685394	1	1
AGO1	0.03495250815693217	0	2	2	0.3726999165915973	1	1
PCNX3	0.004697528718232481	0.024245363500140987	5	1	0.3724908694194744	1	1
FAM13C	3.9728939608966324e-4	1	8	0	-0.37232690506469535	1	1
LOC113244749	0.001311935937504581	0.015035387421937536	5	1	0.3721707744397589	1	1
ABHD10	0.04122949900817874	0.9034694834348972	4	0	0.3720135498482856	1	1
KATNAL1	0.0010216667626568529	0.009344860821607593	6	1	0.37139733532604136	1	1
ZNF23	0.03255283551097316	1	7	0	-0.36920537493058225	1	0.75
LMBR1	0.02280109422155066	0.24117298679829796	6	0	-0.36849470311039617	1	1
RNFT1	0.004489948255986306	0.018697440231769193	8	1	0.3677626070643735	1	1
LOC113248518	1.381017974567498e-9	1	16	0	0.36744935229973646	1	1
COL12A1	3.43572080892058e-4	0.051561390213375226	7	0	0.36678087515379315	1	1
RXRB	0.025111354243779863	0.022996622032981022	5	1	-0.36629464454721394	1	1
EIF4A2	0.03324209151543943	0.5335331349547281	6	0	-0.3662144503770621	1	1
RABGEF1	0.045471382134562914	0.15897096619118292	10	0	0.3660630071491607	1	1
SMAD5	0.03601141478558858	1	4	0	0.36477952629644017	1	1
ASH1L	0.001193529745801706	1.8248527732758985e-4	4	2	-0.36452113043843826	1	1
ST6GAL1	0.010691287503556605	1	12	0	0.3644092625248353	1	1
NEK3	0.010568207749367776	0.012463723496802996	10	1	0.36415009010310817	1	1
PDE5A	0.04536947604929756	0.02953956797725803	3	2	0.36409887394522333	1	1
DECR2	4.47639749024751e-4	6.424722422773227e-4	8	1	-0.3634727242175039	1	1
SPARC	1.2157575978585487e-5	5.5631410294358286e-5	4	1	-0.36334286905758517	1	1
DGLUCY	0.022969943920901636	1	13	0	0.36235264394078254	1	1
EFR3A	0.008084264122067369	0.0037970206192490634	8	1	0.3623503193811824	1	1
TSC22D2	0.018396099335888462	0.005344544486585067	3	2	0.3623290695526954	1	1
STARD3NL	0.011260779834736416	7.609590482897147e-4	4	1	0.3622034067076407	1	1
NEDD4	0.011385232769297957	0.012081910218119891	6	1	-0.3619013521709693	1	1
LOC113267063	0.007995012888956361	1	9	0	0.36146615398157805	1	1
PUDP	0.0010832076228287843	1	9	0	0.36116689970446003	1	1
EED	0.010510861077024626	1	8	0	0.3609789919271593	1	1
DCAF7	0.016425012013741736	0.0016890751367000024	3	2	0.36084698991765995	1	1
GGT7	0.037268228140145694	0.22016217016691944	4	0	-0.3599365044194329	1	1
PHYHD1	0.0021586797298418885	0.041868573270307	9	1	0.35867903261926637	1	1
CCDC14	0.002965196345421675	1	5	0	0.35844825507998	1	1
ENO3	0.00294006081127339	1	8	0	0.35837621514748863	1	1
PFN2	0.041808733195752984	0	2	2	0.35813298538369687	1	1
SLC2A3	8.771679383911802e-4	0.017221316466437292	4	1	0.3566793482625924	1	1
KLF11	0.040127075243018964	0.023625422742226353	3	1	0.35655961570609096	1	1
DLG4	0.0016209789888406022	0.08918723573716107	5	0	0.35652434908405833	1	1
SLC36A1	1.725644621156332e-4	0.0517002171485798	7	0	0.35620360937868123	1	1
SLC19A1	2.3772206542846974e-4	0.052710222492472314	10	0	-0.3561788232826394	1	1
CSPP1	1.2984591895863078e-4	0.006623542050515108	6	1	0.3560993399557191	1	1
LOC113246855	0.03413042031542537	0.932950698474503	7	0	0.3558415412478257	1	1
LOC113245792	0.03336723934305675	1	5	0	0.3556716378909171	1	1
LOC113270979	0.0391605112055007	0.27317191474460195	13	0	-0.35501904977835935	1	0.75
HNRNPH1	4.008093856577499e-6	1.023646093337499e-6	10	1	0.3548237902814944	1	1
COL3A1	7.202300763873772e-13	1.1113291734619803e-5	5	2	-0.3544779299245865	1	1
ACTR6	0.04741223982860216	1	5	0	-0.3533769970730273	1	1
HSD17B11	2.418338883144783e-7	0.014507164596988585	4	1	0.35326280194801596	1	1
TACC2	0.008752057699874496	0.4819794075345688	15	0	0.35310592615259256	1	1
ECHDC3	5.063862070215605e-4	0.011960529665375154	6	1	0.3517316208340532	1	1
ENTPD4	0.013681908379159727	1	7	0	0.3516233959135514	1	1
GPX3	0.027341623822478747	1	4	0	0.3507260176406673	1	1
NCBP1	0.025211026610270852	0.18079929912249296	7	0	0.35066397651380277	1	1
SENP5	0.009461963585406812	0.07681437947527328	8	0	-0.3503231847143242	1	1
LOC113261234	0.042335544747398146	0.05466721257897756	5	0	0.3498697065055373	1	1
ZMYM2	5.966168008667133e-6	1.1972850043055321e-4	11	1	0.34969702018499643	1	1
SBF2	1.6538483005951548e-4	1	5	0	0.3494073721365814	1	1
ZNF106	2.3544175108002827e-4	0.0025580364063099497	7	1	-0.34840734227708053	1	1
NARS	0.0035034444997839947	0.031772888196057655	5	1	-0.34815583795564065	1	1
BIN1	5.046223156995696e-4	0.04666004604586462	12	1	0.34813518274880156	1	1
TOM1L2	0.003949456395007751	0.004065556972973183	4	2	0.34758340763492773	1	1
CDKN2AIP	0.0013232662649563793	0.04365888259831463	5	1	0.34617943702857157	1	1
OXNAD1	0.019470917608174654	1	5	0	0.34599851114150615	1	1
MED15	5.8193809100083614e-5	0.13113713129414023	7	0	0.3457794062990236	1	1
TCF12	4.557644400558145e-5	1	6	0	0.34569440556981507	1	1
FAM214B	0.03324209151543943	1	8	0	0.3455727347956503	1	1
CCNG1	0.03410926864011898	0.006348246686195245	3	1	0.34487818220711075	1	1
USP48	0.024673700977260706	0.27301125299887896	14	0	0.3442887467667577	1	1
HAUS3	0.027900754013463376	1	6	0	0.3437104561702587	1	1
BLCAP	0.02988161228238459	1	4	0	0.34363395204756336	1	1
ANKRD6	0.025109613428615805	0.3425968211653152	8	0	0.34334664042905805	1	1
PDSS1	0.02200900489725836	1	4	0	0.3433241259913681	1	1
DLC1	5.8948163669037055e-5	1.3442750176754007e-4	7	2	-0.34325688380259034	1	1
CUNH1orf198	8.617254277881628e-5	0.025799482830045135	6	2	0.3432061548209553	1	1
CHIC2	2.9648112000111007e-6	0.06555210246339958	8	0	0.34290997741174556	1	1
LOC113241692	0.014106350443346892	0.001489304636513453	3	2	0.34288344889588224	1	1
SMG7	0.026119353610729038	0.09150080809266396	11	0	-0.3426436059735288	1	1
DPAGT1	0.03347756849152129	1	7	0	0.34257752528901825	1	1
NIPSNAP2	0.029543869624777	0.7592476682755599	7	0	0.34237076070088973	1	1
PTK2	0.008254728215896654	0.00651094869432836	8	1	-0.3417027132427659	1	1
PPP2R5A	4.125924185047404e-5	0.023684266417234538	5	1	-0.3412780044757907	1	1
CXCL12	0.015139331274523429	0.006527525510044294	4	2	0.34121816703524727	1	1
JKAMP	3.031877542053407e-5	0.05623216620898503	10	0	-0.34102193385907165	1	1
TCF7L2	5.6473783528810974e-8	1	15	0	0.3405575502662265	1	0.75
LDAH	0.011290406545132612	1	6	0	-0.3403362725590714	1	1
SPICE1	1.285441747676853e-4	1.9900808234545752e-4	7	1	-0.3401953470480976	1	1
PPM1B	0.030788184206788593	0.0386442569424116	3	1	0.3398393614063261	1	1
CAMSAP2	0.0025659936194518595	0.06248301273184098	4	0	-0.3393356885701938	1	1
ITCH	0.03336723934305675	0.014630319556571071	3	1	0.3392653245611602	1	1
CFAP44	0.032473244297699475	0.2608353015460812	7	0	-0.3385446162971252	1	0.75
STOM	3.79359077547872e-12	9.311938569691713e-9	9	3	0.3382052525433937	1	1
ATP8B2	5.010772306713626e-5	0.002133374289233144	4	2	0.33812025128008283	1	1
PLSCR4	1.237474550437241e-4	1.3230150403096062e-5	8	1	0.33809227011599696	1	1
DCAF6	0.0414228661099648	0.9687173391621342	11	0	0.3369351858426383	1	1
MNAT1	0.026325853013823397	0.6572533266783025	4	0	-0.3365431294079977	1	1
B3GALNT1	0.04725148181020536	1	15	0	0.33635687030893885	1	1
STAMBPL1	3.405931876934854e-4	0.01104280659190441	5	1	-0.3362658392473171	1	1
SCFD1	2.122084929018654e-4	1	9	0	0.33612301678533857	1	1
OLA1	0.006919808608363265	0.03114898703046093	4	1	-0.33542072501045284	1	1
IFT81	4.7565886118760024e-4	1	10	0	-0.335106614918001	1	1
STX12	0.018810292348550063	0	2	2	0.3349800768031259	1	1
ELMOD3	0.017766640226384696	0.7142831906134873	9	0	-0.3347977734398511	1	1
HIP1	0.032329361253709984	0.7069707270757305	5	0	0.3347030711638165	1	1
FAXDC2	0.04911324592506656	0.6049235375817948	14	0	-0.3344909177474442	1	1
ATP11B	0.008806555359395509	0.0014261998476851412	5	1	0.3344016114795887	1	1
MECP2	0.017672939779845444	0.027537311496687547	3	1	-0.3341399823481265	1	1
NELFE	0.04741223982860216	0.1325497235020618	3	0	0.33405990435718314	1	1
ARHGAP5	0.04074093749545232	0.009265517963649536	3	1	0.33391255037221274	1	1
SLC35A1	0.03567303679569719	1	5	0	0.33388013360800495	1	1
SRP19	0.009867042164283859	1	4	0	-0.33380428109565663	1	1
TRMT2A	0.005283734060836621	0.1269685235993636	4	0	-0.3337034954127627	1	1
CAB39L	0.02150953863751615	0.8765086842798383	9	0	-0.33355191369050974	1	1
GUSB	0.007619297147234922	0.09224921433224388	6	0	0.3330415364817062	1	1
CHRDL1	0.008543782755812314	0.012399237747180098	7	1	0.3324903820739589	1	1
PHIP	0.022790853661455536	0.03603014826230266	4	1	0.3321068034436402	1	1
CLK1	0.017766640226384696	0.09040193949195356	7	0	0.331834938421413	1	1
LOC113251518	0.02652366074678072	0.028000075247440515	8	1	-0.3312938686303355	1	1
GYG2	5.1232713907920885e-5	0.057974554017547704	10	0	0.3311449696785712	1	1
SMG5	0.004489948255986306	0.7065461352689845	4	0	0.330395792034247	1	1
PUM3	2.3401456481590756e-5	0.43581518388211915	12	0	0.3303704940730442	1	1
LOC113263209	0.005716967056570646	1	9	0	-0.330192221364834	1	1
SMC5	4.557644400558145e-5	0.030226100830172464	7	1	0.32961321613716044	1	1
HECTD1	4.480773687373514e-5	0.08060624956573739	9	0	0.32956413882105706	1	1
MAPK14	1.4484527117850342e-6	0.0012268619499120855	11	1	-0.3294417651135634	1	1
ABR	0.001865311798509022	0.019847943301555634	5	2	-0.3293104727633338	1	1
RBM42	0.009491103077999198	0.07779561131253179	3	0	-0.32833327547079283	1	1
PIP5K1A	0.0022317642564578274	0.3673318550049527	12	0	0.32719776157936287	1	1
DOP1B	0.03550966454445718	0.9735200447858071	5	0	0.32692160300157075	1	1
FAM13B	0.008464260498501998	1	6	0	-0.3269097935171843	1	1
KLHL22	2.8861140127029145e-5	0.019546502697341366	8	1	-0.326599071543459	1	1
SPATS2L	8.471721332680122e-4	0.057720470847482476	6	0	0.3265902550380702	1	1
IRF2BP2	0.03321133829784166	0	2	2	-0.3263733058553753	1	1
SCARB2	0.04529093226155684	0	2	2	-0.32629756249757824	1	1
DDX52	6.530418333750768e-4	0.4349106857916754	10	0	0.32618663981420165	1	1
ATG9A	0.04425086572740622	1	15	0	-0.3261099257561191	1	1
HNRNPA2B1	6.71338375378454e-17	0.09437519134154698	9	0	0.3259748919102747	1	1
FBLN1	0.007175385820228717	0.010685277971330611	4	1	0.3256098866580288	1	1
TANK	3.5935036831250744e-5	0.08786428362384245	11	0	0.32522133284994753	1	1
R3HCC1L	6.977042217524349e-5	1	11	0	0.3249710905931628	1	1
ISCA1	0.03488606165698025	0.0608903552389274	5	0	0.3244712436678139	1	1
PDCD6IP	0.013613530051243303	0.04064757276904976	10	1	-0.32423347888207965	1	1
WDR13	0.04916679614321678	0.16533852605880286	12	0	-0.3239958530579528	1	1
FNDC3A	0.020783300911762358	0.22506786171322304	9	0	-0.32398230590624677	1	1
LOC113242772	0.006919808608363265	0.32960541200455096	8	0	0.3238638356947987	1	1
PSMB1	0.014106350443346892	0.007719157123145671	5	1	0.32357809940499815	1	1
UBE2D3	2.989723451243173e-8	3.4221777096082416e-6	8	1	0.32331488845805145	1	1
LOC113270621	0.04101099762735632	0.12142325609622773	6	0	0.32306511136436494	1	1
THBS3	7.44173264126775e-5	1	16	0	-0.3226622899577583	1	1
SORBS1	7.311551931058324e-7	0.003607364912546958	12	1	0.3223792679286184	1	1
DYNLT3	0.028739432714179735	0.01465558362164342	3	1	-0.322371697109052	1	1
FIP1L1	1.0771951123892913e-8	0.002345274791285693	12	2	0.32137912064326457	1	1
PARVA	0.018810292348550063	0.0025878586436085694	5	1	-0.32136905240610547	1	1
IRF9_REC8	0.018702836608330282	0.5113677924556401	11	0	-0.3209484885698361	1	1
RHOBTB1	0.005046211186247804	1	12	0	-0.3204868931090471	1	1
NMI	0.022016654123481864	0.028668561226350777	10	1	0.3194509214761223	1	1
ERBIN	0.020618089271900956	0.04611452974819262	5	1	-0.31897796035153925	1	1
DERL2	0.03249588070228027	0.023513548883543886	7	1	0.3188450976732752	1	1
TIMM21	0.0338713985795058	0.27986239411008473	4	0	0.31883451958113185	1	1
GSN	1.8687342528695074e-7	3.273242956105003e-10	4	1	0.31769432355206556	1	1
TMEM250	0.04741223982860216	0.20872509469387054	3	0	-0.31727895441310916	1	1
DNAJC10	1.317178602217084e-4	0.6252606140618829	7	0	0.3160225573992905	1	1
CAMK2G	0.0069385134666261564	0.01286330465050979	6	1	0.3158953446791526	1	1
TNS1	0.00961809144618109	0.5020664146099798	10	0	-0.31482705003180417	1	1
GATB	0.00782243187589133	0.5792965123971825	5	0	0.3146779947645466	1	1
A4GALT	7.62708619768865e-4	0.1476010446350978	16	0	0.3145255058007047	1	1
COL15A1	0.02115538496953074	0.026914422565114556	10	1	-0.31439020744117424	1	1
NSD3	0.01424243931953169	0.004272757182920815	5	1	-0.3141614678178926	1	1
KANSL2	0.0019738473879463776	0.00898932587949445	15	1	0.3137082035524222	1	1
SYNE3	5.2332770164095225e-5	0.014152580233092977	6	1	-0.31336654510041756	1	1
TADA3	0.01487430462157462	1	4	0	0.3130985377279558	1	1
GLUL	3.0265236449121647e-6	1.4909105887876346e-7	5	2	0.3130676672070112	1	1
GLB1	0.020783300911762358	1	10	0	0.3126526398226989	1	1
MTM1	0.004029537732982934	1	4	0	-0.3122185928109796	1	1
PHKA2	0.009253128937776592	0.09292674702115573	8	0	0.3120244647398024	1	1
GMPS	0.010693930909262725	0.13823826089014732	6	0	0.3118785953845966	1	1
FAM131A	0.032446897193005995	1	5	0	-0.3117547834488909	1	1
MSN	0.006493086833775521	0.0027075509751524423	3	1	0.3113381510513	1	1
SARAF	0.019435035243777717	0.030745471002584707	7	1	-0.31034471468190494	1	1
FAM120B	5.279520890650612e-13	0.009075533549462637	11	2	0.30971626121162116	1	1
NAXD	0.00780705118860946	1	13	0	0.3097107296310012	1	1
CYFIP1	0.009746542933014473	1	12	0	0.3094816012363727	1	1
SLC39A13	0.025687956520174422	1	6	0	0.30922872919878847	1	1
GTF2I	0.033199235148312516	1	11	0	0.3091818988524019	1	1
PQLC1	0.021485160548096353	0.18160488434819808	6	0	0.3083995990527452	1	1
CHD9	3.5935036831250744e-5	0.015346264384997137	9	1	-0.30727289647410755	1	1
LPL	0.03784492174154685	0.01887237555756758	5	1	-0.30719118540181845	1	1
LOC113250606	0.016311219754950666	1	13	0	0.30711714595688444	1	1
MPEG1	0.0338713985795058	0.007683912871072691	3	1	-0.30651276073394096	1	1
TUBB	0.028850977452644536	0	2	2	0.30594174750375314	1	1
MBNL2	0.011321659726378204	0.07589737785623796	14	0	0.3057144451804481	1	1
