gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Lung)	pct_gene_expr	max_pct_tx_expr
RNF19A	1.6462520796780134e-5	1.0839559232661435e-4	9	1	-0.3482555098404569	1	1
MTMR14	0.012396552838134036	0.06007740075292312	7	0	-0.34721500018719903	1	1
FNBP1L	1.215995290646433e-5	5.252832948930926e-7	9	1	-0.34598471091582766	1	1
SRSF1	0.0069707461866175	0.23301220578356557	9	0	-0.3430383918928578	1	1
MYO9B	0.04276407853259942	0.21616788033799428	6	0	-0.3422525106503862	1	1
THBS3	0.046926912208269764	1	14	0	-0.3419910007265822	1	0.8333333333333334
PLD3	0.045109396741125414	0.0187370944123632	6	2	-0.3417781613662852	1	1
GTF2I	7.972887595585484e-4	0.023769183290367646	11	1	0.34162580492570194	1	1
novelGene_LOC113259900_AS	0.016091206740186312	0	2	2	-0.34139190004955566	1	1
CCDC66	0.00826483920828385	0.023578587369816092	11	1	0.34112593505675193	1	1
MANBA	0.0036245066422775103	0.06838718430297326	7	0	-0.3404939222664218	1	1
ADAM10	2.348309292919014e-4	7.563886182078658e-4	6	2	0.3402375552998187	1	1
PICALM	4.467139742949629e-60	5.050768650316065e-29	8	1	-0.3397694776891228	1	1
ARID1B	0.012675012290693673	0.005204346446498405	4	1	-0.33917055747192243	1	1
LIFR	1.0388581568094597e-5	1.3535899127016464e-4	4	2	0.3391544054565354	1	1
SLTM	1.9602358665489046e-6	1.2952288943725786e-4	5	2	0.3391242761073166	1	1
LOC113261234	0.03585994298642102	1	7	0	-0.3379008017906627	1	1
BRD1	0.015924727307860348	0.17399858191922546	7	0	-0.335892730231019	1	1
HEXD	0.03748109606781144	0.03708259951077433	8	1	-0.33572695278030995	1	1
ANKRD6	6.142896176962019e-4	0.22441170319639406	8	0	0.3355632832354581	1	1
SPHK1	0.04736011578857285	0.020336207001100375	4	1	0.33541945210463836	1	1
PIK3R4	0.0013708764036690112	1	6	0	-0.3340800281228368	1	1
LMNTD1	0.014192751429154304	0.04569331433757436	9	1	0.33356525710803225	1	1
EHBP1	6.483599112196335e-5	0.018797666510794318	13	1	-0.3334570945495812	1	1
PDE1C	0.012038262381484362	7.487047926678312e-4	4	1	0.33301526597998193	1	1
UGGT1	6.443175000133213e-4	0.5612262827519124	6	0	0.3329717038084904	1	1
MROH1	0.024299218894237466	0.02182916609389691	8	1	-0.3325348508104533	1	1
FRMD4B	3.1297177209296015e-4	0.0032353090052303656	8	2	0.33249682000953856	1	1
SNX19	0.0025254961181073615	3.915541211291345e-5	6	1	-0.33060333224239336	1	1
SUMF1	0.04745031258094364	0.24897719576820904	4	0	-0.3295504571487895	1	1
RANBP9	0.014217784441723464	0	2	2	0.3289676680460898	1	1
CTNNB1	6.198593564865001e-7	0.0011404408868846223	6	2	0.32822216559945655	1	1
APC	2.7225793053683282e-6	1.5010461973288683e-6	6	1	0.32816042515373445	1	1
UBL7	0.044282068662948745	1	5	0	0.3278747221449263	1	1
LOX	0.00714601008231751	5.671440625808033e-4	3	2	0.3275898341272059	1	1
ARAP3	0.0032405601551829	0.008737863445382793	9	1	-0.3273219167771539	1	1
RIPOR1	0.019271857928015515	0.44473528937491735	9	0	-0.3268261461100833	1	1
KIF1B	0.010409652222782206	5.111481774328972e-4	4	1	-0.32656073049888035	1	1
RNF20	0.015999448375538718	0.08561004515062272	6	0	-0.32632107239147073	1	1
ADA	3.9573350818874466e-11	2.3462720262518977e-6	12	1	0.3263139465763051	1	1
ZCCHC8	0.022639100487294353	0.08026886479866435	6	0	-0.32574841665960697	1	1
FOXP1	0.0030950477982425706	0.010691569842744171	4	2	-0.32560886895878743	1	1
LRRFIP1	8.536390369291567e-5	8.3076268813911e-6	7	2	-0.32560013275917987	1	1
BCAS3	0.004111920962072864	0.4513559406185103	13	0	-0.3236403534358859	1	1
RPS24	4.152876900782783e-6	0	2	2	-0.32296973614280344	1	1
PLSCR4	0.019063111970113185	9.093105791599195e-5	8	1	0.32191625625418596	1	1
QKI	0.0014387050193950639	9.599147133804973e-4	6	1	0.3217460408951378	1	1
AKAP2	4.6529324299655134e-8	0.0038836820063653204	8	2	0.3217454893901537	1	1
LOC113245166	0.04575228922256073	1	5	0	0.3216855435528689	1	1
PARN	0.021995802268026644	0.9110621586539905	7	0	0.3213458567287541	1	1
RASSF3	0.017337331694646765	0.006489793797862985	6	1	-0.32094159123569915	1	1
SORBS3	0.019539248733918938	0.0681492658549937	11	0	-0.32085424565844767	1	1
PARP4	3.1297177209296015e-4	0.010486977848017748	6	2	0.3207739840709658	1	1
RAB43	0.031646655843810455	0.15760505053524748	4	0	0.32001449806148713	1	1
NUMA1	1.9149336166173976e-10	5.52069954263185e-8	10	1	-0.32001400054870455	1	1
MYCBP2	0.018077088025599368	0.06703126525828582	6	0	-0.31853987763367675	1	1
SRP9	0.0012425942792477686	0.10969926034533305	5	0	-0.3181174900626432	1	1
ANK3	0.0030353987411192865	1	8	0	-0.31714526615707683	1	1
IRF2BP2	0.010574970026157308	0	2	2	-0.31650054567063773	1	1
OGT	0.016012707543048708	0.721286082767675	7	0	-0.3164912152192826	1	1
FGD4	0.0338035169235676	0.01347456200834895	6	1	-0.3164073425661713	1	1
GAK	0.028393571829541123	0.4619786522555996	7	0	-0.31613469339622896	1	1
FAM214A	0.024370781185764374	0.10674859397499913	8	0	-0.31590359505605586	1	1
LAMA4	2.5037613779464527e-5	0.0013328462612105056	11	2	0.3155456580857251	1	1
BIN1	0.046155706826584424	1	9	0	-0.31551261675751135	1	1
MAP2	0.00866668798007308	0.08461053853612874	4	0	0.3152429688737321	1	1
RCBTB2	0.004774221796920628	1	12	0	0.31390040086436954	1	1
MED24	0.026835255427379863	1	17	0	0.3138062392490811	1	1
WDR12	3.7305243036000324e-4	0.002065158676616731	4	2	0.313773086549998	1	1
LRPPRC	1.7851922747799159e-7	8.026979929569527e-6	6	1	-0.31363002714193333	1	1
ATP11B	0.001395437118605169	1.9556905188152562e-4	7	1	0.31360581793218867	1	1
SLC16A5	0.027247495706193076	0.037861094971454456	5	1	0.3129277456934819	1	1
TBC1D4	0.032412814949060675	0.0036243222979778413	6	1	0.31284207054806623	1	1
TBC1D8	0.03903097603007443	0.22165645627592648	5	0	0.31263667788698196	1	1
SLC38A2	4.141550955478925e-4	0.4998740343281694	8	0	0.3125022192471436	1	1
TLE1	0.03302302555140325	0.5927424925748285	6	0	0.31184684990881906	1	1
IQSEC1	4.339063377060147e-5	0.14538021127539724	9	0	-0.31051476133907774	1	1
TEAD1	2.0391233713810173e-6	1.3362210109665228e-4	6	1	0.3087008676582813	1	1
PPP4R3A	1.2775944636390549e-8	0.24492931937302326	7	0	-0.30824547382815426	1	1
ASH1L	1.2145800498593896e-4	0.001705902417140725	5	2	-0.307889432636959	1	1
HMGXB4	0.008941614297636003	0.03595991243521105	5	1	-0.30787281475903633	1	1
CFB	0.0072077461889708695	1	15	0	-0.30726911455924083	1	0.8333333333333334
SASH1	1.3246080169736182e-5	0.011636597192920378	7	1	-0.3072077748818621	1	1
F8	0.04021224663426629	0.27718954101205157	7	0	0.3068297907744356	1	1
GAB1	5.702722107762593e-4	0.278312102041138	6	0	0.3065366322249189	1	1
IRF9_REC8	0.008125476824430506	0.003448870532054825	8	1	-0.30614919371541927	1	1
DNAJB9	0.014858449415596862	8.175966914689933e-4	4	1	0.3058509536498645	1	1
HAT1	0.016332093324101765	0.0018986805331112377	5	2	-0.3052510999561323	1	1
CUNH9orf3	1.0012476738779083e-5	4.599660359543946e-8	5	1	0.3049437118516385	1	1
ICA1	6.070700949537676e-4	0.08836764288866837	11	0	-0.3040759722449413	1	1
PLA2G7	0.0025868586509008923	1	11	0	-0.3040258817754865	1	1
SLC25A44	0.03831441777225171	0.7407298383028376	6	0	0.30397427284329814	1	1
SCHIP1	0.0010886280123478594	0.012754060134219668	5	1	0.30336400255828067	1	1
SAT1	6.85166524592599e-5	0.2886115299901668	9	0	0.30291842724975254	1	1
CLIP1	2.1685960064988094e-8	6.168862489422297e-4	10	2	-0.30209046400183404	1	1
R3HCC1L	0.048843330368028	0.02136082852245273	10	1	0.3020170907935866	1	1
LOC113246291	1.2665393765980706e-8	2.0582905988004133e-9	9	1	-0.30000689464854136	1	1
ESR1	1.929703884840721e-5	2.809716110300139e-4	6	2	-0.2995275533366286	1	1
SEMA3B	0.015095039659356711	0.7528155774822022	6	0	0.29921055707335964	1	1
ZHX1	1.3179387798462005e-9	1.126927580703725e-9	5	2	-0.2974653967118161	1	1
ETFDH	0.03281140019066153	0.8049254116591941	13	0	-0.29718407032274313	1	1
DMD	0.001976323469574798	1	10	0	0.2969390107232034	1	1
SPART	1.6462520796780134e-5	1	9	0	0.29644366511353176	1	1
DENND4C	0.004814646101791988	0.01726503023085719	6	1	-0.29430836515007414	1	1
DIP2C	0.002507810686507684	0.039183967730484624	4	1	-0.2941086326056452	1	1
SPTAN1	1.0564229704407191e-6	0.023179210248097243	9	1	0.29338302023830265	1	1
CEP57L1	0.019063111970113185	1	13	0	-0.2933307358672822	1	0.8333333333333334
NUP50	3.905641594209644e-4	0.021699072922885816	3	1	-0.29289785229112386	1	1
MTSS1	2.5037613779464527e-5	1	11	0	0.29288076410227915	1	1
LAMB3	0.013559718699153069	0.06446578937629975	9	0	-0.29242269863054	1	1
BCL6B	0.0031457647255932484	7.058719038775085e-4	11	1	0.29218872425546727	1	1
SMG7	0.041455400740611756	0.28649603119283745	14	0	0.29181445390171945	1	1
AK4	0.0015903430678586461	0.2533984898438376	11	0	-0.2914225167722967	1	1
BPNT1	0.01693038852380304	1	6	0	0.2906726401107148	1	1
KLC1	1.410867250449186e-4	4.491253425159095e-7	12	1	-0.29060149667480106	1	1
ZRSR2	3.133409532009091e-4	0.10422091865304298	11	0	-0.2900114056769745	1	1
ZDHHC1	0.0050278556370943	1	9	0	-0.28974810909759036	1	1
ABCG2	0.013354382399220825	0.22026814097634423	14	0	-0.2897380630176285	1	1
GSDMD	0.035525624027580874	1	5	0	-0.28962222556471345	1	1
CUNH11orf58	0.021562424512524856	0.027827219349420933	4	1	-0.2894746694910027	1	1
KEAP1	0.001851612480250582	1.2039404291099079e-4	6	1	-0.2884772145940484	1	1
G3BP1	0.0027285607089762606	0.011099579605951001	4	1	-0.2878048461233525	1	1
LPL	0.0017268803072711108	0.04247671710512311	4	1	0.28765492627132033	1	1
SUOX_RAB5B	2.2140355708384305e-7	0.2794121353150148	3	0	-0.28686402111886505	1	1
THBS2	0.022451513833018445	0.010849292408315407	8	1	0.2866407802247449	1	1
CDC27	3.184894295065799e-4	0.20985746141102762	10	0	-0.2860567602193877	1	1
LOC113268362	0.027933707997527868	1	9	0	0.28599022019763243	1	1
RICTOR	0.015371808641607074	1	7	0	-0.2855017866973616	1	1
AASS	0.01346654256269484	0.3089515638901241	5	0	-0.2854784037432645	1	1
VSTM4	0.013847574030421772	0.6701968809446326	4	0	-0.28405289785420884	1	1
ARAP1	0.0010546433938597678	1.6406961913602097e-4	5	1	-0.282830106004825	1	1
IL11RA	3.60279167015296e-5	0.08519654185274265	12	0	-0.2825988400220376	1	1
THNSL1	0.020149204102129406	0.3351644897958455	5	0	0.28257397595531186	1	1
SESTD1	0.015331478672256506	1	15	0	-0.2819041910996321	1	1
LOC113262221	0.04804166409319443	1	13	0	-0.28127778157545047	1	1
MED15	0.035411597104841853	0.2118822954102895	8	0	0.28049253781452327	1	1
CCNG1	0.0446869294089285	0.17265141950600052	5	0	0.27796879485666326	1	1
CALCRL	0.01624747009667361	0.004721918345853473	5	2	-0.27670490538542847	1	1
DNAJC10	0.001976323469574798	0.06529310348886178	8	0	0.2766649942865172	1	1
NIPBL	0.0013825851927946485	0.03298579394570546	7	1	0.27593660117887603	1	1
SCAF8	0.026817959272512824	0.004833905287812612	5	1	-0.2752913328787641	1	1
SETD5	2.5037613779464527e-5	1	12	0	0.27526421679334623	1	1
ARNT	0.009194249535753747	0.002072230008677245	10	1	-0.2752535349950266	1	1
FARP1	0.004279432994221905	0.028376901224793295	6	1	0.2751928458360636	1	1
RPS6KC1	0.009698087570898068	0.04044098634074729	13	1	0.2750689180859644	1	1
ERCC8	5.528428044796375e-4	0.29042895931242624	7	0	-0.27505710082071605	1	1
VPS29	0.0027285607089762606	0.013620010090738963	4	1	0.2740215030304902	1	1
NISCH	0.026384484600709503	0.11006698129657796	6	0	-0.27333553707218083	1	1
LOC113251245	0.009614240408200077	0.18983900825857847	11	0	0.2727107955396738	1	1
SMPD4	0.03341555562874492	1	15	0	0.2726269630093595	1	0.5
SMC4	0.043211633903418076	0.029988719713747405	4	1	-0.2716950356586377	1	1
AKAP13	3.5872254381663994e-11	1.2316532355991934e-5	10	2	-0.2715782481195819	1	1
LOC113248518	0.02722369883281604	0.0716121084647925	21	0	0.26924219761354273	1	1
NFYC	0.009218399223659735	0.25361963530952875	11	0	0.26807689081774677	1	1
ARHGEF7	9.589861805978832e-9	0.009013563520677361	15	1	-0.2675677089934918	1	1
MTIF2	0.02376383657080837	0.005711132850451249	6	1	0.2675599001219209	1	1
FAM120B	0.03831441777225171	0.19120799527956106	9	0	0.26744547612961206	1	1
AAGAB	0.034301875937536676	0.37024238365802403	7	0	0.2674011417830365	1	1
PWWP2B	0.02815485955780775	1	6	0	-0.267012133178352	1	1
UBA6	0.04111852438513915	0.08437202474832982	4	0	0.2637454679925504	1	1
PTPRB	2.7020098660507677e-12	5.7313052136500494e-12	3	2	-0.2637178844149889	1	1
VWF	0.0029223530542592567	0.13728802149582048	11	0	-0.26334207253710634	1	1
USP12	0.04860979147917882	0	2	2	-0.2632860742571045	1	1
ANXA3	6.483599112196335e-5	0.3862645918957026	7	0	-0.263128864219173	1	1
BAP1	0.0493634468096158	0	2	2	-0.2624399972884037	1	1
SEC63	7.156844404516367e-12	0.004541433821780399	8	1	0.26163101202004263	1	1
SNRNP70	0.003947374554554389	0.021264866270256616	7	1	-0.26110738519706667	1	1
ATP2B1	0.03552257553717617	0.9503599378239923	5	0	0.26070301049102423	1	1
LOC113261110_TMEM30A	0.035525624027580874	0	2	2	-0.26038576693827364	1	1
GUK1	0.04131709460515181	0	2	2	-0.2588827726216627	1	1
FOXN3	0.010407976957511361	0.005064673888969149	4	2	-0.2580253972502997	1	1
LOC113254434	3.8019963423621906e-11	8.430976542790408e-4	14	2	0.25653283512603325	1	1
LOC113245319	0.002319977837195973	1.1018065758097937e-4	5	1	0.2553253723064724	1	1
FNBP4	0.006583262435520031	0.14201958152846872	10	0	0.2552985744902734	1	1
BROX	4.192570848886961e-9	0.00310103196698054	13	2	-0.25503065614975223	1	1
PER1	8.211886365142445e-5	0.0022435209251215438	12	1	0.2549953694533754	1	1
PGBD1	0.016332093324101765	1	5	0	0.25438937944648987	1	1
WDR82	0.026940327930309278	0	2	2	-0.25319764413202905	1	1
CD47	1.2777078010890275e-18	6.98116104478965e-11	8	2	0.2526635963759544	1	1
DTX2	0.03275220047173858	1	8	0	0.25190532384032127	1	1
LOC113248431	0.002966795748043353	0.6718715250824226	17	0	-0.2510387160494334	1	1
ZNF597	0.02051003315951878	0.013370876319923319	4	1	-0.2507236556970078	1	1
ZNF772	0.008514468787833455	1	12	0	0.2504326707580233	1	1
FBXO34	0.011651302203526764	0.004289792776554041	7	1	0.24995555840093375	1	1
MAP3K3	0.04688654041581763	0.04664135868898734	3	1	0.24992658255244493	1	1
SIRT3	0.0025979184173507423	0.0058508143267328545	12	1	-0.24991960792496376	1	1
DENND3	0.0018943570909807168	4.765998692034377e-4	3	1	0.24960001768764994	1	1
NRAS	0.0013505845120857583	1	8	0	0.24952243410320285	1	1
IZUMO1	0.035149195126473416	0.4360353637856274	8	0	-0.24938094587479243	1	1
MARCH6	0.002465442772036264	0.005663767352187005	5	1	-0.2489321382131162	1	1
FMNL3	0.0493755481017842	0.6121497301923848	7	0	-0.2483421131573141	1	1
THOC1	0.01811390793027108	1	12	0	-0.2481373811088908	1	1
STOX2	0.04638224218779729	1	4	0	-0.24805971468282503	1	1
MPDZ	0.018242558462126763	1	8	0	-0.24767550504376473	1	1
ATP9A	0.008676703120515567	0.0015722743010866667	3	2	0.24766545410309293	1	1
UBE2V2	0.0467393386483046	0.14530853566834784	4	0	-0.24751658289109846	1	1
HMGN3	0.002164550292548744	0.034235382960094866	6	1	-0.24682606657018125	1	1
FYCO1	0.004107751080152352	0.47918867181010794	5	0	0.2452016098136997	1	1
FAXDC2	0.03536711411379587	0.7713357768970164	14	0	0.24429013531871877	1	1
IL4R	0.013828908812063072	0.09715034868248293	10	0	-0.24206417605870725	1	1
ENO3	0.03240647460665586	1	8	0	0.24183074325961817	1	0.6666666666666666
HCFC2	2.7321049888443476e-4	0.125501481628932	5	0	-0.24146085418820568	1	1
SMCHD1	0.0015300934569584981	8.336512679632389e-5	4	1	-0.2413411066880704	1	1
ABCA5	0.0493755481017842	1	6	0	-0.2411716317613034	1	1
AP2A2	0.015209889381083355	7.040532976416672e-4	7	1	0.2408469027586531	1	1
USP9X	0.009835995079250532	0.06726347454309621	8	0	0.24057683000052035	1	1
RNF125	0.0025979184173507423	0.026235759784620418	10	1	-0.24039538020109386	1	1
OMA1	0.035525624027580874	1	7	0	-0.24006102616257025	1	1
EIF5	1.9418560005688278e-4	0.8941903986437464	9	0	-0.23960339221743385	1	1
WDPCP	0.013559718699153069	0.3080364380886292	11	0	0.23947741357021035	1	1
CBLB	0.005698455194975352	0.683852399951615	7	0	0.23912816383694208	1	1
GPAM	7.53953264361685e-11	0.14925762100555326	17	0	-0.23910682843013933	1	1
PRKAB2	0.011988580600344915	0.529241830218012	12	0	0.23889535270880607	1	1
SLC44A1	6.417588252921971e-4	5.0007358588581935e-5	3	1	0.23850746963650438	1	1
DARS	3.1297177209296015e-4	7.089354054894266e-4	5	1	0.23825864542327946	1	1
RPS6KA3	8.68644207193306e-5	1	7	0	-0.23815799184886594	1	1
STAT1	0.0013825851927946485	1	8	0	0.2380001206141592	1	1
RSRC2	0.0017400877208128816	0.014476069836782221	10	1	0.23769404811612152	1	1
SCUBE2	0.03179748645693711	0.3265660583642726	9	0	0.23676256324183936	1	1
DDX52	8.737880555524747e-4	1	9	0	0.23620774156367394	1	1
TUBB6	0.0036187318421348354	3.315105143240745e-4	3	2	0.2355766948448289	1	1
STARD13	0.028279016211949802	0.0037023390077467366	5	1	0.23517653965349017	1	1
FMO2	4.039646978144768e-5	1	8	0	-0.23484370354793507	1	1
MAP4K3	0.0016147442021052002	0.04152074985522237	4	1	0.23472023449406687	1	1
TMEM41A	0.047146600175856486	1	12	0	-0.234440485639492	1	1
BCR	0.0018645428328004359	0.12319194479476152	4	0	0.23395163238157723	1	1
ARHGEF25	0.03798477045245761	0.0737124074892254	4	0	-0.23388022558933586	1	1
MICAL3	0.039959007665392024	0.03080902357263862	3	1	-0.23369762105398972	1	1
CALCOCO2	0.004619885022369407	0.006015480331256864	3	1	-0.2335353993498257	1	1
ECM2	2.5808161577457303e-5	0.1373691316638013	6	0	-0.23349394320236172	1	1
ELMOD3	0.03831441777225171	1	10	0	0.2324652309503257	1	1
PMP22	0.009895258300191005	0	2	2	0.23241106386174648	1	1
EBF1	0.002712387285115378	0.5105188707557514	4	0	-0.23230322911049683	1	1
PAF1	7.565435580038273e-4	0.012634089136731778	5	1	-0.23206771244470348	1	1
IPO7	9.589861805978832e-9	4.7222242615409435e-5	7	1	-0.23169509729764518	1	1
PPFIBP1	0.003166506845803059	0.032055770699459696	7	1	0.231117324487624	1	1
ZNF207	2.4880667073595925e-4	0.04313069735818626	8	1	0.23051071976471624	1	1
HMGCLL1	0.01818485973340383	1	7	0	-0.2303306344579783	1	1
SARAF	2.4091912220803666e-5	3.5867829996720225e-4	5	2	0.22980093294807366	1	1
RAPGEF3	1.3246080169736182e-5	0.008936709200149539	14	1	0.2278349009953825	1	1
ECHDC1	0.004320696419264428	1	7	0	0.22753131326788573	1	1
IL6ST	7.565435580038273e-4	1.2341202981579023e-5	4	2	0.22732128142106844	1	1
PRRX1	0.001818006315347464	0.0069578940475999804	4	2	-0.22697846837470992	1	1
STX10	0.046926912208269764	1	7	0	0.2269567128394165	1	1
CTNNAL1	0.006270856273224859	1	5	0	-0.2265756550050375	1	1
USP11	0.004680259229169594	1	14	0	-0.22627927263399827	1	1
ATXN3	0.049296834098643154	0.9221525166221105	8	0	0.22621304303953194	1	1
LAMP2	0.010574970026157308	0.003323472855415488	3	2	-0.22538121772516473	1	1
FLI1	0.004379543500420812	4.950464205907134e-4	3	1	-0.2253455106913158	1	1
LDLRAP1	0.013559718699153069	1	9	0	-0.22532513307525875	1	1
HMBOX1	0.04638237986879595	0.3591348235327958	6	0	-0.22514186457552735	1	1
LOC113249727	9.117082231016438e-4	1.7168855112395886e-4	7	1	-0.22462850384507382	1	1
GNB4	0.011274060787038711	0.4294762002472883	4	0	0.22429924586539718	1	1
TPM1	1.3817136064984313e-6	1.2157855707098203e-8	5	1	-0.223465377519659	1	1
FAM13A	0.01814926422351473	0.0035087833353475116	18	1	-0.22304401719277006	1	1
TARDBP	0.03999856521716294	0.17339410520123247	9	0	-0.2230176896250465	1	1
ZEB1	0.0022051558078995687	0.006933821480668989	4	1	0.22253584502757984	1	1
EFCAB14	0.009422815182527107	0.9315469590071863	11	0	-0.22240082121610272	1	1
SAR1A	7.565435580038273e-4	0.002720641873846771	3	1	-0.22223209060152982	1	1
DPM1	0.0016940188147165588	3.353667002258116e-4	3	1	-0.22221776630645318	1	1
PRMT5	0.03742068783282114	1	7	0	0.22140399550448728	1	1
FAM13B	0.024299218894237466	1	7	0	0.22138768588021723	1	1
TPT1	3.787966948690931e-19	4.813192572115871e-11	4	1	-0.2202769569752411	1	1
KLHL7	0.04021224663426629	1	10	0	-0.2202158944433792	1	1
CASC3	0.048843330368028	0.009319645318040753	3	1	0.2190958691694565	1	1
FUCA1	0.010223387542155312	0.09151812450435681	3	0	-0.21884795661259027	1	1
OSBPL3	0.0017400877208128816	0.0011569881717150756	4	1	-0.21875129624349576	1	1
PHF20L1	4.688715340113255e-5	2.692155013444744e-6	5	1	0.2187333118994228	1	1
HSPA4	0.01156591617162866	0.035643613387388653	4	1	-0.21818935638415088	1	1
AFDN	2.2566920437471028e-12	1.6767350673515268e-7	10	1	0.21806521576721496	1	1
SURF4	0.04871801421476722	0	2	2	-0.21759354755860605	1	1
ADGRE5	0.004869459216621393	0.010262942926727048	10	1	-0.2173349889657374	1	1
SEPT10	0.010407976957511361	0.04596016974764483	6	1	-0.2169721754458639	1	1
LOC113248376	0.04021224663426629	1	9	0	0.2163011737286334	1	1
ZNF638	1.994274784478718e-4	0.062191990849364935	11	0	-0.21491169649189687	1	1
KRIT1	0.026835255427379863	0.0057251281517055694	6	1	-0.2143810763085709	1	1
HPS3	0.02471726451614425	1	8	0	-0.21428968622583838	1	1
MAPK1IP1L	0.03151144095897115	1	7	0	0.21388575080654681	1	1
VPS28	0.01521668050347999	0.9300796704329262	7	0	0.2137952147705344	1	1
BLOC1S1	0.009333201160268298	0	2	2	0.21374319468955794	1	1
WDR7	0.013739059640442352	0	2	2	0.21356680215766233	1	1
MAP3K20	0.002468875196150087	9.064178581335838e-5	4	2	0.2126498573315636	1	1
SCAF11	0.015954341466549178	1	10	0	0.2124266729247285	1	1
CYLD	5.681719570593081e-4	0.27128742756482216	10	0	0.2118160921667136	1	1
UBTF	0.021246180945794297	1	8	0	0.21143655096514483	1	1
RIOK3	0.01123216220257099	0.49312583815133	8	0	-0.21119128900087447	1	1
GTF2H1	1.2779943494822696e-4	0.2527946006901247	12	0	-0.21111265657856793	1	1
GAPVD1	3.2121149057093165e-5	1	6	0	0.21099119322891235	1	1
ST6GAL1	0.006269613373587253	0.07852512209179996	10	0	0.21085410719726766	1	1
PHKA1	0.031646655843810455	1	12	0	0.2101085443618793	1	1
CREB1	0.045208825135920575	0.03965776915259734	5	1	-0.2098334748369975	1	1
TM7SF3	0.03748109606781144	1	14	0	0.20949254764684888	1	1
APOL6	0.021995802268026644	1	7	0	-0.20929163057230238	1	1
TRAPPC12	0.03536711411379587	1	6	0	-0.2090824508982726	1	1
PSEN1	0.046155706826584424	0.012584409705113339	8	1	-0.20876495371392742	1	1
CLCC1	0.0012203521429674587	1	16	0	-0.20873263675106	1	1
YIPF6	0.009895258300191005	9.76892195899248e-4	3	1	0.20790956248725667	1	1
PRPF4B	0.026835255427379863	0.03021217802303427	15	1	-0.2072001310513554	1	1
FADS2	0.022034399538429898	0.038869577182356896	4	1	0.20636755001772256	1	1
TNFSF10	0.0018943570909807168	0.23312573457505076	9	0	0.206132867564949	1	1
HSP90B1	3.3828675238139274e-6	4.782954655309509e-4	4	1	0.20595278467966685	1	1
TMX1	0.004984751000354575	3.573979255828481e-4	5	1	0.20563825682431466	1	1
VCAM1	0.014858449415596862	0.03914029801510936	3	1	-0.20552893745496115	1	1
CAP1	0.006140373320302215	0.021339856285146203	6	1	0.2052574958630362	1	1
SLK	0.010586944739500661	0.004683986018136169	3	2	0.20505680821556094	1	1
PCYOX1	0.02928815268568548	0.3170334232661044	4	0	-0.2049900818253917	1	1
HOOK3	0.015095039659356711	0.0144567520035425	3	1	-0.20451067368711412	1	1
AGPAT5	0.033005591405966005	1	3	0	0.20421430397615992	1	1
TSNARE1	0.03292880179481254	1	8	0	0.20388837529146525	1	1
SNX14	0.005087130949128616	1	16	0	-0.2038291191047363	1	1
BMP4	0.03611554206642267	0.5765357061281944	5	0	-0.20348601492072171	1	1
MFF	2.87191720084408e-4	1	15	0	-0.20285649130634814	1	1
PNRC1	0.015101557950935528	0	2	2	-0.2024543251906522	1	1
ATP6V0D1	0.04628659904554447	0.026376725135446737	3	1	-0.20194159094044187	1	1
ZNF250	0.008526597765758821	1	9	0	-0.20145475941399854	1	1
PLS3	4.805037307427221e-8	1.7499392771766022e-8	3	2	0.2014294958019383	1	1
APPBP2	0.023397817000275562	1	5	0	-0.20142433418222805	1	1
ARHGAP19	0.01145018895015318	1	3	0	0.20042382259028346	1	1
HSPA9	0.00890958601958335	0.3398115760599268	5	0	-0.19995322377972405	1	1
TUT7	0.02898140822762859	1	13	0	-0.19826125049970011	1	1
ARHGAP29	0.022451513833018445	0.002093883655607026	4	1	-0.19773514231016143	1	1
CLPX	0.020359471955448082	1	7	0	-0.19755970313309917	1	1
GPC3	5.318891845066363e-4	2.4487344685792808e-5	3	1	0.1971837166031818	1	1
ZNF7	0.009099066355821351	0.17852353854979294	15	0	-0.19691505386989705	1	1
MARC1	0.014112397543291747	0.002120397830981995	4	1	0.19660730773627696	1	1
FZD6	0.04928165978291412	1	3	0	-0.1965658878428008	1	1
ARGLU1	2.2732522575890252e-4	0.39987578875996593	7	0	-0.19635701369122865	1	1
CUNH6orf62	0.0015258378243841058	1	7	0	0.19599419572918853	1	1
HIPK3	0.004379543500420812	0.016258200318339706	7	1	0.1956279666726729	1	1
MYO5A	0.035525624027580874	0.5299658316881395	5	0	0.19513278063984	1	1
AXL	3.1297177209296015e-4	0.019811053183316905	4	1	0.1949756745133284	1	1
CNTRL	0.009286519702821195	0.1574692881550941	8	0	0.19491859910693676	1	1
CCNL1	0.007626915777827858	1	17	0	0.19487476862130826	1	1
CUNH1orf123	0.045109396741125414	1	6	0	-0.1944592060922502	1	1
HLTF	3.7992764931902813e-4	0.5203158992016285	9	0	0.19416975435977796	1	1
WDR13	0.018077088025599368	0.4606986063112486	12	0	-0.19361815015695596	1	1
NRP1	0.02915127466620093	1	6	0	0.19291025894580727	1	1
TRA2A	0.010170624481625043	1	11	0	-0.19274900575660944	1	1
MIA3	0.010407976957511361	1	12	0	-0.19100121343797033	1	1
SYNJ2	0.04823245160576383	0	2	2	-0.19056624186577809	1	1
