gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Muscle-Small Intestine)	pct_gene_expr	max_pct_tx_expr
CRY2	0.002678836315866824	1	8	0	0.40702939555300255	1	1
COG1	1.1499450603892975e-5	1	11	0	0.40557724419846874	1	1
MYOZ2	0.024302711583663893	0.013619508693587357	4	1	-0.40540331737887486	1	1
CCM2	0.03313731445787306	1	5	0	0.40374005524938256	1	1
SETX	0.002507930264314441	0.057727702914522276	6	0	0.40363182822835325	1	1
GTF2IRD1	1.0236956760318737e-4	0.011791912466793642	3	1	-0.4023567227783277	1	1
SEC31A	0.03066006298954663	1	16	0	0.4016537121321303	1	0.75
SEPSECS	0.043961314933199276	0.5672164905877172	5	0	0.39949374146798855	1	1
RASGEF1B	0.0014701828962376661	0.24249509460098617	5	0	0.3994255557561851	1	1
MAP4K4	6.9732408643373e-5	1	10	0	-0.3992799054227207	1	1
SDHD	9.5634631225859e-4	0.017817532391384165	5	1	0.39810999625322774	1	1
LOC113251518	2.8032013380645965e-4	0.1541731619779991	14	0	0.39806107370896543	1	1
DYNC1LI2	0.03534273701381265	0.2501480352421355	5	0	0.39601641680827904	1	1
TBC1D23	0.0031491349033748043	0.01280257396308543	7	1	0.39527428153773636	1	1
IFNAR1	0.027056519985831293	0.7481433804797806	8	0	0.3934381333642132	1	1
HUWE1	0.014715198751691262	1	8	0	0.3920385191980182	1	1
NFX1	0.02543225208472326	0.2592950196655561	12	0	0.39186361152839383	1	1
RGS3	0.0027439858177553383	0.4148391990185151	7	0	0.39148674602723965	1	1
SEPT10	0.024161641864027035	1	8	0	0.39094751778219533	1	1
RBFA	2.0297558633542042e-4	0.07825411349115362	4	0	0.39085223556230764	1	1
CAPN7	0.0037434437228309075	0.5105248142387183	11	0	0.3897528027914121	1	1
RBKS	0.0030639968913937785	0.25928169069672913	8	0	-0.3883439096561988	1	0.75
GAPVD1	0.0035261261264431572	0.8340704603846051	6	0	0.38720377368987635	1	1
CCPG1	2.044302150491948e-9	0.001245840516662349	11	1	-0.3830781748894332	1	1
CD99	3.472045165029351e-5	0.01600714808520712	5	1	0.38243612988674625	1	1
NEXN	1.561180713554424e-7	0.3714514169339144	15	0	-0.3822544228425428	1	1
FEM1B	0.03398381554544841	0	2	2	-0.38210889012168636	1	1
NUP107	0.009186597293881276	1	5	0	0.38178621374084926	1	1
SMARCC1	0.03200402926622998	0	2	2	-0.38134763814155603	1	1
VRK2	0.0246594287495018	0.36818393157889023	8	0	0.38108011405522213	1	1
FXR1	9.81242272989601e-6	1	11	0	0.38067179703939596	1	1
SIK3	0.0029088930488907357	0.8650534706450419	6	0	-0.38024279598387434	1	1
SEC22B	0.025761335623976	0.03998544802418132	7	1	0.3790521498262544	1	1
RNF185	0.0416905296379947	0	2	2	-0.37865014570682487	1	1
EXOSC10	0.008423284707734872	1	10	0	0.378116467174217	1	1
ATP11B	0.026182285847209177	0.016384777787776476	5	1	0.37781336730748805	1	1
THAP3	0.0344765689551009	1	5	0	0.3774963546268016	1	1
IFI44	0.01240630158304124	0.8639474277889242	8	0	0.37614422222214405	1	1
UTP20	0.0025041202161193935	0.016510280676545648	3	1	0.37566215144305903	1	1
TFB1M_LOC113259586	0.04947969813860942	0.03188583666062505	3	1	-0.37501896731588447	1	1
LOC113244552	0.03711695922110258	0.8723037692073055	6	0	-0.37451960830569087	1	1
NDUFA10	0.04659658455536605	0.4258013461089208	7	0	0.3737225249760168	1	1
INPP4A	0.004335152268495981	1	5	0	0.37351010353030456	1	1
USPL1	0.0246594287495018	0.6683784407351901	4	0	-0.37318219923991175	1	1
SEPT11	0.025067388959500357	0.25465216348429714	7	0	-0.37107925463855446	1	1
ALKBH3	0.040395814097143094	1	6	0	0.3667988685643189	1	1
RNF170	0.006431452217406374	1	10	0	0.36640836203810334	1	1
PPP1R27	0.017185811492747807	1	3	0	-0.3660611072773566	1	0.75
CSDE1	0.00116747076155791	0.01909971716973088	9	1	-0.36552622718242217	1	1
LOC113262256	0.04294361332921012	1	9	0	0.3654047144885288	1	1
SLC25A36	0.0032897449929785304	0.17568711780201732	7	0	0.364406038082967	1	1
ZEB2	8.330498511765667e-6	0.5125942790819856	8	0	0.36419043294243086	1	1
PFN1	0.029005824130819292	0.008220984794226817	3	1	0.3634408780571485	1	1
PIK3R4	0.026639488765825295	1	5	0	0.36078686739849736	1	1
HNRNPM	1.3861057784407106e-6	1	10	0	0.3604557909979952	1	1
SPPL2A	0.01146853733880822	0.0029740780627048637	4	2	0.36014103153341054	1	1
CORO6	0.0036445576689221036	0.0025767237911372776	3	2	0.3596517032471229	1	1
YWHAE	3.0816543285731233e-15	0.0022367287835951834	7	3	0.35945049977022864	1	1
AKAP13	3.1011711624137877e-4	0.17819962834943062	11	0	0.3592540533310403	1	1
ABCD3	0.0103892334409188	0.3874164053000701	11	0	0.35857118558081247	1	1
SELENOP	0.02414363983362759	0.21753101491924742	6	0	0.3576997176566393	1	1
EPB41L2	0.03601616736724444	0.028396507250065442	12	1	0.3569720466095342	1	1
HP1BP3	2.6682024152846653e-7	0.0013195383802762901	7	1	-0.35610089731533034	1	1
MARF1	0.003033953759048541	1	11	0	0.3544113017721264	1	1
MAP3K4	0.03533355406834133	0.7279573290200617	5	0	0.35434937622372653	1	1
LMO7	4.570004182311859e-12	0.10021319341396064	15	0	-0.3533827804615385	1	1
MAPK1IP1L	0.0015861349058782662	0.006389942081660443	7	1	0.3526254784726637	1	1
PCSK7	1.1870877028056365e-4	0.02924992078364042	8	1	0.35169169304580616	1	1
LOC113251647	0.04709714849426097	0.0856221741624671	4	0	-0.3515511547385201	1	1
SBF1	1.3518606077377265e-4	0.016643037733970002	3	1	-0.34989021428633926	1	1
DNM2	5.690162614989929e-10	0.009771331719477631	9	2	-0.34937011816714775	1	1
NIPBL	0.0018757359637278993	0.00511709872349818	6	2	0.3487803900160938	1	1
FAM200B	0.029005824130819292	1	9	0	-0.3468658469422782	1	1
AKAP9	3.6383352411568867e-10	0.4148948868658293	10	0	-0.34607902777634164	1	1
CCDC82	0.0344765689551009	1	6	0	-0.3458013635754141	1	1
HIF1A	0.01662403037176445	0.700155274207759	10	0	0.34463992962779766	1	1
PDLIM5	1.4372051926384826e-19	2.3170081406413196e-4	12	1	0.34457735712927784	1	1
LOC113240981	0.04085791189986887	0.00806528616595722	3	1	0.3444712346829566	1	1
ACAD11	6.9732408643373e-5	1	7	0	0.34388496781530536	1	1
UPF3A	0.012794127547690489	1	9	0	-0.34271716406634467	1	1
CD47	0.01662403037176445	1	10	0	0.34267114745183463	1	1
ASCC3	7.43784555359811e-4	0.5150706948288692	10	0	0.34162546118842196	1	1
LOC113246291	0.030543240409452804	0.9253779123292701	13	0	0.34109523581833867	1	1
LOC113252152	0.010717737162393217	1	9	0	-0.3403144447938638	1	1
PACS2	0.00988359090626866	0.12743236967576335	7	0	-0.3397291074440491	1	1
OCIAD1	5.886821238360095e-4	1	7	0	0.3388673364968743	1	1
RUSC2	0.04977348826723983	1	15	0	0.33833606303358205	1	0.75
EPS15	8.768315243264006e-4	0.09733064355906487	10	0	0.33701448682290464	1	1
USP47	2.0025783367433845e-16	6.908240841413701e-5	10	3	0.33496199381683683	1	1
OLFML2B	0.03878760367942597	1	4	0	0.3348269691760145	1	1
HNRNPH3	0.013426155848568029	1	12	0	0.3333919035148809	1	1
FAT1	0.026527173552486655	0.02392423293890299	7	1	-0.332179183734549	1	1
EPB41	0.0015037192118237406	0.45624826018908854	10	0	0.3313683087355478	1	1
SCFD1	0.03273415635797518	1	13	0	0.32892723215770875	1	1
GPAT4	0.00825473433222768	0.6438012621321204	10	0	0.3273345446155004	1	1
NUP54	0.012922711449582359	0.739288338116054	5	0	0.3270058632243137	1	1
STX17	0.0010612578681944299	0.41902583691590517	11	0	0.3268981969564273	1	1
ZFYVE9	0.035586357780500545	1	5	0	-0.3262745069996369	1	1
ADD1	8.483011227569265e-5	0.02133396864637326	9	1	-0.3237956804834097	1	1
SLC30A4	0.04428862815282386	0.6481137914210485	3	0	0.32353337085183753	1	1
RPS24	3.4199957564244593e-4	3.4950054036640644e-4	3	2	-0.32339700807280924	1	1
DESI2	0.014880180150521281	1	3	0	-0.32140313681055444	1	1
ANXA11	0.03878760367942597	0.6322091058751029	11	0	0.32103702497988484	1	1
NEDD4L	2.206992138810382e-6	0.19784692606404086	10	0	-0.32053879091581955	1	1
KANK1	0.019875719819020084	0.4468630693626602	12	0	0.3200468383640448	1	1
PHKA1	0.003922232404567602	1	9	0	-0.3200009015418477	1	1
KPNA1	0.0045461936173309715	3.306469837255677e-4	3	1	0.31905053338142664	1	1
MYO6	0.02155796559583072	1	12	0	-0.3188445034117197	1	1
BNIP2	0.046897469699575055	1	7	0	0.31872252799796247	1	1
MAP4	9.329261590000685e-14	8.732251981422166e-5	13	2	-0.31789119120472026	1	1
MEMO1	0.003018732413117912	0.9056010488381936	4	0	0.31727746137645596	1	1
DCAF6	1.905926626669735e-4	1	11	0	0.3169458030537268	1	1
PANK4	8.796304699301758e-4	1	15	0	-0.31587089214960895	1	1
COPS7B	7.43784555359811e-4	1	9	0	0.31571136296715063	1	1
SMARCA4	0.011413946352405769	0.6503243521443128	12	0	0.3136580162581131	1	1
ZNF106	0.018755537441994208	1	7	0	-0.3131835113422591	1	1
EIF2B4	0.0373458608579508	1	10	0	0.3116845217279382	1	1
COPS4	0.03313731445787306	1	7	0	0.31151056780281694	1	1
FBXL17	0.0037870865726926956	0.004063014891635518	4	1	-0.311025072479216	1	1
LARP1B	3.838962145267981e-5	1	14	0	0.3099927853853303	1	1
PHLDB1	0.02543225208472326	1	12	0	0.30986337023508204	1	1
DGKZ	0.001634526419271802	1	10	0	-0.30981966273968053	1	1
RABGAP1L	8.266244721447187e-4	0.0015717403447642465	5	1	0.3088227012575028	1	1
RCBTB2	0.020936128887486853	1	10	0	-0.30853088799690087	1	1
BCAS3	0.002545780644978473	1	13	0	0.3084158357146488	1	1
RNF14	0.03440032535596988	1	11	0	0.30823037557277116	1	1
ZNF207	0.0027281755330333265	1	9	0	0.30576854684816	1	1
MYL6	0.02582258687340943	0	2	2	-0.3051377722554254	1	1
ZNF7	5.805946031424852e-4	1	14	0	0.3047532470288139	1	1
SERINC3	0.0037865935235364915	0.10415562949618315	8	0	0.30367431915981746	1	1
MAPK9	0.0012388482834461204	1	8	0	0.3031212323102051	1	1
PPP2R3A	7.677066924893554e-7	0.8414725335909468	10	0	-0.30299882189261224	1	1
FARS2	0.012587453333699327	1	7	0	0.3018887348057668	1	1
LRRFIP2	5.065064480039613e-7	1	17	0	0.3018360716084886	1	1
SH3GLB1	1.2337906485800732e-4	0.223444349776756	7	0	0.3012141369199878	1	1
TRIP4	0.015237207742485664	0.8686881428422455	7	0	-0.29974645650542325	1	1
PDLIM3	0.0013838650237095848	0.1307914626186708	7	0	0.2995378219752602	1	1
PIAS1	0.035281318013218196	1	5	0	0.2993446567282804	1	1
SLK	4.546231888726213e-4	0.6611495000478066	3	0	-0.2986784870466826	1	1
NFE2L1	5.181766524356511e-5	1.880858112007356e-4	6	2	-0.29772891495195863	1	1
IDE	3.660330380942279e-6	0.0013772834711780148	4	1	-0.29759005264482896	1	1
RILPL1	0.0378822259276455	0.3290475430984344	3	0	-0.2971162444511989	1	1
MKLN1	0.001097704043765165	0.008519725287566456	8	1	0.29664788888021876	1	1
TUBB	0.04322224108517242	0	2	2	0.2961595582479095	1	1
BIN1	1.3861057784407106e-6	0.16696892588762569	12	0	0.29593272391498315	1	0.75
UBAP2	0.049274051028724314	0.5028051322493698	5	0	0.2955341198869783	1	1
SLC25A37	0.01729412432739912	0.937319597236557	8	0	0.2951463044022804	1	1
ADPRHL1	4.324205931606297e-4	0.11921421077656688	5	0	-0.29482775689625884	1	1
RINT1	8.930279793790233e-4	0.7664713550805208	8	0	0.29467607243478733	1	1
PIP5K1A	0.022609460096986833	1	11	0	0.29465804299391596	1	0.75
PABPC4	0.014308345547024145	0.26949366935634617	7	0	0.2945461308602637	1	1
RAB14	0.014308345547024145	0.0035111577835239267	7	1	0.2939724681159672	1	1
LRRC28	0.019386233715335283	0.25860561207190946	11	0	0.2937182121418154	1	1
COG6	0.04469000582815343	0.031605086092962996	4	1	-0.2924024685182146	1	1
UBE3A	0.032884157752068724	0.058274490830666395	4	0	-0.29082642412494986	1	1
ASPH	1.4814243016536065e-6	0.799800500786111	14	0	-0.28892765546649074	1	1
ZBTB38	0.04857620562592733	1	11	0	0.288473782034705	1	1
NBN	0.002707130625021263	0.48619752787745973	15	0	0.2876256842528853	1	1
KMT2E	0.026320764648867942	0.2918669357555628	6	0	0.2871679305939101	1	1
SLC44A2	0.003449311039383765	1	12	0	0.28692146465299484	1	1
DST	5.398002716587162e-17	1.9871924639833185e-6	21	1	0.28581064485894314	1	1
MEF2A	4.5111477410738064e-10	0.03005487477376954	13	2	0.28571368280015624	1	1
LOC113244413	0.031004573072161156	1	11	0	-0.28506039154981155	1	1
GTF2H1	0.002774359750941871	1	11	0	0.2850182301019533	1	1
PPIP5K1	4.91975456811268e-4	1	14	0	-0.2845408016264213	1	0.75
RNPS1	0.03368295909902975	0.3920771610721577	7	0	0.2844654972655296	1	1
CLIP1	2.206992138810382e-6	1	12	0	0.2830492458290288	1	1
TJP2	0.01281689517342772	1	7	0	0.28302410646992515	1	1
UCKL1	0.003656105845458916	1	16	0	0.2828648498772588	1	1
PICALM	0.005006032291158355	0.05909392719879647	9	0	0.2824987917985446	1	1
RNF216	6.865226776093617e-4	1	10	0	0.28171936732197744	1	1
VAPA	0.03440032535596988	0.4807222594596244	4	0	0.2810660109130436	1	1
PLIN3	0.008127344994364181	1	6	0	0.28043393009289225	1	1
MDM2	0.014722597156159582	1	9	0	0.27881524495294846	1	1
RABGAP1	0.017376988193856826	1	8	0	0.2783080988889259	1	1
MAP1LC3B	0.010661152184008652	0.02095492078295912	4	1	0.2780370082132121	1	1
CELF1	0.010683386447104088	1	11	0	0.2771493793117346	1	1
MLX	0.0344765689551009	1	6	0	0.27703164760704524	1	1
LAMB1	0.005940579682187051	0.29241778119479955	17	0	0.27566157011149545	1	1
CACNA2D1	1.0299504615389883e-6	0.5423271300160564	6	0	-0.2755830776698408	1	1
CAMK2A	6.703827471638853e-5	0.5274907635895031	7	0	-0.2755517535403525	1	1
TTC17	0.0035344331068609463	0.621862039659067	4	0	0.27380910544678044	1	1
PAFAH1B1	0.04932940835006295	1	10	0	0.2719537436858678	1	1
MTUS1	0.043571647315149536	1	11	0	-0.27066932273330085	1	1
RAB3GAP1	0.0011413523722294029	1	10	0	0.2705447037833894	1	1
KIAA0355	0.0045461936173309715	1	4	0	-0.26986674356696716	1	1
LOC113265424	0.0020984787343778103	0.004776839864884056	4	1	0.269866088385249	1	1
ABHD4	0.01353532277215718	1	11	0	0.26964673205159245	1	1
RBFOX2	1.5620966490276531e-6	0.10329344955574989	12	0	0.2691051169745123	1	1
AMZ2	0.02582258687340943	1	6	0	0.26905504767922084	1	1
HNRNPC	0.02390422956870206	0.8709233257457397	14	0	0.26899895236421134	1	1
LOC113261539	0.014715198751691262	1	8	0	-0.26833213461321426	1	1
RNF19A	0.039514496772982105	1	10	0	0.2680855008322647	1	1
ERBB2	0.007611962538572711	0.11213645636320027	7	0	-0.267781748878938	1	1
ATP6V0A1	0.04487309553776437	1	13	0	-0.2675445302971082	1	1
PCM1	0.017928861434013742	0.9819975758748095	14	0	0.2674254738879279	1	1
PLIN2	0.022800302379637382	1	8	0	-0.26628901949874656	1	1
ABI3BP	0.036688603062277274	1	11	0	0.26454507946628586	1	1
KSR1	6.063319518327675e-4	1	10	0	0.26231410071873157	1	1
PDCD6IP	6.277132819450392e-4	0.2287451149848112	12	0	0.2621039077272681	1	1
KLHL24	0.0019318464926838402	0.9041602250166282	12	0	0.26177743670681	1	1
ENSA	0.038261286868140024	0.09610758052514128	6	0	0.26166913830134075	1	1
GYG1	2.0787296584141572e-4	0.006173666678779854	7	1	0.2612072739412412	1	1
CAST	6.048509358985406e-5	1	12	0	0.26036028677049344	1	1
ALPK3	0.004335152268495981	1	5	0	-0.2592266529826542	1	1
ATXN1	3.217210501494766e-5	0.8662879840464193	7	0	0.25897166366655694	1	1
MYO18A	0.0061487295678857275	1	10	0	0.2586520299367395	1	1
DCUN1D2	0.001353704552399513	0.3366474911359336	20	0	0.2586452010943946	1	1
OSBPL8	0.004400366753439371	1	15	0	0.25821512488961024	1	1
LOC113251245	0.023370328504492718	1	10	0	0.2574269306679867	1	0.75
LARGE1	0.011787452158977548	1	6	0	-0.25679286516734684	1	1
EPC1	0.012086393551229683	1	6	0	0.25545896585868005	1	1
CSNK1A1	1.2544927309907718e-4	0.0017307595116308613	9	1	0.25498044776605594	1	1
VEZT	3.5613060290152846e-6	0.4410119312164871	11	0	0.25482462268415224	1	1
CHTOP	3.1053368663716807e-4	1	14	0	-0.25469783116323846	1	1
RPL38	0.02155796559583072	0.003522090774026438	3	1	0.25297380625439747	1	1
FBXL4	0.03881317407662981	1	10	0	0.2506171001143962	1	1
THAP6	0.041934288170562	1	6	0	0.25027405650319173	1	1
WNK1	8.896948955770712e-7	1	12	0	0.2499107968045835	1	1
OXR1	1.0299504615389883e-6	0.016603797094524243	9	1	0.24790628473180487	1	1
SEC31B	0.003135308510214216	0.49331532376541626	14	0	0.24783194450057858	1	1
CMC2	0.02155796559583072	0.9357055191894716	11	0	0.24574767114478105	1	1
AMOTL1	5.24346322810297e-4	1	8	0	-0.24517033130199006	1	1
ABCF1	0.026320764648867942	0.3865549389969451	10	0	-0.244589573467635	1	1
KPNA4	0.03511926546695007	0.08102578564874179	3	0	0.24431168361922195	1	1
SORBS1	6.711966576808369e-7	0.12508558859176425	17	0	0.2438024748096164	1	1
FILIP1	0.0026399849915924507	0.1322185717884496	4	0	-0.2437442875849399	1	1
FBXO21	0.024114937985234952	1	10	0	-0.24293717875247442	1	1
GFM2	0.00926095764789375	1	12	0	-0.24210571033389444	1	1
LOC113253249	1.310321593096237e-26	1.7322189055486786e-10	6	1	0.24159957688497458	1	1
YTHDF3	0.0010966544431832818	1	11	0	0.24129320520255293	1	1
FBXO9	4.513589462132551e-4	1	10	0	0.24032275363825711	1	1
SDCCAG8	0.03257596005614094	1	8	0	0.2393855964979336	1	1
NRDC	0.02196525263500069	1	12	0	0.23803881537409202	1	1
LOC113267890	0.028799988446500172	1	16	0	-0.23764779647587497	1	1
CYLD	0.008086864899111233	1	12	0	-0.23711555737842713	1	1
SNX14	6.9270099447151e-4	1	17	0	0.23670426222468807	1	1
GART	0.03200402926622998	1	13	0	0.23620420317771013	1	1
GORASP2	0.03295280603022831	0.2031328579444798	8	0	0.23575427137041827	1	1
THOC2	0.009800248763715885	1	14	0	0.2356436682313465	1	1
DHX32	0.0246594287495018	1	4	0	-0.23443810613501406	1	1
WWP1	0.00401253104156474	0.3741196420248786	13	0	0.234052405996795	1	1
CSNK1D	3.7543852403782265e-4	1	8	0	0.23362350287217215	1	1
GPAM	9.81242272989601e-6	1	16	0	0.2323640469673147	1	1
USP15	0.001285365886615883	1	15	0	0.23209929386916678	1	1
ARHGEF7	1.2652173928173873e-13	0.01752934800692668	14	1	0.23042626256027932	1	1
IPO11	0.015324313962648156	1	13	0	0.22894003080241782	1	1
GMPS	0.005413181159067128	0.15041572125347527	6	0	0.227876879627965	1	1
LAMTOR3	0.04977348826723983	1	7	0	0.22725031889912117	1	1
ASAH1	0.02155796559583072	1	10	0	-0.2248513640952437	1	1
IVNS1ABP	0.010652082128551893	1	8	0	0.22398312273204582	1	1
SLMAP	1.6863689991703375e-22	1.5929819358722667e-4	14	2	-0.22360054826539616	1	1
ATG13	0.020110949435168956	1	13	0	-0.22284915283297618	1	1
MEF2C	4.6809315027161237e-5	1	18	0	-0.22170655806849401	1	1
IWS1	0.014119516312870053	1	12	0	-0.22098543113819774	1	1
SEC24C	0.03313731445787306	1	9	0	0.21899900021974994	1	1
N4BP1	0.0029770157869881972	0.877465338722201	4	0	0.21744207289592088	1	1
DARS	5.20213951524214e-4	1	11	0	0.2157612744731047	1	1
CASC4	0.04991923342630699	1	6	0	-0.21488754462792425	1	1
CNOT7	0.01724107719880483	0.15254170635485337	6	0	0.21445295661694663	1	1
DMD	0.025258523801318107	0.4733015096022909	11	0	-0.21211225326532784	1	1
ATP5MC1	9.744865502624019e-4	0	2	2	-0.21089662057618674	1	1
TBC1D14	0.009854230787720469	1	11	0	0.21075062995862118	1	1
HIPK3	0.0017021296520807817	0.006017595549556759	6	1	0.20841940258863914	1	1
CLASP2	0.004889528645151925	0.5065399259692417	18	0	-0.20753284118727874	1	1
HNRNPDL	1.0518633512189905e-4	0.0050414389129183335	6	1	0.20739513661702602	1	1
ITSN1	0.024281539138660185	1	12	0	0.20737375747057094	1	1
MATR3	0.03295280603022831	1	7	0	0.2057954194927406	1	1
KANSL3	4.806739968200653e-6	1	14	0	0.20540968840896148	1	1
UACA	0.004436621287069272	1	10	0	0.20334541909263226	1	1
MTFR1L	3.7665021981844667e-4	0.8723029787150238	8	0	0.20286984466491587	1	1
KIAA0232	0.0045082529705131715	1	12	0	0.20276120317362073	1	1
WDR43	0.03313731445787306	1	7	0	-0.201418877506963	1	1
BROX	0.014849372670532008	1	12	0	-0.2003932984928165	1	1
UAP1	2.226763598961742e-4	1	16	0	0.2002654935934148	1	1
TTPAL	0.012828202145872514	1	7	0	0.19990062236947392	1	1
DMAC2	0.030560390755767778	1	4	0	0.1983718049507469	1	1
MYLK	0.004276142381663642	1	6	0	0.19694115077436317	1	1
SGMS1	8.930279793790233e-4	1	9	0	0.1958422673849272	1	1
AFDN	5.944743970365626e-12	0.2356949877589717	14	0	-0.19537729931671471	1	1
STAU1	0.01871275310584551	1	16	0	-0.19407471397453804	1	1
CTNND1	5.062565191419841e-4	1	15	0	0.19388517437386926	1	1
NFIB	0.003318356025930082	0.0879268413380417	6	0	0.1931794925270125	1	1
RBM6	0.0036445576689221036	1	12	0	0.19188805758814526	1	1
KIDINS220	0.0014894905857918991	1	12	0	-0.1908087472285909	1	1
GYPC	0.02871984080178556	0.05680331081537121	4	0	-0.19038356171352294	1	1
MYOM1	0.007162761611336682	0.8255528074331029	14	0	0.1900422589046624	1	1
ASPSCR1	0.04857620562592733	0.6824823442189942	15	0	0.18837113903161026	1	1
NFIA	0.01825330624659539	1	4	0	-0.1877805282613998	1	1
GOLGA4	0.02410847318352758	1	11	0	0.18738992522884962	1	1
STAT1	0.015441357544019957	1	9	0	0.18396513722712599	1	1
PHLDB2	0.03225843892874731	1	12	0	0.1819639863197723	1	1
MPRIP	2.754130658831305e-4	4.153932628382032e-6	6	1	0.18158129589844135	1	1
STXBP3	2.3266639969113265e-4	1	5	0	0.18083886704666627	1	1
PARD3	0.010683386447104088	1	11	0	0.1785053305532462	1	1
FAM118B	0.043645361989940006	1	10	0	-0.17731957015665434	1	1
PTEN	0.030560390755767778	0.8205925170973049	3	0	0.1737668224398855	1	1
CNOT4	0.04489316841963664	1	12	0	0.17278956716798377	1	1
CDC42BPA	0.006335470292463296	1	6	0	0.16687663542017275	1	1
TARS	0.026728141750336044	1	8	0	0.16583316928465933	1	1
NCOR1	0.015324313962648156	1	8	0	0.16390660795323903	1	1
PHKB	0.0011889963446097805	1	16	0	0.1622390313009871	1	1
PPP2R2A	0.008325600617002058	1	6	0	0.16198164393813702	1	1
MIA3	5.879055728070372e-4	1	16	0	0.1566842458879888	1	1
TLN2	0.02793841454471888	1	9	0	0.1549843006254155	1	1
SPAG9	0.019365401519518936	1	7	0	-0.15473617987749602	1	1
PPP6R3	0.018755537441994208	1	14	0	0.1543496093681224	1	1
RBMX	0.011907416656530946	1	6	0	0.15421666974073994	1	1
IRF9_REC8	0.02406711334809701	1	9	0	0.1541407318201214	1	1
DCUN1D1	0.004247718497524978	1	14	0	0.1530471544697939	1	1
UBE2D3	0.0059481402468201305	1	11	0	0.15257832261986604	1	1
HERC1	1.0870313241958162e-5	1	12	0	-0.15041983961524555	1	1
MBNL1	0.00972725654430956	1	13	0	0.14942635534843332	1	1
PCBP2	0.0059481402468201305	1	10	0	-0.14633929916446012	1	1
YBX1	0.0017034404211968039	0	2	2	-0.14590016511445336	1	1
UBAP2L	0.012061637730303958	1	17	0	-0.1431619267062725	1	1
ARHGEF12	0.0031019121725753044	1	4	0	0.1423864836395946	1	1
IFI44L	0.012061637730303958	1	16	0	0.1420246300053933	1	1
ABCE1	0.035635175409447245	1	8	0	-0.13454953674358827	1	1
CCDC93	0.005719798642513905	1	7	0	0.13163368552875454	1	1
ADRM1	0.018906395853608277	1	13	0	0.12331679594477499	1	1
ACTG1	0.00457385295509507	0	2	2	-0.11352257458206594	1	1
RPL3	2.5793867805967526e-5	0	2	2	-0.11155307910522716	1	1
PNP	0.03844884394759776	1	3	0	0.10531708675745799	1	1
WDFY3	0.011425648910501105	1	4	0	-0.10394020494276673	1	1
AHNAK	0.015207385030247648	1	4	0	-0.09946700179552605	1	1
PHF14	0.0026734885354170934	1	12	0	0.08246972865250195	1	1
SDHA	0.04857620562592733	1	7	0	-0.07704076218879155	1	1
