gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Spleen-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
CTSV	0.014172707409595723	0.1499149031485329	3	0	0.40917715591938486	1	1
CSF1R	2.9612745986902245e-4	0.018058584639839628	8	1	-0.4087957445903764	1	1
MAFF	0.0332110541455623	0	2	2	0.4060852627790803	1	1
YPEL5	0.03439177507805174	0.011222559876044336	6	1	0.4057679598881869	1	1
XXYLT1	0.027038732073216647	0.013547965821729614	3	1	0.403825057927904	1	1
DNTTIP2	0.012962503329013955	0.03815222074969783	4	1	0.4035168448519515	1	1
PHTF2	0.03929673244735364	0.939652604872415	6	0	-0.40329699822364673	1	1
BCKDHB	0.013086337079147898	0.6029936281594409	14	0	0.40257254654984753	1	1
KLHDC10	0.03949389211143194	0.022607780591203535	3	1	-0.4014208789445837	1	1
LGALS8	0.0010830538275296672	1	10	0	0.400962907599616	1	1
SLC7A7	0.0024815401475584728	0.6077855470100194	6	0	0.4007989495214013	1	1
NPC1	0.006023808732132916	0.08780006030787248	5	0	0.39960312381807317	1	1
SPATS2L	0.0022902684812927884	0.055529492396490764	6	0	0.3995161769165	1	1
LOC113265650	0.033613496608031854	0.4422108305650705	3	0	-0.3992567296161029	1	1
POMK	0.014167174810395583	0.30502694915381096	7	0	0.39924541655749535	1	1
PSMG3	0.0371927226431883	0.33730225349835086	4	0	0.3987070822900583	1	1
MAP1LC3B	5.190774559496398e-8	3.6535456145880814e-8	4	2	0.3975858379849513	1	1
UBE2V2	0.009075495579771666	0.006932816869074573	3	2	0.3956880390545388	1	1
EFR3A	0.04924926707205544	0.00929415300921946	8	1	0.3952153187452142	1	1
KIAA0513	0.026932050216982476	0.17044600697224557	4	0	-0.3949407144098971	1	1
ERAP2	0.0311831073544693	1	5	0	0.39446214890747205	1	1
OSBPL8	0.026177733179537678	0.04673942387681769	10	1	-0.3939943724391117	1	1
USP4	0.014906294837511694	1	10	0	0.39320230283768365	1	1
USP36	0.003116663418693653	0.37686257041435206	3	0	0.39304145176834404	1	1
THRAP3	2.3582724384657626e-4	3.545704322473331e-6	6	2	0.3920870925977368	1	1
LOC113258537	0.023112940810944397	0.14688068893348796	8	0	0.3914836642340267	1	1
LOC113253337	0.01674930775951967	1	10	0	0.39110579153963837	1	1
DOP1B	0.0031893677554911937	0.07717961730839434	5	0	0.3910247391847323	1	1
PNRC1	0.004614084139079535	0	2	2	-0.3910190807532584	1	1
FAM214A	0.021636482413570954	0.21755108211277535	6	0	0.3902812535780013	1	1
LOC113259452	7.683348076186123e-4	1	5	0	-0.3902416159852075	1	1
TP53BP2	2.150536110121951e-4	0.017883195117615068	6	1	0.39012820724358815	1	1
IL4R	3.7406010427882164e-4	1.8356078036385655e-4	9	1	0.38921185523330326	1	1
PRMT9	0.0028715541166566276	0.0012679915577058982	6	1	-0.3892068508348836	1	1
ANKRD11	0.022549311707489576	0.003981021727174082	3	1	0.3890570056308243	1	1
NR3C2	0.03379826344489862	0.0987404799536409	4	0	-0.3885092531869131	1	1
PSAP	2.0600331025273428e-05	0	2	2	-0.38828450395031444	1	1
LOC113241636	0.020554267307849053	0.13434354437648433	3	0	0.3879819500878033	1	1
MED6	0.010021226779584093	0.009401184838726411	9	1	0.3872129241306663	1	1
SPARC	3.7266150964894616e-5	1.1394740819017517e-4	4	1	-0.38700348992003264	1	1
GCC2	2.9612745986902245e-4	0.002944596147289221	4	1	0.3865335037023837	1	1
TUBB	0.011343157557317149	0	2	2	-0.3861610389800487	1	1
EIF3B	0.014272558877017031	0	2	2	-0.38563524561083506	1	1
ALAS1	0.02189729684353648	0.06565148254050236	8	0	0.38538107602308563	1	1
FBXO9	0.008536135303032762	0.013578195480339941	9	1	0.3847534108760984	1	1
ICE2	4.9865240971817266e-5	0.1527682514429161	6	0	-0.3845392804161053	1	1
COPS4	0.014272558877017031	0.012639684936429705	5	1	-0.38436387356855145	1	1
CCM2L	0.047016918768618535	0.5868542632526483	3	0	0.3832887270764048	1	1
FAN1	0.002401725272310653	0.9396350666286485	8	0	0.38294794819915623	1	1
RELCH	0.006847908540720825	0.10995482894775634	9	0	-0.3820783367751743	1	1
PTPRC	1.5557245679252622e-13	0.00240917985285261	7	3	-0.3820640491114076	1	1
APPL2	0.0053888915688603	2.2192000232187666e-5	13	1	0.3820119439760265	1	1
PLPP5	0.0018385075426687772	1	14	0	0.3817798504938034	1	0.75
RUFY3	0.03357867778647652	0.04380534124062443	9	1	0.3813567984637751	1	1
SMAD4	1.2073409717010967e-5	0.11056600291465746	9	0	-0.3807897484919752	1	1
ENO3	0.020160476498082114	1	8	0	-0.3801831250162092	1	0.75
PHF20L1	0.00903086483459881	0.013059629674388383	5	2	-0.37829672680800575	1	1
GFM2	0.02728117956559672	1	11	0	0.37819924818239664	1	1
MPZL2	0.008196619281480834	0.239298145684308	6	0	-0.37810168045927944	1	1
LAMA4	0.0176383722056258	1	10	0	0.37723549565901787	1	1
ACTR3	2.1669305869205962e-6	2.6069099872140514e-9	4	1	0.37407998553915656	1	1
ZNF568	0.047615769752479255	1	6	0	-0.3737184642013941	1	1
AUH	0.012477100562441461	0.1356379809160957	7	0	0.3736100285927081	1	1
DOCK7	0.019588371865042916	1	7	0	-0.3729758394349749	1	1
ZNF667	3.788863913821794e-4	1	4	0	-0.37273575564611305	1	1
GHITM	0.01545652873736138	0.023347570595208707	6	1	0.3722250066011231	1	1
SNX5	0.008441751471779165	0.04193105601466595	8	1	0.37154092423650054	1	1
FNDC3B	1.757370987808059e-4	0.002462592399054902	4	2	0.37091610575258294	1	1
ARMC9	3.2157802108282097e-4	0.34382643532338475	8	0	0.37060809468369577	1	1
LOC113268043	0.015083550570067534	1	9	0	0.37051997435369255	1	1
CSGALNACT1	0.0015208516150412204	1	3	0	-0.370198747816774	1	1
APLP2	3.654015856592494e-13	2.259434221599334e-6	5	3	-0.36980459556015954	1	1
BABAM2	0.004211080068765574	0.0014817590354136005	4	1	-0.36919916110393525	1	1
FMO2	0.03599883915850092	1	8	0	0.36916684778777725	1	1
FBLN1	0.02784305688702249	0.28866231187015357	4	0	0.36909228675763783	1	1
PUM3	0.022060504591442806	1	12	0	0.3690080417095354	1	1
ESYT2	0.040511799276116804	0.024911344062064245	9	1	0.3683268702782482	1	1
ARHGAP10	0.032271439509626396	0.008301421344609006	5	1	0.368056509738069	1	1
UBP1	0.027234841765810983	0.02028819417570954	5	1	0.3678636964355505	1	1
PDE5A	0.013638684733701974	0.0035150098140029136	3	1	-0.3676006686054071	1	1
OXR1	2.5646027432522018e-5	0.43095377591637224	8	0	-0.3672230733920713	1	1
LOC113256785	0.002611764658500909	0.20413096127855612	3	0	0.36691625556209184	1	1
LIMCH1	5.666938198877477e-9	0.003977515607343008	8	2	0.3667692992676327	1	1
ADGRD1	0.01847923165284076	1	5	0	0.36588294776831515	1	1
WDR20	0.0025843740301933382	0.7871232820874181	9	0	-0.36512905635909787	1	1
CEP70	0.041486391207448924	0.8746470826008563	7	0	0.364969069709574	1	1
SURF2	0.008387522233447364	0.015097708961361108	5	1	-0.36434265789723164	1	1
HNRNPA2B1	5.594732843071765e-9	6.226306193146431e-5	8	1	0.36432982397990865	1	1
KIAA0232	0.0036206620056868375	0.0028707448548867826	10	1	0.3637897377170669	1	1
ZMAT2	0.00732793431829662	6.408700487873149e-4	3	2	-0.36325997704502966	1	1
HSD17B11	1.0688474849499333e-5	0.854753062810672	4	0	0.3630927285668062	1	1
PPP4R3A	7.718088639807e-4	0.006719628256545021	7	2	0.36287167888255506	1	1
HAT1	0.03389060042650848	0.052040405921023374	5	0	0.36279852235849464	1	1
PPP1R10	0.03389060042650848	0.06949050149934338	5	0	-0.3618011645770965	1	1
AARS	0.020449192982701855	0.2591422757224807	7	0	0.36157564456733254	1	1
EXOC3L1	0.0011298944527354325	0.20418148200633715	17	0	0.361102004312988	1	0.75
C1S	0.0041732977531307525	0.009059337807928714	3	1	-0.3608348941850008	1	1
CUNH6orf62	0.0013193996010898235	0.5587788502364947	5	0	0.3603271610059371	1	1
SCARB2	0.024831558258336224	0	2	2	-0.359844403792024	1	1
RTTN	0.016100337790502933	0.15863465907596572	6	0	0.3594666446491612	1	1
MED24	1.0992533931848174e-5	7.178413139532164e-4	14	1	0.35919371542715456	1	1
ASCC3	0.022267944955779093	1	9	0	0.35863117444941517	1	1
NBN	0.0439576776769126	0.16836077437773272	13	0	0.3586255784667373	1	1
RHOBTB1	0.036344989943005085	1	11	0	-0.35820414312087295	1	1
ATP8B2	2.9799013068560474e-4	0.008148015138117179	4	1	0.3580504009333514	1	1
KCTD9	0.019588371865042916	1	6	0	0.3575876791694787	1	1
PAPOLA	0.036789675932099405	0.0037659395755613575	10	1	0.35722835400086395	1	1
POLRMT	4.893288095201042e-4	0.027855246032463594	10	1	0.3571827239366098	1	1
SLC36A1	0.0073554086800117656	0.02252249805216325	6	1	0.35657207784061773	1	1
VEZT	8.789304590393213e-7	0.03961424257421984	10	1	0.35602803109850156	1	1
DHX15	0.03818063334801524	0.08945950091298212	7	0	0.35592795823649087	1	1
RPS24	5.143221382703598e-4	1.2119003608747297e-4	3	2	-0.3556375633917189	1	1
TRPS1	0.0012571155609569162	0.03537629168567022	6	1	-0.3543098117951211	1	1
RBM23	3.1697695411765604e-4	1	8	0	0.3542144456443795	1	1
WDR75	0.012957978359439676	0.08305227152565742	8	0	0.35363990485871244	1	1
SLC25A25	0.005581599049939514	0.023672022076124077	11	1	0.3533224622489874	1	1
PCMTD1	0.00029275991357939033	1	10	0	0.3530533507719706	1	1
MAPK14	1.3949009418420318e-7	6.082502670544034e-5	12	2	0.3527549822353737	1	1
VIPAS39	0.039604699612524386	1	8	0	-0.35265765791875703	1	1
CCDC47	0.0012591680659441691	1.2470404290622122e-4	6	1	-0.35231910469899025	1	1
ANK3	0.0015294228490209717	0.0028385102727433694	7	2	0.3522272918068441	1	1
TRIO	6.0826412662478675e-5	2.7785268504515045e-6	4	2	0.3520098263042454	1	1
CDK8	0.00823011982977571	0.7954358491261733	5	0	-0.3515555782588684	1	1
ATRX	9.288760003409978e-5	4.972144925681022e-4	10	1	-0.35129704730669775	1	1
FHL5	0.012809033657148623	1	11	0	0.35086131398018716	1	1
PHRF1	6.0041520308246856e-5	0.06469432028827081	5	0	0.35025536695034726	1	1
SDE2	0.04475233096894577	0.042589460620577814	5	1	0.34983265806844327	1	1
SLC9A7	0.0020759456362976552	0.343704072980423	3	0	0.34960513256868575	1	1
KLHL7	8.000885441573999e-4	8.655743848743466e-4	11	1	-0.3492670071516442	1	1
IFRD1_LSMEM1	0.011829247943315328	1	6	0	-0.3492664147509573	1	1
ZNF106	3.967750175661593e-4	6.23687301635013e-4	7	1	-0.3483394665166017	1	1
BEND7	0.0311831073544693	0.5528310134405473	7	0	-0.3482491946935851	1	0.75
ASAP2	0.03665006498300953	0.7437681909865921	3	0	0.34817281684116835	1	1
MEIS2	3.1609566946227976e-6	0.27949130711383663	5	0	-0.34798632104949895	1	1
TGFB2	0.032826044125599224	1	4	0	-0.34743860360246476	1	1
MOB2	0.024152373603344785	1	5	0	0.34645460619261886	1	1
LIMA1	0.007966652421647015	0.4214548241499463	12	0	0.34557253997619136	1	1
RARG	0.02575272332816093	1	7	0	-0.3454414183226738	1	1
ABCG2	0.009099493250244712	1	13	0	0.34387853571811666	1	1
RBMS1	8.96855612655002e-17	9.955818308761455e-5	14	2	0.3434013468765325	1	1
DHRS1	0.011859493757310319	0.5132618646970429	10	0	0.343336868477163	1	1
CYLD	0.007881444418674461	7.282200357332437e-4	10	1	-0.34271631204016717	1	1
METTL14	0.039770818998747674	0.3943607835331567	8	0	0.3425383240382321	1	1
CCDC186	0.0014891765790057776	0.1987687404901819	4	0	-0.34250272147663086	1	1
LUC7L	0.0016964869729435093	0.15928742067454466	8	0	0.34213774038935446	1	1
PRKCA	0.030149741303803258	0.011098255787053448	3	2	0.3418757598573856	1	1
GLYR1	0.001012736148814439	0.016283835129139525	10	1	0.34108645148845096	1	1
NIPSNAP2	0.01738584759258648	0.027509758981347956	6	1	0.3409848401935317	1	1
CHIC2	7.859412371960892e-7	0.010164969344839007	7	2	-0.34086819414966196	1	1
NEK3	0.022076890478767975	0.016636530946130504	8	1	0.34048647686737604	1	1
THAP3	0.04511623144317617	0.8471403000419003	5	0	0.340354783850569	1	1
LOC113267246	0.009731758822088994	1	8	0	0.3391169209633897	1	1
PIK3CD	0.004690231802787527	0.26129765268833266	6	0	0.33896854069295096	1	1
PCIF1	0.003264534377931861	2.8509526622024167e-5	8	1	-0.33838019279954296	1	1
YME1L1	9.710457329878172e-5	5.301032644635864e-5	7	1	-0.33826280649643137	1	1
ZNF462	0.01658180965663361	0.14091044333847813	8	0	0.33812854148945176	1	1
DCUN1D2	0.020324555979031187	1	17	0	0.337678630536527	1	1
EFL1	0.018955210826335382	0.15060072500023863	3	0	0.3373844445066727	1	1
LOC113258594	0.018984744633470593	0.09677671240688479	6	0	-0.3370073179197467	1	1
SLC2A9	0.012624625329001144	0.3354397255168633	11	0	0.3366038882707514	1	1
SUPT7L	0.019367365210841037	0.002524521371080068	4	1	-0.3362980088367881	1	1
FAM13C	0.028428405351248926	0.30274505164078913	7	0	-0.33605783098808306	1	1
AFDN	0.003967246327002027	0.6253287639984421	10	0	0.3358651219073481	1	1
STK3	0.0222348469818328	1	10	0	0.33579130103650673	1	1
COMMD10	0.023042821946569203	0.06388759610920507	6	0	0.33398549404591366	1	1
GATAD2B	7.523118055925966e-4	0.021657756906936016	5	1	0.33388654293514564	1	1
SEC63	0.011343157557317149	0.003246729367244729	8	1	0.3333457834781388	1	1
FMNL2	0.0041841020668541146	1	6	0	-0.33261141687244267	1	1
TTF2	0.013625335242379272	1	3	0	0.33220456396957077	1	1
FAM208B	5.641368367553946e-7	0.017985965182716553	6	1	0.3320654644884292	1	1
CRY2	1.2594348493912219e-8	5.8233572526131176e-5	13	2	0.3311872318783583	1	1
SMARCA1	0.024984229482746884	1	9	0	0.33106427782810754	1	1
LOC113246149_EPAS1	0.019145480553220774	0.9111693226223732	6	0	0.329782714244955	1	1
FHL1	0.008621378491536286	1	10	0	0.32937118357406936	1	1
ANGPT1	0.006975455023841283	1	4	0	0.32912517911084704	1	1
CEP170	0.00732793431829662	0.23765426379200655	5	0	0.3287034020056526	1	1
ARHGAP30	0.013684501035246538	0.4229385867683756	3	0	0.3281029222941667	1	1
OTUD6B	0.024152373603344785	0.06416292630081702	5	0	0.3279580866483847	1	1
RAMAC	0.003116663418693653	0.12190579919541096	5	0	0.32770695648858367	1	1
CUNH1orf198	5.666938198877477e-9	0.0015191021209975987	6	2	0.32762358114220147	1	1
GAS6	0.013962178636516246	0.011781264533432725	4	1	0.3271494151538962	1	1
FGFR1OP2	0.00268306957651738	0.6403750356409676	5	0	0.32684718190796785	1	1
ZNF217	0.0028715541166566276	1	3	0	0.32604491066147845	1	1
MECOM	0.011740297651630354	1	10	0	-0.3253023956107015	1	1
ICK	0.033068275684779706	1	6	0	0.3250512726696862	1	1
NOP2	0.0022946698897861775	1	10	0	0.32476615863825925	1	1
SSU72	0.02073656552456353	0.0791396560385469	5	0	0.32319942143375535	1	1
CAVIN1	1.5312510224841169e-6	4.112743748023763e-9	4	2	0.32318563799975736	1	1
VDAC2	0.02390675037553279	0	2	2	-0.32316035943824695	1	1
UCKL1	0.01671268363965299	0.011844879117914472	13	1	0.3210274912833273	1	1
ANKRD13A	0.0024578171992400383	0.6726975381813274	4	0	0.3208633678933208	1	1
VPS8	0.03379826344489862	0.39210382243574893	11	0	0.3207051839001231	1	1
PFKFB3	7.880182722736409e-5	5.527941076277722e-4	11	1	0.3204225010286755	1	1
SLC38A6	0.021805678795419295	1	6	0	-0.32037474389411424	1	1
SETD6	0.019953571131111483	0.23107863764052458	6	0	0.319812069876149	1	1
ETS1	0.007189635368383315	0.0025069003115450804	4	2	0.31969635313119693	1	1
AFF1	0.004235734654510516	0.06938014741870607	4	0	-0.31881783551414256	1	1
CRTC3	0.006356619517062854	0.16919001004042164	3	0	0.31877748045398346	1	1
FIG4	0.02774908377529596	1	8	0	0.3181746597788501	1	1
LOC113264927	0.011185622612240282	1	14	0	0.317715302248575	1	1
ARHGEF1	0.007535240686387343	0.11088650199200852	7	0	0.3172512810222813	1	1
RFC1	0.0025843740301933382	0.003364710860425057	4	1	-0.31718488019904045	1	1
DARS	0.01824016089363168	0.003603772421877419	7	1	0.3170889643794562	1	1
PUDP	9.87380370491921e-4	1	8	0	-0.31655076929429443	1	1
ENAH	0.0311831073544693	0.027104239715218695	3	1	0.3160413980964295	1	1
THAP9	0.03223053430506508	0.018924681763763156	4	1	0.3159922987867479	1	1
WDR60	0.032331522410987024	0.6902669275390558	5	0	-0.31510736127071604	1	1
RND3	1.1311411160079196e-5	5.9114015390939954e-8	4	1	0.31458011564344734	1	1
SMNDC1	0.0379889345376222	0.7056537526021648	4	0	-0.31268749382878536	1	1
SELENOT	0.045833912026892465	0.2822292034883025	5	0	0.31267353408682547	1	1
RBM5	0.011513322186889958	0.016132942645702857	13	1	0.3123817323159292	1	1
FAM13B	3.0180700125480827e-5	0.0011644304441748605	5	1	0.31237079111154153	1	1
TP53BP1	0.0028715541166566276	1	8	0	-0.31204941440414563	1	1
STRN3	0.01674930775951967	0.13992152568327137	3	0	0.31182268707960137	1	1
LRRFIP1	0.01215929535645211	1.5364129037604235e-4	10	1	0.31167773823688427	1	1
CAB39L	0.039604699612524386	1	11	0	-0.31167159226976016	1	1
TGFBR3	0.0025650143480623125	0.009038857906771284	6	1	-0.31137313163349145	1	1
DDR1	4.027682410663541e-4	0.17218416803358058	7	0	0.3109926047512007	1	1
TMEM59	5.262879452933776e-5	1.512351006143725e-4	7	1	0.3105853354108139	1	1
INO80	0.04954966110616615	0.41676381811338276	3	0	-0.3098419653189787	1	1
BIRC2	0.011963896935160713	0.4031310587968611	8	0	0.3098273676081219	1	1
SRP54	0.019773870705284843	0.8077186538841686	9	0	0.3085147591511139	1	1
RTF2	0.04571446323946903	0.9854794727128668	4	0	0.30843158897020057	1	1
RNF2	0.011963896935160713	1	5	0	0.3082998303107148	1	1
VAT1	0.007282955677702071	0	2	2	-0.3073978467429712	1	1
CTNND1	0.007197071364626404	0.0036879750091972116	9	1	0.305743577436843	1	1
SFPQ	0.028220850558748255	0.012464136501610837	3	2	-0.3055060552633551	1	1
ARFGEF1	0.012962503329013955	0.0030812574663012606	4	1	0.3044072940475643	1	1
POFUT2	0.033517875290622584	1	6	0	0.3042031222673373	1	1
DERL2	0.011428102376449135	0.22128632202957174	8	0	-0.30404915597647025	1	1
CNTN4	0.036356556057412004	0.20408344861262118	3	0	-0.30348053523758917	1	1
TACC1	2.7850888304893336e-4	1	11	0	0.30320313878914606	1	1
IMPDH1	0.023349040163675897	1	7	0	-0.30206386166705845	1	1
JKAMP	0.0016431140485147773	0.1721524333696315	7	0	-0.3020638015783665	1	1
PEX11A	0.018394460370223416	1	7	0	0.30205533586717215	1	1
MSN	0.006847908540720825	0.006333195986186559	3	1	0.30197891708411373	1	1
AFAP1L2	0.025382371015204606	0.46644565381407993	7	0	0.3011796706645664	1	1
MAN2A2	0.03599883915850092	0.04352944660254678	4	1	-0.30105451263556493	1	1
OCIAD1	0.03089431639883408	0.008615724607071374	8	1	-0.3010380653939468	1	1
IL34	0.00732793431829662	1	7	0	-0.3009949965936284	1	1
CAMSAP2	0.019383564903618988	1	5	0	-0.29987288606216234	1	1
SNW1	0.030639614389814978	0.08736650040555279	4	0	0.29965514142606736	1	1
GID8	0.022611888168171567	1	7	0	0.29858790018871095	1	1
TOP2B	0.02456641164543301	0.013488489760207811	6	1	0.29820890431046476	1	1
PRPF40B	0.014597963360866864	1	13	0	0.2978859444832293	1	1
MSTO1	0.039604699612524386	1	12	0	-0.2972153728584349	1	1
PTGES3	0.020619792602689715	0.017872091535954628	7	1	0.29720068199480554	1	1
RRBP1	0.005031299130327459	0.044769175961802875	10	1	0.29662875459437305	1	1
QKI	7.575547780667554e-5	4.760912476113434e-7	4	1	0.29635342799435843	1	1
MED23	0.027234841765810983	1	3	0	0.29586477952758705	1	1
TSR1	0.007953788949625576	0.16884335673545262	8	0	-0.29578076824370453	1	1
N4BP1	0.00939093419837483	9.635348106511551e-4	4	1	0.2956391560723063	1	1
PPP1CC	0.042263654579946956	0.004976543335443216	4	2	0.2950749238156729	1	1
FAR1	6.147050375994057e-4	0.001948418261590256	6	1	0.2948483667673848	1	1
EDC4	0.04093008620270827	1	8	0	0.29462742302905054	1	1
PLEKHB2	0.04996393049742959	0.03703949617697964	8	1	-0.2933992258201733	1	1
SORBS1	0.004235734654510516	0.19468642838322184	11	0	0.29286456958226803	1	1
RPAP2	0.0031893677554911937	1	6	0	-0.29181244985549704	1	1
SNX1	0.019588371865042916	0.6680903722042162	8	0	0.2915832533429212	1	1
HSPA4	1.7105713746886603e-4	0.001266224419495019	5	1	-0.29146086330112464	1	1
LOC113249139	0.02086923250165194	1	5	0	0.291361841370101	1	1
NOC2L	2.90867221217044e-4	1	8	0	0.2912487902532673	1	1
BCOR	0.012809033657148623	1	7	0	-0.29031027212735916	1	1
LOC113265424	0.007896330814779745	0.7533763341597111	4	0	0.29003120580618863	1	1
RPS2	0.02809138539819282	0	2	2	0.28988286732974045	1	1
GYPC	0.04841665029770155	0.342695569876352	5	0	0.2890319278545177	1	1
MANBA	0.0063226021887648025	0.28779527687047085	7	0	0.28879169084831424	1	1
PIP5K1A	0.01769121173103423	1	11	0	0.28862464744309124	1	1
HAUS6	0.0024578171992400383	1	5	0	0.2885303491403134	1	1
SMC5	0.0042080943293944925	0.30286373419299384	9	0	0.28849987193765037	1	1
CHD8	0.0010738807669507444	0.05729661229670628	8	0	0.2878320691072571	1	1
GNL2	0.02792484496607929	0.5526663364857033	10	0	0.28748663201566915	1	1
WDR37	0.013134782782253185	6.626872673675934e-4	9	1	0.28716784583079596	1	1
TMEM150A	0.016772257672688397	0.19575849043687935	7	0	0.28666205831647773	1	1
HERC3	0.006935828308045438	0.003490430672136295	12	1	0.28648510754816686	1	1
GNAI3	0.005448657151476787	3.876860721361664e-4	4	1	-0.2861396727732832	1	1
LOC113244018	0.015135192292280254	0.009080014366162036	3	1	0.2859015778890871	1	1
MIA3	4.88661571427169e-5	9.590189015291381e-4	11	1	-0.28573233763092654	1	1
NAMPT	0.0017333033845023135	0.19424242199727332	5	0	-0.28512499092178323	1	1
UBE2D3	0.006847908540720825	0.0026739978202069445	9	1	0.284801155583276	1	1
SCHIP1	0.024666008729587602	0.03166146258455743	6	1	0.2837969471128816	1	1
SLC35B1	0.03614810392614435	0.35100075826512817	6	0	0.283284493176105	1	1
UGP2	0.014378576979478678	1	9	0	0.28326338929272954	1	1
GNPNAT1	0.040176301968669705	1	10	0	0.28237463658660444	1	1
NPM1	0.03554386115791211	0	2	2	-0.2819390195138647	1	1
RARS2	0.01565329111353956	1	13	0	0.28145051641092445	1	1
STOM	4.135446226937664e-12	2.448373473143599e-6	9	3	0.28130764188252755	1	1
HNRNPF	1.34733697641875e-4	0.04359337072273671	11	1	-0.28119442995996574	1	1
LUC7L3	0.039604699612524386	1	12	0	-0.2804240777281548	1	1
CXCL12	3.632761431711195e-7	0.006771118223295678	4	1	0.2797845443158821	1	1
CDA	0.024140702405197206	1	9	0	0.2794446161200257	1	1
SEC23B	0.002106749924114157	0.11765575296054026	8	0	0.2793460027294068	1	1
LOC113270876	0.027753612859849258	0.22243869694702453	6	0	0.2792886587686981	1	1
BECN1	0.026932050216982476	1	12	0	0.27872100727646765	1	1
SPG7	0.009075495579771666	1	6	0	0.2777000581084747	1	1
CORO1C	0.035314643220226684	0.3292256649502416	5	0	0.277504468896567	1	1
KYAT3	0.04687561217611839	1	7	0	-0.27743275056855626	1	1
KANSL2	0.004538552849489632	0.04523705725276874	16	1	0.27725189272784695	1	1
SRPRA	0.036572121193109104	1	3	0	-0.27669767231616627	1	1
PABPC1	1.8759353500986516e-16	1.6051197946479195e-15	6	2	-0.27609261698066967	1	1
B3GALNT1	0.0029375921850731796	1	15	0	0.2759801971812239	1	1
BAG6	0.04270530773328455	0.5304651636773692	11	0	0.2757642641688908	1	1
TRIP10	0.01534167944790158	0.575106506645046	8	0	0.27555041690658877	1	1
TMEM164	0.003368231472047181	1	13	0	0.2754720493486643	1	1
TBC1D12	0.04848033130350817	0.7046085232116073	8	0	-0.2747223184210171	1	1
STAT1	3.00161900747628e-4	1	7	0	0.27348674167839987	1	1
ANXA11	0.0011560084923211466	0.06734078369086047	11	0	0.27280755603372897	1	1
MCM3AP	0.02441726617150261	0.029883257085194327	9	1	0.2727357136105394	1	1
CD93	0.006705101494781394	0	2	2	0.2724570358183348	1	1
PABPC4	0.008536135303032762	0.06171097773824467	7	0	0.2720115644178198	1	1
NEDD4	0.0012442407085339205	1	6	0	0.27101057979473486	1	1
HTT	0.035862804366384296	0	2	2	0.27086495047431913	1	1
CLU	7.38288352059023e-13	3.683906230852671e-4	6	2	-0.27020968196900164	1	1
DCN	0.011111572847445064	0	2	2	0.26984934462563004	1	1
PIGO	0.046170043074599626	1	14	0	0.2695091733388165	1	1
SP3	0.0012571155609569162	1	5	0	0.2686288631272334	1	1
DXO	0.03351069940632413	0.9547928335145975	6	0	-0.2681510536927717	1	1
CUNH9orf3	0.022285689386409086	0.740226237184946	5	0	-0.2679021293310464	1	1
TM7SF3	6.827018520397906e-4	0.15489613304519476	11	0	-0.2678118265533448	1	1
XRCC5	0.0022308811188216835	0.007170632526169496	8	1	0.2675538042886165	1	1
PURA	0.004931751197207941	0.004765526661672457	7	1	0.2675337469829219	1	1
TARS	0.006975455023841283	0.2078143981087837	8	0	0.26745270099145646	1	1
ABL2	0.009632021020606535	0.16756458450297707	5	0	0.26740702046128884	1	1
N4BP2	0.008966257406117908	0.8399551707349885	9	0	0.26702495446910063	1	1
VPS26C	0.007513071978340034	1	8	0	0.26648077384450736	1	1
ALS2	5.375538361649443e-4	1	13	0	0.2663995255728987	1	1
AASDH	0.04356711131581059	1	9	0	-0.2660288404906531	1	1
TMCO4	0.0026695947179371446	1	9	0	0.2660117699117136	1	1
NDUFS2	8.109450752386127e-4	0.5886286776737099	10	0	0.2654152761175108	1	1
PAK1	0.016100337790502933	0.02065252482951688	4	1	0.26526723213768816	1	1
DDOST	0.03666154520549713	0.04027670487316921	4	1	0.2647460132565464	1	1
HIPK3	2.0568150700667166e-5	0.11917840863025606	6	0	-0.2638388820222816	1	1
THNSL1	0.01774928602140712	0.0034913728640082	5	1	0.2635023708657681	1	1
TTN	8.350368051948452e-6	1	23	0	0.2629386594326614	1	0.75
FAM208A	0.02456641164543301	0.07259136291978895	5	0	-0.2627303888495082	1	1
ABCD3	0.016640230444081628	1	11	0	-0.2621500395063088	1	1
VPS33B	0.039311345330873555	1	7	0	-0.2619833787494724	1	1
NSMAF	0.012368116481263942	0.17173227794065038	9	0	0.26192428495374875	1	1
CSPP1	0.020554267307849053	0.11522755773000141	6	0	0.2614259058436125	1	1
LOC113251308	0.04114901549271287	1	8	0	-0.26118372077679286	1	1
EPB41L2	0.0016431140485147773	0.017066601660311435	9	1	-0.2611814054691428	1	1
YAP1	0.024345678801707463	0.0051482775442280564	5	1	-0.2607551687334714	1	1
ANXA5	4.673167635562308e-6	8.015272579345886e-9	5	2	-0.26063180607305425	1	1
UBE2V1	0.015417068213457964	1	6	0	0.26040866494596915	1	1
ZSCAN18	0.03867773230013274	1	7	0	0.2595391000861101	1	1
GLUL	8.109450752386127e-4	3.161817150622272e-5	5	2	0.25942543891626146	1	1
NCK1	0.0063226021887648025	0.25447816120402333	8	0	0.25908484341927057	1	1
REV3L	0.027609348112953184	0.37182023490123417	8	0	0.2589979658423697	1	1
