gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Lung-Atrium)	pct_gene_expr	max_pct_tx_expr
DRC1	0.0036725287454992817	0.1545265490962003	5	0	-0.5128572609372674	1	0.625
SLC43A3	0.01149411721619871	0.040962554019621435	5	1	-0.5125297475241866	1	0.875
SH3TC2	0.03829964594595725	0.45076258868100816	4	0	0.5125209016162967	1	0.75
LRIG3	0.045180162759265334	0.044685926511016015	3	1	0.5118884315578802	1	0.75
KCNJ4	0.027411595481823103	0.24695076611680924	3	0	0.5115548722094854	1	0.75
AGBL3	0.009345414614753656	6.643858869328992e-4	4	1	-0.5114656409276646	1	1
LOC113252197	0.030756931648516145	0.011694551514469133	6	1	0.5109497909976621	1	1
CAMK2D	2.2894231545600183e-17	3.2919504513391896e-14	5	2	0.5093265118561214	1	1
IP6K1	0.00294978084470898	0.0068023015991456074	3	2	-0.5092390889418325	1	1
PSAP	7.899909423111039e-44	1.8644102797283852e-47	3	2	0.5092037495220499	1	1
LOC113249328	0.019129084293989202	0.0016162747988399783	4	1	0.508932719332305	1	1
ADCY2	0.03775314558115325	0.023416503342873447	3	1	-0.5087774284845581	1	0.75
CTSK	0.04092884917597953	0	2	2	0.5075079988566649	1	0.75
MLST8	5.18618001644224e-4	0.004901014662290038	4	2	-0.5071524841500167	1	1
ARMC9	0.012807264396508537	0.0027768864905347583	7	1	-0.5065723245754742	1	0.875
TRIM55	1.0039884385538999e-5	0.005334837490153421	6	1	0.5063622876383617	1	0.875
ERAL1	0.0280034287479739	0.015674662782195217	5	1	-0.5058563807238312	1	1
TANC2	0.0024952989373403663	0.0025567649854194826	6	1	-0.505745327241936	1	0.875
ZFYVE1	1.0565115196643537e-6	3.0300898907329117e-6	7	1	-0.5052569610796926	1	1
OSMR	0.027970169312642162	0.030781388794147577	5	2	-0.5046783898098759	1	0.875
TPCN1	0.034631369835082006	0.14839702480031636	6	0	-0.504053217682855	1	1
FAT1	1.6078871297006482e-12	8.360896880350464e-14	6	3	0.5039533673677773	1	1
TAF5L	0.009638230573165625	0.026984097807825215	3	1	-0.5039084863098305	1	1
novelGene_CLN5_AS	0.028881056245373862	0.009568844452717168	3	2	-0.5036563805910327	1	1
SLC27A1	0.011253897526808516	0.004909962564080077	9	1	-0.5031954540233842	1	1
ZNF165	0.04068344592554228	0.022629269807849992	3	1	0.5029617707137436	1	1
NCALD	5.18618001644224e-4	0.6016909987406714	6	0	-0.5029139469823842	1	1
ST6GAL1	0.005283593843628895	0.0018686597116324452	6	1	-0.5015357894047013	1	0.875
EFCAB14	5.746483067732002e-8	1.1600858928489777e-8	4	2	-0.5014764114578848	1	1
TPD52L2	0.004427277078585915	0.004448909392613236	4	1	0.5010229923686116	1	1
RRP8	0.016936263559158487	0	2	2	-0.5003630472446816	1	1
ITGB1BP2	1.2008644833377711e-6	0.010574270049123419	4	1	-0.49981968993331627	1	1
TRIM35	0.03424973625722238	0.08611711694518202	4	0	-0.49728520066459425	1	0.875
DNAJA4	2.1944541390790722e-11	2.8367403570645766e-13	4	2	-0.49697024014555463	1	1
DCAF6	4.007382512186989e-15	0.008925516458873187	7	1	-0.49660217764643777	1	1
DOCK7	0.0072357127642319495	0.025901487231596125	6	1	0.49649114312920317	1	0.875
TUBGCP4	0.04236487168115359	0.1338134149481783	7	0	-0.49635111099494983	1	0.875
SERPINA3	0.014407190950556748	0.10194387227314276	4	0	-0.4960504365968693	1	0.875
MCM8	0.0037644330258007246	0.016991339620472605	6	1	-0.49596981442918114	1	0.875
GPATCH2L	0.0028670415740293504	5.54857533260748e-4	5	2	-0.4943379247928104	1	1
FAM53A	0.0017246117197652342	5.890163569939878e-4	8	1	-0.4940524857989201	1	1
CXCL6	0.012910121235187233	0	2	2	0.49374689555159523	1	1
RBBP8	0.0013006024374314772	2.207396023959217e-4	4	1	-0.4935681280779971	1	1
SZT2	0.014428817777387784	0	2	2	0.49323505884878693	1	1
ZNF134	0.006952322003686995	0	2	2	-0.493146787060344	1	1
CCDC163	0.03471471292551647	0.019246122356795462	6	1	0.49279076941941996	1	0.75
ATG7	0.026497172329244926	0.0038517980490354953	7	1	-0.4921338071337371	1	1
SGF29	0.009502807830471194	0.011271718322960412	5	1	-0.49199159193001696	1	1
LOC113247193	7.184792849921086e-5	1.8025610448361725e-6	3	1	-0.4917291005932013	1	1
ZDHHC16	0.04598680395867107	0.04535662081705038	5	1	-0.49121567632769114	1	1
HDAC5	0.002836232357813843	0.03684144294718161	4	1	-0.49066673761951174	1	1
SEC31A	9.220793721147741e-4	1.2567150827522648e-4	10	1	-0.490180877695098	1	1
LOC113253631	4.760092394806259e-7	1.3812864924667735e-6	5	2	-0.48959817848664783	1	1
MADD	0.04496725927689996	1	10	0	-0.48920787520314046	1	0.75
BAZ2B	0.007969073152393683	0.004609297946071848	14	1	-0.48820532187683735	1	1
LOC113270876	1.481099973918312e-5	0.0014232664088457997	6	2	-0.4874446988001712	1	1
NDUFA10	9.335381900101962e-6	3.174371076070948e-5	5	2	-0.4861628602800043	1	1
WASF2	0.002768250651660777	6.956120842669078e-4	4	2	-0.4851167535577745	1	1
SLMAP	4.680503373375793e-28	1.860277412535496e-19	10	2	-0.48410948575070456	1	1
KIF1B	9.911315389176853e-13	9.486647874016694e-14	4	3	0.48311753900051646	1	1
FAM173B	0.0069260698279475065	0.0028865213843262297	3	2	-0.4830097091701766	1	1
PPM1K	0.021446111816850036	0.11546502544483367	7	0	-0.482858014555853	1	1
STYXL1	0.04042524665138453	0.3073875754911071	4	0	-0.48280901186450664	1	0.875
WDR7	0.02804167461960316	0	2	2	0.48269186211819104	1	1
CPT1B	3.6436415625624664e-11	3.238920485996415e-5	8	2	0.48214277596259975	1	0.875
METTL26	0.011725062719235077	0.07205781861330801	5	0	-0.4819917791399377	1	0.875
NCKAP5L	0.042303778481722176	0.02654368142098826	3	1	0.48147165220048077	0.875	0.875
PNPLA6	1.3576052262366345e-5	0.0065393035358829515	14	1	-0.48098721505783376	1	1
R3HCC1	1.1760898058319669e-4	0.006022824234791048	5	2	-0.47993748693751803	1	1
SESN1	0.0022887159757776976	0.00980906588055079	5	1	-0.4798946943656097	1	1
TRAF3IP1	0.008409116923761404	0.01588395673890359	6	1	-0.479484583272243	1	1
EIF1AD	0.04068344592554228	0.38979224564815906	5	0	0.4782261347051868	1	0.625
CCDC136	0.013147665056553627	0.003578780536568936	3	2	0.4782235598682477	1	1
B3GNT2	0.04805352148936721	0.48219179869179907	5	0	-0.4776010424023468	1	0.875
NFATC1	0.014392750611558638	0.4358536423054434	6	0	-0.47663891909431816	1	0.875
MEF2D	0.009638230573165625	0.039114212215046795	4	1	-0.4755897922622043	1	0.875
GLB1	0.02648887924286651	0.018130244036539907	5	1	-0.474980236874042	1	0.875
CSDE1	2.7170375698121885e-70	2.024491938185263e-52	5	2	-0.4743806689318673	1	1
AK2	9.082257385496625e-7	1.3803655019211832e-5	4	2	0.4740684329099788	1	1
CEMIP2	1.3187184667944533e-5	4.255808406480941e-9	6	1	0.47358065835270824	1	1
PRXL2A	0.0036766221875940367	0.9683224801959408	7	0	-0.47230086411228334	1	0.875
CCDC127	0.004088234252360808	0.0015944550059315936	4	1	-0.4721470405596097	1	1
SH3KBP1	8.407969614317142e-6	2.5049577711620814e-6	3	2	0.4718931217866467	1	1
LOC113249140	2.335936530456617e-7	8.598170446968203e-10	5	1	-0.4716201760793104	1	1
CD44	8.18320998473827e-24	4.996698728922943e-13	6	1	-0.4707892950770638	1	1
XRN2	0.0032173833668063733	0.28401179403559446	5	0	-0.4702580667133739	1	1
ABLIM1	1.002034425791345e-61	4.989278014113177e-36	6	2	0.4696934140621175	1	1
KLC1	3.694447041095132e-11	3.7581461391156837e-7	9	2	-0.4693617095603215	1	1
R3HDM1	0.015452866388940396	0.1046678786549671	6	0	0.4682750420291971	1	0.75
ERCC1	0.04287032902280538	0	2	2	-0.4680658896659664	1	1
RRAGB	0.04083792575166306	0.04761448175464946	6	1	-0.4678666743828217	1	0.875
LOC113270466	0.009368202546701048	1	8	0	-0.4677631172641166	1	0.875
LOC113261837	0.014284952296454793	0.8322635684094498	8	0	-0.46746814147846816	1	1
ATP2A2	1.151638797006688e-65	8.312325112309458e-29	6	3	-0.4673655582485059	1	1
SPHK1	0.049642385445384886	0.05611664812854946	3	0	0.46677459535985855	1	0.875
EVI5	0.002290858587986034	0.011052555350909406	4	2	-0.46657568490395496	1	1
ATF3	0.029786595104261026	0	2	2	-0.46571454813403046	1	0.875
ZNF821	0.00436989628399218	0.5440532327252027	5	0	0.4651926777382776	1	0.625
CREB3L4	0.046099463230320326	0.3257970228630185	4	0	-0.46506752233863075	1	0.625
PDE4D	7.471601565839177e-15	5.549202789268025e-13	7	2	-0.46472503584044605	1	1
ABRAXAS1	7.955690969778151e-5	9.109217175021432e-4	7	1	-0.4639993428987419	1	0.875
ZNF792	0.023005466620391817	0.06092524663794841	5	0	-0.46396311192958706	1	1
PATJ	4.302879548369199e-9	9.646611415975269e-5	7	4	-0.4634293218942544	1	1
RGS14	0.006711097233191796	0.18198949472759834	7	0	-0.4625879043680385	1	0.875
ZNF599	0.011596146992489249	0.006367329888390924	3	2	-0.4622702693001518	1	1
THRB	0.003933905809013382	1	11	0	-0.46217155873897603	1	0.875
LPIN1	0.005410989323854572	0.02019763695856616	4	2	-0.4620375269010411	1	1
DPP3	0.02067369810064296	0.30733032430906077	7	0	-0.46178238032776847	1	1
PHACTR1	2.1064439451026512e-16	1.6728276410337047e-10	6	2	-0.4611043842186377	1	1
GTPBP10	0.04314244938703952	0.04515477798997922	3	1	-0.4610780107450951	1	1
TSPAN14	0.04260256339634374	0.325498336239461	5	0	-0.4607632252671958	1	0.875
BRAF	0.007125332288100902	6.228687886278757e-4	3	2	-0.4606667550338803	1	1
SOBP	2.298081818927287e-4	0	2	2	-0.46066198767073036	1	1
CLASP1	2.7023861435953232e-22	1.459296218241791e-9	9	3	0.4605532926704037	1	1
LRCH3	3.793100938358197e-7	1.9974571743400015e-4	5	2	-0.4601777556720439	1	1
LOC113259254	0.0027930158070727275	0.004204698890253517	8	1	-0.45991868894394594	1	1
SMAP1	0.024894098436415685	0.004741748013022217	3	2	-0.459809123169432	1	1
APOBEC2	0.004008273524391707	0	2	2	0.45865558615667046	1	1
MED23	0.03768239800454098	0.1008931537848905	3	0	0.45850328182501776	1	1
BRD8	9.676790746554012e-6	0.003066441463832495	10	1	-0.4574965328274173	1	0.875
ARHGAP6	0.0015025052046818727	0.029859766361532827	4	1	-0.4572665705175748	1	1
TUBA8	0.003034725492902056	0.002188677140262389	4	1	-0.45722211640657834	1	1
VANGL1	0.03326245301279987	0.04189009353149408	3	1	0.45711771633050585	1	1
DMD	1.2004678185268667e-9	0.018750987316492895	10	1	-0.4569487274291188	1	1
PPIP5K1	0.004884442601026499	0.057836233913474984	12	0	0.45646321661366546	1	0.875
DOCK4	0.004800904926597107	0	2	2	0.4563918721536091	1	1
PCYT1A	1.3021312163527334e-4	0.0010219550454325158	7	2	-0.45633097501963493	1	1
SETDB1	0.04715886348059352	0.01043353247688441	3	1	0.4554917534014701	1	1
CAPZB	1.4539699347838052e-10	6.965913681256164e-10	3	2	0.45545002596214607	1	1
KLC4	0.0011368089432460026	9.211829299190632e-4	4	1	-0.4552558092521646	1	1
LOC113267642	0.025425836822403642	0.12383276354296263	4	0	-0.4541838755988441	1	0.875
SEH1L	3.791424359265359e-12	6.485114762267945e-7	5	1	-0.4540142555910888	1	1
MYOM3	0.002630571035736484	5.322263643166103e-4	4	1	0.4538595721710787	1	1
PPP1R10	9.696055584602207e-13	2.165167732420795e-6	5	1	-0.45309276340103516	1	1
LOC113246305	0.018013019322052327	0.08886439226815557	9	0	0.45275389498911955	1	0.875
CMYA5	4.2676046490985204e-5	5.5187573844523717e-5	6	2	-0.452748019088105	1	1
LOC113270560	0.04491688711127536	0	2	2	-0.4525086755088226	1	1
ZNF436	0.0017717643778400753	0.006055735776816953	4	2	0.4523699747510137	1	1
FZR1	0.008863552501766939	0.018561098542634123	4	1	-0.45229870613129425	1	1
TMEM63A	0.03160156039912713	0.08554401116370133	7	0	-0.451547206541222	1	0.875
LARGE1	0.012833890815323467	9.528890780100887e-4	4	1	-0.4515207676618142	1	1
RBL1	0.03768239800454098	0.035894100910149385	4	1	-0.4500679518141797	1	0.75
PTS	0.00285220538953444	0.06267230862597249	6	0	-0.4499525612325204	1	0.875
ZNF280C	0.04221695770510877	0.02807026975368241	3	1	0.4495889436737815	1	1
TSPAN9	1.5388828745160286e-7	9.228495285543019e-7	6	2	-0.44934838266652016	1	1
PLD3	8.19527115989808e-6	9.14677167647092e-7	5	2	-0.44909129558902694	1	1
PDE7A	2.461486965487238e-4	2.221712577864246e-5	5	1	-0.4485653953080014	1	1
ADPGK	0.011877932035925132	0.009481378762104435	3	1	-0.44816838417910154	1	1
ZNF565	0.02107278134342214	0.029103449177403626	5	1	0.4472786563697738	1	0.875
NUP85	0.022165018077458486	0.7000322874905464	9	0	-0.44703906298080653	1	0.75
ADPRHL1	6.014277917719784e-10	2.1441349456249498e-6	5	2	-0.44558655548041276	1	1
TRIM52	0.022228851704982063	0.03227961766087185	4	2	-0.44528573659311943	1	1
TTC17	3.2662807812390587e-4	1.275353337942686e-4	4	1	-0.44519770457194474	1	1
VMP1	1.837988146332755e-18	9.431465732803919e-11	6	3	-0.44507568392440305	1	1
EPB41L1	0.014614620847738392	0.0014640539496761152	4	2	-0.44457264754847275	1	1
LOC113255164	0.03923789679283803	0.37941902281918777	5	0	0.4443876468529818	1	0.875
PARP8	0.00805014565568754	0.00543118332925327	5	2	-0.4433384225662864	1	1
SEPT4	0.0012239902381166495	1.499183998533715e-4	6	1	0.4428338388405225	1	1
STON1	0.00493050436734659	7.643478708969781e-4	3	2	0.4427316847187246	1	1
USP32	7.002804125522664e-4	0.0013596352787388476	3	2	0.4424121801055728	1	1
LOC113248645	9.816137036371777e-4	0.059437287926014416	9	0	-0.44066697525406456	1	0.875
GOLGA2	2.8654046747070756e-12	7.438147717265123e-11	4	2	-0.4406531280430319	1	1
TPCN2	0.012917590683359823	0.02061070199051461	7	1	0.44053177492259626	1	0.75
PDHX	0.001464322772631899	0.027228711844042117	8	1	-0.4404484016691812	1	1
GANAB	0.0015934304014334634	8.486050737894798e-5	4	2	-0.4400750971223019	1	1
PPID	0.016441853212399368	0.016136812925904926	5	1	-0.4399120712517238	1	1
PAPLN	0.027543090966187813	0.04137039853663123	4	1	-0.43964972688124315	1	0.875
ZNF584	0.015196612863157292	0.016069823104854105	4	1	-0.43673447904153057	1	0.875
TRAF3IP2	7.629993418349e-4	0.0014468081505668673	6	1	-0.43606093009019703	1	1
DNAJC13	3.2641822317228126e-5	1.53708620473224e-5	3	2	-0.4354720010603046	1	1
NPC1	2.384846458453594e-4	0.01223017757598961	5	2	-0.4348660965133646	1	1
APMAP	0.01747394203127703	0.05082308151391499	7	0	-0.43465175180438537	1	1
CDC25B	0.023560336328607306	0.3696032330267841	3	0	0.4342516502175107	1	0.875
WDR73	0.002796846658692696	9.8506542579501e-4	7	1	-0.433545001933835	1	1
TNNT2	1.8915293620177566e-9	0	2	2	-0.4332755258193518	1	1
TTC33	0.011111025053137153	0.006620734331199044	10	1	-0.4309041361282071	1	1
CLTCL1	2.2708765669594025e-4	0.17859844671755082	6	0	-0.4304690797948121	1	0.75
GPAM	2.3139671379343237e-10	1.8124717546774414e-4	12	2	-0.43045879693927674	1	0.875
SKIL	1.5194920710928617e-4	0.012862059426150822	6	2	-0.4304304029548799	1	1
NSRP1	1.790687514982602e-4	1.378674954508478e-5	5	1	-0.43002744486172917	1	1
AMDHD1	0.027858755484071483	0.9463714978301867	6	0	-0.42976936689350675	0.875	0.625
ASPH	3.1360017365030604e-30	1.6720010044695975e-19	9	2	0.42975151939280015	1	1
AXIN1	0.011434426751068257	0	2	2	0.4291535570440176	1	1
ASAP3	0.011796082976035646	0.011134339485161583	4	1	0.4288677020497831	1	1
ENOX2	0.00101253687974537	0.05319926982831013	10	0	0.42846199698398135	1	0.75
DCTN1	4.075446830049983e-12	3.6343605461133633e-9	7	2	-0.42821098857571366	1	1
MTX3	8.229539360423858e-4	0	2	2	0.4276169283068272	1	1
SPPL2A	1.0440366221625883e-6	0	2	2	0.4264062030454998	1	1
TFB2M	0.003034725492902056	0.05718783540703421	4	0	-0.42506177077698754	1	1
TBC1D1	1.1875938181348848e-12	2.1465268031939356e-4	7	4	-0.4233400692595042	1	1
LCP1	0.002993386913226847	0.006389188314631153	5	1	0.42322072032138147	1	0.875
DOCK11	0.005046734269097639	0.007396803225077619	6	1	0.42281707625269893	1	1
CUNH19orf47	2.015461876440664e-13	0.049617133748687176	7	1	-0.4226679975118677	1	1
EIF2D	0.002342004608335569	8.870306843930687e-4	6	1	-0.42252585664309117	1	1
AUP1	0.009056273122378581	5.548936163337688e-4	4	1	0.4225198552516218	1	1
CTBP2	0.02759970228707333	0.20462186194770127	5	0	-0.4217530566251645	1	1
SH3TC1	0.002441849477620018	0.41850078383792816	6	0	-0.4207575725870971	1	1
HDAC7	0.009152967673959785	0.17381760425286144	6	0	-0.41969654777243065	1	1
USP47	1.2470902082406026e-18	4.985718339738567e-7	10	4	-0.41968459065099223	1	1
USP3	8.229539360423858e-4	0.01132167266508613	11	1	-0.41907205248278484	1	1
TMCC1	0.01544858352344764	0.00225643358840284	5	1	-0.41900731915997025	1	1
CRYAB	3.77958283349207e-13	0	2	2	-0.41890430769884246	1	1
TNS3	0.03251513725839469	1	5	0	-0.41876008512069385	1	1
KRI1	0.023223878813016414	0.10721877007763293	5	0	-0.4185550938459822	1	1
MARVELD2	0.04092884917597953	0.01602050653861877	7	1	-0.4183053362356446	1	0.875
PHLDB1	0.01612440517195362	0.7240972379763797	8	0	-0.4178973059335825	1	1
SYNE3	0.008772988951621985	0.17955225438849173	7	0	-0.41786738783362115	1	0.75
CLSTN1	5.807566693499243e-13	1.8827166017287836e-5	6	4	-0.41672397856131277	1	1
FNIP1	3.5989653158393634e-13	1.0752907522500196e-5	4	4	0.4165750182200738	1	1
LEF1	0.021792893070486995	0.8025979140232594	4	0	-0.4143116465149358	1	0.875
CACNA2D3	0.027899163758810186	0.009651374612597508	3	2	-0.4142828145410414	1	1
TTN	9.171332950867513e-10	8.579942617373021e-5	5	2	0.41375048089590427	1	1
PXN	1.966681536483649e-5	0.0024366584405453506	9	2	0.41345221217652056	1	1
SEPT9	3.9879108447723473e-4	0.0027252494987586545	5	2	-0.4132563668430186	1	1
LOC113264372	0.010025424626657708	0.11871616198403451	4	0	0.41323100796763035	1	1
CCDC88C	0.001027085024964682	0.0016185264118921195	3	2	-0.41308458656756264	1	1
INPP4B	0.007064884170558312	0.006738966209692082	6	1	0.41286354825387356	1	1
DST	9.872477164333217e-80	5.831857399271695e-22	10	3	0.4123033835112989	1	1
HACD4	0.001464322772631899	0.001966217264421686	3	2	-0.41181361858201077	1	1
ACO1	0.0027383953982599955	0.18649736313240498	8	0	-0.41140458595173435	1	1
TCTA	0.04092884917597953	0.2296499427135226	5	0	-0.4111887614234449	1	1
CDKN2AIP	2.690207762278889e-4	0.03536658580624749	5	1	-0.4108806335579519	1	1
CTSO	0.024580122965683217	0.013187383561793381	4	1	0.410794475972175	1	1
PSKH1	0.033493621221812334	0.8983214978169974	7	0	-0.41049540328921513	1	1
CAPRIN2	0.04268973950639568	0.27445613454071627	6	0	-0.4104237647809846	1	1
REEP1	0.02551141069777163	0.014151043230677042	3	1	0.4102981759884087	1	1
FAF1	1.9716010320629745e-4	2.040811729609629e-6	5	1	0.40946077307822354	1	1
ELOC	0.0390429568204047	0.014100357261592741	4	1	0.40940207553792196	1	1
PEX5	0.0024171554640470606	0.7984852748177745	9	0	0.40919863375489807	1	0.875
SGMS1	0.009850821657970918	0.02726722527148034	5	1	-0.40905345685290345	1	1
UBXN8	0.04386711448614072	0.7997911829103602	4	0	-0.4084716752106896	1	0.875
RAP1GAP	0.03814001945359965	0.8512440708940385	4	0	-0.4084178187465129	1	1
PLCL2	0.023223878813016414	0.010254258535011824	3	1	-0.4084049829707136	1	1
ARID1A	0.0038526646550888144	0	2	2	-0.40787689220482104	1	1
ECHDC1	8.10231139067553e-14	1.6595046520639145e-10	5	3	-0.4072010326227472	1	1
TAB3	0.016136432340985173	0.050070401746760286	4	0	-0.4071234156076531	1	1
ZFAND6	0.04262339936820592	0.09398161808748709	5	0	-0.40688170676435836	1	1
SHROOM2	0.001464322772631899	0.005719852382462696	3	1	-0.4065968814166313	1	1
OSBPL3	0.02586523259007622	0.8180142242041288	4	0	-0.40632477860236915	1	1
ACOT9	0.0010919416831571245	1.0137838496329096e-4	4	2	-0.40605968205037546	1	1
PRUNE2	0.0060556320330338856	0	2	2	0.40558970340754197	1	1
KIDINS220	2.533387205421945e-27	2.1482674232943586e-12	6	2	0.40534431018560213	1	1
LOC113244609_ANXA4	0.0240185368741521	0.4468721544977461	4	0	0.40520601630133124	0.875	0.875
CSGALNACT2	0.02036118912366407	1	8	0	-0.40515677011084134	1	1
SLC4A3	0.04771623172979472	0	2	2	-0.40509160793066507	1	1
CREB5	3.539979058697157e-4	0.0013172780243575694	5	1	-0.40467451664651355	1	1
MTSS1	1.3172692598603625e-6	0.19990532493841193	10	0	-0.40325232470801625	1	1
ANAPC5	0.026218703594015885	0.07064753950593303	5	0	-0.40216342902026464	1	1
RTN4	4.543805272817877e-11	9.123803450322094e-7	7	3	-0.4021280157008808	1	1
LZTS1	0.01959213254669442	0.07859145558100557	4	0	0.4015776813507655	1	0.75
ABI1	8.713965901378249e-9	3.7484621107092454e-6	7	1	-0.4014849542187938	1	1
ITGB1	1.2209662751766602e-14	0	2	2	0.40084193966039783	1	1
EGF	6.980184982053178e-5	0.7818332997058175	5	0	-0.40074583905472005	1	0.75
FAR1	1.189495186973998e-13	2.4611645208714024e-6	7	2	-0.4006853992433119	1	1
RNLS	0.007589522489961451	0.004282218319980043	7	1	-0.40038537389446727	1	1
MRPS2	0.010058614004141108	0.02417732284386268	3	1	-0.3989473234198505	1	1
LOC113252908_LOC113252909	0.0063088446475227725	0.037486824558197	4	1	-0.3987564266269502	1	1
RGS6	1.225902023876645e-4	1.274851030187263e-4	7	1	-0.3987318499630577	1	1
PLEKHA6	0.001095370152328545	0.01820140550742036	7	1	0.3985902998276152	1	0.75
MAP3K14	0.011429762814718141	0.03715937666999111	4	1	-0.39849601674831603	1	1
LOC113249727	0.024207599369129716	0.06147649512955849	6	0	-0.3984478872795557	1	1
GAPVD1	1.2148637755516638e-7	0.010703540977581586	6	1	-0.39797210197761546	1	1
LIPA	0.007589522489961451	0.006405585745666173	5	2	-0.3978679569144788	1	1
LTBP1	6.806418440146876e-8	0.008943498129763845	8	2	0.3966523844062831	1	1
ARID1B	1.1429556009850528e-4	3.601691431920987e-5	5	1	-0.3963121270587783	1	1
NCOA6	8.848688218916978e-13	7.967517909372095e-10	6	3	0.3959533456616474	1	1
RRBP1	0.02685486208135503	1	6	0	-0.39569230920546367	1	1
EPG5	5.674476230945714e-6	0.003321566877838428	6	1	-0.3954366584292136	1	1
ZNF32	0.04068344592554228	0.21742887153471874	3	0	0.39542560745625005	1	1
RASSF2	0.002127048168994304	0.2118626480627476	5	0	-0.39402999482601186	1	1
ARHGEF2	0.02155637389801033	0.1646355486703958	7	0	-0.39384300051433185	1	1
LETMD1	0.009599150636449493	0.68928215278978	6	0	-0.39338265695260666	1	0.875
ASB3	0.0014757262467765724	1	9	0	-0.39330230959263496	1	1
AUH	0.029310771641567153	0.022202642641655855	4	1	-0.3932047269154896	1	1
NEXN	2.93044706152982e-15	6.082482287887317e-4	10	3	0.39297747766213464	1	1
SS18	0.012284622474287502	0.016906701808392013	5	1	-0.39284352944351225	1	1
MAP2K5	0.01601433274291155	0.5948811955585196	6	0	-0.3921321190099324	1	1
SLC25A25	2.249862887169511e-6	6.15776233716363e-5	10	2	-0.3915398669338237	1	1
SGPL1	0.0021680176775043273	1	7	0	-0.3913051755024991	1	1
USPL1	0.042303778481722176	1	6	0	-0.3912451405278361	1	1
VPS8	0.04705049223943713	0.6143249309017299	6	0	-0.39001376456606957	1	1
ARHGEF28	0.005241726000418223	0.014160903307936777	3	1	-0.38985933242648557	1	1
NEDD4L	1.941277397634605e-16	1.4389059131091392e-6	7	4	-0.3893569933119759	1	1
RUVBL2	0.045710292877129084	0.03144945467091995	3	1	-0.3892286413515997	1	1
TMEM164	5.390752148266871e-4	0.4438541154385455	11	0	-0.3890825640247516	1	1
CASP3	0.02409783952276501	0.027288830729806247	4	1	-0.3888206869194939	1	1
SNU13	0.0038716330790767657	0	2	2	0.3886424267192084	1	1
LOC113248653	0.04262339936820592	0.020064989086838767	5	1	-0.3867905782450012	1	1
APP	1.6831195348634148e-7	5.945964919544376e-8	5	2	0.38676888912019536	1	1
PHLDB2	0.017994128669496498	0.3470503465794394	8	0	-0.3864367014738497	1	1
CCND3	0.010740584975737972	1	3	0	0.38608004553333214	1	1
EPS15	1.4824866871094383e-14	3.6605972682269287e-7	7	3	0.38602026711188575	1	1
ADD1	5.0984810669589446e-8	8.595600158820516e-10	3	2	-0.3858906255891497	1	1
TUBB	1.5385252476811451e-10	0	2	2	0.3858444497588654	1	1
USP40	1.7777514842987605e-4	1	9	0	-0.38578609628174204	1	0.75
LOC113257633	4.764045318872874e-6	6.576664269417015e-8	3	1	0.3849343530120475	1	1
EDRF1	0.008146228303593444	0.0698849753317189	6	0	-0.3842345877012097	1	0.875
PDZD2	5.616373692882997e-10	4.658608746722289e-9	5	2	0.38290836716508475	1	1
SAMM50	5.179887164400016e-5	1.0009592739212092e-5	3	2	-0.3828192174245163	1	1
MGAT1	0.0024881634881309227	0.005097006015432389	3	2	-0.38253019076492134	1	1
ZNF207	1.2990163879760374e-6	2.904875657960089e-5	7	2	-0.3819750106408509	1	1
SLC43A1	0.04753747827571317	0.3283924857358313	5	0	-0.3810500370717396	1	0.75
CPED1	0.014695342323893532	0.019851197585484696	8	1	-0.37962915763665445	1	1
KANSL3	9.243123424626229e-15	1.6091955766703184e-6	14	4	-0.37927296751850126	1	1
PPP2R3A	2.3196897245855966e-20	3.295598858531011e-8	10	3	-0.37913250931518616	1	1
SIDT2	0.01633575336836219	0.033471985927735	4	1	-0.379073443224882	1	0.875
MYOM1	2.4156139374838097e-12	1.0443844870892628e-4	9	2	0.3790531370508814	1	1
CLIC5	6.577254550464854e-8	1.9320920217457635e-5	4	1	-0.37875450516081954	1	1
SNRK	3.5287915504993503e-4	0.001217703460800631	4	1	0.37872513927639817	1	1
EFHD1	0.027561912159088407	0.2544813999569005	3	0	-0.3786942008956398	1	0.875
ND6	0.003933905809013382	0.025449404404405022	5	1	0.3786877207425633	1	1
C3	0.03137684332787687	7.14258893828096e-4	8	1	0.37855069805366337	1	0.875
IP6K3	0.04865556655513101	0.22839721165724455	5	0	-0.3784236242993696	1	0.875
NAA15	0.015480277419526045	0.009572244866812482	3	2	-0.3782552801220834	1	1
PCMT1	0.02018269173286163	0.003140543643885175	5	1	-0.3780502917160943	1	1
MAPT	0.010647768188726514	0.10320053203518058	9	0	-0.3780277693177348	1	0.75
SLC35B2	7.236952477122973e-4	0.007529200298687011	3	1	-0.37770212063602604	1	1
MAP3K20	6.450665172857964e-28	1.5028870628969911e-16	4	3	0.37738934947992725	1	1
MYL4	0.006286696090929844	0	2	2	-0.3768780421253326	1	0.75
NR4A1	0.002105228275205806	0.03259720504742654	5	1	0.37684398155077886	1	1
MIA2	3.7527760237590557e-6	6.257837013352085e-4	8	1	-0.37616847353859817	1	1
PPIP5K2	2.3892451538049404e-11	0.0014335881743106874	9	1	0.37552632122495444	1	0.875
