gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Lung-Ventricle)	pct_gene_expr	max_pct_tx_expr
SLC22A3	3.016281490750617e-5	3.486190464492516e-5	3	2	0.5376519114502022	1	1
SEPT4	2.3610477244647263e-5	1.7398630167915813e-5	6	2	-0.537279400373238	1	1
PLEKHA6	1.991124821993512e-6	4.2878151276894047e-4	8	2	-0.536846558726567	1	0.75
FHL1	1.5743244935876095e-8	9.554598527168562e-8	6	2	0.5364578336631155	1	1
EEF1A2	0.04187695148141689	0.014042669470098688	3	1	0.536402369101251	1	0.75
FAM221A	0.04032423573084267	0.1659948274914318	5	0	0.5363408880688281	1	0.875
LOC113249328	0.022880954874888806	0.07632396756781372	4	0	0.5339683112193224	1	1
HHEX	0.02495568345422855	0.01643323643036392	4	2	-0.5334749120779125	1	1
PPP2R5B	0.020496487579154437	0.0533817901645848	7	0	-0.53301884859544435	1	1
KDM4A	0.0015404445164163237	0.00425445716419397	3	1	-0.5320191583733547	1	1
LRRC2	2.2898325925175862e-5	1	9	0	0.531588439463588	1	0.875
UPF3B	0.047724233566964605	0	2	2	-0.531546010227695	1	0.875
USP4	5.367825789910745e-4	1.0259003798963125e-4	7	1	-0.5301512689524495	1	1
FGF2	3.444376979037107e-5	0	2	2	-0.5295293338923054	1	1
SLC38A10	1.098120710438485e-5	1.1358829704958179e-4	4	1	-0.5282546341890946	1	1
LOC113254385	0.012281404108891697	0.012802579235223308	4	1	-0.5275566409140465	1	1
LOC113264440	9.778572778520317e-17	9.488530312400576e-10	6	2	-0.5272354084665428	1	1
LOC113253631	2.41953675173034e-12	2.4705193875617012e-11	5	3	-0.5260634259188818	1	1
GRB2	5.831108375814992e-4	0	2	2	0.5243822152491293	1	1
STYX	5.799009737564036e-4	0.0012916657957731446	5	1	-0.5239822499868152	1	1
NR4A1	2.3200801812333225e-4	4.0099974733051526e-4	5	2	-0.5233018728192365	1	1
PTPRR	0.02715833906918843	0.010277134727915962	3	1	-0.5230895912908937	1	1
CARM1	0.00985697285098663	0.012024764219693332	3	2	-0.5230848332542042	1	1
ANKFY1	0.009968050272668992	0.007894035387232125	3	2	0.5202983715283763	1	1
LOC113252327	0.0077001003172084545	0.017881262513171448	3	1	-0.5202977612647572	1	0.875
NHEJ1	0.009355315098749432	0.05591216592082743	6	0	-0.5193416019922169	1	1
VEPH1	6.282814470657077e-9	1.7262549973819457e-7	5	2	0.5192743460149548	1	1
LOC113264264	0.023003369874933753	0	2	2	-0.5191895623598548	1	1
EML1	1.0029570780011022e-5	0.0027866451143849923	5	2	0.5191223630665778	1	1
SEH1L	1.4474597782988592e-9	6.753182645902399e-10	4	2	-0.5176290075289952	1	1
C1QTNF1	0.006484770879465343	0.020747745946242097	3	1	0.5176008048251165	1	1
PRIMPOL	0.002342043829416406	0.016227744301270903	6	1	-0.5167387219277346	1	1
SLC25A21	0.044457087542480817	0	2	2	0.5156240260595756	1	0.875
HEATR1	0.011273735946036102	0	2	2	0.5156044167959081	1	1
HDAC5	0.004726341587613856	0.05215744165238261	4	0	-0.5125718699454254	1	0.875
SFXN1	0.04124471379614345	0.011129510134055625	5	1	-0.5116453735631268	1	1
TFB2M	0.004176696854833507	0.00389784693985094	5	2	-0.5105719706281848	1	1
KIF1B	3.989976230472834e-21	5.837592129981527e-23	4	2	0.509772365581731	1	1
ICA1	0.0018442974224450177	0.10183361459649981	7	0	-0.5096990858496596	1	0.875
LEPR	0.013511715963031632	0.36232750799037	5	0	-0.5093104687185868	1	0.875
LDLR	0.01371983306953763	0.0408720575508779	5	1	-0.5092211817801814	1	1
RPS6KA1	0.026197787110385333	0.029420891727107875	4	1	-0.5074225445539842	1	0.875
WDPCP	0.002121556419137469	1.2621277725631894e-4	9	1	-0.507172054659309	1	1
MTMR1	0.0022375510978173445	0.8431391800440949	5	0	0.5055026057084777	1	0.875
TUT1	0.04263970954653901	0.06956911076665734	4	0	-0.5047959745635975	1	1
EPS15L1	5.841486658756032e-6	0.003369992413629079	11	1	-0.504464365894684	1	0.75
LOC113253016	0.047320632938502596	0.20642473886112847	3	0	0.5038178384188886	1	0.75
FES	0.009929573706549254	0.320649149951185	7	0	-0.5028885061632722	1	0.875
LIMK2	0.03024809288054493	0	2	2	0.5024177522899659	1	1
TUBA8	5.799009737564036e-4	3.614433894158853e-5	4	2	-0.5023837788958965	1	1
TPMT	8.666253409198228e-7	3.4769922919737766e-7	7	2	-0.5015993280854012	1	1
CUNH2orf88	0.03958876072504469	0.04040551391131423	3	1	0.5002035511698493	1	0.75
PTPN6	0.0033573760557482043	1	5	0	-0.5	1	1
PAK1	0.010027653189903042	0.29130374740140536	4	0	0.4997344116072374	1	1
TBC1D8	7.156670294707231e-20	1.2963420048396229e-11	5	3	-0.49965794640228606	1	1
RBBP8	0.03725435240981208	0.042753295326251745	4	1	-0.4995605708731554	1	0.875
ASAP3	0.001490029684021954	1.4239691660309647e-4	3	2	-0.49920701849430854	1	1
TSC2	5.780473613987558e-4	0.11537695376091657	8	0	-0.4984533634095488	1	1
BORCS8	0.0054800487321870275	0.003782935851018655	6	1	-0.4982435240311327	1	1
DCAF6	8.347430563529205e-12	0.037975766781835826	9	1	-0.49760829814568436	1	1
LOC113260369	3.810736570535088e-4	0	2	2	-0.4967000084864353	1	1
CLIP1	3.8247819796225673e-22	1.2044182595479998e-7	9	4	-0.4963807276699693	1	1
DNAJA4	1.1610980970478345e-21	1.0576920942315379e-22	4	2	-0.4962379897419258	1	1
ITGAM	0.005257093736132582	0.08449948623062288	5	0	-0.49503427172496217	1	0.875
CARD19	0.0010363027387332911	7.864675808438354e-5	3	2	-0.49396769907547805	1	1
TK2	0.0026485959189836822	0.026584309355530755	5	1	-0.49378417993393403	1	1
FNDC1	0.020479309630394276	0	2	2	-0.4917075113130698	1	1
SCN5A	1.460361949596208e-4	0	2	2	-0.48929974437330026	1	1
LOC113252197	0.029139832504160235	0.017298275660462756	5	2	0.4885697105597411	1	1
LHFPL2	0.043765538833840795	0.4007210787690652	4	0	-0.4882128928022621	1	1
PSAP	2.670837566750667e-35	5.3094122680892005e-39	3	2	0.4881101798592203	1	1
ADD3	1.3360744137317048e-6	8.160620218217106e-8	4	2	-0.4875398784837287	1	1
LIMCH1	1.2303597655488331e-26	1.0907290315382862e-14	7	3	-0.4871589090545176	1	1
CAMK2D	2.7221197708538553e-15	3.687648925156581e-10	6	3	0.4869725458292625	1	1
KANSL3	1.1657549842771042e-13	8.256552356636248e-7	12	2	-0.48684329634585793	1	0.875
EPS15	1.0622778954534375e-13	4.481959740376837e-4	10	3	-0.48494306878769167	1	1
MAP3K4	0.023894371870104243	0.03980627903665791	5	1	-0.4847221184107364	1	1
UBN1	6.538044541681422e-4	3.5538463326319495e-5	3	1	0.4841324707917198	1	1
CDH6	1.4484034439060317e-4	4.964600119976969e-4	3	1	-0.4841136539409947	0.875	0.875
FMNL1	0.021797806767592333	0.6008599750844911	6	0	-0.48331171803982775	1	0.875
CCDC82	0.0029982703496983835	0.006450136762756361	6	1	-0.4831485602267356	1	0.625
MTG2	1.84466797783572e-4	1	11	0	-0.4825987235830093	1	0.625
SMAD3	0.01342729127514599	0.004375411032757125	5	2	-0.48213603597380783	1	1
ATP13A2	2.19022666781158e-4	0.036153124160350374	6	1	-0.48180745722309914	1	0.875
AXIN1	0.009567025212542725	0	2	2	-0.4813440691929214	1	1
ELOVL7	1.0309558046149498e-5	9.916311445880991e-6	3	2	-0.48082143115886533	1	1
GHR	1.4133080283415978e-6	6.69537520061346e-4	9	1	-0.47969666366534836	1	1
CNBD2	0.031978002744504484	1	6	0	-0.47919868856547115	0.875	0.5
PPID	0.005115821031648011	0.0024295221881454683	5	2	-0.4790868002712945	1	1
FLRT2	0.04178236492378766	0	2	2	-0.4777629111922892	1	1
VWDE	0.02585829254680157	0.11609171841078963	3	0	0.47727063624533395	1	0.75
TATDN2	8.009940744358234e-4	0.0011703473875072721	4	2	-0.4768517508724961	1	1
MCM8	0.032153479963092015	0.3975907971100682	5	0	-0.4764341158417842	1	0.875
TPCN2	0.03825192409459736	1	6	0	0.47551935624817115	0.875	0.625
PCYT1A	5.529389002166838e-6	2.2056146437536907e-6	6	1	-0.4754990585035994	1	1
SNX5	0.04955029637161996	0.020725830376244942	4	1	0.4747755442947754	1	1
PLD3	4.531943877934795e-6	3.141813637562956e-7	5	2	-0.4746047632873669	1	1
HMMR	0.04511378276032846	0.18404579341841762	3	0	-0.4743719703910838	1	0.75
CCDC174	0.014186835596731529	0.007471184310194645	5	2	-0.47431869145852956	1	1
GPX3	0.009063680029538031	0.0049809560201300625	3	1	-0.47420940335745254	1	0.875
SHMT1	0.0011441447435871085	0.008099867129856485	10	1	-0.4740638706691766	1	0.75
CLTC	3.140079877378201e-11	7.924616960464966e-7	7	2	-0.4731757883686598	1	1
KCNJ15	0.0024680219320549614	0.13619889953847908	5	0	-0.47311804006168745	1	0.875
HYAL1	0.002534536433859872	0.6213996166219901	4	0	-0.4729542238265979	1	0.625
MBIP	0.0062014164635196	1	9	0	-0.47240809612865703	1	1
NASP	2.767623755109375e-11	1.0612167118056127e-8	4	2	-0.4716665257247902	1	1
PCIF1	0.0020323134104745654	0.0038210237884267985	5	1	-0.47152505967406266	1	1
HSF1	5.365034560796296e-4	0.026098685072628785	6	1	-0.4713312625891175	1	1
TP53I13	0.04409894263690035	1	4	0	-0.4712827832336616	1	1
BAG5	0.020479309630394276	0.004711194381810633	3	1	0.4712529188380112	1	1
SH3KBP1	1.1244333114635947e-5	2.663219854917988e-6	3	1	0.4711925043199033	1	1
CPT1B	1.578185486772486e-12	1.7673472126993095e-5	8	2	0.4710754064910533	1	0.875
ZNF410	5.994379497093162e-4	0.0013343717807742291	7	1	-0.47030160619474815	1	1
CREB5	0.014476127546412658	0.015797471130410898	4	1	-0.46971869635622815	1	0.875
PNPLA6	5.0807356572705786e-5	0.0786352459801967	12	0	-0.46962057245563404	1	0.875
FNIP1	1.4950928693870673e-14	5.82783606049286e-7	4	4	-0.46917758953014355	1	1
LOC113246148	0.04721770840746687	0	2	2	-0.46892272698165566	1	1
ATP2A2	2.466814798340605e-78	1.7231885445935762e-35	6	3	-0.4678918745821574	1	1
R3HDM1	0.0014994297808623778	0.22444630567259766	5	0	0.467439027449233	0.875	0.625
CDADC1	0.0013778962713923205	0.4200276310041014	3	0	-0.46736515147688273	1	0.875
LOC113270560	0.013764251917921766	0	2	2	-0.4671248006826275	1	1
novelGene_CLN5_AS	0.03696766070766116	0.2148748902139076	4	0	-0.46703140199574855	1	1
SYT7	0.023371563471259352	0	2	2	-0.466131053769125	1	1
GPATCH2L	0.006688681143253453	0.05348801532267606	5	0	-0.4660571659387457	1	0.75
TRNAU1AP	4.607855369738555e-5	2.0837922508737966e-5	4	2	-0.46503495460392597	1	1
DESI2	0.026989947345931565	0.2152079750988652	3	0	-0.46462580068559484	1	1
LOC113244957	0.005911449427136952	0.001366379823258134	3	1	-0.4644626186071503	1	1
EML5	0.012593456658947405	0	2	2	0.4640631924312433	0.875	0.875
USPL1	0.0011842511800996872	0.013437506171462714	6	1	-0.4637654268452793	1	1
CINP	0.02106209156967205	0.009309780947848154	4	1	-0.46329925113656883	1	1
FAT1	3.650928785967525e-9	4.5984626240380413e-10	6	1	0.4629886101672488	1	1
MLST8	0.0161373105062168	0.025934799953713155	6	1	-0.4626239629809175	1	1
SEMA7A	0.022677886716414478	0	2	2	-0.46251481256018145	1	0.875
APOBEC2	8.693721893798019e-4	0	2	2	-0.46240724481741713	1	1
ACVRL1	0.01136579960835676	0.008461137623225864	3	2	-0.46192395052922036	1	1
GMPR	2.8002107616647097e-5	6.339591826181659e-7	5	1	-0.46171698163983693	1	1
GORASP1	3.0973448070396246e-5	7.926724247917142e-4	7	1	-0.4614921574978944	1	1
CAMK2B	4.7291746056790795e-6	1.844698002357646e-4	6	2	0.460992764709829	1	0.75
LSM14B	0.013372959810433453	0.002152051035307293	3	1	-0.46039814034312243	1	1
TANC2	5.996526654739426e-4	0.25764957633471053	7	0	-0.4601855371461655	1	1
CUNH16orf58	0.0011026272257208768	0.10632963605626543	7	0	-0.4589871180131756	1	0.75
R3HCC1	0.0024680219320549614	0.057339446658790386	5	0	-0.4587751966927951	1	1
CPTP	0.015232674940786128	0.009641072511795926	3	1	-0.4587709554874984	1	1
USP3	0.005809630873313687	0.1578021036271258	11	0	-0.45854867640264607	1	0.875
SHROOM2	0.044254541108268694	0.024650693001628084	3	1	-0.4580668732355681	1	1
ADGRL3	0.033147760204556204	0.13597747090567025	6	0	-0.45750308761980607	1	0.75
MTMR10	1.0696808583305708e-5	3.3976337899358526e-5	5	2	-0.45748576937341134	1	1
EFCAB11	0.041366885856279755	0.5558373040895577	5	0	-0.4572879489900752	1	0.875
PIGB	0.04424124681927284	0.04184611344729055	5	1	-0.4557594295056899	1	0.875
LOC113244308	0.001887007844276582	3.695689664339452e-4	5	1	-0.45540432344924947	1	1
CFAP44	0.018093240681148422	0.04193129899950109	5	1	-0.45534591551691933	1	0.875
GTPBP10	0.00237282591063504	0.019196761902965386	4	2	-0.45525118780950913	1	1
INPP4B	1.459158669860806e-4	3.9618219370483766e-5	6	1	0.4544006806969467	1	1
FTO	1.534439010270562e-5	0.0024197056911159313	7	2	-0.45439144052597896	1	1
HPCAL1	0.020219096660668016	0	2	2	-0.45408375551113	1	1
ITPRID2	1.6906180801318956e-6	2.3453706350139348e-4	6	2	-0.4537280896603656	1	1
ARHGAP17	0.0379040848291169	0.15057368714319952	8	0	-0.4528458466549632	1	0.75
SPPL2A	1.585789444121737e-8	0	2	2	-0.4524185186828507	1	1
CPED1	0.002790140131272921	0.023205081623667557	8	1	-0.4523444701646609	1	1
HDAC6	0.0033623678297742925	0.0030316462771270702	5	1	-0.452215957860693	1	1
WNK1	3.290351714928724e-28	2.4028602670565978e-12	7	3	0.45122671564403277	1	1
ALG12	0.015429420277493302	0.0546999367984887	7	0	0.45030141957268166	1	0.75
MARK2	7.576190067102895e-5	0.019389000894665966	8	1	0.4500126715474665	1	0.75
NAGPA	0.04209469712046207	0.29745610245278603	4	0	-0.4496752759088663	1	1
LOC113248846	0.02448481639385169	0.7350239070626328	5	0	-0.4495657448201385	1	0.75
EMID1	0.048339436695104196	0.14924558068549967	6	0	0.4491056253375023	1	0.75
BPNT1	1.6523869503358869e-4	0.030718691859729842	4	2	-0.4490668568517367	1	1
PPRC1	0.003964496983232751	0.11757935883043188	5	0	-0.44886662186186155	1	0.75
LDB3	1.1183215228233617e-17	4.839234941197466e-10	7	2	-0.44859567094890346	1	1
LIPE	0.011014863821779611	0.3046690287582235	5	0	-0.44810586343821385	1	0.75
LAS1L	0.02495568345422855	0.4349195585422234	8	0	-0.4472073706776124	1	0.875
PRUNE2	0.010652236341417142	0	2	2	0.44678838402131216	1	1
PLXNB1	0.0022739935849694234	0.004593058086308047	5	2	-0.44674151546227936	1	1
PCNP	0.001887007844276582	9.448241816852487e-4	8	1	-0.44616981346752793	1	1
BAIAP2	1.0906433338519002e-5	0.004237606556447616	5	1	-0.4460826289411596	1	1
HELZ	0.002236714023294953	0.011292876422376755	8	1	-0.4460284999934093	1	1
CTC1	0.013597522907401302	0.02686222276399428	8	1	-0.4453999674553824	1	0.875
SCN8A	0.04716505380494342	0	2	2	0.44489190763302844	1	1
ASPH	2.6327952455706965e-70	3.805921458170133e-33	9	2	0.4445285917733874	1	1
TSC1	1.6200380446687712e-4	0.0016547551155897716	6	1	-0.44432409805053963	1	1
CLN3	0.04568122104493706	0.406962836044292	7	0	-0.4437271867861471	1	0.75
ACTR8	0.028231429376280346	0.6003509621951255	5	0	-0.4436770586339017	1	1
RGS14	6.023544370249401e-4	0.004744382974792699	8	1	-0.4431666499808956	1	0.875
ENAH	3.8369316861949223e-16	1.685134854285518e-8	5	2	0.4428442434651693	1	1
STARD13	6.351986289611322e-5	0.011181177033585529	5	1	-0.4426576505233671	1	1
MBP	0.015746207942592915	1	6	0	-0.4418687513036354	1	0.625
EIPR1	0.021132938078573717	0.009838571100151704	3	2	-0.44135005032131364	1	1
MYOM3	5.709399090575468e-4	6.162222761733277e-5	4	2	0.44077079384884393	1	1
METAP1D	0.016545559725213068	0.206899923195487	5	0	-0.44069479242178716	1	1
ATG10	0.004398469116954732	0.007034374407318249	9	1	-0.439883816145074	1	1
TRAF3IP2	2.6617894528288387e-4	5.455001238282486e-5	5	1	-0.43978174666628467	1	1
LOC113246291	2.211735323746123e-45	1.4359076273941815e-17	8	2	-0.43964064538737685	1	1
ACOT9	1.3350465299713622e-6	2.112727158743276e-7	4	2	-0.4392832872324014	1	1
RIMKLB_LOC113257924	0.0036745607518256897	0.04104508348033092	5	1	0.4392541540269437	0.875	0.75
PPP2R3A	6.637234619687684e-14	1.5744145067599048e-6	11	2	-0.4391881427245763	1	1
PIGA	7.717654051235554e-4	0.019643275995561277	9	1	-0.43899166166967934	1	1
HAGHL	0.01161573805409577	0.10456835993079874	5	0	-0.43833011219887397	1	0.875
UNKL	0.027030796949984476	0.39473977671954086	4	0	0.43830305373613015	1	1
GAA	3.7167342139349095e-6	0.202167086087696	9	0	-0.4382988178651474	1	0.75
CEP104	0.00206739109258159	0.0012573816130798845	3	2	0.438197474012285	1	1
PKP4	0.02389865580517823	0.04420687446938487	6	1	-0.43750282727749557	1	1
TECR	1.816667618148073e-11	1.6076162811251366e-12	3	2	-0.4374563176508125	1	1
ADAM15	0.0010317310580885408	0.018373196979023745	9	1	-0.4370859665467506	1	1
CAPZB	6.967947648298832e-8	1.7429668523517905e-6	3	3	0.43689371251262454	1	1
HDAC4	5.198325605360135e-6	0.006352266925824561	5	2	-0.43665519814977904	1	1
UVSSA	0.01969728531189501	0.02898002285931951	6	1	-0.4364704120499526	1	1
PRDM5	1.0567759508397004e-4	5.3499036285596215e-5	3	2	-0.43605104708565434	1	1
MED26	0.0347923334385442	0	2	2	0.43602994341919565	1	1
AGTRAP	0.01983050913585997	0	2	2	0.4357020234072575	1	1
ECHDC1	1.8072287558291315e-12	9.262132871703921e-9	5	3	-0.43567681812471626	1	1
TTN	4.843472898438167e-15	7.88464235344933e-5	8	2	0.4341500088967821	1	1
MAPT	1.7494526813696567e-6	0.0025359591901680896	9	1	0.4335490275519376	1	0.875
COMTD1	7.494413195972805e-5	0.0017560566556398451	6	2	-0.43336687778334115	1	1
PACSIN2	1.3901030925343639e-5	0.00577712644065592	10	1	0.4333160801563181	1	1
HEXD	0.008475831898352453	0.0022601366130976888	6	1	-0.4331859876063282	1	0.875
ADPRHL1	8.268396117782535e-13	6.331682333330358e-8	5	2	-0.43301185170452194	1	1
STRN4	0.027383390628355063	0	2	2	-0.4326812928638222	1	1
MEMO1	8.637962347069347e-5	5.95286085703019e-4	4	2	-0.4311376560801867	1	1
MAP3K20	6.994190734537016e-42	1.666574367888671e-25	4	3	0.43073685320797184	1	1
HSD3B7	0.04109148125517703	0.19112930013338048	7	0	-0.43054646820870585	1	1
RBFA	0.030421231339417328	0.027667389904818356	4	1	-0.4303864156798761	1	1
SORBS1	2.1484582689631403e-44	3.5355126758929484e-12	9	2	0.43026626162810766	1	1
ADD1	2.351041403539857e-6	6.5150589282364e-5	5	2	0.43009381292485066	1	1
EVA1C	0.021045017341419465	0.1303216012407379	4	0	-0.4295874811425002	1	1
NDUFA10	4.622387471259969e-4	0.11529226867056849	6	0	-0.4289369928590287	1	1
KPNA3	0.023011322188120128	0.020902083371192256	3	1	0.4283503568312394	1	1
SLC39A11	0.016624357693881407	0.10383197569581143	9	0	-0.4281936682056597	1	0.75
IMPDH2	3.187024097569996e-11	0	2	2	0.4281332739691599	1	1
LOC113248820	0.012594133075506796	0.0036905619357918648	4	2	-0.4280464860924207	1	1
WDR78	0.04225302781093346	0.3475303249898378	4	0	-0.42695410170314513	1	0.875
TMEM63B	9.02962096697934e-4	0.20877068545027033	7	0	-0.42691616533281695	1	0.625
HAUS8	0.04030237539240337	0.04694927713540122	4	1	-0.4269111379040854	1	0.75
CMYA5	1.3170576915205552e-4	1.7606972224765364e-4	6	2	-0.42669943347763417	1	1
KDM1B	0.049816704979162664	0.05649931640386406	5	0	-0.4261718388051448	1	0.875
AGBL5	0.03339193488849362	0.431045983848814	4	0	-0.42585419466577623	1	1
ZDHHC16	0.042554585479770014	0.11659790294677157	5	0	-0.4256794629084101	1	1
EFTUD2	0.002925551243941257	0.001622109171050734	3	2	-0.42555759113973246	1	1
RASSF3	0.02913543505989966	0.006014925279268334	3	2	-0.42547343925459014	1	1
CUNH11orf74	3.8180608068017136e-4	0.0015456608329946254	5	2	-0.425221121492373	1	1
MAP2K5	0.006926514983842368	0.0068312730601738925	6	1	-0.4250375521508367	1	1
NAT9	5.114878125059929e-4	0.18210284178632336	8	0	-0.42441661464639446	1	0.875
KLC1	1.8603972957897655e-13	2.499073840146836e-9	9	2	-0.4243268891357297	1	1
FAN1	3.419410671964486e-11	4.511783210076477e-5	5	1	-0.4237636487806615	1	1
SLC36A1	0.007741735386088735	0.06981483294520695	5	0	-0.4229022381283638	1	1
LOC113258085	6.837670889504894e-17	2.9627530964095317e-09	7	3	-0.42218584986004776	1	0.875
MAP4K4	2.0799922239635984e-4	1.9158678820746167e-4	8	1	-0.42175202582625987	1	1
SCLY	0.04115572102229543	1	4	0	0.4216014567574062	1	0.875
RAB40C	0.0176611631589016	0.013576404228583043	3	1	-0.4208887128072769	1	1
COG5	0.019627562597503586	0.03543908614690426	4	1	-0.4205123181822322	1	1
CRYAB	1.643888544962139e-25	0	2	2	-0.42033700535144203	1	1
TRAPPC13	0.03395764538009346	0.016192373524657428	3	1	-0.42009184488705853	1	1
PPFIA1	0.009533567205431573	0	2	2	0.4200196285218101	1	1
SYNRG	0.002581105260396826	0.011633111073575047	5	2	0.4195161800759923	1	0.875
CEP85	8.311383403270163e-5	0.9366031049291257	10	0	-0.41951218629736853	1	0.625
KTN1	1.1553178472419338e-12	1.869091073189933e-12	6	3	0.4192010153935494	1	1
USP25	2.4049249717770046e-4	0.014942296645911901	5	1	-0.4186668825803762	1	1
PDE1C	7.704299987787446e-26	1.2849787155594614e-18	4	3	0.41766658244179244	1	1
TWF2	2.777283601124444e-9	3.979470786381782e-10	4	2	-0.4174149597220397	1	1
CNOT6L	3.76362247677906e-5	0	2	2	-0.41700350577834233	1	1
TUBB	1.973344355819932e-16	0	2	2	-0.4165725910666026	1	1
CLTCL1	0.010713029164274818	1	7	0	-0.41648060904212386	1	0.625
MRPS10	0.01772987764783751	0.1301463856157312	5	0	-0.4163922240276272	1	1
TNS1	2.933413035308288e-10	1.2120265200932135e-5	7	2	0.4163182314556856	1	1
APBB2	1.2571252789881601e-5	0.007182090123818655	7	2	-0.4161190649308382	1	0.875
RHBDD3	1.3644712581600431e-5	0.3252541102275014	6	0	-0.41601754645630795	1	1
LOC113245466	0.030863348346607273	0.07954610440833143	4	0	-0.41594757923240366	1	1
UNC13D	0.01220066229941613	0	2	2	0.4150637167197262	1	1
LRRK1	2.460954538689361e-5	7.459989646964808e-5	4	1	-0.4149241773386363	1	1
CSNK1G3	0.006216772447237337	1	9	0	-0.4141991025871682	1	1
JARID2	0.010668711136274529	0.009162555879478574	4	1	-0.41417907296649015	1	1
MTMR12	0.012390916908286387	0.007482913582983048	4	2	-0.4140962008481981	1	1
LARGE1	0.0033573760557482043	0.0022527192315367544	4	1	-0.41346217407379793	1	1
DNAJC5	7.219577381653201e-4	2.8655847135873676e-5	3	2	-0.4134313853130782	1	1
FAM173B	0.03122641644805904	0.0132977377292642	3	1	-0.413294432677833	1	1
PLIN2	0.002311260562690795	6.239695844259601e-4	5	1	0.4132728870331205	1	1
TCF7L2	0.048728731571017196	1	7	0	-0.4129622823680043	1	0.625
ARHGEF2	0.0015448497997508227	0.017074911406221176	7	1	-0.41274749508372177	1	1
CD47	5.316133480450859e-5	1.550713018106556e-4	5	1	-0.4117501874287969	1	1
SLCO2B1	0.011072457206942183	0.19344579404358597	7	0	-0.41171302018613665	1	0.75
MROH1	0.0015654525425935965	0.04962582857674342	5	1	-0.4116776636669538	1	1
SLC35F5	0.013737587557500009	0.009348887321064875	5	1	-0.41166772711188726	1	1
DLGAP4	0.035755214360437326	0.01679682659068491	3	1	-0.4116519516953713	1	1
PFKFB2	9.858415376267373e-6	0.6224733215815733	8	0	-0.41164057704765405	1	1
USP48	0.006510411021689932	0.14118258674055129	8	0	-0.4116128084504497	1	1
ATG4A	8.159255873875616e-4	0.0015855069108424253	5	1	-0.41120013375737924	1	1
CASP3	0.004398469116954732	0.0022149606299502896	4	1	-0.4110140717080254	1	1
CCDC88A	0.02526089195062775	0.14034401806458444	4	0	-0.41079934391397005	1	1
MIA2	4.509780438558512e-5	8.014528276711804e-4	8	1	-0.4107464673720713	1	1
NHSL1	0.007762118194536416	0.0013952931935560207	4	1	-0.4101865750753454	1	1
WDR13	3.661847574048077e-4	0.40858091645056144	6	0	-0.4101548822733976	1	1
ABLIM1	1.187596506887553e-31	2.0692464841477119e-19	5	2	0.40958712812539644	1	1
SAMD4A	6.0869941684053e-7	0	2	2	0.4081417610163497	1	1
LOC113247193	0.005441484222991909	6.758986619956829e-4	3	1	-0.4074448131984522	1	1
MEF2C	9.362149027141248e-14	5.107175628051559e-6	10	2	0.4064039476556132	1	1
CLUAP1	0.0011551245766907143	0.24100696220966833	7	0	-0.40580398259939027	1	0.875
LOC113270466	0.0015636888977070605	0.044331022570762484	9	1	-0.4056897678707719	1	0.75
FSD1L	0.0028643547647199236	7.856148071666582e-5	5	1	-0.40509529233173025	1	1
ZEB2	0.04716505380494342	0.4307959864420967	7	0	-0.4045883389443529	1	1
OSBPL3	1.5521431747932903e-5	8.462132755475035e-5	4	2	-0.40342119156093137	1	1
ZNF10	0.008002166154251995	0.0010246065689784173	5	1	-0.4026973663141251	1	0.875
DMD	1.4793037478716637e-10	0.002439392968123714	10	1	-0.40206016024039354	1	1
SESN1	1.3850648759971656e-4	1.0056377563804398e-4	3	2	-0.40202277978129575	1	1
DOCK11	0.027650118338413007	0.045572020369052404	6	1	0.4016884500590727	1	1
ROBO1	7.78610689531685e-5	0.4295746312134089	6	0	-0.4014515165371214	1	0.875
CARF	0.039279093011206745	0.021022235897399322	13	1	-0.4008656399583756	1	0.875
HMGXB4	0.004782135626219829	0.8424481749193993	5	0	-0.4005109013381457	1	1
DIS3	0.006037123878132362	0	2	2	-0.4003446503888899	1	1
MMP11	0.0347923334385442	0.06104637167026034	8	0	-0.3995088851909488	1	0.875
NQO2	0.0021782979449836357	0.0020264374091723673	5	2	-0.3988764974590013	1	1
ZDHHC12	0.04368587666613202	0.40801471954094143	4	0	-0.3986977985193414	1	1
GAPVD1	2.175363241621193e-6	0.1104358019902022	6	0	-0.39805393124574484	1	1
MBD4	0.006998797802840766	0.13632575961047072	9	0	-0.3980371508621854	1	0.875
CSGALNACT2	0.012920407876228184	0.15952493606261958	7	0	-0.3972905056435711	1	1
ARFGAP1	0.001344413628295709	6.365130258183625e-4	4	1	-0.3970289686021615	1	1
FN1	1.1458951318263998e-4	0.0027238282218048217	7	1	-0.3969096725677813	1	1
STK24	0.04611612192629855	0	2	2	-0.39649528897110264	1	1
CCDC66	6.823894153013132e-6	0.03585260468019623	8	1	-0.39648950769567065	1	0.875
STEAP3	0.004472318977477114	1.7465296787043223e-4	5	1	0.3959605146288478	1	1
LOC113247645	4.2745234279711335e-25	1.1906787657249874e-12	7	3	-0.39497994020603505	1	1
SGK1	8.448534913773812e-4	0.04333686197341136	9	1	-0.39447262419262286	1	1
USP47	2.912467134039256e-26	1.9213093962174898e-10	9	4	-0.3934795892328978	1	1
SLTM	0.0025144259078857282	0.017544352657096703	4	2	-0.39316489380571723	1	1
