gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Atrium)	pct_gene_expr	max_pct_tx_expr
WNK1	1.1266638550078823e-10	5.6790143687869156e-5	10	1	0.3594270873749416	1	1
LOC113257633	0.02436464035082215	0.0038797036626266363	3	1	0.35873522780965966	1	1
CLASP1	0.009867234443944915	1	10	0	0.3566327880576381	1	0.6666666666666666
TRA2B	0.008846504490840902	0.0013980293316703239	5	1	-0.35632375658334	1	1
PJA2	0.010089999071042605	0.0032686789429587255	3	1	0.35582858016136426	1	1
SYTL2	0.020068703698050652	1	8	0	-0.35524614861417975	1	1
IDH3B	0.0014567711095313546	1	6	0	-0.3545812833702236	1	1
RAB3IP	0.045137398011719426	1	8	0	0.3544323482691817	1	1
EXOC1	8.282531201165196e-4	1	8	0	0.3541929877445736	1	1
RABGAP1L	1.2884438943208762e-7	1.6548918403391926e-8	4	2	-0.3539682864190037	1	1
TBC1D1	0.04283504608458874	0.7005054967894889	11	0	-0.35368506981213677	1	0.8333333333333334
SH3GLB1	1.1798487874650543e-6	1.2401859326597212e-4	6	1	-0.35341513326421026	1	1
MEF2C	0.0073598079977236115	1	18	0	0.35123832388857584	1	0.8333333333333334
VCL	1.1114713785244521e-4	4.821626229294951e-6	3	2	-0.3510436915867531	1	1
RMDN2	2.2137618751784776e-4	0.020695336889561843	4	1	0.3491144013996169	1	1
LAMP2	4.033736283200991e-4	1.8064201126563743e-5	3	2	-0.348964222345705	1	1
PLIN4	0.04577943657360292	0	2	2	-0.3486674488154127	1	1
RAB28	1.591435488922258e-4	0.16500529638779257	6	0	0.347228981495182	1	1
SIPA1L1	0.016789908622356606	1	5	0	-0.346859256117372	1	1
RIOK3	0.0398681834501812	0.054258131441838484	7	0	-0.34655571721798384	1	1
CCPG1	1.4681992983017739e-6	0.03266983757238346	7	1	0.3431170850626126	1	1
MAP3K7	0.006412447517751826	1	6	0	0.3415604804670599	1	1
BTBD1	0.005215093765828794	1.9140273344209747e-4	3	2	-0.3412540610483337	1	1
PRPF3	0.0040225604031403645	0.6103144641915359	14	0	-0.3397431816934863	1	0.8333333333333334
PREPL	0.01978956863759078	0.2253702835563637	8	0	0.3394443579855083	1	1
RBFOX2	0.0040225604031403645	0.21471264073428928	12	0	-0.3392705367779806	1	1
LOC113252977_RMDN1	4.863871288936831e-6	7.405721740686002e-4	6	2	-0.33817270607773525	1	1
DYNC1LI2	0.005992103619025767	0.013110089134167759	4	1	0.33712127191820856	1	1
SEH1L	0.0025586124220074945	0.1563027636498231	4	0	0.33697020801517175	1	1
GFM1	0.03880459251113139	0.01023809083166665	4	1	0.33687955661375485	1	1
CHD4	0.001351676289305107	0.002272567111352679	5	1	0.33582506205110696	1	1
ARAP3	0.029645899767162715	1	8	0	-0.33572541141641027	1	1
MAP4K3	0.008360898961119191	1	4	0	-0.33553016502380933	1	1
OXR1	4.523867565721079e-5	0.0028708992902517338	8	1	-0.3344991520140447	1	1
MYO9A	1.4929709857055957e-7	0.22055496556143003	7	0	0.3344513610446546	1	1
ANK2	0.0011205640322035128	0.4496694094620436	9	0	-0.3340732529970636	1	0.8333333333333334
NAPEPLD	0.04207791163328811	1	7	0	-0.3339163346874973	1	0.8333333333333334
SENP7	0.02704601640721045	0.003516087669852967	5	1	-0.33338539916616383	1	1
PYGB	0.013940746133673451	0.003639292986114337	3	1	-0.33204374234735484	1	1
DST	1.8420450872606618e-24	5.441932080058055e-5	13	2	0.3316851697836748	1	1
CRAT	1.9244830572228776e-13	8.072143542127334e-16	3	2	0.3297265605239623	1	1
SGK1	0.0443572963240659	1	11	0	-0.3280435765157934	1	1
SELENOT	0.017209042678988557	0.003103309800640247	5	1	-0.3269501961457887	1	1
PQLC1	0.014151172321764723	1	6	0	-0.3239158194519215	1	1
PRKAB2	0.005814483715014376	1	8	0	-0.323597309044411	1	1
MAP4	7.891480084076965e-5	1	13	0	0.3225146480815551	1	1
NADK	0.028373130984670685	1	7	0	-0.3214358702375586	1	1
SLC25A12	4.7305546890343784e-4	0.5351814757238911	10	0	-0.32117729213140056	1	1
SLC25A40	0.022101696018565736	1	10	0	-0.3211010042533175	1	1
RIDA	6.81910748280411e-4	0.0017224842789360375	3	1	-0.32075216815647856	1	1
CPEB2	0.03285034713595771	1	7	0	0.3184504685895093	1	0.8333333333333334
CLIP1	5.192702572807821e-9	1	15	0	-0.3180836539491852	1	0.8333333333333334
GHITM	0.01590593820533512	0.007149611267350253	3	1	0.3168368492772932	1	1
APPL1	3.12602534509373e-4	0.18373949355463193	7	0	0.3164759374355531	1	1
PPP1R10	0.00924150163927245	0.15484835880900055	7	0	-0.31627199930004246	1	1
TRIO	0.04077388996842825	0	2	2	0.31422647962413053	1	1
CES3	0.005355360842772354	1	11	0	-0.31360374744174513	1	0.6666666666666666
CTNND1	9.212123466702726e-4	0.11742750582171262	9	0	0.3135794131734555	1	1
LARP4B	0.003087335619509875	0	2	2	0.3128706558384753	1	1
ALDH3A2	0.007531475489846836	0.11906967076432061	13	0	-0.31147539492900245	1	1
ALDOB	0.039882144755249795	0.24951293591099466	6	0	-0.31011352437247264	1	0.6666666666666666
PCNP	0.01598429544893781	0.06007383539243316	9	0	-0.310087099368604	1	1
FAM13B	7.891480084076965e-5	1	8	0	-0.309445337938513	1	1
VPS13A	2.858788289558898e-4	1.3541105997851661e-4	5	1	-0.30656552687092353	1	1
APC	1.1048456077556194e-5	0.0051548421430093	7	1	-0.30556389438428444	1	1
SPG11	0.015652427862725398	1	7	0	-0.3043461284782446	1	1
ENOX2	0.02623496856193285	1	10	0	0.30370558884012694	1	1
ZNF654	0.019565037655376892	0.019857224089206302	7	1	-0.3035683238218613	1	1
LOC113262811	0.038126137556599195	0.38635096828622445	3	0	-0.30186209298599165	1	1
WDR33	0.010827552671614787	0.013005662801628532	8	1	-0.30160073271083304	1	1
CALD1	0.0019713243869209384	1	10	0	-0.3010181936883661	1	1
VCAN	0.010270198909176567	0.12186578253815694	7	0	-0.30053825278616964	1	1
XRCC5	0.008941504949924592	0.052853355380462305	5	0	-0.29765399118817015	1	1
HNRNPA2B1	1.9959947158363835e-5	0.0948739806276766	8	0	-0.29754574866785016	1	1
CACNA2D1	0.0020590092185099507	0.080634351190272735	6	0	-0.2952490051398387	1	1
HPS5	0.010079944277348141	1	16	0	0.29489626448810996	1	0.8333333333333334
PKP2	0.003277530066629522	0.0019900918331919744	3	1	-0.2946888365520425	1	1
TSR1	0.0043642648598769635	0.001185853593932875	8	1	0.29436140107596304	1	1
CYTB	0.0014716974619244918	9.140628151857257e-5	3	1	0.29424496351873625	1	1
SORBS2	8.862116167112307e-14	0.0026905128513085067	12	1	-0.2941829705835084	1	1
FAT1	1.6415185568984612e-4	0.026323994395223753	6	1	0.2935993844062864	1	1
RAI14	0.02436464035082215	1	11	0	-0.2933056751302371	1	0.8333333333333334
OTULIN	0.008356304549362417	4.828521297032096e-4	4	1	-0.2929031636062187	1	1
ARHGEF10L	4.177684831638897e-5	1	7	0	0.2902220620359067	1	1
FYCO1	0.03270190213234996	0.8976374755152349	4	0	0.28979262894475544	1	1
UBR3	2.0827020385884616e-4	1.6236721703398244e-5	3	1	-0.2889674393475288	1	1
AKAP9	8.333800014763715e-11	0.007825691549930137	11	1	0.2884379637819592	1	1
DNM2	1.2852776779181203e-4	0.1997829953067107	7	0	0.2882157448783947	1	1
LTBP1	0.0013065975664924413	0.035629616973401126	6	1	0.2856928891444446	1	1
PPIP5K2	0.04684076131607399	1	12	0	-0.28306320426632287	1	1
ACBD5	0.003915210254071858	1	12	0	-0.28300839867872535	1	1
CSNK1A1	1.104854373605511e-6	1.5395386196437316e-4	7	2	0.2827287828724102	1	1
NASP	0.002056269090818025	0.4994314506145686	5	0	-0.2820706640641022	1	1
HIPK3	4.691492618302608e-4	5.97500145707761e-5	6	1	-0.2795573341211117	1	1
CD36	2.676332506742475e-8	7.04667351365408e-5	8	2	-0.2785049135535139	1	1
LOC113270362_NUMB	0.04655869562428643	0.840005686759851	16	0	0.2782961972242529	1	0.8333333333333334
MGRN1	0.0015801765567684564	1	5	0	-0.27696133426126845	1	1
FXR1	4.6060127276818955e-31	1.1423127375115019e-14	7	3	-0.27598781635933195	1	1
TSPAN12	2.9635941196076786e-14	0.3583008183169475	15	0	0.2755408386818908	1	1
BPTF	0.03744832137685969	0.054750527036190544	8	0	0.2734199093199128	1	1
CRYAB	0.007301023865307608	0	2	2	-0.2727980003853874	1	1
SUPT20H	0.018623913293378237	1	16	0	0.2726571379279475	1	0.8333333333333334
CLSTN1	0.04366894735998645	1	7	0	-0.269025322385705	1	1
CXCL12	0.0010112183614136032	0.004705920346025333	3	1	0.26883322659162945	1	1
HSD17B12	0.01598429544893781	0.859854556405857	8	0	-0.267774012660829	1	1
LOC113261824	0.00790523716865896	5.304782865575013e-4	4	1	-0.26767473581527557	1	1
GOLGA4	2.05284091936815e-4	0.33007654390113866	7	0	-0.26542711576070654	1	1
LOC113249364	0.02436464035082215	0.49526626738311474	8	0	0.2646120697001122	1	1
SNRK	0.01248961212514684	0.1699802989055378	5	0	0.2643338119817442	1	1
RUFY3	0.0464660353805471	1	9	0	-0.2631404227937327	1	1
AFDN	0.002243900505262133	0.06210145234638671	15	0	0.26236555152322505	1	1
LOC113246261	1.490786807133949e-5	1	12	0	-0.2606630613273165	1	1
MAGED2	0.029992604308084737	0.04009189944023859	6	1	-0.2602070930666515	1	1
PCDH7	0.008264984069675164	0.001264031681937682	3	1	-0.2587183220311282	1	1
DCUN1D2	0.008697676954510474	1	20	0	-0.25743756071291657	1	1
CANX	3.483658326412385e-4	0.0013082573421411812	6	1	0.2567800565407665	1	1
RPS6KA3	0.030891678567439313	0.5351254436953569	9	0	-0.2566834737442827	1	1
USP11	8.738379541493763e-4	1	11	0	-0.2566654182811294	1	1
PCNX1	0.044867197614837276	0.35818149958578416	8	0	0.2566649552678742	1	1
REEP5	2.4515406459198262e-6	0.0021916749404369434	3	1	0.256078787726826	1	1
PSMC2	0.014671387129541032	0	2	2	0.2534101390886796	1	1
PLS1	1.7539074039895356e-4	1	13	0	-0.25182759261994464	1	1
ENPEP	0.04259298381943615	1	7	0	-0.2509083633549987	1	1
SMARCA2	0.04121155286153748	0.021408899035089975	10	1	0.24752950180348243	1	1
MRPS5	0.018321648972340746	0.16351589438162187	4	0	0.24434319562636903	1	1
VCP	2.7492374410822165e-8	2.860901558052244e-10	4	2	-0.24282174265146628	1	1
ND1	2.4337054233133923e-4	0	2	2	0.24093323619462537	1	1
YBX1	7.178137370166557e-10	0	2	2	0.24086981917099226	1	1
FLOT1	0.03808047826784966	1	8	0	0.24008788876076403	1	1
SPTBN1	8.720807632695339e-17	5.976838075608156e-11	5	1	0.23898858244935053	1	1
SOD2_LOC113259616	0.04134844633509431	0	2	2	0.23777916603670346	1	1
RBM12B	0.017249060532478808	1	13	0	-0.23776626556125943	1	1
IDS	0.02044331782487024	0.291672763528309	4	0	0.2371895927592842	1	1
MTUS1	1.9225650973629828e-6	0.008356562480468226	14	1	-0.2345692181976605	1	1
RBMS2	0.03284086781358237	1	10	0	-0.23365772247558547	1	1
SH3GLB2	0.005355360842772354	1	6	0	0.23233917375702595	1	1
LOC113270817	0.014680625336423055	1	10	0	-0.23180095617485766	1	1
QARS	0.041675865402527094	1	3	0	-0.231313378658755	1	1
KIF21A	2.0447068829684156e-13	1	14	0	-0.23072137761694433	1	1
CRBN	0.024100980044312	0.03966399880518984	7	1	0.22943731480922233	1	1
CLU	0.03230732162322538	1	7	0	-0.2286455852390278	1	1
MEF2A	1.8434224130681034e-10	1	13	0	0.2282177304386801	1	1
HLTF	0.003277530066629522	1	9	0	-0.22368259859881198	1	1
ECI2	1.7345102109298953e-9	5.250587573222805e-10	7	1	0.2234447085265282	1	1
MYLK	0.022982483357927515	1	8	0	0.22339687405356212	1	1
SNX14	0.0019291320880365516	0.9044593919816639	18	0	0.2223862776580896	1	1
CSNK1D	0.009649670887101138	1	7	0	0.22008731764354333	1	1
AKAP13	0.025518880846137796	0.15922864557270286	11	0	-0.21960969233344863	1	1
GSN	4.363413221359544e-5	0.006482452460707705	5	1	-0.21928293370464894	1	1
PPP1CB	0.001682326611377425	0.0077513491903683195	5	1	0.21910749481364733	1	1
MTMR3	0.0227029887468194	1	14	0	-0.21830693820569438	1	0.6666666666666666
ANP32E	0.033965930362457236	1	4	0	-0.2177122492823983	1	1
VPS35	0.04334088316733336	1	5	0	-0.2163916250701002	1	1
RPS24	0.0011022763372453587	0	2	2	-0.21539058285713142	1	1
EIF4A2	0.048550048085828364	0.008297773459411859	4	1	-0.20988513072595605	1	1
LOC113248372	0.014894279848044797	0.006872948068034142	5	1	-0.20980724611343615	1	1
PLA2G7	0.02719932059012289	1	12	0	0.20549276347526868	1	1
TRPM3	3.032428233596727e-4	1	4	0	-0.20193604366047763	1	1
UTRN	0.0020625069100461257	1	7	0	-0.20146854444337114	1	1
RORC	0.03197142812144603	1	7	0	0.200036755814572	1	1
BZW2	0.0011022763372453587	1.0003241759906766e-4	3	1	-0.1993186642425373	1	1
PAFAH2	0.002984712837036833	1	10	0	-0.19724559223316623	1	1
SEPT10	0.01932464404615769	1	7	0	0.19541823896290111	1	1
SNURF	0.008564823567061841	1	4	0	-0.1929799028831996	1	1
HNRNPM	0.0013786758559850298	0.09473102883898368	10	0	-0.19295065214076704	1	1
DCAF11	0.004737727752218833	1	16	0	0.1885186338668132	1	1
NNT	0.0011022763372453587	1	5	0	0.18777479495242422	1	1
KEAP1	0.020766475793695335	1	7	0	-0.1861783371928663	1	1
CEP350	0.035523762558692586	1	4	0	-0.18478819637273966	1	1
PCBP2	4.493185737217814e-4	1	12	0	-0.18378056291079262	1	1
ISCU	0.04628052937956421	0	2	2	0.1832419197263646	1	1
YBX3	1.52707508053968e-4	0.002861128114258253	4	1	0.1831199755490763	1	1
ABCC9	0.002977165397904843	1	12	0	0.1830999577812567	1	1
YWHAE	2.893624982821436e-9	0.002050581174158958	4	1	0.18301331340815913	1	1
DARS	0.005979436316331856	1	6	0	-0.1783243652678793	1	1
MYOM1	3.443224470382776e-6	1	14	0	-0.1778079834411506	1	1
TBRG4	0.03560453539035768	1	8	0	-0.1777080803834381	1	1
MBNL1	0.0012915287950507823	0.286023089046122	11	0	-0.17739454528891382	1	1
HSD17B4	0.006181920402104375	0.03735726609188298	6	1	0.16946670916228607	1	1
UBE2D3	2.0695803146837534e-8	1	8	0	0.1687208644973453	1	1
NFE2L1	1.0674662233533624e-6	0.020265051732568803	6	1	0.16847254004142856	1	1
SDHD	0.005212449160457804	1	5	0	-0.16792040113515438	1	1
SLC25A3	6.817623157675755e-8	0	2	2	-0.1673372743149005	1	1
DSP	0.04913192686618694	0.00692782955696566	5	1	0.1672470849469335	1	1
MFF	0.005970369548159181	0.2759509412348186	15	0	-0.16431602438235873	1	1
LOC113242918	4.6432896306988275e-6	6.311421545232514e-4	7	1	-0.16274301013152848	1	1
MIA3	0.04430556772478943	1	9	0	0.1616541587488629	1	1
LOC113267549	0.02273815579181557	1	4	0	0.16132318884401298	1	1
SF3B1	0.002557505763238399	1	11	0	-0.15694707295793717	1	1
ARHGAP24	0.0012154264996636125	1	7	0	0.1567751453692754	1	1
CAST	7.178137370166557e-10	1	13	0	-0.15626905170473415	1	1
CIRBP	0.025681185591603036	1	4	0	0.155654675841638	1	1
LOC113244843	5.648026348814637e-4	0	2	2	0.153416282227975	1	1
OSBPL8	0.031094165804427858	1	13	0	0.1531527211462027	1	1
SLC20A2	0.00412470731253385	1	4	0	-0.15286158938885508	1	1
TRIP12	3.6707118269302614e-4	1	12	0	0.14965451493823773	1	1
NCOA4	0.006671752041113467	1	5	0	0.14949770170875604	1	1
CDC42BPA	0.009863903368737634	1	7	0	0.14820115668910525	1	1
LOC113270979	0.029511778321000992	1	16	0	-0.14311523090448944	1	1
FYTTD1	0.045137398011719426	1	4	0	0.1411915004678439	1	1
AHNAK	0.0028010124160656705	1	6	0	0.14113078814030555	1	1
SAR1B	0.027904879009777846	1	3	0	0.13889613188786676	1	1
FXYD1	0.0015685572594867673	1	4	0	0.13522882890838483	1	1
CCNG1	0.011795427718751646	1	6	0	0.13506379425253434	1	1
NDRG2	0.00293096748586429	1	5	0	-0.12991628507427344	1	1
EXOC2	0.04890464284820001	1	11	0	0.12857505492470883	1	1
GOT1	0.028558747669600076	1	4	0	-0.12633726146495428	1	1
PPP6R2	0.01200805332301286	1	7	0	-0.12415532250748479	1	1
ND4	0.00306442496558738	1	3	0	-0.12109623434721539	1	1
PFKM	0.007559956085102366	1	6	0	0.10835057657627856	1	1
DCTN2	0.03284086781358237	1	3	0	-0.1033067512944257	1	1
LOC113253249	0.0011547884584786577	1	4	0	-0.09728001092562177	1	1
AHR	0.016783465726961235	1	4	0	-0.08973247802147999	1	1
TPT1	2.4667404119991035e-6	1	4	0	0.08525766161810067	1	1
TMED2	0.04313186987481115	0	2	2	0.07471818312600387	1	1
