gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Ventricle-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
VAMP5	0.045625826939897154	0.05191431330294233	5	0	0.5961220606423577	1	1
PEX11A	3.87137371213964e-4	0.4643146382619456	7	0	0.5957536227748147	1	0.8333333333333334
EIPR1	0.027329396008860824	0.08753583070776565	8	0	0.5951060501570875	1	1
MXRA8	0.0053019385470003755	0.28746312994990225	4	0	0.594982528004016	1	0.6666666666666666
SYNPO	0.0016085339073894907	0.004304584288402845	7	1	0.5933909291173564	1	1
SURF2	0.006902981575311877	0.030143237049465043	5	1	0.592634519704025	1	1
PMM1	0.0028666856482024196	0.029905152894809675	7	1	0.5922603777502435	1	1
AQP7	2.212118464547321e-4	0.5510340171471564	6	0	0.5921840928733126	1	1
SF3B3	0.03433287538015323	0.07661581584270412	4	0	0.591687618416932	1	1
LOC113261110_TMEM30A	0.002844050238923338	0.0034203445769977374	3	1	0.5916748993769809	1	1
LOC113248379	9.111581765164746e-7	4.107714196088173e-6	3	2	-0.5915153622961538	1	1
CDK5RAP1	0.004149860827519356	0.07492862343776564	8	0	0.5914944249163221	1	1
LOC113249271	6.319706278418798e-5	0.6261698126663622	5	0	0.5914209396751556	1	1
MRPS10	0.002843895340334457	0.4613127052052158	5	0	0.5908685441149498	1	1
RTEL1	0.022011396327080417	1	6	0	0.5905268298467543	1	0.5
PLAA	3.3287994487696797e-6	4.460180629297093e-6	7	2	0.5902677141166973	1	1
CNTN4	0.03157947793316498	0.06366519361485014	3	0	-0.5895035079792665	1	1
ZNF280C	0.009936443770221652	0.05835996906280306	3	0	0.588862875249774	1	0.8333333333333334
AARS	5.900488091791635e-4	0.08740199664915274	7	0	0.5886757702533307	1	1
SLC39A14	0.009223068930285844	0.03360921826995965	7	1	0.5885543179861112	1	1
EVC	0.012563318157808229	0.018903535893611115	4	1	0.5884310483774295	1	1
CTPS1	0.004509332875871517	1	3	0	0.5882960699494384	1	0.8333333333333334
MSH6	8.214384821144308e-7	0.0014257521291818369	3	1	0.588268492542774	1	1
ALAS1	2.218631601056934e-6	1.1644234729578216e-5	8	1	0.588231955379406	1	1
CSGALNACT2	0.001608493417302477	0.016783919832215163	7	1	0.5878709058256947	1	1
SCML1	0.04627091789654951	0.5178481544621089	4	0	0.5877356731254937	1	0.6666666666666666
GATAD1	1.550898365155327e-6	0.018086101271504503	5	1	0.5871427781635498	1	0.8333333333333334
ARHGEF28	0.004149860827519356	0.00381979738209879	3	2	0.5865887422914158	1	1
ZNF165	6.655791150741361e-4	1	3	0	-0.5864014421841757	1	1
RAD17	0.02970513400602649	0.006916017467456003	8	1	0.5864012727617033	1	1
IQSEC2	0.0014473689469066172	0.0041361315241682855	5	1	0.5862824332358211	1	1
TMEM135_LOC113269409	0.019339878661665116	0.0072491209365475135	3	1	0.5860867958039443	1	0.8333333333333334
ACTN2	4.11222919963604e-38	2.124509542012968e-21	7	4	0.5856932587872016	1	0.8333333333333334
CNOT11	0.001302186909687046	0.011364786106559593	3	1	0.5821562619698332	1	1
VARS2	0.02359280727696664	0.10249977251585882	3	0	0.5806581202437168	1	1
CRIP3	0.0335665006548871	1	6	0	0.5802534736413516	1	1
BCR	1.855345444505154e-7	8.613329268021399e-8	4	2	0.5799690595968705	1	1
SART3	0.0030483374418007205	0.018324819192304408	6	2	0.5798026325559188	1	1
SLAIN2	2.6442976030833988e-20	1.8639263192063394e-11	6	2	0.5795035729480158	1	1
ZNF235	0.024492839389224145	1	4	0	0.579399543875943	1	1
ADAM17	0.0037883515771404627	0.20626267066362364	10	0	0.5792425179976395	1	1
ZNF367	0.019382093502639627	0.03326494949400811	3	2	0.579238475579763	1	1
PGAM5	0.016901460010032263	0.0035147520171824286	3	1	-0.5789205026755503	1	1
LTBP3	0.002236017483306297	7.68089705359982e-5	3	2	-0.5775912113921872	1	1
KATNB1	0.01683403882701443	0.15813209474600834	5	0	0.5773062258999244	1	1
ALCAM	0.01003706237822361	0.02760432444071388	4	1	0.5764273814059839	1	1
USP40	0.005851372241456972	0.047887796872398754	11	1	0.5756829271137722	1	0.8333333333333334
CD58	0.0010163645291300894	2.8294920902590574e-5	5	1	0.5751061887453637	1	1
PYGM	1.0973555217666042e-5	0.014228334778164667	9	1	0.5747118038626554	1	0.8333333333333334
TRUB2	0.04677765808431604	0.07126349187374795	6	0	0.5746010977167952	1	1
GGACT	0.0023496039792613764	0.13575610578772726	7	0	0.5739952623160002	1	0.8333333333333334
CCDC50	8.594964315389886e-4	0	2	2	0.5736647518036169	1	1
MZT1	0.04196590558135131	0.013245450785241275	3	1	0.5730845032602293	1	1
TANK	9.58159897966199e-5	1	11	0	0.5726433147688385	1	0.6666666666666666
TMED5	0.00837879056900162	0.0016420496955233993	4	2	-0.5715314289797532	1	1
NFS1	0.010873459873339967	0.8929095829406146	9	0	0.57085001763554	1	0.8333333333333334
MLIP	2.3157157136902667e-5	0.7345475003746883	10	0	-0.5700780694563913	1	1
COQ3	1.3726232198272633e-10	2.8171014655593376e-6	7	2	0.5683504573255198	1	1
CFL2	5.470299071081833e-7	2.510578695188773e-9	6	1	0.5682576418757546	1	1
LOC113270876	3.6792653618743167e-4	7.43191640961092e-4	6	1	0.5682289500039323	1	0.8333333333333334
CKMT2	1.7030335860676877e-15	1	11	0	0.5675453576242061	1	1
OTUD6B	4.90406128688271e-4	9.244295525355968e-5	6	1	0.5674742598640412	1	1
KIAA0232	3.5516328444449294e-7	6.1914249646709814e-6	11	1	0.5671071296421543	1	1
THAP4	0.0012658154547981343	0	2	2	-0.5670108196638632	1	1
GFPT1	1.7799059832877375e-5	4.519739035090783e-6	3	2	0.5667364825899469	1	1
LDLR	3.989144192467466e-4	0.01471068967288535	8	1	0.5658991267877065	1	0.8333333333333334
FRMD1	0.023315539363391313	0.024769090713946958	5	1	0.5654282815956636	1	0.8333333333333334
TMEM65	7.102338994648784e-6	0	2	2	-0.5650011657916548	1	1
ANXA7	1.7754738521924795e-4	4.101929860634933e-4	8	2	0.5643861069887011	1	1
BORCS8	1.2795611972905456e-4	0.034289979506140336	7	1	0.5639896573247151	1	1
PKM	0.0010784147309394559	1.2905088154432484e-4	4	2	-0.5638335960069585	1	1
OGT	1.3484913177130907e-4	2.243537591629833e-4	5	1	0.5635357572614834	1	1
SEMA4D	0.024428325777359174	0.0037328087733450987	3	2	0.5620985836274788	1	1
DIPK2A	0.03815909700423436	0	2	2	-0.5617422176092227	1	0.8333333333333334
WDR20	0.0014447896574089857	1	9	0	0.5611138486161361	1	0.8333333333333334
PSMA2	9.452413251466312e-5	2.353563492445743e-5	4	2	0.5608804343116509	1	1
U2AF2	0.02841042948700696	0.2249348527383964	7	0	0.56082922984429	1	1
CIAO2A	0.002959674709507009	0.010573717635710777	4	2	0.5604681603923551	1	1
SLTM	1.8506120826773003e-4	0.002059009600063285	5	1	0.5602742128904628	1	1
FAS	0.0020484908383580865	1	7	0	0.5598722848105442	1	0.6666666666666666
novelGene_CLN5_AS	0.009565914463260347	0.31679155577417506	4	0	0.5579687674837556	1	1
SEPT4	0.0032347461071902945	0.020082472318434005	8	1	0.5576590011101983	1	0.8333333333333334
OSBPL5	0.0012405426332551806	0.28538568684735216	6	0	0.556986709050147	1	1
POFUT2	0.0013171248096552678	0.0059420330671163596	6	1	0.556730619487171	1	1
ZBTB41	1.670229083253691e-4	3.317316384340337e-4	3	2	0.5560457307702148	1	1
SH3RF2	8.735324256449612e-29	5.30298153855042e-13	7	1	0.5559771046919182	1	1
TNRC6A	0.045584902654782496	0.3655245136352	7	0	0.5554770473652568	1	1
EFNA5	0.03016996957941417	0	2	2	0.5550149260554645	1	1
NGRN	0.03362091402117233	0.02540950166419645	3	1	0.5546418997458654	1	1
XRN2	3.525976177735677e-4	0.049393701100002886	6	1	0.5543075322538439	1	0.8333333333333334
VMP1	6.212884743821823e-4	0.02622204426222694	6	1	-0.5538691111172022	1	1
FBP2	1.7397542589282005e-4	2.433020563147772e-4	3	1	0.5532332186988935	1	1
FAM185A	0.0059913125118181325	0.01425821884757834	5	1	0.5528576820831225	1	1
HAX1	0.003300529078075836	3.754050764498804e-4	3	1	0.5527960784838233	1	1
PCDH7	6.361800120432191e-12	6.345652833410411e-14	3	2	0.5521808848681831	1	1
ADD3	3.5263561225486145e-9	1.3933248524712002e-11	5	1	0.5516093009783009	1	1
EXOSC10	0.0034432195663836205	0.21382097637217165	16	0	0.551385174061839	1	1
POLR2C	0.025629695671591887	1	9	0	0.5513368169157757	1	1
ENO1	3.2436554447952264e-5	0.014944432248093885	4	1	0.5508919293826587	1	1
MRPL9	0.03190042121199471	0.021621946695253722	4	1	0.5502834373283604	1	1
ACSL1	1.8650183155852973e-15	0.010347809971526248	14	1	0.5501163709708474	1	0.6666666666666666
MTFMT	0.0019555955255586986	6.094108362414242e-4	4	2	0.5492872182208007	1	1
UBP1	1.1126509684125957e-5	3.0730144053248533e-6	5	1	0.548979318712315	1	1
MOGAT1	0.040994980680382466	0.005975776736465343	3	1	-0.5484754327103166	1	0.8333333333333334
ATP13A2	0.015876402186203058	0.4637872720106773	6	0	0.5482901078574546	1	0.6666666666666666
LOC113253409	0.011959325359707418	6.455440797120299e-4	4	1	-0.5482494407491887	1	1
LOC113249507	0.02662111725316008	0.14000354982452748	3	0	0.5479004933295195	1	0.8333333333333334
TP53BP2	1.9215114571369393e-4	8.689097151824091e-4	6	1	0.5457608833184897	1	1
PIP5K1A	0.007074298403967917	0.15735605573988096	11	0	0.5451606616692615	1	0.8333333333333334
HDAC8	0.01238162414919814	0.004529916534291112	7	2	-0.5448651249529526	1	1
CYTB	1.700496184453182e-9	1.6438241246980587e-4	3	1	-0.5446122931935987	1	1
NPC1	0.005886715543916919	0.1140282483248458	4	0	0.5446063147762407	1	1
POLA2	0.0496298527800225	0.5139290643721233	5	0	0.5438982583220474	1	1
MAFK	6.817072151653485e-5	7.616690332396445e-5	6	1	0.5428785253157842	1	1
VPS29	1.9864789168567983e-5	6.901220926076152e-4	5	1	0.541981399606426	1	1
LOC113243838	0.013782024929031614	0.010188118966043666	4	1	-0.54113808281301	1	1
PKP2	1.999503619310826e-15	8.803886311226221e-7	3	2	-0.5405428723129443	1	1
ZMIZ2	0.019047302887646576	0.015564750068096857	4	1	0.5396886409143611	1	1
ZNF568	0.004157006240116582	0.05644293253550398	8	0	-0.5393004606073616	1	0.6666666666666666
PRMT9	3.2136902347969454e-11	3.4410738236528472e-6	6	2	-0.5382390444992037	1	1
GTF3C3	0.00659949020234425	0.021835203084365692	4	1	0.5381040664232893	1	1
ACAD9	1.8858052763115439e-4	0.12512088382098274	8	0	0.537959084659833	1	1
TRIM63	3.781789761915056e-10	1.244855661072064e-11	4	2	0.5374525272392571	1	1
DLG1	0.0013102564529286532	0.010480565256453037	8	1	0.5367107925245714	1	0.8333333333333334
ZNF583	0.029987032660783612	0.1492117164956201	4	0	-0.5360094842812275	1	1
CUNH19orf47	1.848899504795437e-17	0.00531260340766867	11	1	0.5355172440573807	1	1
MFHAS1	0.0018929540303488032	0.20405885956573316	5	0	0.5352885501013884	1	1
NHSL1	0.020672520411238602	0.013157574729085039	4	1	0.5350183372374658	1	1
ASB14	0.0020210217645316698	0.019652900168748887	7	1	-0.5346285410080653	1	1
ADGRD1	0.012821707180435892	1	6	0	0.5335929657991815	1	0.6666666666666666
EPS15L1	1.6746246737125467e-5	0.6751045087472519	11	0	0.532828812127785	1	0.6666666666666666
ITGB6	0.013317726166824886	0.021888738355152083	8	1	-0.5316997361095241	1	0.8333333333333334
MLST8	0.00369501220017506	1	7	0	0.5316075391765023	1	1
ELOVL5	4.396317432357715e-4	0.5341203647557956	17	0	0.5307936921178339	1	0.8333333333333334
CHST10	0.001755195455605335	2.032601674167284e-4	4	2	0.5302888054072634	1	1
WRB	6.661755895901113e-4	0.0011258541209883685	5	2	0.5288580093770066	1	1
UBE2V2	2.8977994188922242e-5	5.608618414590355e-6	3	2	0.5288145302585158	1	1
MED6	0.004089156253106891	9.653741618545373e-4	8	1	0.5286892189953805	1	1
ST7L	2.585143854656079e-4	3.217195331986228e-5	8	1	0.528500868257762	1	1
SESN3	9.717991709817633e-4	0	2	2	-0.528310961450044	1	1
ZC3HAV1	0.0060679256999903695	0	2	2	0.5281880185854313	1	1
TEAD1	0.0037320755495305006	0.019813740948795348	6	1	0.5273395604651986	1	1
ZNF609	0.004785747449420304	0.04196933194707906	5	1	0.5269669713079291	1	1
CTNNBL1	0.01136855915877325	0.042092788175177795	5	1	0.5250327657777325	1	1
FOXO3	0.011959325359707418	0	2	2	-0.5247925507887878	1	1
RHEB	1.3472030506170165e-8	5.627340174924379e-9	5	2	0.5246308908011975	1	1
USP28	0.0010670918331488234	1	8	0	0.5245677342585248	1	1
MYLK3	0.02865451304146808	0.010173322854836448	4	1	0.5243786371379879	1	1
SPG7	0.008190840316087118	0.05453953144930681	5	0	0.5238440360289383	1	1
NRAP	1.0308828906448684e-30	3.953190519991982e-9	12	3	0.523098375648538	1	0.8333333333333334
MET	0.013537164673352768	0.06993155571907168	4	0	0.5227304966701805	1	1
LOC113249722	0.029609939781439304	1	5	0	-0.521915694809314	1	1
SDHD	3.73161674767083e-24	4.816967365467529e-24	4	2	0.5218649591254747	1	1
SBNO2	0.004370885313605206	0.00411184560647637	3	1	0.521237844334594	1	1
SHISA5	0.014041649618554204	0.08784025838298008	4	0	0.5211866925772302	1	1
PLD1	4.018632708786138e-9	4.740232813708332e-9	4	2	0.520851288563093	1	1
RETREG1	2.225207082852078e-7	1.0716750242455922e-6	6	2	-0.520794405241675	1	1
TRAP1	3.4868994784754124e-4	1	12	0	0.5207249491236055	1	1
CXADR	0.004072146461470179	4.941167453150029e-4	3	2	0.520112705634174	1	1
ACTR1B	0.03896308673396741	0.09371270156960099	7	0	0.5200685513532939	1	1
LGALS8	2.4580718928948703e-6	1	10	0	0.5197921088714117	1	0.8333333333333334
RPGR	0.01641639127181588	0.03258446095658347	4	1	0.5195157228979874	1	1
SEPT9	0.0045432976332565305	0.011367606035288053	5	1	0.518462823715685	1	1
GOLT1B	0.010709544593556192	0.015341475108137843	3	1	0.517685149404473	1	1
ALKBH5	5.09359534663712e-7	3.166698242516624e-7	3	3	0.5169229617605184	1	1
GMPR	4.383117738211177e-12	6.570443073741387e-5	5	2	0.5167436514020327	1	1
FAM168B	0.011314226329929232	0	2	2	-0.5145759313568637	1	1
UBXN2B	0.006570032921068691	0	2	2	0.5145089191095726	1	1
PTCD2	0.03572599265410287	0.026821112041600464	4	1	0.5144909085037912	1	1
SVIL	1.8540938970747594e-12	2.4166205367723544e-7	11	2	0.5142349801128869	1	1
ZNF462	0.001622999850162772	0.0660868470360862	8	0	0.513961972038547	1	1
CREBZF	0.02533126044280542	0.0033630144293021074	6	1	-0.5135950707717154	1	1
TUBGCP2	0.004653552763818472	1	9	0	0.5131611477958433	1	1
PLPP7	0.04997926283523566	0	2	2	0.5121662807909	1	1
WDR7	0.014582259346095227	0	2	2	0.5118619036456302	1	1
TPRKB	0.001510928362209537	0.001007676302907778	4	2	0.5118513073002824	1	1
METTL1	0.00521210570861097	0.48175925349745846	9	0	0.5117937516667221	1	1
CS	0.03530447217429396	0.6431460549270314	8	0	0.5117092652020385	1	1
GRAMD2B	0.009195449187517902	0.023443184643855756	4	1	0.5116492271672702	1	1
WDR60	0.025889285189370056	0.27371197017662086	5	0	0.5104742227730371	1	1
NFIC	0.04843631354166224	0.030402456048735774	3	1	0.5104656504261886	1	1
PPP1CB	1.9379522576623952e-4	0.006874127939394559	7	1	0.5096147307672504	1	1
TMEM237	2.915575328008254e-6	0.12510265561500025	6	0	0.5094789410053908	1	1
MAP4K3	0.004124198776215068	0.9481302449520546	4	0	-0.5092620770252929	1	1
ZMYND8	0.0012405426332551806	0.8662485122844812	15	0	0.5087916292075523	1	1
NFIB	6.39447538031445e-6	0.0021119354120253462	7	2	0.5077961957542103	1	1
SLC38A10	0.004869046399893417	0.015891287012440865	4	1	0.5072668359922704	1	1
USP4	0.00249342689137147	0.031043203536599697	10	1	0.5071602009543585	1	1
CNIH1	0.03902247884115863	0.03145552562610578	4	1	0.506116282639749	1	1
MEOX1	0.024428325777359174	0.58605752280623	3	0	0.5057612591374042	1	0.8333333333333334
LOC113251245	7.707842784839419e-5	1	14	0	0.5055365189564813	1	0.8333333333333334
SEC22B	3.926048356000438e-5	5.794812448073214e-4	6	2	0.5053945138494668	1	1
SHPRH	0.02710986745448693	0.01554648074909306	7	1	0.5045907927637645	1	1
ACOT6	1.553678819275106e-5	2.6637637056812374e-6	4	2	0.5043553876678755	1	1
LOC113245500	0.0350901099214942	0.016812823509427515	5	1	-0.5031631069888859	1	1
KYAT3	1.7601482250786654e-8	4.1040320788418295e-4	7	1	-0.5027030157806939	1	1
HSPA14	2.1104833496015637e-8	1.9535174867288173e-6	7	1	0.502366055491566	1	1
CARNS1	0.001379335549474667	0.031246592002204126	4	1	-0.5021558615393313	1	1
SLC36A1	8.008758733299511e-5	0.07385296952666139	6	0	0.5018426118874344	1	0.8333333333333334
FAM117A	0.016208403563675526	0.03707691744312815	3	1	0.5016997220685513	1	1
PM20D1	0.005645602774129162	1	6	0	-0.501616559872357	1	0.8333333333333334
NCOA6	7.045662233695187e-5	0.01514844488617398	6	2	-0.5011201795938831	1	1
ASNS	7.041644396237056e-6	0.06567338096849812	6	0	0.5007843221769768	1	1
KIF1B	4.471408473155907e-8	7.851448830989043e-8	4	2	-0.5005102147727869	1	1
LRRC8A	0.02255568595984338	0.13455362136707927	4	0	0.5003506889018305	1	1
LRRCC1	0.004205297874931438	0.04830101282226992	5	1	-0.5002841343155143	1	1
PRKD2	0.027707185072475802	0.4645483027344112	4	0	-0.5001054227169329	1	1
EARS2	0.00956660106109835	0.02731613147846239	3	1	0.49991314477295323	1	1
TNS3	4.020381279550681e-7	0.043630298069502846	10	2	0.49935231140092207	1	1
COL16A1	0.011641377253012815	0.007613658077719918	4	1	0.4992100621672357	1	1
ABI3BP	0.004597464425986603	1	13	0	0.4991773557797294	1	1
ARHGAP25	0.034829414856544866	1	6	0	0.499107392059543	1	1
PLXNB1	0.046736873262976646	0.013049666906550263	7	1	0.4990100812043715	1	1
USP3	9.026387103879335e-5	1	11	0	0.4983265634876829	1	0.8333333333333334
YTHDF2	0.012272890669174169	0	2	2	-0.49798399006485217	1	1
LOC113254720	0.018491396469009783	0.027232188496488088	3	1	0.4978270360811532	1	1
MAP2K5	0.034287049066195584	0.6705473463532052	6	0	0.49691761312071814	1	1
FAM192A	0.04620376914475106	1	9	0	0.4953761963479325	1	1
FTO	4.2314260083426275e-6	6.223156052777386e-4	10	2	0.4950290514505238	1	1
YBEY	0.009198346439789219	0.17046486168180386	5	0	0.49466486348254124	1	1
CHD9	0.030942716297803718	0.48955343610755325	9	0	0.49464718469876856	1	1
CORIN	0.03773766361438702	0	2	2	0.49422935981895416	1	1
ZFYVE1	0.020763282143923624	1	7	0	0.4939637200607897	1	1
LNX1	0.040899263766526965	0.9238648758652904	10	0	0.4939444520908816	1	0.8333333333333334
YEATS4	0.034030042769403725	0	2	2	0.4938658860377373	1	1
NEDD9	0.03924740440991689	0.4725913705356923	7	0	0.49327983140648646	1	1
AGPS	2.0161958283100926e-08	3.353329992453037e-5	7	2	0.4932106644722915	1	1
ZFC3H1	0.04988224157349323	0.018760423867461268	3	2	0.492976890423342	1	1
LOC113247444	0.013317726166824886	0.07578378760654579	4	0	-0.4929161641277767	1	1
PARP6	0.007591824578785861	0.03703937211236715	9	1	0.49225750307600846	1	1
EML1	2.650908053053453e-4	0.09683195337034294	6	0	0.4918754018387792	1	1
CAMSAP2	0.013238607002165843	0.09701447164593764	5	0	-0.4918188687455728	1	1
MAP4K2	0.046504375940788864	0.11018237252193742	6	0	0.4915359285290053	1	0.6666666666666666
ESYT2	4.334413704520284e-8	2.4761846762529247e-7	9	1	0.49128543222682985	1	1
PXDC1	0.02150082137733197	0	2	2	-0.49121425868089935	1	1
WBP1L	0.02197464281701496	0.2278582495036551	3	0	0.49061217574388055	1	1
ATP9B	0.0034353918528900315	0.19677896208760778	12	0	0.4902839289821443	1	1
ADAM10	0.001101446453709646	0.0028501050611704623	6	1	0.48953662592283226	1	1
LAMP1	1.6686057398528558e-4	1.3330867668150052e-4	5	1	0.4895051211454956	1	1
PPARA	0.01952525226624407	0.5097790869984362	6	0	0.4890260942789682	1	1
DENND2D	0.018413154530175176	1	11	0	0.48874550075690604	0.8333333333333334	0.5
POLR2K	0.036706378919555	0.09476707466736231	3	0	0.4882808824820052	1	1
FSD1L	1.2463171418317323e-4	1.3779046845281805e-5	5	2	0.48824156166980814	1	1
LOC113248328	0.028409676551568244	0.4508513166719445	3	0	0.48817345414832747	1	1
SIRT5	6.481682100067132e-7	0.0021143370377185813	7	2	0.48811716444138037	1	1
SH3KBP1	8.377331450842805e-10	3.7368921232123185e-8	3	2	0.487597053890565	1	1
HMGCS1	0.04504902708514845	0.700245925707068	5	0	0.4875966154399656	1	1
ZNF283	0.01844954226246393	1	8	0	0.4872072873127235	1	0.8333333333333334
DPP8	0.00718865713354289	0.10352420847846737	5	0	0.48718163430684147	1	1
ZMYM2	1.0948607918777736e-7	3.920154985595271e-6	9	1	0.4868544239066489	1	1
CCDC88A	0.021103731824636797	0.00763017568709897	4	1	0.48685049235096123	1	1
PCYT1A	7.651929856341885e-8	4.947601636504707e-5	7	3	0.48658021659336803	1	1
MINDY2	0.0035321262267338704	0.005368544793218048	4	1	0.48591636266915317	1	1
TFRC	0.005633893682666058	0.006620624967505408	7	1	0.4854897439635512	1	1
ROCK1	0.0177954457165456	0.25452118176090155	8	0	0.48524525958071413	1	0.8333333333333334
RIOK2	0.003397025789624633	0.006649656912646408	4	2	0.48455873021686335	1	1
CEP120	0.0065743772840177964	0.35063733872738173	5	0	0.4842132809753732	1	1
UBFD1	7.148849801626107e-5	0.003465896139470763	8	1	-0.48409592552936215	1	1
IFRD1	0.01890442973108934	0.03717690592197653	5	1	0.48268968119860045	1	1
TNNI3K	7.513325796563308e-5	5.193717208408593e-4	4	1	-0.48184527086237594	1	1
MAPK6	0.008566254623758048	0.7131079641768604	8	0	0.48169297188054344	1	1
CNOT8	0.0299091086684018	0.06792430162081181	3	0	0.48056846538066006	1	1
LOC113262163	0.0496298527800225	0.11796009455363272	4	0	0.4804353100504106	1	0.8333333333333334
XPO7	0.03190042121199471	0	2	2	-0.47982169064455144	1	1
DAZAP1	0.001654253324229009	1.5035981303866908e-4	9	1	0.4794823794872193	1	1
PNKD	0.025718777643725182	1	7	0	0.4792100313491712	1	0.5
MYO1B	6.081298662315723e-5	0.3558491052135462	8	0	0.4787167524882353	1	1
LOC113250780	0.04455395829766007	0.01537360932935074	4	1	0.4785640941493585	1	1
WDR13	0.005913849095758484	0.5688961527529325	9	0	0.4778625953067789	1	1
DKC1	0.015150026825274526	0.02783345005113286	3	1	0.47781712639062723	1	1
CRY2	4.159255982491776e-12	1.564078455116684e-5	14	2	0.47747598033756194	1	1
LOC113261710	1.0973555217666042e-5	1	10	0	0.477148518684405	1	0.8333333333333334
LOC113264927	3.3002839006816026e-11	1	15	0	0.4769406225359883	1	1
LOC113261514	0.019371744768342546	1	7	0	-0.4769236653507343	1	1
ANKRD46	0.001427576238766439	0.007848585016595954	6	1	0.47649945709009395	1	1
VPS26C	0.005075952992626173	1	8	0	0.4758871277201202	1	1
PNPLA6	0.005402553705400631	0.9176461806136901	11	0	0.47532591734359575	1	1
PAWR	0.0053019385470003755	0.008103091614719733	4	1	-0.4744153815155082	1	1
SFPQ	9.452413251466312e-5	3.878401263850458e-6	3	2	0.4740046515347574	1	1
HAUS8	0.046571430610020385	0.4868449618991924	4	0	-0.4736999889964266	1	0.6666666666666666
FBXO31	0.011177907408526023	0	2	2	0.47171133421805167	1	1
PLEKHA6	0.003515580754916948	0.12704301649932948	12	0	0.4710659422260052	1	0.8333333333333334
APOLD1	0.03941287859172219	0	2	2	-0.47086469499809247	1	1
ERBB2	9.07706293592844e-4	0.06788547590256706	7	0	0.47056256185808043	1	1
TIMP4	0.03063917070392227	0.35656414992513175	5	0	-0.4703385867952961	1	0.8333333333333334
CTNNA1	0.014091035646766684	0.007816549558993448	5	2	0.46994266575415333	1	1
CRAT	0.0028059393309820004	0.0015355125575075613	5	2	0.4697777249912093	1	1
UBA3	2.082062379983914e-5	0.01962489476657163	5	1	0.46948730054649207	1	1
CFAP44	0.007047127300807838	0.2392939100994211	6	0	0.46919558878254686	1	0.8333333333333334
COMMD10	0.004582587992589786	0.010567471715799824	5	1	0.4685666217106747	1	1
JOSD1	0.03222355167398306	0.012000710280908615	3	2	0.4683992996947681	1	1
TOM1L2	0.022764839929078108	0.09681051257841351	4	0	0.4672722532347807	1	1
MED10	0.007601741071367246	0.3572230643176424	7	0	0.4672287138775786	1	1
ITFG1	2.7020492863189655e-6	1.4774004427415767e-6	4	2	0.4666406306547638	1	1
BAG1	8.878273587397308e-4	0	2	2	-0.4662288582802063	1	1
DDB1	0.005851372241456972	0.2656242115779434	7	0	0.4661894379632888	1	1
ACAD11	5.668733571799939e-11	9.773797662932167e-10	5	3	-0.46577654371047855	1	1
LOC113250565	0.01618650553338121	0.0019719143615988394	3	1	-0.46544694037979606	1	1
MAOB	0.0064807758747763514	0	2	2	0.4651509619965938	1	1
LOC113248527	0.04289966333856604	0.24731356224241421	3	0	-0.4642465580445063	1	1
FNDC3B	2.212118464547321e-4	5.3821533159401284e-5	3	2	0.4641379638593473	1	1
DNAJA4	3.322565056110758e-10	1.468687037552024e-10	4	2	0.4637174146360267	1	1
GPD1L	0.00956660106109835	0.1987743773022597	6	0	0.4635910884871594	1	1
TBC1D20	0.011959325359707418	1	11	0	0.46356661722379056	1	1
ILVBL	1.702533114228046e-4	0.3282690218334207	9	0	0.4630011373260745	1	1
LAMB3	0.0267276282860167	0.06918330434867961	8	0	0.4624812402900388	1	1
ALKBH1	0.006256296027144557	0.6192375713881055	5	0	0.46246265902946254	1	0.8333333333333334
SLC26A6	0.010125535487673082	1	7	0	0.46204651227924787	1	0.8333333333333334
MNAT1	0.002800284387894962	1	4	0	0.46182075319580423	1	1
OGFRL1	0.0018013262144908678	5.06012333068488e-4	3	2	-0.4617272233328329	1	1
CRLS1	9.015334248395513e-4	0.407365187779006	3	0	0.461538527833986	1	1
CYR61	0.03567712890160518	0.6768086120940723	6	0	0.4612593993795166	1	1
PAK4	0.0012450589598974452	0.006301863393604413	4	1	0.4610777757586183	1	1
PPA1	0.006970781668200412	0.1511122677582596	5	0	0.45991249430470194	1	1
TANGO2	1.8858269884524628e-4	1	10	0	0.4596050500952734	1	1
MRPS31	4.396320845176625e-5	7.525451869919923e-4	6	1	0.4590878306390819	1	1
LOC113260612	7.899607475965218e-4	0.07832476929959875	7	0	-0.4579872498643388	1	0.8333333333333334
VPS33A	0.028423622265680498	0.35127256855817685	4	0	0.4576965889563461	1	1
WSB1	0.01575333392286865	1	9	0	0.45744333394794234	1	1
LOC113244308	0.004175813852907301	1	7	0	0.45654671949238623	1	1
DUSP26	2.225207082852078e-7	6.045066488704555e-4	7	1	-0.4564256897395901	1	0.8333333333333334
SARAF	0.008566254623758048	0.003167407700264458	7	1	0.45569177947545575	1	1
ABLIM3	0.007158708210496632	0.00142001332656567	9	1	0.4548549158854232	1	1
PSTPIP2	0.019375195390297226	0.7828392986339073	7	0	0.45482748865321715	1	0.8333333333333334
GRPEL2	0.029315322622259683	0	2	2	0.4546526101516544	1	1
LOC113265298	0.004062102369840665	0.1925358158364469	4	0	-0.4538117985160412	1	1
MINOS1	0.0019559797850262164	0.001361633562578336	3	2	0.4532466068825375	1	1
