gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Lung-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
MINDY2	0.0036640204186955253	1.6091434857271058e-4	4	1	0.45364103824065577	1	1
DDHD2	0.002339645124513897	0.0026272211672509873	9	1	-0.45261749747137847	1	1
PTPRA	5.978537389797735e-4	0.0025319867136907818	5	2	-0.451717382746223	1	1
MANBA	8.321235666538523e-5	0.00402334053501827	7	1	0.450454534923572	1	1
LOC113254331_RNPC3	0.017163419462180255	1	5	0	0.4502577770118056	1	1
CMKLR1	0.04125406556873776	0.9128411864723007	8	0	0.44998789842437675	1	0.8333333333333334
DECR1	0.046708580778082244	0.28869792248704773	12	0	0.44963560374266637	1	0.8333333333333334
TSC22D2	3.357486045140131e-4	1.92578717960025e-5	3	2	-0.44931286629837836	1	1
STYX	0.004274774273117909	0.4653045288404688	6	0	0.4491357658653145	1	0.8333333333333334
OGT	4.0951667524244287e-4	0.003168733566755228	6	1	0.44817090374509216	1	1
AKAP2	9.8048305086011e-24	8.5742315321196925e-14	9	2	0.4478036610310858	1	1
NR4A1	5.837834635951277e-4	4.4724760497591665e-4	5	1	0.4473233647299581	1	1
PPP1CB	8.061472384565689e-5	1.806213040772753e-5	6	1	0.44671368096298836	1	1
SNX5	0.003938963717220328	0.002554217460520042	10	1	0.4458803170818829	1	1
CDC14A	0.02635170837996104	0.0012927710811955532	7	1	0.4454830938641727	1	1
RNF144B	0.0359943998634755	0.015170173688316963	3	1	-0.445131173966847	1	1
SPATS2L	5.084096444414873e-4	0.0015087522744994893	6	2	0.4442650740019307	1	1
UVSSA	0.02316572851332988	0.013339390480172674	7	1	0.4442153446835231	1	1
PTPRC	1.252464818012738e-4	0.049118076637330685	8	1	-0.4436029291180832	1	1
HHIP	0.01988974931776739	0.016002835361720768	5	1	0.44317403670356315	1	1
HUS1	0.0186276101562622	0.0036875826673552496	10	1	0.44284301943548704	1	1
METTL9	6.544932266816007e-5	3.440553930729933e-5	4	2	0.442684307577855	1	1
CEMIP2	1.991541517704965e-10	1.3994930239710877e-10	10	2	0.4424337510245795	1	1
ERO1A	0.015095820221044876	0.007489108867370231	4	1	0.4424022879583662	1	1
ZWINT	7.700496681693424e-7	1	7	0	-0.44189645459707294	1	0.8333333333333334
ARHGEF25	0.0023435017219161185	0.0037915068864071756	4	1	0.4418182623910455	1	1
FCHSD1	0.003916473316741347	0.015587026726233386	6	1	0.4412853897426496	1	1
DLEC1	0.03169701232207372	0	2	2	-0.4411335052404156	1	1
LOC113248767	0.046367550336555374	0.04761704735480009	4	1	0.4409340113510898	1	1
CBFA2T2	0.03118294311409014	0.09653156865337695	7	0	0.44025589345892996	1	1
YTHDC2	4.8383535101213496e-5	2.5913983259532137e-6	4	1	0.4383825167642659	1	1
ACSS3	0.009462639227366553	0.0019999916311721658	3	1	0.43782234726631764	1	1
TMEM41B	0.04884828890146453	0.3124961775999145	8	0	0.43766459101724253	1	0.8333333333333334
EXTL3_LOC113269942	0.002916234326671062	0.03716715942033894	7	1	-0.4372054096859683	1	1
UBAP2L	0.006332450881650197	0.11417223018454169	14	0	0.4363705072678047	1	1
ATG2A	0.005365854855867742	0	2	2	-0.43624995076904804	1	1
GTF3C3	0.017896826323011296	0.028382319451362825	4	1	0.4362370722550092	1	1
ARHGAP35	1.2631231950184274e-4	0	2	2	0.43550316569265335	1	1
LIN7C	3.657492692840889e-5	7.033263515730524e-7	3	2	0.4354952781430129	1	1
LCLAT1	0.003063863490246041	0.43125815208163987	10	0	0.43496737165500987	1	1
PAIP1	0.018673955914173673	0.0022816786517283224	4	1	0.4340406883964476	1	1
RAB11FIP1	0.011575276957044788	0	2	2	-0.43395126060076983	1	1
ABHD16A	0.0018061089786132948	2.544365045131957e-4	16	1	0.43353424755573106	1	1
GALT	0.002618017569746128	0.32764189144476075	15	0	0.43336656407055113	1	0.8333333333333334
CASP8	0.0013771003109780257	0	2	2	-0.43296703160235284	1	1
FBXO11	0.04943499981887456	0.11271218883670212	6	0	-0.4326281301752345	1	1
GOLM1	0.024573450278169078	0.05633862324044063	4	0	-0.43096552774208685	1	1
ZNF280C	0.008093963529402991	0.2695007671090362	4	0	0.43081320433526976	1	1
LOC113260329	0.002984248716087997	2.2340533934614331e-4	8	1	-0.4306761956713385	1	1
MSH6	5.6315122916692495e-5	0.015789647792843628	3	1	0.4301554825702614	1	1
MOB2	0.04944411319481532	0.08391363555550402	5	0	0.42848826181260913	1	1
CCDC186	2.7668607979553303e-4	0.001123488548529094	4	2	0.42612359567351055	1	1
MCC	8.280407608642642e-4	0	2	2	0.4259185432613629	1	1
PKN2	0.014831613749112653	0.0029242092617206435	3	2	0.4257436664622246	1	1
C3	0.015078438563227374	0.011485769409288155	8	1	0.4254545859454559	1	1
RBBP4	0.011852076964774633	0.0010335596668889387	3	2	0.4248161608620675	1	1
SLC12A4	0.013811496377372008	0.0012716377771486273	12	1	0.42469554286908084	1	1
NARS2	0.04943499981887456	0.3210771760121299	7	0	0.4246396344734399	1	1
CLASP1	3.0742537954252165e-8	0.001357513919306144	9	1	0.4245945645492501	1	1
RUVBL2	0.03441769461959555	0.01202947519993213	3	1	0.4244484559508485	1	1
TAP2	0.02884120434796277	0.0732506423010946	5	0	-0.4234246354191372	1	1
DTWD1	0.0491089313077059	0.018917872551908386	6	1	0.42337204295468267	1	1
VAMP7	0.04282702399760451	0.13031337815632588	6	0	-0.4230667824669845	1	1
NMB	0.04094232698967713	0.4122582628094612	4	0	0.423024015440118	1	0.8333333333333334
LIPE	0.014184690047319952	0.4948447978742873	5	0	-0.42284994877265036	1	1
PHACTR1	0.0019369246858458727	0.004539878963500999	6	1	0.4217437066651576	1	1
NR2F2	0.009364734116390563	0.005628404877315753	4	2	0.421371090441691	1	1
LOC113249681	0.008147661783693333	0.09066491616435617	11	0	0.42017393323580904	1	0.8333333333333334
LOC113249257	0.008023748065677027	1	8	0	0.419775222675952	1	0.8333333333333334
MPST	0.0041074022607246845	0.0010719109745606745	5	1	0.4190980321095267	1	1
DNASE1L1	0.020876029073797424	7.568154164843412e-4	7	1	0.41889132319182765	1	1
SASH1	7.1975326231599786e-9	1.0859852243247061e-09	7	2	0.4186508314170378	1	1
PRKCH	4.381893001226774e-5	1.1614064359787115e-5	5	1	0.41729287646923685	1	1
CNOT11	0.023061609981397693	0.05374715635485851	4	0	0.4172117903029493	1	1
FHL5	0.024840573410679124	1	13	0	0.41713892143116543	1	0.6666666666666666
ANGPT4	0.014605955368317528	0.0023267652142301472	4	1	0.4169587810738498	1	1
APLP2	3.5818797925504603e-19	8.709395714013396e-12	6	3	-0.4162070733691332	1	1
MAST3	0.005454664104959525	1	10	0	0.41584499150678617	1	1
GJA10	0.04808988496516682	1	5	0	-0.41522806749653696	1	0.6666666666666666
PCDH17	0.003159140826776988	4.181554788828261e-4	3	2	-0.4147720374625298	1	1
LOXL2	2.3583703016622176e-4	2.571620172047948e-4	14	1	0.4127438450263341	1	1
KNOP1	0.007596679597045785	0.03658101766020523	6	1	0.4120471637465953	1	1
TMX1	3.188385665063812e-4	9.212515779953229e-7	6	1	0.41179335069610923	1	1
EIF3B	0.001539243606513963	0	2	2	-0.41171752399083295	1	1
SCARB2	4.381893001226774e-5	0	2	2	0.4113176470781925	1	1
SOD2_LOC113259616	0.022723239063115564	0	2	2	0.41123920306628015	1	1
MINDY3	0.02316358106171982	0.009200440258613288	9	1	0.41117922397253537	1	1
FAN1	9.303385837343389e-4	1	10	0	0.4102001357878897	1	1
JAK2	0.006859553214565074	8.915640935381583e-4	5	1	0.4101274163326132	1	1
NOP2	0.009981680485046555	0.16551145596002512	10	0	0.4097932695683112	1	1
SPAG9	0.023490271915424965	6.568217078393433e-4	7	1	0.4092686324799269	1	1
PNPO	0.030348394578498177	0.30663925725697494	10	0	0.4082827625723333	1	1
EXTL2	0.02329476249445129	0.02169267496172779	5	1	0.4073464929183116	1	1
ECHDC1	9.477967781898853e-5	0.6396694769117831	7	0	0.4068930850802589	1	1
CACNA2D1	0.022969128935749233	0.006100362500390773	7	1	-0.4065664230552588	1	1
ILVBL	0.011483611987862801	0.1433119055525299	9	0	0.40651346794307947	1	1
SMURF1	3.714583556305429e-5	0.001360851173226517	7	1	0.40586578559421227	1	1
TAF1B	0.003490502968012372	0.0768765421918974	9	0	-0.4056102226334727	1	1
KLHL31	0.018677685420493036	1	8	0	-0.40518042657909403	1	1
MNAT1	3.188385665063812e-4	1	5	0	0.4046003944658797	1	1
ACYP1	0.03822380477001233	0.0010939439503756007	5	1	0.40381163008309906	1	1
ENAH	5.278343428088558e-5	5.920948215585429e-6	3	2	0.40367164732363436	1	1
ESR1	7.586630560629507e-7	1.1596161315458836e-4	6	2	-0.40250990985008805	1	1
TUBB	1.0445932260259288e-5	0	2	2	-0.4024540931972057	1	1
LOC113250450	0.006960773451183761	0.26776256968971923	8	0	-0.4023633687559645	1	0.8333333333333334
UBP1	0.0047454591448075215	3.5405328372479806e-4	5	1	0.4017070846896834	1	1
STAMBPL1	0.03950408645675491	0.028307188771154033	5	1	0.4013041644824956	1	0.8333333333333334
ACTN1	4.782104600945416e-6	8.177339283178361e-6	6	1	0.4010770309970211	1	1
MYO1B	6.734736212275948e-20	1.2152080674608883e-4	7	3	0.4007922811583011	1	1
FOXN3	1.9517019253854353e-5	2.9383581067140324e-7	5	2	0.3996822963497655	1	1
LIMCH1	1.4080330851189913e-17	7.636762386609871e-19	7	1	0.3994488608817349	1	1
CNST	0.012824765702383287	0.10469645781292801	8	0	0.39862282893227136	1	1
EIF5	1.365340237735328e-8	3.184755350999773e-6	8	2	0.3983301777164068	1	1
MYO1E	0.014172449151034473	0.002000677286937751	3	1	0.3979097732134311	1	1
KIFAP3	1.6310684324257952e-4	5.229230634120822e-5	6	1	0.3977358968477537	1	1
AHCTF1	0.031795666075264614	0.008046658524311285	10	1	0.39741285528041015	1	1
DLG1	2.857686391696998e-4	1.9705127446113574e-5	8	1	0.39737864547961643	1	1
LTBP3	0.004073420128088408	3.6358060441993626e-4	3	1	-0.39636527498366786	1	1
ZDHHC5	0.0057920999857946015	0	2	2	0.3956682762678029	1	1
LOC113250565	0.0044166887641327165	7.034209859183516e-4	3	2	-0.3956112338769421	1	1
GIGYF2	0.03441769461959555	0.09399270145142764	9	0	-0.3954383393790839	1	1
COL3A1	1.740913174538699e-8	5.844536603301452e-4	7	2	-0.39506685518760937	1	1
TRABD	0.03469051300587601	0.0012623511869222725	10	1	0.39498852256812267	1	1
SMAD4	1.643161531268096e-8	0.00600119414847827	8	3	-0.3949287137211011	1	1
ZNF23	0.01861204032285927	1	9	0	-0.3945040383703783	1	0.8333333333333334
LYSMD3	0.03822380477001233	0	2	2	-0.3937561110790775	1	1
PSMA2	0.0264615522896257	0.004026443353526516	4	1	0.393752118249441	1	1
GSTO1	0.0036310996804515437	0	2	2	-0.3935259840266977	1	1
SHE	0.006428013733036809	0.0036031039584236493	4	2	0.3932228737229723	1	1
ARAP3	3.086785255480375e-7	1.1531227187216324e-9	8	1	0.39293562135650695	1	1
PRPF38A	0.010904239565446285	7.68838610952161e-4	5	2	0.3929230464751061	1	1
APLNR	0.04109913283659422	0.008751578644424739	3	1	0.3918366874812329	1	1
MAFF	0.001156966255025349	0	2	2	-0.39158401293572587	1	1
FAM13C	0.001608973408391015	0.12266064339879554	8	0	0.3909704892357567	1	1
HSD17B11	3.7473371442220514e-23	1.7375369644540445e-4	4	1	0.39086117539941756	1	1
AIMP2	0.03553735148011758	0.07671320555570472	3	0	-0.39085078605671664	1	1
SGF29	0.021031398845646098	0.1663045837129737	9	0	0.3905753397651642	1	1
TMED5	0.03201572220386101	0.008785732326093022	3	2	0.3902303915426729	1	1
SBDS	6.539670641676284e-4	2.012800413460496e-5	6	1	0.3901960916489583	1	1
TFDP1	0.001387109375085346	0.048309645181724474	4	1	-0.38970975753546255	1	1
GUF1	0.012646709243615708	0.0328701256068144	7	1	-0.3891083227246301	1	1
KAT2B	0.030261925291526527	0.00781876241917019	5	1	-0.38799554294699323	1	1
RRBP1	7.505654841499829e-7	7.915250587397052e-4	11	1	0.38776444618118905	1	1
CTBP1	0.007823118175420155	0.0018439000093732286	4	1	-0.3875726354994357	1	1
MAP2	4.6826208439135404e-4	9.482878944133509e-4	5	2	-0.3875499156344966	1	1
SRSF2	4.079299632517285e-4	3.431927555979831e-5	4	2	-0.38743408677794255	1	1
G3BP1	4.731844824882236e-5	2.4364935155472483e-6	5	2	0.38721329700801077	1	1
PNRC1	4.381893001226774e-5	0	2	2	-0.38715397915940564	1	1
AEBP2	0.03442178090757215	0	2	2	-0.3866107850978202	1	1
EVA1C	0.01615514393355495	0.2428596045039945	6	0	0.3864745414041548	1	1
COMT	0.004632002678270637	0	2	2	0.38637481457254874	1	1
PUM3	0.034252773089047485	0.39936948859800997	13	0	0.38624160035524935	1	1
ANKRD29	0.03961340300278548	1	5	0	-0.38622625473402883	1	1
GRPEL2	0.04252838370163165	0	2	2	-0.3861861641275586	1	1
PITPNB	0.049102695617489825	0.05005741282159984	3	0	0.38564829787289534	1	1
NIPSNAP2	0.010790555838813517	0.03758408503732775	6	1	0.38489038512128315	1	1
GGACT	0.04483073197053082	0.8167359198909431	7	0	0.38459729458223313	1	0.8333333333333334
TRAPPC6B	0.0346464597588032	0.18177942388617488	6	0	-0.38429852661580977	1	1
SNX9	0.04566799366098851	0.007129800545453628	4	1	0.3837114785216213	1	1
TPP2	7.770930843113928e-4	0.04254397871232898	8	1	-0.38366034432199553	1	1
FBLN1	0.0012940345917837436	0.004359075436841145	4	2	0.3834826719099207	1	1
PPP4R3A	2.0486636114007184e-8	3.2545283506319496e-5	7	3	-0.38314940690338617	1	1
ERP44	0.048508085543610226	0.12006856426098818	6	0	-0.38295414386323	1	1
RABGEF1	5.60713420591614e-4	0.10448381985817908	9	0	0.381946589575951	1	1
INO80C	0.0032573252124672215	0.08117383008226059	9	0	0.3818582487376825	1	1
FNDC3B	0.001743021907525841	8.328335383295451e-4	4	2	0.38163829651065156	1	1
TUBA8	0.04415390096560639	1	4	0	0.381525923569769	1	1
PGAP2	0.020640178357720206	0.5899414003610601	10	0	-0.3810468394146345	1	0.8333333333333334
DUSP26	0.015166504033334713	0.4640268368899638	7	0	-0.38052130603223216	1	1
PARD6B	0.005704367449124112	0	2	2	-0.3805175571140763	1	1
HYAL1	0.029124904811665586	0.15696876520326203	3	0	0.38012925434680417	1	1
PIP5K1A	6.737901400511215e-4	0.011205460137471843	13	1	0.3799838551209194	1	1
STK4	0.017105216659848068	0.044863344271388335	6	1	0.37992686547098375	1	1
FBXO9	0.013984407269078913	0.014056762593286084	10	1	0.37970432868906384	1	1
DNAL1	0.021950463971086548	0.026178735562336415	4	1	-0.3796647174039784	1	1
PLBD1	0.0011718863545833833	5.414491042610672e-5	4	1	0.3789989591763609	1	1
FAM13B	4.6459489065085014e-4	3.6597246395778396e-5	6	1	0.37892305654035796	1	1
PSMG3	0.03473115709807285	0.15748776381204294	4	0	-0.3788355120534801	1	1
MXI1	0.02329476249445129	0.003285082015007248	3	1	0.3787559500830444	1	1
CLCN4	0.03486682579979909	1	7	0	-0.378208432764767	1	0.8333333333333334
NUP214	0.039387038472784665	0.07873601711467686	4	0	-0.37779889718162074	1	1
D2HGDH	0.04060129946556488	0.2230315470446625	6	0	0.37763401554034953	1	1
ANTXR1	0.014933746762727797	0.0020380866309736294	3	2	-0.37707402529870093	1	1
VRK3	0.04447706052848023	0.20729573615403482	11	0	0.3767315639319101	1	1
BCL6B	1.5311989292347872e-6	3.179791143228308e-5	10	1	0.37651633535658885	1	1
PAN2	0.00027358677510571613	1	17	0	-0.3762483903652469	1	0.8333333333333334
GNA13	5.375074016013012e-4	9.924465448783146e-5	3	2	-0.3761712846878348	1	1
HAT1	0.0031406561964251517	0.00629074085428429	5	1	0.37609439141328926	1	1
PRKCA	0.015566068125749056	0.004243024577899648	3	2	0.3751696882936163	1	1
LOC113249190	2.7036625844635573e-5	5.933387757748321e-7	3	2	-0.3746195605952721	1	1
LDB3	0.0050221650530687945	1	9	0	0.37431450002930344	1	1
PBX3	0.009462639227366553	0.03094936504196284	4	1	-0.3740215959373618	1	1
PPP3R1	0.042102204605441645	0	2	2	-0.3729101907730292	1	1
SEC22A	0.011705301014676902	1	7	0	0.37267232801358136	1	1
PPFIBP2	0.0266779686834678	0.026607056362538753	14	1	0.3725583679437169	1	1
CCNI	2.3824667209633647e-4	1.950341715341408e-4	3	2	-0.3720373919254445	1	1
MAFK	8.297663112702786e-4	3.289883702814313e-6	6	1	0.37144821881197987	1	1
ADAM10	0.014131966367210985	2.1854491436216613e-4	6	1	0.3713919778377992	1	1
ACTR3B	0.04978192791456415	0.6315663070449083	5	0	-0.3711234464408303	1	1
PPP1R10	6.178169183197584e-4	0.005561678556851792	5	1	-0.3709452514049202	1	1
CHFR	0.005130746931656623	0.017762506536652158	7	1	0.37084197530448715	1	1
LOC113245930	0.003938963717220328	0.640372098832598	9	0	0.3707757381829621	1	1
ATRX	3.151462317720637e-8	4.079059826652908e-7	10	1	-0.37063135771202094	1	1
HYKK	0.009503065758844163	0.16122914975442112	10	0	-0.37010532846015654	1	1
MRPL35	0.010285143840679965	1	8	0	0.3696079391162	1	1
NUP85	0.027467280049819194	0.6384649564112912	8	0	-0.3692161970914083	1	1
VARS2	0.012910040676123634	1	4	0	-0.3688126057248071	1	1
ANKRA2	0.015495683523964209	0.10141136480407195	7	0	-0.3688113608691397	1	1
PLEKHO2	0.003424761636124068	2.1414915697042853e-4	3	2	0.36855189927715204	1	1
PDZRN3	0.001341885519609869	0	2	2	0.368329874699196	1	1
ZNF277	0.009708648083684556	0.0015139171126278999	3	1	0.36775900101191406	1	1
PSMC6	3.727281327350976e-4	0.02395433372299946	6	2	0.3675501744149404	1	1
CAMSAP2	1.9862870409445243e-4	0.007397286282242522	4	1	-0.3673177709498146	1	1
FMO4	8.611840184282014e-4	0.01797508628303478	11	1	0.36710455360294525	1	0.8333333333333334
DAPK1	0.021397717804093493	0.13152562997010675	5	0	-0.3668813258626175	1	0.8333333333333334
MAP4K3	0.03071265010436529	1	4	0	-0.36677726408492284	1	1
GPR146	0.0327867737057164	0	2	2	-0.3663924835734055	1	1
MRPS10	0.003938963717220328	0.5859119860248724	6	0	-0.36618350414347056	1	1
UBE2Z	0.03553735148011758	0.03352058879931167	3	1	0.36528370136094956	1	1
LOC113267246	0.001156966255025349	1	9	0	0.36510982098981587	1	1
ABCC3	0.028683484573931745	0.0049232576542214915	3	1	0.3647327660444444	1	1
BAIAP2	0.007013381709481869	0.0019799992945827576	5	1	0.36470758406319076	1	1
TIA1	0.04833354009292648	0.14717645988660025	13	0	-0.3645895726291362	1	1
CUNH1orf198	1.3418239851420833e-9	1.5838820803135538e-4	6	3	0.36437627994011396	1	1
RUFY3	7.317835192049679e-6	4.338035766260675e-4	7	2	0.36399836285028764	1	1
THRAP3	4.233912072779806e-4	4.8080178794289965e-6	8	1	0.36395764474785214	1	1
CNPPD1	0.00623822466228099	1	10	0	0.36313860544835697	1	1
IRS1	0.041806059730763935	0.02175319370678509	4	1	-0.3629940098972814	1	1
KIAA0232	7.337546464682812e-4	6.395116054012886e-5	11	1	0.3623033319766985	1	1
TRNAU1AP	0.004696903740638352	0.004985746263339848	11	1	0.36204340625424286	1	1
WRB	0.014789759646476441	0.028279734310735313	6	1	0.3618449322917806	1	1
SESN3	0.025367948449322907	0	2	2	-0.3615653216974326	1	1
MED24	0.002683628028707996	0.022907986879457914	16	1	0.36141591925125166	1	1
SLC16A9	0.022353783889917992	0.09078088504243702	5	0	-0.3605139482514137	1	1
GPD1L	0.009913972387279806	0.02880843306257652	6	1	0.3604522059109946	1	1
DARS	0.0010414769591171695	9.916528527949288e-4	7	2	0.36038602151469057	1	1
DLG5	0.03358562919239845	0	2	2	-0.36002245095964747	1	1
LOC113248100	0.045875033771596505	0	2	2	0.3594749873727844	1	1
FNDC3A	0.0039657374216845	0.0016827295252369594	9	1	-0.3593671843333057	1	1
LOC113244018	3.222049522841263e-4	4.6660189096775154e-4	3	2	0.3593411280923653	1	1
DAPK2	6.738677235177948e-4	0.3464794729157838	6	0	0.35920029439386225	1	1
CRTC3	0.04287386111499179	0.006703843915749005	3	1	-0.3591975262535908	1	1
PRPF40A	0.04414399546536013	0.03698677594883205	5	1	-0.3591012429604941	1	1
RNASEL	0.044026100594087306	0.01515099272122944	3	1	-0.35860231209467835	1	1
PECAM1	5.678861305002753e-7	1.5726597934852315e-5	6	1	0.3584729876246342	1	1
N4BP1	0.0028029665729115056	0.0012944682995455804	4	2	0.35836140424104357	1	1
HBP1	0.019447649609450647	0.20130173114792524	10	0	0.3583494555534067	1	1
TNFRSF9	0.02463153296747643	1	11	0	0.3582909649007979	1	0.8333333333333334
DEK	3.7859572882288926e-4	2.9428094599674996e-4	6	1	0.3577063285712816	1	1
PHYHD1	1.2541044618208413e-4	2.1437416110766148e-4	8	1	0.3574728361714858	1	1
LAMP2	0.003315668385325277	0.0014555574110053386	5	2	-0.35639704171173325	1	1
EPB41L2	1.4172064145126073e-12	5.846765790721619e-8	11	3	0.35542710339118255	1	1
XG	1.5392327525617335e-7	1.962664553055327e-7	8	1	0.35534860145611163	1	1
SRP54	0.022353783889917992	0.15370667438905877	8	0	0.3552182589887414	1	1
KLHDC10	5.978537389797735e-4	8.089675769690444e-5	3	1	-0.3545066930191648	1	1
SIRT5	0.0045657713121587985	0.07959716754808274	7	0	0.35379134354897157	1	1
GSN	6.022647867382457e-22	1.7312216019286364e-24	4	2	0.35376074184094836	1	1
DNTTIP2	0.00172181988799157	0.0023990879824843016	4	1	0.3537484257390774	1	1
EIF1AX	0.009590990316318753	6.642650049249485e-4	3	1	0.3535156749718471	1	1
THBD	0.009783228476448705	0	2	2	-0.35333703696330165	1	1
AFAP1L1	0.0025140481315356817	0.022713161040882526	6	1	0.35306916406624916	1	1
HSP90B1	1.5878645200184028e-15	9.710277083894535e-6	6	1	-0.352672126001358	1	1
ANTXR2	1.1139443651859298e-5	0.004424041421000302	4	1	0.3524665984548541	1	1
HSPA14	0.0016462933558491052	1.1571751837605533e-4	8	2	0.351732142735906	1	1
RAC2	0.0353808190617668	0	2	2	-0.3511572358493919	1	1
TIMM21	0.0264615522896257	0.12301247899413911	4	0	0.34953719760366164	1	1
AHCYL1	0.022776625206150203	0.006721976402838503	3	2	0.34944034891084563	1	1
ROCK1	2.8440866752383335e-4	0.006267644752472692	8	1	0.34925896710621435	1	1
CSF1R	0.028924309359438363	1	10	0	-0.3488664430658256	1	1
KIAA1109	0.03020593831332791	0.0885508161962422	8	0	-0.3485097832344518	1	1
LTBP2	0.00887018716010379	0.0026694111967041794	4	2	-0.34793858809496825	1	1
KTN1	0.0014041597487477863	1.3095361174112263e-4	9	1	0.3476852752447679	1	1
FAM120B	4.415454289685176e-5	1	11	0	0.34743481076974575	1	1
SDHD	0.004696903740638352	3.338163326365442e-4	4	2	-0.3472779797346438	1	1
RNF34	2.732913530733855e-4	0.6217387632626232	4	0	0.3469140503125014	1	1
CTNNA1	2.2640585646983158e-4	2.1273828067388016e-4	6	2	-0.3467418022573927	1	1
ST6GAL1	0.0045657713121587985	0.014556645226840543	10	1	0.3466054504488562	1	1
DDX42	0.04249468287362136	0.5516109542559546	7	0	0.34655971424110554	1	1
GPC3	0.008192867465433655	0	2	2	0.34640070124344147	1	1
ICA1	0.003849316103741822	0.002460348213320035	10	1	0.3461160425323962	1	1
SLC25A36	0.0066150749602120916	0.0017433719423530357	7	1	0.34603605262829257	1	1
CCDC50	0.01317427231773958	0	2	2	0.34598365265416997	1	1
LOC113264927	3.2100973683155174e-6	1	14	0	0.3459458255918565	1	1
FN1	5.678861305002753e-7	0.028361366875541662	11	1	-0.34584761523316354	1	1
GNL2	0.009329297475659385	0.03920457376567509	10	1	0.34578355556223095	1	1
PTCH1	0.025796690576214226	0.11400336350813567	5	0	-0.3457548470971193	1	1
NUAK1	0.012677143168507578	0	2	2	-0.3454024330347594	1	1
NOV	1.925364607661914e-4	3.8885386946842584e-4	3	2	0.3453758130169965	1	1
WWC3	0.02295837928310722	0.016640812063607846	4	1	0.3448080720812511	1	1
MAPK8	1.7380448405136848e-6	1.2672369448536634e-5	5	2	0.3445414741483469	1	1
IFT140	0.02067850900604112	0.07635836197364805	9	0	-0.3441382884249059	1	1
TACC1	3.4562894980889574e-11	2.618881528955968e-6	11	2	-0.3437810117735394	1	1
ZNF667	0.01861204032285927	0.05167403297840609	4	0	-0.3437116207604341	1	1
SPARC	1.707569825285745e-9	1.0358687605291397e-5	5	2	-0.34338178005875414	1	1
CC2D1A	0.04299218707025547	0.7022453541210009	5	0	-0.34228362359712994	1	1
UGP2	0.01064009755587374	1	10	0	0.3422251389744831	1	1
CHIC2	2.4560511449490342e-6	0.004033936552451578	8	1	-0.34219332376929446	1	1
PXDC1	0.006129709651888256	0	2	2	-0.3421449391697444	1	1
SEC23B	0.023698857307863325	1	8	0	0.34212777956567264	1	1
XRCC5	9.497072854857899e-5	1.658277368886008e-5	8	1	0.34172250505342516	1	1
UTRN	8.309964211536176e-4	1.2495702158180026e-4	6	1	0.34141820823135777	1	1
VPS8	0.022353536872129456	0.07903822820030759	11	0	0.3413842941229732	1	1
NUP50	0.01851000323244205	0	2	2	-0.3407572972737166	1	1
LONP2	0.008180843481335845	0.008483147050048814	8	1	0.34068749756552436	1	1
LMBR1	0.01312789075769951	1	6	0	0.34017611665130426	1	1
CLK3	0.018127239352391293	0.06773983296464772	10	0	0.34011465440433136	1	1
MRPS5	0.018153447146942427	0.013001873816620303	6	1	0.339539495837343	1	1
ANO10	0.009093621265566506	7.012351134377318e-4	6	1	-0.3389634069794404	1	1
SAR1A	0.01097148150555418	0.0019876941554766714	3	2	0.3388883736616678	1	1
ANKRD46	0.037755143255525044	0.02762643300392264	6	1	0.3387178360337611	1	1
F8	0.009230601944557541	0.23205620048365322	8	0	-0.3383943220359483	1	1
ZMAT2	0.001255288123679454	6.973246332659142e-5	3	2	-0.3373691023482982	1	1
HPS5	0.004933713773841752	0.00309816167954277	15	1	0.3370192711521396	1	1
ARHGAP18	0.0028263858919461773	0.0021888067992752065	4	2	-0.3369812299794114	1	1
LOC113259832_TAF1D	0.012464700492678227	1	8	0	-0.3369500831533825	1	0.8333333333333334
DMD	1.701740187165032e-5	0.002011176409632725	12	1	-0.3367050124877076	1	1
LOC113258085	9.958417553102573e-9	0.6989588771710028	9	0	0.3366980169195169	1	1
GATAD2B	0.006415412660512275	1	5	0	0.3364693616909944	1	1
EBF1	0.014490453679649885	0.20998339340388172	4	0	0.3364437468903596	1	1
ST3GAL1	0.02597277487038259	0.758130633197727	5	0	0.33563553936842483	1	1
CNEP1R1	0.018069374290380448	0.11044085459228496	4	0	0.3352186433323128	1	1
CPLANE1	0.007053898703579762	1	10	0	0.3348062027967776	1	1
EPHB6	0.004180362467238463	1	3	0	0.33464267240022677	1	1
CDC42EP4	0.002984248716087997	0.004052158749686504	4	1	0.3342187203053114	1	1
IQSEC1	1.519088618537796e-7	0.00753922352131407	9	3	0.3341162845809788	1	1
ATP9B	0.00490659619023723	2.0956307494814254e-4	12	1	0.3337733128304724	1	1
YME1L1	0.018752268676188958	0.0015018553510180246	7	1	0.3335662100407069	1	1
CPSF2	1.3231384806526946e-4	5.055581127487595e-6	4	1	0.3334305895875359	1	1
SPATA13	1.5983780501331785e-4	9.763869857226116e-6	5	2	0.33334709346499564	1	1
VDAC2	2.85015003650114e-4	0	2	2	-0.33169647110630185	1	1
CDC27	5.724953769126006e-4	0.07436819497535445	10	0	-0.33108649097710446	1	1
CIDEA	0.03063141287489588	1	10	0	0.33095910714200166	1	0.8333333333333334
