gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Ventricle)	pct_gene_expr	max_pct_tx_expr
ELMO2	0.04715058906340404	1	6	0	-0.5089313836822547	1	1
SH3RF2	2.8014278166752742e-9	1.8775456216591006e-4	6	1	-0.5077565553030264	1	1
DCAF8	4.312241392310263e-5	0.001060423254771936	9	1	-0.5065430098948814	1	1
BLMH	0.012740704619286227	0.04582231913116623	5	1	-0.5048818363566437	1	1
PI4K2A	0.015583514114044395	0.03430432980591874	3	1	0.5039039951639057	1	1
LOC113256764	0.04766482402767112	0.033091031522626074	4	1	-0.5034579746896642	1	1
SLK	5.421924203870404e-13	8.661239681908076e-7	3	1	0.5031295232313766	1	1
CLIC5	1.807274705458172e-4	0.0015147376879022373	4	1	-0.5029272439264539	1	1
POMP	4.203698346135616e-7	1.5599742484507767e-7	4	2	-0.502212178386617	1	1
SENP5	1.6627148005574307e-7	2.5534431758726587e-5	7	2	-0.5013511642396226	1	1
SLC9A8	0.004612842542615733	0.26035256643672	7	0	-0.49930063732294594	1	0.8333333333333334
NOSTRIN	0.00980036695061095	1	15	0	-0.4987919221282274	1	0.8333333333333334
PHKG1	0.028737516272074826	1	6	0	-0.49866531799550956	1	1
ACO2	0.0046943913853980555	4.061047794709316e-4	7	1	-0.4978665855475157	1	1
PPP1R26	0.015078512476678267	0.23153180559557993	4	0	-0.49637997097094155	1	1
LRRFIP2	2.945368896723783e-5	5.244202202850833e-4	13	2	0.4962674884265118	1	1
LOC113253631	1.6280077898662662e-5	8.207041193829802e-6	5	1	-0.4957628199002473	1	1
ECHDC1	1.5913730027560206e-6	9.088547946088198e-5	6	2	-0.494772330623085	1	1
TBX3	0.02889094082332953	0	2	2	-0.49405167040176545	1	1
KIAA0408	0.030055027930621817	1	4	0	-0.4932786905292073	1	0.6666666666666666
CUNH6orf106	0.030841297717474694	0.12055480425703245	4	0	0.49314010183369567	1	1
GPD1L	0.0423056037415414	0.3338944257497538	6	0	-0.4925581607050118	1	1
GMPR	2.3293444632721284e-7	1.137084261024475e-8	5	1	-0.49203132405578887	1	1
TANGO2	2.2097742734575657e-4	1	10	0	-0.49055529496403616	1	1
RNF145	0.02343810996587271	0.24959023231499217	5	0	-0.48840308817859984	1	1
PM20D2	0.020404160892179765	0.005443470737360813	5	1	-0.48830488911847175	1	0.8333333333333334
TSC22D2	0.007007011734153711	9.618792612657697e-4	3	1	0.4882667499443729	1	1
NDFIP2	0.001135172518845034	0	2	2	0.4880788706221748	1	1
EPS15L1	0.0010496394536911114	1	11	0	-0.48774144260987534	1	0.6666666666666666
novelGene_CLN5_AS	0.039895335844871385	1	4	0	-0.48754452892387556	1	1
ANK2	8.332370236511621e-25	1.0921763787866686e-7	11	1	0.48706894327914946	1	1
DENND4C	4.345898210215629e-5	0	2	2	-0.48669945398942527	1	1
CNBD2	0.04715058906340404	1	6	0	-0.48336359453665295	0.8333333333333334	0.3333333333333333
DUSP19	0.033821767976082114	0.024003177093941987	3	1	0.48278350864899444	1	1
SEH1L	0.014274776087288383	0.00819498930872864	5	1	-0.48244352378278305	1	1
PICK1	0.03202159041433908	0.018781893590499057	3	1	0.48135682654340345	1	1
DTNA	0.009533602074295988	0.04253614026510587	11	1	0.4797741555197166	1	0.6666666666666666
MYL9	3.0742147698791116e-6	0	2	2	0.4777828669201319	1	1
PEX11A	0.02353407653217618	0.6998868445564133	5	0	-0.4761970556221182	1	0.8333333333333334
SNX5	0.007531217472324722	0.08106648135534983	5	0	-0.4754370458004872	1	1
EML1	1.436917568203875e-5	0.12711529235084373	6	0	-0.4748249739790916	1	0.8333333333333334
DYSF	1.2246199268629018e-14	3.270654550025877e-7	11	2	-0.47479365211745295	1	1
CSDE1	1.4453736865801413e-9	0.19083647868913714	11	0	-0.47444856830741716	1	1
FGFR3	0.00824686044188157	0.006308354855854885	8	2	-0.47351896271067806	1	1
ZNF106	5.0333757366919e-40	1.8241005144538621e-19	6	2	0.4730719499811934	1	1
TIMP4	6.714286766656124e-4	0.008418164136013378	6	1	-0.4728357737368075	1	1
ADK	4.993406782909876e-4	0.03102015930452564	8	1	-0.4717616683852872	1	0.8333333333333334
CBS	0.012378823328687599	1	11	0	-0.4704577561701387	1	0.8333333333333334
SMPX	0.010630774664294169	0.005734712160180571	4	2	-0.4700531748557474	1	1
GAA	0.001601508061547911	1	8	0	-0.4694051283754849	1	1
DCAF6	8.381106150895435e-6	1	12	0	-0.4690975433846754	1	1
HEXA	0.016289289937298543	0.098261087752072	7	0	-0.46844432028181615	1	1
ZHX1	1.857851681208283e-5	0.10128697784207773	5	0	-0.4678895836607019	1	1
EPS15	6.68359797930959e-5	0.005267975814816396	14	1	-0.4675266417364011	1	1
SIK3	0.016769715078265926	0.023652228903171476	7	1	-0.46725069258785734	1	1
ZMPSTE24	0.02329225707925891	1	5	0	-0.4672464921130917	1	1
MAPK8IP3	0.009039111914374431	0.26251758696579397	5	0	0.46602304499315444	1	1
SESN1	0.019445088333640042	0.01820659839834024	4	2	-0.4657234725477216	1	1
DENND1B	0.023649059927618035	0	2	2	-0.4653262987053701	1	1
USP28	0.03287340341821556	1	7	0	-0.4652995475637401	1	0.8333333333333334
BTBD1	5.7345122909256836e-6	1.606903684381038e-7	3	2	-0.4645898854029941	1	1
SWT1	0.04355963232311951	0.09820334220095374	7	0	-0.4641792704432653	1	1
CNOT11	0.016966380942112017	0.06684619959627117	3	0	-0.4637441641718154	1	1
GPT	0.029049545889966798	0.5178121059992634	7	0	0.463734516018115	1	0.8333333333333334
CLCN4	4.4569987131604197e-4	0.1036462290686748	7	0	-0.46212103762523477	1	1
RELCH	6.622305952612748e-4	0.006871028086564188	10	1	-0.46193201366281805	1	0.8333333333333334
HTD2_RPP14	0.001951537293747332	4.404091895804497e-4	7	1	-0.4612171194768989	1	1
NASP	2.591322455048019e-4	2.027717573408025e-4	5	1	-0.4610707873298363	1	1
SH3KBP1	5.937470882971807e-6	7.726736767807159e-5	3	2	-0.4600810902234852	1	1
SLTM	6.005526324683748e-4	0.14974079002181698	5	0	-0.45837819138537284	1	1
ABLIM1	7.227127323745604e-53	1.6408819029575897e-28	7	2	0.45792465707866137	1	1
L2HGDH	0.004887483038863278	0.5008011318702532	7	0	-0.4570458464301352	1	1
FZD6	0.004398658808054719	0.005093580463216117	3	1	-0.4567280370404993	1	1
KIDINS220	1.1830660814296773e-13	6.080359569929068e-7	11	3	-0.45622815283640544	1	1
NT5C2	0.003250042088658873	0.014895995196612655	15	1	-0.4551340608793473	1	1
IMMP1L	6.714286766656124e-4	0.055679537822599094	9	0	-0.4545672397717908	1	0.8333333333333334
UGGT1	0.0011794021313215513	0.04916129719783524	6	1	-0.45433955500453144	1	1
RTN4	3.493987909420444e-15	4.1936504527704383e-7	6	2	0.4539670662170876	1	1
USP3	0.022077487357635504	0.6510192162966714	10	0	-0.45376436944671106	1	0.8333333333333334
GNG12	0.013507795284881064	1	6	0	-0.4537510707246116	1	1
PDE3A	5.7345122909256836e-6	2.7526889662945326e-4	5	2	-0.45369487962454047	1	1
CUNH17orf49	0.011068638858244696	7.089818592355938e-4	4	2	-0.452718895783066	1	1
MRC2	0.013490379790836981	0	2	2	-0.45243850506738204	1	1
CYTB	1.8637171426402444e-29	5.3981573092653046e-14	3	1	0.4520995212778008	1	1
GTF3C3	0.020601391027206796	0.10223098813542801	4	0	-0.45160640158530796	1	1
MAST4	9.709696315265832e-5	8.345730230417648e-4	4	2	-0.4502261755005011	1	1
CNOT6L	0.005637912944506509	0	2	2	-0.4495422493639013	1	1
POPDC2	5.291916673152622e-4	0.04592877893201698	4	1	-0.4486258303506264	1	1
HMGCL	0.004071498904523539	0.09855622422028844	5	0	-0.4485424498446908	1	1
CAMK2D	1.4411026924057509e-13	9.988618434063835e-6	6	1	0.44849754264119535	1	1
RPF1	0.012500242920403163	1	7	0	-0.4482751421402508	1	1
LARGE1	0.001612368261218285	0.001627408103973571	5	1	-0.4480448273447938	1	1
LDB3	1.4521543755219356e-11	1	8	0	-0.44790005997554216	1	1
DMXL1	6.550938861101215e-4	0.00672343356780463	5	1	0.44708557693916207	1	1
DNAJB6	8.762380815776264e-6	0.05509054358987443	9	0	0.4468922637250645	1	1
LOC113252908_LOC113252909	4.826688297488727e-4	1.8056992464666373e-4	3	2	-0.44683703395714824	1	1
VEGFB	0.01615107593652044	0	2	2	-0.44613313877318267	1	1
RABGGTB	0.0010738053836100963	1.776070588159397e-4	4	2	-0.44561256333170957	1	1
POFUT2	0.039895335844871385	0.33682112022465666	6	0	-0.4451045808184385	1	1
PATJ	7.332455724371744e-4	0.0014303752308687803	6	2	-0.44480174771365083	1	1
ACTR6	0.03284930671482077	1	6	0	-0.44454551255360625	1	1
TBL1XR1	0.00799990369540838	0.11607252854305253	9	0	-0.44448355885110474	1	1
LYRM7	0.005234946210787423	0.11047467715904837	8	0	0.44416033724696824	1	1
ASB1	0.018955866090701105	0.1992867649505562	4	0	0.44386663928888326	1	1
STRADB	9.313044433842138e-4	1	10	0	0.44350104927592954	1	0.8333333333333334
ENSA	3.3471353178289664e-9	2.2875018671857927e-9	5	1	-0.4418934597466719	1	1
TECR	5.78845851969954e-4	4.532797366873118e-5	3	2	-0.44149936644735555	1	1
DCN	3.591582634321462e-10	0	2	2	-0.44101754962371115	1	1
RNLS	6.707711557158469e-5	0.5392737606719344	8	0	-0.4400446717597751	1	1
MRPS31	0.032591049860440334	0.00326034311611805	6	2	-0.43968947378359857	1	1
ALS2	0.038286029042401214	0.3188312205194817	13	0	-0.43903735464163146	1	1
TNNI3K	0.002260795318728988	0.1602637313256398	4	0	-0.43875527467002157	1	1
ULK2	4.0031482784686945e-6	3.7227510261364474e-5	4	2	0.43824159336857305	1	1
ADD1	6.905202962843583e-5	0.00494428979179337	5	2	0.4370863036830472	1	1
SLC25A51	0.001060216289346035	1	21	0	-0.4368724190441413	1	1
ZNF410	0.03846451523636888	0.10201618276976308	8	0	-0.43660381130374154	1	1
RASAL2	0.04355963232311951	0.018601986086420587	3	1	0.4359932740721011	1	1
SCFD2	0.04990039413141809	1	5	0	-0.4344058167678922	1	1
ITPRID2	0.03584812564895117	0.10125502249844649	7	0	0.4327008671357766	1	1
WTAP	0.012511985120299553	1	8	0	-0.4319460449755831	1	1
ELOVL5	0.012511985120299553	1	15	0	-0.43062556659941575	1	1
PTGES3	1.6281146298370993e-5	6.936900570898247e-5	5	2	0.42995584928047614	1	1
OTUD7B	0.022015184360659436	0	2	2	0.42985897356677283	1	1
ARHGEF6	7.332455724371744e-4	0.1708628438832625	4	0	0.42971305271705634	1	1
NCOA6	5.1228368089621677e-14	1.0022831743398222e-4	7	2	0.4293867281343441	1	1
TDP2	0.03607200250143865	1	4	0	-0.4293051844763172	1	0.8333333333333334
ROBO1	0.041065345708814364	1	6	0	-0.42891460723067965	1	0.8333333333333334
TRIM37	0.045498304452985805	1	6	0	-0.4283217839803942	1	1
TANC2	0.0055290808874139535	0.5064833928289315	8	0	-0.42797395835082963	1	1
ABI3BP	0.030603473043805448	1	11	0	-0.42775154450967867	1	1
FLT1	0.02353407653217618	0.05663025018642881	8	0	-0.42699041732223425	1	1
YWHAH	0.006919861838140981	0	2	2	0.4245198689608432	1	1
CEP83	0.001663651673265606	0.06441600012754978	7	0	-0.42304466312139666	1	0.8333333333333334
CD44	3.193318696581109e-9	1.6908290245881087e-4	6	2	-0.42178172254134627	1	1
MLF1	4.7455581657227086e-12	3.3480528713246144e-9	5	2	0.42174227458162683	1	1
CENPC	8.072763591818681e-4	0.0030860855400353863	5	1	0.42147050149085946	1	1
USP30	0.017689827697233776	1	3	0	-0.42141580807735013	1	1
OGFRL1	0.0033533878791200894	2.516007059967205e-4	3	1	-0.42119984901932106	1	1
TEAD2	0.03413784148112808	1	6	0	-0.4211202787472815	1	1
SGK1	0.010318158027549028	1	10	0	-0.4194106013955927	1	1
GPATCH11	6.689847520080612e-6	0.34242573166011175	6	0	0.4182226843665926	1	1
SNX27	0.030603473043805448	0	2	2	-0.41787200150555304	1	1
PFKFB2	0.031489808803603456	1	8	0	-0.4175067408512135	1	1
KEAP1	0.0010499198551181315	0.002444324870825083	7	1	-0.4164759416280263	1	1
TOPBP1	0.0013660639820740296	0.045520181417270225	7	1	-0.4155525825100382	1	1
VWF	0.0034537266826198806	0.09875595737368276	10	0	-0.41466762617607883	1	1
PXMP2	0.010369006266991467	0.0505431460949797	6	0	-0.4145822703515373	1	1
CLUAP1	5.58585841197957e-4	0.23658326901595841	10	0	-0.41451545764531167	1	0.6666666666666666
CDK20	0.008597660362494453	0.5025713835344827	10	0	-0.4141971634246364	1	1
GTPBP8	1.4993479103733555e-4	1	6	0	-0.4136990538249065	1	1
ARMC8	0.0255512311346173	0.13363985788296653	6	0	-0.4136130271641711	1	1
LOC113265298	0.0019024359907558188	0.04648409177057011	5	1	-0.4128258818352809	1	1
PPIP5K2	1.754724288987458e-13	0.033304941938093746	13	1	-0.4125940945613785	1	0.8333333333333334
USP25	0.005351548592801521	0.33385122983828686	5	0	-0.41135263648693277	1	1
PRKAB2	1.1002172580531446e-9	1	11	0	-0.41129608632293496	1	0.8333333333333334
WDR37	0.0015595291940458291	0.5844448020373776	8	0	0.41053073822997316	1	1
FAT1	9.38699489466428e-4	0.005527752180445191	7	2	0.41033980783537916	1	1
ATP9A	7.513745242227645e-5	5.827280668696894e-4	3	2	-0.410330100093516	1	1
LOC113268059	0.034693766530688695	0.09813700705792619	6	0	0.40656236370340737	1	0.8333333333333334
MORF4L1	1.6255091141944e-5	7.918759466450355e-6	5	2	-0.4043533291374425	1	1
THY1	1.2439194327020392e-6	1.9733905406217552e-8	3	2	-0.403748846430268	1	1
ADSS	0.0013126911089019276	7.037414628111904e-4	3	1	-0.4036669649584554	1	1
DYNC1I2	0.0092621766516953	1	6	0	-0.4029866063464252	1	1
TCAIM	0.020118411011242496	1	11	0	0.4028173318833226	1	1
PPP1R12A	0.030457064141256446	0.04578505674480546	4	1	-0.40243973833380164	1	1
DDX50	0.015078512476678267	1	6	0	-0.40229881992831545	1	1
SMYD1	2.5791888245879258e-5	4.4808370118225077e-4	4	1	-0.4021735697782996	1	1
LACTB2	0.01767697812473529	0.07000542302642519	4	0	-0.40125694463093986	1	1
USP4	0.016895563805739606	1	9	0	-0.4011073438749258	1	1
FXR1	1.441167016245341e-22	3.6761990667565714e-6	9	2	0.39864743544680525	1	1
DNM1L	0.02374385865193852	0.17876317860084243	7	0	0.39860011187502054	1	1
HADHA	5.730330455264739e-12	3.439395704714263e-7	9	3	0.3979735341379503	1	1
METAP1	6.337841708560471e-4	4.759028838284268e-4	5	1	-0.39764729117946773	1	1
ZNF672	0.03331296261242275	1	8	0	-0.3976265815873339	1	1
TRIM63	1.5217131863172381e-5	1.251015149933363e-7	4	2	-0.3973064578269766	1	1
FBXO6	0.04192081384310306	1	6	0	-0.39684673412244864	1	1
SARDH	0.04940769832178122	0.5067845777178096	5	0	0.39613871431603165	1	1
LOC113247645	3.1783311759190477e-16	2.627505067439098e-12	8	3	-0.39576292515390693	1	1
PTPRB	7.332455724371744e-4	0.0037867994433661363	3	2	-0.39550939062083135	1	1
CDC42EP4	0.004351191721768334	0.11335116407790832	3	0	0.39531852386921906	1	1
SPINT2	0.001245621691140273	1.1396436422020426e-4	3	1	-0.39505383341322553	1	1
LOC113248611	0.017528472569966914	0.003166499694155611	3	1	-0.3943501470051493	1	1
RAPGEF6	2.02707182279727e-5	0.2965250433541174	8	0	-0.39372838709113134	1	0.8333333333333334
SLC8A1	1.6255091141944e-5	3.899876583279788e-4	7	2	0.3936997707367527	1	1
HM13	0.030046604617667613	1	7	0	-0.3922037734169145	1	0.8333333333333334
LOC113267063	0.008267936794666331	1	6	0	0.3916420204090586	1	0.8333333333333334
MAP4K4	1.644402290895207e-4	1	12	0	-0.3904929710060505	1	1
IMPDH2	3.150204103492984e-5	0	2	2	0.39027295942019236	1	1
DOCK9	0.015108767003547673	0.005036690153282139	11	1	-0.389420671704517	1	1
TSPAN9	0.02187696883116129	0.001417620987362348	8	1	-0.38908778143335604	1	1
DNAJC9_MRPS16	0.009488692642618835	0.004839175763678108	5	1	-0.38908617514412336	1	1
DNM3	0.02951677373174302	1	11	0	0.3888604975899617	1	0.6666666666666666
LOC113257633	9.395924573308257e-4	0.14266731851451334	3	0	-0.3885295456840322	1	1
FAM53C	0.02370413172559379	0.7780993516371372	5	0	-0.3870035289462917	1	1
FASTK	0.001135172518845034	0.0014205157586316733	6	1	0.386738225893256	1	1
FKTN	0.020131241244118213	1	8	0	-0.3863660348904685	1	0.8333333333333334
NDRG2	1.2479029442849007e-10	3.3182364550204825e-8	7	2	0.3859913346476958	1	1
SNX4	0.03649816837842595	0.19616059711762934	4	0	-0.38587776851815814	1	1
PPP2R3A	3.5121832442798057e-6	0.024775478853607293	11	1	-0.38562156041364826	1	1
LOC113249140	0.0026277776348157464	9.28575017742883e-4	5	1	-0.3851711269772378	1	1
XPO4	8.937787096340942e-25	1.9816004976164647e-5	6	1	-0.38492648148692105	1	1
SLC35A1	0.04410724000557655	0.06261964058834879	3	0	0.38465913223356074	1	1
ARHGAP24	0.0034043973057306764	0.062492158160799116	5	0	-0.38417674825050213	1	1
CREBZF	1.049842705926025e-4	0.07597873682548151	10	0	-0.3839604225740569	1	1
DUSP22	0.04236291947861338	0.09265408092556271	6	0	-0.3832043738123105	1	1
GKAP1	8.78570001298038e-4	0.2767950278814185	4	0	0.38307098071746903	1	1
PPP3CC	0.002745449963796473	0.4105123740084737	5	0	-0.3830349425234265	1	1
MKRN1	5.975250109794583e-4	0	2	2	0.38264116577012164	1	1
GPCPD1	0.047125523337219914	1	5	0	-0.38237894783024184	1	1
SPG21	0.04335383506428743	0.10526682396669196	3	0	-0.38181451477664663	1	1
PLEKHA5	2.460624697521867e-4	0.004032711242822255	7	1	-0.38175586311809273	1	1
PDSS2	0.02973898333481671	1	4	0	-0.3815149854929938	1	1
LIN54	0.018997211932335317	1	8	0	-0.38113389504533024	1	0.8333333333333334
RPRD1A	4.4911609844683017e-4	0.011119358275534298	13	1	-0.380627297389923	1	0.8333333333333334
MAP3K3	1.0358487065517735e-4	6.436877923022409e-6	3	1	-0.38054406875306135	1	1
THAP9	0.03726527658595774	0.02754480124246237	4	1	0.38046822975247374	1	1
GYG2	0.005459446514433166	1	12	0	0.3803831857965235	1	0.6666666666666666
IRF2BP2	0.015867093530977698	0	2	2	-0.37932266213812643	1	1
INPP4A	0.03434725831040631	0.09952507118187492	4	0	-0.3787964839160709	1	1
DPM1	6.160854910265302e-5	0.018669359925925708	3	1	0.3781837948044118	1	1
MYOM2	1.1407038963501866e-5	0.005875309474081184	10	1	-0.3772884172798297	1	1
COG5	0.01636788813203593	0.0068941647360073	4	1	-0.37723484211777686	1	1
STK16	0.004836045503556356	1	7	0	-0.3764551549859778	1	1
PGRMC2	0.023535971811033653	0	2	2	0.3758629206490013	1	1
PRKD3	0.023719514427768918	0.5575337475488392	6	0	-0.3757110884753101	1	1
UBL3	2.2567792789863087e-4	0	2	2	0.3752890166713124	1	1
LOC113262217	0.036056273090224474	0.40415881825272476	9	0	0.37509874371385554	1	0.8333333333333334
FTO	6.017743962104819e-4	0.06426672011107057	8	0	-0.3746703652163136	1	1
SEC24A	0.028560242881617383	0.07606703507856494	3	0	0.37461638208169123	1	1
CEP85	0.0024729236655028804	0.08705274722146567	16	0	-0.37452631524668656	1	0.8333333333333334
ACSS2	2.4968925033357512e-5	2.2832803476970933e-4	9	1	-0.3740319543624941	1	1
TPM4	1.5793450072186096e-4	0.08970396976001453	4	0	0.3739605046885027	1	1
DCTN2	6.599854474047279e-4	1.1294829702689634e-4	3	2	-0.3732113500091023	1	1
ABCD3	8.182523593246967e-4	1	7	0	-0.373190825152137	1	1
TMEM184C	0.02174698052513713	0	2	2	-0.37217932780376284	1	1
TARBP1	0.04800511109616806	0.038249783789976635	6	1	0.37185126233769344	1	1
RTN3	0.0029543648528520547	0.0081656144341337791	3	1	-0.3708279846517843	1	1
RAI14	0.001601508061547911	1	10	0	0.3708082517449034	1	0.8333333333333334
USP2	0.029742814779336085	0.011702164240925846	4	1	0.3704119594857891	1	1
KLHL31	0.0010758084391217062	0.10137514391433489	6	0	0.3702709559402868	1	1
APPL2	0.0013461227786784671	0.536134248915852	8	0	0.370166791230398	1	1
KLHL24	1.376905380448184e-4	0.01436774339235225	11	1	-0.3696658275813669	1	1
DGUOK	4.60221319323652e-5	0.2878763207259311	6	0	-0.36941173925422943	1	1
CUNH1orf123	0.02343810996587271	0.1580308821847009	4	0	-0.36926953824222075	1	1
GFM2	0.013507795284881064	0.05758563883211569	14	0	0.3691354040583822	1	1
CREM	0.01729244648078321	0.25974641925283	12	0	-0.3690921194674871	1	1
AP3D1	0.03793664227957561	0.09564897179590404	3	0	-0.3690377754948734	1	1
DCUN1D2	8.438268153101537e-4	1	20	0	-0.3686621666881079	1	1
WNK1	4.725106924557455e-8	8.153046355750354e-4	11	2	0.3686212729238051	1	1
IDH2	0.0037231165482563425	0.017524735690633664	4	1	-0.36837040544559807	1	1
MYOM1	7.492040414153966e-10	0.04026452595451267	13	1	0.3680025796498543	1	1
NSMAF	0.004301898666438392	0.7802637089015549	10	0	-0.36771018245662834	1	0.8333333333333334
LOC113245998	4.640900542406649e-18	2.0490460795321078e-7	9	3	0.3671048828881759	1	0.8333333333333334
FPGT	0.006069588816092685	1	5	0	-0.36662504562639764	1	1
CLSTN1	7.523118463700907e-7	0.016418961369514182	7	1	0.3658858960352102	1	1
HELQ	0.004008799056033782	0.31292069787507837	8	0	0.3656369970053955	1	1
LIMCH1	0.015544202871364925	0.13740490416286824	8	0	-0.36547881941332294	1	1
CTNNAL1	4.734439276784571e-5	0.0022004836788519673	5	2	-0.3653358051056282	1	1
AGL	1.0928436534708198e-5	0.2955977312129713	7	0	0.365299737564746	1	1
ITGB5	0.03276891820284867	0.03388220611112079	3	1	-0.36490795067305404	1	1
TSC2	0.022660890054308557	1	10	0	-0.36326440767434537	1	1
NSMCE1	0.002695434898954089	0	2	2	0.36268069733967245	1	1
MLIP	2.6672448225043674e-5	0.007523863997669468	9	1	0.36248820824458505	1	1
EMC1	3.126210890577592e-4	0.05873260121619949	8	0	0.3624547536203188	1	1
GPR180	3.758243367648803e-4	1	8	0	-0.3622939832152908	1	1
SLC33A1	3.3143389871343737e-5	0.2329378238418885	6	0	-0.36215843221994076	1	1
CMC2	1.2116043897935875e-4	0.2620470538836891	9	0	0.36139908318704883	1	1
PRDX5	0.0015593696957022323	0	2	2	-0.3611712296983448	1	1
PDE7A	3.4629950370990766e-4	4.0716345625412903e-4	5	1	0.3598106497710924	1	1
BNIP3	0.001023860719442923	0.0020984929797233233	4	2	-0.3589033348928106	1	1
MRM1	0.007122147824754731	0.9368404311889436	6	0	0.35715773508097903	1	1
SAMD4A	0.02481272567251233	0	2	2	0.3564066399266437	1	1
ARMCX3	0.005078305231976014	0.25117169108876825	4	0	-0.35528280231943127	1	1
PAK1	0.03706768364789556	1	5	0	0.35516853355722783	1	1
TMED10	1.9451207880052823e-4	0	2	2	0.3549131102830344	1	1
ZNF358	0.03433587528623162	0.2165524097085551	3	0	-0.3547128056949278	1	1
PPP4R3A	0.02220858757090863	0.00549502336318199	7	1	-0.35395699972612316	1	1
GK5	0.043570923310578845	1	5	0	0.35384053457806175	1	1
SFPQ	0.02220858757090863	0.0038654407352806505	3	1	-0.353569681181626	1	1
RALGAPA1	2.9456677440974294e-10	7.014512348331117e-4	7	2	0.3532700587955625	1	1
KLHDC3	1.566361356775041e-5	0.0019230971976202764	9	1	-0.3532159179943085	1	1
AP2B1	4.707859655500078e-5	0.0011189289737883062	6	1	-0.3526717330552914	1	1
DCTN1	0.0011403512455713941	0.01440638899534643	14	1	-0.3524294399731735	1	1
CREB1	0.0025293541567019137	0.011288404992941713	5	1	-0.3524196237141213	1	1
DUSP26	5.230557258872751e-4	0.15825248149280918	6	0	0.3517287729551336	1	0.8333333333333334
MFN2	4.7768845654845754e-24	6.2456863580226395e-6	10	5	-0.3514652868001785	1	1
ZNF10	0.023729147830257778	1	7	0	-0.35115932809248135	1	0.8333333333333334
GNB4	2.460624697521867e-4	4.932348741591609e-4	4	1	-0.350737762792941	1	1
DISP1	0.009712225931900725	0.7017557528398211	11	0	-0.3505085463796094	1	1
SSBP4	0.023552967266336086	0.15696689342823372	5	0	0.3503414671511689	1	1
MIA2	0.013780205483864534	0.4764507587732693	9	0	-0.35005978765241397	1	1
SORBS2	4.2701648562772304e-11	3.116373061682237e-5	13	2	0.3488725727939347	1	1
USP47	6.950785202665267e-5	5.656537482649026e-4	12	1	-0.34862577534131844	1	1
PCMTD1	0.046564245626870795	0.1270169242059044	10	0	-0.34804254915484134	1	1
SYNRG	2.8955573934725187e-4	0.009855677554692814	7	1	-0.3478528237620599	1	1
SLC30A4	0.013449305196154707	0.35753336583840345	3	0	0.34686965299660644	1	1
LOC113264440	0.04355963232311951	0.0450412706432383	4	1	-0.3454006297925628	1	1
MYO1C	0.0026324986164326172	1	9	0	-0.3449686241707107	1	1
PCBP2	7.415503281381705e-4	0.011057788301833089	13	1	0.3449383505924486	1	1
SELENOT	0.0011363625428577355	5.059003503974038e-4	5	1	-0.3448630888742551	1	1
RILPL1	0.0024313747719772526	0.0018525268509639856	3	2	0.34453078865699305	1	1
RAB6A	8.675963474363524e-5	0	2	2	0.34427066842916954	1	1
SHLD2	0.030398049390061556	1	9	0	-0.3441761431430828	1	0.8333333333333334
SUPT20H	0.006053208909916475	1	15	0	-0.34406546849652236	1	1
UIMC1	0.00504983316412375	0.0474547962519211	8	1	0.34390737926161846	1	1
PTPRA	0.023617007336207557	0.07609218375573545	5	0	-0.3436981853602391	1	1
SMNDC1	0.013329330634764852	0.004111020202749776	4	1	0.34359900883432526	1	1
LRRK1	0.014685366315356461	0.09469282014752556	4	0	0.34358080748388226	1	1
SDHD	3.916582072158405e-12	2.8538943778949417e-13	4	1	-0.3431540910996867	1	1
RUFY3	0.003901815943198117	1.405351535814243e-4	7	1	-0.34306745583265746	1	1
TNS3	0.0012863263240000826	1	8	0	0.3420678442600136	1	1
FILIP1	2.6293437265334983e-12	6.262457034013275e-7	4	4	-0.3413850871968517	1	1
RHOA	0.0011403512455713941	0	2	2	-0.34108033873627563	1	1
C2CD5	1.538679662554011e-4	0.030131100999212457	16	1	-0.34016305356024845	1	1
PKIA	6.568620935616926e-8	1.1046799104533718e-4	8	1	-0.3387856210133424	1	1
GTF2I	5.592787077080151e-5	0.03009311526894647	12	1	-0.336787720828796	1	1
SMUG1	2.2897882415279567e-4	0.006131196471745671	13	1	-0.33663839083961405	1	1
SEC31A	9.766262587436168e-4	1	14	0	-0.3365702134309632	1	1
CPSF1	0.015867093530977698	0.26721676623758206	14	0	-0.336222132134125	1	1
NIPA2	0.028090099912474843	0.5112004799402002	10	0	-0.3356939925893687	1	1
MYLK	5.167511855064308e-6	1	11	0	-0.33538253827833103	1	1
ATP8B2	8.725435708650436e-5	0.1294799567954987	4	0	-0.3352843667364176	1	1
ZCCHC8	0.036056273090224474	0.4455098620031785	6	0	-0.33510301523703245	1	1
LOC113264370	5.986093652458211e-4	0.005701815680938198	11	1	-0.33475840326864587	1	0.8333333333333334
GLMN	0.002229169615826709	1	9	0	0.3346783141184393	1	0.8333333333333334
APP	0.032791010323391045	0.10103893721210068	6	0	-0.3323474504239059	1	1
FAM214A	0.004630397788392591	1	11	0	-0.33203714456747063	1	1
WDR91	0.010246202544411628	1	8	0	-0.33148552736314146	1	0.8333333333333334
ITGA7	0.025559377116183026	1	12	0	-0.33030933831211856	1	0.8333333333333334
PLXNB2	0.006919861838140981	1	12	0	-0.32987248816506254	1	0.8333333333333334
