gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Kidney_medulla)	pct_gene_expr	max_pct_tx_expr
RNF19A	4.548181542137438e-5	7.638055019852082e-4	8	2	-0.3690400895150911	1	1
COMMD7	4.2187687850428615e-4	0.1384859958255611	9	0	-0.36676102786196696	1	1
KIAA1614	0.03514966093375232	1	6	0	0.3647007552239589	1	1
TMED10	0.002683726827358587	0	2	2	0.3638191792156451	1	1
SLC27A1	0.010471705264399882	1	11	0	-0.3637528703103591	1	1
LOC113245166	0.008871628881261773	1	5	0	0.3629928375013295	1	1
TANC2	3.022802232414681e-4	0.9268380149599035	7	0	0.3629614339314433	1	1
MYO1C	2.3262058737654602e-7	0.0010171742850374488	9	1	-0.362857698152988	1	1
ZNF106	5.971863350032084e-16	3.5882014771206306e-6	6	2	0.3626722212171874	1	1
ALDOB	0.0012549752354293253	0.021185409212867164	6	1	0.36211468701329497	1	1
KCTD9	8.105440609096496e-8	0.0823487589653063	8	0	-0.361223163975008	1	1
PDCD11	0.0018907385595596632	0.21281510217967442	6	0	-0.3611161673259049	1	1
TM2D1	0.04501267537722548	1	9	0	-0.3610214435068747	1	1
INO80D	0.002097527106351856	1	6	0	-0.36011697257128883	1	1
SCFD1	0.016519159610266267	0.002878683387759652	10	1	-0.35978325110677567	1	1
SMC5	0.034938309959555935	1	8	0	-0.3597768343446718	1	1
AGAP1	5.956795151252733e-4	0.18679132383767572	6	0	-0.3593352755191629	1	1
APC	8.210572846208011e-4	0.002784881743279168	5	1	-0.35861357197828986	1	1
UBE3A	0.024828389400944968	0.034064942415734566	4	1	0.3572472494846448	1	1
PPP4R3A	5.042087200602624e-5	3.0595479049006893e-6	7	2	0.35684233116395214	1	1
SCRIB	0.046361988083622754	0.1713850490547665	4	0	0.3558622414418691	1	1
ACOT7	0.009019872247253027	1	5	0	0.35503333424470784	1	1
PLS3	3.4214914110484694e-7	1.692499207686478e-8	3	2	-0.35315277238192366	1	1
TRABD	4.405004283460174e-5	1	10	0	0.35229283439795456	1	1
RIOK3	1.403143927153453e-4	0.004334220537036175	8	1	0.3520091693521172	1	1
HPS3	0.01331407165838603	1	6	0	-0.3518173770930262	1	1
LOC113262216	0.033512100428909355	0.2618640680977051	8	0	0.3516485549651649	1	1
SULF1	0.04634980003649116	1	7	0	-0.3506677047106954	1	1
ZHX1	5.2882136214068406e-5	0.09768438679831798	5	0	-0.35049944594091814	1	1
CXXC1	0.0020480495323862975	0.30583133654490563	10	0	-0.35039324351412793	1	1
FOS	0.004161197234495297	0.645430792137587	5	0	0.3501221618340914	1	1
ACIN1	4.4197285033005385e-7	2.13369039595659e-7	10	1	-0.34953248268613285	1	1
MTSS1	6.32903079387823e-4	0.2680612387836124	10	0	0.34757362940223	1	1
CCM2	0.01702774741852601	1	4	0	-0.3467187795607501	1	1
PDGFRA	0.03043857729581496	0.13673150057584377	8	0	-0.34651149499139017	1	1
COL14A1	2.3262058737654602e-7	1.802774585057213e-4	10	2	-0.34629393749071413	1	1
ZMYND11	0.029960513937650177	1	9	0	0.34622382310051486	1	1
PQLC1	0.03675499170167584	1	6	0	-0.34600436034925336	1	1
FBXO7	0.005906037416454083	0.008311336695877374	5	1	0.3459963627842739	1	1
SORBS3	0.0462093195822476	1	12	0	-0.34565193185124254	1	1
ZNF211	0.04980794956206612	1	6	0	0.3454024953047107	1	1
SNAPC5	0.023844535813680318	0.010529933597351932	7	1	0.3452236570550744	1	1
APP	7.683695959454054e-5	0.0014831450503511245	7	1	0.345092563547277	1	1
DAB2	8.759821894034966e-6	0.03330448378228025	7	1	-0.34351844116317554	1	1
KLHL12	0.045719372295241166	0.21727052359267163	8	0	-0.3425217358220431	1	1
FEM1B	0.04226843050202249	0	2	2	-0.34115686057681605	1	1
RHOBTB1	2.5269465098225647e-10	0.4338606702071066	13	0	0.33997451917788835	1	1
SLC39A10	0.004376500666395211	0.03405799186296714	4	1	-0.3397741092249445	1	1
CALD1	0.02863113570933904	0.4767793742583874	10	0	-0.33934831243235836	1	1
LOC113246342	0.03983804077621823	1	7	0	-0.3383259346896683	1	1
CMC2	0.03762079452610392	0.17317576590658582	9	0	0.3380352462047712	1	1
ANK3	0.009850538590965442	0.1973503083653309	5	0	0.33803193768652473	1	1
GAPVD1	0.018656534136910062	0.03624478353410694	4	1	0.3376976342001484	1	1
PTGES3	0.04171519964362533	0.0029700883210752576	6	1	-0.33767103404070004	1	1
SPPL2A	0.027461929573770114	0.0035641693832327223	3	2	-0.3375777529094467	1	1
TACC2	3.62783166164345e-7	1.917469652021482e-4	12	2	-0.33648567405518176	1	1
FHOD3	0.027643629219048924	0.5787748711169547	9	0	-0.3359620139260406	1	1
SENP7	0.005308048014170078	7.151835718156966e-4	5	1	0.3355295005361161	1	1
TMEM168	0.005934629184252063	0.005946775727783045	6	1	-0.33452257718858736	1	1
SEC24B	0.02738108037146369	0.01842132437263937	8	1	0.3340267760507144	1	1
BECN1	0.003865911952770684	0.6196403768925297	10	0	-0.3317475008120335	1	1
MBNL2	0.0012061675708004694	0.7298575600537277	8	0	-0.3316743237308476	1	1
KAT6A	0.0017062566315230664	0.001577124329557895	5	1	0.3306752028071906	1	1
FAT4	0.01784254793790604	0.0018767330572621332	3	1	0.3303495286137148	1	1
ACSS2	0.0023433747010397706	0.029239689231821568	9	2	0.32986924909417553	1	1
TMCO3	9.256967738627307e-6	0.6381261308483168	13	0	-0.32977845966566144	1	1
MKRN1	0.010594874314087066	0	2	2	0.32974930654414236	1	1
TMEM230	0.04882586990670077	0.08384675292365291	3	0	-0.3286809787708831	1	1
PNP	0.023200997602526856	0.0036796486937390235	3	1	-0.3285126100015494	1	1
ACOX1	0.002130583823252793	0.0028616475267208936	7	1	-0.32838773483665273	1	1
LOC113248512	0.01542172791828557	0.3122058483736542	4	0	-0.32808713402779605	1	1
ZBTB20	0.010783339525516664	0.09882940697843183	10	0	0.3271227931111087	1	1
DYSF	0.004811249312367382	0.1662905028343956	12	0	-0.32703401987480374	1	1
NSMCE1	0.021837738218471833	0	2	2	-0.3270056582714139	1	1
RBFOX2	0.0036595463094380963	0.0763088862745469	9	0	-0.32646162998257366	1	1
ARSD	6.698085420125971e-4	0.08976650090815476	7	0	-0.32628422917913585	1	1
SELENOT	0.032910808513375925	0.0033118036535959077	5	1	-0.3260502022291196	1	1
CPEB2	0.00562388148401713	0.14831501309098577	7	0	-0.3259318111382043	1	1
FBXL4	0.02861362570168275	0.33647093111353166	8	0	-0.32579612634319244	1	1
UGGT1	6.693378476509256e-4	0.35927574601057455	6	0	0.325546892135153	1	1
LIMCH1	9.359232355453196e-6	0.0023067703344192814	8	1	-0.32484756941352155	1	1
COL12A1	2.71346797350079e-4	0.0678939639940202	5	0	0.3236885507912828	1	1
ELOVL5	6.693378476509256e-4	0.5435161849505619	13	0	-0.3229684133810061	1	1
IMMP1L	0.011396562300912632	1	9	0	-0.3226441018915901	1	1
UACA	0.005797822657624612	0.16704834423263185	9	0	-0.32245828493407974	1	1
KIT	0.048259070608099995	1	4	0	-0.3213620853313484	1	1
SFPQ	0.024926805716380146	0.003254917956572618	3	1	-0.32135076114775707	1	1
MAP3K3	0.030986235669586616	0.015506858824844384	3	1	0.3211112983377662	1	1
BNC2	2.383530563791484e-8	0.001429189032306003	4	1	0.32096770645794953	1	1
ODF2	0.0011433881702753157	1	9	0	0.32008578523327025	1	1
MED1	0.041495773066546164	0.4009319399310235	6	0	0.32003122585208876	1	1
MRAS	0.045007082287726666	1	9	0	-0.3196298962394538	1	1
MARCH8	0.025899667373798996	0.03880874936113341	8	1	0.3192589758559413	1	1
TBC1D8	0.0022611027058209764	0.3099804321289524	5	0	0.31886767874569	1	1
HNRNPF	0.03894329966465306	0.003716011455731915	8	1	0.318185200087007	1	1
TDP1	0.04833233590145611	0.2025565900254722	5	0	0.3170984446283587	1	1
DNAJC10	0.04132311235760186	1	9	0	0.31668842435652556	1	1
CLASP2	0.03150615534288308	1	11	0	-0.3166535609346388	1	1
ZFAND5	3.727000944087213e-4	2.0787587000554604e-4	5	2	-0.3156390329706701	1	1
NAPRT	0.0194999845532452	1	8	0	-0.31419748754775895	1	1
LIN54	9.760020361212616e-4	1	8	0	0.3141654121490513	1	1
GZF1	0.005229033682714234	1	4	0	0.31390013892338736	1	1
ADAM17	0.005952091752042064	1	6	0	-0.31322143081342646	1	1
METTL14	0.01784254793790604	0.013246295991467422	8	1	-0.3113939511177407	1	1
RINT1	0.013226573339416035	0.053855359739840986	7	0	-0.3110914760870857	1	1
MAT2B	3.1656178884523574e-6	0.00544917393505702	4	1	-0.3109137232540904	1	1
MYL6	0.005013149156782028	0	2	2	0.3108731500437196	1	1
IRAK4	2.0527902351816713e-5	0.006631046503575208	14	1	-0.3098487840769845	1	1
NBL1	0.04381411413311636	0	2	2	-0.3094564969395974	1	1
HSPA4	6.656688411713943e-9	4.142572757592929e-6	4	2	-0.3093863574858188	1	1
ELMO3	0.04302090934459502	0.37971713493775067	8	0	0.3091759000822065	1	1
SLC18B1	0.016191220406854206	0.349085912322574	14	0	0.3083332436075499	1	1
KLHL42	0.04171519964362533	1	3	0	-0.307299363432462	1	1
TMEM170A	0.04381411413311636	1	7	0	-0.3061227245907707	1	1
OPTN	0.012649375304039305	0.1274251704329969	5	0	0.3056785005103721	1	1
LOC113261234	0.03471822032468456	0.6888294757641433	6	0	0.3056210814711175	1	1
RCBTB2	0.0406065551729039	1	9	0	0.3052406163560913	1	1
ZC3H15	0.03514966093375232	0	2	2	-0.3046636052029674	1	1
RNF13	0.004041826117649205	0.05220929062079142	8	0	-0.30457552041201075	1	1
TNKS1BP1	0.008079920638669627	1	3	0	0.30388653124518433	1	1
TTPAL	0.02119318198491506	1	7	0	-0.3027365922794977	1	1
ZNF573	0.03487039344796952	0.08011635628064132	6	0	0.3026098243649491	1	1
BOC	0.025117030185224164	0.3135573904763119	6	0	0.3024254153645739	1	1
GAB1	0.04868511674371565	0.08562624971019078	5	0	-0.3019284586113693	1	1
MED15	0.02133763522231036	0.21522385193295823	8	0	-0.3018521663954659	1	1
ESCO1	6.698085420125971e-4	0.10138075654456231	10	0	0.3013546482163931	1	1
LMAN2L	0.04614913352204601	0.7471080686848802	8	0	0.30135461501776917	1	1
CCDC186	0.005522490968710124	0.003703188493677266	4	1	-0.3012118221461964	1	1
CDAN1	0.011052426754199283	1	7	0	-0.3011444398185914	1	1
CREM	0.037919502760778406	1	12	0	-0.29972896565205864	1	1
PPP2R5C	0.005297498157657759	0.47771973409246193	10	0	-0.29965354649028114	1	1
PLEKHA1	0.035542628549954644	0.1331577560193121	7	0	0.29901016336813	1	1
TRAPPC11	1.0381978564243725e-5	1	8	0	-0.29872806552462133	1	1
WDR48	0.03455331049482837	0	2	2	-0.29864348101516447	1	1
ESRP1	0.04360003487338409	0.20587077392927502	5	0	0.29776999891282613	1	1
MIA2	0.004383200323970536	0.18027443682800381	9	0	0.29721164527026833	1	1
VIRMA	2.9673373356588906e-4	1	10	0	-0.2967760484989819	1	1
RPRD2	0.0016290523772897554	0.6220403236436892	8	0	-0.2963415601913862	1	1
REPS1	6.405535487419277e-4	0.5853203798759039	5	0	-0.29409808915098395	1	1
ARHGEF10L	0.016308246335114577	0.07564765870463948	5	0	-0.29390802956601775	1	1
LOC113245319	0.005297498157657759	4.5120749766194927e-4	3	1	0.2932926065878102	1	1
KIDINS220	2.2474460565269372e-4	2.51425134282114e-6	7	1	-0.2929369710541774	1	1
LOC113249677	0.004804526087738166	0.7468414941433561	9	0	0.2927956146262003	1	1
GNB4	0.005952091752042064	0.005706315722617061	5	1	-0.2925808664196855	1	1
DPM1	0.001501853303148869	0.002265625049516769	3	2	0.29223935829878	1	1
RANBP3	4.478009504938288e-4	0.037908498165323934	13	1	-0.2922387303880065	1	1
LOC113248444	0.014335005967855242	0.2731615988433269	14	0	-0.2919602222547484	1	0.75
ARHGAP24	6.698085420125971e-4	0.04114345974255325	6	1	0.29068319711214013	1	1
RBMS1	0.03415513024357738	0.06363819922782124	10	0	0.29050873005377764	1	1
SEC31B	7.339366481271934e-4	1	11	0	-0.29004504986511576	1	1
ARHGAP18	0.001501853303148869	0.0028064056198671365	4	1	-0.2891388452895171	1	1
RBBP6	0.045007082287726666	0.009831874684307306	3	1	0.2890072338432228	1	1
POLDIP2	0.030986235669586616	0.28085955841059307	5	0	-0.28757529127691184	1	1
TRAF3IP1	0.004612047775289243	0.7633849984195054	8	0	-0.2875203528081799	1	1
TBL3	0.0026176130865065254	0.024506967240679862	10	1	-0.28727308406088525	1	1
FGFR1	3.534149815731845e-4	0.0683056492529209	8	0	0.2871593347138524	1	1
SPART	7.648327215774367e-4	1	11	0	-0.28708319044380165	1	1
SIN3A	0.02746903603713569	0.19947272413607883	6	0	0.28619342102880285	1	1
LOC113250780	0.020252654078018788	0.002676125180217612	3	1	0.286053554153164	1	1
MBTD1	0.003338213242801543	0.49839819709552946	7	0	-0.28603027667951775	1	1
LOC113248525	0.046349829782238595	0.9865231604433545	3	0	-0.2858700880030467	1	1
GFOD2	0.038035818524594096	1	7	0	-0.285189703015912	1	1
TBL1XR1	6.988621537387088e-4	0.24246597533498845	8	0	0.28453676396263405	1	1
GUF1	0.02119318198491506	0.10395012482565998	7	0	0.28403342451251123	1	1
DDX39B	0.036837087694537946	1	6	0	0.28355727710325873	1	1
TRAPPC13	8.892852406362478e-4	0.03544224198677612	4	1	0.28294548234604716	1	1
MYO6	0.0016290523772897554	1	10	0	0.28264564685580085	1	1
LOC113254434	0.0012944706599306104	0.11658585093426517	15	0	0.28252942296887523	1	1
CUNH1orf198	0.049323199568365846	0	2	2	0.2806725645986857	1	1
KCTD15	0.007703048755986831	1	4	0	0.2791875675203685	1	1
TGDS	0.003338213242801543	1	11	0	-0.2791283433408624	1	1
SNU13	0.011620969976514855	0.04075597230192857	3	1	-0.2790584078613584	1	1
ACAD8	9.228736478425961e-4	0.08269160443805762	6	0	-0.2769412171185874	1	1
TOGARAM1	0.002575841922509493	3.803287619229819e-4	4	1	-0.27674542396278423	1	1
CDH5	0.008307461315684337	1	10	0	0.27605173550671	1	1
PCBP2	5.335694911847329e-8	0.1556038624044178	9	0	0.2756521757194337	1	1
CEP57L1	0.02352108034895732	1	9	0	-0.27523060317234277	1	1
DCXR	0.04920509750677087	0.00544136615362957	4	2	-0.2752250417429451	1	1
HAUS5	0.02738108037146369	1	13	0	-0.2741922170132478	1	1
BLOC1S1	0.01784254793790604	0	2	2	-0.27412104324637776	1	1
ZNF207	0.009207268229007337	0.14905801907168645	5	0	0.27385531865974494	1	1
NFIB	0.009039777112078973	8.611966707015397e-4	7	1	-0.27377031685748277	1	1
ACAA2	2.6636612958835748e-5	2.9529045640270633e-6	4	2	-0.2736691853559191	1	1
RUSC2	0.006537641051700391	1	16	0	-0.2726171838025389	1	1
AP2M1	0.010542588494339688	0	2	2	-0.27197502835879006	1	1
ADCK2	0.036121958120001935	1	10	0	-0.27163946132667993	1	1
CUNH3orf67	0.029960513937650177	1	9	0	-0.27144348666057827	1	1
CTNNAL1	0.012655931617607362	0.10647655273322394	5	0	-0.271403854658259	1	1
MECR	0.014178942776339075	0.01962571289269694	4	1	-0.27131006368751504	1	1
ARAP1	0.012345330092616527	0.3187204902795874	4	0	-0.26990997005668577	1	1
SAFB	0.008271517320600335	0.08926356868827245	9	0	-0.2687366227616984	1	1
SLMAP	0.014178942776339075	0.4596726230843998	8	0	0.26847122471907614	1	1
BIN1	0.0012373213508776084	0.02291056896694827	12	1	-0.2679562602289396	1	1
FBXW2	0.014118497059424908	1	6	0	-0.26776313712831457	1	1
SYNPO2	0.04372733342867531	1	6	0	0.2677490235229056	1	1
CFI	0.010376663642718532	1	11	0	-0.2676105410444272	1	1
ADAM10	0.0266967169437443	0.064735001431334	8	0	0.2669448347726517	1	1
AFDN	1.6220393192175817e-7	0.0406409648129753	8	1	-0.2666784240945013	1	1
RNF40	0.014953325348510536	1	5	0	-0.2664669380795625	1	1
LOC113258542	3.0239783015186775e-4	0.43252837592348503	12	0	0.2663616688495868	1	1
CDK20	0.001956037935015125	0.008468546844543156	7	1	-0.26625009086891804	1	1
CHTF8	0.001501853303148869	0.0613808019530672	7	0	-0.26613450357747354	1	1
MRPL47	0.010783339525516664	1	4	0	0.2661318390830891	1	1
CEP63	0.011064944940754327	1	10	0	-0.26569563761099213	1	1
FMO2	0.011949681301619237	0.6411921600714369	7	0	0.2654440641903145	1	1
RAB43	0.03869833169369503	1	3	0	0.26291419939418026	1	1
TTC3	0.0026161915924339564	4.6010008133987534e-4	8	1	-0.26225442533293475	1	1
EOGT	0.014822385550130638	1	4	0	-0.2616297471467985	1	1
TEX10	0.0076160594815953934	0.5852906244443982	7	0	0.2610495164184209	1	1
COL3A1	0.01784254793790604	1	6	0	-0.26088954488329963	1	1
GTF2I	0.0038980440147763683	1	12	0	0.25934724035209183	1	1
RNF111	0.02119318198491506	1	8	0	0.2592602193409564	1	1
TNS3	0.025757285529840582	0.22104202511667814	9	0	-0.2586606091923344	1	1
PI4KB	2.801559098614865e-4	0.5148431972821502	12	0	-0.2585432803241227	1	1
ABCE1	0.04072939392786157	1	6	0	-0.2574868279591237	1	1
USP32	0.03141497664886197	0.006093879342385971	3	1	-0.25739075773347475	1	1
HADHA	0.04844416811065279	0.1758062882187461	8	0	0.25729930138883095	1	1
CTNNB1	0.011170018476978997	0.06402087421804907	6	0	-0.2567293074360771	1	1
FBXO38	0.013628353364442762	0.11102642595423644	9	0	0.2559131413855662	1	1
INTS6	0.006591719575930529	0.06044328248567874	4	0	0.25492806588699035	1	1
ARHGEF7	0.005952091752042064	0.2501787168372937	13	0	-0.2537077659962815	1	1
EHHADH	0.00698315762948073	1	12	0	-0.25307211022922815	1	1
PPP1R12B	0.04138440523142564	0.7566486612816752	6	0	0.2522596689749921	1	1
DDX17	0.001886508122466659	2.2906892340597353e-4	3	1	-0.2520128044687493	1	1
LOC113246847	0.02746903603713569	1	11	0	-0.25135438788529224	1	1
CHD1L	0.01616241530765589	1	9	0	-0.25085594933193595	1	1
GPR180	7.932694853371657e-4	1	8	0	-0.2507648905844905	1	1
HSPA9	1.9741220861715304e-4	0.008751786363469039	4	1	-0.25014364947320666	1	1
HERC3	3.083014285212013e-4	0.5860626366177697	15	0	0.2498840467344881	1	1
MIA3	2.517271302476782e-6	0.6305313896164725	11	0	0.2497293475090155	1	1
GEMIN5	0.042925363461314744	1	4	0	-0.24954055728133603	1	1
ACSL4	2.2356840411560282e-4	0.006261300994856966	8	2	0.24916913744155966	1	1
DGKQ	0.032798388649017914	1	6	0	-0.24831269544415197	1	1
RABGAP1	0.010984073079702906	0.012666813361147977	5	1	-0.24705272421974556	1	1
SPTAN1	0.02180345721237443	0.1755403999695537	8	0	-0.24671508655644508	1	1
ABCA9	0.02595985103830372	1	9	0	0.24660291724030983	1	1
PKP4	0.003392527901831354	0.003232012753998201	7	1	0.24637848688644012	1	1
ATP2C1	0.0017340742162936604	1	10	0	0.24582801678267782	1	1
ATP2B1	0.03409814598678483	1	6	0	0.24575615167857245	1	1
S100PBP	0.016881134150262312	0.07544641545621107	13	0	-0.2453830392287409	1	1
WDR91	4.2187687850428615e-4	1	8	0	0.24506895187516864	1	1
GTF3C6	0.014842277201372343	0.034063438142284075	4	1	0.24488368172314348	1	1
ABCF1	0.01616241530765589	1	13	0	-0.24460821337195407	1	1
POFUT1	0.042925363461314744	1	3	0	-0.24459113273614067	1	1
ELF1	0.0011433881702753157	1	6	0	-0.24399411744909594	1	1
GTF2H1	0.03670961487834138	1	13	0	0.24165786601791922	1	1
SENP2	0.012655931617607362	1	11	0	0.2414958353681383	1	1
CYLD	0.008854256145031606	0.38617178723762696	9	0	-0.24138961235902873	1	1
BTBD1	0.04868575463430214	1	4	0	-0.24109227207958256	1	1
LOC113269674	0.011908554395783992	1	7	0	-0.2398760045327185	1	1
PNPLA6	0.010341215573195962	1	12	0	0.23900369845825176	1	1
GRAMD2B	0.015677707991631033	0.041764105903483555	4	1	-0.2380299854108732	1	1
ZFX	0.04622846241727148	0.3335741210447527	4	0	0.23786730611101273	1	1
RAD21	0.027572181570874415	0.009540525388863231	7	1	0.23777989691061643	1	1
LTBP1	0.0031338138996969632	0.0032698828980863483	8	1	-0.237695841069241	1	1
MYNN	0.005667829648368213	1	6	0	-0.23716999247021583	1	1
RAPGEF2	0.007142106280875932	0.0035758467744999916	7	1	0.23661028740745835	1	1
LOC113248431	6.693378476509256e-4	0.014633259541891751	12	1	-0.23574094302856655	1	1
YTHDC1	0.0011078337157307363	0.3730663535831211	6	0	0.23569271044372347	1	1
SETD2	0.04226843050202249	0.009281541050882565	5	1	-0.23565975083706125	1	1
LOC113249140	0.021095936469707838	0.004349940730823471	5	1	-0.2350794208266853	1	1
MBNL1	2.6305650585770675e-4	6.309324103744563e-4	10	1	-0.23422911929202408	1	1
SREK1	0.02103325715930692	1	9	0	0.23394535396396746	1	1
SMU1	0.02863113570933904	0.011268926275091884	4	1	0.23298113859876557	1	1
BROX	6.604313435619089e-5	0.41601452734624916	8	0	0.2327176422462512	1	1
SLC33A1	0.006280885806088784	1	6	0	-0.23141600968707943	1	1
DDX6	1.1130352227075144e-4	5.009627524384381e-6	5	1	-0.23086572708004308	1	1
ATF2	0.002815082657482076	0.6922988551885032	9	0	-0.23017928197373672	1	1
SLC10A6	0.03489016637938761	1	6	0	-0.22957143740960462	1	1
TSC2	6.359626976473066e-5	1	9	0	0.22895777409825027	1	1
ZNF664	0.010344243747812001	0.05663200848199881	6	0	0.2281541227535859	1	1
ZMYM2	0.024940027191992717	0.09037909834086691	11	0	-0.22755217934281935	1	1
CDC27	0.04844416811065279	1	11	0	-0.22658347116517974	1	1
BBIP1	0.003939635867165267	1	7	0	-0.22640089892603474	1	1
CLPTM1L	7.408421779355189e-4	1.7795188034715333e-5	5	1	-0.22618057229110503	1	1
VSIG10	0.045990043995279305	1	7	0	-0.22601285282897182	1	1
DYNC1I2	0.02308224344117902	1	6	0	-0.22588287960377693	1	1
ADIPOR2	0.03471822032468456	1	9	0	0.2257442622096999	1	1
GATD3A	0.04844416811065279	0.013996749901683345	3	1	-0.22508774708565726	1	1
HNRNPH3	7.162726218348041e-5	1	11	0	0.225075441787894	1	1
CD47	0.0011433881702753157	0.0010716942478257367	7	2	-0.22468635429173733	1	1
PPP6R3	2.7402624585348267e-5	1	17	0	-0.2241740267636412	1	1
NSMAF	0.02863113570933904	1	10	0	-0.2239283518370551	1	1
FZD6	0.042875002363654484	0.010458168719763374	3	1	-0.22205568253314495	1	1
NKAPD1	0.03489016637938761	0.38610464034619024	5	0	-0.222036353542789	1	1
PEX3	0.014842277201372343	1	5	0	-0.2217091635150202	1	1
EMP1	1.6199865942148525e-6	5.264369389667185e-8	3	2	0.22097235886904654	1	1
NCOR1	0.002795732749775993	0.024410342410554575	9	1	-0.22031194262741194	1	1
CNOT4	0.042925363461314744	0.9960294412550833	14	0	0.22029645068606535	1	1
STAT1	0.0030600661376574078	1	6	0	-0.22017887100344918	1	1
SDCBP	6.620696158412834e-4	8.377136270485318e-5	5	1	0.2194552880401417	1	1
TM7SF3	0.023285885189293466	1	10	0	0.21886358648337223	1	1
LRRC61	0.0029807103295660387	0.009857555178934451	5	1	0.21775229398502716	1	1
RDH10	0.03737894819601805	1	3	0	0.21724542790796975	1	1
ERBB2	0.03275355387023077	0.01340197874454131	6	1	0.21691882618333624	1	1
TAB1	0.0058081311542593946	1	4	0	0.21588398890100896	1	1
WIPF1	0.04388112036970561	0.4503685572460969	5	0	0.215777700792575	1	1
LOC113246573	0.0011765003441873232	1	13	0	0.21366235025678454	1	1
B3GALNT1	0.045805112546824525	1	15	0	-0.2132905598111868	1	1
SRI	0.049323199568365846	0.03499740779188161	3	1	0.21291700695366908	1	1
LOC113246855	0.03581843044134293	0.23604353318692062	6	0	0.21290380680613746	1	1
LOC113262695	0.008603738597207387	0.048522987749392274	9	1	0.21281386957711654	1	1
PPIP5K2	1.1705874907600463e-6	0.014601551868472918	12	1	-0.21243894671145128	1	1
ECM2	0.015050804948476016	1	7	0	-0.2114330637108619	1	1
AXL	0.046361988083622754	0.1569457804376487	4	0	-0.21066330841352357	1	1
TPP2	0.011810763251465423	0.011044964554752892	9	1	-0.20996525045541503	1	1
NCOA4	0.0023280816318678485	1.6762557751628904e-4	5	1	-0.20911568041011175	1	1
CCNL1	0.04231337719889682	1	18	0	0.2089602983525214	1	1
PTCD3	0.014595620992610405	1	12	0	0.20884145484560207	1	1
PTPN13	0.04882586990670077	0.5204917532468605	12	0	0.20873835321192266	1	1
DNAJC9_MRPS16	0.01108331849784197	1	5	0	0.20853846322582925	1	1
GNG12	5.603939923875399e-4	4.113536283874992e-4	6	1	-0.20809001887831274	1	1
CELF2	0.0036028360953950828	1	11	0	0.2080024746674503	1	1
MARCH6	0.0048940719783198165	0.002691392588021102	5	1	-0.20799188979151784	1	1
OAZ1	0.004311238243086602	0.0010991975883267498	3	1	0.20770440826925357	1	1
TRIP12	0.0181146315148282	1	8	0	-0.20767994610881846	1	1
OSBPL8	1.2030821707532578e-11	0.1516097462347136	10	0	-0.2073944827599859	1	1
SYTL2	0.014528188392122828	1	9	0	0.2066711718410122	1	1
MAP4	0.003939635867165267	0.08803165132117531	12	0	0.20657757523179512	1	1
METTL3	0.013102700232366026	1	14	0	0.2058414027338509	1	1
CNOT2	2.2192925912522358e-4	0.12161123086170349	12	0	0.20504125570523482	1	1
COMTD1	0.027490704032847892	0.9623503462151135	6	0	0.20488944358475278	1	1
NCL	0.007654504050610325	0.1599127070132495	5	0	0.2044792119161728	1	1
DDX52	0.037301198223107096	1	7	0	-0.20414858316251874	1	1
THOC1	0.03292143256337663	1	9	0	0.20389149113844302	1	1
ACSL1	0.024828389400944968	1	11	0	0.2038800544237947	1	1
EIF4G1	0.007454171774779534	1	14	0	-0.2037100621102277	1	1
CRAT	0.04920509750677087	1	4	0	0.20322199929599838	1	1
CAMSAP2	0.03460218477953205	0.005046644406305279	4	1	0.20180451333995097	1	1
CEPT1	0.03630914999028886	1	13	0	0.201740164303296	1	1
TMPO	0.002141081753269039	0.2697401103575891	4	0	-0.2016082411201843	1	1
SMAD4	0.008854256145031606	1	7	0	-0.200426996180751	1	1
NBN	0.041729568058021645	1	10	0	-0.19979476485560127	1	1
ARHGEF12	0.004464917314871596	0.0038821466308570788	4	1	0.19836671964481933	1	1
EIF5	0.033512100428909355	1	8	0	-0.19810972736464794	1	1
IPO7	2.077190266886038e-4	0.0046535119433595675	7	1	-0.19684637405182823	1	1
YPEL2	0.04121358409253206	1	5	0	0.1963635412813668	1	1
VNN1	0.001501853303148869	0.04808588867449879	8	1	-0.19551209290322694	1	1
ALKBH5	0.03471822032468456	0.007603752832720674	3	1	-0.19537219301404224	1	1
IPO5	0.008317134916394835	1	8	0	-0.19368826714543896	1	1
LOC113250851	1.1134113708749143e-4	1	9	0	-0.19334920469373076	1	1
MTMR3	0.016939077826992166	0.12595973951134629	12	0	-0.1930956715083881	1	1
XPO1	0.045007082287726666	0.07547479873216081	8	0	-0.19101180409278717	1	1
BAG6	0.006747270101173382	0.24313519953274193	13	0	-0.19049488309284457	1	1
LOC113243734	0.009449826097833448	1	14	0	0.18881104791117986	1	1
COQ2	0.04798445113456102	1	4	0	-0.1887010133498328	1	1
PLEKHA7	3.534149815731845e-4	0.20369271868508426	6	0	0.18862580474117088	1	1
DMTF1	0.020021228970941336	1	12	0	-0.1881010975144811	1	1
BAZ2B	0.036297999738042715	0.3767534079060525	18	0	0.1878339347073379	1	1
TMEM9B	0.0266967169437443	1	3	0	-0.18741073536862723	1	1
MAGED2	0.045805112546824525	1	5	0	-0.18732927950542685	1	1
