gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Skin-Lung)	pct_gene_expr	max_pct_tx_expr
ACO2	0.022637383663598656	0.5310062145043726	8	0	-0.36943283008505157	1	1
ZNF326	6.08131158622738e-7	1.9309129563109187e-4	8	2	0.36903352053127564	1	1
AP5M1	0.04504225011748169	0.15016226287751402	6	0	-0.36894890035630173	1	1
MAP3K3	3.553308908041514e-6	1.3943921868702051e-7	3	2	-0.3688064282304469	1	1
SORBS3	1.4998977085451838e-4	0.00248569222506613	13	1	-0.3670267549034396	1	1
CPSF4	0.02552399685398236	0.2786934111004574	4	0	-0.36690001692450935	1	1
CNTRL	0.04302375270489019	1	9	0	0.36608462012284815	1	1
TPM1	1.3961545244615609e-10	1.0514202577464659e-11	6	2	-0.36534247935232256	1	1
MRAS	0.03465985765133939	1	8	0	-0.36507430831381094	1	1
ITGB6	1.1757433981835426e-5	0.003405180323202331	6	2	-0.36494658441899275	1	1
KIF1B	4.052722603014653e-20	1.0667891837841503e-23	4	2	-0.3647967574660391	1	1
TMEM170A	7.777259937017881e-5	0.360090132322039	8	0	0.36230363736773474	1	1
CFB	0.011105241193849818	1	11	0	-0.36115791069953185	1	0.8333333333333334
CHFR	0.006293672185774404	0.015661212569330892	8	1	0.36031471407966653	1	1
IL13RA1	0.004236345946874859	0.006516078798720148	7	1	0.35997309970308483	1	1
NSRP1	0.0442261846232292	0.0010659072043708434	5	1	0.3596899810030121	1	1
ICA1	0.0012077864125690848	0.1569160435796074	11	0	0.35843882648783365	1	0.8333333333333334
OPLAH	0.010338677548284509	1	5	0	0.35829535732244905	1	1
SRA1	0.033477297865835164	0.006663178319122336	3	1	-0.3581245655128936	1	1
UACA	3.513817830841498e-5	0.016554708549095395	10	1	-0.3562794907810143	1	1
ZNF654	0.0030790928411015108	4.166491057869284e-4	7	2	0.3562340731747468	1	1
PDGFC	0.035984270758418084	0.5914564696788952	3	0	-0.3556038807877485	1	1
C5	0.004244874768078332	0.008526260442776129	7	1	0.35512706144934497	1	1
LOC113241339	0.027754868827965254	1	6	0	-0.35381799454750595	1	0.8333333333333334
ELMO1	1.8893626255273507e-4	1	9	0	-0.3537751996413968	1	1
MARVELD2	0.033832423304600526	0.137224094500281	7	0	0.3529045723544012	1	1
SLC18B1	2.813385893028612e-6	1	17	0	-0.3525582996435597	1	1
MYO9B	0.02994941427596064	0.08139963406972457	6	0	-0.35157011907767055	1	1
HDAC7	2.76178548768018e-4	0.0014244275555745738	6	1	0.35114181919527854	1	1
UTP20	5.964795057826602e-4	2.4469858088247256e-5	3	2	0.3510365867466434	1	1
PHACTR2	0.0018302503259925921	0.20394404803996272	5	0	0.3506865618562267	1	1
POMP	0.031247028022541784	0.015349195883237353	5	1	-0.34958033472113725	1	1
LAMA4	4.8459179445155795e-8	0.020544005214714372	11	2	0.34864881047280083	1	1
CFI	0.0018312822515836027	1	11	0	-0.3485588485375655	1	1
FBXO6	0.007801021515897609	1	7	0	0.3476685845265025	1	1
MTMR14	0.017601691124310266	0.013881590881728065	7	1	-0.34736993892288853	1	1
QKI	8.084630387280056e-7	2.0004486999120547e-6	6	2	0.34732907180746975	1	1
CELF1	5.932718079506414e-4	0.8299760599277489	11	0	-0.34717500571357734	1	1
HSD17B11	0.0036886494212810387	1.9930266876030516e-4	3	1	-0.34704266314398374	1	1
PPIP5K2	1.2110422404766516e-4	0.010772529042011052	14	1	-0.3458746246267871	1	1
LOC113245166	0.04690249451233037	1	5	0	0.3451797459108636	1	1
TMEM260	0.006296311109422966	0.005532940026012481	6	1	-0.3438388654579289	1	1
RCSD1	0.027754868827965254	1	4	0	0.34363444399846776	1	1
FNIP1	6.1001821583573744e-5	3.8855094842271405e-4	4	2	-0.34330769678698214	1	1
KIT	0.001645271988255778	0.8686384166411645	4	0	-0.3431522864576133	1	1
GTPBP8	0.02146728148589958	0.01401766886706018	8	1	0.342688208472169	1	1
RBKS	0.02924838374318196	1	9	0	-0.34240809671865635	1	1
GTF3C3	0.04059040226886071	0.012562476454620677	4	1	-0.34220754865808756	1	1
LOC113254434	2.0894796103654767e-4	1.9432338461812382e-4	15	1	0.3419715075553367	1	1
DNAJC10	0.0019662259133006827	1	10	0	0.341295727080299	1	1
NUP93	0.004785487332041765	1	7	0	-0.3405963457914285	1	1
B3GNT2	0.02666161091519383	0.22768221790700743	5	0	0.3388517210730766	1	1
FOS	6.036479951860779e-5	0.028462817290144476	4	1	0.33881909757539874	1	1
ADSS	1.1429698581785492e-7	1.3989405548494697e-8	3	2	-0.3387289499008426	1	1
MEF2C	0.004739648223948649	0.002736470766565641	14	1	-0.3381122288438379	1	1
XPO1	0.009672772183613844	0.016485678807255134	9	1	0.3370304144844357	1	1
ELOVL5	6.533511040543244e-4	0.29719025065190796	15	0	-0.33673318430180743	1	1
CBLB	0.0016657708204650143	0.34805505253468044	7	0	0.3361051077909826	1	1
GUF1	0.04466585503056938	0.030431015254039535	7	1	-0.3359712459056777	1	1
PLEKHA5	0.04983431223239587	0.020282469658631515	8	1	-0.3354566845491511	1	1
PLA2G6	0.03095295233885388	1	9	0	-0.33526616201524345	1	0.6666666666666666
ETFDH	0.047149209383507966	1	12	0	0.33523888320838335	1	0.8333333333333334
TOPBP1	0.003298029650629955	5.727493541657768e-4	8	1	-0.3351414550897748	1	1
TLE2	0.030791382131377047	1	6	0	-0.33403526136164047	1	1
CGGBP1	0.013628008876178785	0	2	2	0.3335927446087399	1	1
MPV17	0.027184779618436353	1	13	0	-0.33340854681603493	1	0.6666666666666666
LRIG3	0.01678857030881961	0.0857582623658872	3	0	-0.33227071247127316	1	1
FOCAD	0.030989262293844022	0	2	2	-0.33161239888021665	1	1
THBS3	0.0012755412481801592	1	15	0	-0.33130294335276284	1	0.8333333333333334
PCSK6	6.533511040543244e-4	0.005396086622806687	3	2	-0.3311639025065258	1	1
ACOX1	0.0011674849759982938	7.917462156018303e-5	8	1	-0.33014630010686885	1	1
SEC24B	0.032284943476436435	0.09845307621198873	10	0	0.3298061446629239	1	1
DESI2	0.04534972253194928	0.019219167090063886	3	1	0.32953369267841437	1	1
RUFY4	0.016559256756524855	1	14	0	0.32937434292282286	1	0.6666666666666666
LOC113261110_TMEM30A	0.005033294677326517	0	2	2	-0.32840908419402215	1	1
ZMPSTE24	0.026157601417771525	1	4	0	-0.32826978256816464	1	1
NFIB	0.007258487759256093	0.0069877691099823214	7	1	-0.32784389211725073	1	1
LMO7	1.3666228648485536e-9	3.1993814871565065e-5	7	1	0.32714943509156885	1	1
BHLHE40	5.214525661642605e-4	1.009509880227412e-4	5	1	0.3264973906090045	1	1
DDR2	2.77374522193187e-4	2.7852880667899666e-4	4	1	0.32531218202912043	1	1
UBP1	0.024884974507779246	0.011293239325546359	4	1	0.32473613043024196	1	1
PSMD14	0.03358261902281345	1	4	0	-0.32467925534976644	1	1
ATP6V0D1	0.005716558123083149	3.8907830430928204e-4	3	1	-0.324662118518413	1	1
ZDHHC1	0.03864861808498879	0.017661456842549123	10	1	-0.3237229095238566	1	1
LOC113242773	0.019001771326979215	0.5572792248054456	7	0	-0.32313199272608223	1	1
STK24	6.24158199290062e-4	0	2	2	-0.32197071579736314	1	1
PTPRA	0.006057240763729531	0.008777481185031315	5	1	-0.3207303692249725	1	1
DPAGT1	0.0474535782636526	0.9189808147206083	9	0	-0.3195594766554914	1	1
ALS2	0.04311037812355343	1	15	0	-0.31811720091435625	1	1
IL33	7.777259937017881e-5	4.5883102343366005e-4	6	2	-0.31787560826794004	1	1
GPBP1L1	6.830103100101194e-4	5.475824829697929e-4	10	1	0.31760698820725397	1	1
TNS1	4.864149558796907e-4	2.6384183724002374e-4	11	1	-0.3160687298948695	1	1
TBC1D5	0.0425544781672134	0.06696191353887833	5	0	-0.31587998092344705	1	1
INPP4A	0.020280780132894822	0.05040432592082899	4	0	-0.31559161636853916	1	1
RNF40	0.020205645002900112	1	6	0	-0.3147448301708684	1	1
COBL	0.029782136257668436	0.6729571805650684	6	0	0.3146942000824918	1	1
VMP1	2.6759464925738883e-6	3.2078313327611616e-4	6	1	0.31449495548768935	1	1
PXN	0.02732870841371678	1	12	0	-0.31433411174569237	1	1
IL11RA	1.936998039759459e-6	0.21401028436560904	12	0	-0.3142994188198377	1	0.8333333333333334
NUP88	0.0065772004718538625	0.02077721508675733	7	1	-0.314217850836498	1	1
FPGT	0.001260729807608653	0.07100664491751969	5	0	0.3139400670050479	1	1
RPRD2	0.003342327166555636	0.05423149447407243	7	0	-0.31383472294004366	1	1
FLRT3	0.0011783620131182793	4.6946110311554476e-4	3	2	-0.31342204456998807	1	1
FMNL3	0.003228525303905187	0.011121303188567529	6	1	-0.31290171549698487	1	1
PPP1R12B	0.02873529006023507	1	6	0	-0.31287894649151166	1	1
SPAG1	4.00076103360733e-5	0.13502805155795639	5	0	0.31255763781070345	1	1
RBM33	0.025792828480107582	0.8547825189767834	8	0	0.3124144582161327	1	1
PTGES3	0.017821464626425695	0.004233937010763804	7	1	0.3121297673600256	1	1
RAB7A	0.0041734634591066005	0	2	2	-0.3120880474075206	1	1
RBM23	0.028055845117580903	1	8	0	-0.31167709366877894	1	1
TRPM3	0.004249772625359937	0.013374015694687127	4	1	-0.31152052696693855	1	1
TDO2	0.03010157262979672	1	10	0	0.311428090966525	1	0.6666666666666666
RAI14	0.02873529006023507	1	11	0	0.3113915919342599	1	1
CHST10	0.0312398782719155	0.7942414656405226	6	0	-0.3111990629541211	1	1
MYO1C	0.009139491827992506	0.05528198423327916	8	0	-0.3096786665921054	1	1
GAA	0.004587657365796654	0.9223416335867936	11	0	-0.3093793657186575	1	1
SLK	8.543743585779008e-6	1.0474374714579845e-5	3	2	0.30911805109641227	1	1
LOC113262286	1.7495869558616008e-6	0.0206428164059824	14	2	0.309109489652836	1	1
LOC113246844	0.00474535474316804	0	2	2	0.3090467787233938	1	1
NCAPH	0.02902291925648403	0.11293948291684197	5	0	-0.30897633448732065	1	1
CD99	1.1294703442928944e-8	1.04771453851198e-6	4	2	0.30874834286261477	1	1
RARG	0.009624013293688746	0.15737099506418578	7	0	0.3084827330572706	1	1
CUNH15orf62	0.01698372002211669	0	2	2	-0.30834264564594616	1	1
LOC113262216	3.153587809355683e-4	0.0035716959421189898	7	1	-0.30787048451485544	1	1
VPS35	0.03842916575599761	0.15334225677066468	5	0	-0.30738246773081535	1	1
RAB6A	1.6898771986316384e-5	0	2	2	0.3049532969604257	1	1
STK40	0.02994941427596064	0.01113323787150054	3	1	-0.30372029727837246	1	1
CTNNAL1	0.0019359385106230752	0.0020793172528456006	5	1	-0.30167407049076345	1	1
POSTN	6.1001821583573744e-5	4.124420633393449e-5	9	1	-0.3015074536134399	1	1
ZNF529	0.010553359074456514	0.38394044836387975	8	0	0.3012579768334549	1	1
CDH5	3.58263204296657e-8	7.298252183205367e-4	9	1	0.301138197325936	1	1
ST6GAL1	0.028951447248285803	0.447838598611343	6	0	0.3011003512334255	1	1
DCUN1D4	0.03996999938610498	1	9	0	-0.3006457442612154	1	1
ASPRV1	4.498306930210463e-7	1	17	0	-0.300219531134714	1	1
DIP2C	0.003352122256323982	0.02073731946645244	4	1	-0.29996133674412995	1	1
IRF9_REC8	1.3478694785146222e-5	0.004147539467773477	10	1	0.2993340334184292	1	1
KAT6A	0.0018302503259925921	0.005378254557305308	6	2	0.2991036007503327	1	1
OSTC	0.009139491827992506	0.09412075406314395	4	0	-0.2981831419037665	1	1
ADAM10	5.328931042565763e-4	0.001070885036123408	7	2	0.29774580147248547	1	1
ZHX1	8.220441324951596e-7	0.3181093927924336	5	0	-0.29607132412101417	1	1
SLTM	0.012926196302905035	3.602246344156349e-4	5	1	0.29562136971558817	1	1
ABI1	1.7603422767205492e-7	0.0022131838296287946	7	2	0.2954623754332087	1	1
PDCL3	0.030479223229949764	0.003766276568806979	4	1	-0.2952525411379854	1	1
PRDM5	0.0474424191684389	0.018686073775499423	3	1	-0.2950203054695485	1	1
PPFIA1	0.00411469921591037	0	2	2	-0.2946863513810667	1	1
RABGGTB	0.003275790983100124	1.4801208149168798e-4	7	1	0.29454528591307066	1	1
ZBTB16	0.0073268964880544045	0.002362012955933202	3	1	0.2940918153836818	1	1
NQO1	0.04618019883587419	0.012806394592184323	5	2	0.2938182386297924	1	1
FEM1B	0.03325476946586865	0	2	2	0.29288679487396574	1	1
ATP9A	5.287141625710176e-4	3.835292947239535e-5	3	2	-0.29276878187420796	1	1
LAS1L	1.1228848000208056e-5	0.01991097466431247	15	1	0.2925339372451353	1	1
PHYHD1	0.014926870732643286	0.040297321308488274	8	1	-0.2917141459912095	1	1
PRXL2A	0.046048978585349745	1	8	0	0.29161577503880287	1	0.8333333333333334
DDX6	4.6797082341231843e-7	3.6025294430573555e-09	5	1	-0.2914566089019559	1	1
NIPBL	0.017387905565921173	0.03949871082321732	7	1	0.29137367736549324	1	1
LIFR	2.779617595340563e-7	0.0010099117171083693	4	2	0.2913418014580348	1	1
LOC113264906	0.011821476691757725	1	6	0	0.29101258907901384	1	1
TBC1D8	0.02981262866764273	0.06822536915027001	5	0	0.2901660212527865	1	1
MBD4	0.040673291132134075	0.14088663894003475	9	0	-0.28921121532650573	1	1
FNBP1	6.654553613322751e-4	0.0447241724205867	9	1	-0.2888481831791488	1	1
UGGT1	0.006919255831345138	0.8008889463443432	6	0	0.28840102121720146	1	1
WDR48	0.026919693607016213	0.0035144387993177894	3	1	0.2882677930417379	1	1
MYO9A	2.043666970519646e-5	0.0693189737614854	7	0	0.2874188662834225	1	1
SEPT10	0.022159421618408368	0.0447197964597584	6	1	0.28661030194353315	1	1
FMO2	0.0021780369888891467	0.04108645373099479	7	1	0.2865813957420221	1	1
MFSD8	0.03864861808498879	1	11	0	-0.28627274243506806	1	1
FAM83H	0.020339607163579784	0	2	2	0.28603411613775287	1	1
LAMB3	0.030754368417176988	0.08799382997351941	6	0	0.2838007001290148	1	1
CREB1	2.1986340988418527e-5	2.9144765637717827e-4	5	1	-0.28376172894390145	1	1
EIF2B1	0.027916146431683508	0.00698761585173411	5	1	0.28340830540418294	1	1
ABI3BP	0.019022733188590265	1	11	0	-0.2833392431622422	1	1
MYH11	0.02272585182458627	0.266058774208838	7	0	0.28312747965968904	1	1
BLOC1S1	7.799791046796046e-4	0	2	2	-0.2823436328846255	1	1
LOC113270362_NUMB	5.754622180297431e-5	0.0017311570678416905	19	1	-0.2816068985738893	1	1
RAPGEF3	8.284617347229639e-6	0.021304160442980988	14	1	-0.28144541442692844	1	1
ZNF175	0.017772104533186398	1	11	0	0.2813568894302214	1	1
DPM1	0.0013393763843804567	0.005344610174057313	3	2	0.2813554203583826	1	1
ARAP1	0.001314130443286446	2.7044609760556434e-4	4	1	-0.280923856634026	1	1
TMEM225B	0.0011341985432737724	0.3759096629246742	13	0	0.2805506244707166	1	1
NSMCE1	0.03931676991238115	0	2	2	0.28012138645128154	1	1
ATL2	0.006402940108277795	0.06781741999365129	8	0	0.28000895106778045	1	1
FNBP4	0.005740986262195611	0.019874389495810805	8	1	0.27936713395665724	1	1
CD44	1.0755524394302456e-6	7.694887417424358e-5	8	1	-0.2792724967558825	1	1
CLK4	0.021462958604266183	0.2830117035594618	16	0	-0.27884318465195435	1	1
RIMKLB_LOC113257924	0.012154917307302454	0.439634909000832	5	0	-0.27835727256187015	1	1
RNF125	0.010183241183855643	0.9531416509268551	10	0	-0.27817362476125945	1	1
PFKFB3	0.007317176251919105	1	8	0	0.2779679161215627	1	1
RPS6KA3	8.003692831715101e-4	0.04668051712324536	8	1	0.27740592035271805	1	1
CLK1	0.003138846919624794	0.0054521537691833944	5	1	-0.27658013519211805	1	1
FRMD4B	0.037590345231652646	0.015860750796028313	8	1	-0.27505939998464274	1	1
DUSP1	0.005891861661438864	9.544676805680188e-4	3	2	0.2749321803968716	1	1
HSPA4	3.51349202125132e-8	9.939036489150686e-4	4	2	0.27471786310824886	1	1
SIRT1	0.037811274822828735	0.006218692613090007	4	1	-0.27464154858260753	1	1
TTPAL	0.04159196789965295	0.02527515864382096	5	1	0.2723431610099419	1	1
BTBD1	0.003952685678748402	0.08219764595833658	3	0	-0.2722945958427005	1	1
NR2C1	2.6751384306346646e-5	5.89317242723289e-5	6	1	0.2722577866045074	1	1
HTD2_RPP14	0.01786846594431528	0.0011939107072996256	7	1	-0.27194416036759594	1	1
PNP	0.007360928898975547	0.001875774369570962	4	2	-0.271696799395687	1	1
PLA2G7	0.002428118514084358	0.3592663095709618	10	0	-0.27133733698473095	1	1
PKP4	0.017248733461033863	0.33829843473139376	7	0	-0.27055545450758034	1	1
KLC1	0.0018197126837112701	2.648686427077266e-4	14	1	-0.2705112843587575	1	1
SPPL2A	0.017714792509618923	0.003845670963322708	4	2	0.26964440902589426	1	1
LOC113248512	0.021977817310464897	1	3	0	-0.26950922283150286	1	1
ANO10	0.02738211778329372	0.008413070286614829	10	1	-0.2693951706005198	1	1
XRN2	8.031785057622478e-4	0.04405284814089941	6	1	-0.26935169429768513	1	1
TRIM21	0.009672772183613844	8.960625783208452e-4	3	1	0.26884626445849535	1	1
AXL	2.9928025400907078e-5	2.2020205882635843e-5	4	1	-0.268497437323313	1	1
ELMO3	0.009447103034444296	0.053307183630771436	9	0	0.2682402450406982	1	1
ACAA2	0.002545495077677139	0.003805723343645815	6	2	-0.2677619979162864	1	1
SENP2	0.02479466246931449	0.014057209820949877	12	1	0.26770473259326655	1	1
AFDN	1.054921106867282e-15	4.669008847268439e-11	9	3	0.26485506442765483	1	1
SPECC1L	1.4436908120378432e-8	5.448715520771438e-11	5	1	-0.26411022789699323	1	1
NUB1	0.01735333849075779	0.010474897688243395	4	1	0.263669727093233	1	1
KIAA1109	3.82881914192415e-4	0.7951229018890319	10	0	-0.263422483452573	1	1
TUBB6	0.04504225011748169	0.008539014043853092	3	1	-0.2634050796510312	1	1
ATP11B	0.033613902012351204	0.0012716980252773687	7	1	0.26303361273121373	1	1
DYNC1I2	0.010672978976672545	0.11510934263648163	6	0	-0.2625139140300846	1	1
MIA2	0.04283243919578314	0.047683666154795204	10	1	0.2622249401191358	1	1
ABL2	0.00627165930280171	0.8025359783399699	7	0	0.26131915034142883	1	1
IL6ST	8.983265599703786e-4	5.564103885860273e-5	4	2	-0.26131819684638663	1	1
ACOT9	0.003583979435641834	8.889392376949455e-4	7	1	-0.261252274881038	1	1
CREB5	0.048826433062266625	0.023897125125135938	4	1	0.2609158920079087	1	1
HAGHL	0.01665553697039532	1	5	0	0.2599129624579863	1	1
PTPRB	1.5773647240677466e-8	5.851927946304109e-10	3	1	-0.2598290140063914	1	1
CDC42BPA	1.8511925628871365e-5	9.930100987458688e-5	7	1	0.2594310421614028	1	1
SCPEP1	6.533511040543244e-4	2.696730111064778e-5	3	2	-0.2589995600850757	1	1
ITPRIPL1	0.03085849851623428	0.01890331399036178	3	1	-0.2572565114350787	1	1
VAMP4	0.01961542672558296	0.6552987486121523	11	0	0.257190439847369	1	1
OSBPL3	0.00987156783824826	0.014452424535166977	4	1	0.2571083442964214	1	1
MAP3K7	0.014657063203551817	0.013643405947566344	6	1	0.25701144490502503	1	1
GTF2I	0.0027217864421887395	0.46312359896495003	12	0	0.25683987120165347	1	1
LOC113264440	0.022866231364134956	0.8347537795884697	6	0	-0.25662324656750224	1	1
SAT1	0.007931346434599309	0.6623613341933697	10	0	0.25661176689438076	1	1
SLC38A2	0.018589662380366485	0.37164965814078244	7	0	0.25639403133883	1	1
MDM2	0.025076940987015708	0.7915491380460807	8	0	-0.2560072902448317	1	1
VPS29	0.02245546953564932	0.14068014791041528	4	0	0.25581798336542894	1	1
ARHGEF26	0.004266945782457478	1	5	0	-0.2557177327458881	1	1
SLC2A9	1.2225164729977855e-6	0.012597528053183017	9	1	-0.25403704295172497	1	1
ATP2B1	0.03773133084412553	1	5	0	0.25364275980863016	1	1
GSTCD	0.024743395355775976	0.6893161984829091	5	0	0.2534393876349729	1	1
FGFR1	0.043774883678528595	0.04141714749782659	7	1	-0.25325022761846394	1	1
BCR	0.0018772235680119592	0.00880971848169107	4	1	0.2528149298908371	1	1
MKRN1	0.007287524300714737	0	2	2	0.25240027454031133	1	1
APC	1.8893626255273507e-4	4.568553954256367e-4	6	1	-0.2522367127954259	1	1
RNF19A	0.0014074525006002336	2.716948250261567e-4	9	1	0.2516730905890627	1	1
PSMA3	7.920050728071975e-4	0	2	2	-0.25156844966968084	1	1
PLD1	0.0032485332867749376	1	5	0	-0.2513558940602514	1	1
SORBS2	0.009843028321474562	0.2119074738752447	15	0	0.25074759312472916	1	1
HELZ	0.005646121465951897	1	9	0	0.2504436040739446	1	1
ARHGAP18	5.2728083983548635e-6	2.861611259931661e-4	5	2	0.2504374917247826	1	1
RASGRP3	0.007398468649079171	0.10909158139645593	6	0	-0.25039566590842716	1	1
NUMA1	0.0248836191735493	0.03396978707441364	7	1	-0.24990237087206288	1	1
LOC113247723	0.006864193418431973	1	3	0	0.24947264277837275	1	1
KLHL12	0.04618019883587419	1	9	0	0.2491647415423528	1	1
MIA3	7.441228983278297e-5	0.7335647037343136	12	0	0.24857265407129359	1	1
SCAF11	0.01353760357982067	0.23698737240998663	10	0	0.24773802791997313	1	1
TIMMDC1	0.004345403096753824	4.0429313047735804e-4	5	1	0.24772573587655652	1	1
LOC113250780	0.006462387689177766	7.106712191392456e-4	3	2	0.24762468729038	1	1
INSIG1	0.019985816313399102	0.2715546541707247	4	0	0.24759342722906252	1	1
KIDINS220	1.9285168460952565e-8	7.068015863794559e-6	7	1	-0.24743253113323704	1	1
ARAP2	0.016108337906711585	0.0033885120633978766	4	1	0.24708628973529667	1	1
DYNC1LI2	0.0248836191735493	0.0025618499631292137	5	1	-0.24671370499598877	1	1
APOL6	0.026238095969498613	0.011989221090565027	6	1	0.24648670071357975	1	1
DENND3	0.03073222659539327	0.03214823912173356	3	1	0.2461706618601638	1	1
FILIP1	0.01786846594431528	0.007955075558677438	4	1	-0.2461085260534044	1	1
BROX	2.715437966054147e-7	0.013991921478918192	10	2	-0.24602422116185016	1	1
OPTN	0.040673291132134075	0.1389548225520357	9	0	0.24586099476590106	1	1
EPC1	5.324342895977848e-4	1	6	0	-0.245379198097942	1	1
CXXC1	0.0012431378932583686	0.6134264889632856	12	0	-0.24496628375706955	1	1
SDCBP	3.7599353518101246e-7	5.562904392915353e-8	5	2	-0.24472640426531483	1	1
TRIM33	0.048826433062266625	0.028918581647423874	3	1	-0.24454433487332353	1	1
TAX1BP1	0.0298929862396048	1	9	0	0.24454132605010195	1	1
HECTD1	0.0200406776338536	1	9	0	0.2441650957312695	1	1
SCAF8	0.030791382131377047	0.5039560131339044	5	0	0.24357809085921522	1	1
ASCC2	0.01761709720272596	0.8490776419575403	11	0	0.24351283527305806	1	1
LOC113252908_LOC113252909	0.03931676991238115	0.2104379703397479	5	0	-0.2422984561084025	1	1
RAB1A	0.0058271883969273144	0.00956773867311826	4	1	0.24228448174593054	1	1
HMGN3	0.03380844405236605	0.07011908358602552	6	0	-0.24224371760549968	1	1
ERC1	0.0444911806944282	0.015066713730919647	4	1	0.24141699500609554	1	1
MAP3K20	8.983796649752468e-4	4.993387388149608e-4	4	1	0.24091334785948026	1	1
EHHADH	0.002545495077677139	1	12	0	-0.24040983721098164	1	1
CIAO1	0.018551581408564027	1	10	0	-0.24006650276031796	1	1
LOC113260329	1.822941349929609e-4	0.06465556120496355	7	0	0.2398309313300994	1	1
MFF	0.033832423304600526	0.4153259330265299	16	0	0.23960201513191837	1	1
DCXR	0.0298929862396048	0.005300496752544678	4	2	0.23876309033401188	1	1
MYL6	0.0018180815540390714	0	2	2	-0.2386979445625922	1	1
SEPT8	0.011762321172321226	0.009255869019896529	7	1	-0.2363670604557439	1	1
CDKN2AIP	0.013280486592890151	1	5	0	-0.23518301290396104	1	1
DAZAP1	6.5233626656526995e-6	2.481210478940004e-4	7	1	-0.23464945327759754	1	1
CLOCK	0.03237831753223849	0.2223694553505385	10	0	0.23398952543433063	1	1
CUNH1orf198	1.406539244299516e-4	0	2	2	0.23367526612771805	1	1
AP3D1	0.004403351386768774	4.18476735570786e-4	3	1	-0.23342250443671153	1	1
CHD9	0.01810950492728167	0.5303706458033823	8	0	-0.23318372354110656	1	1
SPTAN1	3.78471535721531e-9	0.0024672038513613697	9	1	0.23279626956256216	1	1
CHPT1	0.008758279694272153	0.014388226965482132	3	1	0.2325102623735119	1	1
PMS1	0.019268400496580837	1	13	0	0.23209197876867937	1	0.8333333333333334
CASP6	0.02083206505845216	1	9	0	0.2314507017758174	1	1
GOLGA2	0.022712392002756814	0.6516296464570605	4	0	0.23139681896869124	1	1
NCOR1	0.004790971613085193	0.014428393464233831	10	1	-0.2310572141998875	1	1
LOC113251518	0.011429950334635853	1	14	0	0.23104266733599188	1	1
LAMP2	0.016132691983870694	0.002321132280521982	3	1	-0.23099032920469598	1	1
SULF1	0.020280780132894822	1	8	0	-0.2307419773570146	1	1
CHTF8	0.007398468649079171	0.1881001487891628	10	0	-0.23008257101068585	1	1
CDCA7L	0.0020133703348366424	1	10	0	-0.2299319915402362	1	1
PSMC6	0.03994459952328514	0.1505179254794881	3	0	-0.22951385544821562	1	1
MBP	0.006083126510483036	1	11	0	0.22943076550234806	1	1
CAP1	0.007063437040239827	0.10891054931666821	7	0	0.2288585353489458	1	1
LLGL2	0.020197838753470105	1	3	0	-0.2286518021285189	1	1
WDR13	2.8399924079078855e-5	1	12	0	-0.22725964153603878	1	1
IPO7	2.0778406271304766e-10	3.1695807535331576e-4	7	1	-0.22712378026942578	1	1
SEPT7	0.006462387689177766	0.06563321814818901	6	0	0.22709306532139678	1	1
GAPVD1	0.007584288027119201	1	6	0	0.22590746045406207	1	1
ASPH	0.003831940310612165	1	7	0	0.22577380422832327	1	1
DICER1	0.02086514994352952	0.002409543163205314	5	1	-0.22557892101764676	1	1
RHOBTB1	0.02699359699907724	1	14	0	0.22550607654554444	1	1
TACC1	0.011835084588740245	0.34000562345868407	11	0	0.2254864595685847	1	1
APPBP2	0.001373566912861701	5.0158695354908104e-5	4	1	-0.2254790660952316	1	1
PABPC1	0.0028493318284870863	0.01287910002256062	5	1	0.22531859982842906	1	1
MTIF2	4.1692589197576073e-4	0.007059052361019303	6	1	0.22490641648420653	1	1
DNAJC13	4.498306930210463e-7	1	4	0	-0.22471287548031527	1	1
SMARCA2	1.596486879354287e-5	0.0019510891634899104	10	1	0.22433010175253104	1	1
ZNF280D	0.0058426717975546116	0.872035826386616	14	0	0.22370376479656562	1	1
SHC1	6.654553613322751e-4	0.3111976396232916	9	0	-0.22259301488820935	1	1
KLHL8	7.587698047864637e-6	7.529243960623903e-4	7	1	-0.22209580824515973	1	1
TRAPPC11	0.007287524300714737	1	8	0	-0.2216401462133803	1	1
FYN	0.020742153938586184	0.0065874356923328135	8	1	0.2214153283513743	1	1
WTAP	0.001471789566657454	0.8067646009349503	9	0	-0.2211427395989024	1	1
PRRX1	0.025629308606117836	0.04737977854858834	4	1	-0.22092475872636985	1	1
SAFB	0.020446049758274163	0.030720606766638077	13	1	-0.22079219316106102	1	1
DAB2	0.0162178470165384	0.011715526563903915	7	1	0.22059440775282468	1	1
CTNNB1	4.7179598131710347e-7	4.3645405962699654e-5	6	2	-0.22057023954645427	1	1
CALU	0.018231270367450515	1	6	0	-0.22049784634240704	1	1
CSTF1	0.01899091000973801	0.7391314988658055	6	0	-0.22031390763708103	1	1
PRPF4B	0.020139475624878268	1	15	0	-0.2191705549289765	1	1
PTS	0.016078432247861124	1	8	0	0.21858326607169673	1	1
KDM4A	0.015648349441754247	0.01594377173331448	6	1	-0.21823724544461884	1	1
CLCC1	5.457725613642073e-4	1	15	0	0.21776631961314907	1	1
SUPT20H	2.0778406271304766e-10	0.7862410559528077	21	0	0.2177231831307106	1	1
