gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Kidney_cortex)	pct_gene_expr	max_pct_tx_expr
DAG1	0.009146152874480656	0.18476053754637745	7	0	-0.4091800858088437	1	1
PEX11A	0.024716877915696035	0.17473011889470388	6	0	0.4083060349054027	1	1
TMED10	0.02056883230158085	0	2	2	0.40825160105451475	1	1
SRP9	3.853358099276661e-5	0.0031342496447861	4	1	-0.40782727788703865	1	1
STARD3	0.016945843378433398	1	3	0	-0.40676997345739074	1	1
ANKRD6	5.794654765181493e-4	0.04250780897203619	7	1	-0.40579820284839224	1	1
PKIG	0.001218529588284424	5.3959729979749455e-5	4	1	-0.4048850205290222	1	1
BMP4	0.042617549813805215	1	4	0	-0.4029234458150267	1	1
STAU1	0.01986636387635261	1	9	0	-0.4025831560511195	1	1
RUBCN	0.012881957693048644	1	9	0	0.402103534969241	1	0.75
NIPA2	0.03546828254357487	0.00921407876414488	7	1	-0.400147986663228	1	1
PTBP2	0.03946930960332382	0.02842902494563922	7	1	0.3994860494982657	1	1
LIFR	0.00943986256675894	0.0045527434503536525	4	1	0.3992715125515902	1	1
PGBD1	0.014278690205593702	1	6	0	-0.3985538142130246	1	1
FAM120B	0.0016189742244778814	0.014995959310711007	10	1	-0.39821872857210705	1	1
RFWD3	8.812098208223785e-6	3.983840020036014e-5	5	1	0.3981166304581859	1	1
RNF6	0.00639365347188417	0.01713288785555255	9	1	-0.39725377492706193	1	1
ABCA9	3.947839330506561e-5	0.15498765371399534	8	0	0.39607628217280455	1	1
NCBP1	0.007127477175821698	0.04409016911863306	6	1	0.39426611302412506	1	1
CHMP1B	0.03907907531538846	0.3559721951916343	3	0	0.39348423956760314	1	1
MPHOSPH8	0.0031742859202129286	8.139146675592857e-4	4	1	0.3932470341787734	1	1
FBLN5	0.003732621021217064	5.017670708587885e-4	3	1	0.3929954071075242	1	1
PARN	0.010691750962679063	1	9	0	0.39144643351730535	1	1
GLYR1	0.01986636387635261	0.19979820822425545	8	0	-0.39058824464007835	1	1
LRRFIP1	0.0033327506974193846	0.00606793963171972	5	1	0.3899999226735846	1	1
NCOA7	0.005782960022330147	0.0450763305122594	6	1	-0.38934679697231167	1	1
ILKAP	0.027777058507531368	1	5	0	0.38930442616311123	1	1
PTPRB	0.030343436406081756	0.04706933867178527	3	1	-0.3889116960057741	1	1
FAM135A	0.038730547306354314	1	8	0	0.3884705930372822	1	1
DGKQ	0.046097830303154334	0.011246318937259773	5	1	-0.3881917816983009	1	1
MLH1	0.021050064660559246	0.07099137846841251	9	0	-0.3880405723425365	1	1
AKT3	0.025369200149993505	0.10577114128290926	4	0	-0.38801839572460123	1	1
RSRC2	9.120465975276977e-5	1	8	0	-0.3879547677565673	1	1
MROH1	0.036073717264388995	0.38040024038518	7	0	-0.3875413009274674	1	1
ASDURF	0.04761342341486499	1	5	0	0.38708977968290476	1	1
STX3	0.040697881178071514	0.053762212674468235	4	0	-0.3864583964337285	1	1
OXCT1	0.010129636195600745	0.2200206115910132	8	0	0.3857271905272374	1	1
VSIG10	8.856465984419421e-4	0.032061586440708285	5	1	-0.3845068777150805	1	1
CCSER2	0.028050412963120046	1	9	0	-0.3842878851797973	1	1
TEX10	0.009617947907378226	0.08645218442315052	8	0	0.3838236643430993	1	1
NPR3	0.040645432369671095	0.03338842755431353	5	1	-0.3825514429482931	1	1
SLC11A2	2.886448230632696e-5	0.23698878102945425	13	0	-0.38186673313607894	1	1
ARFGAP2	0.0373482606786778	0.14416721160579193	13	0	-0.3798925482221957	1	1
SMCHD1	0.044928948010420626	0.017010929774283416	4	1	-0.37833857028860884	1	1
PDCD6IP	0.032947652426941726	1	8	0	-0.3780185080363853	1	1
USP32	0.0027121959187440827	1.4731049718305525e-4	3	1	0.376808845754965	1	1
KANSL3	0.029826781347105664	1	9	0	-0.3763546464459072	1	1
ERBIN	6.89489965254228e-7	1.2907374600911202e-9	5	2	-0.3761493587086505	1	1
MARCH6	0.033623503516148776	0.0271069596144314	5	1	-0.376116625560039	1	1
ATL2	0.0034931229769687797	0.0667147905578389	9	0	0.3760018427051028	1	1
STAT2	0.005477485471962027	1	10	0	-0.3740918504206608	1	1
HADHA	0.014295832471208294	0.42172751036452505	8	0	0.37343783070133074	1	1
PARP14	0.005477485471962027	0.057655470845016925	4	0	-0.37342343330142685	1	1
SLC2A12	0.016621920080614888	0.07902692508104393	3	0	-0.37328000213238377	1	1
C1S	0.0013954163396369173	0.027893346262973902	4	1	-0.3725848683767953	1	1
FMO2	3.947839330506561e-5	1	7	0	-0.3725816802959893	1	1
PCSK7	0.009984787928093415	0.07453448512129841	9	0	-0.37228797159573324	1	1
WIPI1	0.01863188692069267	1	6	0	-0.37200506128057703	1	1
BCAS3	0.04762462513794206	0.9722283422263557	12	0	-0.3715792553899871	1	1
SLC44A2	0.027726280076200323	0.11988436494279274	7	0	-0.36942429893340434	1	1
NUCB1	1.0315977004492028e-7	2.2566359076132748e-7	4	2	-0.36847959129326097	1	1
CSRP2	0.04265382040230474	0	2	2	-0.3677016613334011	1	1
GPATCH11	0.001376958494267186	1	5	0	-0.36700951999759557	1	1
LOC113249727	0.008355473560803269	0.020486924258621062	4	2	-0.3669499980151117	1	1
LOC113250606	0.008858252628659904	0.5284397210933278	13	0	0.3668407585211434	1	1
ADGRD1	0.017906840858113653	1	8	0	0.36674159376634424	1	1
ADA	0.015519302541375351	1	13	0	-0.3666488470392809	1	1
FAM13B	1.2814379126656062e-4	1	8	0	0.36495127997905885	1	1
NRP1	0.012525634504964436	0.0923719230580317	7	0	0.3645507108638742	1	1
FZD6	0.046965957166280985	0.014113146519347511	3	1	-0.363757615938546	1	1
MRTFB	0.002059085422647233	0.8915925192074498	5	0	-0.36372406534798085	1	1
TTC14	0.028423015696078156	0.015523709373915335	10	1	0.3633842565595861	1	1
RAB43	0.03450292867503708	1	4	0	0.36269189756788284	1	1
AARS	0.045540924583440716	0.01562820613772512	3	1	-0.3625338923648106	1	1
ZNF572	0.033200278413539605	0.23370792703898882	4	0	-0.36238411313546315	1	1
HCFC2	0.03133446952879797	0.04989747734608641	4	1	-0.3619057721386268	1	1
GTF2I	4.870859586220625e-4	1	8	0	0.3618553594111432	1	1
MTSS1	0.02205186674547939	1	11	0	0.3618103241344729	1	1
NSRP1	0.03270633949312958	0.0018823029391667081	5	1	0.3597523081772435	1	1
XYLB	0.04314071918080736	1	3	0	-0.359459996402469	1	1
EMID1	0.009995885946664593	0.42544315896786356	7	0	-0.3575356577929948	1	1
ESYT2	9.632002200371346e-4	0.1405871577422305	6	0	-0.35505223331014524	1	1
LOC113258946	3.9975780827592406e-5	1	9	0	0.35502473324345696	1	1
FBXL5	0.04976650995221095	0.08397745002115929	4	0	-0.3532732265309001	1	1
TENT2	0.010797264883416402	1	9	0	0.35258765325700614	1	1
ARNT	0.032109045672152045	0.12114225449965721	8	0	0.35194094245421703	1	1
SUMF1	0.04623458602361574	0.5094771372244574	4	0	-0.35120287986021803	1	1
ST13	0.028118387079187013	0	2	2	-0.34995031679290745	1	1
ARL5A	0.015597442187654019	0	2	2	-0.34947257051909436	1	1
DMTF1	0.04623458602361574	1	14	0	-0.3490576896006854	1	1
CXCL12	0.002625059761518385	1.0914786595584635e-4	3	2	-0.34851317328786335	1	1
LOC113261234	0.021375241261623098	0.13598750745890345	6	0	0.3482525330440565	1	1
LOC113261057	0.01703200917785209	1	7	0	-0.34535463408446326	1	1
SELENOT	0.02608446320678175	0.004590310215916156	5	1	-0.3448145825269199	1	1
BNIP3	0.02432999304777452	0.008042925225487454	4	1	-0.344042259535405	1	1
RASSF8	0.03727963760384072	1	5	0	0.3439354234586203	1	1
TNS1	1.1351845710131477e-4	0.289815243451173	7	0	-0.3425176823556524	1	1
CYTB	0.014046148385121427	0.0016979640785119805	3	1	0.3423044667698638	1	1
ZNF436	0.005789641003334836	0.007323672301126302	4	1	0.341815842016277	1	1
SPTAN1	0.0030569448572277803	0.014371957319292226	8	1	-0.34133748762335525	1	1
HAT1	0.0029755847772198717	2.5936343115452704e-4	5	1	0.3390202986268909	1	1
GNAI1	0.014966533619125744	0.26745283375541656	6	0	-0.338473976397202	1	1
SMARCAD1	0.017805751062773944	1	6	0	-0.33842747188126393	1	1
MARCH7	0.0049088021659914405	0.005388909613561574	6	1	0.3383948703778909	1	1
GALNT11	0.013209490573847852	0.020930970428982967	10	1	-0.3381553540123565	1	1
BET1L	1.5932946130208917e-5	0.013954866461689645	7	1	-0.3374950731364899	1	1
CWF19L2	0.04101780514932583	1	5	0	-0.33684775894022095	1	1
SLC2A8	0.04186085211735808	0.10557372950213614	4	0	-0.33571920870802197	1	1
ECM2	1.911394727492121e-4	0.05017886579022684	6	0	-0.33556546866548775	1	1
BTBD1	0.044928948010420626	0.5818937618275104	3	0	-0.33374683131555893	1	1
PHKA1	1.205299473877223e-6	0.004524390808838709	9	2	-0.3323034098321543	1	1
EFCAB14	0.011186086830242414	0.8188710890078588	10	0	-0.3318659276799235	1	1
ZFC3H1	0.045087502296514134	1	3	0	0.33103759338771666	1	1
IPO7	3.191976879351689e-6	1.2739146905860747e-4	7	1	-0.33061583262968647	1	1
TTPAL	1.48641272438325e-5	0.007565819203257068	8	1	0.3299172287525829	1	1
PICALM	5.179700981073455e-23	1.6740349866931575e-13	8	1	-0.32852776996866906	1	1
DDX52	0.012736763692089889	0.02025130422440154	7	1	-0.3276003512512081	1	1
WDR12	0.02458294005225799	1	4	0	0.3275274870498037	1	1
MAPK8IP1	0.020134287020781114	0.004361867736444514	3	1	-0.32620824969486756	1	1
TMCO3	0.00932621551041631	0.6576727300481038	12	0	-0.32597696500488577	1	1
SGPL1	0.032446614699621366	0.061875743949866925	4	0	-0.3255347282530897	1	1
SCAF11	0.009708216860853198	0.2704509297535648	7	0	-0.32542296849136587	1	1
AMOTL2	0.004090783655848749	0.007686939779239529	4	1	-0.3252161549905692	1	1
BIN1	0.011186086830242414	1	8	0	0.3246062143958056	1	1
ZMYM2	0.0014574988186400485	0.005716186165583507	10	1	-0.32424659981381837	1	1
GLMN	0.04061024813584505	0.49703036324735983	9	0	-0.32359784013016507	1	1
RPS6KC1	0.03833634517006713	1	11	0	0.32351581865917073	1	1
NCAPG2	0.027494120696096313	1	7	0	-0.3233340213756838	1	0.75
DYRK1A	0.003055023144184994	0.013503664474014174	8	1	0.32229390199776825	1	1
PQLC1	0.03778268735155353	1	4	0	-0.32116965765445316	1	1
CFI	0.04980533843224577	1	10	0	0.3208286280280814	1	1
KLHL7	4.682112625354613e-4	0.07584327654630241	10	0	0.3204800469858208	1	1
LGALS8	0.0018991712964918114	1	7	0	-0.320172132578475	1	1
KIAA1522	0.014401297864347734	0.3711986596331552	3	0	-0.3198202704118769	1	1
RIBC1	0.02275620201841709	0.06595433065109339	4	0	-0.31971824332630777	1	1
CLSTN1	0.03291042176860699	1	7	0	-0.3194751428018011	1	1
CTNNB1	0.00447679837351171	0.0632535844912085	6	0	0.31943884329809585	1	1
R3HCC1L	0.008355473560803269	1	8	0	0.31900274673454937	1	1
LOC113248518	0.0011561541399562779	0.2889383898378167	16	0	0.3187523177413001	1	1
CUNH14orf93	0.024089569265153262	0.08461983482022545	6	0	-0.31813289045946525	1	1
SLTM	8.499389976417388e-4	0.025502031354412695	5	2	0.31673827099110274	1	1
RASGRP3	0.006946176147424603	0.05900016908489846	6	0	-0.3163578229699911	1	1
ZFAND5	2.0411024464345138e-4	6.554847706519186e-4	5	2	0.3163074702429098	1	1
ELMOD3	0.01156930110847172	1	6	0	-0.3156749140878762	1	1
KRIT1	0.04096635621529081	0.12630471085551667	5	0	-0.3156201571328433	1	1
MITF	0.0014951242312191205	0.03751359623839633	6	1	-0.31500130760319883	1	1
AUP1	0.0380854195799712	0.3153441989010322	3	0	0.3148461076654072	1	1
NIPBL	4.176206108169093e-4	0.0025458854896842358	6	2	0.31381817948157065	1	1
UBE2V2	0.0346980965123131	0.09565551635619807	4	0	-0.3125840192521413	1	1
CAPG	0.004122747775362422	2.3192032852612773e-4	4	1	0.31143975621258035	1	1
AASS	0.0033973218784741958	1	5	0	-0.3087176610028785	1	1
AP2B1	0.001850054038509887	6.900809709273018e-4	5	1	-0.3079335403892624	1	1
TRA2A	2.1616490147442823e-5	0.8125616089949769	10	0	-0.30789102355035974	1	1
NCKAP5L	0.012191298871559236	0.4894573673547734	6	0	-0.3074858490926102	1	1
PDE4D	6.998188904191357e-4	0.19511005301564696	7	0	0.30738187440582915	1	1
LIMCH1	1.0112114747252598e-8	0.0029409942903768525	8	2	-0.307272612755876	1	1
PGPEP1	0.008508032987359021	0.2733216153419686	4	0	-0.3050078364047307	1	1
ZNF638	0.005782960022330147	0.7287441368885075	15	0	-0.30387276849706774	1	1
OLA1	0.009045127595622303	0.15678438961735697	3	0	-0.3032088231761729	1	1
PPP1R26	0.0033973218784741958	1	5	0	-0.3025865521673474	1	1
SYNE1	0.011555377963906476	0.32417949603622614	8	0	-0.302585789578001	1	1
SHLD2	0.046097830303154334	0.5606849916234764	8	0	0.3025246231124844	1	1
HMGN3	0.032446614699621366	0.06398273746171919	5	0	-0.3018278401971245	1	1
FUCA1	0.028570562085016616	0.06048305418364418	3	0	-0.3015503874206116	1	1
DDX17	0.032817501543062046	0.07032594534653398	5	0	0.30103551134327783	1	1
EPC2	0.03985269956455744	0.029876088827361397	3	1	-0.30043968613539507	1	1
EPB41L2	5.358146793688959e-4	0.004269609428153781	11	1	-0.2993915002248769	1	1
VIRMA	0.0035164706869761715	0.13857484049026095	9	0	-0.2991328516329533	1	1
STK38	0.020324572308209006	1	10	0	-0.2981278355651389	1	1
SNX14	0.0033789349484317005	1	9	0	-0.29776253645374196	1	1
SWT1	0.03270633949312958	1	7	0	-0.29611222170232365	1	1
SLC30A4	0.049656509228991404	0.017119393734806573	3	1	0.29491481693995747	1	1
ISCA1	0.044561573306203396	0.010427353017031953	3	1	0.2945692331774464	1	1
SPART	0.00691916115505195	1	8	0	0.2928949650827238	1	1
PSMD4	0.024710654711147577	0.015179033262128145	4	1	0.29281336643570227	1	1
MIA2	0.005681100733605732	1	8	0	-0.29142498333249006	1	1
HSPA9	0.03562364906479729	0.10872238912362531	4	0	-0.2912218674431011	1	1
PID1	0.028570562085016616	1	4	0	-0.2910336526599612	1	1
IKBKG	0.04135516841788683	1	9	0	0.2909718881403348	1	1
ARID1B	0.032728105279501325	0.23591322600325987	5	0	0.29077420056594316	1	1
TMBIM1	0.020413708829057693	1	4	0	0.2901928812908654	1	1
LOC113270979	0.01651393853153227	0.7409717542662043	11	0	-0.2901343491445766	1	0.75
PCYT1A	0.0404924221016402	1	6	0	-0.2892268620238432	1	1
TMEM87A	0.009502438496185275	1	9	0	-0.2889889873343393	1	1
GHITM	0.002179098387990317	1.4432361072143208e-4	3	1	-0.2882344846896677	1	1
LOC113247645	3.378458413649463e-4	0.1904021291320534	6	0	-0.2878684474557049	1	1
PCBP2	1.4554225443030855e-4	0.10617620176927893	10	0	0.2872072821806676	1	1
A4GALT	0.022722569840524426	1	13	0	0.28645939423506095	1	0.75
SRI	0.03081603856032456	0.0063945019449114975	3	1	0.28408234294605866	1	1
MEF2A	7.465302876745035e-4	0.037286042258203124	8	1	0.2837326811772335	1	1
ZNF507	9.823320049404894e-5	0.05087523448464264	11	0	0.28213553169080746	1	1
CEMIP2	0.04333716354928934	1	9	0	0.28201153625765824	1	1
RAPGEF3	8.685980477228153e-5	1	13	0	-0.28197452750469615	1	1
MYLK	6.81131742994086e-23	5.12027187299829e-10	9	2	-0.28178505957748307	1	1
FIP1L1	0.0013954163396369173	0.23910364552686122	12	0	0.27999467226528335	1	1
FRS2	0.03727963760384072	0.5148954376826151	6	0	-0.2798508946668372	1	1
ATP2B1	0.04209339051894934	0.39806690041338716	6	0	0.27953281932016816	1	1
USP4	0.012296312225120298	1	9	0	-0.27736088738163683	1	1
AP3M1	0.01651393853153227	1	8	0	0.27487953854232905	1	1
ADGRF5	2.4559952764787567e-5	0.00645268867239073	5	1	0.27421598654051593	1	1
RIN2	0.004122747775362422	1	9	0	0.27221195155575295	1	1
ANXA6	0.03833811327479504	0.05628237595619691	5	0	0.2721200124072912	1	1
MAT2B	9.374432876306319e-4	2.2709006124697892e-4	3	1	-0.2718778260086653	1	1
ZEB2	0.01769371830583052	0.6453479931455383	9	0	-0.2706815842396809	1	1
ACSL1	7.340361322282678e-5	0.028131072459177727	13	1	-0.27067055372382287	1	1
BCL6B	0.042679640914354215	0.2694183600626769	10	0	-0.2705217864973174	1	1
PHF3	0.02605650997329696	1	8	0	-0.2704498313017486	1	1
PXN	0.0205987586925123	0.08218999048368293	9	0	-0.26921887806610895	1	1
CHD2	0.03825507201892029	1	10	0	0.2677645704325292	1	1
PTPRE	0.032817501543062046	1	8	0	-0.2674864097238112	1	1
KIAA1614	0.005441865457910729	1	6	0	0.2671203924597598	1	1
ITPRID2	0.0037575597728892827	0.3457013799026199	7	0	0.26698879073082593	1	1
DDX41	1.9628597962778352e-4	0.37177829645287075	10	0	-0.26681547430673674	1	1
ZDHHC20	0.0027692816238875256	1	6	0	0.26627524943453423	1	1
KANK1	0.008730279034121744	1	10	0	-0.26601244638003396	1	1
LOC113270362_NUMB	0.02576082248333893	1	14	0	0.2657056684254737	1	1
FBXO21	8.812098208223785e-6	0.005228518657357741	9	2	0.26552090713671167	1	1
NUB1	0.008506622359421996	1	4	0	-0.26448974902711353	1	1
CLIP1	5.35275050271631e-6	0.02061984822701759	11	1	0.26339690366296575	1	1
HNRNPH1	0.001894239145080953	3.04745522534228e-4	7	1	0.2632848291214417	1	1
TPD52L2	1.8874829642825952e-4	0.07009052642559549	3	0	0.26308220639121455	1	1
GID8	0.006016647515435743	1	7	0	-0.26280019651714553	1	1
ANP32A	0.03985269956455744	1	4	0	0.2624860296627818	1	1
PLA2G7	0.0033008979815215803	1	10	0	-0.2623640868866784	1	1
ING4	0.02529301412381646	1	9	0	-0.26213682370418856	1	1
ACIN1	0.01703200917785209	0.09432153625628727	13	0	-0.2590212444129482	1	1
TSC2	0.03637494157214167	1	6	0	0.25837212043849944	1	1
IL13RA1	0.03909852505424785	1	4	0	-0.25752605889822694	1	1
DCTN1	0.029826781347105664	1	11	0	-0.2572358027936839	1	1
AZIN1	0.044561573306203396	1	6	0	0.2559786279221222	1	1
DENND4C	0.03595219717809366	0.050605505169219696	4	0	-0.2554718942286379	1	1
MAP4	6.043652996669121e-4	1	11	0	-0.2554287767869432	1	1
USF1	7.80829925398353e-6	0.14538398312055312	12	0	-0.254643291124399	1	1
ARGLU1	0.020206403652755986	1	7	0	-0.25407116954304854	1	1
KIAA1191	0.020206403652755986	0.23259898489911313	8	0	0.25290980509363825	1	1
NADSYN1	0.0018126299613263313	1	10	0	-0.252235445656143	1	1
FBXO28	0.0029755847772198717	1	3	0	0.2515201101345801	1	1
PPP4R3B	2.2926540885606537e-7	3.6585138780619854e-6	6	1	0.2511921760499838	1	1
KCTD9	0.0024672369536047375	1	9	0	-0.25027569606492767	1	1
IL6ST	0.015365191824591147	0.0017479181204287718	3	2	0.25019814894458886	1	1
LOC113243115	4.9691438158696136e-5	0.32422939010204366	12	0	-0.24989177561554432	1	1
HIPK3	0.00783215822422583	0.2946134784434131	7	0	-0.24940811331137655	1	1
BTD	0.010964572560129442	1	10	0	-0.2489893919188581	1	1
HBP1	0.002830551393263288	0.04962252412450725	6	1	-0.2473170085726049	1	1
DNAJC10	0.032446614699621366	1	7	0	-0.24640565817087068	1	1
BZW1	0.02038876865172945	0.0017272167798524562	5	1	0.2463688072578966	1	1
LOC113254434	6.29055594267984e-4	0.6231316558227502	11	0	-0.24611061936933876	1	1
PNRC1	0.03562364906479729	0	2	2	-0.24598604673125457	1	1
DARS	0.02567639467917117	0.017113478342730606	5	1	0.24577379337868066	1	1
HPS5	0.013495026580592538	1	15	0	-0.2447671656216275	1	1
JAK1	0.01968237373439825	0.03918746965320967	6	1	0.24474882934826636	1	1
CSNK2A1	0.021164915339594116	0.5986516568784901	3	0	-0.243303380681621	1	1
DOCK1	0.04311226723881229	1	8	0	-0.24239136662579386	1	1
GLO1	0.047082639587594524	0	2	2	-0.24190290308582563	1	1
AFDN	4.794274954274188e-10	1	10	0	-0.24123658924307945	1	1
VNN1	0.029014597774042195	0.7897671996121128	8	0	-0.24108269718950226	1	1
SLC44A1	0.007316890693690411	5.885444409432967e-4	3	1	0.24076635467432236	1	1
HSPA4	1.3619484262644252e-4	5.331998849837391e-5	4	1	-0.23942017040749125	1	1
CANX	0.03161355710862776	0.22539976602382675	5	0	-0.2384173379223782	1	1
LOC113263597	0.033623503516148776	1	4	0	-0.23641997649764201	1	1
STAT1	0.02836318529087747	1	6	0	0.23595254320539508	1	1
CROT	0.014274976087244397	1	13	0	-0.23362642560041738	1	1
CAT	0.003530200855990327	0.16678864612481178	9	0	0.2331725634527526	1	1
ABCF1	0.032817501543062046	1	13	0	0.23282410089064512	1	1
OSBPL8	0.013369226607120097	1	11	0	0.23159685046148137	1	1
EIF4G1	0.0010286978290105363	1	14	0	-0.23099319898752282	1	1
FKBP15	0.017733653452468565	0.5587907024812334	11	0	0.22949050335338136	1	1
LAMA4	0.007138116733155995	0.40176179922139765	9	0	-0.2279338744571508	1	1
PPP3CB	0.014872078660668453	1	8	0	-0.22777402726419926	1	1
LOC113261047	7.563271310646628e-4	7.509487462970093e-4	7	1	-0.22592435808379652	1	1
LOC113246573	0.0011860706629671944	1	16	0	-0.22563410275861148	1	0.75
YPEL2	0.038959563109469124	1	5	0	0.22543940116248373	1	1
PPFIBP1	3.0061022173026984e-5	0.8058302814825423	7	0	-0.22513646417126607	1	1
SEPT10	0.04980533843224577	0.4149101665749362	7	0	0.22358266940304758	1	1
CREBRF	0.020324572308209006	0.925635203273924	4	0	-0.22310095952352255	1	1
G3BP2	0.0033327506974193846	0.2547213960756816	7	0	0.22179179436163082	1	1
LOC113248381	0.015519302541375351	0.20381100435871896	8	0	-0.21855684304476897	1	1
TEX264	0.00227771994561762	0.16605948642429524	4	0	0.21802551858022834	1	1
DCAF11	0.014039499969652286	1	14	0	-0.21731461341431146	1	1
HSDL2	4.790023827868891e-4	0.7042908959823458	6	0	-0.21678677973351457	1	1
PARP4	0.028632862972962317	0.6154761283489344	6	0	-0.21619296592656465	1	1
PLA2G16	0.01986636387635261	1	6	0	0.21296766866817748	1	1
GOLIM4	1.7411988043560237e-5	0.022608997026465627	7	1	-0.21272336320669682	1	1
SESTD1	0.04233244600523086	1	14	0	0.21195642620420324	1	1
SLC20A2	0.006520857049915923	0.7896108872053919	4	0	0.21147682577611968	1	1
HSP90B1	0.008801115940278268	0.02107971216272623	4	1	0.21102512821043296	1	1
PLEKHB2	0.019926732903269764	0.19246482062188544	5	0	-0.21090570940056286	1	1
KDM3A	0.006968485265845701	1	7	0	-0.21080646191008343	1	1
WWP1	0.03909852505424785	1	14	0	0.2083379011265099	1	1
ASAP3	0.006018724633931528	1	4	0	0.20820693581645808	1	1
KIAA0930	0.04265382040230474	1	3	0	-0.2073738815250702	1	1
SEC24B	0.020413708829057693	0.030535237833756865	9	1	-0.20575436893836846	1	1
HIP1	0.04468383362125433	1	4	0	0.20532948236390636	1	1
CDH5	0.03094461349709019	1	8	0	-0.2051838911745111	1	1
ATP8B2	0.02519570639253545	0.01231475024340811	4	1	-0.20478628351100414	1	1
PRXL2A	0.0015384509795401242	1	6	0	0.20398191952131417	1	1
GGNBP2	0.03680347334477788	0.005892484380986697	4	1	-0.2039785086503878	1	1
CFLAR	2.221097732352129e-4	1	10	0	-0.20367900228403238	1	1
TNFSF10	0.0031628664834095553	1	10	0	-0.20195847064836853	1	1
G3BP1	0.0011664103238807422	1	4	0	-0.20190190272026848	1	1
LOC113258542	4.466873585861752e-5	0.01138362702130002	12	1	-0.20151438470781136	1	1
LOC113263781	0.044335021462751784	1	13	0	-0.20132358865180675	1	0.75
USP3	0.04788280333423626	1	7	0	-0.19990209401361148	1	1
PDE3A	0.02641418584881378	1	4	0	0.19868487624888118	1	1
MAP4K4	0.008055674944943726	1	9	0	0.1969423093840769	1	1
VPS37A	0.008355473560803269	1	6	0	-0.19609171601289105	1	1
HNRNPH3	3.725597333422284e-5	1	9	0	0.1955665189118065	1	1
LOC113246349	0.005376561407821113	0.020310823832933377	6	1	-0.19527129031939636	1	1
PABPC1	0.02938328060041593	0.152944694474713	5	0	-0.19502213731484586	1	1
COL3A1	0.006483639788669173	3.6413153958638855e-4	5	1	0.19354741526760127	1	1
SLC25A36	0.044561573306203396	1	8	0	0.19284407870916181	1	1
LAMB1	0.016600190652804273	0.2552760496361802	11	0	0.19193003985330043	1	1
RBM26	5.075190017494581e-4	1	6	0	-0.19073656418517773	1	1
KTN1	0.004007597627541053	0.8604638872827365	7	0	-0.190159630689817	1	1
MIA3	3.850395432374983e-6	1	10	0	-0.18933430874355767	1	1
AP2A2	0.009575771780114309	1	7	0	-0.18890359997438097	1	1
RHOBTB1	1.8396630064552352e-5	0.1834761638157412	12	0	0.18882970533004362	1	1
SRSF11	0.014278690205593702	1	7	0	0.18586285636906857	1	1
PPP6R3	0.0030569448572277803	0.44717658582111464	17	0	-0.18511842851001473	1	1
PTEN	0.020230759419571528	0.00281650114532866	3	1	-0.18445735897209425	1	1
PLXNB2	0.044928948010420626	0.8136308965824335	8	0	-0.18272201743770888	1	1
UBA1	0.015331049766350172	1	7	0	-0.18204871642173326	1	1
DRAM2	0.024449348045441854	1	11	0	-0.18166889011201753	1	1
CPD	0.01130242199882374	1	3	0	0.18166276460297762	1	1
PATL1	0.02432999304777452	1	8	0	-0.181430161636527	1	1
TXNIP	0.02497182280770331	0.001411062895001943	6	1	0.18142207507693564	1	1
ECHDC3	0.015235198055600342	1	6	0	-0.18056543042154094	1	1
PNISR	0.014077553507602533	0.2976547668939745	11	0	0.17996956475758336	1	1
LOC113246261	0.04233244600523086	1	9	0	-0.17950521235275516	1	1
CLK4	4.666599169013078e-4	1	17	0	-0.17889134133986434	1	1
NSD3	0.010770984428041116	0.006189027562980722	4	1	-0.17763580825980047	1	1
ELF1	0.014278690205593702	1	5	0	-0.17647217944031146	1	1
LOC113249104	4.5069641398269855e-5	1.337717713646871e-6	8	1	0.17576672519034361	1	1
DPP4	0.0020780133933612738	1	6	0	-0.1736864449435341	1	1
COPS4	0.044335021462751784	1	7	0	0.1734700131416709	1	1
ZC3H11A	0.04503182055727715	1	14	0	-0.17304879965654268	1	1
LOC113244552	0.005971118832921337	1	4	0	0.17227294288740513	1	1
OAZ1	0.01995979131437784	0.009398378603677225	3	1	0.17142730488246088	1	1
JKAMP	0.04393009955199581	1	9	0	-0.16915442706079753	1	1
LOC113262256	0.020206403652755986	1	14	0	0.1689889854985238	1	1
NID2	0.0018395427840976468	1	7	0	-0.16838281279687742	1	1
HNRNPDL	7.946728317461587e-4	0.07263131551388767	6	0	0.16631755776415064	1	1
TACC1	0.029484708014835295	1	11	0	-0.16341267108563923	1	1
MBD1	0.014644148552184565	1	21	0	-0.16017383401426588	1	1
TPT1	1.5186086037100984e-4	1	4	0	-0.15908789487606664	1	1
RBM22	9.145858708096444e-4	1	6	0	0.15865645098519132	1	1
FUBP1	0.0027698037163700106	1	12	0	0.15796000574024105	1	1
BAZ2B	0.028541532654665032	1	21	0	-0.15629159659799297	1	1
ACAD11	0.0035164706869761715	1	5	0	0.1532124289980189	1	1
TTN	0.03569587193551371	1	28	0	0.15192675373976766	1	0.75
DDX5	0.008277538970061876	1	7	0	-0.15041033471103726	1	1
NAP1L1	0.007461516396920683	1	7	0	0.14774080074407514	1	1
STXBP3	0.027159468251481793	1	4	0	-0.1458305192654722	1	1
SPARCL1	0.04907570996020835	1	8	0	-0.1401455101783985	1	1
