gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_medulla-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
GCC2	0.0032252586458989033	2.689598685165094e-4	3	2	0.47865023364043213	1	1
SAMD11	0.04998366387188064	0.3518013817090527	3	0	-0.47852623861753296	1	1
GIGYF2	0.01954671441645658	0.20203341708362882	8	0	-0.4783888946724416	1	1
KIAA1614	8.169366728621395e-5	0.004156431401168708	6	1	-0.47804101890176137	1	1
THAP4	0.028012618397645808	0	2	2	-0.4771309106044626	1	1
TP53BP2	0.04539326820897541	0.034667979593506135	6	1	0.4762096890704927	1	1
PSMA2	0.015317523154855092	0.003086957558290438	4	2	0.47602948455124355	1	1
RNF34	0.0020481060368032944	1	4	0	0.4760059705959142	1	1
LOC113267063	0.02181832464065269	1	8	0	0.4743680166398391	1	1
LOC113248392	0.004312356710948949	1	7	0	0.4743207919387564	1	1
FAN1	0.0016750019267827618	1	10	0	0.4740626083402797	1	1
UBXN2B	0.03128309853432084	0	2	2	0.47353087428114043	1	1
IMPDH1	0.027549778755425962	0.6165679992125459	6	0	0.4733107631641406	1	1
XPO5	0.007948850291243316	4.331144100511532e-4	3	1	0.4732490949207928	1	1
KIF3A	0.037387454971422936	0.005397748754006804	3	1	0.4727955273358595	1	1
DAPK2	0.047297887241646186	0.5135837372964129	6	0	0.47198191082598884	1	0.75
SDHD	8.930165871384629e-8	3.3652496564146583e-9	4	3	-0.4708082688300964	1	1
PTPN3	6.004315227042905e-4	7.938161760612064e-4	8	1	-0.4700015810320136	1	1
LOC113248379	0.006920365983286515	0.00321461829308286	3	2	-0.4695837640444731	1	1
PPM1K	0.011805805094896801	0.010675963470925007	6	1	0.4694592188091186	1	1
PPFIBP2	0.012481584834862681	0.01721306592438625	14	1	0.46935421322010584	1	1
LOC113244747	0.006460163242056566	0.2866142765228542	9	0	-0.46913662859102706	1	1
ANTXR1	0.0033595459566162804	0.003599609270178489	3	1	0.46899056267265166	1	1
ALCAM	0.004081596779422034	0.005517472410128449	4	2	0.46899019003957465	1	1
HDAC1	0.018123690577508948	1	11	0	0.4689615057543232	1	1
ZC3H12C	2.3613479730036398e-4	0.03430411844136069	4	2	-0.46850161316945443	1	1
TRIT1	0.04402735834254421	0.01631993624079718	8	1	0.4681700230371856	1	1
PPP1CB	0.008245736231111874	0.003636245933726798	6	1	0.4681535061893141	1	1
BCL6B	0.0015523209747302362	0.01792771639216213	9	1	0.46775190875940365	1	1
TOGARAM1	4.327405239464539e-6	1.3187948859727442e-8	4	1	0.4667132132096034	1	1
ENO3	0.01716865694960691	0.14513846865039765	7	0	0.46589697735358526	1	1
NDUFA10	9.563038955515535e-4	0.020835956003818962	9	1	0.4653797908048691	1	1
SBF2	4.668045604416705e-5	0.11726571148266253	5	0	0.46443105731520984	1	1
RELCH	1.622217377510146e-4	0.0030523449596672287	8	1	0.46352699256595786	1	1
DDB1	0.02869759190010108	0.014371134346421805	5	1	0.46007707477425763	1	1
VIPAS39	2.727851670356243e-4	0.00958138948867388	10	1	-0.4598229187241658	1	1
STK38	0.033229644930461794	0.05463566931119221	9	0	0.45975117735829407	1	1
MPZL2	0.0022000774201660508	0.007344776802995058	5	1	0.4593012113088043	1	1
AAAS	0.03673537837665866	0.8421268870357516	5	0	0.45853489250159873	1	1
MNAT1	0.005408907659596738	1	4	0	0.4575372069601567	1	1
CPT1A	8.169366728621395e-5	0.0012768178794421558	5	2	0.4574690773959193	1	1
SDC2	8.879499955575836e-4	8.049919852152291e-4	4	1	0.4562650620043044	1	1
ARHGAP10	0.001354963298143129	2.1216543551167623e-4	5	2	0.4534408811302705	1	1
PPP2CA	0.02288191493837597	0.001336113639237524	6	1	0.4534030388656626	1	1
BCAP29	0.02181832464065269	0.11961493547631571	3	0	-0.4531975331141526	1	1
STK4	0.036365155678637386	0.07254876962541845	6	0	0.4525584396206718	1	1
SHLD2	2.714379082249367e-4	0.23649463378314212	8	0	0.4523285066320801	1	0.75
RHBDL1	0.021049363453372896	1	6	0	0.451794569450608	1	1
MTF2	0.0047174060154009274	0.45437016462406987	3	0	0.45138204512224755	1	1
TOM1	0.035440978473909694	0.0030545400848897143	11	1	0.4513121598809071	1	1
ZC3HAV1	0.02298863371055692	0	2	2	0.45067541188541693	1	1
LOC113246305	0.001197936818996334	1	9	0	0.4500860430364076	1	1
OSBPL8	4.611727202213896e-5	0.21893480699191428	10	0	-0.4495320488803531	1	1
RNF31	0.034507414988042676	0.03355375960510454	7	1	0.44946486339894437	1	1
ZFC3H1	0.0010313159965606364	0.0074574744497739156	3	1	0.4490748027681004	1	1
DDX47	5.882817739050367e-5	0.24278062990359567	7	0	0.4489212950999781	1	1
GLB1	0.003500673410718336	1	10	0	0.4475917932702069	1	1
PDE7B	0.03128309853432084	0.4763806562869929	3	0	0.44691466097983573	1	1
PLEKHO2	0.004785829892832271	0.002076514622642477	3	2	0.44685000464401525	1	1
NECAP1	0.024370725048340057	1	7	0	0.44640425678484136	1	1
HAUS4	0.03707206072273278	0.08149923638117607	6	0	0.4462808112711888	1	1
TCF7L2	0.0010878992196078684	0.054849471355412696	14	0	0.44396287266415657	1	1
SLAIN2	2.042241343492385e-13	7.453592268718338e-5	7	2	0.4438448817522336	1	1
PRPF38A	0.03980718308877767	0.04676125355255074	4	1	0.44382687768949425	1	1
ARAP3	8.459328243237506e-4	0.0027692014505899146	6	1	0.44355581613772305	1	1
MED6	0.024370725048340057	0.005698881663850816	9	1	0.4429464857284846	1	1
CSPP1	8.169366728621395e-5	4.5942717282736673e-5	6	1	0.4422342131223073	1	1
SFPQ	4.613319778788413e-4	1.3438744339698199e-5	3	2	0.44197920314323574	1	1
TAF1B	0.023598113757842407	0.10141602610996456	8	0	-0.440597935770689	1	1
TRIM52	0.01954671441645658	0.5321315776186774	4	0	-0.4400633848669542	1	1
PKN2	0.03164733137683615	0.005619839462162926	3	2	0.4393589432116731	1	1
MLX	0.03465107980603313	1	6	0	0.43924118854791255	1	1
MFSD8	0.025386306952332127	0.13563439377126174	9	0	0.4386515707475224	1	1
ELP5	0.036704829953460257	0.11109966665027753	4	0	0.43857623436440296	1	1
MTOR	0.016530451055701608	1	7	0	0.4375984510298673	1	1
KIF13A	0.04314690479280513	0.03048222254444907	4	1	0.436979836890116	1	1
TLN2	0.005536335012417826	1	8	0	0.4369217640859642	1	1
UCKL1	0.014296802876480797	0.0019011120977652167	15	1	0.436316813099708	1	1
RHOBTB1	3.4928862133884704e-6	1	13	0	-0.4361705155139562	1	1
MARCH8	0.047513137197795506	0.2918181800956711	10	0	-0.43607144589933655	1	1
NIPSNAP2	0.03040897835699793	0.16244591853287893	6	0	0.43591046415873613	1	1
HSPA12A	0.002154506578184281	0.030622149687949574	6	1	-0.4359028308405207	1	1
ANK3	4.78480146521069e-9	1.0579058434505237e-4	7	1	0.43557448753419375	1	1
CSGALNACT2	0.00899779839091366	0.7922388669061695	7	0	0.43511617565996275	1	1
ANGEL2	0.01044925734015482	0.3299017729335576	8	0	0.4349404455430782	1	1
LRP6	0.007941163614478402	0.0012888478137476874	3	2	0.4344344823078842	1	1
LOC113264927	0.0016750019267827618	1	13	0	0.43439064926576915	1	1
DEK	0.03761892771805873	0.03800327966821964	5	1	0.43432473488248635	1	1
TRAP1	0.024035532343735014	1	11	0	0.4340271491591184	1	1
COPS4	9.882595274250964e-7	7.43067177894083e-8	6	1	-0.43400027731409063	1	1
VMP1	0.0016737850096735943	0.3939506712742294	6	0	-0.43199647435467714	1	1
HDAC5	0.008132920883352723	0.00862405712372135	4	2	-0.43131719254037076	1	1
ABCB10	0.02973168915518474	0.6370834206231714	4	0	0.43125385395650995	1	1
LOC113250565	0.007114933598470306	0.0012688410263507225	3	2	-0.4312348158884005	1	1
LOC113247193	0.007265857616349286	0.07898288156158242	3	0	-0.43088044197706443	1	1
ZSCAN16	0.0432944379324001	0.008106205330316744	3	1	0.4308357631321862	1	1
BCAR3	2.903201706944074e-4	0.003635812400194792	4	2	-0.43063450044048696	1	1
KNG1	0.04136780984282053	0.5546669816183937	9	0	-0.43060295123617764	1	1
GRPEL2	0.03076945352368028	0	2	2	0.4300885487474317	1	1
HNRNPA2B1	4.5940734596216646e-11	7.733273243669178e-7	9	2	0.4295384954735226	1	1
CEP70	0.04402735834254421	0.04513644486306587	7	1	0.42940604321130504	1	1
PLIN2	0.04714960792516874	0.030076375189755342	9	1	0.4289603704404741	1	1
NUP50	0.005677123663895344	0.043833552786541365	3	1	-0.4289236172476104	1	1
TRPV4	0.004396544915513943	0.554543829901667	6	0	-0.4287336536005467	1	1
STK3	0.0018000836764177572	1	10	0	0.42794551390386476	1	1
DAB2	4.135930220008226e-5	1	6	0	0.42769439238105833	1	1
CDK14	0.006025001353307172	0.6453368387875416	7	0	-0.42675502061843096	1	1
TIMM22	0.01052039916650976	0.06416188257786676	3	0	-0.4267432784665376	1	1
TEN1	0.03915374042458515	0.5571638741114885	4	0	0.4261916984201114	1	1
IL4R	0.010339121331458768	1	9	0	0.4260061541127799	1	0.75
PRPF4B	0.0014892182584190514	1	16	0	-0.4253773454218862	1	1
PDE4D	3.019369787148494e-8	4.755178464125083e-8	5	1	-0.4248894992757909	1	1
HECTD3	0.005478442385422015	1	5	0	0.4243632178457761	1	1
DDX52	0.01789470598849541	0.03807708043418657	8	1	0.42418205259942404	1	1
ADAM17	0.0036332558689510792	0.2545880271601266	10	0	0.42334051616592205	1	1
LOC113257917	0.015027782826482096	1	11	0	0.4229018719448726	1	1
BHLHE40	0.008482497032439095	0.003174760196731972	5	1	0.4214535901059944	1	1
LPIN2	0.030562921706343987	1	6	0	0.42142863363543137	1	1
LOC113248686	0.0033718440381856705	0.12501082879782666	3	0	0.42129849489573484	1	1
LOC113254331	0.034342741587539395	1	5	0	0.4206947513368791	1	1
F8	0.0029419104547462344	1	6	0	-0.420630745364568	1	1
AKAP7	0.03128309853432084	0.6797284813352344	7	0	0.4200235691802683	1	1
GMDS	7.6732675130951493e-05	0.0023169038208783895	3	1	0.419937449358475	1	1
PITPNB	0.016710073657585645	0.38985513015235473	4	0	0.4194913113943549	1	1
DNPEP	0.005861632977986273	0.6370618866520679	8	0	0.41924703494271165	1	1
IL1R1	0.004264698878783578	0.0028486882593721868	9	1	0.41907400818525237	1	1
FBLN2	0.0154712753431481	0.7217400876156754	5	0	0.41898615186998556	1	1
MAP1LC3B	2.5129215002057606e-4	5.2668323231904144e-5	4	2	0.41884262236283987	1	1
SUGP2	0.027549778755425962	0.3146010831876622	10	0	0.4188330878252068	1	1
HAT1	0.001197936818996334	0.002772550161392152	5	2	0.4187779390929739	1	1
BCL2L11	0.0016768782679715641	1	10	0	0.41871860506535874	1	1
ANKRD13C	0.00550408532292706	0.09039169797195297	4	0	0.41680714920997675	1	1
EFR3A	1.3086287170832418e-4	3.237740300270356e-5	8	1	0.41665189367092187	1	1
PIP5K1A	2.895505517583906e-4	0.011618111715023931	9	1	0.4161136393525872	1	1
TADA3	0.01561064106160773	0.07792971653739375	4	0	-0.41608143151459437	1	1
MET	0.03541682849555689	0.3910258876485719	4	0	0.4160512693735347	1	1
COMMD10	0.048798570130273444	0.029430492182509507	5	1	0.41590608338012175	1	1
ZNF684	0.029639457475392185	0.1359037913096147	5	0	-0.4156278797699332	1	1
BAZ2A	0.003565089059821603	0.3299191836459166	8	0	0.4155291510920339	1	1
PNRC1	0.0028061830168298403	0	2	2	0.4153018835721468	1	1
FAM160A1	0.01727997671833154	0.0759304246635548	5	0	0.41516142429549513	1	1
PARD6B	0.03932488932844573	0	2	2	-0.41514194532839677	1	1
MINK1	0.04341820066359422	0.048240190230600014	5	1	0.41474384700708206	1	1
LOC113258594	0.024370725048340057	0.7423892754631304	7	0	-0.4143001003239018	1	0.75
RNF19A	6.726273095404343e-7	0.009242128848349396	7	1	0.4141202973623155	1	1
MAN2A2	0.01953141740450323	0.009818030126458927	4	1	-0.4138735425015103	1	1
PDZK1	3.382989959089547e-12	0.0012802163577633227	7	2	-0.4137093472406569	1	1
CRY2	1.6056819535238408e-6	1.4910033438564148e-4	14	1	0.4132042504546468	1	1
NAT10	0.017855511300596563	0.10774065163848405	3	0	0.4127932135976171	1	1
RFWD3	9.021099069091383e-4	2.4251843334312963e-4	4	1	-0.41270637141590627	1	1
STARD3NL	0.029456125108973146	0.003369075199928014	4	1	0.41232113117554836	1	1
SCARB2	0.023830232886278734	0	2	2	-0.4121583231782947	1	1
SETD2	0.0011618560140025111	0.008618729991583508	6	2	0.41178151133064184	1	1
USP4	0.036307582589326703	0.22811166531482768	9	0	0.4116132374980477	1	1
CHST3	0.044583805092140424	0.31919641268800075	6	0	-0.41059141106748515	1	1
COL4A3	0.021840987807362607	0.05256364900489653	6	0	-0.4100090328627993	1	1
RBKS	0.011841072951778641	1	10	0	0.4098306537714174	1	1
CLCN7	0.01614909993559613	0.0015034349957891379	3	1	0.4097720745543422	1	1
ARHGAP18	0.022429343660297668	0.015036304817641616	4	1	-0.40944091611078104	1	1
SIRT5	0.003657954190151192	0.026771995629164616	7	1	0.40924683349206115	1	1
DHRS7B	0.024370725048340057	0.4710209021026192	14	0	0.4084077869183698	1	1
FAM214A	0.001218787392727058	1	8	0	0.40800408257817067	1	1
TXNL1	0.04195075075520092	0.013033926680336278	6	1	0.40795382332878	1	1
DERA	4.829032203160167e-4	0.04421580325094415	6	1	-0.40793125508001943	1	1
LAMB2	0.04091239632773802	0.6891648729793498	7	0	0.407616511328578	1	1
MRPS5	0.01914234377292091	0.0017797139153236574	6	1	0.4071010817957684	1	1
LOC113249139	0.023530108005335924	0.31237060665144617	4	0	0.4060358212215961	1	1
TNC	0.01670467093905929	0.001658074565724441	4	1	0.4058552712275272	1	1
MSMO1	0.010379586510490714	0.019138585334618763	4	1	0.4058367296062757	1	1
CROT	0.014094935255991885	0.04739098101075402	10	1	0.4055787451108025	1	1
ANTXR2	0.0016750019267827618	0.07074336899201301	4	0	0.40502906016564866	1	1
AMDHD1	0.04853038138353255	1	8	0	0.40497181334333054	1	1
KCTD9	1.6213731577356303e-6	0.09420123276035224	6	0	0.40390288224745335	1	1
SPARC	0.006626909409676143	0.011863607586964173	4	1	-0.4037312701303092	1	1
KLHL7	4.738896080028723e-15	0.3012385073707743	11	0	-0.4033301352593488	1	1
SEC23B	0.026279395078433566	0.2729929621732985	8	0	0.40299490871671556	1	1
MXI1	0.0426306075184501	0.04196213268209546	4	1	0.4025415136806505	1	1
TRABD2B	0.003584963375188029	0.06535645903568328	4	0	-0.40246522817966834	1	1
CUNH1orf198	1.4207365272109388e-7	0.008937505054381439	6	2	0.4017964810571897	1	1
LOC113262879	0.01954671441645658	0.5123104933756227	7	0	0.40179454230176215	1	1
FAM156A	4.458284729973394e-4	0.007039960207102442	12	1	0.40151768285416317	1	1
RNF168	0.006958415691503463	1	5	0	0.4013398865569051	1	1
CLN5	0.022501964542570647	0.13774292657675374	4	0	0.4007405372832392	1	1
RALGPS2	0.04782039414520811	0.06190705500650528	3	0	-0.40017203457694583	1	1
EMC1	0.02927325668333422	0.20051969515704418	8	0	0.3999459598546735	1	1
YPEL5	0.003542634934029341	0.018349512575157954	7	2	0.39988838075389316	1	1
VEPH1	2.1756867341876028e-4	0.0014167764847051937	7	1	-0.39923221555707616	1	1
DNAL1	0.0030762053640500113	0.009240866126932146	4	1	-0.3990493073799157	1	1
LOC113265650	0.03653499888833944	1	3	0	0.39896303361940505	1	1
KLHL3	0.026078461817520254	0.07295452279316283	3	0	0.39887590852266996	1	1
RASA4B	8.390315784534445e-4	6.241825731563726e-4	15	1	0.3987588781667366	1	1
MIPEP	0.04916270395362625	0.03710188440542991	3	1	0.3987228114486779	1	1
ROCK1	9.18488937507177e-5	0.05799165220656162	8	0	-0.3986891562680716	1	1
YTHDC2	0.004494328200309716	3.194142177417963e-4	4	1	0.39843343240759943	1	1
HTRA3	0.013536039771425614	0.45704074678464995	6	0	0.3983774077994843	1	1
RAB34	0.022992071176421342	0.1145459760822731	6	0	0.3974227572839219	1	1
FGD4	0.03389007742296357	0.002888598337978346	6	1	0.3973947171303574	1	1
LOC113247264	0.024284942699986854	0.026256115072374173	5	1	0.3959543304994896	1	1
LRCH1	0.0068761804193932016	0.026893995942260225	6	1	0.39577442782157773	1	1
ARHGAP1	0.041656626785803605	0.0481977367945424	6	1	0.39539805291701124	1	1
CCDC80	0.005819779168658066	0.02611279153477314	4	1	-0.3936259259081928	1	1
SPRYD3	0.014439531561425053	0.1082360428011894	11	0	0.39304494948569746	1	1
ARHGAP35	0.005978090954384331	0	2	2	0.39278141235104463	1	1
LOC113246149_EPAS1	0.007566361744939211	0.05078808901045538	6	0	0.392767409126744	1	1
GJC1	0.01618186291914116	1	6	0	-0.39268071450958075	1	0.75
HACL1	5.615085858250405e-8	0.12159923591591484	9	0	0.39079917160532773	1	1
CTNNBL1	0.03292904928112849	0.4397460551923609	5	0	0.3900596040835441	1	1
BFAR	0.03040897835699793	0.4262589371269675	8	0	0.3894332163120842	1	1
GRAMD2B	0.024527060046201966	0.17646037663072722	4	0	0.3893586951633702	1	1
ECPAS	0.0021402284758137375	0.3055585225209444	12	0	0.38816792175447046	1	1
LOC113249190	0.003986664855187266	3.200223007396636e-4	3	1	-0.3867587932321271	1	1
PIGG	0.03252597525748751	0.40922792905208366	5	0	0.38622551697992424	1	1
LTBP2	0.03397155842342157	0.025979190201424276	3	1	-0.3861756235150927	1	1
LOC113267060	1.9529716111523466e-4	0.0043835839052036	6	1	-0.38553876692195044	1	1
MAFF	0.038157867634681625	0	2	2	-0.38496934831584456	1	1
ABL2	0.027870840335192205	0.43262071437662164	6	0	-0.38496290759303764	1	1
BCL2L13	0.011296263534636686	1	11	0	-0.384857527539446	1	1
LOC113261110_TMEM30A	0.024370725048340057	0.28035325829068697	3	0	0.3846822755583359	1	1
CDK5RAP1	0.019804294465456264	0.048979616775775364	9	1	-0.3844695144190965	1	1
DKC1	0.04879002264850484	0.12821568740213535	3	0	0.3844484895465433	1	1
ST5	0.025887975441714627	0.06345425216826181	4	0	0.38444391159560887	1	1
DERL2	0.007823051237877868	0.6381823823663716	7	0	0.3843472962344481	1	1
ABCD3	5.2960393968217046e-5	0.2742191744456496	10	0	-0.38376344139543106	1	1
MYO1B	5.963123655649729e-4	1	8	0	0.38311722233694095	1	1
TSG101	0.01614909993559613	0.13118678618033788	10	0	0.38242394681924174	1	1
SCFD1	8.738485336756727e-6	1	11	0	0.38190149325134665	1	1
ABLIM3	0.005063269567637923	0.5010249794740209	8	0	0.3814050835335295	1	1
DAZAP1	0.03915374042458515	0.0017980023687243648	8	1	0.38081161602299257	1	1
SPG11	0.007566361744939211	0.06591435979247805	8	0	-0.3800433142436015	1	1
ADAMTS9	0.02181832464065269	0.04747155973319597	5	1	-0.3798385859179159	1	1
COL3A1	0.002956827171058274	0.012892859427335677	5	1	0.37950223013113926	1	1
NBN	0.012431575919299042	0.05422770422257777	13	0	0.37937116015514555	1	1
MED24	0.013059632825685044	1	13	0	0.379013813728086	1	1
GPD1	0.04421306391090863	1	9	0	0.3778857042926506	1	1
GMPS	0.014593828357865976	0.006751103548207967	5	1	0.37778722493330763	1	1
QTRT2	0.027549778755425962	0.16998801989405848	4	0	0.37753905606324384	1	1
MANBA	0.002461350038996965	0.2560130491311017	7	0	0.3771614468132376	1	1
TIA1	0.0182155592086175	0.4174786558734492	10	0	-0.37677040740415957	1	1
GPC3	0.03847025280762237	0	2	2	0.37618026093713464	1	1
FAM118B	0.03219350109756168	0.3036793197712262	10	0	0.37601116944407825	1	1
CASKIN2	0.029639457475392185	1	7	0	0.37524430291866107	1	1
DYRK1A	0.030706388894165167	0.5967417205185807	11	0	-0.3748769170134835	1	0.75
TMEM168	0.02197270786919677	0.0025896572037973553	5	1	0.3747675640132411	1	1
KIFAP3	0.00550408532292706	0.0015857833035728976	6	1	0.37441911470570244	1	1
ACAP3	0.017663426260532855	1	3	0	0.3742683648300122	1	1
LOC113243522	0.01808602988052723	1	12	0	0.3739624461635738	1	0.75
LOC113270466	0.01314080072669904	1	10	0	-0.3738084786791512	1	1
ATXN1	0.015735978425195737	0.09804216643714636	6	0	0.37368797485644123	1	1
CAPN5	0.048798570130273444	1	6	0	-0.3736185581791278	1	1
UBE2Z	0.017065871643515453	0.11520134380030517	3	0	0.373591392665527	1	1
DCLK2	0.017843983844118935	0.29819801648744165	3	0	-0.3732773598652764	1	1
ARFGEF1	3.6937064186427353e-4	7.342070981664223e-6	4	1	0.3725252834255652	1	1
LGALS8	1.8112747050594435e-5	1	10	0	0.3714020224167942	1	1
GUF1	0.034953951594515795	0.3614906105884669	7	0	-0.3712764009398558	1	1
ERI2	8.911670600857864e-10	0.10643455054665386	9	0	0.3712358612618425	1	1
IFI44L	0.04884340129895417	0.1080190191618556	12	0	0.3709752132798808	1	1
ZNF667	0.009523395600550369	1	4	0	-0.3709070850970943	1	1
SRP54	0.003657954190151192	0.20092483597700878	8	0	0.37020497282948484	1	1
MLXIP	0.007025757635295622	0	2	2	0.3699486654527536	1	1
SLC27A1	0.016262844805549476	0.12577593735345596	10	0	0.3697872530407673	1	1
CSGALNACT1	0.0025465183713116422	1	3	0	-0.36963331037820074	1	1
INF2	0.012919639448918472	0.6084944683173634	10	0	0.36903692932154936	1	1
SHISA5	0.005478442385422015	8.717314688118709e-4	4	1	0.36843780850330593	1	1
ST3GAL5	0.016596060033928422	0.5449558830578378	5	0	0.3682395842353263	1	1
POLE3	0.0346090673976197	0.12039472615113089	3	0	0.36822338123769083	1	1
TSTD2	0.03970867588247145	0.07560254305702159	4	0	-0.3681089567459168	1	1
SMC5	0.04649648688792123	0.5723426797191041	8	0	0.36780949834907933	1	1
FOXO3	0.041656626785803605	0	2	2	-0.367603453489032	1	1
DDRGK1	0.008142831722176174	0.10089928097658157	4	0	0.36747510979141856	1	1
EIF5	0.007948850291243316	0.013528681111591662	8	1	0.36744039993043076	1	1
TAF2	0.014166616412171068	0.1745392776558385	6	0	-0.3673576465017029	1	1
GBF1	0.024126285817860763	0.324720030112822	7	0	-0.36706612800872196	1	1
LOC113244591	0.0037183788208671673	1.0340355863589721e-4	4	1	0.3661092409656675	1	1
EXOC6	2.233499355575219e-4	0.18623858207683044	8	0	-0.3660610089636285	1	1
NAMPT	0.008121298050759274	1	5	0	0.3660325215407583	1	1
EVC	0.0011850091474906923	0.1711474481422637	4	0	0.36577331420293757	1	1
COMMD7	0.009527422520043708	0.47689642272748417	9	0	0.3650667010912093	1	1
LOC113270621	2.7039172068041165e-4	4.54319591386999e-4	6	2	0.36502575846285445	1	1
PPP2R1B	0.006638711209481294	1	12	0	-0.36442920244304283	1	1
LRCH3	0.014439531561425053	1	5	0	0.36273643361948704	1	1
ATP6V0D1	0.030601806913367995	0.004983600264707412	3	1	0.3624892093470905	1	1
CCDC47	8.930165871384629e-8	1.789542619955057e-6	7	1	-0.3621057876658199	1	1
MAPK14	1.9381265217204976e-18	2.3828044749697786e-7	11	3	-0.3609070282241292	1	1
CHIC2	9.211572583463847e-8	0.00195834595751703	8	1	0.3606662709118907	1	1
ITGA7	0.02897400119692123	1	14	0	0.360259669239554	1	1
DPYS	6.989182619355987e-4	0.006948256043438907	5	1	0.360140239021845	1	1
PEG3	0.031770791186665176	0.11746890888580098	3	0	0.3599229379822799	1	1
EIF3B	0.04618463958198261	0	2	2	-0.35965208918660785	1	1
WTAP	0.030129083933606297	0.05740491276670026	8	0	0.359629634766299	1	1
DENND2D	0.003381390069273226	0.06709067625794551	11	0	0.3595830632016933	1	1
MAP7	0.0011764346700403876	0.007538681849017533	6	1	0.3594035301913736	1	1
ZNF580	0.03952764930332194	0.33367403065988865	6	0	-0.35930602859422817	1	1
KATNAL1	0.031397882304967394	1	6	0	0.3590340939455773	1	1
SORBS1	0.002947150960354141	0.04199136145462674	15	1	0.35887321291299085	1	1
PGBD1	0.004880883234019548	1	7	0	-0.3583924070133859	1	1
THRAP3	3.848107237388959e-6	1.0107598704792528e-5	8	1	0.3578247868585114	1	1
DDX23	0.03970867588247145	0.34776950442979376	5	0	0.35778474239333824	1	1
LOC113263209	0.0033718440381856705	1	10	0	-0.3554342943863063	1	1
DARS	3.391713065334142e-4	0.027002756575962964	7	1	0.35518260150399383	1	1
TMEM94	0.04625733467230375	1	5	0	0.3549741689799761	1	1
MCM8	0.0032065154539116215	1	6	0	-0.3547832019137068	1	0.75
ZMAT2	0.018034187958139186	0.0030247599068080693	3	2	-0.3541580665945162	1	1
TRMU	0.039644662143666236	1	10	0	0.3536639951032473	1	1
STX6	0.04708312860677775	0.08010967669916437	6	0	0.3529045412400017	1	1
SORBS3	0.01628951376716991	0.2627695392147585	10	0	0.3527854095038809	1	1
SLC25A25	1.9234096161087518e-9	1	13	0	0.3523902263697368	1	1
PLSCR4	0.011725430342723733	0.6576084876488417	8	0	-0.3519059990191742	1	1
KDM5A	0.03707206072273278	0	2	2	0.3517242274727836	1	1
LMNTD1	8.459328243237506e-4	0.01798192258299612	10	1	0.35145864440435615	1	1
TDRD3	0.0038771463497927934	0.6068443667397951	8	0	0.35073174658930034	1	1
ERO1A	0.017258124159266523	0.10316126587350422	4	0	0.3503775429711432	1	1
GOLGA2	0.012002927964407054	0.24015839383355428	4	0	-0.3498747134175852	1	1
AGAP1	0.04879002264850484	0.1574176943275621	5	0	0.3488646338798419	1	1
BCORL1	0.02073909494757612	1	5	0	-0.3485825271332057	1	1
LOC113264440	0.009155670371023002	0.134410103126046	6	0	0.3471775976891477	1	1
PICALM	3.3574474438960816e-5	5.740402394449091e-5	6	2	0.34709073101876087	1	1
KREMEN1	0.03926598742609879	0.07056967122043047	3	0	0.3469886410656434	1	1
ARID5B	0.016437808669464905	0.0047930092912263226	6	1	0.34445690505273624	1	1
EXOC3	0.024370725048340057	0.16199139183646744	9	0	0.3443299547884581	1	1
TTC3	1.399421372455459e-6	1.101998445103741e-11	11	1	0.3441692675682564	1	1
ARHGAP29	0.011091468171244429	0.1256681865238045	10	0	0.34390016728751643	1	1
UBE3A	4.458284729973394e-4	0.013628032601451092	4	1	-0.3427974255965378	1	1
IFT81	3.201844545543498e-4	1	8	0	-0.342418894781162	1	1
CCNH	0.005431986377616217	0.11987721480181265	4	0	-0.3419365591283189	1	1
SORBS2	0.02299924783445864	0.645633968069184	10	0	0.34112742570193777	1	1
KYAT3	0.024270551610186486	1	7	0	-0.3407775634228151	1	1
TTF2	0.016596060033928422	1	3	0	0.34070337318557564	1	1
CCDC186	0.009541155975600277	9.533578318433107e-4	4	1	-0.3406416080749053	1	1
TARS	9.211572583463847e-8	2.5042801856149324e-4	7	3	0.34053218368563665	1	1
DLG1	1.126206352476998e-4	4.413631875842772e-4	8	1	-0.34030619979334303	1	1
GSTO1	0.03040897835699793	0	2	2	0.3400613687541526	1	1
MBP	0.046716140579395445	1	7	0	-0.3385775883339977	1	1
ZNF217	0.007948850291243316	1	3	0	0.3379376346491089	1	1
HSPA14	4.0803643992196867e-4	1.1474789445513621e-4	7	2	-0.337735609903324	1	1
ITFG1	0.0011237312623864006	0.00260024472078266	4	1	0.3368376471920331	1	1
TMEM59	5.002803366174661e-7	0.0010861516823784869	7	1	0.3365498489274734	1	1
NEDD4	0.0013750768914489754	0.21131454068920266	7	0	-0.33636127188357645	1	1
UGP2	5.432035201187712e-4	1	10	0	0.3360439396142585	1	1
RND3	0.01774265263239557	0.00416945453878407	4	1	0.33593058868545644	1	1
SAMHD1	0.03751204542705263	1	9	0	0.33591300428782056	1	0.75
MSI2	0.021239734359844772	0.06428773716933915	6	0	0.3358863507034339	1	1
PPP4R3A	6.658476952647382e-7	4.523349681182346e-5	7	3	-0.3357504088103329	1	1
GK	0.012933224003792695	1	6	0	0.3357335200356139	1	1
