gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_cortex-Atrium)	pct_gene_expr	max_pct_tx_expr
PPP1R10	0.04284397707213566	0.097066253824376	7	0	0.3381091002836695	1	1
CCDC141	2.0435362382785412e-4	1	8	0	-0.33764933000393654	1	1
PCDH7	4.309433045953353e-4	4.303850942245108e-5	3	2	-0.3366591532618849	1	1
ZNF654	5.9640946786940655e-5	2.0003622879934954e-4	7	1	-0.3359345976745124	1	1
SH3TC2	0.027296773023614163	1	5	0	-0.3350962734718259	1	1
RGN	0.008508612265100027	0.12899535542866405	4	0	-0.33403627786404355	1	1
PRPF3	0.00961844573141886	1	14	0	-0.3338423855997061	1	1
COPS3	0.046959097293034394	0.14862008139651678	5	0	-0.3335622185413104	1	1
KLHL32	3.830805897202557e-7	0.011171638216142615	8	2	0.32936175166080844	1	0.8333333333333334
ASPSCR1	3.34107878382633e-10	0.36173695770556974	13	0	-0.32738681008951065	1	0.8333333333333334
AKAP2	4.578077482174911e-4	0.010735287529429871	7	1	0.32704301966293603	1	1
LOC113246261	6.067287257865513e-7	0.8429151783482721	9	0	0.322922776738626	1	1
GID8	0.002825261332034751	1	7	0	-0.3228594255426254	1	1
SESTD1	0.02450391906234109	1	13	0	-0.3225686346709319	1	1
PPP4R3A	0.012797994388869468	0.026329212062556128	6	1	0.32144938780331445	1	1
TUBB	0.006108366296866641	0	2	2	0.32095425530529886	1	1
ABI1	0.01804309475833894	0.6761208362214317	11	0	-0.3208138623505288	1	1
APBB2	0.020995890958042215	1	7	0	0.320154102225309	1	1
LDB3	0.020995890958042215	0.024452668395985134	7	1	0.3179386495740871	1	0.8333333333333334
LAMA4	4.1511054712409614e-5	0.27294135042017	12	0	0.31716334924628764	1	1
CRYAB	1.0953404791455108e-4	0	2	2	-0.316037564925731	1	1
VEZT	0.014622765868790091	0.061456920459705695	10	0	0.31475524992719867	1	1
KLHL7	0.003937993080138224	0.007398522112627373	10	1	0.31447848536198497	1	1
TTPAL	3.20541047386348e-7	0.005617714659619914	8	1	0.3138833684245173	1	1
CDC14B	1.5907337637819117e-5	0.039601823145389785	8	1	-0.31384925404961367	1	1
UBR3	0.0038312673419670594	0.0014276044908111936	3	1	0.3124104943383871	1	1
HNRNPA2B1	3.994115997588477e-4	0.08880876482414382	5	0	-0.31067184806135756	1	1
RIDA	1.006811270870501e-4	0.0011903915308583211	3	1	-0.3105917343985385	1	1
ADGRF5	5.802445277042847e-6	0.0032024712077890942	6	1	-0.30985048601970555	1	1
WARS	0.014605986802602606	0.06799416470191337	9	0	-0.306587735253842	1	1
PI16	0.007397139957513726	1	8	0	0.30642714722114794	1	1
SH3D19	0.0017043879541677632	0.009157500193034514	7	2	-0.3060149604951231	1	1
PBRM1	0.01325719690562667	0.16577986104280595	11	0	0.30583697899755496	1	1
ANXA6	0.012642474674196274	0.14270119548077953	5	0	-0.3050979099032318	1	1
LIMCH1	2.2868072638782098e-14	0.05579342731840827	10	0	0.3038500268065967	1	1
CELF1	0.008377593601356797	1	11	0	-0.30291082453976226	1	1
NFIB	0.009511970570623822	0.028467851743083288	5	1	0.3021438416443705	1	1
SNX14	0.005325072877068304	0.03144807546092616	16	1	0.3016709196870103	1	1
CES3	0.02990711254615514	1	10	0	-0.3014439145085289	1	0.6666666666666666
PRKAG2	0.024339064952006606	1	5	0	-0.30021147613588217	1	1
CYTB	0.04491628740724092	1	3	0	-0.30007621518912886	1	1
SNURF	5.2868167736755855e-6	0.0368727207170346	4	1	-0.2989551110995523	1	1
MAP4	1.29570657164766e-10	0.06971005136513451	13	0	0.29892272849201224	1	1
RABGAP1L	2.0384219786626216e-7	8.550435169387331e-8	3	1	-0.29881199796879243	1	1
CUNH20orf194	0.005369093316719544	0	2	2	0.298123174088594	1	1
RAB3GAP2	0.049323885749697566	1	5	0	-0.2979428849689394	1	1
BNIP2	0.0030262267365073416	0.01665122255666508	7	1	-0.2958576449413086	1	1
LPL	0.0034926168950918136	0.07671437360614497	4	0	-0.29479632698743985	1	1
DDR1	0.01174250209845997	0.89469586983414	6	0	-0.29247026930145875	1	1
MYO6	0.029513477475488575	1	12	0	0.29228099605299707	1	1
MYL6	8.344227004538825e-5	1.6834652686977826e-4	3	2	0.291461697384282	1	1
ARHGEF7	0.026070780236199388	1	15	0	-0.2910151970366196	1	1
CXCL12	0.014141007368105194	0.005382017577475641	3	1	0.28999037612003153	1	1
CKM	1.0896957383352346e-4	4.005262867260017e-4	4	1	0.2892529882362832	1	1
LUC7L3	0.042146284862721546	0.05792730481539579	10	0	0.2884584729752785	1	1
KIF1C	1.2317006061668209e-4	0	2	2	-0.28648813459686556	1	1
FXR1	1.1120960037377884e-30	1.3941807033126313e-9	7	3	0.28481885942005136	1	1
TGM2	0.03638892662117899	0.20264644095096113	3	0	-0.2845501691779774	1	1
NID2	0.011347428517297524	1	7	0	-0.2832286180516264	1	1
ENAH	4.580461680878109e-4	1	5	0	0.28094983559037334	1	1
ARNT	0.0014728378169303934	0.4703340580469921	10	0	-0.2800831955155087	1	1
C2CD5	8.086745578181937e-10	0.04135854556699501	14	1	-0.27923527266250414	1	1
KDM5C	0.024934702116464	0.18652512783810887	7	0	0.27901698804675523	1	1
DCAF8	0.044514440637848984	0.874196333907554	8	0	-0.2786462689173668	1	1
SNRK	5.6021281019116185e-5	0.00447051728069215	5	1	0.278103714473472	1	1
ELF1	0.04490026297593019	1	6	0	-0.2765903952231025	1	1
PCNT	0.03384031721909514	0.34856345133918937	9	0	0.2748312504938146	1	1
IDS	7.42414349865559e-6	0.3158612142720995	5	0	0.2748270722953958	1	1
RUFY3	0.005480773327767916	1	8	0	-0.27420539430829394	1	1
SMARCC2	0.025027833260758914	0.16743293496097558	6	0	-0.27343064358050234	1	1
SWT1	0.046581075079037644	1	7	0	-0.2725753033917853	1	1
MRPL24	0.03496709706104617	0.3856323586212391	4	0	0.2724505420252764	1	1
SLC25A12	1.693505928363973e-5	0.6398385122376343	16	0	-0.27172137055253875	1	1
HIP1	0.036960416906836095	1	4	0	-0.27105079276591126	1	1
DST	1.6529843948197415e-30	4.058779428545305e-6	18	2	0.26849000995137207	1	1
MYLK3	0.011347428517297524	0.27425325636952186	4	0	-0.26809662994408057	1	1
NDRG2	1.6537053311220887e-6	1	7	0	0.268068414121589	1	1
SLC8A1	0.008284005477546376	0.001575796241754027	4	1	0.2679088484238813	1	1
TCF3	0.015964611895629754	1	9	0	-0.2674174694626925	1	0.6666666666666666
SUPT20H	8.002894415087805e-4	0.5502789606403354	18	0	-0.26597944428851966	1	0.8333333333333334
SDHD	0.02990711254615514	0.00531949899725119	3	2	-0.2654932547113099	1	1
CALD1	6.171871314839904e-8	0.6721162467474974	14	0	-0.26469636067714175	1	1
AGL	0.016281198087025994	1	9	0	0.26354514130934903	1	1
GOLGA4	3.4633527083929763e-4	0.020141508570593505	8	1	-0.2630072006377363	1	1
USP25	8.397552926579723e-6	0.008671251923279083	6	1	0.2626179623761066	1	1
RAB28	6.479225454192928e-5	1	6	0	0.26195881014367145	1	1
ANP32A	0.0020075143427018658	0.5306786531205601	3	0	-0.25974379295371836	1	1
EHBP1	0.019999872414125573	1	12	0	-0.25920548488789363	1	1
CUNH6orf106	7.958286686931507e-9	9.385660886248326e-4	4	1	-0.25862353900870716	1	1
DMTN	4.3235099979777334e-4	1	5	0	0.2578841295803717	1	1
CRAT	0.005301238184633952	4.557906973476674e-4	3	1	0.2556439299620674	1	1
PDHA1_LOC113242247	0.00662059753065325	0	2	2	-0.2556009413511104	1	1
ZMYM2	0.046040379291782875	1	11	0	-0.2555093404745742	1	1
PSPH	0.047128337714359654	0.5813704723563379	6	0	-0.2550300926402834	1	1
CPT1B	4.199571171689316e-4	0.013425668008804638	12	1	-0.25496697768162774	1	0.8333333333333334
CTNND1	0.04914277082218363	0.8850682852859445	10	0	0.2518308259821751	1	1
MAP4K4	7.112520579249576e-4	0.8587512401215296	10	0	-0.2516015783338943	1	1
DGKZ	0.021148197772774036	1	13	0	0.2506583459073629	1	1
PLD3	0.02990711254615514	1	6	0	-0.2479653590606724	1	1
TACC2	0.0021717537305938925	1	16	0	0.24678427493500632	1	0.8333333333333334
SYNE1	0.022613497368768432	1	10	0	0.24673279123978661	1	1
DUSP26	3.6320878774544e-4	0.06749834940712679	5	0	-0.24234904719914982	1	1
PLS1	0.046581075079037644	1	11	0	-0.24128625682075072	1	1
LTBP1	1.1130811649566648e-9	0.40905504484525573	8	0	-0.24012028507230446	1	1
SMARCA1	0.0010164641453867566	1	11	0	0.23893281825918597	1	1
CAMSAP2	0.03250394843997195	1	4	0	-0.23853920707489712	1	1
ITGA5	0.03354248674499433	1	7	0	0.23852777432954994	1	1
TNKS2	0.0315696283751614	1	3	0	-0.23777527915131155	1	1
SCP2	0.049323885749697566	1	4	0	-0.23713704326310658	1	1
PRKAG1	0.0457692615412741	0.12993940709647353	5	0	-0.23705898208500287	1	1
YTHDC1	0.011012974858632243	1	7	0	-0.2348911111253841	1	1
MEAF6	0.020876720333644527	0.16310290064006178	8	0	0.2333374412298295	1	1
MAP3K20	2.0291229856677794e-12	3.200772532004648e-8	5	2	-0.23192782292807462	1	1
ARHGAP12	0.028532380646325697	1	8	0	-0.2314686509900971	1	1
NCOA4	5.440098484560897e-4	2.999071829857806e-4	5	1	0.23004964514296813	1	1
APPL1	8.645313406595522e-5	0.03063922214248357	7	1	0.22872821223677633	1	1
BTBD1	0.0457692615412741	0	2	2	-0.22742441028493277	1	1
YBX1	2.515917753397434e-7	0	2	2	0.22729226573275296	1	1
PTPN11	4.473766282202753e-4	0.009365343632211845	3	1	0.22619789108028743	1	1
MTMR3	0.002331794339261713	0.772432112877377	11	0	-0.22561316948736854	1	0.8333333333333334
NCKAP1	7.680067433376409e-4	0.011469964598789576	5	1	-0.22496472140900892	1	1
AKAP11	0.0018640050258252438	0.18769383300421133	5	0	-0.22482206944916056	1	1
PHF14	0.008284005477546376	1	11	0	-0.22270202846353748	1	1
MYO9A	6.39685247655444e-5	0.09391667467017809	6	0	0.22113675771243582	1	1
ND6	4.1924407482520843e-05	1	4	0	-0.22029632741914865	1	1
NRP1	0.04046705185128977	0.2737594052731505	7	0	-0.21744440566786236	1	1
ARHGAP24	2.1787299391588113e-5	0.0011007467817712993	6	2	-0.2159060952253252	1	1
PDZD2	0.01469385799798812	1	7	0	-0.21356413486706105	1	1
ABLIM1	1.2215138665953041e-8	1	6	0	0.20880042966561418	1	1
TSC22D3	0.045099450862043214	1	5	0	0.20769843970573298	1	1
SLC20A2	0.003545089268736077	0.16156429528419605	4	0	0.20641944926549505	1	1
FBXO21	0.032669511440059584	0.10723282006995168	8	0	-0.2063840076128035	1	1
CAST	3.1380094455158562e-9	0.07930811062187276	14	0	0.20485731536212134	1	1
PLEKHB2	3.4985528475441866e-4	6.182204694371066e-5	4	1	-0.20398285925913962	1	1
MIA3	1.9587167017067434e-6	8.951011483398231e-4	9	1	0.20194197763345131	1	1
APP	2.1540964592454177e-5	1.1617009063818569e-4	6	1	0.2012639471209805	1	1
HNRNPM	5.150855656953155e-4	0.029031113934271508	8	1	-0.19812810636740505	1	1
USP11	0.005209396457998681	0.672310332548851	12	0	-0.19657849251849435	1	1
MKKS	0.010299775331611818	1	3	0	-0.19434703895009908	1	1
PPIP5K2	0.03557229140944625	1	11	0	-0.1942287891110613	1	0.8333333333333334
RPA1	0.04284397707213566	1	3	0	-0.18925992182633977	1	1
ATP2C1	0.01324729966614883	1	9	0	0.18894935464291424	1	1
USP15	0.004152944014324661	1	15	0	0.18177137018273817	1	1
ND1	0.0020075143427018658	0	2	2	0.18127413129198378	1	1
PCBP2	0.015004248121520706	1	13	0	-0.18122257715850137	1	1
RBFOX2	0.03154988777516277	1	10	0	-0.18081053652058615	1	1
HSPA9	0.009511970570623822	1	4	0	0.18019118842905701	1	1
ACAD11	0.008284005477546376	4.297158384949541e-4	4	1	-0.17923315222983985	1	1
ECI2	0.014167658701195978	1	7	0	-0.17817997982986927	1	1
CLASP2	0.02275000030045783	1	16	0	-0.17661855617585823	1	1
MATR3	3.914052740972958e-4	1	9	0	-0.17269847623788426	1	1
PACSIN2	0.015329329840864341	1	13	0	0.17118608262003354	1	1
NAP1L1	1.7022475786726774e-16	1	7	0	0.16895546731798533	1	1
SNX2	0.002799575759741856	1	4	0	-0.16891568765929088	1	1
PRKAR1A	0.02072879500083624	1	5	0	0.16275313610682102	1	1
YWHAE	2.7313651166501426e-6	1	5	0	0.16157144929418013	1	1
HDGF	0.006928540907938596	1	4	0	0.16148710364006447	1	1
N4BP2L2	3.005771815273805e-4	1	8	0	0.1597803751254204	1	1
PNISR	0.006281882438708889	1	14	0	0.1583490607047366	1	1
SPARCL1	8.226747626371271e-4	1	9	0	-0.15795171463976174	1	1
PCNP	0.03931921209121145	1	9	0	0.1545513498267955	1	1
MPRIP	0.029513477475488575	1	6	0	0.15171443046244895	1	1
VAPA	0.017154116247719984	1	3	0	-0.14968581099283262	1	1
CLIC4	0.008508612265100027	1	3	0	0.1483250234506365	1	1
PICALM	0.012492600936819953	1	8	0	0.14744856533914452	1	1
TNS1	0.01010156659982198	0.057766264238807846	9	0	-0.1470294809403368	1	1
LMAN2L	0.022272921594452388	1	8	0	0.1437615438254541	1	1
NDUFS2	0.008612099231793287	1	6	0	0.1412766706703594	1	1
ZMYND11	0.039587996733842085	0.33046612938135594	10	0	-0.13759556554443436	1	1
OSBPL8	5.6664839452167424e-5	1	11	0	-0.13754730197836773	1	1
STT3A	0.0315696283751614	1	5	0	0.13415484449140114	1	1
ACTG1	0.0020265998632595273	0	2	2	0.13051404351484475	1	1
CHTOP	0.0066588852419366094	1	19	0	0.1298554917836882	1	1
ADCY9	0.029513477475488575	1	3	0	0.128869259733815	1	1
TRIP12	0.0021717537305938925	1	12	0	0.12837105675900637	1	1
PPP6R2	0.025546286184463453	1	6	0	-0.1263379694890186	1	1
UBE2D3	2.6402303574485863e-10	1	11	0	-0.12417277529653378	1	1
MBNL1	7.06966474053898e-4	1	14	0	0.12357020283791188	1	1
LTA4H	0.04634382366553977	1	3	0	0.11552213012614951	1	1
SPTBN1	1.839089542808701e-5	1	7	0	-0.1130830271988807	1	1
PSMD4	0.03651059920247401	1	3	0	-0.112785405340166	1	1
LOC113249364	0.011394674309398467	1	8	0	-0.11234311603762206	1	1
EEF1A1	0.0016769225377550408	1	3	0	0.1081340250688543	1	1
LOC113253249	0.0016121822277970856	1	4	0	-0.10381504929695373	1	1
HDLBP	0.026913419386799337	1	10	0	0.10224622674549473	1	1
PFKM	4.928730953527176e-4	1	6	0	-0.08630934327823284	1	1
HSDL2	0.02771878213186667	1	5	0	-0.08460712450736521	1	1
SEPT7	0.0033845973871291855	1	5	0	-0.06903256675810175	1	1
