gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Kidney_medulla)	pct_gene_expr	max_pct_tx_expr
ESR1	0.007393460390688075	1	6	0	-0.37430218108100166	1	1
OLA1	0.001685089293602684	0.022152374997569002	3	1	-0.37401161587683984	1	1
STARD8	0.04413568527294415	0.04562946710210225	3	1	0.37332683351924945	1	1
NSRP1	0.00522102464155561	1.1736870321462522e-4	5	1	0.3706417621497481	1	1
TCN2	0.021922763155238723	0.06493000995648408	6	0	0.3694244154681742	1	1
VPS52	0.00765725959837954	0.8833190476630645	8	0	-0.36936812848866296	1	1
LOC113252430	0.0032966734543168337	0.049139702479636546	4	1	-0.3691984649835209	1	1
FAM135A	0.02426807639337834	0.2061960956886271	6	0	0.36873219634222726	1	1
IRF2BP2	0.006834985807168241	0	2	2	-0.3682163902457274	1	1
KLC4	0.02135695469727407	1	4	0	-0.36805211628759144	1	1
LIMCH1	1.2599002731142224e-9	8.2085967610822e-4	8	2	-0.36676848193689665	1	1
GTF2I	9.231166656184902e-4	1	10	0	0.3661377046001365	1	1
LAS1L	0.04898101938219433	1	14	0	-0.3660243633762066	1	0.75
TFPI	0.017156903908509755	1	10	0	-0.3649428402094376	1	1
SRP9	0.004204363503654215	0.16965150945749624	5	0	-0.3640778588805843	1	1
CSRP2	0.0032966734543168337	0	2	2	-0.3636804465984642	1	1
PJA1	0.006898361351871647	0.010255512425963668	3	1	0.36254995941407986	1	1
RAB43	0.012731707477728832	1	4	0	0.36237632800793473	1	1
PPP1R13B	0.01824185741909286	0.6277247253767192	4	0	0.3619905397227838	1	1
BTBD1	0.014655810371038016	0.13383522044811652	4	0	-0.36079673227498804	1	1
GAB1	2.3506826595725755e-4	0.3157389276661159	6	0	-0.3606616640068442	1	1
CNTRL	0.0049235844291880045	1	8	0	-0.3602875995219298	1	1
RPS6KB2	0.003015565783521322	1	13	0	-0.35939455676252385	1	0.75
NCOA7	0.0033777490709655978	0.0023874304202888916	5	1	-0.3589878552175077	1	1
RIOK3	7.0529512758321e-4	0.0971939818482763	8	0	0.3589580059405507	1	1
ZNF250	1.004861486017286e-4	0.6389261940277999	7	0	-0.3588134159430943	1	1
CALD1	0.010321341342305584	0.23536108822483665	8	0	-0.3582381978059195	1	1
ABCC2	0.02625167120512465	0.05642169647071221	5	0	0.3573205451739	1	1
VIPAS39	0.001357653667378904	0.2275546624037108	9	0	0.35685216194544567	1	1
DEF8	0.038763223339539056	0.20194511190601708	7	0	0.35672643544557203	1	1
MCM8	0.010333323632094967	0.6766495489774603	6	0	-0.35628080148035257	1	1
NRAS	0.00391118335212188	0.07871080464407955	6	0	-0.3560392735849429	1	1
MTG2	0.02753463563830375	0.10698872538514403	12	0	-0.3557468094795538	1	1
ARHGEF2	0.03561644944873879	0.008830590008495679	7	1	-0.3550527900402861	1	1
SYAP1	0.04782733128012639	0.010645987790939166	3	1	-0.3549810812512345	1	1
TARBP1	0.032835865664943946	0.6214581649851029	6	0	0.35478706173504954	1	1
PHKA1	6.861198086481015e-4	0.08798665966116363	8	0	-0.35444185126262373	1	1
POLR2E	0.005990844837930985	4.0044742320391235e-4	3	1	0.35410599886317373	1	1
ZHX1	3.582703421072021e-6	3.635900326925205e-7	5	1	-0.3539925343745197	1	1
CXCL12	6.222113615364211e-4	1.7511381374015066e-5	3	2	-0.35274127400505506	1	1
LOC113261234	0.0020091544550664532	0.04278713478773564	7	1	0.352641506856276	1	1
APC	0.012029210959832755	0.004588610035370292	6	1	0.35252009915992355	1	1
DNAJB9	0.0029794666709878587	0.1645887102017287	3	0	-0.35237668498303387	1	1
RNF125	0.049840003828854486	1	12	0	-0.3515173061870304	1	1
TNKS1BP1	9.067698771330099e-10	0.07116577487604445	3	0	0.350460432849226	1	1
USP33	0.022707560985558626	0.2278839863346763	5	0	-0.3503252122202952	1	1
HAT1	0.00539893140229942	0.0026119969961060532	5	2	-0.3502304105962647	1	1
LOC113245319	6.683077683044226e-4	6.651490845395729e-5	4	1	0.3498157683568067	1	1
HMGXB4	0.03174622720445048	0.23897893781432986	5	0	-0.34967610149636574	1	1
MTIF2	0.01191380310206183	0.015763189009664644	6	1	-0.3495679754178209	1	1
UBE3A	0.005034770733391716	0.005962801175479015	4	1	0.3494622461500847	1	1
HDAC5	0.04413474980164002	0.04667197531175988	4	1	-0.34877162961452934	1	1
LRRFIP1	0.0037039125344259486	0.09414144983031796	5	0	-0.34835585513436196	1	1
CSTF1	0.004346867955333567	1	5	0	-0.3481345324812421	1	1
GPBP1L1	0.003415861829886706	0.004801687147891606	10	1	0.3468229407981538	1	1
CUNH6orf203	0.022326650799475493	0.4157609043098077	3	0	0.34576384645455693	1	1
GBA	0.03576825784869614	0.6492792898237403	11	0	-0.34321616147112793	1	1
COPS7B	0.03323782308877614	1	7	0	-0.3425866907090593	1	1
SMC6	0.03382941040565753	0.22471268940172895	4	0	0.3421840143639594	1	1
LOC113261047	5.558849351911302e-4	0.0017938502955945966	7	1	0.3414107894343007	1	1
PLA2G7	0.03561644944873879	1	9	0	-0.34097033751794065	1	1
COL14A1	3.012100911864439e-9	5.005998116448656e-4	10	3	-0.34073243534540104	1	1
SLC16A5	0.04413474980164002	0.12842793412913822	5	0	0.3405574420393218	1	1
TOPBP1	0.0020124146473731092	0.018714090941927077	6	1	0.3373606380986912	1	1
ATXN1	0.0050712872844620735	0.01387974054460361	6	1	-0.3369444209262493	1	1
OPTN	0.026146670561378687	0.006860254273793203	5	1	0.3368999116882607	1	1
GAK	0.021515723670072526	0.056026646890121795	5	0	-0.3360527769214605	1	1
HEATR6	0.007480863021466781	1	7	0	0.3351186301728443	1	1
ZFC3H1	0.029110138858391733	0.32249142422308574	3	0	-0.3331595418331683	1	1
CLSTN1	2.2949394103849293e-9	0.006329691897757396	7	1	-0.3329404374254483	1	1
GAA	0.028954504215873065	1	9	0	-0.33293902732865455	1	1
BECN1	0.02210287618545915	0.4939905160864513	10	0	-0.3324808277831887	1	1
TTPAL	0.0059957378160444075	1	6	0	-0.3308380308315391	1	1
RBMS1	0.00961133703253062	0.02462813608773482	8	1	0.33024057359689774	1	1
LOC113248512	0.002958817868163108	0.5636911136594865	4	0	0.329666151795425	1	1
MAPRE1	0.014336027257387234	0.8550518866059241	5	0	-0.32963723143589563	1	1
NBL1	0.022707560985558626	0	2	2	-0.3295105431565868	1	1
ZNF436	0.0073469760557489236	0.006243841236513018	4	2	-0.32869135214986067	1	1
WDR12	0.0015419206989955739	0.031208623861829717	4	1	0.3278860252535072	1	1
CD59	0.0167317768980105	0.010795378827769249	3	1	-0.32741971595557523	1	1
DHX15	0.0073469760557489236	0.007598731753600198	4	1	-0.3271737944649509	1	1
SLTM	8.668276979004598e-4	0.005662785649206652	5	1	0.32707570643898254	1	1
PHKG2	0.036266290362010366	1	12	0	-0.32702074038864126	1	1
GALNT11	0.01874829284345127	0.08846239042834779	11	0	-0.326514174753637	1	1
MPEG1	0.020533038168907173	1	3	0	0.3258325132645846	1	1
NUMA1	0.003336329482100071	0.10632011587017283	10	0	-0.32513652265159365	1	1
CROCC	0.022829227923413162	0.003045378970420098	3	1	0.32480771710533396	1	1
SLC11A2	4.649177124443336e-5	0.34895235887676607	14	0	-0.3236631315793452	1	1
NFE2L1	1.2837864181280893e-6	1.9380684056725803e-4	6	2	0.3234681148024114	1	1
AKAP13	0.009468008867038469	1	13	0	-0.32261229815954917	1	1
ADAM10	0.004944059543477467	0.039463208592973746	7	1	0.3221336817411146	1	1
TANC2	9.267162606326758e-4	0.6724450412948914	7	0	0.3219668728913285	1	1
SLC43A2	0.01522782335093283	0.01674677001066904	5	1	0.32110388734908524	1	1
ABHD14B	0.0014947731017758434	0.102444530751413	4	0	-0.3194054944448399	1	1
TMCO3	2.1118828776712453e-6	0.049374683443599916	11	1	-0.3192546422823541	1	1
ESYT2	6.047722555647918e-4	0.5194956289787013	6	0	-0.3186203015881851	1	1
DPM1	0.0025250446759480885	3.454005125703308e-4	3	1	-0.3183132316018805	1	1
RUFY3	0.014655810371038016	0.2783165677294887	6	0	-0.3181563622684381	1	1
ZFAND5	3.9772072736431486e-5	3.56291787941894e-4	5	2	0.3177737480712624	1	1
SMCHD1	0.010741499098955123	0.03591759225231784	4	1	0.31748241264284083	1	1
RCBTB2	0.0029565440747681233	1	11	0	0.31630897160215604	1	1
KLHL12	0.041687554547709775	1	7	0	-0.3161888495054135	1	1
NUCB1	0.007084728441143469	0.01721252789748764	5	2	0.31582003511339013	1	1
CTNNB1	0.010284649759893086	0.06916539681236694	6	0	0.3156856826455584	1	1
SSH3	0.010093073610013823	0.24539627083846002	9	0	-0.3156550396362363	1	1
IRAK4	3.800184789522139e-5	0.15684457159146098	12	0	-0.31433865359733787	1	1
SPART	1.2732499365508482e-8	0.09665990798621485	9	0	-0.3143355676430808	1	1
MGAT1	0.03882061659316323	0.007943565927581098	3	2	0.31404772701714023	1	1
YARS	0.01811878478461611	1	8	0	0.31323532508603086	1	1
EHBP1	1.5829003022795396e-4	0.47112064457554154	11	0	-0.3128020051259201	1	1
ETFDH	0.04943718020352864	1	11	0	0.31245283265928847	1	1
HNRNPR	0.01850063295363605	0.24802947227407293	8	0	0.3122988985113966	1	1
SCRIB	0.002668844194913577	0.040839233715580583	5	1	-0.3118911540353735	1	1
ACIN1	6.54992252946624e-5	0.0035349819959771597	11	2	-0.3116259550021446	1	1
WDR45	1.9478602691448764e-4	0.0101864195441133	10	1	-0.31097985756300595	1	1
UBA1	0.001103362697745795	0.013096236547171297	7	2	-0.3106026141519982	1	1
ADCY6	0.038641740585675176	1	9	0	0.3101374324038937	1	1
CAV1	0.009146498002483723	0.0032014668148870455	3	1	-0.30974846829501096	1	1
AP2M1	0.03506127805421457	1	3	0	-0.30919239076824656	1	1
FGFR1	4.289128347648335e-4	0.02603958283877712	8	1	0.3090743235338586	1	1
SREK1	0.0021062376609664608	0.004586697499728392	8	1	0.3077653510418389	1	1
SCARF1	0.03636180110904681	1	7	0	0.3077369302367366	1	1
ACSL1	5.749635126418076e-4	0.06360593424251468	12	0	-0.3074268143270358	1	1
LOC113248444	0.0020022496274779192	1	16	0	-0.3070772722189982	1	1
TSGA10	0.04935896875550859	1	6	0	0.30607092273558906	1	1
PDGFRA	0.04323672169064906	0.09417465688614246	5	0	-0.30420574330429623	1	1
PDE4D	0.010474890428884144	0.42358114911033534	6	0	0.30324848676286975	1	1
ARL5A	0.014184441193058102	0	2	2	-0.30284712837762956	1	1
CDAN1	0.03109579088268107	1	9	0	-0.30267275564315455	1	1
PLRG1	0.04261476789402913	0.4269783717164846	3	0	-0.3023548105418802	1	1
BNIP3L	0.023645319762023144	0.018097919803217063	3	1	-0.30197468713171216	1	1
WWTR1	0.033586428122164495	0	2	2	0.3015996482223272	1	1
APOOL	0.022707560985558626	0.1682880982749942	4	0	-0.30153701528084564	1	1
SPECC1	0.008162463822920858	0.028592281699198665	5	1	0.3015073864602028	1	1
ANKRD6	0.02230359528607089	0.5101775740091318	7	0	-0.3012373477531111	1	1
GNAI1	0.029110138858391733	0.6238565567351042	6	0	-0.30067415373411677	1	1
PPP4R3A	3.714720018856932e-13	0.17545424486054037	7	0	-0.3003479271553567	1	1
YPEL5	0.04465970850044254	0.009985997408244008	7	1	-0.30017851466037637	1	1
HSPA4	3.2514017726555404e-4	2.617021252787388e-5	4	1	-0.29943553114611576	1	1
SYNE3	0.03254077108204297	1	6	0	-0.2982961891619661	1	1
FAM53C	0.030611944804775585	0.11643664317529338	4	0	0.2978141638000313	1	1
SPG11	0.00322607169699039	0.04065379148076424	7	1	-0.2976445162344666	1	1
EP400	0.0490349578977084	1	10	0	-0.29755518696963207	1	1
LOC113247645	0.012610219520224002	1	7	0	-0.29730569223290926	1	1
DNAJC10	6.478340781094547e-4	0.053200760828909434	7	0	0.2948609572895547	1	1
PPP2R5C	0.030093160952592356	1	10	0	-0.2945880412465346	1	1
LOC113249008	0.0010106148750905304	1	5	0	0.29392257654095166	1	1
CD47	1.3434848614199636e-11	4.978124685531555e-6	7	3	0.29320344384776664	1	1
GCFC2	0.025730215560955453	1	6	0	0.2929975012188463	1	1
ESCO1	5.0188950803370965e-6	0.016518724890664874	9	1	0.29281738991044903	1	1
LOC113260329	0.026206693980928664	1	7	0	0.2903313334203016	1	1
AMBRA1	0.03382941040565753	1	9	0	-0.2902698535266738	1	1
TUBGCP3	0.0378161761212659	0.6192096837807205	10	0	-0.29014178692811515	1	1
FGGY	0.044906743977190806	1	8	0	0.28948178170949523	1	1
AK4	0.02701735823976593	0.1109754774880716	9	0	-0.288342508763275	1	1
ATF7IP	3.964201270800344e-4	0.08915861471818014	9	0	0.28810475810484326	1	1
RSRC2	0.0015259490564256096	0.4217094800848626	7	0	-0.28767239775404224	1	1
AGAP1	0.0012388566329766808	0.22940908943768645	5	0	-0.28727204634911785	1	1
SAFB	0.01811878478461611	0.18115164608388182	8	0	0.28682430870447073	1	1
SYTL2	2.9941632276520495e-6	0.00665121054357206	6	1	0.28672664925548674	1	1
TGDS	6.871969077785933e-4	1	11	0	-0.28661950666960184	1	1
TBC1D12	2.445717095078124e-5	3.813993945970576e-7	5	1	-0.2855671660084411	1	1
SLC18B1	0.00725824507139303	1	17	0	-0.2852282011962378	1	1
DOCK9	3.384710826115498e-4	0.04078325887663006	8	1	-0.2850898648613832	1	1
MANBA	0.023834181582990034	0.6999377627889102	6	0	-0.2837695269279124	1	1
R3HCC1L	0.015849954802830992	0.5290197786441099	8	0	0.28345548166367734	1	1
CEP70	0.003199535054380027	1	7	0	-0.2834457152076195	1	1
MIA2	0.001198003441611212	1	9	0	-0.2834089431921845	1	1
KDM3B	7.015649986878078e-5	0.9449822050139098	3	0	0.2824654490466683	1	1
MAPK14	6.860303039057268e-4	0.1521624239609878	7	0	-0.28218780062863025	1	1
COPS4	0.022801727057308176	0.22260593009917948	6	0	-0.28210510134692024	1	1
RBPJ	0.03673921887342135	1	6	0	-0.2812868113071465	1	1
UBE2V2	0.02552586612001008	0.11796670651720392	4	0	-0.2807692249676785	1	1
SNX5	0.009104317393638893	1	7	0	-0.280333803637357	1	1
LRRC8A	0.015324936215348132	0.003097709234587748	4	1	-0.2801876501080516	1	1
AARS	0.01976915978241491	0.002987921361549092	3	1	-0.2801152426884572	1	1
RTKN	0.009961451232969548	1	9	0	-0.28005715053589453	1	1
CCNL1	0.04657782742992571	1	15	0	0.2799221839082188	1	1
TSR1	0.0012562974627203989	0.6137340801180291	7	0	0.27845452002810633	1	1
MOSPD2	0.025362346783755593	1	5	0	0.2782598583179106	1	1
RNF19A	0.015293775421516274	0.06880443471136251	8	0	-0.2777640072674991	1	1
CYLD	4.616521629003776e-6	0.04153485764157661	9	1	-0.2777629678534702	1	1
MYLK	1.8638224622606777e-15	2.0873975848448394e-7	9	1	-0.27652712961980924	1	1
NIPA2	0.007231765731523214	0.010433124404157524	7	1	0.2763417859743088	1	1
LOC113246261	9.259773217184142e-4	0.35567528677972365	10	0	-0.2758572731665835	1	1
ASH1L	0.04840962186615762	0.0047401791456505304	4	1	-0.274745836441463	1	1
PHC3	0.02268021785638659	0.7280778610575822	8	0	0.2746828694504909	1	1
GALNT12	0.03840805704499989	0.7617000452632156	3	0	-0.2742301147407816	1	1
MYNN	0.00961133703253062	1	6	0	-0.274024293785448	1	1
FLNB	0.04109907947128636	0.09756212483715436	7	0	-0.2732253143300211	1	1
BRD1	0.04629605817270197	1	7	0	0.27306362436770604	1	1
PCBP2	4.893515709429828e-9	9.310078351985116e-4	9	2	0.27271073348787755	1	1
REV1	0.028105969559219315	1	7	0	-0.272636641964089	1	1
DARS	1.3434848614199636e-11	0.03801090960779661	5	1	0.2715855277042063	1	1
SEC63	4.17013330603145e-7	0.004049973328734363	7	1	0.2713290970604506	1	1
AFDN	7.503985565591074e-9	0.09593048977584569	9	0	-0.27091991714359126	1	1
DDX17	0.007567578609649636	9.726294234545775e-4	4	1	-0.26996564332832684	1	1
YPEL2	3.2729136791887674e-4	0.005150381060530419	5	1	0.2698290829823061	1	1
VPS28	0.021077775663879566	0.12765170897387532	5	0	0.26953015533434516	1	1
ITPRID2	0.017965656714014237	0.28352061074066937	8	0	-0.2692232982616044	1	1
WDR37	0.03427074705753924	1	8	0	0.26912847133709805	1	1
STAT1	0.01709502102766483	1	5	0	0.26912490437031	1	1
VIRMA	0.0012513106456705219	0.08237561599188017	9	0	-0.2680545782293882	1	1
GRK4	0.011457812842335387	0.2639821403584993	9	0	-0.26795136882800097	1	1
WDTC1	0.01445104163768897	0.0020946505909249405	5	1	0.2675322967185513	1	1
PICALM	2.3400506603542896e-29	7.392103026667628e-13	7	1	-0.2674931694422086	1	1
LOC113248431	2.9374633292088323e-6	0.06802805000670932	14	0	-0.26710971545726236	1	1
HSPA9	8.944038345785175e-4	0.006124488028728686	4	1	-0.26683776176451546	1	1
THOC1	0.01641478493643217	1	9	0	-0.2665754308493147	1	1
TBL1XR1	0.0016162967605499123	0.5049685302684181	9	0	-0.26629846555566317	1	1
PSMD4	0.002668844194913577	0.0011804488954374615	4	2	0.2662671558426023	1	1
NAALADL2	0.03794328690137491	1	6	0	0.2659571727582673	1	1
THRB	3.633804099715277e-4	0.13127786700832883	12	0	-0.2659284441430751	1	1
SRI	0.0018775549137699326	5.928220294638621e-4	3	2	0.2651265728364307	1	1
TMEM94	0.04412394325163593	1	8	0	0.26509668262827185	1	1
AKT3	0.010284649759893086	0.02074266729951259	4	1	-0.2642115848746217	1	1
ZDHHC20	2.3815248286073892e-5	1.652696574626862e-6	6	1	0.2638116894650662	1	1
MEF2C	6.678695453004564e-6	0.1897349214410781	11	0	0.26361959599667995	1	1
LIN54	0.015849954802830992	1	8	0	-0.26184128975811094	1	1
ACAD8	0.04492570779539728	1	6	0	-0.2613037021726432	1	1
LRP6	0.022358614544146633	0.008030912304056712	3	2	-0.26016604665198884	1	1
LOC113254434	1.1004320926827816e-6	0.2340426975469403	12	0	-0.25997818112439297	1	1
NCOA6	0.02703150604834219	1	7	0	-0.2592461614128617	1	1
IFRD1_LSMEM1	0.018372511800353014	0.767927309897333	5	0	0.2592193431121421	1	1
XRN1	6.047722555647918e-4	1	7	0	0.2591121779330388	1	1
PRKAB2	0.011080183825109838	0.7527803327137846	12	0	0.25885710158634995	1	1
NAA50	9.947908075884143e-4	2.952256312866393e-5	4	1	0.2586293862631809	1	1
SHISA5	0.04657782742992571	0.631007244717767	4	0	-0.25812738899139587	1	1
CFH	0.006834985807168241	0.05584367799446368	6	0	-0.25803716164275553	1	1
ABCF1	7.427493124878319e-5	1	12	0	0.25782789007787915	1	1
SPTAN1	0.0024522457443307962	0.025254894760192513	9	1	-0.25751953748897327	1	1
GRAMD2B	0.001798308643963412	0.09543771485015311	4	0	-0.2572815036641363	1	1
RBBP4	0.016041239406968572	0	2	2	-0.2560790317823538	1	1
HNRNPH1	0.0021985224193686917	0.004899120108086493	6	1	0.2555344121135712	1	1
G3BP2	0.016189315869674786	0.05829982570149599	7	0	-0.2552698710829538	1	1
DDX52	2.579682487208013e-4	0.019100823004719804	7	1	-0.2548279799414096	1	1
MECR	0.046364412275666775	0.15361962439601642	4	0	-0.2546105962093907	1	1
MAP4K3	3.376931185672478e-9	6.5756686171561475e-6	4	1	-0.2539522999002219	1	1
DAG1	0.0048380941336545425	1	8	0	0.2522307105540122	1	1
PRDX6	0.013030631835113316	0.002544720469000619	4	1	-0.25213462165371575	1	1
CUNH5orf22	0.0054968651191024355	1	12	0	0.25201521701892	1	1
RINT1	5.640022757345736e-4	0.015295924674980093	9	1	0.2508750930530935	1	1
ZNF106	4.1066935078605196e-7	1.3405872029224634e-4	8	1	0.25065849119877825	1	1
RBM26	0.014626404102017904	0.09037997312732475	4	0	0.2505025311983163	1	1
DGKQ	0.012029210959832755	1	6	0	-0.25026070477870793	1	1
DPP4	2.213275700095425e-4	1	6	0	-0.2500101340479556	1	1
JMJD1C	0.006834985807168241	0.007471473694311609	5	1	0.24999413287829553	1	1
DENND4C	0.0059441559888514	0.03850755975219597	4	1	0.24983377068438017	1	1
PQLC1	0.042584095705093035	1	5	0	0.24967788809545594	1	1
MOSPD1	0.028377216329015662	1	9	0	-0.2495491423602327	1	1
KLC1	0.0012017525820506084	0.09165918267003406	13	0	-0.249057740157929	1	1
FUCA1	0.03254077108204297	0.10125784968152138	3	0	-0.24901646228976315	1	1
PIGO	7.016648529761017e-4	0.4330594982388195	14	0	-0.24897702331601812	1	1
ARHGEF7	0.010636915390829572	0.1783408558245175	14	0	0.248845958934191	1	1
MARCH6	0.0015259490564256096	0.0016373656648875346	5	1	-0.24861096619379103	1	1
PTPN3	3.3426447914934674e-4	1	11	0	0.24859980370964996	1	1
DCAF6	0.0319296894487754	1	6	0	-0.2484477119192676	1	1
PRPF4B	5.793213741563893e-4	0.0031625003837609275	13	1	-0.24788911292581267	1	1
EIF5	0.03641858112625791	1	9	0	-0.24748938436832968	1	1
SARAF	2.7955343618009698e-12	8.935073628358283e-8	5	2	-0.24745359438826262	1	1
SLC44A1	7.588726906045496e-4	4.049509429034867e-5	3	1	0.24710040349452345	1	1
FMO2	0.013921973006740435	1	7	0	0.24698924791461865	1	1
SEPT10	7.028698220804348e-5	0.016291291401848675	6	1	0.24660259207930524	1	1
TAPBPL	0.028362529324886962	0.11124941887180252	5	0	0.24646157336602575	1	1
KANK1	0.018677323322160638	0.441836588615816	8	0	-0.24605516708729228	1	1
PPP6R3	4.3397492089361256e-4	1	14	0	-0.2459658876908105	1	1
OSBPL8	7.1011446417183035e-6	1	11	0	0.2450081263707537	1	1
GLO1	0.02359413666244929	0	2	2	-0.24464750432225257	1	1
GHITM	0.03857797695407587	0.046179761199075235	3	1	0.24382948020555362	1	1
S100PBP	0.03397853468327921	1	12	0	-0.24365075658395538	1	1
SRSF10	0.0022140253918003085	1	9	0	0.2420035375072943	1	1
KPNA1	0.011468185965930178	0.0012703202788942568	3	1	0.2408387316249716	1	1
TTLL12	0.0016042299680444278	0.11514801567848536	5	0	-0.24034980740247058	1	1
KSR1	0.001505671447091185	1	7	0	0.24011981118600878	1	1
FIP1L1	1.1699696964874942e-7	0.07952714594229715	11	0	0.23996978201852814	1	1
RPS6KA3	6.678695453004564e-6	1	8	0	-0.23988595316275824	1	1
GPATCH2L	0.04061047258394892	0.8770254424735358	5	0	-0.23955262878346034	1	1
KEAP1	0.013098585998071989	0.0026419854598015774	6	1	-0.2393231563277318	1	1
KCTD9	5.16198524127288e-5	1	8	0	-0.23894597891063862	1	1
SCP2	0.006898361351871647	0.017531231409213907	4	1	-0.23880552888230644	1	1
CHTF8	0.035120020074730564	1	9	0	-0.23840991681690996	1	1
LDAH	0.02864703215386153	1	6	0	-0.23825374925893875	1	1
AP2A2	0.009995484922723476	0.787825401278957	7	0	-0.2382508560129959	1	1
PNRC1	0.02359413666244929	0	2	2	-0.2375190452704372	1	1
PUM1	0.013759361365890318	0.02721714136170169	6	1	-0.23744917398328647	1	1
NHEJ1	0.045698692138489455	1	8	0	-0.2370167820768522	1	1
CTNNAL1	0.002358134589178865	0.0671282498164349	5	0	0.2365435763255927	1	1
LIMS1	0.021077775663879566	0.006859592064237354	3	1	0.23557456474875094	1	1
LOC113253631	0.009146498002483723	1	5	0	0.23527198995470483	1	1
PXDN	0.023523847429242968	0.003889144696514181	5	1	-0.2344784783150562	1	1
USP9X	0.03397853468327921	0.11358382594901409	8	0	0.2342808779049445	1	1
ELOVL5	0.02916451434239148	0.19323259169726134	9	0	-0.2322941839030479	1	1
ATP8B2	0.004271333453877172	0.0011766221075218144	4	1	0.2322031400126856	1	1
ZNF462	0.01850063295363605	1	9	0	-0.23191635391510518	1	1
CEBPZ	0.029945806983516527	1	3	0	-0.23036141238018595	1	1
ADGRF5	0.01522782335093283	0.09028357725319625	5	0	0.22955213626428728	1	1
JAK1	7.33954317420835e-4	0.048887994523199446	7	1	0.22922530944094807	1	1
CASK	0.0026340530774832892	0.7105479891932494	6	0	0.226953779155613	1	1
ZMYND11	0.02806679105463593	1	8	0	0.2264542709597949	1	1
LOC113263654	0.0054030176899856315	1	14	0	0.22611274473636517	1	1
UAP1	0.004063325125606742	0.5955437249847613	10	0	-0.22603126159624168	1	1
CSNK2A1	0.04545985455961191	0.9999167205676994	3	0	-0.22591587674966446	1	1
GPR180	0.009146498002483723	0.4112031896116228	7	0	-0.225411858287909	1	1
SETD2	0.02647307149716319	0.0031307700595735047	4	1	-0.2250711716705076	1	1
BICC1	0.03218264119952983	0.36040396060773305	4	0	0.22477708496881274	1	1
KIAA1614	0.003919340015198599	0.8772115656420131	6	0	0.22370176474539724	1	1
TACC2	0.006341714870081279	0.6055251926833831	8	0	-0.22364896581472118	1	1
TNFSF10	0.0023691236147493694	0.11160556299468426	11	0	-0.22362628366574924	1	1
FAM13C	0.002345487414522738	1	8	0	0.22222592479775047	1	1
SAR1A	0.006843170176040466	0.014362700595675718	3	1	-0.22216417863433158	1	1
EIPR1	0.018372511800353014	0.16983273513219943	4	0	-0.2215972718314907	1	1
PNPLA6	0.015384025043808543	1	13	0	-0.22123177530672153	1	1
CLPTM1L	0.0027300454599381864	2.7895080401616883e-4	5	1	-0.22120950878448375	1	1
RAD21	9.59270669863371e-5	0.006780783692872011	7	1	0.22043692565433196	1	1
LMBR1	0.023834181582990034	0.08884114464036541	5	0	-0.2194148116663412	1	1
SLC25A36	0.037298722897172815	0.12398560265563363	7	0	0.2193552632767986	1	1
MDC1	0.03345196812377364	1	18	0	-0.2183325620176351	1	1
ECM2	0.0020028975224855197	0.021016502894964626	6	1	-0.2181873172334636	1	1
SRSF7	0.009146498002483723	1	8	0	0.21762862901683427	1	1
KAT6A	0.01850063295363605	0.38330925431497875	5	0	-0.2166057294498296	1	1
DMTF1	0.028447713336685145	1	14	0	-0.21586365339128502	1	1
PIK3R4	5.451603397108617e-5	0.023328662237278638	6	1	-0.21394994325329061	1	1
LOC113262695	0.002837230879455662	0.020740121748965282	9	1	0.2137789960206818	1	1
PABPC1	0.0071459439207430765	1	5	0	-0.2135758769286839	1	1
RNF13	2.8628502109467198e-05	1	9	0	0.213034574064548	1	1
CAT	0.0013805099523760173	1	9	0	0.21276474809722185	1	1
KMT5B	0.008019419159136988	1	9	0	-0.21213333398439696	1	1
CELF2	3.2824511688432645e-4	1	9	0	0.2121151098662809	1	1
SEPHS1	0.04061047258394892	1	5	0	-0.21158332750100334	1	1
MARC1	0.0037639251822154077	1.4311746076245505e-4	4	1	0.21039213833459786	1	1
SLC20A2	6.061922899128694e-4	1	5	0	0.21025719641124702	1	1
COL12A1	0.03035816525146133	1	5	0	0.21024467998268537	1	1
EFCAB14	0.010237118293175126	1	9	0	-0.20984964178226861	1	1
PHF20L1	0.0027300454599381864	2.518831364882071e-4	5	1	0.20867405454098187	1	1
IWS1	0.042096806956369304	1	10	0	-0.2086243201419919	1	1
PPFIBP1	2.526454726325446e-4	0.6679182124007288	6	0	-0.20845871236145164	1	1
LOC113242772	0.015884351337730113	1	7	0	-0.20766782438137743	1	1
GTF2H1	6.683077683044226e-4	1	13	0	0.2068919999690093	1	1
TPT1	1.2175406170090833e-5	0.0017506255598190368	4	1	-0.20674703384878035	1	1
ABI1	0.046439844948860255	1	8	0	-0.2061823648610815	1	1
RAB14	0.0015516246108850656	5.529171637497852e-5	6	1	-0.2060316927547944	1	1
LDB2	0.02388521355270962	1	10	0	-0.20565349472018918	1	1
IPO7	8.636184781936873e-5	0.012287206126777582	7	2	-0.2026091863081916	1	1
VPS13D	0.006510572256973284	1	4	0	0.20122687335505035	1	1
CLCC1	0.03345196812377364	1	14	0	-0.20089156000787914	1	1
LOC113249104	1.5668775025937215e-4	0.07554445568818417	9	0	0.19969915641255076	1	1
