gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Liver)	pct_gene_expr	max_pct_tx_expr
GART	0.03487759197040716	0.02070055147931452	8	1	0.3527714272402107	1	1
SORBS3	0.030278101353590048	1	11	0	-0.350975129372689	1	1
GRAMD2B	9.217113760768155e-4	1	4	0	-0.3473721660438294	1	1
GTF2I	0.02861791652147526	1	9	0	0.34698078491043904	1	1
ZCCHC8	0.0018394898817675736	0.3980662049191947	5	0	-0.34651702588885736	1	1
DHX15	0.03545223377288916	0.03757568656611178	6	1	0.3464639846624551	1	1
RICTOR	0.03333908876476483	1	8	0	-0.3463774483848028	1	1
ESR1	7.392099253335944e-4	0.005606239311974362	6	2	-0.3458182071175217	1	1
WDR45	0.004260258534817859	1	9	0	-0.34294974833611747	1	1
PHKA2	2.9170599745217143e-5	9.553518310843127e-4	7	1	0.3428225834939265	1	1
PLEKHA5	0.029405567095195245	0.15224724604521755	6	0	-0.34254064078970275	1	1
AP2B1	0.006514022930699141	0.0010384369054404947	5	1	-0.342421386803951	1	1
LOC113265899	0.015244687039478897	0.08669433572860143	5	0	0.34210644387919	1	1
C1S	6.573041926224346e-9	7.24795694643693e-12	4	2	-0.341602395538679	1	1
ARHGEF10L	0.0240759033744801	1	6	0	0.3407160239073994	1	1
PTPRB	0.010391584407540573	0.03217613241093599	3	1	-0.3388641675173342	1	1
ME1	0.029120625658894193	0.015096337139930175	3	1	-0.33784012738969693	1	1
MITF	0.0016150066225060341	0.014217332811784743	6	1	-0.3372408397205046	1	1
ASAP3	0.0011102116472623438	0.005662788812552278	5	1	-0.33631915295184656	1	1
SIPA1L1	4.8186178002322503e-4	1	4	0	0.33579449876934575	1	1
WDR5	0.0051727236750839945	1	9	0	-0.3356770337696187	1	1
HNRNPA2B1	0.009637964383665753	0.004025955735395723	7	1	-0.33512012340319597	1	1
LACTB2	0.016752650194667842	0.07372038225601893	3	0	-0.3348316862956382	1	1
PTCD3	0.036227582688861434	1	12	0	-0.3342669841397965	1	1
MAPK6	0.038561593816808244	1	5	0	0.33392449283293313	1	1
MGAT1	0.03345586294568077	0	2	2	0.33385011589419133	1	1
DNAJB9	0.026178108004887554	1	4	0	-0.3314723576021179	1	1
PLIN4	0.014839208657758843	0	2	2	0.3309622440240278	1	1
IL34	0.02014830531163585	0.7826892059972196	6	0	-0.330006348326482	1	1
NRP2	0.021085518595942425	0.26583868297773755	4	0	-0.32867102055025005	1	1
CLU	0.01049412208317735	1	10	0	0.32830929963991584	1	1
LOC113248432	0.04291394080369421	1	5	0	-0.3281584424238415	1	1
FBLN1	0.001249009688184301	2.060817257044318e-4	4	1	-0.32720152005696046	1	1
CCNH	0.010867383783404802	0.2773737567919374	4	0	0.3261870297119751	1	1
CTNNB1	0.01662320917508903	0.06866797897858	6	0	-0.32594829671629105	1	1
CXCL12	0.0025558675097135807	2.759883468602377e-4	3	1	-0.32557261585061514	1	1
AHI1	0.03937309556348921	1	9	0	-0.325353888427297	1	1
COL6A3	0.003278875192372447	0.0653208627562244	6	0	0.32385666837147675	1	1
SRD5A1	0.043955624336324106	0	2	2	-0.32382360287717193	1	1
CDK8	0.049564806222497586	0.423116896511929	6	0	-0.32240512497959717	1	1
MAP3K20	1.1450684443554984e-4	7.488335259214188e-5	4	1	-0.32132318198408927	1	1
ADRA1A	2.743497159445386e-4	1	10	0	-0.3212759160824834	1	1
ATP11B	0.013820163271043476	0.2577635931512462	6	0	-0.3181376049715344	1	1
PTPN3	0.0036444712525680804	1	10	0	0.31686574474441176	1	1
FLNB	0.004149249506879602	0.3141513810408089	7	0	-0.31474191079121394	1	1
DLG1	0.038561593816808244	0.6860145162347346	5	0	0.31451028227436095	1	1
LOC113262783	0.0029420558935714103	1	13	0	0.3138619967076212	1	1
YES1	0.0051727236750839945	0.14965516974279428	5	0	-0.3138289737556816	1	1
MTDH	0.001751983113581553	0.15933339312194716	3	0	0.311614761173698	1	1
MEF2C	0.02542300505469827	1	12	0	-0.3111635542494714	1	1
KLC1	0.008291745100493788	0.16669986458254457	12	0	-0.3108375573388568	1	1
SYNE1	0.02222739207667874	0.4421407296093436	11	0	-0.31076272332873484	1	1
NFE2L1	2.1874126661943848e-6	1.306334926008756e-5	6	1	-0.3103059063716468	1	1
AFDN	1.2622587243115843e-7	0.586402071483549	11	0	-0.3094472605181127	1	1
LRRC61	6.535708448187289e-5	1	9	0	-0.3091473287292218	1	1
COPS4	0.002078345831500423	0.2504560161913311	6	0	-0.30868159607574186	1	1
SMAD3	0.015707928938635044	1	6	0	-0.308250553148933	1	1
PANK1	0.01342769812637152	0.12519711161694036	4	0	-0.3071254057117756	1	1
ADA	7.333857563487028e-5	1	12	0	0.3056207945197485	1	1
PDIK1L	0.018023099725735316	1	4	0	0.30445949403659317	1	1
IL17RC	0.016752650194667842	1	14	0	-0.30401589704177173	1	0.75
MASP1	0.03163289920465783	0.010310730612040022	9	1	0.30399062514556163	1	1
BBIP1	0.04941579134230787	1	7	0	-0.3037926626421339	1	1
OSBPL1A	0.004929413443714893	1	4	0	-0.3023182542158091	1	1
FAM20B	0.02165094668060065	0.5450362037775208	3	0	0.3013446782202474	1	1
GPAM	4.4007272506496876e-8	1	10	0	-0.30054530468669305	1	1
PQLC1	6.271934439050498e-6	0.0013059498180086483	5	1	0.2995757349962922	1	1
SPTAN1	0.009315043433657973	0.01874603587342364	11	1	-0.2994476608332008	1	1
PTPN6	1.1665189763010141e-4	1	7	0	0.2992098823601408	1	1
DCAF11	0.03487759197040716	0.8601315063455461	14	0	-0.29871038155684104	1	1
VPS35	0.003360191938219023	1	6	0	0.2986427089779478	1	1
FKBP15	0.017503989274796614	0.39824873031628355	13	0	-0.29809701660456644	1	1
LOC113265233	6.184788097335315e-8	0.009435587689643022	12	1	-0.2978998943058354	1	1
WWP1	0.02392057647136196	1	12	0	0.29763407874654757	1	1
RPRD2	0.01051847123233985	0.7183104731348764	8	0	-0.2970026485933875	1	1
UROS	0.012545992634878343	0.3003965194135871	12	0	-0.29224128306327113	1	1
ZBTB38	0.044887136756909245	0.08519864602206936	9	0	-0.2899935741526357	1	1
RPS24	0.014353774409164743	0	2	2	-0.2898537107562558	1	1
ARL5A	0.04139025048276734	0	2	2	-0.28984432826545253	1	1
WAC	0.026178108004887554	0.00170983695399032	5	1	-0.2867938623873265	1	1
CFH	4.347732959570168e-6	3.57433952413162e-7	6	1	-0.2867820011759661	1	1
CCPG1	0.03842813728360864	1	8	0	-0.285162900962503	1	1
DDHD2	0.0024307005682268736	0.20762694316871014	6	0	-0.2845540039561013	1	1
POC1B	0.024798152381122443	1	5	0	-0.28393285505201016	1	1
APBB3	0.03345586294568077	1	10	0	-0.2831152441080929	1	0.75
CCNL1	0.038561593816808244	1	16	0	-0.28218034413896903	1	1
LRRCC1	0.046483454354734347	0.7113870695007322	6	0	-0.28084882501139397	1	1
SYNJ2BP	0.01679205157250624	1	4	0	0.27961104387928676	1	1
ZFX	0.02834439762964394	0.39149608196668184	3	0	-0.2790251421838147	1	1
ECHDC3	0.008943270375528565	1	6	0	-0.27811685077566106	1	1
KLHDC3	0.021542023868629193	1	8	0	-0.2766014753799178	1	1
VCAN	8.750673560478623e-4	0.11790173474350589	8	0	0.27631059311689726	1	1
KPNA1	0.01866093393229389	0.0031038515739198165	3	1	-0.27361503187594743	1	1
CYLD	0.002193188310109399	1	10	0	0.2730358019603577	1	1
HEXA	0.031724777503035796	0.30846639846995	4	0	-0.2726367839362681	1	1
NPC1	0.02020362920746616	1	5	0	0.27239244580066124	1	1
TANK	0.038452203188833786	1	12	0	0.27210047725700176	1	1
VIRMA	0.012881068006198442	0.4832521451263425	10	0	-0.27173688664975004	1	1
SCARB1	0.02464917792609752	1	7	0	0.27014946094261183	1	1
MOCS1	0.001041795262198098	0.07077044313467361	7	0	-0.2701091874440236	1	1
KIAA0319L	0.042326165671573573	1	8	0	0.2674843293966878	1	1
GTF2H1	5.039567654329175e-7	0.3489188423894622	10	0	-0.2671586636513935	1	1
CCNL2	0.009022078909388708	1	11	0	0.26694008462087804	1	1
FAM219B	0.003438306908309498	1	9	0	0.26563819247697534	1	1
GNA13	0.002280889328438568	2.866410888778063e-4	3	1	0.2653428411072109	1	1
ALB	7.820352652317141e-4	1	13	0	0.2641731165202708	1	0.75
ZNF638	0.03197226228320162	1	12	0	-0.2639922059637134	1	1
MARK3	0.006340923630573707	1	8	0	0.2634093399104602	1	1
CDKN2AIP	0.017465785760086575	1	5	0	-0.2632059036014472	1	1
FADS2	0.0051727236750839945	0.02097584253042852	4	1	-0.2610949128358081	1	1
ACOX1	0.003438306908309498	1	8	0	-0.26058770414229243	1	1
ERI2	0.02834439762964394	0.22916978489420717	7	0	-0.259528558162921	1	1
CFB	0.03529573998096817	1	13	0	-0.25858563301495985	1	0.75
DRAM2	1.1074702807545282e-5	0.11480067015593856	9	0	-0.2582038181905396	1	1
GGNBP2	0.03587435045587386	0.0060346919019550836	3	1	-0.25815103332466116	1	1
N6AMT1	0.046135323118353125	1	8	0	0.2579140625430149	1	1
CALD1	0.015244687039478897	0.12151979131761403	9	0	-0.2575619734557095	1	1
FBXL3	0.021045745851701665	1	4	0	-0.25749975209508147	1	1
ABCG2	0.002078345831500423	1	15	0	0.25667529693905444	1	1
RBMS2	0.003780207685832263	0.4296537195506424	10	0	-0.2556396953609588	1	1
SEPT4	0.0188490237320604	0.1603323962223573	6	0	0.25560236286012067	1	1
ANKRD13C	0.04941579134230787	1	4	0	-0.2555634045514369	1	1
SLC11A2	0.02133086769230186	0.4867218236640622	13	0	-0.2554102298584871	1	1
DARS	5.979831203281247e-4	2.403610658556659e-4	5	1	0.2549752674327668	1	1
VCL	0.002739816657846552	0.016778533301531524	4	2	-0.2546620148557174	1	1
SUCO	0.019821362988878845	1	5	0	0.2527932862508142	1	1
FTO	1.1450684443554984e-4	0.026989507483009736	9	1	-0.25271368219573964	1	1
SMARCA2	0.005580125516191752	0.18354668263149526	10	0	-0.249973673421612	1	1
TSPAN12	0.002112457066282127	0.4670975259644263	14	0	-0.24947219790389025	1	1
RPL38	0.044732922921798215	0.009550908090675143	3	2	0.2478063316900142	1	1
ATG9A	0.019821362988878845	1	18	0	-0.24669727668802413	1	1
SH3GLB1	0.035083468754261625	0.015539745440706382	7	1	0.24473000665551192	1	1
ACBD4	0.0225089939931831	1	17	0	-0.24369670783891392	1	1
RMND1	0.03688314577057423	1	7	0	0.2434078297620587	1	1
ELOVL6	0.0125395864656596	0.35572909971295985	6	0	0.24306241385712749	1	1
FN1	2.0197640750147314e-5	0.0010005834740661565	8	1	0.24284792956766907	1	1
TMEM59	0.04595632581454239	0.024892081232677173	5	1	0.24278976276108713	1	1
RAB3GAP1	0.0039879922313750624	0.8189204878898649	8	0	-0.24094292266310133	1	1
CD36	0.03545223377288916	0.041375016925808965	6	1	-0.24032984272586708	1	1
ASPRV1	0.042256529892046465	1	11	0	-0.23993951530586458	1	1
MARCH6	0.004838408528719301	0.0020733336968261915	5	1	0.23982711385307076	1	1
GAA	4.9552198764489875e-5	1	10	0	0.23949386116534738	1	1
VCP	5.4268515274571955e-5	9.045801190672386e-5	5	1	-0.23892982201329171	1	1
MAP3K7	0.04438630957695233	1	6	0	-0.23890101253135532	1	1
FMO4	0.04291394080369421	1	11	0	0.237611726010146	1	1
ACBD5	8.00666851053933e-5	1	10	0	0.23741511450875957	1	1
MYO1B	1.7818223259168694e-4	0.0012926197653744533	8	1	-0.2356351758921023	1	1
PCBP2	0.016360459658041244	1	9	0	0.23482491293889327	1	1
JAK1	0.04420051341156393	0.4962584994742538	7	0	-0.23444621455645887	1	1
AKT2	0.02699880909490816	0.2594221332217763	10	0	-0.2344236391683775	1	1
NRAS	0.03021578737711757	0.3622154913899045	7	0	-0.23059524954473065	1	1
LIMS1	0.02181669663450186	0.008370545092425177	3	1	0.22927532132660455	1	1
MEAF6	0.009022078909388708	1	8	0	0.22668030590501753	1	1
SLC20A2	0.015707928938635044	1	4	0	-0.22659177877055914	1	1
LOC113242918	2.1874126661943848e-6	0.028470253813536132	6	1	0.22454573543418793	1	1
SMARCA5	0.037755645926172546	0.8693567015867316	4	0	0.2217428785581962	1	1
SLC25A40	0.0017364163433317417	0.0060738290251329844	10	1	-0.22104288793990975	1	1
LOC113248518	0.03787941198952651	1	16	0	0.21937360879238577	1	1
SPTBN1	1.3093294421519418e-5	0.0026793952140318172	6	1	-0.21851212938785475	1	1
TMEM43	0.030401706189265663	0.002970011532787306	4	1	-0.21811515012769034	1	1
MIA2	2.6802087314017236e-4	0.42229287138234556	11	0	-0.21790950470086198	1	1
LOC113267549	0.020845370302078337	1	4	0	-0.2171194518649489	1	1
UBA1	0.006514022930699141	0.017180593215564866	7	1	0.21706998842873604	1	1
MAGED2	0.005160894477824206	1	5	0	-0.2168872387535404	1	1
ACIN1	0.027031613774459513	0.15413665142397856	12	0	-0.21471341912344077	1	1
CLIP1	0.024550634155734427	1	12	0	0.21341440317206167	1	1
BZW1	4.769750750688735e-4	0.02301979371309059	5	1	-0.21226524006870073	1	1
HLTF	0.001125637316165719	1	8	0	-0.2121870363708407	1	1
GPS2	0.03959072244915315	0.12854669393744655	5	0	-0.2103302928551086	1	1
LOC113270979	0.026508710262171293	1	14	0	0.2099005182886934	1	0.75
RBM6	0.008653350536478104	0.5203723885041953	12	0	-0.20978054588844836	1	1
NCOR1	0.022003078549556365	0.20994209504961875	9	0	0.20975164603286664	1	1
TNFSF10	0.01051847123233985	0.5212710791430277	8	0	0.20974500041140254	1	1
NSD1	0.003228768572534996	0.0490146810661687	8	1	0.20842165961974218	1	1
BRD2	0.01647956209143795	0.0475616594341404	11	1	0.20785176222338209	1	1
LOC113265994	0.017882534612420575	1	11	0	-0.204245784594708	1	1
CAST	6.804380061219517e-4	1	10	0	0.20369978646086367	1	1
OXR1	0.0010218420448641664	0.0930710149422659	7	0	0.20282753530883976	1	1
HSP90B1	0.017462418807262913	0.07658496327510643	4	0	0.20156134735191567	1	1
FAM156A	0.021461552258909253	1	17	0	0.20042809076191928	1	1
FLII	0.013820163271043476	1	5	0	0.19923289749994766	1	1
IPO7	0.00508373437756201	0.21398405759217037	7	0	-0.19752448470672856	1	1
MTCH2	0.026178108004887554	0.9507811350686732	4	0	-0.19648417896447723	1	1
CD47	0.006514022930699141	0.04432014207306172	7	1	-0.19607089384340717	1	1
MARCH7	9.217113760768155e-4	2.1229164287775383e-5	6	1	0.19602668257229855	1	1
AKAP13	0.0014087894663501375	1	13	0	-0.1957602535056898	1	1
CAT	0.0034845043423936714	1	10	0	0.19350275199884948	1	1
SREBF1	0.008591659528640109	0.7769263093808685	4	0	-0.1912915932025323	1	1
DOCK1	0.03931256306337807	1	7	0	-0.19002427128991675	1	1
TRPM3	0.04103822249258371	1	3	0	0.18905019421647823	1	1
STK38	0.005184852110244657	1	10	0	-0.18686055576477587	1	1
UCHL5	0.0051727236750839945	1	4	0	-0.1867946923707688	1	1
PDCD6IP	0.010104085581538884	0.1401257122828059	8	0	0.18524247796814283	1	1
KIDINS220	0.04498066038910677	1	5	0	-0.1841886214098958	1	1
SEC63	6.743098288503993e-4	1	6	0	0.18310397056959005	1	1
UFL1	0.014317337851239852	1	5	0	-0.18150159407153454	1	1
None	0.003152495899029217	3.0967481741535114e-4	3	1	0.1810218235643965	1	1
MIA3	0.015631814730295415	1	10	0	-0.18013288763975108	1	1
HSDL2	0.022306555135097546	1	6	0	-0.17948533569774816	1	1
CDC42BPA	0.0476201863686029	1	6	0	0.1789188470328655	1	1
CREM	0.0054178135266590936	1	13	0	-0.17765814170256455	1	1
ABI1	6.874390630877215e-4	1	8	0	0.17348915846718313	1	1
IFI44L	0.028164658420734845	1	10	0	-0.173346170434859	1	1
CFAP97	0.04001891648535086	1	6	0	0.17319378509396305	1	1
TRA2A	0.013820163271043476	1	11	0	-0.17249376147749942	1	1
GGACT	0.038561593816808244	1	7	0	0.17209902298147606	1	1
BET1L	2.487169287790506e-4	1	6	0	-0.17128749043614427	1	1
THRAP3	0.01966666519983435	1	7	0	0.17085298754856676	1	1
ARNT	9.261608310988928e-4	0.10801113612359543	9	0	-0.17042708783188956	1	1
LOC113244552	8.267565186645103e-4	1	4	0	0.1701848571192854	1	1
TPT1	1.4257673471591465e-9	1	4	0	0.1691956945879194	1	1
PPP4R3A	0.008291745100493788	1	7	0	-0.16761140461564658	1	1
CHTOP	0.0032062181685601917	1	12	0	0.16706043314085806	1	1
SF1	0.033956218502363744	1	14	0	-0.1647393548461579	1	1
HERC3	0.042760656918712364	1	14	0	-0.1631534253515358	1	1
GOLIM4	0.0034845043423936714	1	8	0	0.1595033251605991	1	1
PCK2	0.023466614119112654	1	4	0	-0.1553346963170128	1	1
LOC113243115	0.018495537780591226	1	13	0	-0.15096887700819867	1	1
RPL5	8.137296957970355e-6	1	4	0	0.15094164900925755	1	1
FUBP1	0.021203866750196785	1	13	0	0.14942737975587425	1	1
ITSN1	6.668796389644657e-6	0.8128735780401711	15	0	-0.14610950019982136	1	1
LOC113264927	0.014245418512502796	1	10	0	-0.14278706512447864	1	1
EEF1A1	1.3493606726660879e-6	1	3	0	0.14237802067666608	1	1
ETF1	0.01679205157250624	1	4	0	0.14214170211652336	1	1
PAM	0.012545992634878343	1	14	0	-0.134857315450258	1	1
CNBP	0.002597928635667149	1	7	0	-0.13370591861976175	1	1
DST	0.0012080332411125623	1	15	0	-0.13218626305825631	1	1
GBA	0.03545223377288916	1	9	0	0.12598249933792544	1	1
MBD1	0.03937309556348921	1	19	0	-0.1140055642565504	1	1
LOC113253249	0.01923970094160389	1	5	0	-0.1028013026777801	1	1
AHNAK	0.0030583347997778015	1	4	0	-0.09870893572396666	1	1
PRKAR1A	0.026178108004887554	1	7	0	0.09352420046284332	1	1
ATP5MC3	0.03626423841295079	1	3	0	0.06903194804957476	1	1
RDX	0.027031613774459513	1	4	0	0.06880006244449222	1	1
