gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Lung)	pct_gene_expr	max_pct_tx_expr
ABCG2	1.4424536528825078e-18	5.733415260385933e-7	13	2	-0.36168464976157816	1	1
PCK2	0.0025268693328403882	0.12887470600454431	4	0	-0.3611945036124381	1	1
AXL	1.7620021963038915e-4	0.35073432082824235	4	0	0.3600674604490073	1	1
FBLN1	9.699908720649918e-5	2.370008974731369e-5	4	1	0.3597259127677488	1	1
ADGRL2	0.03119377006914151	0.16469788480711273	8	0	0.3582703413397533	1	1
ZNF462	0.04560325555083619	1	9	0	0.3578904625399028	1	1
ITIH4	0.00658627717103302	0.5971050984784111	10	0	-0.3575412770254985	1	0.6666666666666666
GATD1	0.02642301746436096	0.40172058757927065	13	0	0.35736326453594425	1	1
HDAC4	0.007672021508952661	0.34848101593480535	5	0	0.35697667285476237	1	1
ATP10D	0.0499576585931328	1	5	0	0.3560910821049157	1	1
THBS2	2.3980831345429756e-4	0.44912209452739166	7	0	0.354081949594945	1	1
HSPE1	0.0451654567956221	0.022397253886809812	6	1	0.3540656342055504	1	1
CPPED1	0.041414011561391545	0.37858112259531973	4	0	0.35295753132094376	1	1
SAFB	0.012690968079669396	0.731549076666028	12	0	0.3519069185777241	1	1
RAB3IP	0.022230671229531818	0.32349372488181277	10	0	0.3514499736323758	1	1
SPINT2	0.037381543258182166	0.010947375481746664	3	1	0.351344693411356	1	1
ARAP3	0.0012718254794328362	0.0010520869725836276	9	1	-0.35117017304493986	1	1
SLC49A3	6.51487191193163e-5	0.3224007746309613	8	0	0.3509028137937197	1	0.8333333333333334
GC	0.013543878120271306	0.10687071143702043	7	0	-0.34890090772053545	1	0.6666666666666666
MYH11	0.020222902073272993	0.014880076529595231	5	1	-0.3488204861821156	1	1
LAMP2	1.8182022943789704e-5	8.332829243476542e-7	3	2	-0.348807146049386	1	1
LOC113262000	0.0020523770640872275	0.0640059385310824	9	0	-0.3485699585150169	1	1
PTPRS	0.03069462013802447	0.039918114161731494	3	1	0.3480896935625839	1	1
MYO18A	4.213039594840778e-4	0.008448139072682133	9	1	-0.3476574713240511	1	1
APOL6	0.034895776435344854	0.014792324554882993	4	1	0.34746442788112586	1	1
RETREG1	0.01027120914196716	0.009848426452732761	5	1	-0.345892767929278	1	1
PAIP1	0.01917435768393212	0.05387375483514426	5	0	-0.34421403529251693	1	1
TCF4	3.316792496010546e-4	0.5394664811827965	11	0	0.3440707838543101	1	1
AFDN	2.540782699266726e-7	1.4984294813547952e-6	10	1	-0.34406411949656174	1	1
PPP1R12B	0.019169866799499374	0.010042589757332267	8	1	0.3436614394818538	1	1
MAP2	0.00767912099746986	0.09429158640273728	5	0	0.34316158458821794	1	1
BROX	3.460817749912379e-6	0.0020634991346130905	10	1	0.34293461228898636	1	1
CDC42EP4	0.021046639012055755	0.04595864382357602	4	1	0.3414963303954707	1	1
SCARB1	0.011522303280507972	0.0366080633581262	10	1	0.34119309734261327	1	1
BCAR3	0.03657084999148407	0.45503780028635504	4	0	-0.3409893207070325	1	1
EGFL7	0.049544536702949143	0.502096331105379	9	0	0.3401327371076366	1	1
SSR3	0.02214787251694995	0	2	2	0.34008235033438095	1	1
PTCD3	0.030296874053347262	0.4839335617021349	14	0	0.33937833249664945	1	1
CSNK1D	0.013092468602517065	1	8	0	-0.33935751897941097	1	1
PLEKHA5	0.029466390155609996	0.0242191263736773	8	1	-0.3390207049966894	1	1
TDO2	0.00034543554646101733	0.021923478577083735	9	2	0.337349048354418	1	0.8333333333333334
CEPT1	0.0012673773380794343	0.1227557176213102	15	0	-0.337148998729673	1	1
PWWP2A	0.03891686333973756	1	9	0	0.3365534280504816	1	1
PLG	0.002323107177094148	0.9018474810737765	14	0	-0.33645544350839335	1	1
NUP214	0.03839498454337614	0.03240262718487316	4	1	0.3352775664917157	1	1
TSNARE1	0.0026345895857425314	1	10	0	-0.3351621457656197	1	0.8333333333333334
EPB41L2	0.0045353598642736154	0.21551154144372367	12	0	0.3347616749892796	1	1
KIAA1217	0.04608224590619989	0.009478936774208496	4	1	-0.3325323130610978	1	1
KLC1	1.1226257601162956e-5	8.554931378670816e-5	14	1	0.33213471207984885	1	1
PTPA	0.037597115600535094	0.045746457501253446	4	1	-0.33198328543193356	1	1
RPRD2	9.156366008443156e-5	0.0140210169215337	8	1	-0.3301278605147707	1	1
JAG1	0.01643304994135272	0.001925154198485458	3	2	0.32996719234634175	1	1
KIAA1147	0.003372451905728018	0	2	2	-0.3297881405272643	1	1
OXR1	0.022230671229531818	0.016336351617380274	6	1	-0.32937777287329745	1	1
GPD1	0.009829474092401305	1	14	0	0.32894848009869215	1	0.6666666666666666
ZHX1	2.3742777109624925e-5	0.00915289181611566	5	3	0.32789768267529157	1	1
ERAP1	4.7951783905763424e-5	0.0012019221052337258	10	1	-0.3272662487609718	1	1
CKAP5	0.033995651519372845	1	5	0	0.32659507805511184	1	1
WASF2	0.001619009077820933	0.6724801649009152	6	0	0.3263859420924954	1	1
ERC1	0.037376887829746165	0.03951260479875813	4	1	0.32633922816743477	1	1
ZNF654	0.019062928941387454	0.002138965379551909	7	1	-0.32442315450051257	1	1
NR1H4	0.03114970827870332	1	9	0	0.32345785729960835	1	1
PDLIM5	0.013048650753814088	0.47958538643271037	7	0	0.32209536930977073	1	1
MYLK	1.3359137032984376e-8	2.5863515770620375e-6	6	2	-0.3211841711948944	1	1
AP3M1	0.031311586703481546	1	10	0	0.3205546934269806	1	1
ZMYND8	0.007262258525096014	0.23947871267326892	13	0	0.3201617434469197	1	1
LOC113246291	1.8489032841556555e-36	2.121718615407746e-22	7	3	-0.3200769751340693	1	1
IDO2	0.04291642463335628	0.06007222938223617	5	0	0.31891398149426115	1	1
DDX56	0.020022164263136976	1	12	0	0.3175133123921847	1	1
NDRG2	1.1969596826250416e-4	7.272400723904899e-5	7	1	0.3165889765646547	1	1
MDM2	0.03972260314599435	1	7	0	0.31635494724775437	1	1
RBMS3	0.0385085116444372	1	8	0	0.3147531599976261	1	1
CUNH15orf40	0.0012069381798689512	0.08652827791466255	7	0	0.3144718796256388	1	1
FAM214A	0.01531952984076431	1	8	0	-0.314007239780731	1	1
VCL	1.3414790893754839e-9	9.910668052780885e-9	4	2	0.31336310764270703	1	1
IL1RN	0.021590683336690515	1	4	0	0.31258843242621104	1	1
PRMT5	0.007993721270553507	1	7	0	0.3123580720924088	1	1
VCAN	2.5619877161249337e-6	0.0032943407415741647	7	2	0.31216820609741813	1	1
GPBP1L1	9.13391807587391e-4	3.855904923194697e-4	10	1	0.311323924843634	1	1
GYG2	0.004850816396654832	1	10	0	-0.3104561952289283	1	1
BCL6B	0.03285400388667583	1	10	0	0.30773102862447854	1	0.8333333333333334
RRN3	0.007185303429748388	0.35252021980704606	7	0	0.3074107071957539	1	1
PHC3	0.013700719533854381	1	9	0	0.30738757599392247	1	1
LRRC61	8.318115679568935e-5	0.34548232079117785	9	0	0.30610344124266914	1	1
ADIPOR1	0.007293673577000989	0.01737698660691526	4	1	0.30528239319010375	1	1
TNS3	1.615523095501173e-6	1	8	0	0.3041723083563615	1	1
ARAP1	1.2364928607116473e-4	0.0665778621643501	4	0	-0.30400179017887485	1	1
BBIP1	0.007755434823397673	1	7	0	0.30334301256759416	1	1
APC	2.5081741753527837e-6	0.0011407029380161857	7	1	0.3023285010194056	1	1
LDB2	0.02642301746436096	1	10	0	0.30166891900837367	1	1
WDR33	0.0233578249499044	0.009713407441422678	9	1	-0.30084092317903133	1	1
GAA	0.001501432084119274	1	11	0	-0.3002201674681549	1	1
KIT	0.001596210184230416	0.004470283322794322	4	2	-0.30020036586482607	1	1
JADE1	1.3681175168469686e-4	0.017011180526536593	9	1	0.2984786837110779	1	1
SPTAN1	5.393989959646455e-7	0.03256460123105035	11	1	0.2980818276214978	1	1
TMCC1	0.001355949579369338	0.006446024930354746	7	1	0.2974584594017682	1	1
NLRX1	0.02255277645516211	0.0035421020771971173	3	1	-0.2969538499640834	1	1
PLA2G4A	0.043538836929389174	1	9	0	0.29662225221216254	1	1
DENND5A	0.004675375916547711	0.006573749102366287	3	2	0.2962935586487243	1	1
QKI	2.857907000975145e-4	1.4454168981183933e-4	6	1	0.2955329795932241	1	1
PI4KA	0.01936690012947909	0.8319217006820004	5	0	0.2942438213658405	1	1
PJA2	0.036168525292582805	0.04595682494647222	3	1	0.29409844137229674	1	1
RNF123	0.03373019399389616	1	21	0	0.2929379626906286	1	0.8333333333333334
BCL2L11	0.038892597438622896	1	14	0	0.2926097798836625	1	0.8333333333333334
MAMDC2	0.03657084999148407	1	11	0	0.28996226352615107	1	1
COBLL1	0.01337489591741843	0.0038185286674360694	8	1	0.2898869823475717	1	1
FAT1	4.592835107874114e-4	0.044469104754374246	6	1	0.28981003228224855	1	1
XPO1	0.0012891483253286188	1	9	0	0.2880867626357908	1	1
SMARCA2	3.124598254436428e-10	1.2030824494900576e-5	11	1	0.28776260582120966	1	1
CAPN15	0.04737021433377382	0.14540985745819796	4	0	0.28702888528967474	1	1
ADRA1A	0.001086310205906318	1.5865014438275405e-4	10	1	0.28677214599313133	1	1
SARAF	1.5075458941547778e-4	1.9925064927008512e-4	5	2	0.2864824803804419	1	1
MAP3K20	4.9781335165082764e-5	1.7120036368150468e-4	4	2	0.2863212604791134	1	1
TF	1.8879902559268945e-8	0.00594826556318687	10	1	-0.2861566583234468	1	1
RAB3GAP2	0.040513205397301945	0.1843268887952391	6	0	0.28429470595130935	1	1
TPM1	0.022230671229531818	0.002343684997283391	6	1	-0.28323775604274026	1	1
TAX1BP1	0.0018574093146880683	0.3118944176657452	9	0	-0.28054371157323815	1	1
CAMSAP2	0.04697241635422973	0.011205187686397035	4	1	0.2803506232078745	1	1
ASH1L	0.04557285495230013	0.0534849266795372	5	0	0.2802877893289688	1	1
IRF9_REC8	0.001280999476262741	1	8	0	0.2797821722342187	1	1
LOC113245319	0.01865882111966709	0.17970827660688604	5	0	0.279097167597328	1	1
NFE2L1	0.001086310205906318	0.007945321961778148	6	1	0.27897309545468185	1	1
NPHP3	0.04873264823569842	1	4	0	0.27874813482533783	1	1
TKFC	0.019273465662566852	1	5	0	-0.27795728148028465	1	1
TSN	0.011847069471704247	1	3	0	0.27789871478967365	1	1
YES1	3.0837369967629734e-4	0.020449623084573022	5	1	0.2775946592251319	1	1
CALD1	2.374283086937124e-7	1	12	0	0.27693452665169177	1	1
SERPINF1	0.045548053283960166	0	2	2	-0.2764332305715599	1	1
PRKCH	0.049176560291063404	0.43849904840840365	3	0	0.2747544100397773	1	1
CD44	0.037381543258182166	1	9	0	0.2746266645692107	1	1
CDH5	1.243608950720697e-10	0.20672149981073298	9	0	0.2738161913346453	1	1
CHD4	4.235943114678418e-10	2.0513989064629853e-9	4	2	0.27319589329186844	1	1
CFH	6.97969567366802e-17	2.5396303887855425e-15	6	2	0.2724881960148336	1	1
PLS3	2.978052328638029e-7	1.1904933309233845e-8	3	2	0.2718527035138564	1	1
MYO1B	3.253111134261607e-8	6.1433786990644e-7	5	2	-0.27144161487480556	1	1
JAK1	0.008730601429317761	0.02404653441059524	7	1	-0.2705574822096419	1	1
IRF6	0.006100705801283622	0.11840750401645202	5	0	0.2700163386561212	1	1
MFSD14A	0.001501432084119274	0.008650491380135353	6	1	0.2687363238202122	1	1
VMP1	1.243608950720697e-10	6.350035849006916e-7	6	2	0.26824418283705026	1	1
IL17RC	0.011111993995026275	0.532167872765428	18	0	0.2672091660798913	1	1
ARHGAP5	0.023474434701033386	0.011642605034409226	3	2	-0.267054125891509	1	1
MARK3	0.003328834672817748	1	8	0	-0.26649699446972147	1	1
SYNE1	0.0011141231685341847	0.3352176581912947	12	0	0.2660498861320462	1	1
NEDD4L	8.273315611256146e-6	0.10321312467676186	9	0	0.26557952423210285	1	1
TAF1	0.0011804779050355767	1	10	0	0.2653640525273998	1	1
CYTB	0.010226749704064085	8.917017914604525e-4	3	1	0.26527321575076035	1	1
AQP9	1.0325893482906081e-4	0.04636625675638272	9	1	0.26469637153507763	1	1
BPTF	0.007482791330163527	0.08511563793241468	8	0	0.26228881624846656	1	1
CDKN2AIP	0.0043624715946257555	1	5	0	0.2608886121223435	1	1
CNTRL	3.480163122278098e-4	0.013801041211854924	9	1	0.26016875245637444	1	1
LTBP4	0.02661224603789771	0.03749291352781275	5	1	-0.25940884867415637	1	1
SLC12A7	0.0045353598642736154	0.021181810521108672	5	1	0.25651104633020705	1	1
ANKRD17	0.018474985743544937	0.010555121486258109	7	1	-0.2561509189255016	1	1
FMNL3	8.576323080666388e-4	0.13729648327601549	6	0	0.2558561228800662	1	1
GSDMD	0.0385085116444372	1	5	0	0.2549664644729237	1	1
MTUS1	4.372272087242201e-9	0.0014840756739989943	12	1	0.2547852681151769	1	1
UBA6	0.04090393066063826	0.1732244893481703	4	0	-0.254431093684928	1	1
CFI	0.03285400388667583	1	9	0	-0.2541310352238874	1	1
SETD5	0.013124151360663807	1	12	0	0.25411775545500415	1	1
HSD17B12	0.0023690932698808218	0.07960258234051117	8	0	-0.2539071684072707	1	1
CD99	2.212951744790365e-4	6.549195091514414e-5	3	2	0.25311621644876536	1	1
ACAA2	0.002064581321765227	0.0015331003022244188	6	1	0.2521749304737447	1	1
PRPF3	0.003146539881995142	1	14	0	-0.2512282595678086	1	1
LOC113249727	0.04242768444006895	1	7	0	0.25104567468899	1	1
TNIK	0.0015226081486722286	1	5	0	-0.25098284039972485	1	1
LOC113249364	0.018311819510886902	0.06456029181456874	7	0	0.25074670032351387	1	1
MOCS1	0.04323137775735049	0.09365111078692366	7	0	0.2495984507014947	1	1
KAT6A	0.03227040898643591	0.1087383498367499	6	0	0.24929566679790177	1	1
SAT1	3.449193570560169e-4	1	9	0	0.24889706211759582	1	1
LOC113248626	0.02003924247036547	1	3	0	0.2468118302610458	1	1
MBIP	0.006181071205865632	1	9	0	0.24620027470774034	1	1
ITSN1	4.165698236612607e-4	0.013079499005909786	14	1	-0.24579598668045002	1	1
TNFRSF1B	0.03524867969935066	1	3	0	-0.245234786411442	1	1
TSPAN9	0.021046639012055755	1	10	0	0.24496899645212994	1	1
ZNF2	6.364182930179485e-5	1	15	0	0.24493667899103286	1	1
MSN	0.0038044405325153643	4.2962173035659095e-4	3	2	0.2448836280636405	1	1
TCERG1	0.037381543258182166	1	11	0	0.24428524604342067	1	1
RBMS2	0.0011141231685341847	0.23559596192899718	10	0	0.2430831909321201	1	1
NMI	0.03146323462080796	0.2998612101348808	10	0	0.2424886915695951	1	1
PABPC1	1.4022050614124148e-7	9.452928906735032e-4	5	1	0.24241814995626446	1	1
LAS1L	0.027840649210450485	1	14	0	0.2417354828647517	1	1
CD47	0.001934421535404427	3.774830499955469e-5	8	1	0.24154195840965212	1	1
SH3GLB2	0.030502242202950197	1	5	0	0.24089394940623596	1	1
FGR	0.03972260314599435	0.007630182171675626	4	1	0.23990346952416108	1	1
DYNC1LI2	0.02387216658239054	0.013890818298680429	5	1	-0.23906388134656026	1	1
TSC22D1	0.0264222541295464	0.014755279145927891	5	1	0.2389037190447585	1	1
XPC	0.001488807057947289	0.2559077192383193	8	0	-0.23799221372126805	1	1
TMCO3	0.02472073408592163	1	16	0	-0.23725428428617532	1	1
FN1	8.825282598420052e-14	3.3435027379471395e-6	10	1	-0.2370464040528816	1	1
TTPAL	0.007797293511623947	1	7	0	-0.23627410083411726	1	1
HPGD	0.040608626192268696	1	3	0	-0.23610862380035844	1	1
WDR5	2.6426140988654003e-7	9.83828685353534e-4	10	1	0.23581508606986856	1	1
ERI2	0.007114543680927373	0.007250312358471509	8	1	0.23578609636491293	1	1
BZW1	7.818434557202636e-10	0.004737202760967604	5	1	0.23455374906673387	1	1
IQGAP1	0.0012876406369031624	0.001381605013378345	5	1	0.2336298855866023	1	1
LOC113261110_TMEM30A	0.04383504545784598	0	2	2	-0.23355745971809194	1	1
CUX1	0.007114543680927373	0.2575187129315019	5	0	0.23281935275868115	1	1
LOC113270817	0.02743881334025717	1	10	0	-0.23165375636544103	1	1
CCDC88A	0.038053389753383265	0.5959446131493892	5	0	-0.23121660186213178	1	1
CFAP97	0.014604523450758217	1	6	0	-0.2307161539791252	1	1
VCP	1.2573836546965025e-5	0.029771363283729334	4	1	0.23065513784637826	1	1
RAB5A	0.020064112712755326	0.02566887467449775	4	2	0.23028061083644333	1	1
LOC113262783	0.022488883676540766	1	15	0	-0.22944372729916857	1	1
ZFX	0.015879532279712193	1	5	0	0.22941934412986414	1	1
FGGY	0.0015226081486722286	0.5430375945271826	13	0	-0.22899032090558644	1	1
PCNX1	0.04987246592528646	0.8991158623689904	6	0	-0.22816165914614822	1	1
PPP1CB	5.975321232322477e-4	7.564226371408068e-4	5	1	0.2274393568249471	1	1
MAGED2	4.235943114678418e-10	0.1896506460780542	5	0	-0.22696790085889285	1	1
BRD2	0.0048006272459885065	0.00214537748072593	13	1	-0.2265273034847389	1	1
SNRNP70	8.091287474254394e-4	0.0743001134151674	7	0	0.22649699881700613	1	1
ARHGEF7	0.01271786297245436	0.07272607090953034	16	0	0.2263856691309868	1	1
LOC113262256	0.007138289632535022	0.33321007792079516	13	0	0.22622575870751344	1	1
LOC113242918	1.0289151703967811e-7	0.004054033935616222	6	1	-0.2237638199860295	1	1
SORBS2	0.0399760861709279	0.08399402076191792	14	0	0.22363321780742407	1	1
DIAPH1	0.013925251869818698	0.004508274480086799	3	1	0.2236171336891385	1	1
CAP1	2.1950749037429705e-5	1.2302265707967452e-5	7	1	-0.22337805456829019	1	1
CASP6	0.009638645160010924	1	8	0	0.2233749064826858	1	1
RAPGEF4	0.008462818416197383	1	5	0	0.22291613146076483	1	1
ATRX	0.0021303729513030487	1	9	0	0.22069311737428376	1	1
LOC113260329	2.183995270009692e-4	0.03447316686941319	6	1	0.22059580877455603	1	1
CDK12	0.006186481886409402	0.16492533939853804	11	0	0.218424441714348	1	1
SP3	0.0012876406369031624	0.6523106407767898	6	0	-0.2181509779879576	1	1
MTR	0.004961246681592855	1	6	0	-0.21812357231398352	1	1
AKAP13	3.98799216686876e-5	0.03678031802793789	11	1	0.21698201506373338	1	1
PALMD	0.01337489591741843	0.8921948017634002	6	0	0.21587559731656286	1	1
FXR1	0.018363226739689275	0.0027465816972254004	6	1	0.2144276688580229	1	1
CLASP2	0.02083941403319323	0.622176798847805	17	0	0.2133113435965397	1	1
PTPN6	0.03672156391197751	1	8	0	0.21277198292932872	1	1
LOC113245263	0.036168525292582805	1	6	0	-0.21201591178663715	1	1
DCTN2	0.031061623378497234	0.3959787346556698	3	0	0.2102686107201982	1	1
SYNJ2BP	0.002757266763643641	1	5	0	-0.21025224912434923	1	1
ELMO3	0.043888042429524717	1	10	0	-0.21009820868283766	1	1
TNS1	2.667991373593243e-4	1	9	0	0.20830958837244334	1	1
BPNT1	0.026464787741330743	1	7	0	0.20828143628085855	1	1
SERPINA3	0.001934421535404427	1	4	0	0.20693387933059726	1	1
ATF6	8.310910701814675e-5	0.002724111137454708	5	1	0.2064648999014499	1	1
NSD1	0.048539015057878276	1	8	0	0.20506586526290876	1	1
CSE1L	0.011747767240327165	1	10	0	-0.20236783565715252	1	1
CLIP1	0.044105137019293444	0.02129215850740244	12	1	-0.20164683542352818	1	1
ZNF772	0.03514974518334308	1	12	0	0.20100997097592244	1	1
LTN1	0.03077788149538606	0.20139950402741602	8	0	0.20036990172492852	1	1
UROS	0.014068730075629185	1	13	0	-0.19903214941032235	1	1
EPB41L5	0.004861230042898455	0.1791657671416374	9	0	0.19801500477595024	1	1
ZFYVE21	0.04934857263070902	1	4	0	-0.19634361347370555	1	1
DIS3L	0.04203445499824201	1	4	0	0.19622890904955426	1	1
WDR41	0.03439470165615401	1	9	0	0.1938790367332684	1	1
RGL1	0.007672021508952661	1	3	0	-0.19383455920785786	1	1
MFF	4.5942803722819823e-4	1	16	0	-0.19201938972703142	1	1
LZTS3	0.016293331237012095	1	3	0	-0.19168482701606718	1	1
HERC3	0.0084412036470571	1	16	0	-0.19166543704014616	1	1
PPFIBP1	0.02238495884586768	0.8076883698653612	9	0	0.1908821239151367	1	1
ABI1	4.235943114678418e-10	1	9	0	-0.19056811444369648	1	1
FAM13B	0.029586892510775915	1	7	0	0.1904563288034759	1	1
ARHGAP24	0.002471943638185185	1	5	0	-0.19045097824429721	1	1
ADA	0.00874985389737366	1	8	0	0.18965782210909332	1	1
DCXR	0.03359185799719657	0.04652208521995238	3	1	0.18964010932305675	1	1
TSPAN12	0.013925251869818698	1	15	0	0.1884737095496006	1	1
DST	8.57006640294337e-6	1	17	0	0.18821051547969278	1	1
KPNA1	0.045908213565878785	0.009396941369571305	3	1	-0.18801352647130853	1	1
IFI44	0.005835968424314236	1	6	0	0.1866331470974678	1	1
RBM23	0.03508002827597766	1	8	0	0.18497575152905243	1	1
UTRN	4.052261642150869e-4	1	6	0	-0.18439707872120206	1	1
SPTBN1	0.0014411376576878557	0.0014948390828198941	5	1	0.18378452875548779	1	1
HLTF	0.005511493157811506	1	9	0	0.18376068761427686	1	1
ZNF274	0.021629874999925698	1	15	0	0.18303690943945278	1	1
MYOC	0.02861935345917184	0	2	2	-0.1822463112598396	1	1
NBR1	8.943091557529728e-5	0.3759092729539568	4	0	0.18182101731959466	1	1
NDUFS7	0.003940200422625008	0.013052731147665295	3	1	0.18131333714450526	1	1
GPAM	1.1333119028865028e-4	1	16	0	0.1806734379517783	1	1
SCARF1	0.030502242202950197	1	7	0	0.18030139444945403	1	1
PNRC2	0.004090893033137363	0.3527484072801968	4	0	0.17998731866226458	1	1
SERPING1	0.013092468602517065	1	3	0	0.17989738122660787	1	1
MTFR1L	0.008730601429317761	0.05953164848755444	8	0	0.17706191425318363	1	1
LOC113265233	1.0737461468012134e-5	1	12	0	0.1769872091476159	1	1
PICALM	1.4136283327224425e-7	1	6	0	0.1768529602026112	1	1
RNF13	0.020335587158137308	0.04287948907181273	11	1	0.17508447722687007	1	1
IFI44L	6.211295541890423e-5	1	12	0	0.17361967513505774	1	1
LTA4H	0.020222902073272993	1	3	0	0.17334136041065706	1	1
ZNF514	0.008653891382917158	1	10	0	0.1712182500767546	1	1
BCL6	0.020894442277748646	1	5	0	-0.16985817576517906	1	1
VPS35	0.003940200422625008	0.039133361732064977	5	1	-0.1692642991683433	1	1
LOC113266361	0.02313523047489476	0	2	2	0.16717759258663933	1	1
TRIP12	0.002000711167216418	0.16877566594380294	9	0	-0.16566530135684168	1	1
YBX3	0.03401642272600281	1	4	0	-0.16520743113565467	1	1
MIGA2	0.03657084999148407	1	8	0	0.161844120480896	1	1
PPP1R10	0.03227040898643591	1	5	0	0.16143429825565744	1	1
LRRK2	0.011149632391042748	1	3	0	0.16070299534506682	1	1
ESAM	0.022321896293207754	1	4	0	-0.15997968142328708	1	1
LONRF3	0.04742556036859496	1	4	0	0.15945246285108522	1	1
MBTPS1	0.033305965600211034	1	5	0	0.1590400614698294	1	1
GOLGA4	0.033995651519372845	1	7	0	-0.1583799577290883	1	1
IRF2	0.020335587158137308	1	6	0	-0.15809330053652204	1	1
LOC113258542	0.02067825757099152	0.8295772625380864	15	0	0.1579821587347831	1	1
CES1	4.9506556560229e-5	1	4	0	0.1563257251598792	1	1
ETF1	0.038892597438622896	1	5	0	0.15454786245144825	1	1
RBPJ	0.0023883477211026497	1	6	0	-0.15344731334635367	1	1
CTTN	0.027558801229407976	0.08759818475790522	4	0	0.1533792645795487	1	1
HNRNPA2B1	9.62979838159997e-5	1	8	0	0.15080447741485875	1	1
GGACT	0.0262848007482208	1	8	0	-0.1503524193382023	1	1
SHMT1	0.011802250353578595	1	19	0	0.15001290634281056	1	1
MIA2	0.004675375916547711	1	13	0	0.14946303417507872	1	1
SEC63	0.04560325555083619	1	7	0	-0.1493175988675965	1	1
EPS15	4.891975321713714e-4	1	8	0	0.14907842598319374	1	1
USP47	0.0385085116444372	1	8	0	0.1487491174187524	1	1
MBNL1	8.840578502646616e-7	2.4150365959876844e-4	10	1	-0.1487239974536922	1	1
DRAM2	0.006633585234221833	1	8	0	0.1476139529669791	1	1
GALT	0.04090393066063826	1	12	0	-0.1471547232176189	1	1
HAUS6	0.03600994170920975	1	5	0	0.14553389772792807	1	1
CLU	0.002083100255975631	1	10	0	-0.14551858184008398	1	1
ESRP2	0.00289431839579691	1	13	0	0.145178856917644	1	1
NUP98	0.04355923959200208	1	8	0	0.14418937509097138	1	1
GNA13	0.01027120914196716	1	3	0	-0.14285917374429777	1	1
ABCC9	0.013827973454903724	1	12	0	0.1428365944700713	1	1
LOC113265994	8.656308413107476e-5	1	12	0	-0.1428277209375298	1	1
SUCO	0.038023346955206344	1	6	0	-0.13932493617499664	1	1
PPP4R2	0.001934421535404427	1	4	0	0.13866485788284225	1	1
PPP4R3B	0.03890884896481933	1	6	0	-0.1369082342393327	1	1
HNRNPU	4.935459078216646e-4	1	6	0	0.13578965435485102	1	1
AMOTL2	6.871740244994883e-4	1	5	0	0.13382067319208069	1	1
ENAH	0.017104050831507886	1	4	0	-0.13001928827217357	1	1
BET1L	0.017104050831507886	1	7	0	0.1298594587366464	1	1
LOC113264927	0.020329345858785694	1	13	0	0.1262263000154273	1	1
TRAM1	1.4110237505256327e-5	1	4	0	-0.1237856929083042	1	1
WDFY1	0.02907173572226446	1	3	0	0.12337256708917743	1	1
TAB1	0.04691403172901554	1	4	0	-0.12194143523840524	1	1
TRAK1	0.022093884221573826	1	7	0	0.11879651027706917	1	1
LOC113253526	0.011620767439808635	1	3	0	-0.11789799618835001	1	1
TAF7	0.04090393066063826	0	2	2	0.11676437323389144	1	1
SLC40A1	0.004675375916547711	1	3	0	0.11581718717721279	1	1
YAP1	0.042568539417275376	1	6	0	0.1139655831212528	1	1
NRAS	0.03839498454337614	1	9	0	-0.1126424407030523	1	1
LOC113244552	0.040513205397301945	1	5	0	0.11247975442559502	1	1
SIPA1L1	7.735623400872373e-6	1	7	0	0.11205677081202448	1	1
ATP9A	0.015007035580341922	1	4	0	-0.11010113339465932	1	1
ADGRF5	8.656308413107476e-5	1	3	0	-0.10967673417699814	1	1
TNS2	0.006565545184667854	1	5	0	0.1067894667374677	1	1
KXD1	0.04323137775735049	1	3	0	-0.10671439832831645	1	1
EIF1	0.043338994814796104	1	4	0	0.10194177066969745	1	1
C7	0.013124151360663807	1	4	0	0.10110426040102607	1	1
CALU	0.031902927515991934	1	6	0	-0.10066911027663267	1	1
ACADL	0.019169866799499374	1	8	0	0.09941594153124308	1	1
BIRC2	0.012287166613754908	1	7	0	0.09260777844263435	1	1
SKAP2	0.0385085116444372	1	7	0	-0.08698985759765378	1	1
DDX5	0.013124151360663807	1	7	0	-0.0835355608494927	1	1
CDC42BPA	0.0034901611740929222	1	7	0	-0.08161523779805278	1	1
SEPT7	0.03146323462080796	1	5	0	0.07982079586719215	1	1
VAPA	0.014828423424469987	1	4	0	-0.07864666328213261	1	1
GLUD1	0.022321896293207754	0	2	2	0.07410885047312743	1	1
TRPM3	0.03401642272600281	1	3	0	-0.06177975654266279	1	1
