gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Adipose-Atrium)	pct_gene_expr	max_pct_tx_expr
POPDC2	3.1130553948470105e-4	0.002179427366307274	4	1	-0.455679299557839	1	1
LOC113249140	0.005761948484004041	2.723320763563274e-4	5	1	-0.455269233047081	1	1
USP4	0.04293573457078836	1	12	0	-0.45474479980675914	1	1
PSMD14	0.04148560564919927	0.020818531379463805	4	1	-0.4536223968380666	1	1
ATP2A2	1.740721106188028e-104	2.898169373871038e-41	6	3	-0.4533444908742232	1	1
HDAC5	0.03527858823278548	0.0638987471841763	4	0	-0.4529819174094924	1	1
LOC113261125	0.03726641182947472	0.018977988581338655	3	1	0.4518539928769775	1	1
CYTB	2.3649669883889642e-6	6.466758933619149e-8	3	2	0.45181187338878187	1	1
IARS	0.005173042625592726	0.07659982959013904	6	0	-0.4505119311071173	1	1
BNIP3	0.04355093712510723	0.30053094673142017	4	0	-0.45046385691353563	1	1
RNLS	0.017219214831395067	0.05932792784621671	8	0	0.4500646694202187	1	1
PRDX5	8.091305202423391e-4	1.0033858506159279e-4	3	2	-0.4492671391261881	1	1
ZBTB37	0.0025648509379780074	0.09522212009353465	4	0	-0.44725476723947644	1	1
THRB	4.315353650231441e-4	0.3107787851551771	14	0	-0.4471489846713001	1	1
LOC113249727	0.03990794652146674	1	7	0	-0.4456433817110478	1	1
TP53	0.023715135011415537	0.0035663491073018986	4	1	0.4455352541039561	1	1
PLRG1	0.04340688237885804	0.028628578601256328	3	1	-0.44478228590847496	1	1
ITIH3	0.04704021643261714	1	11	0	0.44276112020722247	1	0.8333333333333334
NAA60	0.0023396962251672026	0.013904097812064637	9	1	-0.4413596333664753	1	1
EIF2D	0.022496894895657222	1	8	0	-0.43924334587475833	1	1
FAM118B	0.0017740976730643695	0.040580950215068225	7	1	0.4385954854612286	1	1
LOC113261837	0.02246561731925855	1	11	0	-0.43810670048455375	1	1
SEC24C	9.020932222709267e-8	0.05400665896808655	10	0	-0.43749832651319026	1	1
MYO18B	0.006369861676251105	1	5	0	-0.43741494388814306	1	0.8333333333333334
TBC1D23	0.048500666627627496	0.14978981542532058	5	0	-0.43692227162657316	1	1
FBXO40	4.88504976587832e-4	0.008513290498949916	9	1	0.43630160676658547	1	1
ITGB1BP1	0.014807315570378133	0.001414782382852737	3	1	0.43555773375424445	1	1
IRF2BP2	0.00748570998960409	0	2	2	-0.4342259337385075	1	1
ZNF623	0.04340688237885804	0.02168016392722697	4	1	0.4336305380400073	1	1
KIDINS220	2.3666993374794254e-17	5.309440341783358e-6	10	2	-0.4333869814761441	1	1
PDGFRA	0.008626084495331476	0.16750257336555424	6	0	-0.43152527297807486	1	1
RGS7BP	0.03659377131180354	0	2	2	-0.4309281359466496	1	1
DCN	4.7689569244475e-7	0	2	2	0.43052703342926046	1	1
THAP4	0.037694014720672714	0	2	2	0.43001941052840154	1	1
UBE2Q2	0.0029269137538915366	0.0015063160069581718	5	1	-0.42992027462106663	1	1
INPP5K	8.055159445683333e-4	1	6	0	-0.4286496504380062	1	1
PQLC1	0.009128752602439292	0.791461020632572	5	0	-0.4284995833375206	1	1
SNTA1	0.024911186813706524	0	2	2	0.42673995872350334	1	1
CLN5	0.04847762376002451	0.19549580178217976	4	0	-0.42663202475953	1	1
DYNC1I1	0.01932671588642759	0.1549460397111759	5	0	0.4255632383872314	1	1
TIMD4	0.04752301704438712	1	5	0	-0.4242848887179183	1	0.5
MARK3	4.499789061934677e-5	1.451745696026045e-4	6	1	-0.4237165384064387	1	1
ZNF410	0.017853621427464755	0.04446370366916767	9	1	0.4235184110387976	1	1
MORF4L1	0.033569499481358636	0.2862325076536784	5	0	-0.4231638736724617	1	1
SNX19	3.881540071931959e-4	2.025593194057823e-6	6	1	-0.42310576667114186	1	1
HTD2_RPP14	0.008167756087385599	0.6672288394295982	7	0	-0.4209857596394332	1	1
NCOA6	8.665926582288538e-16	5.758280230035798e-6	7	3	-0.4205564515849127	1	1
USP3	0.0025281819249363797	0.21184809298528723	10	0	-0.4201541374874028	1	1
CLTCL1	0.012140541479329976	1	9	0	-0.42012632434040353	1	0.6666666666666666
HSF2	1.168861404356629e-4	9.819426578079635e-4	5	1	-0.4199745220839308	1	1
SEH1L	1.4121926988497451e-6	5.651341268289737e-4	5	1	-0.41842273840301164	1	1
HAX1	0.01165152607321106	0.026832844389033814	3	2	-0.4183474585155874	1	1
SAMD4A	0.00132875312230008	0	2	2	0.41742650757139965	1	1
DMPK	7.199082134874377e-7	0.059237658926676484	9	0	0.4173866233522705	1	1
LOC113253631	0.04340688237885804	0.01965800584642049	5	1	-0.4167817015879478	1	1
CCSER2	1.163313435709379e-8	1.2490545093688952e-8	10	1	-0.41621654130685753	1	1
HNRNPA2B1	7.888126275185317e-14	1.5532559198936752e-5	6	3	-0.4153067265335283	1	1
POLD2	2.880599046993946e-4	8.288731428237934e-6	3	1	-0.4145515791558162	1	1
DSP	8.642201408090132e-7	3.623418789870213e-4	5	2	0.41431594033987973	1	1
SNX4	0.03647562729061275	0.34286815682704364	4	0	-0.4140348219613018	1	1
PTPA	0.024273294899343788	0.005019626129326639	5	1	-0.4138121204398717	1	1
SCD	0.003350920645734943	0.0882907604471894	5	0	-0.4134722161373509	1	1
CSDE1	1.5982966569583504e-28	2.8284399007917345e-4	10	1	-0.4130011420252716	1	1
HADHA	0.002952364962628468	0.004407665757258356	8	1	0.41299367095839473	1	1
IL11RA	8.38580765208544e-6	1.6830405770363537e-5	11	1	-0.41156568426012247	1	1
TMEM38A	8.396229845219697e-4	0.004454110523721092	6	1	-0.4107267323759404	1	1
DUSP26	2.2515777514232014e-5	0.09968834403946657	5	0	-0.4091892768349249	1	1
HDHD5	0.030660012903257015	0.1221427418764465	3	0	-0.4091715674791311	1	1
PARP3	0.012510707111102038	0.045566211769799594	8	1	0.40753314827558257	1	1
NSFL1C	0.007088275309140857	0.012315311629409742	3	1	-0.40700160982390854	1	1
SEC31A	0.00748570998960409	0.8101095496073929	18	0	-0.40610592034687215	1	1
ATP9A	0.009910728737472778	0.0015141958009836488	3	2	-0.4052292278084153	1	1
STAT3	0.012749515531295427	1	6	0	-0.4041934431394754	1	1
CAMK2D	2.491013049591214e-10	3.011954613316361e-9	6	2	0.40378514004374355	1	1
BECN1	7.333356838910035e-5	0.0014027075821955188	10	1	-0.4029393038556724	1	1
CEP120	0.004577484187584014	0.555974090008042	7	0	-0.4028458100133963	1	1
ACADM	4.806687249302752e-4	2.1794762520302495e-4	3	2	0.4025838615539862	1	1
RNGTT	0.048500666627627496	0	2	2	-0.40238581211476177	1	1
SH3KBP1	2.6197966102481744e-9	1.703157861944965e-7	4	2	-0.4018576908541095	1	1
ORMDL3	0.014712648172017773	0.4926253147781108	6	0	-0.40172985149475543	1	1
LOC113248645	0.029720222585967095	1	10	0	0.4013527053627817	1	0.8333333333333334
ZNF527	0.04486525701868459	1	8	0	-0.3999196051089762	1	0.8333333333333334
PRKAB2	4.9145240427935e-15	0.0012501079456117487	8	2	0.39991451051544946	1	1
PICALM	1.18559435493967e-7	5.12792954207769e-4	8	1	-0.39965517361325964	1	1
CCDC88C	0.032558799957466675	0.14629223841971206	5	0	-0.3996195234434386	1	1
LRCH3	0.02667971931441723	0.07220410262291302	6	0	-0.39930474343542355	1	1
ELMO1	0.02133446981234287	1	9	0	-0.39902210300320406	1	1
CHD8	0.0380111614514922	0.1959012206952505	8	0	-0.3989370592106523	1	1
CUNH19orf47	2.072918924670936e-5	1	8	0	-0.39721008397626784	1	1
SRP9	0.005173042625592726	0.0031639700398903747	4	1	-0.3970722319670189	1	1
GALT	0.028726820568263034	0.9476723956780784	8	0	-0.39646736777573	1	1
SS18	0.02840569895738617	0.012249469772588685	5	1	-0.3958930175494508	1	1
KLHL21	7.310137837723584e-4	4.447468103961301e-5	3	2	-0.3957407733673689	1	1
ENAH	7.80711515261552e-9	2.372179594411427e-6	5	2	-0.39568246593823775	1	1
ALKBH3	0.03266604952412042	0.5284956639761249	6	0	-0.39395747739200976	1	1
PROX1	0.041879948701302225	0.09362256513382629	6	0	0.39344075495708597	1	1
PCCA	0.03579565630329193	1	9	0	-0.39321056776054075	1	0.8333333333333334
DNAJC30	0.014732594320103659	1	5	0	0.3928305492563709	1	1
RBM42	0.0018281613903821702	0.013994491680843069	3	1	-0.39146120989341004	1	1
IDH3B	1.282885235613999e-4	0.006765814325842649	5	1	-0.3897222129756285	1	1
ITGB1	3.7044482065680885e-11	6.124697094488662e-13	3	2	-0.38914354666941553	1	1
SREK1	2.5219724902718757e-5	1.6919816066686295e-7	6	1	-0.38913132093324304	1	1
KIFC3	0.0030824201574333426	0.02790131844542879	4	2	0.3888203824217059	1	1
ZHX1	0.006320618542793729	0.010664243757478766	5	1	-0.38875851853672605	1	0.8333333333333334
CNTRL	7.747828692378474e-6	0.1338357103419921	8	0	-0.38713133097685637	1	1
PATL1	0.022673660828663362	1	7	0	-0.38665006106479766	1	1
ERC1	0.04227074591681155	0.4459367493186008	4	0	-0.38609130872212744	1	1
TBC1D1	2.826626308421483e-4	0.13834935514280736	10	0	-0.38482501709537303	1	1
PARP4	0.01393550733232367	0.08192188298814253	6	0	-0.38418859890499374	1	1
SNU13	0.012140541479329976	0.021774883487436957	3	1	-0.3839286998010252	1	1
HELQ	0.04535164497792111	0.23824737206997446	8	0	-0.38263535592824793	1	0.8333333333333334
ENSA	1.1973891977102257e-11	3.946138848900803e-11	5	2	-0.38246534306733015	1	1
DAG1	0.006618916366589183	0.37827574161651334	7	0	-0.3823396097500157	1	1
STARD13	0.02311899575000963	0.04433935030456685	5	1	-0.3823370985127932	1	1
PHKA1	0.005358019829638061	0.028381350353994222	10	1	-0.38225090002222006	1	1
LOC113258426	0.0012594371252638238	1	5	0	-0.3821691471586766	1	1
TBL1XR1	0.00865085541339867	0.12119662880121795	8	0	-0.38090455835663956	1	1
GPD2	0.009062552541975452	0.08914106325761458	4	0	-0.3793540837426888	1	1
USP40	0.023969185031563773	0.5491857417732074	9	0	-0.3781807170256874	1	0.8333333333333334
VIRMA	0.006776592341216164	0.056904908753904464	10	0	-0.3774478750348104	1	1
TLE1	0.04776261702123758	0.13015096139315943	6	0	0.37560581879814686	1	0.8333333333333334
NCEH1	0.04495315072447617	0.2720163879609969	3	0	-0.3752233821199737	1	1
SPTAN1	2.683568096529268e-9	8.666215629769816e-5	7	3	0.3746162205028606	1	1
DCTN1	2.7180533951111326e-7	4.130764421077405e-4	12	1	-0.3734299382295885	1	1
NDRG2	1.3231828121744166e-20	1.185259712769358e-14	4	2	0.37272350009385224	1	1
USO1	0.041971610329028075	0.37499520467506425	8	0	-0.3712103361754767	1	1
IFFO1	0.03656797489436042	0.6181879168936623	7	0	0.3711118377951524	1	0.8333333333333334
SEC14L5	0.01693273449418019	0.10378833819602135	3	0	0.3667234570343775	1	1
GYG2	0.0016604165975887227	0.2682267426422975	11	0	0.36640005701323886	1	0.6666666666666666
USP47	8.248460343608598e-6	0.010128917728782445	11	1	-0.3658892232811395	1	1
GAB1	8.196078965770441e-4	0.23687470741825356	6	0	0.36576170194523794	1	1
PPHLN1	2.872700635285318e-4	0.14723449301666602	10	0	-0.3651862332776798	1	1
RAPGEF1	2.1430915584211413e-4	0.11153773407923027	5	0	-0.3641532853792157	1	1
DENND5B	1.168861404356629e-4	6.760433785253187e-4	3	2	0.3636842550967976	1	1
ASNS	0.02518224228046795	1	5	0	-0.36362028915971845	1	1
RC3H2	0.030660012903257015	0.027231793206623212	3	1	-0.36313091400746667	1	1
SELENOT	1.5725271181010525e-4	2.2985821304781495e-4	5	1	-0.36301938933282896	1	1
FUOM	0.006618916366589183	0.01143232290943274	5	1	0.3628336834095292	1	1
YARS	6.860113306801755e-4	0.3153551276220738	9	0	0.3623797804852107	1	0.8333333333333334
IRF9_REC8	0.03866523919555435	1	12	0	-0.3621371944405918	1	1
FILIP1	8.867515712447645e-5	4.921716812337226e-4	4	2	0.36164530152209373	1	1
DIP2C	0.01978578314487062	0.11291437293567125	4	0	-0.3614027668112486	1	1
P4HA1	0.02599998588493965	0.3158154418323918	8	0	0.36034766348140573	1	1
ARID1B	7.997736089326395e-4	0.006949489756497594	7	1	-0.35957919955464634	1	1
ARHGAP17	0.011230945627055936	0.22903365644101445	10	0	0.3594584937421344	1	0.8333333333333334
TMEM65	0.040464840997474265	0	2	2	0.3592135524147876	1	1
PJA1	0.00298652472255294	0.007472421954939209	3	1	0.35919096722042565	1	1
STK3	0.016545355411601095	0.46553750460089444	7	0	-0.3589752747114581	1	1
CROT	9.351881896944788e-4	1	11	0	0.35881331064848776	1	1
ADSS	0.03565631118289862	0.008992803436694953	3	1	0.35871877379403305	1	1
LGR4	0.047996256419302025	0.07072543745829617	3	0	0.3586277316967765	1	1
NR2C1	0.03541778304574959	0.8660349234061182	5	0	0.3572171506376015	1	1
AAK1	1.408659289491284e-4	0.0031376855360974853	9	1	-0.3550711078961226	1	1
ST7L	0.04568085720787755	1	7	0	-0.3541388500430691	1	1
SLC4A1AP	0.0055412728468431025	0.14283461773615497	5	0	-0.3534256666800738	1	1
L2HGDH	3.3137312985664317e-4	0.8424044846562864	7	0	-0.35302447592025055	1	1
DGUOK	2.332842403530803e-4	1	6	0	-0.35197744541075215	1	1
KCTD9	0.02931713733837567	1	8	0	-0.3493063093788895	1	1
CUNH18orf32	0.04104413449304003	0.3993344028168092	3	0	-0.3491385363504438	1	1
LCP1	0.03920357428846202	0.17517777885767177	8	0	0.3479633940923312	1	0.8333333333333334
CUNH6orf203	0.009062552541975452	0.9068408389952214	3	0	0.3474592495255245	1	1
HUWE1	1.7617988058301973e-6	9.142816487350646e-5	5	1	-0.34727152293651803	1	1
MMAB	0.028497271754014022	0.08695645130004337	4	0	-0.3469514426605748	1	1
POP7	0.047467091985868556	0	2	2	-0.3465295548495929	1	1
ANK3	3.1509497965990175e-19	2.4752983644362015e-6	8	3	0.3463284591655413	1	0.8333333333333334
SLIT2	0.013560651775117998	1	7	0	0.34589593388438006	1	1
UBAP2L	0.03438158463835493	1	15	0	-0.34524306476476574	1	1
GUCY1A1	0.023360170817288504	0.032940467401614944	4	1	0.34514547104456694	1	1
PXN	0.039664813566845106	0.11040161290251072	9	0	-0.34448472657244855	1	1
BRD8	0.02840569895738617	0.333983387056683	14	0	-0.3440260033412701	1	1
MEF2A	2.598175600004181e-14	0.005970481034197918	13	1	0.3428880741624418	1	1
CCPG1	1.1698220940363143e-5	5.348431535675514e-6	10	1	-0.34253552088878136	1	1
LAMB3	0.039350718216804706	1	7	0	-0.34240286821407445	1	1
SLC38A9	0.005826518126420876	0.0220092639357384	5	1	-0.34225178886090313	1	1
RICTOR	0.04340688237885804	1	8	0	-0.34093847375362063	1	1
PRKAG1	0.009910728737472778	0.3577740615651248	4	0	-0.3407705060788975	1	1
AKAP2	0.001782062467903474	0.006048222548977504	6	1	0.34037292877903125	1	1
PTPN13	0.03660015987439812	1	11	0	-0.3399367511035482	1	1
FBXO32	0.001392093497444249	8.338056950240805e-4	3	2	-0.33989965271563577	1	1
LOC113271230	0.021069568336866323	1	5	0	-0.33933844368215005	1	1
LOC113259832_TAF1D	0.015681602314516152	1	8	0	-0.33925007733161006	1	1
ELOC	0.034148933527016846	0.33778251001536147	4	0	0.3387737274846608	1	1
STAMBPL1	0.008086812519358983	0.011566336602527054	5	1	0.3385392061243815	1	1
TAF2	0.02133446981234287	0.19224870715861292	6	0	-0.33847890616224524	1	1
PPIP5K2	2.667291584316592e-11	1	10	0	-0.33794025234122005	1	1
ARMT1	0.0015916320439586802	4.3791613859920595e-4	4	1	-0.33764482987014044	1	1
PPP2R3A	9.09022353003142e-17	2.258630566462026e-4	10	2	-0.3366246446475235	1	1
PRELID2	0.009656889506927425	0.5492165190542282	6	0	-0.3365120225901891	1	1
MAP4K3	3.5591581885722863e-7	1	4	0	-0.335766065380497	1	1
AKT3	5.689669270568418e-4	0.0015862506033711506	4	1	-0.33542775408844744	1	1
CLIP1	2.9264364017518247e-22	0.027998190886826983	12	1	-0.3351591407707981	1	1
CTNNAL1	5.219103450706433e-8	0.8584086535941662	5	0	0.3345954060569601	1	1
NUP50	0.0425528066937553	0.2601345768163862	3	0	-0.3344211641155506	1	1
MACF1	4.9629606535310797e-23	2.5838677389204617e-12	8	2	0.3339867612501731	1	1
AHI1	0.013633077091745797	0.2878863030096335	9	0	-0.3339572755208047	1	1
GPATCH11	0.008113343946245804	1	7	0	0.3337749653530111	1	1
APC	7.125589305558476e-6	4.274036593713774e-5	7	1	0.3333644871833451	1	1
ICA1L	0.04355351206214371	1	4	0	-0.33282716459430967	1	1
MYOM1	3.1184988891457476e-12	7.73847227006544e-4	12	3	0.33228649341322225	1	1
PPP1R10	0.010799987243371072	0.05761514353126212	6	0	0.3319680737256461	1	1
OSBPL9	0.003200816346659568	0.12021830740002754	9	0	-0.33187947258108186	1	1
S100PBP	0.006618916366589183	1	11	0	-0.33130180880419874	1	1
NFYC	0.037257465478636925	0.0737902600327592	9	0	-0.33079938290494093	1	0.8333333333333334
CUNH9orf3	3.60065740707458e-10	2.3460388667087276e-5	6	1	-0.3305600999151026	1	1
TTN	1.2127446725972217e-33	7.840997397782571e-8	17	1	-0.32997021205148164	1	1
ASPSCR1	2.7223989293804733e-8	1	14	0	-0.3298389015731775	1	0.8333333333333334
ZNF25	0.031120386493448237	0.6613918547397583	11	0	-0.32940844735415853	1	1
ABI1	0.0025648509379780074	0.0164907334064909	11	1	-0.329113977114471	1	1
RNF19A	0.008718246016422727	0.24453607650231643	10	0	-0.32846991625798655	1	1
TMED10	0.016545355411601095	0.004319919747794055	3	2	0.3282330894857932	1	1
MTIF2	0.0031938302337664137	0.0071822361053403855	6	1	-0.3278686530962486	1	1
TSC22D2	0.0013823988056247138	9.004807693598288e-5	3	1	-0.3274750757602702	1	1
ITGA7	0.0299610529939123	1	6	0	0.3269772566545913	1	1
LOC113255127	0.028602695522939637	1	11	0	0.32661175208257864	1	1
CUL4B	0.04438540212004564	0	2	2	-0.32553540872777775	1	1
NAPEPLD	0.004438157176883874	1	6	0	-0.3248319766664296	1	1
SLC30A4	0.00748570998960409	1	3	0	0.32476777700158116	1	1
SRSF6	0.03577728317209485	0.7075716213945792	4	0	0.3246955332798297	1	1
GTF2I	0.020204733543109858	1	9	0	-0.32435363968882447	1	1
NOL12	0.0070531498663758425	1	8	0	-0.32274757358305994	1	1
SGCG	0.0015919894677792223	0.3467743296248487	7	0	-0.3227113871109668	1	1
EXTL3	0.016882918067766373	0.1512665180662091	3	0	0.3226334946398681	0.8333333333333334	0.8333333333333334
NCAPG2	0.04783068671819386	1	9	0	-0.32236912546604607	1	0.6666666666666666
CETN2	4.0153313306314295e-4	0.14992183616701793	5	0	-0.32184592382300015	1	1
MYLK3	0.0024047893470109977	3.8456547329591593e-4	4	2	0.3216972951348909	1	1
MAP7D3	0.007227598967021221	1	9	0	-0.32133480672082304	1	1
VMP1	0.03337528958287025	0.25523882214929616	6	0	-0.32107690711210446	1	1
SCP2	2.9797725656141617e-6	2.0678854188768483e-4	4	2	-0.3204068909160871	1	1
CCDC141	8.936630742849416e-4	0.2854407377422703	8	0	0.3203410973581541	1	1
AP2A2	0.006808057320879789	1	5	0	-0.32024219805231274	1	1
ARFGAP2	8.445453443133933e-4	0.27467120152560726	13	0	-0.3194909500893157	1	1
PHACTR1	1.2543273698394786e-4	0.033036366321720904	6	1	-0.31877351141551624	1	1
CPT2	0.038144683101659756	0.11031059655370398	4	0	-0.31846445751003816	1	1
RHOA	0.008463494014191043	0	2	2	-0.3174815295138849	1	1
DPM1	2.8131756052504083e-5	0.0018800394138628672	3	1	-0.3162052654375926	1	1
PI16	2.4625647085275213e-5	0.009586658463464726	7	1	0.316040312070399	1	1
CTNNB1	0.011504908663149349	0.029696583186065866	6	1	0.31530920163036924	1	1
KEAP1	4.315353650231441e-4	1.242655208620522e-4	6	1	-0.3152259424056141	1	1
G3BP1	4.464094993208631e-4	0.0218958308012072	4	1	-0.31515531031368177	1	1
EPN2	0.005799198755344046	1	5	0	-0.3143411411474398	1	1
ZNF582	0.03660015987439812	0.13052058579783526	4	0	0.31413578132227427	1	1
FAM189B	0.04104413449304003	0.7216670412094499	4	0	-0.3140667132278049	1	1
SARAF	0.0295174198050488	0.016201584072069786	5	1	0.31339414251572706	1	1
SNRK	1.2543273698394786e-4	0.017667403869731303	4	2	0.3132313701334161	1	1
VEZT	8.072707211295051e-5	0.0662483568535552	11	0	-0.3132113441212103	1	1
ADAM10	0.009062552541975452	0.24367879752993352	6	0	-0.31247311999460087	1	1
MLIP	0.03176803198593746	1	10	0	0.3124072118691924	1	1
CDC14B	1.623361004290039e-5	0.06366868547495555	7	0	-0.3114028260377089	1	1
TARDBP	0.007320428267153862	0.03806780123042205	8	1	-0.3111930008139497	1	1
MYO1C	2.913080221828692e-5	0.021697658461391222	7	1	-0.31091554615786443	1	1
CRAT	3.0655496028609157e-9	1.3617595543948627e-10	3	2	0.31074965651305875	1	1
NKAP	0.01666756064721649	0	2	2	-0.3107266184949168	1	1
MARCH6	0.009255313546820732	0.041993463808748625	5	1	-0.30993273919318226	1	1
DOCK9	2.5600862117308354e-5	0.1677459503109736	10	0	0.3097223883553351	1	1
FAM120B	0.0027229909719459957	0.010343525357194678	8	1	0.30853515260084163	1	1
EMID1	0.007762269688318858	1	7	0	-0.30843507616760324	1	1
PGRMC2	0.009588963591805926	0	2	2	0.30837148498548406	1	1
SLTM	0.0013859859572910934	0.02463882380621392	5	1	-0.30752348104085686	1	1
RNF216	0.02192032308589968	0.05879331502059537	8	0	0.3069897581912201	1	1
MYNN	0.037899551356172685	1	7	0	-0.3069643249269177	1	1
PI4KB	0.021069568336866323	0.2716324356290641	13	0	-0.3068470631603272	1	1
B3GALNT1	0.01470400396310748	0.7027000771099607	15	0	0.30684342409313276	1	1
CCNT2	0.01167332155853435	0.03490535331594705	10	1	-0.3055093763186665	1	1
ATL2	0.0329223802289226	1	9	0	-0.305429575546836	1	1
VPS37A	0.04619373414996275	0.6693395139479901	6	0	-0.305358980081167	1	1
ZNF212	0.02370854942446564	1	6	0	-0.3045925127247535	1	1
ELOVL5	0.011428774131619282	0.25179453441465227	11	0	-0.30429778707136956	1	0.8333333333333334
SRSF1	0.0066999884237705035	1	10	0	-0.3042420514062529	1	1
NDUFAF5	0.006808057320879789	1	9	0	-0.3040089500070616	1	1
GPAM	0.016967398953948824	0.4546007319605655	12	0	-0.3035668161912427	1	1
HECTD1	8.479324382064148e-6	0.10829274401787997	10	0	0.3035145297650658	1	1
LIG3	0.0027229909719459957	0.023849257441036015	5	1	-0.30164002613158214	1	1
NFX1	0.01131049653294503	1	9	0	-0.3011814626527961	1	1
EIF5	6.790920482354447e-4	0.4308155605430819	8	0	-0.301066603761733	1	1
PPIG	0.004644671906985727	0.22738963702868759	6	0	-0.30071422867504505	1	1
FAM13B	6.115454885087361e-7	1	8	0	-0.30070254341499053	1	1
ZC3H15	0.04074491369430313	0	2	2	-0.3001354302164876	1	1
EHBP1	1.232593504794339e-5	0.5624278794827334	12	0	-0.2996615880226893	1	1
LOC113263597	0.031612832424295495	0.15942739263293618	4	0	-0.29863830706935	1	1
SPG11	1.726618094601104e-4	0.1674284271969272	6	0	-0.29846499308379215	1	1
LAMA4	0.018983367788035548	0.03950279892371946	11	1	-0.2984361897644966	1	1
USP11	8.528985876396759e-6	0.07678779652828724	10	0	-0.297774076715725	1	1
ATP2B4	4.634389717001472e-4	0.03564446189336546	10	1	-0.2976227303398687	1	1
IMPDH2	0.002540686935327634	0	2	2	0.2975641704515425	1	1
CTTN	8.816177139171051e-8	0.013811566818951708	6	1	-0.29711151142980197	1	1
CEP350	8.271917325942347e-4	0.09008739667985079	4	0	0.297014525305137	1	1
FXR1	1.419558041318825e-19	1.1658409984109506e-7	7	4	0.2967302846171864	1	1
LOC113245319	0.0035883261973683137	0.016558359709102168	6	2	-0.29666999727469623	1	1
PTGES3	0.03462080543136909	0.03631435380290161	5	1	-0.29655859139980645	1	1
LOC113263699	0.04054680193656828	0.00908359665480651	3	1	-0.29622973628121363	1	1
RBFOX2	0.005329022821678017	1	10	0	-0.2962066933054463	1	1
LOC113265291	0.01744464591390644	0.16965873934573478	5	0	-0.29571479653529176	1	1
ARID4B	0.020495609466185855	0.5271625581188941	6	0	-0.29513526579109534	1	1
KIZ	0.0030404145032681094	0.040319073037728366	6	1	0.29464194438410474	1	1
NIPA2	0.01178887703885644	0.039183441077262536	9	1	0.29457833202028505	1	1
ZFAND5	0.03935415141268822	0.10001955191566962	5	0	-0.2939471061718315	1	1
CDK14	0.0233856980684565	1	8	0	-0.2935500923496861	1	1
SOX5	0.006019916207095588	1	8	0	-0.29313359419603396	1	0.6666666666666666
LIMS2	0.010290130584847642	1	12	0	-0.29173230251450727	1	1
ZNF106	3.1867905122362676e-17	2.459480943665647e-4	8	2	0.2909024771909615	1	1
TUBB	0.0012586238595241178	0	2	2	0.290870507216266	1	1
MIA2	0.03234910757394867	1	9	0	-0.2908426042162927	1	1
PPP4R3A	5.724052720383096e-7	0.006498012819761267	7	1	-0.29057161378564594	1	1
LOC113247645	1.19708573297279e-7	6.004548615352883e-4	8	1	-0.2900548334649582	1	1
FAR1	0.0118099791711364	0.151827995423094	6	0	-0.2887749501898258	1	1
FRY	0.006808057320879789	1	5	0	-0.2887394472195286	1	1
DNAJC3	0.012299104181740841	0.031634602490315945	5	1	0.2878826754342334	1	1
METTL21A	0.010122478048966467	0.9772323875765198	11	0	-0.28730974385586683	1	1
N6AMT1	0.0070531498663758425	1	7	0	-0.2871794827535571	1	1
CACNA2D1	4.886662281264205e-9	0.006308885521108917	7	1	-0.2871364296896297	1	1
GSK3B	0.016029538858937008	0.027481480417164524	4	1	0.28566149350450587	1	1
CREB3	0.04800055827394547	1	4	0	-0.28476979753056625	1	1
RSRC2	4.6093089894102307e-10	0.08419188113723512	9	0	-0.28433327816291454	1	1
SLC25A12	0.004939711168595288	0.12586796901209327	10	0	-0.28350905643230107	1	1
ACAD8	0.02777016059502088	0.41392422040901283	6	0	-0.2830449348059384	1	1
LARP4B	0.00879142321608542	0	2	2	0.28204983025780206	1	1
MGRN1	0.0031287852360830926	0.04763177295229691	6	1	0.2820480450714906	1	1
PLK2	0.02777016059502088	0.014950842355788356	4	1	-0.28167977810329975	1	1
RAB3GAP2	0.009745674232859727	1	5	0	-0.281297868908239	1	1
CCNG1	5.854747202206592e-6	0.1133754358833525	5	0	0.2809684154207551	1	1
HIPK3	2.776361724166797e-7	2.3393960165722016e-6	7	2	-0.2808338133463009	1	1
GNA13	1.5725271181010525e-4	1.9186137074225166e-5	3	1	-0.2808241965373306	1	1
PSMD4	0.015468451529612669	0.0025531568238068075	3	2	-0.2806842585439896	1	1
IPO7	3.0027762325240703e-9	3.545492409515682e-7	7	1	-0.2797566671857878	1	1
DDX27	0.0458325096004173	1	4	0	-0.27916025349441137	1	1
TTLL12	0.0030824201574333426	0.14468707789137594	5	0	-0.2790601267399433	1	1
SEPT4	0.00951136805725757	0.6666287334368041	6	0	-0.2783509562901949	1	1
PRKAG2	1.1541532448088952e-6	0.03161460638631934	4	1	0.27697700239398804	1	1
PGAP2	0.006996979816442333	1	8	0	-0.2758309178424042	1	0.8333333333333334
N4BP2L2	3.001905045621962e-11	0.010349916800681026	8	1	0.2757909775011976	1	1
RASSF3	0.005003136011903006	0.3230849353940742	5	0	-0.2757308775856717	1	1
ANKRD28	0.01232350922898494	1	10	0	0.27569366392176153	1	1
ATP5PF	1.6371940312315305e-4	1.6308973519720594e-5	3	2	-0.2755750489075136	1	1
PTPRB	0.03660015987439812	0.024739284253191503	3	1	-0.27505443019457104	1	1
