Orthogroup	ailMel.longCDS.prots	ursArc.longCDS.prots
OG0000616	rna-XM_019804660.2	rna30610
OG0000617	rna-XM_002922899.4	rna30645
OG0000617	rna-XM_002922898.4	rna30646
OG0000618	rna-XM_034650908.1	rna53112
OG0000618	rna-XM_034649076.1	rna30707
OG0000619	rna-XM_002930694.4	rna53094
OG0000619	rna-XM_034669571.1	rna38702
OG0000620	rna-XM_034652474.1, rna-XM_011217296.3	rna22464
OG0000620	rna-XM_002929553.4	rna51832
OG0000621	rna-XM_034667714.1	rna2167
OG0000621	rna-XM_019809891.2	rna45639
OG0000622	rna-XM_002930498.4	rna51153
OG0000622	rna-XM_011229099.3	rna38939
OG0000623	rna-XM_034667620.1	rna48369
OG0000623	rna-XM_002919915.4, rna-XM_034652490.1	rna41625
OG0000624	rna-XM_034661857.1	rna11910
OG0000624	rna-XM_002919914.3	rna41630
OG0000625	rna-XM_034650592.1, rna-XM_011217978.2	rna29363
OG0000625	rna-XM_002928817.4	rna51674
OG0000626	rna-XM_011236736.3	rna51660
OG0000626	rna-XM_002912482.3, rna-XM_034671118.1	rna26445
OG0000627	rna-XM_019794724.2	rna37328
OG0000627	rna-XM_034662539.1	rna19915
OG0000628	rna-XM_034653388.1	rna53445
OG0000628	rna-XM_034657182.1	rna53402, rna53400, rna53215, rna50543, rna53203, rna53546, rna50550, rna53397
OG0000629	rna-XM_034669285.1	rna2486
OG0000629	rna-XM_034652564.1, rna-XM_034640886.1	rna29880
OG0000630	rna-XM_034672119.1	rna14176
OG0000630	rna-XM_034662618.1	rna20086
OG0000631	rna-XM_019804646.2	rna1774
OG0000631	rna-XM_019806996.2	rna43596
OG0000632	rna-XM_011218356.2	rna53121
OG0000633	rna-XM_034657084.1	rna22703
OG0000633	rna-XM_034660654.1	rna44890
OG0000634	rna-XM_034660807.1	rna40023
OG0000634	rna-XM_034657554.1	rna43137
OG0000635	rna-XM_034653372.1, rna-XM_034660024.1	rna43259
OG0000635	rna-XM_034660908.1	rna36803
OG0000636	rna-XM_034646980.1	rna37081
OG0000636	rna-XM_011226462.3, rna-XM_034653418.1	rna36660
OG0000637	rna-XM_034652601.1, rna-XM_034652680.1, rna-XM_034651537.1, rna-XM_034652964.1, rna-XM_034652948.1, rna-XM_034652951.1, rna-XM_002913178.4	rna41732
OG0000638	rna-XM_002931279.2	rna53454
OG0000639	rna-XM_011228030.3	rna14757
OG0000639	rna-XM_034655967.1	rna24185
OG0000640	rna-XM_034651528.1, rna-XM_034652117.1, rna-XM_034650987.1, rna-XM_034651834.1, rna-NM_001304860.1	rna14616
OG0000641	rna-XM_034652250.1, rna-XM_034652192.1, rna-XM_034652242.1, rna-XM_034652264.1, rna-XM_034651502.1, rna-XM_034650637.1, rna-NM_001304842.1	rna51231
OG0000642	rna-XM_034662077.1	rna11506
OG0000642	rna-XM_002924935.4	rna30091
OG0000643	rna-XM_002920407.4	rna20163
OG0000643	rna-XM_034655989.1	rna24214
OG0000644	rna-XM_034672103.1	rna31913
OG0000644	rna-XM_034653453.1, rna-XM_034662954.1	rna43715
OG0000645	rna-XM_011234198.3	rna4873
OG0000645	rna-XM_019809427.2	rna8033
OG0000646	rna-XM_034647779.1	rna24517
OG0000646	rna-XM_034663385.1	rna8381
OG0000647	rna-XM_034656409.1	rna13731
OG0000647	rna-XM_034667825.1	rna27284
OG0000648	rna-XM_002919793.4	rna27256
OG0000648	rna-XM_002925721.4	rna11006
OG0000649	rna-XM_034656468.1	rna13635
OG0000649	rna-XM_019800003.2	rna27161
OG0000650	rna-XM_002918506.4	rna10388
OG0000650	rna-XM_034672112.1	rna14324
OG0000651	rna-XM_034668308.1, rna-XM_034652252.1, rna-XM_034651667.1, rna-NM_001304867.1	rna31443
OG0000652	rna-XM_034659779.1	rna3630
OG0000652	rna-XM_034668521.1	rna9740
OG0000653	rna-XM_002918170.3	rna26100
OG0000653	rna-XM_034642739.1	rna32757
OG0000654	rna-XM_034651044.1, rna-XM_034652265.1, rna-XM_034651466.1, rna-XM_034651640.1, rna-XM_002920715.4, rna-XM_034652316.1	rna31756
OG0000655	rna-XM_034666119.1	rna21145
OG0000655	rna-XM_011221878.3, rna-XM_034650091.1	rna21144
OG0000656	rna-XM_034651561.1, rna-XM_034652286.1, rna-XM_034650708.1, rna-XM_034650709.1, rna-XM_034651586.1, rna-XM_034650710.1, rna-XM_034643535.1	rna40446
OG0000657	rna-XM_011219996.2	rna23407
OG0000657	rna-XM_002915426.4	rna23406
OG0000658	rna-XM_034660011.1	rna43025
OG0000659	rna-XM_011230274.3	rna43031
OG0000659	rna-XM_019804125.2, rna-XM_034653378.1	rna43020
OG0000660	rna-XM_034664594.1	rna31490
OG0000660	rna-XM_034657622.1	rna43222
OG0000661	rna-XM_034657791.1	rna43488
OG0000661	rna-XM_034647334.1	rna37603
OG0000662	rna-XM_034658201.1	rna16016
OG0000662	rna-XM_034658202.1	rna16017
OG0000663	rna-XM_034671614.1	rna2887
OG0000663	rna-XM_034658301.1	rna16143
OG0000664	rna-XM_034666353.1	rna1887
OG0000664	rna-XM_011226657.3	rna16161
OG0000665	rna-XM_002917640.4	rna16951
OG0000665	rna-XM_002913442.4	rna2968
OG0000666	rna-XM_034658913.1	rna5086
OG0000666	rna-XM_002930286.4	rna5087
OG0000667	rna-XM_034642282.1	rna52258, rna52296
OG0000667	rna-XM_034659063.1	rna4823
OG0000668	rna-XM_034659427.1	rna4219
OG0000668	rna-XM_034671726.1, rna-XM_034653509.1	rna14164
OG0000669	rna-XM_011219234.2	rna3837
OG0000669	rna-XM_011224044.3	rna30871
OG0000670	rna-XM_034659796.1	rna3593
OG0000670	rna-XM_019797929.2	rna10693
OG0000671	rna-XM_034655974.1	rna341
OG0000671	rna-XM_034659824.1	rna3557
OG0000672	rna-XM_034640217.1	rna18679
OG0000672	rna-XM_034659832.1	rna3541
OG0000673	rna-XM_034670813.1, rna-XM_034652823.1	rna28940
OG0000673	rna-XM_002922666.4	rna28939
OG0000674	rna-XM_034650037.1	rna51996
OG0000674	rna-XM_034650816.1, rna-XM_034667691.1	rna47327
OG0000675	rna-XM_034652821.1, rna-XM_002925368.4, rna-XM_034652864.1, rna-XM_034652850.1, rna-XM_034650340.1, rna-XM_034650341.1, rna-XM_034652644.1	rna50066
OG0000676	rna-XM_034651630.1, rna-XM_002918119.4, rna-XM_034652612.1, rna-XM_034651531.1, rna-XM_034652904.1, rna-XM_034652997.1, rna-XM_034652993.1	rna10785
OG0000677	rna-XM_034650089.1, rna-XM_034667611.1	rna54419, rna54418
OG0000678	rna-XM_034669296.1	rna20834
OG0000678	rna-XM_034642607.1	rna49147, rna49222
OG0000679	rna-XM_019798898.2	rna49944, rna49912
OG0000679	rna-XM_019800705.2	rna37943
OG0000680	rna-XM_034642068.1	rna32870
OG0000680	rna-XM_011232992.3	rna26055
OG0000681	rna-XM_002915925.4	rna11105
OG0000682	rna-XM_034669649.1	rna51512
OG0000682	rna-XM_034640439.1	rna35750
OG0000683	rna-XM_002923313.4	rna35559
OG0000683	rna-XM_002921280.4	rna45133
OG0000684	rna-XM_034640694.1, rna-XM_034640688.1	rna29988
OG0000685	rna-XM_011220701.3	rna15652
OG0000685	rna-XM_034641762.1	rna46243
OG0000686	rna-XM_034640229.1	rna45990
OG0000686	rna-XM_034666602.1	rna26018
OG0000687	rna-XM_034643490.1	rna41529
OG0000687	rna-XM_019798758.2	rna45947
OG0000688	rna-XM_034640610.1	rna19630
OG0000688	rna-XM_034650167.1	rna34373
OG0000689	rna-XM_034641514.1	rna18455
OG0000689	rna-XM_034646243.1	rna45477
OG0000690	rna-XM_034646608.1, rna-XM_034651764.1	rna45087
OG0000690	rna-XM_034644775.1	rna17948
OG0000691	rna-XM_034645976.1	rna18200
OG0000691	rna-XM_034644849.1	rna45035
OG0000692	rna-XM_034645224.1	rna17809
OG0000692	rna-XM_034645777.1	rna49549
OG0000693	rna-XM_002916148.4	rna48442
OG0000693	rna-XM_034665553.1, rna-XM_034645723.1	rna17679
OG0000694	rna-XM_019808787.2	rna17602
OG0000694	rna-XM_034667003.1	rna42694
OG0000695	rna-XM_011235485.3	rna45179
OG0000695	rna-XM_002927794.4	rna45186
OG0000696	rna-XM_034645290.1	rna45116
OG0000696	rna-XM_034651879.1	rna45119
OG0000697	rna-XM_034653097.1, rna-XM_019801339.2	rna24628
OG0000697	rna-XM_002912913.4, rna-XM_034653201.1	rna24275
OG0000698	rna-XM_002926104.1	rna52230
OG0000699	rna-XM_034655314.1	rna187
OG0000699	rna-XM_034665939.1	rna21461
OG0000700	rna-XM_002928207.2	rna21367
OG0000700	rna-XM_002928208.4	rna21368
OG0000701	rna-XM_019796888.2	rna21206
OG0000701	rna-XM_034655619.1	rna245
OG0000702	rna-XM_002928573.4	rna36158
OG0000702	rna-XM_002928585.2	rna36157
OG0000703	rna-XM_034664801.1	rna31826
OG0000703	rna-XM_034667168.1	rna52381
OG0000704	rna-XM_034667362.1	rna49786
OG0000704	rna-XM_034667375.1	rna49793
OG0000705	rna-XM_002921747.4	rna27900
OG0000705	rna-XM_034671481.1	rna26186
OG0000706	rna-XM_019806083.2	rna47857, rna47815, rna26262
OG0000707	rna-XM_034663782.1	rna7017
OG0000707	rna-XM_034671837.1	rna25248
OG0000708	rna-XM_034648663.1, rna-XM_002931305.4	rna53924, rna54179
OG0000709	rna-XM_002926760.4	rna426
OG0000709	rna-XM_019807532.2	rna425
OG0000710	rna-XM_034658464.1	rna53764, rna851
OG0000711	rna-XM_011229116.3	rna1045
OG0000711	rna-XM_034657090.1, rna-XM_034655697.1	rna22668
OG0000712	rna-XM_002912895.4	rna24229
OG0000712	rna-XM_002912953.4	rna24222
OG0000713	rna-XM_034656839.1	rna27592
OG0000713	rna-XM_002920751.4	rna27597
OG0000714	rna-XM_034644309.1	rna15561
OG0000714	rna-XM_034643600.1	rna15568
OG0000720	rna-XM_034650691.1, rna-XM_034670603.1	rna46364, rna47689
OG0000721	rna-XM_034653241.1, rna-XM_034650207.1, rna-XM_034650062.1, rna-XM_034650328.1, rna-XM_034672121.1	rna53774, rna53552
OG0000722	rna-XM_034645873.1	rna35121
OG0000722	rna-XM_019795783.2	rna1437
OG0000723	rna-XM_034647811.1	rna23012
OG0000723	rna-XM_034646253.1	rna35064
OG0000724	rna-XM_034648104.1	rna23308
OG0000724	rna-XM_019802621.2	rna35037
OG0000725	rna-XM_034669369.1	rna20910
OG0000725	rna-XM_034647324.1	rna34888
OG0000726	rna-XM_002921865.4	rna34690
OG0000726	rna-XM_002922788.4	rna28646
OG0000727	rna-XM_034650016.1	rna42220
OG0000727	rna-XM_034652855.1, rna-XM_019802455.2	rna34674
OG0000728	rna-XM_002922661.3	rna28937
OG0000728	rna-XM_034649621.1	rna34482
OG0000729	rna-XM_002928917.4	rna13269
OG0000729	rna-XM_011226114.3	rna42225
OG0000730	rna-XM_034651890.1	rna13046
OG0000730	rna-XM_034657413.1	rna42969
OG0000731	rna-XM_034657282.1	rna4190
OG0000731	rna-XM_034655605.1	rna13013
OG0000732	rna-XM_034653249.1	rna12845
OG0000732	rna-XM_002922610.4	rna22919
OG0000733	rna-XM_034657861.1	rna50441
OG0000733	rna-XM_034653513.1	rna12794
OG0000734	rna-XM_034646746.1	rna37630
OG0000734	rna-XM_034653615.1	rna12759
OG0000735	rna-XM_034657775.1	rna43459
OG0000735	rna-XM_034653703.1	rna12589
OG0000736	rna-XM_034653721.1	rna12562
OG0000736	rna-XM_034664663.1	rna31647
OG0000737	rna-XM_002919386.4	rna12427
OG0000737	rna-XM_002919385.3	rna12426
OG0000738	rna-XM_011227242.3	rna50506
OG0000738	rna-XM_002917667.4	rna12409
OG0000739	rna-XM_034657693.1	rna43304
OG0000739	rna-XM_034653901.1	rna12333
OG0000740	rna-XM_034653999.1	rna46861
OG0000740	rna-XM_034664730.1	rna31713
OG0000741	rna-XM_002915179.3	rna31484
OG0000741	rna-XM_034654005.1	rna46853
OG0000742	rna-XM_019799653.2	rna46826
OG0000742	rna-XM_034667211.1	rna2059
OG0000743	rna-XM_034670956.1	rna2779
OG0000743	rna-XM_034654099.1	rna45874
OG0000744	rna-XM_034670953.1	rna2774
OG0000744	rna-XM_002918249.4	rna45866
OG0000745	rna-XM_034654111.1	rna45860
OG0000745	rna-XM_034643663.1	rna15451
OG0000746	rna-XM_034637906.1	rna3123
OG0000746	rna-XM_011223666.3	rna45819
OG0000747	rna-XM_011236460.3	rna45805
OG0000747	rna-XM_034666566.1	rna48467
OG0000748	rna-XM_034654155.1	rna45786
OG0000748	rna-XM_034667292.1	rna49673
OG0000749	rna-XM_034657496.1	rna43080
OG0000749	rna-XM_019799754.2	rna48929
OG0000750	rna-XM_034662278.1	rna11241
OG0000750	rna-XM_034654392.1	rna26809
OG0000751	rna-XM_034654498.1	rna26655
OG0000751	rna-XM_011230461.3	rna30360
OG0000752	rna-XM_034654530.1	rna6780
OG0000752	rna-XM_034662227.1	rna11335
OG0000753	rna-XM_034646501.1	rna17378
OG0000753	rna-XM_034654576.1	rna6719
OG0000754	rna-XM_034643160.1	rna10721
OG0000754	rna-XM_019799150.2	rna6715
OG0000756	rna-XM_011227871.3	rna17283
OG0000756	rna-XM_002926929.4	rna6556
OG0000757	rna-XM_034662209.1	rna11349
OG0000757	rna-XM_002928608.4	rna6553
OG0000758	rna-XM_034642208.1	rna6541
OG0000758	rna-XM_034662234.1	rna11326
OG0000759	rna-XM_034641199.1	rna29689
OG0000759	rna-XM_002923909.4	rna6483
OG0000760	rna-XM_034654732.1	rna6465
OG0000760	rna-XM_034667979.1	rna2243
OG0000761	rna-XM_034667959.1	rna2250
OG0000761	rna-XM_034654736.1	rna6460
OG0000762	rna-XM_011234129.3	rna42114
OG0000762	rna-XM_019793773.2	rna6445
OG0000763	rna-XM_011226216.3	rna6407
OG0000763	rna-XM_034669715.1	rna2591
OG0000764	rna-XM_034662065.1	rna11545
OG0000764	rna-XM_034654810.1	rna6280
OG0000765	rna-XM_002923445.4	rna17074
OG0000765	rna-XM_034654822.1	rna6253
OG0000766	rna-XM_002915991.4	rna15593
OG0000766	rna-XM_019798318.2	rna6151
OG0000767	rna-XM_019796190.2	rna15555
OG0000767	rna-XM_002917994.4	rna6137
OG0000768	rna-XM_019800484.2	rna6072
OG0000768	rna-XM_002915361.4	rna11580
OG0000769	rna-XM_002921127.4	rna23971
OG0000769	rna-XM_002915842.4	rna6028
OG0000770	rna-XM_034667605.1	rna2128
OG0000770	rna-XM_002919131.3	rna5970
OG0000771	rna-XM_034654989.1	rna5937
OG0000771	rna-XM_034658203.1	rna16030
OG0000772	rna-XM_034651010.1	rna32233
OG0000773	rna-XM_011223472.2	rna5830
OG0000773	rna-XM_011223470.2	rna5833
OG0000774	rna-XM_002913678.3	rna5748
OG0000774	rna-XM_034644319.1	rna15483
OG0000775	rna-XM_034655166.1	rna5702
OG0000775	rna-XM_034645842.1	rna17317
OG0000776	rna-XM_011220788.3	rna15475
OG0000776	rna-XM_002913667.4	rna5697
OG0000777	rna-XM_034655193.1	rna5673
OG0000777	rna-XM_034645593.1	rna17421
OG0000778	rna-XM_034655253.1	rna5590
OG0000778	rna-XM_002915492.4	rna40986
OG0000779	rna-XM_034655263.1	rna5568
OG0000779	rna-XM_034649943.1	rna40564
OG0000780	rna-XM_002917955.4	rna5396
OG0000780	rna-XM_011227704.3	rna38142
OG0000781	rna-XM_002917963.4	rna5370
OG0000781	rna-XM_034665232.1	rna7333
OG0000782	rna-XM_002922473.4, rna-XM_002922468.4	rna5207
OG0000783	rna-XM_034655549.1	rna5181
OG0000783	rna-XM_019808121.2	rna38241
OG0000784	rna-XM_034655581.1	rna5146
OG0000784	rna-XM_034663810.1	rna7579
OG0000785	rna-XM_034655588.1	rna5143
OG0000785	rna-XM_034665395.1	rna7584
OG0000786	rna-XM_034653493.1	rna54340, rna31807
OG0000787	rna-XM_034643524.1	rna14948
OG0000787	rna-XM_034657258.1	rna16997
OG0000788	rna-XM_034651877.1, rna-XM_034650907.1	rna31560
OG0000789	rna-XM_034650881.1, rna-XM_034650282.1, rna-XM_034650203.1, rna-XM_034650283.1, rna-XM_034642087.1	rna32833
OG0000790	rna-XM_034650810.1, rna-XM_034652044.1, rna-XM_034652008.1, rna-XM_034651529.1, rna-XM_034672610.1, rna-XM_034653202.1	rna50827
OG0000791	rna-XM_011230163.3	rna33851
OG0000791	rna-XM_002927138.4	rna32205
OG0000792	rna-XM_034638678.1	rna32308
OG0000792	rna-XM_002921283.4	rna45123
OG0000793	rna-XM_034637919.1	rna32388
OG0000793	rna-XM_002923467.4	rna33869
OG0000794	rna-XM_034652146.1, rna-XM_034651975.1, rna-XM_034652258.1, rna-XM_034652240.1, rna-XM_034652235.1, rna-XM_019805953.2	rna32481
OG0000795	rna-XM_034672441.1	rna32487
OG0000795	rna-XM_034644764.1	rna49474
OG0000796	rna-XM_002923376.4	rna35621
OG0000796	rna-XM_034639675.1	rna32518
OG0000797	rna-XM_002924346.4	rna35563
OG0000797	rna-XM_034638836.1	rna32530
OG0000798	rna-XM_034638647.1	rna32547
OG0000798	rna-XM_019795567.2	rna40977
OG0000799	rna-XM_019801809.2	rna32673
OG0000799	rna-XM_034641862.1	rna35957
OG0000800	rna-XM_002930370.4	rna32702
OG0000800	rna-XM_034640622.1	rna35886
OG0000801	rna-XM_019795656.2	rna47016
OG0000801	rna-XM_011237696.2	rna53169
OG0000802	rna-XM_002929800.3	rna30658
OG0000802	rna-XM_011220171.3	rna47013
OG0000803	rna-XM_034670051.1	rna33707
OG0000803	rna-XM_034672847.1	rna46953
OG0000804	rna-XM_034672489.1	rna46938
OG0000804	rna-XM_034641843.1	rna35691
OG0000805	rna-XM_034638666.1	rna46868
OG0000805	rna-XM_034646460.1	rna45154
OG0000806	rna-XM_034672834.1	rna51843
OG0000806	rna-XM_034672734.1	rna8638
OG0000807	rna-XM_034672839.1, rna-XM_034652932.1	rna54064, rna51862
OG0000808	rna-XM_034638037.1, rna-XM_002929427.3	rna51966
OG0000809	rna-XM_034672860.1	rna50906
OG0000809	rna-XM_034644857.1	rna44945
OG0000810	rna-XM_034645943.1	rna44937
OG0000810	rna-XM_034672869.1	rna43794
OG0000811	rna-XM_034644706.1	rna44989
OG0000811	rna-XM_011223230.3	rna43859
OG0000812	rna-NM_001304921.1	rna43878
OG0000813	rna-XM_034638537.1	rna43911
OG0000813	rna-XM_011223250.3	rna43913
OG0000814	rna-XM_034648523.1	rna48841
OG0000814	rna-XM_034638996.1	rna44045
OG0000815	rna-XM_034639009.1	rna44242
OG0000815	rna-XM_002914075.4	rna21420
OG0000816	rna-XM_019804282.2	rna44319
OG0000817	rna-XM_002929018.4	rna18444
OG0000817	rna-XM_019804285.2	rna44326
OG0000818	rna-XM_002923707.4	rna44383
OG0000818	rna-XM_034655659.1	rna27771
OG0000819	rna-NM_001304899.1, rna-XM_034650821.1, rna-XM_034650799.1, rna-XM_034650800.1, rna-XM_034650820.1	rna44401
OG0000820	rna-XM_034641340.1	rna18500
OG0000820	rna-XM_019808072.2	rna44423
OG0000821	rna-XM_011237133.3	rna8835
OG0000821	rna-XM_034668820.1	rna51278
OG0000822	rna-XM_011235800.3	rna11114
OG0000822	rna-XM_002914216.3	rna8859
OG0000823	rna-XM_034637813.1	rna8872
OG0000823	rna-XM_034657099.1	rna22658
OG0000824	rna-XM_002912253.4, rna-XM_002912251.4	rna8978
OG0000825	rna-XM_002918424.4	rna9231
OG0000825	rna-XM_011222903.3	rna28530
OG0000826	rna-XM_019807330.2	rna10100
OG0000826	rna-XM_034638493.1	rna9267
OG0000827	rna-XM_034638733.1	rna9308
OG0000828	rna-XM_019804176.2	rna9342
OG0000828	rna-XM_002922903.4	rna10329
OG0000829	rna-XM_002921085.4	rna48746
OG0000829	rna-XM_019801516.2	rna9367
OG0000830	rna-XM_002925934.2	rna50554, rna52049, rna50553, rna50552
OG0000830	rna-XM_034649033.1, rna-XM_034652923.1	rna52048
OG0000831	rna-XM_034652189.1, rna-XM_034653429.1, rna-XM_034652218.1, rna-XM_034651850.1, rna-XM_002929523.4	rna13817
OG0000832	rna-XM_011224419.3	rna12070
OG0000832	rna-XM_011236678.2	rna39901
OG0000833	rna-XM_034649982.1	rna42175
OG0000833	rna-XM_002915291.1	rna26199
OG0000834	rna-XM_034669190.1	rna20652
OG0000834	rna-XM_034649904.1	rna42171
OG0000835	rna-XM_002929909.2	rna42136
OG0000835	rna-XM_011221484.3	rna23179
OG0000836	rna-XM_011235120.3	rna53294, rna42122
OG0000837	rna-XM_011235119.3	rna53290, rna42116
OG0000838	rna-XM_011222081.3	rna30514
OG0000838	rna-XM_002912481.3	rna26444
OG0000839	rna-XM_034671878.1	rna26486
OG0000840	rna-XM_034649509.1, rna-XM_002916155.4, rna-XM_034671590.1, rna-XM_034651307.1, rna-XM_034651215.1	rna48411
OG0000841	rna-XM_034649423.1	rna30685
OG0000841	rna-XM_034648921.1	rna41598
OG0000842	rna-XM_034657253.1	rna16834
OG0000842	rna-XM_002917774.4	rna30735
OG0000843	rna-XM_019807549.2	rna51064
OG0000843	rna-XM_034658851.1	rna16927
OG0000844	rna-XM_002915009.4	rna37014
OG0000844	rna-XM_002931232.4	rna51840
OG0000845	rna-XM_034649392.1	rna52986
OG0000846	rna-XM_002918008.1	rna47999
OG0000846	rna-XM_002916599.4	rna10171
OG0000847	rna-XM_034649362.1	rna48017
OG0000847	rna-XM_002917339.4	rna28756
OG0000848	rna-XM_002930483.4	rna49492
OG0000848	rna-XM_002919373.4	rna25299
OG0000849	rna-XM_011217323.3	rna42031
OG0000849	rna-XM_034647488.1	rna24730
OG0000850	rna-XM_034665103.1	rna7148
OG0000850	rna-XM_034648816.1	rna42033
OG0000851	rna-XM_011223974.3	rna49905, rna49936
OG0000851	rna-XM_034649136.1	rna42082
OG0000852	rna-XM_034649855.1	rna45643
OG0000852	rna-XM_019796631.2	rna7392
OG0000853	rna-XM_034667779.1	rna27405
OG0000853	rna-XM_002925925.4	rna52041
OG0000854	rna-XM_019792861.2	rna54251
OG0000854	rna-XM_034649747.1	rna40657
OG0000855	rna-XM_034650038.1, rna-XM_034653539.1	rna39795
OG0000855	rna-XM_011229126.3	rna40548
OG0000856	rna-XM_034665084.1	rna7096
OG0000856	rna-XM_034649039.1, rna-XM_034653532.1	rna40602
OG0000857	rna-XM_002918534.4	rna22425
OG0000857	rna-XM_034648762.1	rna40635
OG0000858	rna-XM_002922559.4	rna40685
OG0000859	rna-XM_002920340.4	rna40380
OG0000859	rna-XM_034650753.1, rna-XM_002922546.4	rna38942
OG0000860	rna-XM_002922296.4	rna38976
OG0000860	rna-XM_011231800.3	rna11754
OG0000861	rna-XM_002925706.4	rna38990
OG0000861	rna-XM_002919417.3	rna38417
OG0000862	rna-XM_034661568.1	rna14551
OG0000862	rna-XM_034649949.1	rna38998
OG0000863	rna-XM_034660936.1	rna36753
OG0000863	rna-XM_034649160.1	rna39026
OG0000864	rna-XM_034648937.1	rna39031
OG0000864	rna-XM_034665198.1	rna7283
OG0000865	rna-XM_034650024.1	rna39068
OG0000865	rna-XM_034665391.1	rna7562
OG0000866	rna-XM_034649437.1	rna39070
OG0000866	rna-XM_034665372.1	rna7529
OG0000867	rna-XM_011216812.3	rna49858
OG0000867	rna-XM_002922620.3	rna10536
OG0000868	rna-XM_034649992.1, rna-XM_034651555.1	rna53770
OG0000869	rna-XM_002924879.4	rna28396
OG0000869	rna-XM_011237730.3	rna51629
OG0000870	rna-XM_011216970.3, rna-XM_011216971.3, rna-XM_011217626.3	rna52331
OG0000871	rna-XM_002918346.3	rna47940
OG0000871	rna-XM_034653582.1	rna27433
OG0000872	rna-XM_034651982.1, rna-XM_034651079.1, rna-XM_034652483.1, rna-XM_034652689.1, rna-XM_034652724.1, rna-XM_034661700.1	rna40060
OG0000873	rna-XM_034650619.1, rna-XM_034652188.1, rna-XM_034650814.1, rna-XM_034652062.1, rna-XM_034650785.1, rna-XM_034651328.1, rna-XM_034652092.1	rna47361
OG0000874	rna-XM_034651870.1	rna1767
OG0000874	rna-XM_002927998.4	rna26159
OG0000875	rna-XM_034650924.1, rna-XM_034651743.1	rna42158
OG0000876	rna-XM_002927786.3	rna23908
OG0000876	rna-XM_034659248.1	rna4474
OG0000877	rna-XM_019809347.2	rna52054
OG0000878	rna-XM_034660077.1	rna52137
OG0000878	rna-XM_034660140.1	rna52122
OG0000879	rna-XM_034661357.1	rna37171
OG0000879	rna-XM_034660191.1	rna28577
OG0000880	rna-XM_034660289.1	rna28558
OG0000880	rna-XM_011227273.3	rna48790
OG0000881	rna-XM_034660583.1	rna44762
OG0000881	rna-XM_011216823.2	rna45725
OG0000882	rna-XM_034660585.1	rna44770
OG0000882	rna-XM_011230029.3	rna41319
OG0000883	rna-XM_034651014.1, rna-XM_034651015.1, rna-NM_001304849.1, rna-XM_034651919.1, rna-XM_034651967.1	rna44787
OG0000884	rna-XM_011218509.3	rna44841
OG0000884	rna-XM_034646010.1	rna17730
OG0000885	rna-XM_034642666.1	rna42387
OG0000885	rna-XM_019808644.2	rna44927
OG0000886	rna-XM_019798458.2	rna10831
OG0000886	rna-XM_034660778.1	rna40071
OG0000887	rna-XM_034657670.1	rna43277
OG0000887	rna-XM_002914258.4	rna40042
OG0000888	rna-XM_034660799.1	rna40035
OG0000888	rna-XM_034663966.1	rna22451
OG0000889	rna-XM_019794133.2	rna39991
OG0000889	rna-XM_034647605.1	rna24615
OG0000890	rna-XM_034642726.1	rna10985
OG0000890	rna-XM_011229546.3	rna36745
OG0000891	rna-XM_011226473.3	rna36683
OG0000891	rna-XM_011226470.3	rna36681
OG0000892	rna-XM_011227376.3	rna41738
OG0000892	rna-XM_034656582.1	rna13381
OG0000893	rna-XM_002913189.4	rna41787
OG0000893	rna-XM_034648000.1	rna23588
OG0000894	rna-XM_002914548.4	rna41521
OG0000894	rna-XM_034661145.1	rna41897
OG0000895	rna-XM_002922967.4	rna41968
OG0000895	rna-XM_034659232.1	rna4513
OG0000896	rna-XM_034661266.1	rna37282
OG0000896	rna-XM_002915099.4	rna19954
OG0000897	rna-XM_034655658.1	rna27792
OG0000897	rna-XM_019794729.2	rna37348
OG0000898	rna-XM_002914435.4	rna37213
OG0000898	rna-XM_034641347.1	rna19554
OG0000899	rna-XM_002917167.4	rna27623
OG0000899	rna-XM_034661383.1	rna37092
OG0000900	rna-XM_034656052.1	rna24352
OG0000900	rna-XM_034661411.1	rna14796
OG0000901	rna-XM_002927280.4	rna14794
OG0000901	rna-XM_002927283.1	rna14790
OG0000902	rna-XM_002913838.4	rna14613
OG0000902	rna-XM_002923462.4	rna7053
OG0000903	rna-XM_034665067.1	rna7055
OG0000903	rna-XM_034661537.1	rna14602
OG0000904	rna-XM_019795170.2	rna14109
OG0000904	rna-XM_034661541.1	rna14593
OG0000905	rna-XM_034661737.1	rna14519
OG0000905	rna-XM_019801701.2	rna23917
OG0000906	rna-XM_034651362.1	rna15631
OG0000907	rna-XM_034652178.1, rna-XM_034652087.1, rna-XM_034652217.1, rna-XM_034652193.1	rna46388
OG0000907	rna-NM_001304928.1	rna36337
OG0000908	rna-XM_011234379.2	rna23724, rna23708, rna23720
OG0000909	rna-XM_002912726.4	rna15849
OG0000909	rna-XM_019798663.2	rna13998
OG0000910	rna-XM_011233273.3	rna51195
OG0000910	rna-XM_034661894.1	rna11833
OG0000911	rna-XM_019799085.2	rna38275
OG0000911	rna-XM_034661906.1	rna11824
OG0000912	rna-XM_034666361.1	rna36282
OG0000913	rna-XM_034661824.1	rna11638
OG0000913	rna-XM_002927736.4	rna11635
OG0000914	rna-XM_034662056.1	rna11558
OG0000914	rna-XM_034640574.1	rna29997
OG0000915	rna-XM_019802711.2	rna30002
