Orthogroup	ailMel.longCDS.prots	ursMar.longCDS.prots
OG0001561	rna-XM_002929024.4	rna23026
OG0001561	rna-XM_034651671.1, rna-XM_002929025.4	rna23025
OG0001562	rna-XM_002930383.4	rna23018
OG0001562	rna-XM_011217182.2	rna23017
OG0001563	rna-XM_002931160.4	rna22973
OG0001563	rna-XM_002929987.4	rna22968
OG0001563	rna-XM_034651820.1	rna22976
OG0001564	rna-XM_011229231.2	rna15317
OG0001564	rna-XM_002922682.2	rna15316
OG0001565	rna-XM_034644820.1	rna15366, rna15363
OG0001566	rna-XM_034646472.1	rna31960
OG0001567	rna-XM_034650976.1, rna-XM_034650975.1, rna-XM_034652600.1, rna-XM_019800582.2	rna21475
OG0001568	rna-XM_002925815.4	rna20271
OG0001569	rna-XM_002927364.4	rna4850
OG0001570	rna-XM_034670403.1	rna18492
OG0001571	rna-XM_034670503.1	rna18393
OG0001571	rna-XM_019793877.2	rna18403
OG0001572	rna-XM_011233840.3	rna15188
OG0001573	rna-XM_034670739.1, rna-XM_002920155.4	rna18176, rna18179
OG0001574	rna-XM_034669604.1	rna18165
OG0001575	rna-XM_019803564.2	rna11800
OG0001576	rna-XM_019807389.2	rna10587
OG0001577	rna-XM_002928190.4	rna35643
OG0001577	rna-XM_002928192.2	rna35650
OG0001578	rna-XM_034667713.1	rna8362
OG0001578	rna-XM_002930001.3	rna8366
OG0001579	rna-XM_034666102.1	rna8497
OG0001579	rna-XM_034666097.1	rna8492
OG0001580	rna-XM_002916270.4	rna30228
OG0001581	rna-XM_002930700.2	rna33775, rna33776, rna33779
OG0001582	rna-XM_002916178.4, rna-XM_034665606.1	rna35866, rna35867
OG0001583	rna-XM_011220917.3	rna35855, rna29833
OG0001584	rna-XM_034667638.1, rna-XM_019798894.2	rna1607
OG0001585	rna-XM_002918578.4	rna1790
OG0001587	rna-XM_011225199.3	rna23189
OG0001587	rna-XM_011225198.3	rna23188
OG0001588	rna-XM_034666950.1	rna4635, rna4634
OG0001589	rna-XM_034667660.1	rna4751
OG0001590	rna-XM_002928426.4	rna21377
OG0001591	rna-XM_034667243.1	rna5400
OG0001592	rna-XM_034667330.1	rna22751
OG0001593	rna-XM_034667401.1	rna17940
OG0001594	rna-XM_034672076.1	rna16031
OG0001595	rna-XM_034672296.1	rna14411
OG0001596	rna-XM_034664030.1	rna16390
OG0001597	rna-XM_002915777.4	rna32644, rna32642
OG0001598	rna-XM_011217582.2	rna20614
OG0001598	rna-XM_002930722.4	rna20615
OG0001600	rna-XM_034660653.1, rna-XM_034652176.1, rna-XM_034655665.1	rna13360
OG0001601	rna-XM_034638083.1	rna33760, rna33754
OG0001602	rna-XM_002912620.3	rna12341
OG0001603	rna-XM_034644600.1, rna-XM_034644796.1	rna6351
OG0001604	rna-XM_002921830.2	rna18843
OG0001604	rna-XM_002921819.4	rna18844
OG0001605	rna-XM_034639446.1	rna18777
OG0001605	rna-XM_034639434.1	rna8851
OG0001607	rna-XM_034653295.1, rna-XM_034652807.1	rna34550, rna33466
OG0001609	rna-XM_019801723.2, rna-XM_034655859.1	rna32495, rna32490
OG0001610	rna-XM_019794976.2	rna13278, rna27335
OG0001611	rna-XM_002920341.4	rna27892
OG0001612	rna-XM_034643692.1	rna25185
OG0001622	rna-XM_034652060.1, rna-XM_034652509.1, rna-XM_034671754.1	rna23621
OG0001623	rna-XM_034651804.1, rna-XM_034652207.1, rna-XM_002923044.4	rna4042
OG0001624	rna-XM_034651020.1, rna-XM_034652767.1, rna-XM_002920916.4	rna35328
OG0001625	rna-XM_034652012.1, rna-XM_034652054.1, rna-XM_002925842.4	rna8893
OG0001626	rna-XM_034641592.1	rna19968
OG0001626	rna-XM_002915631.4	rna15970
OG0001627	rna-XM_034651506.1	rna15900
OG0001628	rna-XM_002913285.4	rna15864
OG0001629	rna-XM_034651232.1, rna-XM_034651471.1, rna-XM_034646871.1	rna15861
OG0001630	rna-XM_034653254.1, rna-XM_034653255.1, rna-XM_002913293.4	rna15849
OG0001631	rna-XM_002913305.4	rna15811
OG0001631	rna-XM_034670954.1	rna17132
OG0001632	rna-XM_011230623.3	rna15541
OG0001633	rna-XM_002928920.4	rna21252
OG0001634	rna-XM_034651753.1	rna21100
OG0001635	rna-XM_034652694.1, rna-XM_034650602.1, rna-XM_034653855.1	rna11205
OG0001636	rna-XM_034641744.1, rna-XM_034650383.1	rna19348
OG0001637	rna-XM_034650775.1, rna-XM_034654150.1	rna19342
OG0001638	rna-XM_011231486.3	rna30574, rna30575
OG0001639	rna-XM_034641839.1	rna17098, rna33001
OG0001640	rna-XM_034651799.1, rna-XM_034651589.1, rna-XM_002919335.4	rna16973
OG0001641	rna-XM_002928390.4, rna-XM_034653065.1	rna6952
OG0001642	rna-XM_002916517.4	rna7024
OG0001643	rna-XM_034650719.1, rna-XM_034651001.1	rna7156
OG0001644	rna-XM_019808972.2	rna7274
OG0001645	rna-XM_011225945.3	rna7366
OG0001646	rna-XM_011220529.3	rna7413
OG0001647	rna-XM_034650478.1, rna-XM_034650477.1, rna-XM_034654957.1	rna7437
OG0001648	rna-XM_002922352.4	rna7557
OG0001649	rna-XM_034652075.1, rna-XM_034652100.1, rna-XM_011233610.2	rna11127
OG0001650	rna-XM_034642683.1	rna10953
OG0001651	rna-XM_011223352.2	rna10948, rna11446
OG0001652	rna-XM_034655594.1	rna10802
OG0001654	rna-XM_034651981.1, rna-NM_001304926.1, rna-XM_034651125.1	rna29126
OG0001655	rna-XM_002926600.4, rna-XM_034650315.1, rna-XM_034650959.1	rna33840
OG0001656	rna-XM_034650075.1	rna32351
OG0001657	rna-XM_034650601.1, rna-XM_034652331.1, rna-XM_002925792.4	rna20372
OG0001658	rna-XM_034651973.1, rna-XM_002917208.4	rna12019
OG0001659	rna-XM_034651854.1, rna-XM_034651272.1, rna-XM_002921733.4	rna13163
OG0001660	rna-XM_034651769.1, rna-XM_034650879.1, rna-XM_002929079.4	rna32230
OG0001661	rna-XM_034650724.1, rna-XM_034652784.1, rna-XM_034655652.1	rna27357
OG0001662	rna-XM_034652752.1, rna-XM_034650424.1, rna-XM_002924058.4	rna32483
OG0001663	rna-XM_034651239.1, rna-XM_034651478.1, rna-XM_034651963.1	rna35527
OG0001664	rna-XM_019807885.2	rna8998
OG0001665	rna-XM_034650731.1, rna-XM_034650613.1	rna9035
OG0001666	rna-XM_002913062.4, rna-XM_034651605.1	rna9148
OG0001667	rna-XM_034650763.1, rna-XM_034650762.1, rna-XM_002927062.4	rna29107
OG0001668	rna-XM_034638066.1	rna4991
OG0001669	rna-XM_019792686.2	rna32944
OG0001670	rna-XM_034639140.1	rna4240, rna4245
OG0001671	rna-XM_002918743.4	rna23783
OG0001672	rna-XM_034651244.1, rna-XM_034651398.1, rna-NM_001304884.1	rna4154
OG0001673	rna-XM_034639587.1, rna-XM_034651904.1	rna4100
OG0001674	rna-XM_034651666.1, rna-NM_001304908.1	rna4098
OG0001675	rna-XM_002928514.4	rna3997, rna3996
OG0001676	rna-XM_002923691.4	rna8978
OG0001677	rna-XM_034639015.1, rna-XM_034651364.1	rna8916
OG0001678	rna-XM_011234943.3	rna8912
OG0001679	rna-XM_034651290.1, rna-XM_034651091.1, rna-XM_002925845.4	rna8881
OG0001680	rna-XM_011217262.3	rna35363
OG0001681	rna-XM_034651792.1, rna-XM_034652340.1, rna-XM_034638423.1	rna35329
OG0001682	rna-XM_034651652.1, rna-XM_034652682.1, rna-XM_002912266.4	rna24793
OG0001683	rna-XM_034639030.1, rna-XM_034652129.1, rna-XM_034652900.1	rna24763
OG0001684	rna-XM_034651774.1, rna-XM_002918416.4, rna-XM_034652239.1	rna24682
OG0001685	rna-XM_002918432.4	rna24650
OG0001686	rna-XM_034638731.1	rna24613
OG0001687	rna-XM_019793625.2	rna24522
OG0001688	rna-XM_019803853.2	rna24928
OG0001689	rna-XM_034672875.1	rna10208, rna32382
OG0001690	rna-XM_034638471.1, rna-XM_034650219.1	rna24979
OG0001691	rna-XM_034652035.1, rna-XM_002925103.4	rna2420
OG0001692	rna-XM_034652437.1, rna-XM_034651761.1, rna-XM_034650825.1	rna8096
OG0001693	rna-XM_034650989.1, rna-XM_034653039.1, rna-XM_034648528.1	rna34175
OG0001694	rna-XM_034653410.1, rna-XM_034653393.1	rna33448
OG0001695	rna-XM_034653290.1, rna-XM_034652407.1, rna-XM_002918710.4	rna9619
OG0001696	rna-XM_034651006.1, rna-XM_002929629.4	rna35008
OG0001697	rna-XM_002923767.4, rna-XM_034651953.1	rna18819
OG0001698	rna-XM_034650116.1, rna-XM_002916946.4, rna-XM_034652859.1	rna1851
OG0001699	rna-XM_034652125.1, rna-XM_034653446.1, rna-XM_019797554.2	rna17687
OG0001700	rna-XM_034650714.1, rna-XM_034650741.1, rna-XM_034653042.1, rna-XM_034663586.1	rna17322
OG0001701	rna-XM_034651438.1, rna-XM_034651353.1, rna-XM_019802054.2	rna16658
OG0001702	rna-XM_034649573.1	rna17763
OG0001703	rna-XM_034649912.1	rna32313, rna17862
OG0001704	rna-XM_002913472.4	rna10539
OG0001705	rna-XM_034662500.1, rna-XM_034653277.1, rna-XM_034649013.1	rna10018
OG0001706	rna-XM_034649875.1, rna-XM_034658768.1	rna19572
OG0001707	rna-XM_002917749.4	rna120
OG0001708	rna-XM_011223078.3, rna-XM_034651949.1, rna-XM_034652603.1	rna117
OG0001709	rna-XM_011217624.3, rna-XM_034653143.1	rna2663
OG0001710	rna-XM_034651295.1, rna-XM_034648963.1, rna-XM_002925214.4	rna8591
OG0001711	rna-XM_034649916.1	rna23775
OG0001711	rna-XM_019796483.2	rna20569
OG0001712	rna-XM_002928041.4, rna-XM_034649508.1	rna1882
OG0001713	rna-XM_034649561.1	rna10773
OG0001714	rna-XM_002929088.4, rna-XM_034650052.1	rna32235
OG0001715	rna-XM_002922505.4, rna-XM_034650607.1	rna18121
OG0001716	rna-XM_034650617.1, rna-XM_011229653.3, rna-XM_034651554.1	rna11825
OG0001717	rna-XM_034651343.1, rna-XM_034651303.1, rna-XM_011237825.3	rna21756
OG0001718	rna-XM_034651872.1, rna-XM_034652018.1, rna-XM_002916631.4	rna32023
OG0001719	rna-XM_034651120.1, rna-XM_034652883.1, rna-XM_002925431.4	rna4758
OG0001720	rna-XM_019793037.2	rna34581
OG0001721	rna-XM_019793035.1	rna34571
OG0001722	rna-XM_034660195.1	rna13694
OG0001723	rna-XM_011220605.3	rna13735
OG0001724	rna-XM_002915026.4	rna13750
OG0001725	rna-XM_002922949.4	rna28601
OG0001726	rna-XM_011218316.2, rna-XM_034650067.1	rna33788, rna33787
OG0001727	rna-XM_002917807.4	rna24487
OG0001728	rna-XM_011223595.3	rna5237
OG0001729	rna-XM_034651086.1, rna-XM_034650571.1, rna-XM_034661409.1	rna5231
OG0001730	rna-XM_034661736.1, rna-XM_034661545.1	rna5081
OG0001731	rna-XM_034667637.1	rna1641
OG0001732	rna-XM_034661673.1, rna-XM_034652228.1, rna-XM_034650921.1	rna9910
OG0001733	rna-XM_034664863.1	rna26694
OG0001734	rna-XM_034651352.1	rna8174
OG0001735	rna-XM_034653331.1, rna-XM_034653332.1	rna34812
OG0001735	rna-XM_019793347.2	rna34815
OG0001736	rna-XM_034651415.1, rna-XM_034651238.1, rna-XM_034668053.1	rna31375
OG0001737	rna-XM_034650453.1, rna-XM_034650706.1, rna-XM_034650452.1	rna36041
OG0001738	rna-XM_034662244.1	rna3505
OG0001739	rna-XM_011224709.3, rna-XM_034652233.1, rna-XM_002927552.4	rna28866
OG0001740	rna-XM_019794276.2	rna10097
OG0001741	rna-XM_034663565.1	rna10112
OG0001742	rna-XM_002917098.4	rna9991
OG0001743	rna-XM_002913713.4	rna17389
OG0001744	rna-XM_002915384.4	rna17556
OG0001745	rna-XM_034662828.1	rna17574
OG0001746	rna-XM_011229064.3	rna18162
OG0001747	rna-XM_034662853.1	rna18156
OG0001748	rna-XM_002926237.4, rna-XM_034652122.1	rna17605
OG0001749	rna-XM_034662872.1	rna17624
OG0001750	rna-XM_034662877.1	rna17635
OG0001751	rna-XM_034663036.1	rna217
OG0001752	rna-XM_011220503.3	rna13895
OG0001753	rna-XM_034663536.1, rna-XM_034663541.1	rna709
OG0001754	rna-XM_034663546.1	rna715
OG0001755	rna-XM_011218244.3, rna-XM_034653496.1, rna-XM_034653444.1	rna595
OG0001756	rna-XM_034664759.1, rna-XM_034651710.1	rna32444
OG0001757	rna-XM_034672309.1, rna-XM_034668879.1	rna35182
OG0001758	rna-XM_034651009.1, rna-XM_034652760.1, rna-XM_019800004.2	rna7839
OG0001759	rna-XM_034667953.1, rna-XM_034650059.1, rna-XM_002922676.4	rna7608
OG0001760	rna-XM_034668065.1	rna31387
OG0001761	rna-XM_034668409.1, rna-XM_011230778.3, rna-XM_019793433.2	rna25827
OG0001762	rna-XM_002918977.4, rna-XM_011237339.3, rna-XM_034668868.1	rna26066
OG0001763	rna-XM_011237177.3	rna9731
OG0001764	rna-XM_034668916.1	rna21574
OG0001765	rna-XM_034668704.1	rna20850
OG0001766	rna-XM_019802119.2	rna20851
OG0001767	rna-XM_034651997.1, rna-XM_034652938.1, rna-XM_011228549.3	rna36152
OG0001768	rna-XM_034657072.1, rna-XM_011228548.3, rna-XM_034651349.1	rna36144
OG0001769	rna-XM_034650893.1, rna-XM_034650503.1, rna-XM_034670151.1	rna4869
OG0001770	rna-XM_034652046.1, rna-XM_034651826.1, rna-XM_019805431.2	rna4923
OG0001771	rna-XM_002919259.4	rna6325
OG0001772	rna-XM_034644508.1, rna-XM_034653230.1, rna-XM_034652051.1	rna3866
OG0001773	rna-XM_034650737.1, rna-XM_034650679.1, rna-XM_034644068.1	rna7739
OG0001774	rna-XM_002917480.4, rna-XM_034651675.1, rna-XM_034651875.1	rna6760
OG0001775	rna-XM_034656764.1, rna-XM_034652140.1	rna13253
OG0001776	rna-XM_034652847.1, rna-XM_002922714.4	rna15349
OG0001777	rna-XM_034652720.1, rna-XM_019792964.2, rna-XM_034650061.1	rna20013
OG0001778	rna-XM_034651759.1, rna-XM_002925378.4	rna30353
OG0001779	rna-XM_034652556.1, rna-XM_034652965.1, rna-XM_002922217.4	rna35526
OG0001780	rna-XM_034650888.1, rna-XM_034651520.1, rna-XM_002926504.4	rna23508
OG0001781	rna-XM_034648235.1	rna12677
OG0001782	rna-XM_034667594.1	rna26804
OG0001782	rna-XM_019806668.2	rna4323
OG0001783	rna-XM_034650585.1	rna2363
OG0001783	rna-XM_034652761.1, rna-XM_019794031.2	rna2361
OG0001784	rna-XM_002931318.2	rna20612
OG0001784	rna-XM_002930726.2	rna20613
OG0001785	rna-XM_034651420.1	rna31866
OG0001786	rna-XM_034644464.1, rna-XM_034647173.1, rna-XM_034650287.1	rna3750
OG0001787	rna-XM_011230236.3	rna34271
OG0001788	rna-XM_019804089.2, rna-XM_034650854.1, rna-XM_034651279.1	rna34292
OG0001789	rna-NM_001304888.1, rna-XM_034651280.1	rna34302
OG0001790	rna-XM_002927773.4	rna34476
OG0001791	rna-XM_002921410.3	rna28027
OG0001791	rna-XM_002921891.3	rna28006
OG0001792	rna-XM_019801889.2	rna28025
OG0001792	rna-XM_019793455.2	rna28022
OG0001793	rna-XM_034651519.1, rna-XM_034651592.1, rna-XM_002921379.4	rna30992
OG0001794	rna-XM_002921354.4	rna30942
OG0001795	rna-XM_034657832.1	rna34915
OG0001797	rna-XM_002921003.4	rna34904
OG0001798	rna-XM_034652203.1, rna-XM_034657904.1, rna-XM_034657914.1	rna34841
OG0001799	rna-XM_034652580.1, rna-XM_034657925.1, rna-XM_034657924.1	rna34840
OG0001800	rna-XM_011224671.3	rna26079, rna26081
OG0001801	rna-NM_001304864.1, rna-XM_034652415.1, rna-XM_034652692.1	rna26047
OG0001802	rna-XM_002915437.4	rna25393
OG0001803	rna-XM_002919989.3	rna19625
OG0001804	rna-XM_034658734.1	rna19592
OG0001805	rna-XM_034658773.1, rna-XM_034663769.1, rna-XM_034651692.1	rna19559
OG0001806	rna-XM_034657254.1	rna19512
OG0001807	rna-XM_034657263.1	rna20853
OG0001808	rna-XM_011231168.2	rna20889
OG0001809	rna-XM_034659148.1	rna21762
OG0001810	rna-XM_034659253.1	rna21908, rna21907
OG0001811	rna-XM_002921483.4	rna21996
OG0001812	rna-XM_019802015.2	rna22003
OG0001813	rna-XM_011222741.3	rna6771
OG0001814	rna-XM_034659515.1	rna22131
OG0001815	rna-XM_034659568.1, rna-XM_034659567.1, rna-XM_034647591.1	rna28918
OG0001816	rna-XM_034653350.1, rna-XM_034657293.1	rna22330
OG0001817	rna-XM_034669577.1, rna-XM_034653417.1	rna18400
OG0001818	rna-XM_034651200.1, rna-XM_034652335.1, rna-XM_034648475.1	rna2589
OG0001819	rna-XM_034650669.1, rna-XM_034650671.1, rna-XM_019801150.2	rna6729
OG0001820	rna-XM_019797180.2	rna9808
OG0001821	rna-XM_034651733.1, rna-XM_034652311.1, rna-NM_001304912.1	rna35600
OG0001822	rna-XM_034652838.1, rna-XM_034644854.1	rna21469
OG0001823	rna-XM_034651251.1, rna-XM_011217735.3	rna2460
OG0001824	rna-XM_034652143.1, rna-XM_034652180.1, rna-XM_002923466.4	rna20282
OG0001825	rna-XM_002925585.4	rna16069
OG0001826	rna-XM_034651480.1, rna-XM_034652744.1, rna-XM_034672241.1	rna2867
OG0001827	rna-XM_034650437.1, rna-XM_034663773.1, rna-XM_034650298.1	rna35074
OG0001828	rna-XM_034650703.1, rna-XM_034650704.1, rna-XM_034653503.1	rna12858
OG0001829	rna-XM_034651080.1, rna-XM_002926942.4	rna17981
OG0001830	rna-XM_034651806.1	rna17973
OG0001831	rna-XM_034640660.1	rna16816
OG0001832	rna-XM_034650759.1, rna-XM_002913013.4	rna2631
OG0001833	rna-XM_002914168.4	rna2458
OG0001834	rna-XM_034652652.1, rna-XM_002925099.4	rna2409
OG0001835	rna-XM_002925098.4	rna2406
OG0001836	rna-XM_011230931.3, rna-XM_034643063.1	rna2043
OG0001837	id-LOC117800273, id-LOC105235086	gene26056
OG0001838	rna-XM_011233691.3	rna19117
OG0001839	rna-NM_001348020.1	rna19090, rna19088
OG0001840	rna-XM_034642326.1	rna19198
OG0001841	rna-XM_019792959.2	rna1385
OG0001842	rna-XM_002916790.4	rna1405, rna34310, rna7945
OG0001843	rna-XM_034667517.1	rna18047
OG0001844	rna-XM_034650872.1, rna-XM_034650871.1, rna-XM_034670876.1	rna27442
OG0001845	rna-XM_034650392.1, rna-XM_034653233.1, rna-XM_034656364.1	rna12028
OG0001846	rna-XM_034664807.1	rna26639
OG0001847	rna-XM_034651021.1, rna-XM_034651023.1, rna-XM_011227876.3	rna27033
OG0001848	rna-XM_019797115.2, rna-XM_034651515.1, rna-XM_034652722.1	rna843
OG0001849	rna-XM_034652204.1, rna-XM_034651116.1, rna-XM_034650734.1, rna-XM_002919685.4	rna11897
OG0001850	rna-XM_002912339.4	rna16681
OG0001851	rna-XM_002912341.4, rna-XM_034651533.1, rna-XM_034651033.1	rna16687
OG0001852	rna-XM_002923619.4	rna16747
OG0001853	rna-XM_002931083.4	rna16772
OG0001854	rna-XM_011231989.3	rna1066
OG0001855	rna-XM_019805660.2, rna-XM_034639727.1	rna1076
OG0001856	rna-XM_011216756.3	rna23413
OG0001857	rna-XM_034650278.1, rna-XM_034650279.1, rna-XM_034641437.1	rna15057
OG0001858	rna-XM_034641552.1, rna-XM_034641616.1	rna15147
OG0001859	rna-XM_034641555.1	rna8276
OG0001860	rna-XM_011232975.1	rna23970, rna8332
OG0001861	rna-XM_034639845.1	rna21257
OG0001862	rna-XM_011225015.2, rna-XM_002927655.4	rna29353
OG0001863	rna-XM_019797676.2	rna19769
OG0001864	rna-XM_034640525.1, rna-XM_034650575.1	rna19896
OG0001865	rna-XM_034640126.1	rna25505
OG0001866	rna-XM_011232572.3	rna20200
OG0001867	rna-XM_034641321.1, rna-XM_034641035.1, rna-XM_034653057.1	rna25624
OG0001868	rna-XM_034641269.1	rna25627
OG0001869	rna-XM_002925466.4	rna29897
OG0001870	rna-XM_034650634.1, rna-XM_034650635.1, rna-XM_011218818.3	rna28108
OG0001871	rna-XM_034652633.1, rna-XM_011223550.3	rna13426
OG0001872	rna-XM_034664186.1	rna3025
OG0001873	rna-XM_034647292.1	rna8047
OG0001874	rna-XM_034651288.1, rna-XM_034652367.1, rna-XM_002924479.4	rna8107
OG0001875	rna-XM_011217611.1	rna14148, rna35167
OG0001876	rna-XM_034647017.1	rna8249
OG0001877	rna-XM_019808612.2	rna5781
OG0001878	rna-XM_034647164.1	rna5780
OG0001879	rna-XM_011235593.3	rna5779
OG0001880	rna-XM_034647287.1	rna5740
OG0001881	rna-XM_002923672.4	rna11604
OG0001882	rna-XM_019794985.2	rna17133, rna17134
OG0001883	rna-XM_034651249.1, rna-XM_034652300.1, rna-XM_002922382.4	rna26997
OG0001884	rna-XM_034652314.1, rna-XM_034651522.1, rna-XM_002925797.4	rna20377
OG0001885	rna-XM_034652757.1, rna-XM_034651449.1, rna-XM_002930917.4	rna20609
OG0001886	rna-XM_034655402.1, rna-NM_001304851.1, rna-XM_034651336.1	rna10509
OG0001887	rna-XM_034652322.1, rna-XM_034651214.1, rna-XM_002916038.4	rna3624
OG0001888	rna-XM_034652930.1, rna-XM_034651163.1	rna26699
OG0001889	rna-XM_002924830.1	rna29745, rna29746
OG0001890	rna-XM_002926570.4	rna29851, rna36193
OG0001891	rna-XM_034646541.1	rna14183, rna14184
OG0001892	rna-XM_034644813.1, rna-XM_002930046.2	rna15239
OG0001893	rna-XM_011234339.2	rna15264
OG0001894	rna-XM_002926883.2	rna15287
OG0001894	rna-XM_011234351.2	rna15286
OG0001895	rna-XM_011234356.2	rna15305
OG0001895	rna-XM_002926861.1	rna15304
OG0001896	rna-XM_002928653.4	rna30281
OG0001897	rna-XM_034650534.1	rna30329
OG0001897	rna-XM_034646216.1	rna30328
OG0001898	rna-XM_034644841.1	rna32055
OG0001899	rna-XM_034644850.1	rna21509
OG0001899	rna-XM_034645324.1	rna21511
OG0001900	rna-XM_034645171.1, rna-XM_034644861.1	rna21441
OG0001901	rna-XM_034651133.1, rna-XM_034651077.1, rna-XM_034661837.1	rna27743
OG0001902	rna-XM_034652858.1, rna-XM_034650606.1	rna15450
OG0001903	rna-XM_034650529.1, rna-XM_034650459.1	rna33878, rna33877
OG0001904	rna-XM_034651285.1	rna36020, rna36022, rna36021
OG0001905	rna-XM_011231006.3	rna20145
OG0001906	rna-XM_019808007.2	rna20212
OG0001907	rna-XM_034670121.1	rna4935
OG0001908	rna-XM_019808033.2	rna4880
OG0001909	rna-XM_019808031.2	rna4854
OG0001910	rna-XM_034670309.1	rna18636
OG0001911	rna-XM_034670321.1	rna18601
OG0001912	rna-XM_034670366.1	rna18546, rna18547, rna18548, rna18549
OG0001913	rna-XM_011231505.3	rna18489
OG0001914	rna-XM_011231920.3	rna18385
OG0001915	rna-XM_034670553.1	rna18318
OG0001916	rna-XM_034669609.1	rna18234
OG0001917	rna-XM_034669550.1, rna-XM_002920153.4	rna18175
OG0001918	rna-XM_019804725.2	rna11945
OG0001919	rna-XM_034669288.1	rna32362, rna16244
OG0001921	rna-XM_002921118.4, rna-XM_034652825.1, rna-XM_034652131.1	rna23924
OG0001922	rna-XM_034665656.1	rna10714
OG0001923	rna-XM_034643671.1, rna-XM_034667586.1	rna7806, rna7805
OG0001924	rna-XM_002916274.4	rna30232
OG0001925	rna-XM_011236427.2	rna30053
OG0001925	rna-XM_002928574.3	rna30054
OG0001926	rna-XM_002926084.4	rna32624
OG0001927	rna-XM_034667619.1	rna34021
OG0001927	rna-XM_002924989.2	rna34022
OG0001928	rna-XM_034666663.1	rna1604
OG0001929	rna-XM_034666666.1	rna1602
OG0001930	rna-XM_011236288.3	rna21376
OG0001931	rna-XM_011226069.3	rna5413
OG0001932	rna-XM_002928730.4	rna22648
OG0001933	rna-XM_034650935.1	rna2337
OG0001934	rna-XM_011231253.3	rna34751
OG0001935	rna-XM_002921200.4	rna29984
OG0001936	rna-XM_019805054.2, rna-XM_019802285.2	rna13169
OG0001937	rna-XM_011221113.3	rna20579
OG0001938	rna-XM_034653214.1	rna26644
OG0001939	rna-XM_002929895.4	rna26684
OG0001940	rna-XM_002920662.4	rna12938
OG0001941	rna-XM_034665130.1	rna29629, rna29621
OG0001942	rna-XM_034659353.1, rna-XM_034665265.1	rna29500
OG0001943	rna-XM_034665456.1	rna4556
OG0001944	rna-XM_011218333.3	rna36023, rna33443
OG0001945	rna-XM_011217890.3	rna36008
OG0001946	rna-XM_019793740.2	rna36007
OG0001947	rna-XM_034648712.1, id-LOC117797283	gene24910
OG0001948	rna-XM_019801621.2	rna31734
OG0001949	rna-XM_002918512.4	rna33421, rna13247
OG0001950	rna-XM_011237288.3	rna2560
OG0001951	rna-XM_002930869.1	rna34588, rna31820
OG0001952	rna-XM_002923416.4	rna33481
OG0001953	rna-XM_034650767.1	rna33201
OG0001953	rna-XM_034649019.1	rna33198
OG0001954	rna-XM_011233174.3	rna33213
OG0001955	rna-XM_034656284.1, rna-XM_034655136.1	rna23963
OG0001956	rna-XM_011218707.3, rna-XM_034657455.1	rna23849
OG0001957	rna-XM_019796955.1	rna31265
OG0001958	rna-XM_019810125.2	rna2711, rna32321
OG0001959	rna-XM_034666845.1	rna27653
OG0001960	rna-XM_034664859.1, rna-XM_034664781.1	rna25820
OG0001961	rna-XM_002923400.4	rna25844
OG0001962	rna-XM_034668707.1	rna6166
OG0001963	rna-XM_034656716.1, rna-XM_002921325.4	rna6210
OG0001964	rna-XM_002927503.4	rna30390
OG0001966	rna-XM_034639395.1	rna32373
OG0001967	rna-XM_034649171.1	rna32314
OG0001967	rna-XM_034639424.1	rna8848
OG0001968	rna-XM_034650568.1, rna-XM_034650576.1	rna186
OG0001969	rna-XM_034653426.1	rna36082
OG0001969	rna-XM_034652762.1, rna-XM_002931329.4, rna-XM_011218364.3	rna36084
OG0001970	rna-XM_011218352.3	rna20627, rna20624
OG0001971	rna-XM_034655743.1	rna31150
OG0001972	rna-XM_019799551.2	rna20713
OG0001973	rna-XM_002916218.4	rna34103
OG0001974	rna-XM_034655662.1, rna-XM_019794960.2	rna13290, rna25675
OG0001975	rna-XM_019798463.2, rna-XM_034656855.1	rna13387
OG0001976	rna-XM_034657104.1, rna-XM_034657105.1	rna31664
OG0001977	rna-XM_002918829.4	rna31679
OG0001978	rna-XM_002918632.4	rna12817
OG0001979	rna-XM_002927524.4	rna35662, rna32646
OG0001980	rna-XM_034643982.1	rna35961
OG0001980	rna-XM_034643656.1	rna35962
OG0001981	rna-XM_019800050.2	rna3739
OG0001982	rna-XM_002918317.4	rna3804
OG0001983	rna-XM_034644424.1	rna7750
OG0001984	rna-XM_034644006.1	rna7751
OG0001996	rna-XM_034652587.1, rna-XM_002913174.4	rna24302
OG0001997	rna-XM_034652596.1, rna-XM_011237699.3	rna15424
OG0001998	rna-XM_034651783.1, rna-XM_002928713.4	rna31305
OG0001999	rna-XM_034653110.1, rna-XM_034646390.1	rna26998
OG0002000	rna-XM_034652920.1, rna-XM_034664774.1	rna32419
OG0002001	rna-XM_002922816.4, rna-XM_034652133.1	rna1567
OG0002002	rna-XM_034652941.1, rna-XM_034646031.1	rna29790
OG0002003	rna-XM_034650678.1	rna27517
OG0002004	rna-XM_034645251.1	rna15988
OG0002005	rna-XM_034645360.1	rna15981
OG0002006	rna-XM_034645497.1	rna15969
OG0002007	rna-XM_002915655.4, rna-XM_034643474.1	rna15961
OG0002008	rna-XM_034645565.1, rna-XM_034652865.1	rna15955
OG0002009	rna-XM_034652460.1, rna-XM_011235918.3	rna15952
OG0002010	rna-XM_034652550.1, rna-XM_002928096.4	rna15947
