Orthogroup	ailMel.longCDS.prots	ursAme.longCDS.prots
OG0001918	rna-XM_019804725.2	transcript_ENSUAMT00000036131
OG0001919	rna-XM_034669288.1	transcript_ENSUAMT00000004605, transcript_ENSUAMT00000004620
OG0001920	rna-XM_034670802.1	transcript_ENSUAMT00000032219, transcript_ENSUAMT00000032218
OG0001921	rna-XM_002921118.4, rna-XM_034652825.1	transcript_ENSUAMT00000004752
OG0001922	rna-XM_034665656.1	transcript_ENSUAMT00000013578
OG0001923	rna-XM_034643671.1, rna-XM_034667586.1	transcript_ENSUAMT00000010851
OG0001924	rna-XM_002916274.4	transcript_ENSUAMT00000003478, transcript_ENSUAMT00000034077
OG0001926	rna-XM_002926084.4	transcript_ENSUAMT00000001254
OG0001927	rna-XM_002924989.2	transcript_ENSUAMT00000019261
OG0001928	rna-XM_034666663.1	transcript_ENSUAMT00000016617, transcript_ENSUAMT00000041336
OG0001929	rna-XM_034666666.1	transcript_ENSUAMT00000016620, transcript_ENSUAMT00000027571
OG0001930	rna-XM_011236288.3	transcript_ENSUAMT00000006620, transcript_ENSUAMT00000004983, transcript_ENSUAMT00000033032
OG0001931	rna-XM_011226069.3	transcript_ENSUAMT00000038493
OG0001932	rna-XM_002928730.4	transcript_ENSUAMT00000031304, transcript_ENSUAMT00000027832, transcript_ENSUAMT00000037238
OG0001933	rna-XM_034650935.1	transcript_ENSUAMT00000016278
OG0001934	rna-XM_011231253.3	transcript_ENSUAMT00000000933
OG0001935	rna-XM_002921200.4	transcript_ENSUAMT00000001766, transcript_ENSUAMT00000030149, transcript_ENSUAMT00000016598
OG0001936	rna-XM_019805054.2	transcript_ENSUAMT00000022414
OG0001937	rna-XM_011221113.3	transcript_ENSUAMT00000020416
OG0001938	rna-XM_034653214.1	transcript_ENSUAMT00000013335
OG0001939	rna-XM_002929895.4	transcript_ENSUAMT00000032803
OG0001940	rna-XM_002920662.4	transcript_ENSUAMT00000005192, transcript_ENSUAMT00000019675
OG0001941	rna-XM_034665130.1	transcript_ENSUAMT00000010808
OG0001942	rna-XM_034659353.1	transcript_ENSUAMT00000015932
OG0001942	rna-XM_034665265.1	transcript_ENSUAMT00000007132
OG0001943	rna-XM_034665456.1	transcript_ENSUAMT00000026330
OG0001945	rna-XM_011217890.3	transcript_ENSUAMT00000016940
OG0001946	rna-XM_019793740.2	transcript_ENSUAMT00000010781, transcript_ENSUAMT00000003362
OG0001947	rna-XM_034648712.1, id-LOC117797283	transcript_ENSUAMT00000032678, transcript_ENSUAMT00000012662
OG0001948	rna-XM_019801621.2	transcript_ENSUAMT00000035549
OG0001949	rna-XM_002918512.4	transcript_ENSUAMT00000026081
OG0001950	rna-XM_011237288.3	transcript_ENSUAMT00000004220, transcript_ENSUAMT00000024887, transcript_ENSUAMT00000024885
OG0001951	rna-XM_002930869.1	transcript_ENSUAMT00000030530, transcript_ENSUAMT00000007530
OG0001952	rna-XM_002923416.4	transcript_ENSUAMT00000018899
OG0001953	rna-XM_034650767.1	transcript_ENSUAMT00000034440
OG0001954	rna-XM_011233174.3	transcript_ENSUAMT00000027185
OG0001955	rna-XM_034656284.1	transcript_ENSUAMT00000015555
OG0001955	rna-XM_034655136.1	transcript_ENSUAMT00000026471
OG0001956	rna-XM_011218707.3	transcript_ENSUAMT00000037478
OG0001957	rna-XM_019796955.1	transcript_ENSUAMT00000002189, transcript_ENSUAMT00000041773
OG0001958	rna-XM_019810125.2	transcript_ENSUAMT00000008989
OG0001959	rna-XM_034666845.1	transcript_ENSUAMT00000016215, transcript_ENSUAMT00000000919, transcript_ENSUAMT00000041426
OG0001960	rna-XM_034664859.1, rna-XM_034664781.1	transcript_ENSUAMT00000005974, transcript_ENSUAMT00000005972
OG0001961	rna-XM_002923400.4	transcript_ENSUAMT00000003844, transcript_ENSUAMT00000037838
OG0001962	rna-XM_034668707.1	transcript_ENSUAMT00000036003
OG0001963	rna-XM_034656716.1	transcript_ENSUAMT00000032003
OG0001963	rna-XM_002921325.4	transcript_ENSUAMT00000010951
OG0001964	rna-XM_002927503.4	transcript_ENSUAMT00000005757
OG0001965	rna-XM_034649101.1	transcript_ENSUAMT00000033882
OG0001966	rna-XM_034639395.1	transcript_ENSUAMT00000005032, transcript_ENSUAMT00000007052, transcript_ENSUAMT00000034012
OG0001968	rna-XM_034650568.1, rna-XM_034650576.1	transcript_ENSUAMT00000041556
OG0001969	rna-XM_034652762.1, rna-XM_002931329.4, rna-XM_011218364.3	transcript_ENSUAMT00000012650
OG0001970	rna-XM_011218352.3	transcript_ENSUAMT00000000517
OG0001971	rna-XM_034655743.1	transcript_ENSUAMT00000019210
OG0001972	rna-XM_011224055.3	transcript_ENSUAMT00000009426
OG0001972	rna-XM_019799551.2	transcript_ENSUAMT00000009410
OG0001973	rna-XM_002916218.4	transcript_ENSUAMT00000026073, transcript_ENSUAMT00000026189
OG0001974	rna-XM_034655662.1, rna-XM_019794960.2	transcript_ENSUAMT00000022721
OG0001975	rna-XM_019798463.2	transcript_ENSUAMT00000034088
OG0001975	rna-XM_034656855.1	transcript_ENSUAMT00000034087
OG0001976	rna-XM_034657104.1, rna-XM_034657105.1	transcript_ENSUAMT00000011487, transcript_ENSUAMT00000034218
OG0001977	rna-XM_002918829.4	transcript_ENSUAMT00000030744
OG0001978	rna-XM_002918632.4	transcript_ENSUAMT00000037997
OG0001979	rna-XM_002927524.4	transcript_ENSUAMT00000004854
OG0001980	rna-XM_034643982.1, rna-XM_034643656.1	transcript_ENSUAMT00000017565
OG0001982	rna-XM_002918317.4	transcript_ENSUAMT00000026537, transcript_ENSUAMT00000030654, transcript_ENSUAMT00000030652
OG0001983	rna-XM_034644424.1	transcript_ENSUAMT00000037136, transcript_ENSUAMT00000017557
OG0001984	rna-XM_034644006.1	transcript_ENSUAMT00000015619, transcript_ENSUAMT00000028439, transcript_ENSUAMT00000037133
OG0001996	rna-XM_034652587.1, rna-XM_002913174.4	transcript_ENSUAMT00000036907
OG0001997	rna-XM_034652596.1	transcript_ENSUAMT00000013696
OG0001998	rna-XM_034651783.1, rna-XM_002928713.4	transcript_ENSUAMT00000021690
OG0001999	rna-XM_034646390.1	transcript_ENSUAMT00000007261
OG0002000	rna-XM_034652920.1, rna-XM_034664774.1	transcript_ENSUAMT00000026660
OG0002001	rna-XM_002922816.4, rna-XM_034652133.1	transcript_ENSUAMT00000034106
OG0002002	rna-XM_034652941.1, rna-XM_034646031.1	transcript_ENSUAMT00000030576
OG0002003	rna-XM_034661372.1, rna-XM_034650678.1	transcript_ENSUAMT00000010303
OG0002004	rna-XM_034645251.1	transcript_ENSUAMT00000040153
OG0002005	rna-XM_034645360.1	transcript_ENSUAMT00000041202
OG0002006	rna-XM_034645497.1	transcript_ENSUAMT00000027337
OG0002007	rna-XM_002915655.4, rna-XM_034643474.1	transcript_ENSUAMT00000016308
OG0002008	rna-XM_034652865.1	transcript_ENSUAMT00000016347
OG0002009	rna-XM_034652460.1, rna-XM_011235918.3	transcript_ENSUAMT00000016364
OG0002010	rna-XM_034652550.1, rna-XM_002928096.4	transcript_ENSUAMT00000004705
OG0002011	rna-XM_034644992.1, rna-XM_019799964.2	transcript_ENSUAMT00000010916
OG0002012	rna-XM_034646012.1	transcript_ENSUAMT00000029414
OG0002013	rna-XM_011225376.3	transcript_ENSUAMT00000031894, transcript_ENSUAMT00000029412
OG0002014	rna-XM_002919526.4	transcript_ENSUAMT00000029311
OG0002015	rna-XM_034652053.1, rna-XM_002919528.4	transcript_ENSUAMT00000029308
OG0002016	rna-XM_019803318.2	transcript_ENSUAMT00000031677, transcript_ENSUAMT00000002570
OG0002017	rna-XM_002913288.4	transcript_ENSUAMT00000037576
OG0002018	rna-XM_034646946.1	transcript_ENSUAMT00000037590
OG0002019	rna-XM_002913302.4, rna-XM_034651225.1	transcript_ENSUAMT00000009435
OG0002020	rna-XM_034647719.1	transcript_ENSUAMT00000029222, transcript_ENSUAMT00000012038
OG0002021	rna-XM_034647927.1	transcript_ENSUAMT00000003491, transcript_ENSUAMT00000007881
OG0002022	rna-XM_034648181.1	transcript_ENSUAMT00000026019
OG0002023	rna-XM_002921870.4	transcript_ENSUAMT00000012605
OG0002025	rna-XM_034651618.1, rna-XM_011228257.3	transcript_ENSUAMT00000021537
OG0002026	rna-XM_034648727.1, rna-XM_034648728.1	transcript_ENSUAMT00000021550
OG0002027	rna-XM_011222231.3	transcript_ENSUAMT00000034634
OG0002028	rna-XM_034651553.1, rna-XM_034645190.1	transcript_ENSUAMT00000039247
OG0002029	rna-XM_002925159.4	transcript_ENSUAMT00000029133, transcript_ENSUAMT00000036357
OG0002030	rna-XM_034645221.1, rna-XM_034645215.1	transcript_ENSUAMT00000019948
OG0002031	rna-XM_034652243.1, rna-XM_002923893.4	transcript_ENSUAMT00000007942
OG0002033	rna-XM_034651100.1, rna-XM_034649974.1	transcript_ENSUAMT00000030127
OG0002034	rna-XM_034652559.1, rna-XM_002927559.4	transcript_ENSUAMT00000030260
OG0002035	rna-XM_034650427.1	transcript_ENSUAMT00000011244, transcript_ENSUAMT00000011246
OG0002037	rna-XM_002930966.4	transcript_ENSUAMT00000003979
OG0002038	rna-XM_034651505.1, rna-XM_002925550.4	transcript_ENSUAMT00000038765
OG0002039	rna-XM_034652558.1, rna-XM_002919448.2	transcript_ENSUAMT00000025215
OG0002040	rna-XM_034651127.1, rna-XM_002919458.4	transcript_ENSUAMT00000016489
OG0002041	rna-XM_034653212.1, rna-XM_011225309.3	transcript_ENSUAMT00000016529
OG0002042	rna-XM_034651873.1	transcript_ENSUAMT00000004670
OG0002043	rna-XM_034652350.1, rna-XM_034652487.1	transcript_ENSUAMT00000026829
OG0002044	rna-XM_002915725.4, rna-XM_034651622.1	transcript_ENSUAMT00000038690
OG0002045	rna-XM_011220396.3, rna-XM_034651987.1	transcript_ENSUAMT00000022900
OG0002046	rna-XM_034651298.1, rna-XM_011220390.3	transcript_ENSUAMT00000022963
OG0002047	rna-XM_034641266.1, rna-XM_034652939.1	transcript_ENSUAMT00000023080
OG0002048	rna-XM_034653005.1, rna-XM_034652963.1	transcript_ENSUAMT00000024044
OG0002050	rna-XM_002915749.4	transcript_ENSUAMT00000027881
OG0002051	rna-XM_002915751.4	transcript_ENSUAMT00000018589
OG0002052	rna-XM_011220412.3	transcript_ENSUAMT00000015331, transcript_ENSUAMT00000004731
OG0002053	rna-XM_034653227.1	transcript_ENSUAMT00000025528
OG0002054	rna-XM_034653300.1, rna-XM_011228349.3	transcript_ENSUAMT00000030832
OG0002055	rna-XM_019797164.2	transcript_ENSUAMT00000015106
OG0002056	rna-XM_034652820.1, rna-XM_019797170.2	transcript_ENSUAMT00000017606
OG0002057	rna-XM_034651518.1	transcript_ENSUAMT00000018873
OG0002058	rna-XM_019793922.2	transcript_ENSUAMT00000022837, transcript_ENSUAMT00000001705
OG0002059	rna-XM_034653799.1	transcript_ENSUAMT00000009972, transcript_ENSUAMT00000009968
OG0002060	rna-XM_034650808.1, rna-XM_002919389.4	transcript_ENSUAMT00000025681
OG0002061	rna-XM_034653818.1, rna-XM_034651498.1	transcript_ENSUAMT00000005837
OG0002062	rna-XM_011222976.3	transcript_ENSUAMT00000026483
OG0002063	rna-XM_002916665.4, rna-XM_034641470.1	transcript_ENSUAMT00000026484
OG0002064	rna-XM_034653852.1	transcript_ENSUAMT00000016149
OG0002065	rna-XM_034653939.1	transcript_ENSUAMT00000031658
OG0002066	rna-XM_019795123.2	transcript_ENSUAMT00000013775
OG0002067	rna-XM_034654014.1	transcript_ENSUAMT00000015211
OG0002068	rna-XM_011224955.3	transcript_ENSUAMT00000015257
OG0002069	rna-XM_034652472.1, rna-XM_019799632.2	transcript_ENSUAMT00000031781
OG0002070	rna-XM_034652787.1, rna-XM_002928300.4	transcript_ENSUAMT00000024597
OG0002071	rna-XM_034652952.1, rna-XM_034641692.1	transcript_ENSUAMT00000020569
OG0002072	rna-XM_002918245.4	transcript_ENSUAMT00000026677, transcript_ENSUAMT00000026676
OG0002073	rna-XM_011236259.3	transcript_ENSUAMT00000036433
OG0002074	rna-XM_034654186.1, rna-XM_034654187.1	transcript_ENSUAMT00000036436
OG0002075	rna-XM_034642937.1	transcript_ENSUAMT00000032297
OG0002076	rna-XM_034651621.1, rna-XM_002924563.4	transcript_ENSUAMT00000031671
OG0002077	rna-XM_011217915.3	transcript_ENSUAMT00000032591
OG0002078	rna-XM_002919313.4, rna-XM_034651473.1	transcript_ENSUAMT00000012853
OG0002079	rna-XM_002919362.4	transcript_ENSUAMT00000002159, transcript_ENSUAMT00000020743
OG0002080	rna-XM_034651732.1	transcript_ENSUAMT00000040071
OG0002081	rna-XM_034654309.1	transcript_ENSUAMT00000001875
OG0002082	rna-XM_002931005.4	transcript_ENSUAMT00000026389
OG0002083	rna-XM_034654357.1	transcript_ENSUAMT00000013284, transcript_ENSUAMT00000009807
OG0002084	rna-XM_034651976.1, rna-XM_002921768.4	transcript_ENSUAMT00000031247
OG0002085	rna-XM_034654489.1	transcript_ENSUAMT00000037109, transcript_ENSUAMT00000024252
OG0002086	rna-XM_034654569.1	transcript_ENSUAMT00000005485
OG0002087	rna-XM_034652826.1, rna-XM_002923804.4	transcript_ENSUAMT00000005580
OG0002088	rna-XM_034654600.1	transcript_ENSUAMT00000002063, transcript_ENSUAMT00000005067
OG0002089	rna-XM_034642157.1, rna-XM_002929202.4	transcript_ENSUAMT00000016267
OG0002090	rna-XM_034650834.1, rna-XM_011231867.3	transcript_ENSUAMT00000022314
OG0002091	rna-XM_034652270.1, rna-XM_002924864.4	transcript_ENSUAMT00000023444
OG0002092	rna-XM_011221378.3	transcript_ENSUAMT00000027127
OG0002093	rna-XM_034654751.1	transcript_ENSUAMT00000035064
OG0002094	rna-XM_034654776.1	transcript_ENSUAMT00000037572
OG0002095	rna-XM_019802801.2	transcript_ENSUAMT00000028683, transcript_ENSUAMT00000014197
OG0002097	rna-XM_002918668.4	transcript_ENSUAMT00000015927
OG0002098	rna-XM_034654852.1, rna-XM_034638166.1	transcript_ENSUAMT00000015869
OG0002099	rna-XM_002920022.4	transcript_ENSUAMT00000041302
OG0002100	rna-XM_034654922.1	transcript_ENSUAMT00000020152, transcript_ENSUAMT00000020147
OG0002101	rna-XM_034651970.1, rna-XM_011226550.3	transcript_ENSUAMT00000038726
OG0002102	rna-XM_002922354.4, rna-XM_034652359.1, rna-XM_034652597.1	transcript_ENSUAMT00000011808
OG0002103	rna-XM_034651787.1, rna-XM_034655130.1	transcript_ENSUAMT00000036093
OG0002104	rna-XM_034655160.1	transcript_ENSUAMT00000000209, transcript_ENSUAMT00000007152
OG0002105	rna-XM_002913694.4	transcript_ENSUAMT00000031768, transcript_ENSUAMT00000033801
OG0002106	rna-XM_034655194.1	transcript_ENSUAMT00000009126
OG0002107	rna-XM_034651162.1, rna-XM_034652041.1, rna-XM_034642556.1, rna-XM_034644636.1	transcript_ENSUAMT00000020620
OG0002108	rna-XM_034652658.1, rna-XM_034655230.1	transcript_ENSUAMT00000012497
OG0002109	rna-XM_002918706.4, rna-XM_034644559.1	transcript_ENSUAMT00000006705
OG0002110	rna-XM_034646009.1, rna-XM_034655259.1	transcript_ENSUAMT00000023847
OG0002111	rna-XM_034655330.1	transcript_ENSUAMT00000017260, transcript_ENSUAMT00000001770
OG0002112	rna-XM_019797738.2	transcript_ENSUAMT00000026169
OG0002113	rna-XM_034655339.1	transcript_ENSUAMT00000015426, transcript_ENSUAMT00000026174
OG0002114	rna-XM_034651677.1	transcript_ENSUAMT00000002406
OG0002115	rna-XM_034655441.1	transcript_ENSUAMT00000040973, transcript_ENSUAMT00000040975
OG0002116	rna-XM_034655444.1, rna-XM_034652778.1	transcript_ENSUAMT00000035424
OG0002117	rna-XM_019806941.2	transcript_ENSUAMT00000014700
OG0002118	rna-XM_034655494.1, rna-XM_034653113.1	transcript_ENSUAMT00000010494
OG0002119	rna-XM_019806944.2	transcript_ENSUAMT00000010500
OG0002120	rna-XM_034651483.1, rna-XM_034655537.1	transcript_ENSUAMT00000033371
OG0002121	rna-XM_019803686.2	transcript_ENSUAMT00000022578
OG0002122	rna-XM_034650847.1, rna-XM_034655593.1	transcript_ENSUAMT00000026209
OG0002123	rna-XM_034654275.1, rna-XM_034650977.1	transcript_ENSUAMT00000008488
OG0002124	rna-XM_034651928.1, rna-XM_034668032.1	transcript_ENSUAMT00000026933
OG0002125	rna-XM_011231961.3, rna-XM_034653199.1	transcript_ENSUAMT00000023359
OG0002126	rna-XM_034643422.1, rna-XM_034652348.1	transcript_ENSUAMT00000011238
OG0002127	rna-XM_034653173.1, rna-XM_034640095.1	transcript_ENSUAMT00000040304
OG0002128	rna-XM_034650217.1, rna-XM_011229701.3	transcript_ENSUAMT00000021439
OG0002129	rna-XM_034653369.1	transcript_ENSUAMT00000009451
OG0002130	rna-XM_034663724.1, rna-XM_034653060.1	transcript_ENSUAMT00000024189
OG0002131	rna-XM_034651547.1, rna-XM_002913981.4	transcript_ENSUAMT00000023956
OG0002132	rna-XM_034653122.1, rna-XM_034652824.1	transcript_ENSUAMT00000003194
OG0002133	rna-XM_034652328.1, rna-XM_002915252.4	transcript_ENSUAMT00000005033
OG0002134	rna-XM_034651884.1, rna-XM_002915156.4	transcript_ENSUAMT00000033627
OG0002135	rna-XM_034650779.1, rna-XM_002929187.4	transcript_ENSUAMT00000035370
OG0002136	rna-XM_034645925.1, rna-XM_034652922.1	transcript_ENSUAMT00000039372
OG0002138	rna-XM_002931092.4, rna-XM_034650066.1	transcript_ENSUAMT00000023449
OG0002139	rna-XM_034637834.1	transcript_ENSUAMT00000010065
OG0002140	rna-XM_034638574.1	transcript_ENSUAMT00000013220
OG0002141	rna-XM_034651360.1, rna-XM_034638960.1	transcript_ENSUAMT00000034513
OG0002142	rna-XM_002913090.4	transcript_ENSUAMT00000004533, transcript_ENSUAMT00000015624
OG0002143	rna-XM_002913130.4	transcript_ENSUAMT00000004530
OG0002144	rna-XM_002913084.4	transcript_ENSUAMT00000011884
OG0002145	rna-XM_034637952.1	transcript_ENSUAMT00000011915, transcript_ENSUAMT00000023574
OG0002146	rna-XM_034672334.1	transcript_ENSUAMT00000011930
OG0002147	rna-XM_011225905.3	transcript_ENSUAMT00000015299
OG0002148	rna-XM_019800080.2, rna-XM_002925243.4	transcript_ENSUAMT00000041750
OG0002149	rna-XM_034651474.1, rna-XM_011232413.3	transcript_ENSUAMT00000041730
OG0002150	rna-XM_034637978.1, rna-XM_034651233.1	transcript_ENSUAMT00000008451
OG0002151	rna-XM_034638938.1, rna-XM_034669992.1	transcript_ENSUAMT00000008915
OG0002152	rna-XM_034639355.1	transcript_ENSUAMT00000021936
OG0002153	rna-XM_034652138.1, rna-XM_002930395.4	transcript_ENSUAMT00000021953
OG0002154	rna-XM_034637896.1, rna-XM_034650303.1	transcript_ENSUAMT00000040877
OG0002155	rna-XM_019795661.2	transcript_ENSUAMT00000009040, transcript_ENSUAMT00000009036
OG0002156	rna-XM_034638126.1	transcript_ENSUAMT00000009022
OG0002157	rna-XM_034639704.1	transcript_ENSUAMT00000008893, transcript_ENSUAMT00000008898
OG0002158	rna-XM_034638867.1	transcript_ENSUAMT00000008885
OG0002159	rna-XM_034638201.1	transcript_ENSUAMT00000004256, transcript_ENSUAMT00000017128
OG0002160	rna-XM_019795692.2, rna-XM_034656941.1	transcript_ENSUAMT00000017662
OG0002161	rna-XM_034638163.1, rna-XM_034652491.1	transcript_ENSUAMT00000017700
OG0002162	rna-XM_034650293.1, rna-XM_034638034.1, rna-XM_034650251.1, rna-XM_034650441.1	transcript_ENSUAMT00000019748
OG0002163	rna-XM_011234611.3	transcript_ENSUAMT00000027921
OG0002164	rna-XM_034638042.1	transcript_ENSUAMT00000040261
OG0002165	rna-XM_034638043.1, rna-XM_034638056.1	transcript_ENSUAMT00000016303
OG0002166	rna-XM_034639337.1	transcript_ENSUAMT00000002821
OG0002167	rna-XM_011231683.3	transcript_ENSUAMT00000016300
OG0002168	rna-XM_011231678.3	transcript_ENSUAMT00000016295
OG0002169	rna-XM_002929754.4, rna-XM_034639537.1	transcript_ENSUAMT00000020274, transcript_ENSUAMT00000001928
OG0002170	rna-XM_019792535.2	transcript_ENSUAMT00000036900
OG0002171	rna-XM_034650385.1, rna-XM_034638082.1	transcript_ENSUAMT00000028517
OG0002172	rna-XM_019807138.2	transcript_ENSUAMT00000025107
OG0002173	rna-XM_034651791.1, rna-XM_034638095.1	transcript_ENSUAMT00000025133
OG0002174	rna-XM_034672606.1	transcript_ENSUAMT00000013230
OG0002176	rna-XM_034638111.1	transcript_ENSUAMT00000018081
OG0002177	rna-XM_034639190.1, rna-XM_034659377.1	transcript_ENSUAMT00000023172
OG0002178	rna-XM_002927586.2, rna-XM_011235187.1	transcript_ENSUAMT00000015484
OG0002181	rna-XM_034639170.1	transcript_ENSUAMT00000031906
OG0002182	rna-XM_034639157.1	transcript_ENSUAMT00000019800
OG0002183	rna-XM_034638700.1	transcript_ENSUAMT00000009939, transcript_ENSUAMT00000028580
OG0002184	rna-XM_002917842.3	transcript_ENSUAMT00000011409
OG0002185	rna-XM_034650758.1, rna-XM_034672361.1	transcript_ENSUAMT00000022914
OG0002186	rna-XM_002917853.4	transcript_ENSUAMT00000000721
OG0002187	rna-XM_002917872.4	transcript_ENSUAMT00000014863
OG0002188	rna-XM_002917882.2	transcript_ENSUAMT00000006911
OG0002189	rna-XM_034638991.1	transcript_ENSUAMT00000032093
OG0002190	rna-XM_011229684.3	transcript_ENSUAMT00000037762
OG0002191	rna-XM_034638528.1	transcript_ENSUAMT00000008803, transcript_ENSUAMT00000037761
OG0002192	rna-XM_002923052.4	transcript_ENSUAMT00000005012
OG0002193	rna-XM_034638998.1	transcript_ENSUAMT00000032203
OG0002194	rna-XM_034653158.1, rna-XM_034638473.1	transcript_ENSUAMT00000029010
OG0002195	rna-XM_034639001.1	transcript_ENSUAMT00000027889, transcript_ENSUAMT00000021009
OG0002196	rna-XM_011231075.3	transcript_ENSUAMT00000006188
OG0002197	rna-XM_011231076.3	transcript_ENSUAMT00000034105, transcript_ENSUAMT00000007308
OG0002198	rna-XM_034652936.1, rna-XM_034638142.1	transcript_ENSUAMT00000034113
OG0002199	rna-XM_034650394.1, rna-XM_002924235.4	transcript_ENSUAMT00000034125
OG0002200	rna-XM_011231088.3	transcript_ENSUAMT00000021152
OG0002201	rna-XM_034639242.1	transcript_ENSUAMT00000019320
OG0002202	rna-XM_034639258.1	transcript_ENSUAMT00000004384, transcript_ENSUAMT00000004665
OG0002203	rna-XM_034651055.1, rna-XM_034672764.1	transcript_ENSUAMT00000016476
OG0002204	rna-XM_034639435.1	transcript_ENSUAMT00000014687
OG0002205	rna-XM_034639683.1	transcript_ENSUAMT00000014021
OG0002206	rna-XM_034638646.1	transcript_ENSUAMT00000016063
OG0002208	rna-XM_002927388.4	transcript_ENSUAMT00000003202
OG0002209	rna-XM_034638924.1	transcript_ENSUAMT00000016182
OG0002210	rna-XM_034672711.1	transcript_ENSUAMT00000006274
OG0002211	rna-XM_034651715.1, rna-XM_002925843.4	transcript_ENSUAMT00000019736
OG0002212	rna-XM_034638435.1	transcript_ENSUAMT00000026518
OG0002213	rna-XM_034638303.1	transcript_ENSUAMT00000040428, transcript_ENSUAMT00000038387
OG0002214	rna-XM_034639018.1	transcript_ENSUAMT00000012166, transcript_ENSUAMT00000012168
OG0002215	rna-XM_034638414.1	transcript_ENSUAMT00000029859, transcript_ENSUAMT00000029860
OG0002216	rna-XM_002920917.3	transcript_ENSUAMT00000029887, transcript_ENSUAMT00000035216
OG0002217	rna-XM_019801450.2, rna-XM_034650398.1	transcript_ENSUAMT00000029898
OG0002218	rna-XM_019801403.2	transcript_ENSUAMT00000029901
OG0002219	rna-XM_019801428.2	transcript_ENSUAMT00000029922
OG0002220	rna-XM_019793803.2	transcript_ENSUAMT00000019438
OG0002221	rna-XM_002925187.4	transcript_ENSUAMT00000024599
OG0002222	rna-XM_034672751.1, rna-XM_034652515.1	transcript_ENSUAMT00000010490
OG0002223	rna-XM_034638014.1	transcript_ENSUAMT00000032866
OG0002224	rna-XM_034638113.1	transcript_ENSUAMT00000020599, transcript_ENSUAMT00000009908
OG0002225	rna-XM_034651445.1, rna-XM_011229881.3	transcript_ENSUAMT00000034484
OG0002226	rna-XM_002930761.4	transcript_ENSUAMT00000012564
OG0002227	rna-XM_019794103.2	transcript_ENSUAMT00000034314, transcript_ENSUAMT00000001703
OG0002228	rna-XM_034672657.1	transcript_ENSUAMT00000036122, transcript_ENSUAMT00000036126
OG0002229	rna-XM_034651340.1, rna-XM_002912238.4	transcript_ENSUAMT00000017774
OG0002230	rna-XM_034637951.1	transcript_ENSUAMT00000024327, transcript_ENSUAMT00000020547
OG0002231	rna-XM_002912264.4	transcript_ENSUAMT00000014339, transcript_ENSUAMT00000003256
OG0002232	rna-XM_034651709.1, rna-XM_034639313.1	transcript_ENSUAMT00000023967
OG0002233	rna-XM_002912273.4, rna-XM_034650860.1	transcript_ENSUAMT00000023926
OG0002234	rna-XM_034651971.1, rna-XM_002912279.4	transcript_ENSUAMT00000012724
OG0002235	rna-XM_034638773.1	transcript_ENSUAMT00000009097
OG0002236	rna-XM_002918408.4	transcript_ENSUAMT00000022221
OG0002237	rna-XM_019798815.2, rna-XM_019798853.2	transcript_ENSUAMT00000022504
OG0002238	rna-XM_034639033.1	transcript_ENSUAMT00000022545, transcript_ENSUAMT00000022547
OG0002239	rna-XM_002918433.4	transcript_ENSUAMT00000029880
OG0002240	rna-XM_034650552.1, rna-XM_034639034.1	transcript_ENSUAMT00000022861
OG0002241	rna-XM_034639035.1, rna-XM_034638496.1	transcript_ENSUAMT00000022854
OG0002242	rna-XM_002923201.4	transcript_ENSUAMT00000032857
OG0002243	rna-XM_002923652.4	transcript_ENSUAMT00000020133, transcript_ENSUAMT00000041373
OG0002244	rna-XM_019804179.2, rna-XM_034653046.1	transcript_ENSUAMT00000029590
OG0002245	rna-XM_002923602.4	transcript_ENSUAMT00000029404
OG0002247	rna-XM_011235399.3	transcript_ENSUAMT00000024981
OG0002248	rna-XM_002927722.4	transcript_ENSUAMT00000024966
OG0002249	rna-XM_034652114.1, rna-XM_002927721.4	transcript_ENSUAMT00000024964
OG0002250	rna-XM_034639417.1	transcript_ENSUAMT00000008771, transcript_ENSUAMT00000006285
OG0002251	rna-XM_011232174.2	transcript_ENSUAMT00000007787
OG0002252	rna-XM_034639043.1, rna-XM_034651773.1	transcript_ENSUAMT00000006902
OG0002253	rna-XM_034639044.1	transcript_ENSUAMT00000036006, transcript_ENSUAMT00000036005
OG0002254	rna-XM_034672506.1	transcript_ENSUAMT00000022176
OG0002255	rna-XM_034672740.1, rna-XM_034643152.1	transcript_ENSUAMT00000031580
OG0002256	rna-XM_034638248.1	transcript_ENSUAMT00000022019
OG0002257	rna-XM_019807569.2	transcript_ENSUAMT00000022166
OG0002258	rna-XM_002917776.4	transcript_ENSUAMT00000000502
OG0002259	rna-XM_034640131.1, rna-XM_034653141.1	transcript_ENSUAMT00000034076
OG0002260	rna-XM_034651892.1, rna-XM_002928492.4	transcript_ENSUAMT00000009330
OG0002261	rna-XM_034644924.1, rna-XM_034653106.1	transcript_ENSUAMT00000007561
OG0002262	rna-XM_034651807.1, rna-XM_034651821.1	transcript_ENSUAMT00000007105
OG0002263	rna-XM_034661248.1, rna-XM_034652609.1	transcript_ENSUAMT00000012403
OG0002264	rna-XM_011231201.3, rna-XM_034652957.1	transcript_ENSUAMT00000012392
OG0002265	rna-XM_002913121.4	transcript_ENSUAMT00000011959, transcript_ENSUAMT00000011961
OG0002266	rna-XM_034639073.1, rna-XM_034653187.1	transcript_ENSUAMT00000021299
