Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots
OG0002656	rna-XM_011224619.3	ENST00000486659.5, ENST00000468472.1
OG0002657	rna-XM_034658460.1	ENST00000504329.1, ENST00000355083.9
OG0002658	rna-XM_011224614.3	ENST00000296292.7, ENST00000607283.5
OG0002659	rna-XM_011231345.3	ENST00000311180.8
OG0002660	rna-XM_034657249.1, rna-XM_002913431.4	ENST00000609480.3
OG0002661	rna-XM_034658572.1	ENST00000476844.5
OG0002662	rna-XM_034658587.1	ENST00000295899.9
OG0002663	rna-XM_002914658.4, rna-XM_034658643.1	ENST00000325599.12
OG0002664	rna-XM_034658749.1	ENST00000421412.5
OG0002665	rna-XM_002925023.4, rna-XM_034659156.1	ENST00000530758.1
OG0002666	rna-XM_019801842.2	ENST00000442415.6
OG0002667	rna-XM_034653368.1, rna-XM_002921250.4	ENST00000296266.7
OG0002668	rna-XM_034653020.1, rna-XM_002921249.4	ENST00000296271.3
OG0002669	rna-XM_002920687.4	ENST00000608606.1, ENST00000306077.4
OG0002670	rna-XM_034650036.1, rna-XM_034658848.1	ENST00000254508.6
OG0002671	rna-XM_011222956.3	ENST00000418265.1, ENST00000273541.12
OG0002672	rna-XM_002917633.4	ENST00000322623.9
OG0002674	rna-XM_034658892.1	ENST00000315891.10
OG0002675	rna-XM_034670893.1, rna-XM_034657261.1	ENST00000520429.5
OG0002676	rna-XM_002912393.4	ENST00000258424.2
OG0002677	rna-XM_002912418.4	ENST00000409105.5
OG0002678	rna-XM_019793569.2	ENST00000294947.2, ENST00000445927.6
OG0002679	rna-XM_002912422.4, rna-XM_034653373.1	ENST00000233146.6
OG0002680	rna-XM_011237933.3	ENST00000263634.7, ENST00000406625.5
OG0002681	rna-XM_034659202.1, rna-XM_034652220.1	ENST00000301998.4
OG0002682	rna-XM_034653061.1, rna-XM_002925303.4	ENST00000377957.3
OG0002683	rna-XM_019809508.2	ENST00000377938.2, ENST00000637675.1
OG0002684	rna-XM_034652361.1, rna-XM_034659279.1	ENST00000394295.5
OG0002685	rna-XM_034668092.1, rna-XM_011219304.3	ENST00000430566.5
OG0002686	rna-XM_002914896.4	ENST00000606025.5, ENST00000272438.8
OG0002687	rna-XM_002921502.4	ENST00000377712.3, ENST00000272425.3
OG0002688	rna-XM_034659391.1	ENST00000517883.2, ENST00000290390.9
OG0002689	rna-XM_011227765.3	ENST00000452361.5, ENST00000233331.11
OG0002690	rna-XM_034659456.1, rna-XM_034652669.1	ENST00000263867.8
OG0002691	rna-XM_019802882.2, rna-XM_034659488.1	ENST00000347055.3
OG0002692	id-LOC117802011	ENST00000436451.2, ENST00000390256.2, ENST00000390244.2, ENST00000390271.2
OG0002693	rna-XM_034657285.1, rna-XM_034659499.1	ENST00000263334.9
OG0002694	rna-XM_019807080.2	ENST00000541869.5
OG0002695	rna-XM_011233893.3	ENST00000414820.5, ENST00000447036.5
OG0002696	rna-XM_002924044.4	ENST00000313117.10
OG0002697	rna-XM_034659656.1	ENST00000402297.5
OG0002698	rna-XM_034657295.1, rna-XM_002927020.4	ENST00000622030.1
OG0002699	rna-XM_011234734.3, rna-XM_034653363.1	ENST00000260570.7
OG0002700	rna-XM_034657300.1, rna-XM_019808697.2	ENST00000543753.5
OG0002701	rna-XM_011234769.3, rna-XM_034652770.1	ENST00000233575.6
OG0002702	rna-XM_002913779.4, rna-XM_002930235.3	ENST00000447619.5
OG0002703	rna-XM_034650913.1, rna-XM_034659768.1	ENST00000233121.6
OG0002704	rna-XM_034639504.1, rna-XM_034659790.1	ENST00000317799.9
OG0002705	rna-XM_034659827.1	ENST00000615575.4, ENST00000610442.1
OG0002706	rna-XM_002914995.4, rna-XM_034652653.1	ENST00000175091.4
OG0002707	rna-XM_034657305.1	ENST00000407540.7
OG0002708	rna-XM_034659897.1	ENST00000381525.7
OG0002709	rna-XM_034651735.1, rna-XM_034659908.1	ENST00000617249.4
OG0002710	rna-XM_034650894.1, rna-XM_034659917.1	ENST00000234111.8
OG0002711	rna-XM_011231856.3	ENST00000272067.10
OG0002712	rna-XM_034640601.1, rna-XM_034651526.1	ENST00000617874.4
OG0002713	rna-XM_034666457.1, rna-XM_034650182.1	ENST00000380378.1
OG0002714	rna-XM_034651465.1, rna-XM_034664340.1	ENST00000409155.7
OG0002715	rna-XM_002926156.4, rna-XM_034651708.1	ENST00000251968.3
OG0002716	rna-XM_019803955.2, rna-XM_034650593.1	ENST00000617429.4
OG0002717	rna-XM_019798705.2, rna-XM_034651494.1	ENST00000521158.5
OG0002718	rna-XM_034642436.1, rna-XM_034652591.1	ENST00000400384.6
OG0002719	rna-XM_034652905.1, rna-XM_034652908.1, rna-XM_002927433.4	ENST00000270776.12
OG0002720	rna-XM_034647398.1, rna-XM_034651393.1	ENST00000313485.10
OG0002721	rna-XM_002926491.4, rna-XM_034652216.1	ENST00000261700.7
OG0002722	rna-XM_034651979.1, rna-XM_034671153.1	ENST00000377658.8
OG0002723	rna-XM_034652892.1, rna-XM_034643157.1	ENST00000361682.10
OG0002724	rna-XM_034651706.1, rna-XM_034641817.1	ENST00000393795.7
OG0002725	rna-XM_034651749.1, rna-XM_034669402.1	ENST00000538183.6
OG0002727	rna-XM_034672084.1, rna-XM_034650843.1	ENST00000326735.12
OG0002728	rna-XM_034651893.1, rna-XM_002928279.4	ENST00000368324.4
OG0002729	rna-XM_034652889.1, rna-XM_034641906.1	ENST00000398174.7
OG0002730	rna-XM_034650150.1, rna-XM_034653168.1	ENST00000314191.6
OG0002731	rna-XM_019794015.2	ENST00000442047.2
OG0002733	rna-XM_034652896.1, rna-XM_019807206.2	ENST00000288943.4
OG0002734	rna-XM_034652481.1, rna-XM_034671997.1	ENST00000640821.1
OG0002735	rna-XM_034651118.1, rna-XM_034666694.1	ENST00000367817.3
OG0002736	rna-XM_034652870.1, rna-XM_034647290.1	ENST00000615845.4
OG0002737	rna-XM_034652969.1, rna-XM_002928057.4	ENST00000372330.3
OG0002738	rna-XM_011221282.3, rna-XM_034650770.1	ENST00000217402.2
OG0002739	rna-XM_034653109.1, rna-XM_034648308.1	ENST00000216286.9
OG0002740	rna-XM_034652750.1, rna-XM_019795592.2	ENST00000358293.7
OG0002741	rna-XM_002915020.4, rna-XM_034652245.1	ENST00000376281.8
OG0002742	rna-NM_001304909.1, rna-XM_034651886.1	ENST00000225430.8
OG0002743	rna-XM_034651319.1, rna-XM_002917121.4	ENST00000081029.7
OG0002744	rna-XM_034651448.1, rna-XM_034640096.1	ENST00000269349.7
OG0002745	rna-XM_034652347.1, rna-XM_011228603.3	ENST00000393930.5
OG0002746	rna-XM_034651582.1, rna-XM_034658825.1	ENST00000393780.3
OG0002747	rna-XM_034651569.1, rna-XM_002913025.4	ENST00000554101.5
OG0002748	rna-XM_002914149.4	ENST00000621500.1
OG0002749	rna-XM_002929264.4, rna-XM_002914164.4	ENST00000445930.6
OG0002750	rna-XM_019793990.2	ENST00000394942.2
OG0002751	rna-XM_002914161.4	ENST00000358025.7
OG0002752	rna-XM_019793937.2	ENST00000394718.4
OG0002753	rna-XM_034642615.1	ENST00000608382.5
OG0002754	rna-XM_011217798.3	ENST00000554015.5
OG0002755	rna-XM_034643021.1	ENST00000298705.5
OG0002756	rna-XM_034642337.1	ENST00000247226.12
OG0002757	rna-XM_019793881.2	ENST00000607599.5
OG0002758	rna-XM_034642925.1	ENST00000533601.6
OG0002759	rna-XM_011217707.3	ENST00000358664.8
OG0002760	rna-XM_034643008.1	ENST00000360689.9
OG0002761	rna-XM_011217599.3	ENST00000636229.1
OG0002762	rna-XM_034642043.1	ENST00000543237.5
OG0002763	rna-XM_019805795.1	ENST00000612183.4
OG0002764	rna-XM_034642853.1	ENST00000261681.8
OG0002765	rna-XM_011232138.3	ENST00000256383.8
OG0002766	rna-XM_034643036.1	ENST00000216446.8
OG0002767	rna-XM_034642150.1	ENST00000555638.5
OG0002768	rna-XM_002925101.4	ENST00000216452.8
OG0002769	rna-XM_002925100.4	ENST00000554659.5
OG0002770	rna-XM_002925097.4	ENST00000551171.5
OG0002771	rna-XM_034643315.1	ENST00000256366.5, ENST00000617196.4
OG0002772	rna-XM_034642441.1, rna-XM_034642448.1	ENST00000555818.5
OG0002773	rna-XM_019794660.2	ENST00000555228.5, ENST00000556551.2
OG0002774	rna-XM_034642584.1, rna-XM_034650223.1	ENST00000356924.8
OG0002775	rna-XM_002914698.4	ENST00000341162.8
OG0002776	rna-XM_002914699.4	ENST00000334220.8
OG0002777	rna-XM_002914714.4	ENST00000557752.1, ENST00000361786.6
OG0002778	rna-XM_002926348.4	ENST00000216479.7
OG0002779	rna-XM_034671640.1, rna-XM_034642144.1	ENST00000555761.5
OG0002780	rna-XM_002918311.4	ENST00000336735.8
OG0002781	rna-XM_034642276.1	ENST00000330753.5
OG0002782	rna-XM_034642634.1, rna-XM_034642636.1	ENST00000614125.4
OG0002783	rna-XM_011226941.3	ENST00000261303.12
OG0002784	rna-XM_019809647.2	ENST00000380622.4, ENST00000545170.5
OG0002785	rna-XM_034650991.1, rna-XM_034642338.1	ENST00000334869.8
OG0002786	rna-XM_034651105.1, rna-XM_019804446.2	ENST00000216492.9
OG0002787	rna-XM_002923829.4	ENST00000013070.10, ENST00000557574.1
OG0002788	rna-XM_034642902.1	ENST00000553780.5, ENST00000553947.1
OG0002789	rna-XM_002920476.4	ENST00000343455.7
OG0002790	rna-XM_034642175.1	ENST00000560869.5
OG0002791	rna-XM_011224457.3	ENST00000472726.2, ENST00000334553.10
OG0002792	rna-XM_002918853.4	ENST00000216602.10
OG0002793	id-LOC105235023	ENST00000390547.3, ENST00000390539.2
OG0002794	rna-XM_034642180.1	ENST00000358654.2, ENST00000437398.5
OG0002795	rna-XM_034642183.1	ENST00000310463.10, ENST00000295171.10
OG0002796	rna-XM_034642680.1	ENST00000309451.6, ENST00000409255.1
OG0002797	rna-XM_002926289.4	ENST00000638137.1
OG0002798	rna-XM_019805753.2, rna-XM_011232070.3	ENST00000403807.3
OG0002799	rna-XM_019805772.2	ENST00000433835.3, ENST00000611880.4
OG0002800	rna-XM_002925051.4	ENST00000290765.8, ENST00000634759.1
OG0002801	rna-XM_011232082.3	ENST00000215770.5, ENST00000403754.7
OG0002802	rna-XM_011216788.3	ENST00000317615.10
OG0002803	rna-XM_034670940.1, rna-XM_002919504.4	ENST00000273936.5
OG0002804	rna-XM_002921720.4, rna-XM_034651463.1	ENST00000340541.4
OG0002805	rna-XM_002917587.4	ENST00000400033.1
OG0002806	rna-XM_002927547.4	ENST00000330513.9
OG0002807	rna-XM_034642807.1, rna-XM_034643047.1	ENST00000359358.8
OG0002808	rna-XM_019797921.1	ENST00000374293.4
OG0002809	rna-XM_034643165.1, rna-XM_034642201.1	ENST00000589332.5
OG0002810	rna-XM_034643055.1, rna-XM_034650042.1	ENST00000590842.5
OG0002811	rna-XM_011223514.3	ENST00000256433.5, ENST00000588705.1
OG0002812	rna-XM_034642533.1	ENST00000590722.2, ENST00000269466.7
OG0002813	rna-XM_034642788.1	ENST00000586569.2
OG0002814	rna-XM_002926363.4	ENST00000283752.9, ENST00000341074.9
OG0002815	rna-XM_034643300.1	ENST00000360242.9
OG0002816	rna-XM_034642217.1, rna-XM_034642216.1	ENST00000343998.7
OG0002817	rna-XM_034643202.1	ENST00000443185.6
OG0002818	rna-XM_034651256.1, rna-XM_034651277.1	ENST00000598742.5
OG0002820	rna-XM_034650355.1, rna-XM_002920697.4	ENST00000371872.8
OG0002821	rna-XM_034651858.1, rna-XM_034667499.1	ENST00000368356.8
OG0002822	rna-XM_034651294.1, rna-XM_002921198.4	ENST00000505992.1
OG0002823	rna-XM_034650778.1, rna-XM_019798354.2	ENST00000344595.9
OG0002824	rna-XM_002916656.4, rna-XM_034652522.1	ENST00000377244.7
OG0002826	rna-XM_034650781.1, rna-XM_034645203.1	ENST00000301873.9
OG0002827	rna-XM_034666628.1, rna-XM_034652027.1	ENST00000640218.1
OG0002828	rna-XM_034653177.1, rna-XM_034647265.1	ENST00000329125.5
OG0002829	rna-XM_034651751.1, rna-XM_002924832.2	ENST00000240687.2
OG0002830	rna-XM_002924840.4, rna-XM_034651840.1	ENST00000240615.2
OG0002831	rna-XM_034651750.1, rna-XM_002924839.2	ENST00000240691.4
OG0002832	rna-XM_034669552.1, rna-XM_034653088.1	ENST00000262519.13
OG0002833	rna-XM_011237515.3, rna-XM_034650542.1	ENST00000543825.1
OG0002834	rna-XM_034650972.1, rna-XM_002920852.4	ENST00000367498.7
OG0002835	rna-XM_034651121.1, rna-XM_002916552.4	ENST00000500728.2
OG0002836	rna-XM_034650967.1, rna-XM_034650966.1	ENST00000503362.1
OG0002837	rna-XM_002926887.2	ENST00000623286.1
OG0002838	rna-XM_019809062.2	ENST00000550383.1, ENST00000552276.5
OG0002839	rna-XM_002928324.4	ENST00000225519.3, ENST00000572919.1
OG0002840	rna-XM_034640599.1	ENST00000456349.6, ENST00000255082.7
OG0002841	rna-XM_034640273.1	ENST00000301037.9, ENST00000531839.5
OG0002842	rna-XM_019806887.2	ENST00000444914.7
OG0002843	rna-XM_002912374.4	ENST00000226218.8, ENST00000555059.2
OG0002844	rna-XM_034640115.1	ENST00000585089.5
OG0002845	rna-XM_002912335.4	ENST00000226230.7
OG0002846	rna-XM_034641853.1, rna-XM_019803315.2	ENST00000268763.10
OG0002847	rna-XM_002912344.4	ENST00000578584.5, ENST00000247270.3
OG0002848	rna-XM_034640458.1	ENST00000593039.5, ENST00000590016.5
OG0002849	rna-XM_034640450.1	ENST00000394562.5, ENST00000361112.6
OG0002850	rna-XM_002931082.4	ENST00000620098.4, ENST00000615863.1
OG0002851	rna-XM_002924888.4	ENST00000617633.4
OG0002852	rna-XM_019804978.2	ENST00000617492.4
OG0002853	rna-XM_034641783.1	ENST00000409433.2
OG0002854	rna-XM_034639909.1	ENST00000339468.7, ENST00000312655.8
OG0002855	rna-XM_002923324.4	ENST00000577660.1, ENST00000543872.6
OG0002856	rna-XM_002916826.4	ENST00000502492.5
OG0002857	rna-NM_001304923.1	ENST00000394332.5
OG0002858	rna-XM_002916804.4	ENST00000318008.10
OG0002859	rna-XM_002929355.4	ENST00000269571.9
OG0002860	rna-XM_019810053.2	ENST00000635792.1
OG0002861	rna-XM_011231981.3	ENST00000348513.10
OG0002862	rna-XM_002924939.4	ENST00000394052.4, ENST00000476049.1
OG0002863	rna-XM_034650321.1, rna-XM_034640684.1	ENST00000391352.1
OG0002864	rna-XM_034640685.1, rna-XM_034641280.1	ENST00000310778.5
OG0002865	rna-XM_034640407.1	ENST00000435506.6
OG0002866	rna-XM_034652542.1, rna-XM_002922167.4	ENST00000565659.1
OG0002867	rna-XM_002922149.4, rna-XM_034667254.1	ENST00000293362.7
OG0002868	rna-XM_034640780.1, rna-XM_034652611.1	ENST00000317310.4
OG0002869	rna-XM_034639790.1	ENST00000225983.10
OG0002870	rna-XM_011225658.3	ENST00000426548.5
OG0002871	rna-XM_002928778.4	ENST00000571841.1, ENST00000573224.2
OG0002872	rna-XM_002927489.3, rna-XM_034653120.1	ENST00000329196.6
OG0002873	rna-XM_034640707.1	ENST00000560629.1, ENST00000559488.5
OG0002874	rna-XM_019802610.2	ENST00000262432.12, ENST00000311506.9
OG0002875	rna-XM_034652139.1, rna-XM_034640213.1	ENST00000303375.9
OG0002876	rna-XM_034641090.1	ENST00000577647.2, ENST00000290866.9
OG0002877	rna-XM_002924521.4	ENST00000258975.6
OG0002878	rna-XM_002924517.4	ENST00000225726.9, ENST00000580553.1
OG0002879	rna-XM_034640645.1	ENST00000392621.5, ENST00000375352.1
OG0002880	rna-XM_034640309.1, rna-XM_034653104.1	ENST00000583937.5
OG0002881	rna-XM_034650870.1, rna-XM_034640291.1	ENST00000262613.9
OG0002882	rna-XM_019800297.2	ENST00000578822.5
OG0002883	rna-XM_034640425.1	ENST00000636174.1, ENST00000587556.1
OG0002884	rna-XM_019800349.2	ENST00000586740.1, ENST00000399134.4
OG0002885	rna-XM_002918384.4	ENST00000615984.4, ENST00000587459.1
OG0002886	rna-XM_002918374.4	ENST00000636222.1
OG0002887	rna-XM_034640162.1, rna-XM_034640161.1	ENST00000584436.7
OG0002888	rna-XM_034639830.1	ENST00000328969.5, ENST00000490623.3
OG0002889	rna-XM_034639820.1	ENST00000360203.9, ENST00000482936.5
OG0002890	rna-XM_011232961.3, rna-XM_034641345.1	ENST00000353546.7
OG0002891	rna-XM_034641570.1	ENST00000252999.7
OG0002892	rna-XM_002915519.4	ENST00000530122.1, ENST00000371141.8
OG0002893	rna-XM_002921215.4	ENST00000371328.3, ENST00000371325.1
OG0002894	rna-XM_034639931.1	ENST00000617620.1
OG0002895	rna-XM_034652215.1, rna-XM_002912972.4	ENST00000216862.7
OG0002896	rna-XM_034641473.1	ENST00000396009.7
OG0002897	rna-XM_002912979.4	ENST00000371610.6
OG0002898	rna-XM_002913001.4	ENST00000341698.2, ENST00000371652.8
OG0002899	rna-XM_034650513.1, rna-XM_034640910.1	ENST00000371856.6
OG0002900	rna-XM_034639852.1	ENST00000458187.5, ENST00000372727.5
OG0002901	rna-XM_002917374.4	ENST00000338380.2, ENST00000372785.3
OG0002903	rna-XM_034641310.1	ENST00000373233.7
OG0002904	rna-XM_034641620.1	ENST00000361337.2, ENST00000329245.8
OG0002905	rna-XM_034650786.1, rna-XM_002915149.4	ENST00000373433.8
OG0002906	rna-XM_034641711.1	ENST00000636016.1
OG0002907	rna-XM_034650245.1, rna-XM_011221266.3	ENST00000253363.10
OG0002908	rna-XM_019796619.2	ENST00000374092.8, ENST00000541176.2
OG0002909	rna-XM_011221255.3	ENST00000444717.1, ENST00000621148.4
OG0002910	rna-XM_034652371.1, rna-XM_019796571.2	ENST00000374980.2
OG0002911	rna-XM_019798636.1, rna-XM_002918266.3	ENST00000354297.8
OG0002912	rna-XM_002918267.3	ENST00000375483.3
OG0002913	rna-XM_034640216.1	ENST00000381621.5
OG0002913	rna-XM_011218021.3	ENST00000567028.5
OG0002914	rna-XM_011224402.3	ENST00000329276.9
OG0002915	rna-XM_002918779.3	ENST00000603872.1, ENST00000380593.4
OG0002916	rna-XM_002918787.3, rna-XM_034641604.1	ENST00000379751.4
OG0002917	rna-XM_034640277.1, rna-XM_034650643.1	ENST00000379440.8
OG0002918	rna-XM_034653105.1, rna-XM_019793416.2	ENST00000303142.10
OG0002919	rna-XM_011234247.3	ENST00000246024.6
OG0002920	rna-XM_019805777.2	ENST00000545418.2
OG0002921	rna-XM_034641613.1	ENST00000202677.11
OG0002922	rna-XM_034650965.1, rna-XM_002927024.4	ENST00000216218.7
OG0002923	rna-XM_034652897.1, rna-XM_034656045.1	ENST00000442011.6
OG0002924	rna-XM_034652877.1, rna-XM_002924266.4	ENST00000360803.8
OG0002925	rna-XM_002931009.4	ENST00000379829.2
OG0002926	rna-XM_034650945.1, rna-XM_011231612.1	ENST00000388918.9
OG0002927	rna-XM_002915309.4, rna-XM_034652464.1	ENST00000298198.4
OG0002928	rna-XM_034653166.1, rna-XM_034645919.1	ENST00000640129.1, ENST00000632817.1
OG0002929	rna-XM_034653028.1, rna-XM_002929443.4	ENST00000255040.2
OG0002930	rna-XM_034653310.1, rna-XM_034655873.1	ENST00000029410.9
OG0002931	rna-XM_034652057.1	ENST00000341423.9
OG0002932	rna-XM_019800572.2, rna-XM_034652319.1	ENST00000317204.10
OG0002933	rna-XM_034651552.1, rna-XM_002919687.4	ENST00000356535.4
OG0002934	rna-XM_011223577.3, rna-XM_034652299.1	ENST00000354667.8
OG0002935	rna-XM_019792858.2, rna-XM_034653524.1	ENST00000374870.8
OG0002936	rna-XM_034646249.1, rna-XM_034652429.1	ENST00000338010.9
OG0002937	rna-XM_002926052.4, rna-XM_034652036.1	ENST00000268379.8
OG0002938	rna-XM_034651926.1, rna-XM_002925339.4	ENST00000321394.11
OG0002939	rna-XM_034646985.1	ENST00000570535.5
OG0002940	rna-XM_034651218.1, rna-XM_034647264.1	ENST00000225698.8
OG0002941	rna-XM_034646870.1	ENST00000546495.5, ENST00000547302.3
OG0002942	rna-XM_034647201.1	ENST00000360325.11, ENST00000577138.1
OG0002943	rna-XM_034647129.1	ENST00000399464.6, ENST00000575474.1
OG0002944	rna-XM_002924423.4	ENST00000573331.5, ENST00000302422.3
OG0002945	rna-XM_019805113.2	ENST00000614237.1, ENST00000321337.11
OG0002946	rna-XM_002924439.4, rna-XM_034647271.1	ENST00000226091.2
OG0002947	rna-XM_034646958.1, rna-XM_034652541.1	ENST00000317276.8
OG0002948	rna-XM_034647209.1, rna-XM_034650378.1	ENST00000447110.5
OG0002949	rna-XM_034646883.1	ENST00000268712.7
OG0002950	rna-XM_002923128.4	ENST00000284154.9, ENST00000344415.8
OG0002951	rna-XM_019803670.2	ENST00000316694.7
OG0002952	rna-XM_034646877.1	ENST00000427497.3, ENST00000285071.8
OG0002953	rna-XM_034647306.1, rna-XM_034647373.1	ENST00000395505.6
OG0002954	rna-XM_019808410.2	ENST00000287996.7
OG0002955	rna-XM_034647055.1	ENST00000277165.10, ENST00000375419.1
OG0002956	rna-XM_034647067.1	ENST00000325303.8
OG0002957	rna-XM_034646936.1, rna-XM_034652105.1	ENST00000375807.7
OG0002958	rna-XM_019799536.2	ENST00000370981.1, ENST00000375765.4
OG0002959	rna-XM_034647420.1	ENST00000375708.3
OG0002960	rna-XM_034647004.1, rna-XM_034647009.1	ENST00000462592.5
OG0002961	rna-XM_011225811.3	ENST00000382276.7
OG0002962	rna-XM_011219112.3	ENST00000377270.7
OG0002963	rna-XM_034646982.1	ENST00000616156.4, ENST00000376811.5
OG0002964	rna-XM_034646963.1	ENST00000442371.5
OG0002965	rna-XM_034647098.1	ENST00000304195.7
OG0002966	rna-XM_034647158.1	ENST00000388712.7
OG0002967	rna-XM_034650869.1, rna-XM_034646864.1	ENST00000375991.8
OG0002968	rna-XM_034646666.1	ENST00000288985.11
OG0002969	rna-XM_034652902.1, rna-XM_011237545.3	ENST00000361516.7
OG0002970	rna-XM_034665803.1, rna-XM_034650701.1	ENST00000331581.10
OG0002971	rna-XM_034652104.1, rna-XM_002922180.4	ENST00000261267.6
OG0002972	rna-XM_034651416.1, rna-XM_034669086.1	ENST00000398153.6
OG0002973	rna-XM_034651535.1, rna-XM_011230594.3	ENST00000377855.6
OG0002974	rna-XM_034651383.1, rna-XM_011221586.3	ENST00000529639.5
OG0002975	rna-XM_034653146.1, rna-XM_034669595.1	ENST00000508903.6
OG0002976	rna-XM_034653191.1, rna-XM_002927648.4	ENST00000316149.7
OG0002977	rna-XM_034650963.1, rna-XM_011227983.3	ENST00000298852.7
OG0002978	rna-XM_034645326.1, rna-XM_034651780.1	ENST00000319023.6
OG0002979	rna-XM_034651424.1, rna-XM_034667129.1	ENST00000367142.4
OG0002980	rna-XM_034652489.1, rna-XM_002914933.4	ENST00000375147.7
OG0002981	rna-XM_011236105.3	ENST00000331222.5, ENST00000635855.1
OG0002982	rna-XM_034652610.1, rna-XM_034667272.1	ENST00000368002.7
OG0002983	rna-XM_034650618.1, rna-XM_034650582.1	ENST00000376709.8
OG0002984	rna-XM_034658077.1, rna-XM_034650886.1	ENST00000485303.5
OG0002985	rna-XM_002920170.3, rna-XM_034653182.1	ENST00000251588.6
OG0002986	rna-XM_034670693.1, rna-XM_034653184.1	ENST00000341413.8
OG0002987	rna-XM_034653309.1, rna-XM_019803936.2	ENST00000296603.4
OG0002988	rna-XM_002923286.4, rna-XM_034653516.1	ENST00000343470.8
OG0002989	rna-XM_034645972.1	ENST00000215794.7, ENST00000454608.3
OG0002990	rna-XM_002922235.4, rna-XM_034651546.1	ENST00000543155.5
OG0002991	rna-XM_002922222.4	ENST00000599672.5, ENST00000607161.5
OG0002992	rna-XM_019802769.2	ENST00000359156.8, ENST00000416109.2
OG0002993	rna-XM_011237140.3	ENST00000402465.8, ENST00000229332.10
OG0002994	rna-XM_034645116.1	ENST00000162391.7
OG0002995	rna-XM_034645114.1	ENST00000528386.3, ENST00000229307.8
OG0002996	rna-XM_034645624.1, rna-XM_034644115.1	ENST00000379237.6
OG0002997	rna-XM_002924831.3	ENST00000240619.2
OG0002998	rna-XM_034645993.1	ENST00000281171.8
OG0002999	rna-XM_019799144.2, rna-XM_034651734.1	ENST00000010404.6
OG0003000	rna-XM_034645915.1	ENST00000538779.5
OG0003001	rna-XM_034644713.1	ENST00000429027.6
OG0003002	rna-XM_034653193.1, rna-XM_002915278.4	ENST00000545552.5
OG0003003	rna-XM_034644592.1	ENST00000229395.7
OG0003004	rna-XM_002917108.4	ENST00000546323.5
OG0003005	rna-XM_019797355.1	ENST00000416383.5
OG0003006	rna-XM_034644585.1, rna-XM_034653079.1	ENST00000381271.6
OG0003007	rna-XM_034656242.1, rna-XM_002916595.4	ENST00000337682.8
OG0003008	rna-XM_002927869.4	ENST00000266483.6, ENST00000308742.8
OG0003009	rna-XM_034644727.1, rna-XM_011226321.3	ENST00000316554.4
OG0003010	rna-XM_034656484.1, rna-XM_034644779.1	ENST00000265138.3
OG0003011	rna-XM_034645023.1	ENST00000551245.5
OG0003012	rna-XM_034644787.1, rna-XM_002921571.4	ENST00000548553.1
OG0003013	rna-XM_034652604.1, rna-XM_002921562.4	ENST00000293636.1
OG0003014	rna-XM_034645345.1	ENST00000545748.5
OG0003015	rna-XM_011227856.3, rna-XM_034650569.1	ENST00000336854.8
OG0003016	rna-XM_034652115.1, rna-XM_011229907.3	ENST00000420463.7
OG0003017	rna-XM_034644747.1	ENST00000591834.1, ENST00000548446.6
OG0003018	rna-XM_034645249.1	ENST00000243108.4
OG0003019	rna-XM_002923430.4	ENST00000312492.2
OG0003020	rna-XM_002923304.4	ENST00000418988.2, ENST00000555531.1
OG0003021	rna-XM_034646527.1	ENST00000523376.5
OG0003022	rna-XM_034646314.1	ENST00000265965.9
OG0003023	rna-XM_002926160.4, rna-XM_034644798.1, rna-XM_034646275.1	ENST00000513874.5
OG0003024	rna-XM_011222755.2	ENST00000303296.8
OG0003025	rna-XM_034646447.1, rna-XM_019802837.2	ENST00000354556.8
OG0003026	rna-XM_034644692.1	ENST00000241014.6
OG0003028	rna-XM_034645684.1	ENST00000529411.1, ENST00000311862.9
OG0003029	rna-XM_011229245.3	ENST00000531074.1, ENST00000534355.5
OG0003030	rna-XM_034645712.1	ENST00000316059.6, ENST00000389919.8
OG0003031	rna-XM_002930882.2	ENST00000302040.4
OG0003032	rna-XM_002930881.4, rna-XM_011217784.3	ENST00000302030.2
OG0003033	rna-XM_034646026.1	ENST00000300182.8, ENST00000529054.5
OG0003034	rna-XM_019808336.2	ENST00000337908.4, ENST00000398986.6
OG0003035	rna-XM_002926216.4	ENST00000301761.6, ENST00000541135.5
OG0003036	rna-XM_019806969.2, rna-XM_034651711.1	ENST00000537328.5
OG0003037	rna-XM_034644825.1, rna-XM_011232538.3	ENST00000415229.6
OG0003038	rna-XM_011232537.3	ENST00000308436.11, ENST00000496634.2
OG0003039	rna-XM_034646400.1	ENST00000278823.6
OG0003040	rna-XM_019806104.2	ENST00000528405.1, ENST00000524958.5
OG0003041	rna-XM_011232506.3, rna-XM_034664292.1	ENST00000398805.7
OG0003042	rna-XM_034651754.1, rna-XM_034644828.1	ENST00000301790.4
OG0003043	rna-XM_034644829.1	ENST00000340246.9
OG0003044	rna-XM_034644831.1	ENST00000323646.9, ENST00000255695.1
OG0003045	rna-XM_002916674.4	ENST00000314133.3, ENST00000535431.1
OG0003046	rna-XM_002916672.4	ENST00000358794.9
OG0003047	rna-XM_002916657.4	ENST00000301886.3, ENST00000246747.8
OG0003048	rna-XM_019796868.2, rna-XM_034645306.1	ENST00000531072.1
OG0003049	rna-XM_034651901.1, rna-XM_034644839.1	ENST00000312397.9
OG0003050	rna-XM_019796887.2, rna-XM_034645254.1	ENST00000312175.6
