Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots	ursAme.longCDS.prots	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0018479	rna-XM_034664485.1				
OG0018480	rna-XM_034663735.1				
OG0018481	rna-XM_034664656.1				
OG0018482	rna-XM_034664673.1				
OG0018483	rna-XM_034663742.1				
OG0018484	rna-XM_034663746.1				
OG0018485	rna-XM_034664750.1				
OG0018486	rna-XM_034663751.1				
OG0018487	rna-XM_034664794.1				
OG0018488	rna-XM_034664797.1				
OG0018489	rna-XM_034663754.1				
OG0018490	rna-XM_034664831.1				
OG0018491	rna-XM_034664845.1				
OG0018492	rna-XM_019792743.2				
OG0018493	rna-XM_034663771.1				
OG0018494	rna-XM_034664946.1				
OG0018495	rna-XM_019805976.2				
OG0018496	rna-XM_034663779.1				
OG0018497	rna-XM_034665227.1				
OG0018498	rna-XM_034663797.1				
OG0018499	rna-XM_034663801.1				
OG0018500	rna-XM_034665443.1				
OG0018501	rna-XM_011233292.3				
OG0018502	rna-XM_034663817.1				
OG0018503	rna-XM_034665539.1				
OG0018504	rna-XM_034653206.1				
OG0018505	rna-XM_034653204.1				
OG0018506	rna-XM_034653205.1				
OG0018507	rna-XM_034650794.1				
OG0018508	rna-XM_034648581.1				
OG0018509	rna-XM_034648668.1				
OG0018510	rna-XM_034648540.1				
OG0018511	rna-XM_034648725.1				
OG0018512	rna-XM_034648671.1				
OG0018513	rna-XM_034648431.1				
OG0018514	rna-XM_034648676.1				
OG0018515	rna-XM_034648678.1				
OG0018516	rna-XM_034648681.1				
OG0018517	rna-XM_034648684.1				
OG0018518	rna-XM_034653540.1				
OG0018519	id-LOC117797714				
OG0018520	id-LOC105234897				
OG0018521	rna-XM_034650145.1				
OG0018522	rna-XM_034652972.1				
OG0018523	rna-XM_034652501.1				
OG0018524	rna-XM_034647764.1				
OG0018525	rna-XM_011237664.3				
OG0018526	rna-XM_034647766.1				
OG0018527	rna-XM_034647773.1				
OG0018528	rna-XM_034653225.1				
OG0018529	rna-XM_034652118.1				
OG0018530	rna-XM_034650484.1				
OG0018531	rna-XM_034652996.1				
OG0018532	rna-XM_034651632.1				
OG0018533	rna-XM_034652247.1				
OG0018534	rna-XM_034650842.1				
OG0018535	rna-XM_034651400.1				
OG0018536	rna-XM_034650918.1				
OG0018537	rna-XM_034654059.1				
OG0018538	rna-XM_034647001.1				
OG0018539	rna-XM_034654422.1				
OG0018540	rna-XM_034654652.1				
OG0018541	rna-XM_011233168.3				
OG0018542	rna-XM_034654881.1				
OG0018543	rna-NM_001304901.1				
OG0018544	rna-XM_019809950.2				
OG0018545	rna-XM_034654968.1				
OG0018546	rna-XM_034655565.1				
OG0018547	rna-XM_034656343.1				
OG0018548	rna-XM_034661746.1				
OG0018549	rna-XM_019807529.2				
OG0018550	rna-XM_034655614.1				
OG0018551	rna-XM_034661990.1				
OG0018552	rna-XM_034655632.1				
OG0018553	rna-XM_011234237.2				
OG0018554	rna-XM_034657028.1				
OG0018555	rna-XM_034657097.1				
OG0018556	rna-XM_034657233.1				
OG0018557	rna-XM_034663808.1				
OG0018558	rna-XM_034658529.1				
OG0018559	rna-XM_034660176.1				
OG0018560	rna-XM_034671304.1				
OG0018561	rna-XM_034670526.1				
OG0018562	rna-XM_034663660.1				
OG0018563	rna-XM_034664015.1				
OG0018564	rna-XM_034639352.1				
OG0018565	rna-XM_034639755.1				
OG0018566	rna-XM_034665063.1				
OG0018567	rna-XM_034665260.1				
OG0018568	rna-XM_034640074.1				
OG0018569	rna-XM_034640495.1				
OG0018570	rna-XM_034666601.1				
OG0018571	rna-XM_034669085.1				
OG0018572	rna-XM_034644949.1				
OG0018573	rna-XM_034645875.1				
OG0018574	rna-XM_034646495.1				
OG0018575	rna-XM_034660302.1				
OG0018576	rna-XM_034672579.1				
OG0018577	rna-XM_034637942.1				
OG0018578	rna-XM_034647442.1				
OG0018579	id-LOC117795150				
OG0018580	id-LOC109490377				
OG0018581	rna-XM_034648280.1				
OG0018582	rna-XM_034639362.1				
OG0018583	rna-XM_034649317.1				
OG0018584	rna-XM_034649717.1				
OG0018585	rna-XM_034640068.1				
OG0018586	rna-XM_034653318.1				
OG0018587	rna-XM_034651527.1				
OG0018588	rna-XM_034651796.1				
OG0018589	rna-XM_034652878.1				
OG0018590	rna-XM_034651180.1				
OG0018591	rna-XM_034652372.1				
OG0018592	rna-XM_034651222.1				
OG0018593	rna-XM_034650780.1				
OG0018594	rna-XM_034653347.1				
OG0018595	rna-XM_034650579.1				
OG0018596	rna-XM_034651257.1				
OG0018597	rna-XM_034650244.1				
OG0018598	rna-XM_034652181.1				
OG0018599	rna-XM_034653445.1				
OG0018600	rna-XM_034652974.1				
OG0018601	rna-XM_034652111.1				
OG0018602	rna-XM_034651437.1				
OG0018603	rna-XM_034653018.1				
OG0018604	rna-XM_034651484.1				
OG0018605	rna-XM_034651260.1				
OG0018606	rna-XM_034652011.1				
OG0018607	rna-XM_034651389.1				
OG0018608	rna-XM_034651425.1				
OG0018609	rna-XM_034650900.1				
OG0018610	rna-XM_034652517.1				
OG0018611	rna-XM_034650664.1				
OG0018612	rna-XM_034653436.1				
OG0018613	rna-XM_034653011.1				
OG0018614	rna-XM_034652249.1				
OG0018615	rna-XM_034653271.1				
OG0018616	rna-XM_034651304.1				
OG0018617	rna-XM_034650405.1				
OG0018618	rna-XM_034652006.1				
OG0018619	rna-XM_034651331.1				
OG0018620	rna-XM_034650594.1				
OG0018621	rna-XM_034652814.1				
OG0018622	rna-XM_034652536.1				
OG0018623	rna-XM_034651717.1				
OG0018624	rna-XM_034652888.1				
OG0018625	rna-XM_034653031.1				
OG0018626	rna-XM_034651656.1				
OG0018627	rna-XM_034651374.1				
OG0018628	rna-XM_034653581.1				
OG0018629	rna-XM_034653416.1				
OG0018630	rna-XM_034651911.1				
OG0018631	rna-XM_034651495.1				
OG0018632	rna-XM_034651381.1				
OG0018633	rna-XM_034651492.1				
OG0018634	rna-XM_034651345.1				
OG0018635	rna-XM_034652500.1				
OG0018636	rna-XM_034652655.1				
OG0018637	rna-XM_034653116.1				
OG0018638	rna-XM_034652360.1				
OG0018639	rna-XM_034652622.1				
OG0018640	rna-XM_034655819.1				
OG0018641	rna-XM_034655717.1				
OG0018642	rna-XM_034655724.1				
OG0018643	rna-XM_019801869.2				
OG0018644	rna-XM_034655727.1				
OG0018645	rna-XM_034656048.1				
OG0018646	rna-XM_034656205.1				
OG0018647	rna-XM_019796462.2				
OG0018648	rna-XM_034656349.1				
OG0018649	rna-XM_034656347.1				
OG0018650	rna-XM_034656434.1				
OG0018651	rna-XM_034655645.1				
OG0018652	rna-XM_034655646.1				
OG0018653	rna-XM_034656607.1				
OG0018654	rna-XM_034656613.1				
OG0018655	rna-XM_034656728.1				
OG0018656	rna-XM_034656739.1				
OG0018657	rna-XM_034656749.1				
OG0018658	rna-XM_034656773.1				
OG0018659	rna-XM_034656794.1				
OG0018660	rna-XM_034656836.1				
OG0018661	rna-XM_034656938.1				
OG0018662	rna-XM_034655668.1				
OG0018663	rna-XM_034655671.1				
OG0018664	rna-XM_034657035.1				
OG0018665	rna-XM_034657096.1				
OG0018666	rna-XM_034652366.1				
OG0018667	rna-XM_034650567.1				
OG0018668	rna-XM_034650259.1				
OG0018669	rna-XM_002923032.2				
OG0018670	rna-XM_034652290.1				
OG0018671	rna-XM_034652467.1				
OG0018672	id-LOC117799613				
OG0018673	rna-XM_034651430.1				
OG0018674	rna-XM_034651171.1				
OG0018675	rna-XM_034651491.1				
OG0018676	rna-XM_034644212.1				
OG0018677	rna-XM_034644346.1				
OG0018678	rna-XM_034643475.1				
OG0018679	rna-XM_034644367.1				
OG0018680	rna-XM_034644368.1				
OG0018681	rna-XM_034644370.1				
OG0018682	rna-XM_034644371.1				
OG0018683	rna-XM_034643658.1				
OG0018684	rna-XM_034644044.1				
OG0018685	rna-XM_034644439.1				
OG0018686	rna-XM_034643733.1				
OG0018687	rna-XM_034644217.1				
OG0018688	rna-XM_034643670.1				
OG0018689	rna-XM_034643678.1				
OG0018690	rna-XM_034644132.1				
OG0018691	rna-XM_034644293.1				
OG0018692	rna-XM_034644345.1				
OG0018693	rna-XM_034644569.1				
OG0018694	rna-XM_034643695.1				
OG0018695	rna-XM_034643697.1				
OG0018696	rna-XM_034644070.1				
OG0018697	rna-XM_034652583.1				
OG0018698	rna-XM_034651584.1				
OG0018699	rna-XM_034653145.1				
OG0018700	rna-XM_034650369.1				
OG0018701	rna-XM_034653050.1				
OG0018702		ENST00000361446.5			
OG0018703		ENST00000604062.6			
OG0018704		ENST00000332132.8			
OG0018705		ENST00000509231.1			
OG0018706		ENST00000370784.8			
OG0018707		ENST00000330288.5			
OG0018708		ENST00000324447.7			
OG0018709		ENST00000370532.3			
OG0018710		ENST00000345034.1			
OG0018711		ENST00000374555.7			
OG0018712		ENST00000634670.1			
OG0018713		ENST00000498008.5			
OG0018714		ENST00000302118.5			
OG0018715		ENST00000606505.5			
OG0018716		ENST00000625258.1			
OG0018717		ENST00000636087.1			
OG0018718		ENST00000368801.2			
OG0018719		ENST00000368765.3			
OG0018720		ENST00000636302.1			
OG0018721		ENST00000331860.7			
OG0018722		ENST00000368747.1			
OG0018723		ENST00000623024.1			
OG0018724		ENST00000368480.3			
OG0018725		ENST00000473363.2			
OG0018726		ENST00000368242.7			
OG0018727		ENST00000637303.1			
OG0018728		ENST00000619513.1			
OG0018729		ENST00000574641.1			
OG0018730		ENST00000638880.1			
OG0018731		ENST00000337335.5			
OG0018732		ENST00000640271.1			
OG0018733		ENST00000438485.1			
OG0018734		ENST00000448427.1			
OG0018735		ENST00000409116.5			
OG0018736		ENST00000390238.2			
OG0018737		ENST00000390239.2			
OG0018738		ENST00000390240.2			
OG0018739		ENST00000390241.3			
OG0018740		ENST00000390242.2			
OG0018741		ENST00000259213.8			
OG0018742		ENST00000635976.1			
OG0018743		ENST00000308100.4			
OG0018744		ENST00000423123.1			
OG0018745		ENST00000490341.2			
OG0018746		ENST00000295226.1			
OG0018747		ENST00000264387.8			
OG0018748		ENST00000408934.1			
OG0018749		ENST00000431549.4			
OG0018750		ENST00000505797.1			
OG0018751		ENST00000606589.1			
OG0018752		ENST00000429239.1			
OG0018753		ENST00000265068.9			
OG0018754		ENST00000408895.3			
OG0018755		ENST00000617024.1			
OG0018756		ENST00000450760.2			
OG0018757		ENST00000324803.5			
OG0018758		ENST00000259989.6			
OG0018759		ENST00000396533.5			
OG0018760		ENST00000246895.8			
OG0018761		ENST00000317987.5			
OG0018762		ENST00000507311.1			
OG0018763		ENST00000513876.3			
OG0018764		ENST00000397835.4			
OG0018765		ENST00000438651.5			
OG0018766		ENST00000506997.1			
OG0018767		ENST00000638504.1			
OG0018768		ENST00000337752.6			
OG0018769		ENST00000503143.3			
OG0018770		ENST00000623407.1			
OG0018771		ENST00000624396.1			
OG0018772		ENST00000289448.2			
OG0018773		ENST00000619056.1			
OG0018774		ENST00000274766.1			
OG0018775		ENST00000611444.1			
OG0018776		ENST00000259881.9			
OG0018777		ENST00000376185.5			
OG0018778		ENST00000375824.1			
OG0018779		ENST00000375640.7			
OG0018780		ENST00000373861.5			
OG0018781		ENST00000341495.6			
OG0018782		ENST00000398721.5			
OG0018783		ENST00000637283.1			
OG0018784		ENST00000503906.1			
OG0018785		ENST00000636804.1			
OG0018786		ENST00000442800.1			
OG0018787		ENST00000390333.1			
OG0018788		ENST00000390334.1			
OG0018789		ENST00000390337.1			
OG0018790		ENST00000390338.2			
OG0018791		ENST00000390339.1			
OG0018792		ENST00000434382.2			
OG0018793		ENST00000637269.1			
OG0018794		ENST00000257627.4			
OG0018795		ENST00000448382.5			
OG0018796		ENST00000435848.1			
OG0018797		ENST00000638942.1			
OG0018798		ENST00000616258.2			
OG0018799		ENST00000632684.1			
OG0018800		ENST00000632951.1			
OG0018801		ENST00000633553.1			
OG0018802		ENST00000633780.1			
OG0018803		ENST00000632041.1			
OG0018804		ENST00000634000.1			
OG0018805		ENST00000633713.1			
OG0018806		ENST00000390412.1			
OG0018807		ENST00000390413.1			
OG0018808		ENST00000390414.1			
OG0018809		ENST00000390415.1			
OG0018810		ENST00000390416.1			
OG0018811		ENST00000390417.1			
OG0018812		ENST00000390418.1			
OG0018813		ENST00000390419.1			
OG0018814		ENST00000439431.2			
OG0018815		ENST00000307003.2			
OG0018816		ENST00000611515.4			
OG0018817		ENST00000378120.5			
OG0018818		ENST00000523116.5			
OG0018819		ENST00000358138.1			
OG0018820		ENST00000534420.1			
OG0018821		ENST00000427937.1			
OG0018822		ENST00000517503.1			
OG0018823		ENST00000382387.3			
OG0018824		ENST00000380683.5			
OG0018825		ENST00000636536.1			
OG0018826		ENST00000375850.3			
OG0018827		ENST00000375412.9			
OG0018828		ENST00000423632.2			
OG0018829		ENST00000374016.5			
OG0018830		ENST00000599836.1			
OG0018831		ENST00000456614.2			
OG0018832		ENST00000622933.1			
OG0018833		ENST00000568665.1			
OG0018834		ENST00000441152.3			
OG0018835		ENST00000380332.4			
OG0018836		ENST00000378217.3			
OG0018837		ENST00000623589.1			
OG0018838		ENST00000582163.2			
OG0018839		ENST00000454061.5			
OG0018840		ENST00000528446.1			
OG0018841		ENST00000382171.2			
OG0018842		ENST00000412090.2			
OG0018843		ENST00000399685.1			
OG0018844		ENST00000399682.1			
OG0018845		ENST00000399676.3			
OG0018846		ENST00000382160.1			
OG0018847		ENST00000456145.2			
OG0018848		ENST00000625099.3			
OG0018849		ENST00000307616.1			
OG0018850		ENST00000440231.1			
OG0018851		ENST00000435756.1			
OG0018852		ENST00000441339.2			
OG0018853		ENST00000398534.3			
OG0018854		ENST00000528743.3			
OG0018855		ENST00000398531.2			
OG0018856		ENST00000587424.2			
OG0018857		ENST00000303130.3			
OG0018858		ENST00000530950.1			
OG0018859		ENST00000457514.2			
OG0018860		ENST00000310799.7			
OG0018861		ENST00000531399.5			
OG0018862		ENST00000536588.1			
OG0018863		ENST00000389462.8			
OG0018864		ENST00000421801.6			
OG0018865		ENST00000535024.5			
OG0018866		ENST00000540445.5			
OG0018867		ENST00000398092.4			
OG0018868		ENST00000537495.2			
OG0018869		ENST00000635789.1			
OG0018870		ENST00000456047.2			
OG0018871		ENST00000308796.10			
OG0018872		ENST00000546591.5			
OG0018873		ENST00000378487.2			
OG0018874		ENST00000378485.1			
OG0018875		ENST00000309050.9			
OG0018876		ENST00000514254.2			
OG0018877		ENST00000618862.1			
OG0018878		ENST00000536769.1			
OG0018879		ENST00000637885.1			
OG0018880		ENST00000378180.8			
OG0018881		ENST00000375936.7			
OG0018882		ENST00000637731.1			
OG0018883		ENST00000612156.2			
OG0018884		ENST00000541415.1			
OG0018885		ENST00000390429.3			
OG0018886		ENST00000390467.3			
OG0018887		ENST00000415118.1			
OG0018888		ENST00000434970.2			
OG0018889		ENST00000448914.1			
OG0018890		ENST00000390473.1			
OG0018891		ENST00000390474.1			
OG0018892		ENST00000390475.1			
OG0018893		ENST00000390476.1			
OG0018894		ENST00000390479.2			
OG0018895		ENST00000390480.2			
OG0018896		ENST00000390481.1			
OG0018897		ENST00000390482.1			
OG0018898		ENST00000390483.1			
OG0018899		ENST00000390484.1			
OG0018900		ENST00000390485.1			
OG0018901		ENST00000390486.1			
OG0018902		ENST00000390487.1			
OG0018903		ENST00000390488.1			
OG0018904		ENST00000390489.1			
OG0018905		ENST00000390490.1			
OG0018906		ENST00000390491.1			
OG0018907		ENST00000390492.1			
OG0018908		ENST00000390493.1			
OG0018909		ENST00000390494.1			
OG0018910		ENST00000390495.1			
OG0018911		ENST00000390496.1			
OG0018912		ENST00000390497.1			
OG0018913		ENST00000390498.1			
OG0018914		ENST00000390499.1			
OG0018915		ENST00000612375.1			
OG0018916		ENST00000614481.1			
OG0018917		ENST00000390502.1			
OG0018918		ENST00000390503.1			
OG0018919		ENST00000390504.1			
OG0018920		ENST00000390505.1			
OG0018921		ENST00000390506.1			
OG0018922		ENST00000390507.1			
OG0018923		ENST00000390508.1			
OG0018924		ENST00000390509.1			
OG0018925		ENST00000390510.1			
OG0018926		ENST00000390511.1			
OG0018927		ENST00000390512.2			
OG0018928		ENST00000390513.1			
OG0018929		ENST00000390514.1			
OG0018930		ENST00000390515.1			
OG0018931		ENST00000390516.1			
OG0018932		ENST00000390517.1			
OG0018933		ENST00000390518.1			
OG0018934		ENST00000390520.1			
OG0018935		ENST00000390521.1			
OG0018936		ENST00000390523.1			
OG0018937		ENST00000390524.1			
OG0018938		ENST00000390525.1			
OG0018939		ENST00000390526.1			
OG0018940		ENST00000390527.1			
OG0018941		ENST00000390528.1			
OG0018942		ENST00000390530.1			
OG0018943		ENST00000390531.1			
OG0018944		ENST00000390532.1			
OG0018945		ENST00000390533.1			
OG0018946		ENST00000390534.1			
OG0018947		ENST00000390535.2			
OG0018948		ENST00000390536.2			
OG0018949		ENST00000553664.1			
OG0018950		ENST00000503525.2			
OG0018951		ENST00000325812.6			
OG0018952		ENST00000390560.2			
OG0018953		ENST00000488476.1			
OG0018954		ENST00000461719.1			
OG0018955		ENST00000463911.1			
OG0018956		ENST00000390564.2			
OG0018957		ENST00000390565.1			
OG0018958		ENST00000439842.1			
OG0018959		ENST00000390567.1			
OG0018960		ENST00000452198.1			
OG0018961		ENST00000390569.1			
OG0018962		ENST00000437320.1			
OG0018963		ENST00000390571.1			
OG0018964		ENST00000390572.1			
OG0018965		ENST00000450276.1			
OG0018966		ENST00000390574.1			
OG0018967		ENST00000390575.1			
OG0018968		ENST00000431870.1			
OG0018969		ENST00000390577.1			
OG0018970		ENST00000390578.1			
OG0018971		ENST00000451044.1			
OG0018972		ENST00000390580.1			
OG0018973		ENST00000390581.1			
OG0018974		ENST00000431440.2			
OG0018975		ENST00000390583.1			
OG0018976		ENST00000390584.1			
OG0018977		ENST00000390585.1			
OG0018978		ENST00000430425.1			
OG0018979		ENST00000454691.1			
OG0018980		ENST00000390588.1			
OG0018981		ENST00000414852.1			
OG0018982		ENST00000390590.1			
OG0018983		ENST00000390591.1			
OG0018984		ENST00000454908.1			
OG0018985		ENST00000604642.1			
OG0018986		ENST00000603326.1			
OG0018987		ENST00000604950.1			
OG0018988		ENST00000603077.1			
OG0018989		ENST00000605284.1			
OG0018990		ENST00000604446.1			
OG0018991		ENST00000603693.1			
OG0018992		ENST00000603935.1			
OG0018993		ENST00000604102.1			
OG0018994		ENST00000604838.1			
OG0018995		ENST00000318792.1			
OG0018996		ENST00000448599.2			
OG0018997		ENST00000562767.2			
OG0018998		ENST00000449977.6			
OG0018999		ENST00000566417.5			
OG0019000		ENST00000562759.1			
OG0019001		ENST00000558195.2			
OG0019002		ENST00000629685.2			
OG0019003		ENST00000301698.1			
OG0019004		ENST00000563869.1			
OG0019005		ENST00000569317.1			
OG0019006		ENST00000567119.1			
OG0019007		ENST00000564195.1			
OG0019008		ENST00000575124.1			
OG0019009		ENST00000618352.1			
OG0019010		ENST00000572111.1			
OG0019011		ENST00000590891.1			
OG0019012		ENST00000435245.2			
OG0019013		ENST00000312511.3			
OG0019014		ENST00000564808.6			
OG0019015		ENST00000300870.14			
OG0019016		ENST00000619363.2			
OG0019017		ENST00000334350.6			
OG0019018		ENST00000379816.5			
OG0019019		ENST00000200676.7			
OG0019020		ENST00000635921.1			
OG0019021		ENST00000250076.7			
OG0019022		ENST00000542475.2			
OG0019023		ENST00000570760.2			
OG0019024		ENST00000573621.1			
OG0019025		ENST00000494511.5			
OG0019026		ENST00000392176.3			
OG0019027		ENST00000477478.6			
OG0019028		ENST00000391411.9			
OG0019029		ENST00000584605.5			
OG0019030		ENST00000582441.1			
OG0019031		ENST00000305869.3			
OG0019032		ENST00000605509.1			
OG0019033		ENST00000583195.2			
OG0019034		ENST00000301665.7			
OG0019035		ENST00000391417.5			
OG0019036		ENST00000333822.4			
OG0019037		ENST00000440582.1			
OG0019038		ENST00000391415.1			
OG0019039		ENST00000391413.3			
OG0019040		ENST00000394014.1			
OG0019041		ENST00000345847.4			
OG0019042		ENST00000343246.5			
OG0019043		ENST00000390661.4			
OG0019044		ENST00000377726.2			
OG0019045		ENST00000398472.1			
OG0019046		ENST00000398470.1			
OG0019047		ENST00000537309.1			
OG0019048		ENST00000432056.1			
OG0019049		ENST00000636752.1			
OG0019050		ENST00000578794.1			
OG0019051		ENST00000587171.1			
OG0019052		ENST00000640006.1			
OG0019053		ENST00000332900.5			
OG0019054		ENST00000573076.5			
OG0019055		ENST00000545862.5			
OG0019056		ENST00000583868.5			
OG0019057		ENST00000357385.7			
OG0019058		ENST00000589258.1			
OG0019059		ENST00000269518.9			
OG0019060		ENST00000408945.4			
OG0019061		ENST00000579022.5			
OG0019062		ENST00000621615.1			
OG0019063		ENST00000586020.1			
OG0019064		ENST00000448587.5			
OG0019065		ENST00000597721.1			
OG0019066		ENST00000601870.1			
OG0019067		ENST00000598664.5			
OG0019068		ENST00000397759.3			
OG0019069		ENST00000640151.1			
OG0019070		ENST00000379204.2			
OG0019071		ENST00000591613.2			
OG0019072		ENST00000591344.1			
OG0019073		ENST00000358582.8			
OG0019074		ENST00000606380.2			
OG0019075		ENST00000326282.4			
OG0019076		ENST00000347077.8			
OG0019077		ENST00000593083.1			
OG0019078		ENST00000636757.1			
OG0019079		ENST00000598463.5			
OG0019080		ENST00000328070.10			
OG0019081		ENST00000602124.1			
OG0019082		ENST00000382376.3			
OG0019083		ENST00000617804.1			
OG0019084		ENST00000614856.1			
OG0019085		ENST00000418528.5			
OG0019086		ENST00000638550.1			
OG0019087		ENST00000376436.5			
OG0019088		ENST00000376403.5			
OG0019089		ENST00000374375.1			
OG0019090		ENST00000335769.2			
OG0019091		ENST00000416044.1			
OG0019092		ENST00000382830.2			
OG0019093		ENST00000382828.2			
OG0019094		ENST00000382826.2			
OG0019095		ENST00000444335.1			
OG0019096		ENST00000382822.2			
OG0019097		ENST00000398948.5			
OG0019098		ENST00000398431.2			
OG0019099		ENST00000391618.1			
OG0019100		ENST00000397907.1			
OG0019101		ENST00000397893.3			
OG0019102		ENST00000624459.2			
OG0019103		ENST00000429594.1			
OG0019104		ENST00000390326.2			
OG0019105		ENST00000390328.2			
OG0019106		ENST00000390330.2			
OG0019107		ENST00000610821.4			
OG0019108		ENST00000621921.2			
OG0019109		ENST00000396008.2			
OG0019110		ENST00000395681.5			
OG0019111		ENST00000405135.5			
OG0019112			transcript_ENSUAMT00000027483		
OG0019113			transcript_ENSUAMT00000012096		
OG0019114			transcript_ENSUAMT00000026371		
OG0019115			transcript_ENSUAMT00000001573		
OG0019116			transcript_ENSUAMT00000023692		
OG0019117			transcript_ENSUAMT00000034422		
OG0019118			transcript_ENSUAMT00000000389		
OG0019119			transcript_ENSUAMT00000004238		
OG0019120			transcript_ENSUAMT00000011727		
OG0019121			transcript_ENSUAMT00000022855		
OG0019122			transcript_ENSUAMT00000017726		
OG0019123			transcript_ENSUAMT00000029074		
OG0019124			transcript_ENSUAMT00000002843		
OG0019125			transcript_ENSUAMT00000018278		
OG0019126			transcript_ENSUAMT00000016098		
OG0019127			transcript_ENSUAMT00000003918		
OG0019128			transcript_ENSUAMT00000003945		
OG0019129			transcript_ENSUAMT00000029476		
OG0019130			transcript_ENSUAMT00000008467		
OG0019131			transcript_ENSUAMT00000013915		
OG0019132			transcript_ENSUAMT00000004099		
OG0019133			transcript_ENSUAMT00000016719		
OG0019134			transcript_ENSUAMT00000000410		
OG0019135			transcript_ENSUAMT00000026121		
OG0019136			transcript_ENSUAMT00000023372		
OG0019137			transcript_ENSUAMT00000034269		
OG0019138			transcript_ENSUAMT00000029771		
OG0019139			transcript_ENSUAMT00000034347		
OG0019140			transcript_ENSUAMT00000005416		
OG0019141			transcript_ENSUAMT00000003403		
OG0019142			transcript_ENSUAMT00000000274		
OG0019143			transcript_ENSUAMT00000019425		
OG0019144			transcript_ENSUAMT00000017217		
OG0019145			transcript_ENSUAMT00000012307		
OG0019146			transcript_ENSUAMT00000036518		
OG0019147			transcript_ENSUAMT00000028041		
OG0019148			transcript_ENSUAMT00000029751		
OG0019149			transcript_ENSUAMT00000020851		
OG0019150			transcript_ENSUAMT00000028628		
OG0019151			transcript_ENSUAMT00000028961		
OG0019152			transcript_ENSUAMT00000013717		
OG0019153			transcript_ENSUAMT00000003963		
OG0019154			transcript_ENSUAMT00000002753		
OG0019155			transcript_ENSUAMT00000007969		
OG0019156			transcript_ENSUAMT00000025786		
OG0019157			transcript_ENSUAMT00000003347		
OG0019158			transcript_ENSUAMT00000012868		
OG0019159			transcript_ENSUAMT00000014206		
OG0019160			transcript_ENSUAMT00000031779		
OG0019161			transcript_ENSUAMT00000031524		
OG0019162			transcript_ENSUAMT00000032922		
OG0019163			transcript_ENSUAMT00000015126		
OG0019164			transcript_ENSUAMT00000031264		
OG0019165			transcript_ENSUAMT00000040761		
OG0019166			transcript_ENSUAMT00000040855		
OG0019167			transcript_ENSUAMT00000040857		
OG0019168			transcript_ENSUAMT00000041218		
OG0019169			transcript_ENSUAMT00000041223		
OG0019170			transcript_ENSUAMT00000013937		
OG0019171			transcript_ENSUAMT00000000261		
OG0019172			transcript_ENSUAMT00000026549		
OG0019173			transcript_ENSUAMT00000006703		
OG0019174			transcript_ENSUAMT00000019370		
OG0019175			transcript_ENSUAMT00000020532		
OG0019176			transcript_ENSUAMT00000014730		
OG0019177			transcript_ENSUAMT00000027442		
OG0019178			transcript_ENSUAMT00000025808		
OG0019179			transcript_ENSUAMT00000040465		
OG0019180			transcript_ENSUAMT00000014158		
OG0019181			transcript_ENSUAMT00000034252		
OG0019182			transcript_ENSUAMT00000031603		
OG0019183			transcript_ENSUAMT00000002287		
OG0019184			transcript_ENSUAMT00000008570		
OG0019185			transcript_ENSUAMT00000027813		
OG0019186			transcript_ENSUAMT00000004247		
OG0019187			transcript_ENSUAMT00000004150		
OG0019188			transcript_ENSUAMT00000016819		
OG0019189			transcript_ENSUAMT00000025727		
OG0019190			transcript_ENSUAMT00000025731		
OG0019191			transcript_ENSUAMT00000025723		
OG0019192			transcript_ENSUAMT00000032939		
OG0019193			transcript_ENSUAMT00000032941		
OG0019194			transcript_ENSUAMT00000002016		
OG0019195			transcript_ENSUAMT00000016610		
OG0019196			transcript_ENSUAMT00000034335		
OG0019197			transcript_ENSUAMT00000012613		
OG0019198			transcript_ENSUAMT00000012620		
OG0019199			transcript_ENSUAMT00000012627		
OG0019200			transcript_ENSUAMT00000006915		
OG0019201			transcript_ENSUAMT00000019552		
OG0019202			transcript_ENSUAMT00000014054		
OG0019203			transcript_ENSUAMT00000035109		
OG0019204			transcript_ENSUAMT00000025703		
OG0019205			transcript_ENSUAMT00000016044		
OG0019206			transcript_ENSUAMT00000040395		
OG0019207			transcript_ENSUAMT00000024848		
OG0019208			transcript_ENSUAMT00000007973		
OG0019209			transcript_ENSUAMT00000007974		
OG0019210			transcript_ENSUAMT00000007978		
OG0019211			transcript_ENSUAMT00000026809		
OG0019212			transcript_ENSUAMT00000029218		
OG0019213			transcript_ENSUAMT00000028807		
OG0019214			transcript_ENSUAMT00000013376		
OG0019215			transcript_ENSUAMT00000015210		
OG0019216			transcript_ENSUAMT00000006440		
OG0019217			transcript_ENSUAMT00000016705		
OG0019218			transcript_ENSUAMT00000004176		
OG0019219			transcript_ENSUAMT00000025481		
OG0019220			transcript_ENSUAMT00000018519		
OG0019221			transcript_ENSUAMT00000014217		
OG0019222			transcript_ENSUAMT00000019241		
OG0019223			transcript_ENSUAMT00000016741		
OG0019224			transcript_ENSUAMT00000016753		
OG0019225			transcript_ENSUAMT00000006159		
OG0019226			transcript_ENSUAMT00000006171		
OG0019227			transcript_ENSUAMT00000005745		
OG0019228			transcript_ENSUAMT00000034351		
OG0019229			transcript_ENSUAMT00000034354		
OG0019230			transcript_ENSUAMT00000000900		
