Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots	ursAme.longCDS.prots	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0002345	rna-XM_019793039.2	ENST00000377034.8	transcript_ENSUAMT00000014144	rna53853, rna53854	rna34572
OG0002346	rna-XM_019793024.2	ENST00000259883.3, ENST00000397766.3	transcript_ENSUAMT00000017405	rna52126	rna34672
OG0002347	rna-XM_002930190.4	ENST00000421553.6, ENST00000621053.1	transcript_ENSUAMT00000030872	rna52124	rna34675
OG0002348	rna-XM_019809262.2	ENST00000312541.9, ENST00000356709.8	transcript_ENSUAMT00000030677	rna28136	rna13994
OG0002349	rna-XM_034660249.1	ENST00000562221.1, ENST00000613507.4	transcript_ENSUAMT00000017416	rna28221	rna13919
OG0002350	rna-XM_019804365.2, rna-XM_034652308.1	ENST00000378491.8	transcript_ENSUAMT00000019088	rna28636	rna30559
OG0002351	rna-XM_034650482.1, rna-XM_034660296.1	ENST00000341776.6	transcript_ENSUAMT00000028749	rna28544	rna13686
OG0002352	rna-XM_034660197.1, rna-XM_034660198.1	ENST00000492094.6	transcript_ENSUAMT00000039595	rna28471	rna13744
OG0002353	rna-XM_034652571.1, rna-XM_034660367.1	ENST00000622188.4	transcript_ENSUAMT00000016131	rna28429	rna13770
OG0002354	rna-XM_034660395.1	ENST00000259808.8	transcript_ENSUAMT00000021773	rna28375	rna13804, rna32380
OG0002355	rna-XM_019792864.2, rna-XM_034652174.1	ENST00000380739.5	transcript_ENSUAMT00000000844	rna28356	rna13819
OG0002356	rna-XM_034650604.1, rna-XM_034660416.1	ENST00000380773.8	transcript_ENSUAMT00000000705	rna28355	rna13822
OG0002357	rna-XM_034660421.1	ENST00000326756.3	transcript_ENSUAMT00000001143, transcript_ENSUAMT00000003268	rna31892	rna5461
OG0002358	rna-XM_034660433.1	ENST00000376656.8, ENST00000623385.3	transcript_ENSUAMT00000010354	rna28323	rna13847
OG0002359	rna-XM_011236777.3, rna-XM_034650690.1	ENST00000326195.12	transcript_ENSUAMT00000010270	rna28317	rna13856
OG0002360	rna-XM_019792829.2	ENST00000375885.8	transcript_ENSUAMT00000002085, transcript_ENSUAMT00000004920	rna44569	rna35037
OG0002361	rna-XM_002930015.4	ENST00000375864.4, ENST00000617558.2	transcript_ENSUAMT00000017293	rna44570	rna35036
OG0002362	rna-XM_011216711.3	ENST00000375832.4, ENST00000503322.1	transcript_ENSUAMT00000017077	rna44574	rna35031
OG0002363	rna-XM_019792830.2	ENST00000383418.8, ENST00000461287.1	transcript_ENSUAMT00000017075	rna44577	rna35030
OG0002364	rna-XM_011216705.3, rna-XM_034652672.1	ENST00000375789.6	transcript_ENSUAMT00000017069	rna44582	rna35024
OG0002365	rna-XM_002930018.4, rna-XM_034651909.1	ENST00000375784.7	transcript_ENSUAMT00000017068	rna44585	rna35023
OG0002366	rna-XM_034660483.1	ENST00000375703.7, ENST00000493662.6	transcript_ENSUAMT00000017061	rna44586	rna35022
OG0002367	rna-XM_011217901.3	ENST00000395728.7	transcript_ENSUAMT00000026162, transcript_ENSUAMT00000035658	rna44607	rna35010
OG0002368	rna-XM_002929630.4, rna-XM_034651662.1	ENST00000375425.9	transcript_ENSUAMT00000035451	rna44612	rna35007
OG0002369	rna-XM_002929633.4	ENST00000428956.6, ENST00000435363.6	transcript_ENSUAMT00000035230	rna44619	rna35000
OG0002370	rna-XM_034660499.1	ENST00000375244.7	transcript_ENSUAMT00000023068, transcript_ENSUAMT00000032562	rna44621	rna34998
OG0002371	rna-XM_019810341.2	ENST00000361568.6, ENST00000428388.6	transcript_ENSUAMT00000023052	rna44626	rna34991
OG0002372	rna-XM_011236076.2	ENST00000454136.7	transcript_ENSUAMT00000013465	rna44656	rna14580, rna32312
OG0002373	rna-XM_011218580.3	ENST00000452392.2, ENST00000620123.4	transcript_ENSUAMT00000019470	rna44671	rna14568
OG0002374	rna-XM_019794233.2	ENST00000418107.2, ENST00000429234.1	transcript_ENSUAMT00000014050	rna44675	rna14561
OG0002375	rna-XM_011218572.3, rna-XM_034650865.1	ENST00000374675.7	transcript_ENSUAMT00000039476	rna44692	rna14550
OG0002376	rna-XM_034653421.1, rna-XM_034661685.1		transcript_ENSUAMT00000000717	rna44720, rna44721	rna14518
OG0002377	rna-XM_002914302.4	ENST00000374017.3	transcript_ENSUAMT00000018213, transcript_ENSUAMT00000019921	rna44751	rna14499
OG0002378	rna-XM_034660593.1	ENST00000229769.2	transcript_ENSUAMT00000020058, transcript_ENSUAMT00000020062	rna44785	rna14486
OG0002379	rna-XM_002914285.4	ENST00000373699.5	transcript_ENSUAMT00000000248, transcript_ENSUAMT00000023019	rna44855	rna14444
OG0002380	rna-XM_034660658.1	ENST00000287152.11	transcript_ENSUAMT00000018338, transcript_ENSUAMT00000023765	rna44918	rna33393
OG0002381	rna-XM_034660684.1, rna-XM_034668078.1	ENST00000541638.5	transcript_ENSUAMT00000037021	rna40210	rna31400
OG0002382	rna-XM_002919700.3, rna-XM_034652061.1	ENST00000318443.9	transcript_ENSUAMT00000037045	rna40201	rna31409
OG0002383	rna-XM_034650655.1, rna-XM_034660694.1	ENST00000345330.8	transcript_ENSUAMT00000028272	rna40197	rna31414
OG0002384	rna-XM_034660708.1	ENST00000379915.4, ENST00000566304.5	transcript_ENSUAMT00000037615	rna40179	rna31423
OG0002385	rna-XM_034652124.1, rna-XM_034660765.1	ENST00000310673.3	transcript_ENSUAMT00000003973	rna40107	rna31467
OG0002386	rna-XM_034660824.1, rna-XM_034663962.1	ENST00000276914.6	transcript_ENSUAMT00000002315	rna22457	rna10280
OG0002387	rna-XM_034660820.1	ENST00000323544.4, ENST00000437723.1	transcript_ENSUAMT00000024122	rna39993	rna31547
OG0002388	rna-XM_002922960.4, rna-XM_034653119.1	ENST00000261520.8	transcript_ENSUAMT00000027406	rna36827	rna28661
OG0002389	rna-XM_034651613.1, rna-XM_034660903.1	ENST00000396060.6	transcript_ENSUAMT00000007540	rna36816	rna28655
OG0002390	rna-XM_034647539.1, rna-XM_034660917.1	ENST00000318063.9	transcript_ENSUAMT00000013555	rna24717	rna33956
OG0002391	rna-XM_034660921.1	ENST00000267853.9, ENST00000587652.5	transcript_ENSUAMT00000017429	rna36777	rna28628
OG0002392	rna-XM_019803463.2, rna-XM_034652884.1	ENST00000442196.7	transcript_ENSUAMT00000012256	rna36738	rna28596
OG0002393	rna-XM_034660959.1	ENST00000564163.5	transcript_ENSUAMT00000009978, transcript_ENSUAMT00000016959	rna36704	rna28573
OG0002394	rna-XM_011227824.3, rna-XM_019800682.2	ENST00000562684.5	transcript_ENSUAMT00000018756	rna47622	rna18258
OG0002395	rna-XM_002927896.4	ENST00000564080.1, ENST00000568606.5	transcript_ENSUAMT00000009974	rna36598	rna36057
OG0002396	rna-XM_034661030.1	ENST00000290894.12	transcript_ENSUAMT00000036036	rna36577, rna49841	rna36044
OG0002397	rna-XM_034653089.1, rna-XM_034661032.1	ENST00000559390.5	transcript_ENSUAMT00000020170	rna36570	rna33874
OG0002398	rna-XM_002913170.4, rna-XM_034651960.1	ENST00000299957.10	transcript_ENSUAMT00000028239	rna41717	rna24297
OG0002399	rna-XM_019801637.2	ENST00000319327.6, ENST00000417761.2	transcript_ENSUAMT00000036909	rna41724	rna24304
OG0002400	rna-XM_011227291.3	ENST00000409960.6	transcript_ENSUAMT00000033531, transcript_ENSUAMT00000036911	rna41727	rna24305
OG0002401	rna-XM_002913241.3, rna-XM_034653425.1	ENST00000450892.6	transcript_ENSUAMT00000021179	rna41735	rna24315
OG0002402	rna-XM_011227481.3, rna-XM_034668889.1	ENST00000396976.6	transcript_ENSUAMT00000034581	rna41761	rna24324
OG0002403	rna-XM_011227577.3	ENST00000622375.4	transcript_ENSUAMT00000035671, transcript_ENSUAMT00000035672	rna41789	rna24342
OG0002404	rna-XM_034661076.1	ENST00000290607.11	transcript_ENSUAMT00000035703, transcript_ENSUAMT00000035709	rna41799	rna24345
OG0002405	rna-XM_002913191.4	ENST00000260372.7	transcript_ENSUAMT00000035711	rna15317, rna41800	rna24346
OG0002406	rna-XM_019801893.2	ENST00000318010.12, ENST00000483208.5	transcript_ENSUAMT00000005986	rna41817	rna24363
OG0002407	rna-XM_034661120.1	ENST00000382448.8, ENST00000452633.5	transcript_ENSUAMT00000032020	rna41838	rna24385
OG0002408	rna-XM_011221842.3, rna-XM_034640674.1, rna-XM_034661122.1	ENST00000177694.1		rna30258	rna904
OG0002409	rna-XM_002913209.4	ENST00000559596.5	transcript_ENSUAMT00000000585, transcript_ENSUAMT00000031433	rna41864	rna24395
OG0002410	rna-XM_034661170.1	ENST00000441369.6, ENST00000560346.5	transcript_ENSUAMT00000005256	rna41927	rna24443
OG0002411	rna-XM_011228174.3	ENST00000561100.1	transcript_ENSUAMT00000002377, transcript_ENSUAMT00000004746	rna41943	rna24452
OG0002412	rna-XM_002917811.4	ENST00000256538.8	transcript_ENSUAMT00000038754	rna41979	rna24473, rna24474
OG0002413	rna-XM_034661202.1	ENST00000361627.7, ENST00000622744.4	transcript_ENSUAMT00000002559	rna41993	rna24489
OG0002414	rna-XM_011223154.3, rna-XM_034652307.1	ENST00000471027.1	transcript_ENSUAMT00000002566	rna41996	rna24491
OG0002415	rna-XM_002930298.4, rna-XM_034653123.1	ENST00000314891.10	transcript_ENSUAMT00000006268	rna42017	rna24513
OG0002416	rna-XM_002914791.4	ENST00000276416.10	transcript_ENSUAMT00000035831, transcript_ENSUAMT00000036391	rna37290	rna24231
OG0002417	rna-XM_011219152.3	ENST00000289989.9, ENST00000450780.6	transcript_ENSUAMT00000036385	rna37298	rna24236
OG0002418	rna-XM_019799294.2	ENST00000220562.8	transcript_ENSUAMT00000003423, transcript_ENSUAMT00000024706	rna37181	rna27551
OG0002419	rna-XM_034660160.1	ENST00000328655.7	transcript_ENSUAMT00000017047, transcript_ENSUAMT00000025783	rna37168	rna27539
OG0002420	rna-XM_011216637.3	ENST00000304501.1, ENST00000554914.1	transcript_ENSUAMT00000021578	rna37165	rna27536
OG0002421	rna-XM_002928985.3	ENST00000509167.5	transcript_ENSUAMT00000014208	rna47844, rna47883	rna5264
OG0002422	rna-XM_002928983.4	ENST00000361618.3	transcript_ENSUAMT00000014179	rna47840, rna47882	rna5261
OG0002423	rna-XM_002918180.4	ENST00000393381.2	transcript_ENSUAMT00000018195	rna47837, rna47881	rna5258
OG0002424	rna-XM_011223581.3	ENST00000507142.5	transcript_ENSUAMT00000019649	rna47827, rna47871	rna5253
OG0002425	rna-XM_034661393.1	ENST00000284637.13	transcript_ENSUAMT00000028445	rna47824, rna47866	rna5246
OG0002426	rna-XM_002918184.4	ENST00000306193.7	transcript_ENSUAMT00000028447	rna47822, rna47865	rna5243
OG0002427	rna-XM_019798526.2	ENST00000505667.5	transcript_ENSUAMT00000002145	rna47816, rna47858	rna5239
OG0002428	rna-XM_034660162.1	ENST00000359299.7	transcript_ENSUAMT00000001460	rna47810, rna47852	rna5234
OG0002429	rna-XM_019808244.2	ENST00000296533.2	transcript_ENSUAMT00000000621, transcript_ENSUAMT00000024249	rna14781	rna5214
OG0002430	rna-XM_034661443.1	ENST00000307720.3	transcript_ENSUAMT00000004815, transcript_ENSUAMT00000037757	rna14749	rna5204
OG0002431	rna-XM_019809710.2, rna-XM_034652363.1	ENST00000507827.5	transcript_ENSUAMT00000038977	rna14683	rna5145
OG0002432	rna-XM_002913846.4	ENST00000260010.6	transcript_ENSUAMT00000024767	rna14673	rna5134, rna5135
OG0002433	rna-XM_011221972.3	ENST00000324300.9	transcript_ENSUAMT00000005373, transcript_ENSUAMT00000005377	rna14583	rna5071
OG0002434	rna-XM_034661567.1	ENST00000358615.8, ENST00000360771.8, ENST00000638448.1		rna14556	rna5046
OG0002435	rna-XM_034661599.1, rna-XM_034666839.1	ENST00000367559.7	transcript_ENSUAMT00000039897	rna25611	rna23183
OG0002436	rna-XM_019804443.1	ENST00000296513.6	transcript_ENSUAMT00000004181, transcript_ENSUAMT00000032752	rna14393	rna9922
OG0002437	rna-XM_002931357.4	ENST00000613284.1, ENST00000616419.4	transcript_ENSUAMT00000035068	rna51029	rna26602
OG0002438	rna-XM_011227204.3, rna-XM_034651030.1	ENST00000302190.8	transcript_ENSUAMT00000003406	rna10068	rna9488
OG0002439	rna-XM_011220881.3, rna-XM_034650673.1	ENST00000537332.2	transcript_ENSUAMT00000025479	rna20689	rna11745
OG0002440	rna-XM_034652400.1	ENST00000404460.5	transcript_ENSUAMT00000024014	rna54136, rna6784	rna12857
OG0002441	rna-XM_034650115.1, rna-XM_034667687.1	ENST00000368309.3	transcript_ENSUAMT00000022199	rna47182	rna17997
OG0002442	rna-XM_011232325.3, rna-XM_034653047.1	ENST00000369700.3	transcript_ENSUAMT00000015677	rna23049	rna4446
OG0002443	rna-XM_019807650.2, rna-XM_034653252.1	ENST00000355784.3	transcript_ENSUAMT00000003061	rna23731	rna32896
OG0002444	rna-XM_002926905.1, rna-XM_011217033.2			rna23688, rna23748	rna32877, rna33097
OG0002445	rna-XM_002929138.1		transcript_ENSUAMT00000000404, transcript_ENSUAMT00000003247, transcript_ENSUAMT00000020823	rna23758	rna32866
OG0002446	rna-XM_019795106.2, rna-XM_034653058.1	ENST00000265007.10	transcript_ENSUAMT00000018820	rna27676	rna13303
OG0002447	rna-XM_002929910.4, rna-XM_034652544.1	ENST00000368090.3	transcript_ENSUAMT00000017013	rna49696	rna22717
OG0002448	rna-XM_011227352.3, rna-XM_034651579.1	ENST00000389194.6	transcript_ENSUAMT00000018055	rna458	rna23914
OG0002449	rna-XM_034653370.1, rna-XM_034658125.1	ENST00000262815.12	transcript_ENSUAMT00000000733	rna15929	rna26348
OG0002450	rna-XM_002922181.4, rna-XM_034650702.1	ENST00000247843.6	transcript_ENSUAMT00000034128	rna15364	rna3813
OG0002451	rna-XM_034653073.1, rna-XM_034661835.1	ENST00000423691.2	transcript_ENSUAMT00000001443	rna11951	rna3070
OG0002452	rna-XM_019807787.2, rna-XM_034652804.1	ENST00000491148.5	transcript_ENSUAMT00000016815	rna11919	rna3093
OG0002453	rna-XM_011224890.3	ENST00000342435.8, ENST00000497985.5	transcript_ENSUAMT00000030796	rna11894	rna3106
OG0002454	rna-XM_034661812.1, rna-XM_034661813.1	ENST00000476941.5	transcript_ENSUAMT00000015010	rna11863	rna3137
OG0002455	rna-XM_002923329.1	ENST00000306087.2	transcript_ENSUAMT00000023518	rna11764	rna3202, rna72
OG0002456	rna-XM_011231798.3, rna-XM_034653180.1	ENST00000468777.5	transcript_ENSUAMT00000021288	rna11752	rna3212
OG0002457	rna-XM_034661997.1	ENST00000337331.9, ENST00000471702.2	transcript_ENSUAMT00000012377	rna11685	rna3252
OG0002458	rna-XM_034653443.1, rna-XM_034661822.1	ENST00000264990.10	transcript_ENSUAMT00000012353	rna11678	rna3255
OG0002459	rna-XM_034662063.1	ENST00000263753.8	transcript_ENSUAMT00000001831, transcript_ENSUAMT00000024792	rna11555	rna3342
OG0002460	rna-XM_011220968.3, rna-XM_034661830.1	ENST00000449599.3	transcript_ENSUAMT00000040939	rna11485	rna3383
OG0002461	rna-XM_002913629.4, rna-XM_034661806.1	ENST00000485614.5	transcript_ENSUAMT00000015771	rna1952	rna25948
OG0002462	rna-NM_001304887.1, rna-XM_034650612.1	ENST00000338970.10	transcript_ENSUAMT00000019262	rna11379	rna3464
OG0002463	rna-XM_034662199.1	ENST00000311042.10	transcript_ENSUAMT00000012458, transcript_ENSUAMT00000041561	rna11371	rna3469
OG0002464	rna-XM_002928312.4, rna-XM_011232148.3	ENST00000527353.1	transcript_ENSUAMT00000023760	rna26263	rna29920
OG0002465	rna-XM_011218938.3	ENST00000346219.7	transcript_ENSUAMT00000006636	rna11322, rna11331	rna3501
OG0002466	rna-XM_034663562.1	ENST00000376652.8	transcript_ENSUAMT00000008082, transcript_ENSUAMT00000041350	rna52343	rna34554
OG0002467	rna-XM_034661774.1	ENST00000374006.1, ENST00000395526.8	transcript_ENSUAMT00000028826	rna19749	rna10048
OG0002468	rna-XM_034662388.1	ENST00000331772.8	transcript_ENSUAMT00000002456, transcript_ENSUAMT00000038141	rna19722	rna10070
OG0002469	rna-XM_019808322.2	ENST00000366667.4	transcript_ENSUAMT00000006741, transcript_ENSUAMT00000020925	rna19865	rna9974
OG0002470	rna-XM_034653455.1, rna-XM_034663577.1	ENST00000366672.4	transcript_ENSUAMT00000005166	rna19871	rna9970
OG0002471	rna-XM_034661778.1, rna-XM_034663585.1	ENST00000358410.7	transcript_ENSUAMT00000018048	rna20032	rna17312
OG0002472	rna-XM_002913731.4, rna-XM_034650663.1	ENST00000638119.1	transcript_ENSUAMT00000007314	rna20050	rna17323
OG0002473	rna-XM_002913725.4	ENST00000373290.6	transcript_ENSUAMT00000025245	rna54148, rna54149	rna17335
OG0002474	rna-XM_011234153.3, rna-XM_034662644.1	ENST00000373202.7	transcript_ENSUAMT00000001384	rna20115	rna17373
OG0002475	rna-XM_011236033.3, rna-XM_034650757.1	ENST00000373109.6	transcript_ENSUAMT00000012599	rna20139	rna17392
OG0002476	rna-XM_002920392.4, rna-XM_034657287.1	ENST00000211998.9	transcript_ENSUAMT00000021460	rna20222	rna17455
OG0002477	rna-XM_034662713.1	ENST00000287239.8	transcript_ENSUAMT00000011038, transcript_ENSUAMT00000026263	rna20238	rna17466
OG0002478	rna-XM_002922415.4	ENST00000372325.6, ENST00000419470.6	transcript_ENSUAMT00000018074	rna20307	rna17507
OG0002479	rna-XM_034662787.1, rna-XM_034662791.1	ENST00000339284.6	transcript_ENSUAMT00000038789	rna20319	rna17519
OG0002480	rna-XM_002915374.4, rna-XM_034650307.1	ENST00000372134.5	transcript_ENSUAMT00000009287	rna20329	rna17522
OG0002481	rna-XM_019795478.2, rna-XM_034652949.1	ENST00000443292.1	transcript_ENSUAMT00000040220	rna20362	rna17539
OG0002482	rna-XM_034662821.1	ENST00000374323.8, ENST00000623662.3	transcript_ENSUAMT00000010430	rna20390	rna17564
OG0002483	rna-XM_034661782.1	ENST00000576178.6, ENST00000612632.3	transcript_ENSUAMT00000010436	rna20404	rna17566
OG0002484	rna-XM_002915396.4	ENST00000584982.7, ENST00000611843.4	transcript_ENSUAMT00000025281	rna20405	rna17567
OG0002485	rna-XM_002930073.3, rna-XM_034653159.1	ENST00000584701.1	transcript_ENSUAMT00000000175	rna43553	rna17571
OG0002486	rna-XM_011231958.3	ENST00000636244.1	transcript_ENSUAMT00000004632	rna43560, rna43561	rna17575
OG0002487	rna-XM_034653447.1, rna-XM_034662847.1	ENST00000374160.7	transcript_ENSUAMT00000019126	rna43575	rna17585
OG0002488	rna-XM_002922517.4	ENST00000368737.4, ENST00000368799.1	transcript_ENSUAMT00000004503	rna47443	rna18161
OG0002489	rna-XM_019803078.2	ENST00000368713.7	transcript_ENSUAMT00000004445, transcript_ENSUAMT00000004454	rna47434	rna18151
OG0002490	rna-XM_002926239.4	ENST00000282633.9, ENST00000336378.8	transcript_ENSUAMT00000040714	rna43609	rna17607
OG0002491	rna-XM_011233624.3	ENST00000344646.9	transcript_ENSUAMT00000039596	rna54327, rna54328	rna17608
OG0002492	rna-XM_034662876.1	ENST00000395794.2	transcript_ENSUAMT00000019334, transcript_ENSUAMT00000019335	rna43642	rna17633
OG0002493	rna-XM_034662906.1, rna-XM_034663605.1	ENST00000355710.7	transcript_ENSUAMT00000034874	rna43676	rna17663
OG0002494	rna-XM_011222406.3	ENST00000371795.4	transcript_ENSUAMT00000001583, transcript_ENSUAMT00000033319	rna43685	rna17672
OG0002495	rna-XM_002916094.4	ENST00000427197.1	transcript_ENSUAMT00000000642, transcript_ENSUAMT00000000651	rna43754	rna17728
OG0002496	rna-XM_034663072.1	ENST00000358531.8, ENST00000479633.2	transcript_ENSUAMT00000040965	rna7781	rna238
OG0002497	rna-XM_002916975.4	ENST00000370631.3, ENST00000370649.3	transcript_ENSUAMT00000014283	rna7814	rna264
OG0002498	rna-XM_002930676.4, rna-XM_034652354.1	ENST00000370508.5	transcript_ENSUAMT00000035207	rna7856	rna286
OG0002499	rna-XM_034652275.1, rna-XM_034663123.1	ENST00000344586.8	transcript_ENSUAMT00000035208	rna7857	rna288
OG0002500	rna-XM_002924271.4	ENST00000299166.8, ENST00000557395.5	transcript_ENSUAMT00000025932	rna7902	rna315
OG0002501	rna-XM_011236083.3	ENST00000425280.1	transcript_ENSUAMT00000032745, transcript_ENSUAMT00000041246	rna7978	rna358
OG0002502	rna-XM_002913892.4	ENST00000299353.6, ENST00000339834.9	transcript_ENSUAMT00000039078	rna8028	rna385
OG0002503	rna-XM_019805770.2, rna-XM_034663293.1	ENST00000369358.8	transcript_ENSUAMT00000010242	rna8199	rna485
OG0002504	rna-XM_034653452.1, rna-XM_034663339.1	ENST00000334464.6	transcript_ENSUAMT00000023989	rna8264	rna530
OG0002505	rna-XM_034663378.1	ENST00000369005.5	transcript_ENSUAMT00000025970, transcript_ENSUAMT00000025971	rna8368	rna584
OG0002506	rna-XM_002927250.3	ENST00000284674.1, ENST00000382487.4	transcript_ENSUAMT00000022254	rna8397	rna605
OG0002507	rna-XM_002916117.4, rna-XM_034669462.1	ENST00000337620.8	transcript_ENSUAMT00000037472	rna2526	rna6270
OG0002508	rna-XM_034663639.1, rna-XM_034663640.1	ENST00000284694.11	transcript_ENSUAMT00000004729	rna8456	rna639
OG0002509	rna-XM_034663458.1	ENST00000368614.7	transcript_ENSUAMT00000030446, transcript_ENSUAMT00000030447	rna8539	rna673
OG0002510	rna-XM_034663490.1	ENST00000340042.1	transcript_ENSUAMT00000022322	rna51422, rna52120	rna36179
OG0002511	rna-XM_019795940.2	ENST00000520584.5, ENST00000522452.1	transcript_ENSUAMT00000008034	rna51424	rna36180
OG0002512	rna-XM_002928706.4	ENST00000359035.4, ENST00000368554.8	transcript_ENSUAMT00000030416	rna8592	rna697
OG0002513	rna-XM_019793931.2	ENST00000288050.8	transcript_ENSUAMT00000003193	rna54310, rna9429	rna10158
OG0002514	rna-XM_034650213.1, rna-XM_034651441.1	ENST00000223357.7	transcript_ENSUAMT00000005982	rna1798	rna25819
OG0002515	rna-XM_002924961.4, rna-XM_034650598.1	ENST00000209718.7	transcript_ENSUAMT00000017821	rna30065	rna1057
OG0002516	rna-XM_034653371.1, rna-XM_034659086.1	ENST00000394850.6	transcript_ENSUAMT00000039668	rna4750	rna21712
OG0002517	rna-XM_002931093.4, rna-XM_034650362.1, rna-XM_034650861.1		transcript_ENSUAMT00000005671	rna36168	rna30068
OG0002518	rna-XM_034652443.1, rna-XM_034668105.1	ENST00000379454.8	transcript_ENSUAMT00000002760	rna34292	rna29430
OG0002519	rna-XM_002931377.4	ENST00000375992.3, ENST00000376006.7	transcript_ENSUAMT00000013297	rna53301	rna32316
OG0002520	rna-XM_034640405.1, rna-XM_034652089.1	ENST00000321562.8	transcript_ENSUAMT00000035895	rna30022	rna23343
OG0002521	rna-XM_034651634.1, rna-XM_034667743.1	ENST00000044462.11	transcript_ENSUAMT00000025489	rna27429	rna8026
OG0002522	rna-XM_034650342.1	ENST00000599531.1		rna44020, rna44021	rna4034, rna4035
OG0002523	rna-XM_034652493.1, rna-XM_034670991.1	ENST00000622503.4	transcript_ENSUAMT00000034573	rna38548	rna34790
OG0002524	rna-XM_034650368.1, rna-XM_034650374.1			rna53930, rna54238	rna10255, rna10256
OG0002525	rna-XM_034651811.1, rna-XM_034667782.1	ENST00000220166.9	transcript_ENSUAMT00000030466	rna27404	rna7995
OG0002526	rna-XM_034667785.1	ENST00000559722.2, ENST00000615374.5	transcript_ENSUAMT00000036166	rna27394	rna7988
OG0002527	rna-XM_034650882.1, rna-XM_034668878.1	ENST00000407106.5	transcript_ENSUAMT00000036162	rna27383	rna7977
OG0002528	rna-XM_034667794.1, rna-XM_034667797.1	ENST00000220244.7	transcript_ENSUAMT00000036158	rna27347	rna7965
OG0002529	rna-XM_034667798.1	ENST00000302987.8	transcript_ENSUAMT00000037184, transcript_ENSUAMT00000037186	rna27331	rna7952
OG0002530	rna-XM_011216876.3, rna-XM_019796467.1	ENST00000451195.7	transcript_ENSUAMT00000023994	rna27300	rna7933
OG0002531	rna-XM_034667827.1	ENST00000562833.1, ENST00000617958.4	transcript_ENSUAMT00000013590	rna27278	rna7916
OG0002532	rna-XM_019800255.2	ENST00000347644.7, ENST00000394573.5	transcript_ENSUAMT00000009168	rna27264	rna7911
OG0002533	rna-XM_002919781.4, rna-XM_034652934.1	ENST00000333371.7	transcript_ENSUAMT00000029064	rna27217	rna7883
OG0002534	rna-XM_002919780.4	ENST00000379095.4, ENST00000622269.1	transcript_ENSUAMT00000028175	rna27216	rna7882
OG0002535	rna-XM_019800240.2	ENST00000438251.3, ENST00000561573.1	transcript_ENSUAMT00000028174	rna27215	rna7881
OG0002536	rna-XM_034667873.1	ENST00000357484.9, ENST00000398333.7	transcript_ENSUAMT00000008030	rna27200	rna7869
OG0002537	rna-XM_034668905.1	ENST00000299847.6, ENST00000454250.7	transcript_ENSUAMT00000028727	rna26989	rna7581
OG0002538	rna-XM_019793109.2	ENST00000551312.6, ENST00000577949.5	transcript_ENSUAMT00000023121	rna26984	rna28966
OG0002539	rna-XM_002925477.4, rna-XM_034665002.1	ENST00000557943.5	transcript_ENSUAMT00000036215	rna51986	rna35201
OG0002540	rna-XM_002922978.4	ENST00000315127.8	transcript_ENSUAMT00000003469, transcript_ENSUAMT00000039146	rna40244	rna31374
OG0002541	rna-XM_019803518.2	ENST00000398814.7	transcript_ENSUAMT00000035588	rna40231	rna31383, rna31384
OG0002542	rna-XM_002916369.4, rna-XM_034668135.1	ENST00000315962.8	transcript_ENSUAMT00000011621	rna34263	rna29451
OG0002543	rna-XM_034668143.1	ENST00000519289.1, ENST00000521198.6	transcript_ENSUAMT00000025737	rna34247	rna29464
OG0002544	rna-XM_034668150.1	ENST00000297770.9		rna10409, rna10414	rna33272, rna33797
OG0002545	rna-XM_034668197.1	ENST00000297354.6	transcript_ENSUAMT00000037386	rna10368, rna19323	rna33830
OG0002546	rna-XM_034668206.1	ENST00000358757.5, ENST00000419880.7	transcript_ENSUAMT00000027358	rna10348	rna33849
OG0002547	rna-XM_002927850.4	ENST00000337919.9	transcript_ENSUAMT00000031018	rna10299	rna11875, rna9347
OG0002548	rna-XM_034668232.1	ENST00000520527.5, ENST00000522938.5	transcript_ENSUAMT00000025818	rna10295	rna9350
OG0002549	rna-NM_001304848.1	ENST00000297258.10	transcript_ENSUAMT00000013672, transcript_ENSUAMT00000041589	rna10282	rna9358
OG0002550	rna-XM_034668324.1	ENST00000523731.5	transcript_ENSUAMT00000029815, transcript_ENSUAMT00000029817	rna10091	rna9464
OG0002551	rna-NM_001291458.1, rna-XM_034650862.1	ENST00000337198.9	transcript_ENSUAMT00000036297	rna9954	rna9571
OG0002552	rna-XM_002927836.4, rna-XM_034652293.1	ENST00000276682.8	transcript_ENSUAMT00000006081	rna9844	rna9652
OG0002553	rna-XM_002927837.4	ENST00000309822.6	transcript_ENSUAMT00000005936, transcript_ENSUAMT00000006085	rna9843	rna9653
OG0002554	rna-XM_034668555.1	ENST00000614891.4	transcript_ENSUAMT00000001446, transcript_ENSUAMT00000006179	rna9820	rna9671
OG0002555	rna-XM_002925533.4, rna-XM_034651620.1	ENST00000306185.7	transcript_ENSUAMT00000013351	rna9798	rna9685
OG0002556	rna-XM_034668573.1, rna-XM_034668575.1	ENST00000314393.5	transcript_ENSUAMT00000031206	rna9781	rna9700
OG0002557	rna-XM_002924319.4	ENST00000276704.5, ENST00000357082.8	transcript_ENSUAMT00000016637	rna9761	rna9708
OG0002558	rna-XM_002920727.4	ENST00000319286.5	transcript_ENSUAMT00000011557, transcript_ENSUAMT00000035492	rna9712	rna9733
