Gene stable ID	Gene stable ID version	Gene name
ENSG00000196511	ENSG00000196511.14	TPK1
ENSG00000196539	ENSG00000196539.3	OR2T3
ENSG00000196562	ENSG00000196562.14	SULF2
ENSG00000196578	ENSG00000196578.4	OR5AC2
ENSG00000196600	ENSG00000196600.12	SLC22A25
ENSG00000196605	ENSG00000196605.7	ZNF846
ENSG00000196632	ENSG00000196632.10	WNK3
ENSG00000196684	ENSG00000196684.12	HSH2D
ENSG00000196782	ENSG00000196782.12	MAML3
ENSG00000196800	ENSG00000196800.6	SPINK14
ENSG00000196865	ENSG00000196865.4	NHLRC2
ENSG00000196890	ENSG00000196890.4	H2BU1
ENSG00000196946	ENSG00000196946.10	ZNF705A
ENSG00000196976	ENSG00000196976.7	LAGE3
ENSG00000197079	ENSG00000197079.8	KRT35
ENSG00000197183	ENSG00000197183.14	NOL4L
ENSG00000197233	ENSG00000197233.7	OR1J2
ENSG00000197253	ENSG00000197253.13	TPSB2
ENSG00000197261	ENSG00000197261.11	C6orf141
ENSG00000197272	ENSG00000197272.2	IL27
ENSG00000197302	ENSG00000197302.10	ZNF720
ENSG00000197406	ENSG00000197406.7	DIO3
ENSG00000197416	ENSG00000197416.4	FABP12
ENSG00000197461	ENSG00000197461.13	PDGFA
ENSG00000197520	ENSG00000197520.10	FAM177B
ENSG00000197548	ENSG00000197548.12	ATG7
ENSG00000197591	ENSG00000197591.3	OR11L1
ENSG00000197599	ENSG00000197599.12	CCDC154
ENSG00000197651	ENSG00000197651.4	CCER1
ENSG00000197658	ENSG00000197658.9	SLC22A24
ENSG00000197768	ENSG00000197768.10	STPG3
ENSG00000197786	ENSG00000197786.3	OR5B17
ENSG00000197790	ENSG00000197790.1	OR52M1
ENSG00000197837	ENSG00000197837.3	H4-16
ENSG00000197872	ENSG00000197872.11	CYRIA
ENSG00000197991	ENSG00000197991.11	
ENSG00000198087	ENSG00000198087.7	CD2AP
ENSG00000198088	ENSG00000198088.10	NUP62CL
ENSG00000198146	ENSG00000198146.4	ZNF770
ENSG00000198162	ENSG00000198162.12	MAN1A2
ENSG00000198225	ENSG00000198225.5	FKBP1C
ENSG00000198336	ENSG00000198336.9	MYL4
ENSG00000198440	ENSG00000198440.9	ZNF583
ENSG00000198445	ENSG00000198445.4	CCT8L2
ENSG00000198471	ENSG00000198471.1	RTP2
ENSG00000198488	ENSG00000198488.10	B3GNT6
ENSG00000198535	ENSG00000198535.5	C2CD4A
ENSG00000198674	ENSG00000198674.3	OR10G6
ENSG00000198695	ENSG00000198695.2	MT-ND6
ENSG00000198704	ENSG00000198704.9	GPX6
ENSG00000198712	ENSG00000198712.1	MT-CO2
ENSG00000198722	ENSG00000198722.14	UNC13B
ENSG00000198727	ENSG00000198727.2	MT-CYB
ENSG00000198763	ENSG00000198763.3	MT-ND2
ENSG00000198786	ENSG00000198786.2	MT-ND5
ENSG00000198804	ENSG00000198804.2	MT-CO1
ENSG00000198829	ENSG00000198829.6	SUCNR1
ENSG00000198832	ENSG00000198832.10	SELENOM
ENSG00000198840	ENSG00000198840.2	MT-ND3
ENSG00000198854	ENSG00000198854.5	C1orf68
ENSG00000198863	ENSG00000198863.7	RUNDC1
ENSG00000198886	ENSG00000198886.2	MT-ND4
ENSG00000198888	ENSG00000198888.2	MT-ND1
ENSG00000198899	ENSG00000198899.2	MT-ATP6
ENSG00000198933	ENSG00000198933.9	TBKBP1
ENSG00000198938	ENSG00000198938.2	MT-CO3
ENSG00000198952	ENSG00000198952.8	SMG5
ENSG00000203546	ENSG00000203546.7	
ENSG00000203666	ENSG00000203666.12	EFCAB2
ENSG00000203733	ENSG00000203733.5	GJE1
ENSG00000203772	ENSG00000203772.7	SPRN
ENSG00000203786	ENSG00000203786.6	KPRP
ENSG00000203812	ENSG00000203812.2	H2AC18
ENSG00000203814	ENSG00000203814.6	H2BC18
ENSG00000203870	ENSG00000203870.5	SMIM9
ENSG00000203877	ENSG00000203877.8	RIPPLY2
ENSG00000203952	ENSG00000203952.9	CCDC160
ENSG00000204003	ENSG00000204003.8	
ENSG00000204022	ENSG00000204022.9	LIPJ
ENSG00000204052	ENSG00000204052.4	LRRC73
ENSG00000204071	ENSG00000204071.10	TCEAL6
ENSG00000204086	ENSG00000204086.4	RPA4
ENSG00000204116	ENSG00000204116.11	CHIC1
ENSG00000204131	ENSG00000204131.9	NHSL2
ENSG00000204172	ENSG00000204172.12	AGAP9
ENSG00000204175	ENSG00000204175.5	GPRIN2
ENSG00000204278	ENSG00000204278.12	TMEM235
ENSG00000204290	ENSG00000204290.10	BTNL2
ENSG00000204301	ENSG00000204301.6	NOTCH4
ENSG00000204323	ENSG00000204323.5	SMIM5
ENSG00000204334	ENSG00000204334.7	ERICH2
ENSG00000204345	ENSG00000204345.1	CD300LD
ENSG00000204371	ENSG00000204371.11	EHMT2
ENSG00000204403	ENSG00000204403.9	CASP12
ENSG00000204422	ENSG00000204422.7	
ENSG00000204428	ENSG00000204428.12	LY6G5C
ENSG00000204449	ENSG00000204449.3	TRIM49C
ENSG00000204544	ENSG00000204544.5	MUC21
ENSG00000204595	ENSG00000204595.1	DPRX
ENSG00000204599	ENSG00000204599.14	TRIM39
ENSG00000204612	ENSG00000204612.1	FOXB2
ENSG00000204640	ENSG00000204640.1	NMS
ENSG00000204687	ENSG00000204687.4	MAS1L
ENSG00000204703	ENSG00000204703.5	OR2B3
ENSG00000204710	ENSG00000204710.2	SPDYC
ENSG00000204779	ENSG00000204779.2	FOXD4L5
ENSG00000204866	ENSG00000204866.8	IGFL2
ENSG00000204869	ENSG00000204869.8	IGFL4
ENSG00000204872	ENSG00000204872.4	NAT8B
ENSG00000204887	ENSG00000204887.4	KRTAP1-4
ENSG00000204918	ENSG00000204918.3	PRR20B
ENSG00000204919	ENSG00000204919.1	PRR20A
ENSG00000205022	ENSG00000205022.9	PABPN1L
ENSG00000205029	ENSG00000205029.1	OR5D16
ENSG00000205030	ENSG00000205030.1	OR5L2
ENSG00000205111	ENSG00000205111.8	CDKL4
ENSG00000205126	ENSG00000205126.2	ACCSL
ENSG00000205177	ENSG00000205177.6	C11orf91
ENSG00000205221	ENSG00000205221.12	VIT
ENSG00000205236	ENSG00000205236.6	
ENSG00000205279	ENSG00000205279.8	CTXN3
ENSG00000205327	ENSG00000205327.3	OR6C68
ENSG00000205362	ENSG00000205362.11	MT1A
ENSG00000205409	ENSG00000205409.3	OR52E6
ENSG00000205426	ENSG00000205426.10	KRT81
ENSG00000205436	ENSG00000205436.7	EXOC3L4
ENSG00000205445	ENSG00000205445.3	KRTAP10-2
ENSG00000205495	ENSG00000205495.1	OR52J3
ENSG00000205496	ENSG00000205496.1	OR51A2
ENSG00000205795	ENSG00000205795.4	CYS1
ENSG00000205857	ENSG00000205857.2	NANOGNB
ENSG00000205882	ENSG00000205882.8	DEFB134
ENSG00000205884	ENSG00000205884.2	DEFB136
ENSG00000206013	ENSG00000206013.2	IFITM5
ENSG00000206107	ENSG00000206107.2	KRTAP27-1
ENSG00000206172	ENSG00000206172.8	HBA1
ENSG00000206384	ENSG00000206384.10	COL6A6
ENSG00000206422	ENSG00000206422.2	LRRC30
ENSG00000206432	ENSG00000206432.4	TMEM200C
ENSG00000206474	ENSG00000206474.8	OR10C1
ENSG00000206531	ENSG00000206531.10	CD200R1L
ENSG00000206549	ENSG00000206549.13	
ENSG00000211592	ENSG00000211592.8	IGKC
ENSG00000211598	ENSG00000211598.2	IGKV4-1
ENSG00000211623	ENSG00000211623.2	IGKV2D-26
ENSG00000211625	ENSG00000211625.2	IGKV3D-20
ENSG00000211632	ENSG00000211632.4	IGKV3D-11
ENSG00000211633	ENSG00000211633.3	IGKV1D-42
ENSG00000211638	ENSG00000211638.2	IGLV8-61
ENSG00000211640	ENSG00000211640.4	IGLV6-57
ENSG00000211644	ENSG00000211644.3	IGLV1-51
ENSG00000211645	ENSG00000211645.2	IGLV1-50
ENSG00000211647	ENSG00000211647.1	IGLV5-48
ENSG00000211648	ENSG00000211648.2	IGLV1-47
ENSG00000211649	ENSG00000211649.3	IGLV7-46
ENSG00000211650	ENSG00000211650.2	IGLV5-45
ENSG00000211651	ENSG00000211651.3	IGLV1-44
ENSG00000211652	ENSG00000211652.2	IGLV7-43
ENSG00000211653	ENSG00000211653.2	IGLV1-40
ENSG00000211655	ENSG00000211655.3	IGLV1-36
ENSG00000211657	ENSG00000211657.3	IGLV3-32
ENSG00000211658	ENSG00000211658.2	IGLV3-27
ENSG00000211659	ENSG00000211659.2	IGLV3-25
ENSG00000211660	ENSG00000211660.3	IGLV2-23
ENSG00000211661	ENSG00000211661.2	IGLV3-22
ENSG00000211662	ENSG00000211662.2	IGLV3-21
ENSG00000211663	ENSG00000211663.2	IGLV3-19
ENSG00000211666	ENSG00000211666.2	IGLV2-14
ENSG00000211668	ENSG00000211668.2	IGLV2-11
ENSG00000211670	ENSG00000211670.2	IGLV3-9
ENSG00000211672	ENSG00000211672.2	IGLV4-3
ENSG00000211674	ENSG00000211674.2	IGLJ1
ENSG00000211675	ENSG00000211675.2	IGLC1
ENSG00000211677	ENSG00000211677.2	IGLC2
ENSG00000211679	ENSG00000211679.2	IGLC3
ENSG00000211685	ENSG00000211685.3	IGLC7
ENSG00000211689	ENSG00000211689.7	TRGC1
ENSG00000211707	ENSG00000211707.3	TRBV7-1
ENSG00000211710	ENSG00000211710.3	TRBV4-1
ENSG00000211714	ENSG00000211714.3	TRBV7-3
ENSG00000211715	ENSG00000211715.1	TRBV5-3
ENSG00000211716	ENSG00000211716.2	TRBV9
ENSG00000211720	ENSG00000211720.3	TRBV11-1
ENSG00000211725	ENSG00000211725.3	TRBV5-5
ENSG00000211727	ENSG00000211727.3	TRBV7-6
ENSG00000211728	ENSG00000211728.2	TRBV5-6
ENSG00000211731	ENSG00000211731.1	TRBV5-7
ENSG00000211734	ENSG00000211734.3	TRBV5-1
ENSG00000211745	ENSG00000211745.3	TRBV4-2
ENSG00000211749	ENSG00000211749.1	TRBV23-1
ENSG00000211750	ENSG00000211750.2	TRBV24-1
ENSG00000211751	ENSG00000211751.9	TRBC1
ENSG00000211772	ENSG00000211772.11	TRBC2
ENSG00000211777	ENSG00000211777.2	TRAV3
ENSG00000211778	ENSG00000211778.2	TRAV4
ENSG00000211779	ENSG00000211779.3	TRAV5
ENSG00000211780	ENSG00000211780.3	TRAV6
ENSG00000211782	ENSG00000211782.2	TRAV8-1
ENSG00000211783	ENSG00000211783.3	TRAV9-1
ENSG00000211785	ENSG00000211785.1	TRAV12-1
ENSG00000211786	ENSG00000211786.3	TRAV8-2
ENSG00000211787	ENSG00000211787.1	TRAV8-3
ENSG00000211788	ENSG00000211788.2	TRAV13-1
ENSG00000211789	ENSG00000211789.2	TRAV12-2
ENSG00000211790	ENSG00000211790.2	TRAV8-4
ENSG00000211791	ENSG00000211791.2	TRAV13-2
ENSG00000211792	ENSG00000211792.2	TRAV14DV4
ENSG00000211793	ENSG00000211793.2	TRAV9-2
ENSG00000211794	ENSG00000211794.3	TRAV12-3
ENSG00000211795	ENSG00000211795.3	TRAV8-6
ENSG00000211796	ENSG00000211796.1	TRAV16
ENSG00000211797	ENSG00000211797.2	TRAV17
ENSG00000211800	ENSG00000211800.3	TRAV20
ENSG00000211801	ENSG00000211801.3	TRAV21
ENSG00000211806	ENSG00000211806.2	TRAV25
ENSG00000211807	ENSG00000211807.3	TRAV26-1
ENSG00000211808	ENSG00000211808.3	TRAV8-7
ENSG00000211810	ENSG00000211810.3	TRAV29DV5
ENSG00000211812	ENSG00000211812.1	TRAV26-2
ENSG00000211816	ENSG00000211816.2	TRAV38-1
ENSG00000211817	ENSG00000211817.2	TRAV38-2DV8
ENSG00000211818	ENSG00000211818.1	TRAV39
ENSG00000211934	ENSG00000211934.3	IGHV1-2
ENSG00000211935	ENSG00000211935.3	IGHV1-3
ENSG00000211938	ENSG00000211938.2	IGHV3-7
ENSG00000211941	ENSG00000211941.3	IGHV3-11
ENSG00000211942	ENSG00000211942.3	IGHV3-13
ENSG00000211943	ENSG00000211943.2	IGHV3-15
ENSG00000211944	ENSG00000211944.2	IGHV3-16
ENSG00000211945	ENSG00000211945.2	IGHV1-18
ENSG00000211946	ENSG00000211946.3	IGHV3-20
ENSG00000211947	ENSG00000211947.2	IGHV3-21
ENSG00000211949	ENSG00000211949.3	IGHV3-23
ENSG00000211950	ENSG00000211950.2	IGHV1-24
ENSG00000211955	ENSG00000211955.2	IGHV3-33
ENSG00000211957	ENSG00000211957.2	IGHV3-35
ENSG00000211958	ENSG00000211958.2	IGHV3-38
ENSG00000211961	ENSG00000211961.3	IGHV1-45
ENSG00000211962	ENSG00000211962.2	IGHV1-46
ENSG00000211964	ENSG00000211964.3	IGHV3-48
ENSG00000211965	ENSG00000211965.4	IGHV3-49
ENSG00000211966	ENSG00000211966.2	IGHV5-51
ENSG00000211967	ENSG00000211967.3	IGHV3-53
ENSG00000211968	ENSG00000211968.3	IGHV1-58
ENSG00000211972	ENSG00000211972.2	IGHV3-66
ENSG00000211973	ENSG00000211973.2	IGHV1-69
ENSG00000211976	ENSG00000211976.2	IGHV3-73
ENSG00000211979	ENSG00000211979.2	IGHV7-81
ENSG00000212657	ENSG00000212657.1	KRTAP16-1
ENSG00000212658	ENSG00000212658.1	KRTAP29-1
ENSG00000212724	ENSG00000212724.3	KRTAP2-3
ENSG00000212725	ENSG00000212725.3	KRTAP2-1
ENSG00000212864	ENSG00000212864.3	RNF208
ENSG00000212907	ENSG00000212907.2	MT-ND4L
ENSG00000213204	ENSG00000213204.8	
ENSG00000213347	ENSG00000213347.10	MXD3
ENSG00000213413	ENSG00000213413.2	PVRIG
ENSG00000213417	ENSG00000213417.3	KRTAP2-4
ENSG00000213714	ENSG00000213714.1	FAM209B
ENSG00000213719	ENSG00000213719.8	CLIC1
ENSG00000213782	ENSG00000213782.7	DDX47
ENSG00000213822	ENSG00000213822.6	CEACAM18
ENSG00000214013	ENSG00000214013.9	GANC
ENSG00000214102	ENSG00000214102.7	WEE2
ENSG00000214265	ENSG00000214265.11	
ENSG00000214279	ENSG00000214279.13	SCART1
ENSG00000214290	ENSG00000214290.8	COLCA2
ENSG00000214338	ENSG00000214338.10	SOGA3
ENSG00000214414	ENSG00000214414.9	TRIM77
ENSG00000214447	ENSG00000214447.4	FAM187A
ENSG00000214456	ENSG00000214456.8	PLIN5
ENSG00000214491	ENSG00000214491.8	SEC14L6
ENSG00000214511	ENSG00000214511.3	HIGD1C
ENSG00000214518	ENSG00000214518.3	KRTAP2-2
ENSG00000214534	ENSG00000214534.5	ZNF705E
ENSG00000214642	ENSG00000214642.1	DEFB113
ENSG00000214782	ENSG00000214782.7	MS4A18
ENSG00000214814	ENSG00000214814.7	FER1L6
ENSG00000214842	ENSG00000214842.5	RAD51AP2
ENSG00000214872	ENSG00000214872.8	SMTNL1
ENSG00000214891	ENSG00000214891.9	TRIM64C
ENSG00000214954	ENSG00000214954.8	LRRC69
ENSG00000214978	ENSG00000214978.7	GSG1L2
ENSG00000215009	ENSG00000215009.5	ACSM4
ENSG00000215045	ENSG00000215045.8	GRID2IP
ENSG00000215277	ENSG00000215277.8	RNF212B
ENSG00000215343	ENSG00000215343.7	ZNF705D
ENSG00000215356	ENSG00000215356.4	ZNF705B
ENSG00000215372	ENSG00000215372.6	ZNF705G
ENSG00000215375	ENSG00000215375.6	MYL5
ENSG00000215454	ENSG00000215454.6	KRTAP10-4
ENSG00000215455	ENSG00000215455.4	KRTAP10-1
ENSG00000215529	ENSG00000215529.12	EFCAB8
ENSG00000215545	ENSG00000215545.1	DEFB116
ENSG00000215853	ENSG00000215853.3	RPTN
ENSG00000215906	ENSG00000215906.8	LACTBL1
ENSG00000215910	ENSG00000215910.7	C1orf167
ENSG00000215912	ENSG00000215912.12	TTC34
ENSG00000216937	ENSG00000216937.13	CCDC7
ENSG00000220008	ENSG00000220008.3	LINGO3
ENSG00000220201	ENSG00000220201.7	ZGLP1
ENSG00000221843	ENSG00000221843.4	C2orf16
ENSG00000221855	ENSG00000221855.1	TAS2R41
ENSG00000221859	ENSG00000221859.2	KRTAP10-10
ENSG00000221866	ENSG00000221866.9	PLXNA4
ENSG00000221937	ENSG00000221937.4	TAS2R40
ENSG00000221954	ENSG00000221954.2	OR4C12
ENSG00000221957	ENSG00000221957.8	KIR2DS4
ENSG00000221995	ENSG00000221995.5	TIAF1
ENSG00000221996	ENSG00000221996.6	OR52B4
ENSG00000222009	ENSG00000222009.8	BTBD19
ENSG00000223591	ENSG00000223591.5	CENPVL1
ENSG00000223638	ENSG00000223638.3	RFPL4A
ENSG00000223648	ENSG00000223648.4	IGHV3-64
ENSG00000224041	ENSG00000224041.3	IGKV3D-15
ENSG00000224420	ENSG00000224420.3	ADM5
ENSG00000224650	ENSG00000224650.2	IGHV3-74
ENSG00000224916	ENSG00000224916.9	APOC4-APOC2
ENSG00000225327	ENSG00000225327.3	USP17L3
ENSG00000225556	ENSG00000225556.1	C2CD4D
ENSG00000225828	ENSG00000225828.1	FAM229A
ENSG00000225932	ENSG00000225932.3	CTAGE4
ENSG00000225950	ENSG00000225950.8	NTF4
ENSG00000225968	ENSG00000225968.7	ELFN1
ENSG00000226321	ENSG00000226321.5	CROCC2
ENSG00000226660	ENSG00000226660.2	TRBV2
ENSG00000226792	ENSG00000226792.7	C13orf42
ENSG00000226807	ENSG00000226807.6	MROH5
ENSG00000227140	ENSG00000227140.3	USP17L5
ENSG00000227151	ENSG00000227151.4	PRR20D
ENSG00000227191	ENSG00000227191.8	TRGC2
ENSG00000227551	ENSG00000227551.1	USP17L12
ENSG00000228144	ENSG00000228144.2	
ENSG00000228253	ENSG00000228253.1	MT-ATP8
ENSG00000228325	ENSG00000228325.5	IGKV3D-7
ENSG00000228486	ENSG00000228486.10	C2orf92
ENSG00000228567	ENSG00000228567.3	VN1R4
ENSG00000228607	ENSG00000228607.2	CLDN25
ENSG00000228856	ENSG00000228856.3	USP17L30
ENSG00000228927	ENSG00000228927.10	TSPY3
ENSG00000229063	ENSG00000229063.2	TRBV23OR9-2
ENSG00000229453	ENSG00000229453.2	SPINK8
ENSG00000229549	ENSG00000229549.9	TSPY8
ENSG00000229665	ENSG00000229665.8	PRR20C
ENSG00000229894	ENSG00000229894.4	GK3P
ENSG00000229924	ENSG00000229924.3	FAM90A26
ENSG00000230099	ENSG00000230099.2	TRBV5-4
ENSG00000230178	ENSG00000230178.1	OR4F3
ENSG00000230522	ENSG00000230522.5	MBD3L2
ENSG00000230549	ENSG00000230549.3	USP17L1
ENSG00000230626	ENSG00000230626.4	
ENSG00000231051	ENSG00000231051.3	USP17L28
ENSG00000231274	ENSG00000231274.5	SBK3
ENSG00000231292	ENSG00000231292.6	IGKV1OR2-108
ENSG00000231389	ENSG00000231389.7	HLA-DPA1
ENSG00000231637	ENSG00000231637.3	USP17L29
ENSG00000232216	ENSG00000232216.1	IGHV3-43
ENSG00000232258	ENSG00000232258.6	TMEM114
ENSG00000232434	ENSG00000232434.2	AJM1
ENSG00000232948	ENSG00000232948.1	DEFB130A
ENSG00000233050	ENSG00000233050.1	DEFB130B
ENSG00000233436	ENSG00000233436.7	BTBD18
ENSG00000233701	ENSG00000233701.3	PRR23C
ENSG00000233732	ENSG00000233732.5	IGHV3OR16-10
ENSG00000233802	ENSG00000233802.8	TRIM49D2
ENSG00000233803	ENSG00000233803.9	TSPY4
ENSG00000233954	ENSG00000233954.6	UQCRHL
ENSG00000233999	ENSG00000233999.3	IGKV3OR2-268
ENSG00000234278	ENSG00000234278.3	PRR20E
ENSG00000234469	ENSG00000234469.4	CLDN34
ENSG00000234857	ENSG00000234857.2	HNRNPUL2-BSCL2
ENSG00000235268	ENSG00000235268.2	KDM4E
ENSG00000235376	ENSG00000235376.5	RPEL1
ENSG00000235780	ENSG00000235780.3	USP17L27
ENSG00000236125	ENSG00000236125.3	USP17L4
ENSG00000236396	ENSG00000236396.8	SLC35G4
ENSG00000236398	ENSG00000236398.2	TAS2R39
ENSG00000236424	ENSG00000236424.7	TSPY10
ENSG00000236981	ENSG00000236981.1	OR10G9
ENSG00000237038	ENSG00000237038.5	USP17L8
ENSG00000237110	ENSG00000237110.2	TAAR9
ENSG00000237247	ENSG00000237247.6	MBD3L5
ENSG00000237693	ENSG00000237693.4	IRGM
ENSG00000237702	ENSG00000237702.2	TRBV3-1
ENSG00000238243	ENSG00000238243.3	OR2W3
ENSG00000239382	ENSG00000239382.10	ALKBH6
ENSG00000239571	ENSG00000239571.1	IGKV2D-30
ENSG00000239819	ENSG00000239819.2	IGKV1D-8
ENSG00000239855	ENSG00000239855.1	IGKV1-6
ENSG00000239862	ENSG00000239862.1	IGKV1-37
ENSG00000239951	ENSG00000239951.1	IGKV3-20
ENSG00000240053	ENSG00000240053.8	LY6G5B
ENSG00000240382	ENSG00000240382.3	IGKV1-17
ENSG00000240403	ENSG00000240403.5	KIR3DL2
ENSG00000240432	ENSG00000240432.3	KRTAP13-3
ENSG00000240654	ENSG00000240654.6	C1QTNF9
ENSG00000240671	ENSG00000240671.4	IGKV1-8
ENSG00000240864	ENSG00000240864.3	IGKV1-16
ENSG00000241123	ENSG00000241123.1	KRTAP10-5
ENSG00000241244	ENSG00000241244.1	IGKV1D-16
ENSG00000241294	ENSG00000241294.1	IGKV2-24
ENSG00000241351	ENSG00000241351.3	IGKV3-11
ENSG00000241566	ENSG00000241566.1	IGKV2D-24
ENSG00000241690	ENSG00000241690.3	
ENSG00000241755	ENSG00000241755.1	IGKV1-9
ENSG00000241878	ENSG00000241878.11	PISD
ENSG00000241962	ENSG00000241962.9	
ENSG00000242019	ENSG00000242019.1	KIR3DL3
ENSG00000242371	ENSG00000242371.1	IGKV1-39
ENSG00000242515	ENSG00000242515.5	UGT1A10
ENSG00000242580	ENSG00000242580.1	IGKV1D-43
ENSG00000242732	ENSG00000242732.4	RTL5
ENSG00000242766	ENSG00000242766.1	IGKV1D-17
ENSG00000243063	ENSG00000243063.1	IGKV3-7
ENSG00000243238	ENSG00000243238.1	IGKV2-30
ENSG00000243284	ENSG00000243284.1	VSIG8
ENSG00000243290	ENSG00000243290.3	IGKV1-12
ENSG00000243466	ENSG00000243466.1	IGKV1-5
ENSG00000243489	ENSG00000243489.4	KRTAP10-11
ENSG00000243641	ENSG00000243641.3	OR13C7
ENSG00000243709	ENSG00000243709.1	LEFTY1
ENSG00000243749	ENSG00000243749.1	TMEM35B
ENSG00000243978	ENSG00000243978.8	RTL9
ENSG00000244115	ENSG00000244115.1	DNAJC25-GNG10
ENSG00000244116	ENSG00000244116.3	IGKV2-28
ENSG00000244255	ENSG00000244255.5	
ENSG00000244362	ENSG00000244362.3	KRTAP19-7
ENSG00000244437	ENSG00000244437.1	IGKV3-15
ENSG00000244575	ENSG00000244575.3	IGKV1-27
ENSG00000244624	ENSG00000244624.3	KRTAP20-1
ENSG00000244682	ENSG00000244682.7	FCGR2C
ENSG00000244693	ENSG00000244693.1	CTAGE8
ENSG00000246705	ENSG00000246705.4	H2AJ
ENSG00000247595	ENSG00000247595.4	SPTY2D1OS
ENSG00000248167	ENSG00000248167.7	TRIM39-RPP21
ENSG00000248235	ENSG00000248235.6	
ENSG00000248405	ENSG00000248405.10	PRR5-ARHGAP8
ENSG00000248592	ENSG00000248592.7	STIMATE-MUSTN1
ENSG00000248643	ENSG00000248643.5	RBM14-RBM4
ENSG00000248672	ENSG00000248672.5	LY75-CD302
ENSG00000248710	ENSG00000248710.1	
ENSG00000248712	ENSG00000248712.7	CCDC153
ENSG00000248751	ENSG00000248751.6	
ENSG00000248767	ENSG00000248767.2	FOXL3
ENSG00000248871	ENSG00000248871.1	TNFSF12-TNFSF13
ENSG00000248919	ENSG00000248919.7	ATP5MF-PTCD1
ENSG00000248993	ENSG00000248993.1	
ENSG00000249141	ENSG00000249141.1	
ENSG00000249209	ENSG00000249209.2	
ENSG00000249222	ENSG00000249222.1	ATP5MGL
ENSG00000249240	ENSG00000249240.2	
ENSG00000249319	ENSG00000249319.2	
ENSG00000249581	ENSG00000249581.2	CLRN2
ENSG00000249590	ENSG00000249590.7	
ENSG00000249730	ENSG00000249730.1	OR10J4
ENSG00000249773	ENSG00000249773.3	
ENSG00000249948	ENSG00000249948.6	GBA3
ENSG00000249967	ENSG00000249967.1	
ENSG00000250021	ENSG00000250021.7	ARPIN-AP3S2
ENSG00000250036	ENSG00000250036.1	IGKV1D-37
ENSG00000250264	ENSG00000250264.1	
ENSG00000250317	ENSG00000250317.8	SMIM20
ENSG00000250349	ENSG00000250349.3	
ENSG00000250423	ENSG00000250423.2	KIAA1210
ENSG00000250641	ENSG00000250641.1	LY6G6F-LY6G6D
ENSG00000250644	ENSG00000250644.3	
ENSG00000250673	ENSG00000250673.2	REELD1
ENSG00000250709	ENSG00000250709.1	CCDC169-SOHLH2
ENSG00000250741	ENSG00000250741.6	NT5C1B-RDH14
ENSG00000250803	ENSG00000250803.6	
ENSG00000250913	ENSG00000250913.2	USP17L23
ENSG00000251184	ENSG00000251184.1	
ENSG00000251201	ENSG00000251201.8	TMED7-TICAM2
ENSG00000251246	ENSG00000251246.1	
ENSG00000251287	ENSG00000251287.8	ALG1L2
ENSG00000251349	ENSG00000251349.3	MSANTD3-TMEFF1
ENSG00000251357	ENSG00000251357.4	
ENSG00000251537	ENSG00000251537.4	
ENSG00000251546	ENSG00000251546.1	IGKV1D-39
ENSG00000251569	ENSG00000251569.1	
ENSG00000253148	ENSG00000253148.1	RGS21
ENSG00000253291	ENSG00000253291.1	TRBV7-7
ENSG00000253409	ENSG00000253409.1	TRBV7-4
ENSG00000253797	ENSG00000253797.2	UTP14C
ENSG00000254413	ENSG00000254413.8	CHKB-CPT1B
ENSG00000254415	ENSG00000254415.3	SIGLEC14
ENSG00000254445	ENSG00000254445.1	HSPB2-C11orf52
ENSG00000254550	ENSG00000254550.1	OMP
ENSG00000254553	ENSG00000254553.1	
ENSG00000254692	ENSG00000254692.1	
ENSG00000254806	ENSG00000254806.5	SYS1-DBNDD2
ENSG00000254979	ENSG00000254979.5	
ENSG00000254986	ENSG00000254986.7	DPP3
ENSG00000254995	ENSG00000254995.4	STX16-NPEPL1
ENSG00000254996	ENSG00000254996.5	ANKHD1-EIF4EBP3
ENSG00000255054	ENSG00000255054.3	
ENSG00000255073	ENSG00000255073.8	ZFP91-CNTF
ENSG00000255104	ENSG00000255104.8	
ENSG00000255150	ENSG00000255150.2	EID3
ENSG00000255152	ENSG00000255152.8	MSH5-SAPCD1
ENSG00000255181	ENSG00000255181.3	CCDC166
ENSG00000255245	ENSG00000255245.4	FXYD6-FXYD2
ENSG00000255274	ENSG00000255274.9	SMIM35
ENSG00000255330	ENSG00000255330.9	
ENSG00000255339	ENSG00000255339.6	
ENSG00000255432	ENSG00000255432.1	
ENSG00000255439	ENSG00000255439.6	
ENSG00000255508	ENSG00000255508.7	
ENSG00000255526	ENSG00000255526.6	NEDD8-MDP1
ENSG00000255552	ENSG00000255552.7	LY6G6E
ENSG00000255582	ENSG00000255582.1	OR10G2
ENSG00000255663	ENSG00000255663.1	
ENSG00000255730	ENSG00000255730.5	
ENSG00000255835	ENSG00000255835.1	
ENSG00000255855	ENSG00000255855.2	KDM4F
ENSG00000255872	ENSG00000255872.3	
ENSG00000256061	ENSG00000256061.7	DNAAF4
ENSG00000256100	ENSG00000256100.1	
ENSG00000256162	ENSG00000256162.2	SMLR1
ENSG00000256206	ENSG00000256206.2	
ENSG00000256349	ENSG00000256349.1	
ENSG00000256407	ENSG00000256407.2	
ENSG00000256514	ENSG00000256514.1	
ENSG00000256566	ENSG00000256566.1	
ENSG00000256590	ENSG00000256590.2	TRDV3
ENSG00000256591	ENSG00000256591.5	
ENSG00000256632	ENSG00000256632.3	
