orthogroup1	humanID	bearID	oneToOne	humanGeneID	bearGeneID
OG0000152	ENST00000340107.8	rna48214	TRUE	ENSG00000068078.17	gene26587
OG0000154	ENST00000446702.6	rna16670	TRUE	ENSG00000134115.12	gene9236
OG0000154	ENST00000528682.5	rna21035	TRUE	ENSG00000149972.10	gene11592
OG0000154	ENST00000263665.6	rna16666	TRUE	ENSG00000113805.8	gene9227
OG0000154	ENST00000418658.5	rna16674	TRUE	ENSG00000144619.14	gene9241
OG0000155	ENST00000429992.2	id587541	FALSE	ENSG00000251039.2	nbis-gene-109
OG0000155	ENST00000429992.2	id587546	FALSE	ENSG00000251039.2	nbis-gene-110
OG0000155	ENST00000620613.1	id587541	FALSE	ENSG00000273962.1	nbis-gene-109
OG0000155	ENST00000620613.1	id587546	FALSE	ENSG00000273962.1	nbis-gene-110
OG0000155	ENST00000390268.2	id587541	FALSE	ENSG00000211623.2	nbis-gene-109
OG0000155	ENST00000390268.2	id587546	FALSE	ENSG00000211623.2	nbis-gene-110
OG0000155	ENST00000491977.1	id587541	FALSE	ENSG00000243264.2	nbis-gene-109
OG0000155	ENST00000491977.1	id587546	FALSE	ENSG00000243264.2	nbis-gene-110
OG0000155	ENST00000462693.1	id587541	FALSE	ENSG00000241566.1	nbis-gene-109
OG0000155	ENST00000462693.1	id587546	FALSE	ENSG00000241566.1	nbis-gene-110
OG0000155	ENST00000484817.1	id587541	FALSE	ENSG00000241294.1	nbis-gene-109
OG0000155	ENST00000484817.1	id587546	FALSE	ENSG00000241294.1	nbis-gene-110
OG0000155	ENST00000474213.1	id587541	FALSE	ENSG00000239571.1	nbis-gene-109
OG0000155	ENST00000474213.1	id587546	FALSE	ENSG00000239571.1	nbis-gene-110
OG0000155	ENST00000468494.1	id587541	FALSE	ENSG00000243238.1	nbis-gene-109
OG0000155	ENST00000468494.1	id587546	FALSE	ENSG00000243238.1	nbis-gene-110
OG0000155	ENST00000482769.1	id587541	FALSE	ENSG00000244116.3	nbis-gene-109
OG0000155	ENST00000482769.1	id587546	FALSE	ENSG00000244116.3	nbis-gene-110
OG0000155	ENST00000453166.2	id587541	FALSE	ENSG00000242534.2	nbis-gene-109
OG0000155	ENST00000453166.2	id587546	FALSE	ENSG00000242534.2	nbis-gene-110
OG0000156	ENST00000451256.6	rna53825	FALSE	ENSG00000128335.13	gene29956
OG0000156	ENST00000451256.6	rna14834	FALSE	ENSG00000128335.13	gene8211
OG0000156	ENST00000451256.6	rna53826	FALSE	ENSG00000128335.13	gene29957
OG0000156	ENST00000319136.8	rna53825	FALSE	ENSG00000100342.20	gene29956
OG0000156	ENST00000319136.8	rna14834	FALSE	ENSG00000100342.20	gene8211
OG0000156	ENST00000319136.8	rna53826	FALSE	ENSG00000100342.20	gene29957
OG0000156	ENST00000352371.5	rna53825	FALSE	ENSG00000100336.17	gene29956
OG0000156	ENST00000352371.5	rna14834	FALSE	ENSG00000100336.17	gene8211
OG0000156	ENST00000352371.5	rna53826	FALSE	ENSG00000100336.17	gene29957
OG0000156	ENST00000349314.6	rna53825	FALSE	ENSG00000128284.19	gene29956
OG0000156	ENST00000349314.6	rna14834	FALSE	ENSG00000128284.19	gene8211
OG0000156	ENST00000349314.6	rna53826	FALSE	ENSG00000128284.19	gene29957
OG0000157	ENST00000335552.4	rna30077	TRUE	ENSG00000186393.5	gene16836
OG0000157	ENST00000306658.7	rna30073	TRUE	ENSG00000173908.8	gene16832
OG0000157	ENST00000301656.3	rna30075	TRUE	ENSG00000171446.6	gene16834
OG0000157	ENST00000312150.4	rna30078	TRUE	ENSG00000204897.6	gene16837
OG0000158	ENST00000368144.2	rna49742	TRUE	ENSG00000180433.4	gene27495
OG0000158	ENST00000368146.1	rna49746	FALSE	ENSG00000203757.1	gene27499
OG0000158	ENST00000368146.1	rna49744	FALSE	ENSG00000203757.1	gene27497
OG0000158	ENST00000368146.1	rna49743	FALSE	ENSG00000203757.1	gene27496
OG0000158	ENST00000368146.1	rna49745	FALSE	ENSG00000203757.1	gene27498
OG0000162	ENST00000375852.2	rna18783	TRUE	ENSG00000101336.13	gene10386
OG0000162	ENST00000259089.8	rna37151	TRUE	ENSG00000136573.12	gene20705
OG0000162	ENST00000333070.4	rna34691	TRUE	ENSG00000182866.16	gene19315
OG0000162	ENST00000519728.5	rna34336	TRUE	ENSG00000254087.7	gene19104
OG0000163	ENST00000373381.8	rna34616	FALSE	ENSG00000121904.17	gene19276
OG0000163	ENST00000373381.8	rna34620	FALSE	ENSG00000121904.17	gene19280
OG0000163	ENST00000520002.5	rna24784	TRUE	ENSG00000183117.18	gene13819
OG0000163	ENST00000297405.9	rna9861	TRUE	ENSG00000164796.17	gene5366
OG0000164	ENST00000265969.7	rna49543	TRUE	ENSG00000129159.7	gene27385
OG0000164	ENST00000477616.1	rna50737	TRUE	ENSG00000131398.13	gene28066
OG0000164	ENST00000469655.5	rna46771	TRUE	ENSG00000116396.14	gene25833
OG0000164	ENST00000549446.5	rna15308	TRUE	ENSG00000166006.12	gene8503
OG0000165	ENST00000367071.4	rna2	TRUE	ENSG00000160307.9	gene2
OG0000165	ENST00000368698.3	rna47416	TRUE	ENSG00000160678.11	gene26143
OG0000165	ENST00000296370.3	rna48072	TRUE	ENSG00000163993.6	gene26529
OG0000165	ENST00000368804.5	rna48868	TRUE	ENSG00000159450.12	gene26938
OG0000166	ENST00000358506.6	rna3733	TRUE	ENSG00000213639.9	gene2167
OG0000166	ENST00000340766.9	rna32446	TRUE	ENSG00000186298.11	gene18111
OG0000166	ENST00000312989.11	rna45140	TRUE	ENSG00000172531.14	gene25032
OG0000167	ENST00000361101.8	rna46132	TRUE	ENSG00000108669.16	gene25547
OG0000167	ENST00000248901.10	rna41588	TRUE	ENSG00000100055.20	gene23027
OG0000167	ENST00000396741.3	rna34142	TRUE	ENSG00000008256.15	gene18986
OG0000167	ENST00000427476.4	rna43928	TRUE	ENSG00000105443.13	gene24374
OG0000168	ENST00000395065.7	rna52001	TRUE	ENSG00000147206.16	gene28689
OG0000168	ENST00000537026.5	rna45724	FALSE	ENSG00000126952.16	gene25329
OG0000168	ENST00000625106.3	rna45724	FALSE	ENSG00000269405.6	gene25329
OG0000168	ENST00000604395.5	rna45724	FALSE	ENSG00000269437.6	gene25329
OG0000169	ENST00000222382.5	rna34049	FALSE	ENSG00000021461.16	gene18944
OG0000169	ENST00000222382.5	rna53743	FALSE	ENSG00000021461.16	gene29875
OG0000169	ENST00000222382.5	rna34048	FALSE	ENSG00000021461.16	gene18943
OG0000169	ENST00000222982.8	rna34049	FALSE	ENSG00000106258.13	gene18944
OG0000169	ENST00000222982.8	rna53743	FALSE	ENSG00000106258.13	gene29875
OG0000169	ENST00000222982.8	rna34048	FALSE	ENSG00000106258.13	gene18943
OG0000169	ENST00000611620.4	rna34049	FALSE	ENSG00000282301.1	gene18944
OG0000169	ENST00000611620.4	rna53743	FALSE	ENSG00000282301.1	gene29875
OG0000169	ENST00000611620.4	rna34048	FALSE	ENSG00000282301.1	gene18943
OG0000169	ENST00000336374.3	rna34049	FALSE	ENSG00000160870.12	gene18944
OG0000169	ENST00000336374.3	rna53743	FALSE	ENSG00000160870.12	gene29875
OG0000169	ENST00000336374.3	rna34048	FALSE	ENSG00000160870.12	gene18943
OG0000169	ENST00000336411.6	rna34049	FALSE	ENSG00000160868.14	gene18944
OG0000169	ENST00000336411.6	rna53743	FALSE	ENSG00000160868.14	gene29875
OG0000169	ENST00000336411.6	rna34048	FALSE	ENSG00000160868.14	gene18943
OG0000170	ENST00000274093.7	rna37132	TRUE	ENSG00000145451.12	gene20686
OG0000170	ENST00000455880.2	rna27606	TRUE	ENSG00000145888.10	gene15426
OG0000170	ENST00000218075.8	rna39742	TRUE	ENSG00000101958.13	gene22031
OG0000170	ENST00000372617.4	rna52044	TRUE	ENSG00000188828.11	gene28715
OG0000171	ENST00000377073.3	rna30719	TRUE	ENSG00000147117.7	gene17231
OG0000171	ENST00000640275.1	rna19670	FALSE	ENSG00000283930.1	gene10829
OG0000171	ENST00000351773.7	rna19670	FALSE	ENSG00000075407.18	gene10829
OG0000172	ENST00000361005.9	rna3204	FALSE	ENSG00000010438.16	gene1880
OG0000172	ENST00000361005.9	rna54091	FALSE	ENSG00000010438.16	gene30209
OG0000172	ENST00000361005.9	rna53940	FALSE	ENSG00000010438.16	gene30067
OG0000172	ENST00000361005.9	rna53943	FALSE	ENSG00000010438.16	gene30070
OG0000172	ENST00000361005.9	rna54100	FALSE	ENSG00000010438.16	gene30217
OG0000172	ENST00000633969.1	rna3204	FALSE	ENSG00000275896.5	gene1880
OG0000172	ENST00000633969.1	rna54091	FALSE	ENSG00000275896.5	gene30209
OG0000172	ENST00000633969.1	rna53940	FALSE	ENSG00000275896.5	gene30067
OG0000172	ENST00000633969.1	rna53943	FALSE	ENSG00000275896.5	gene30070
OG0000172	ENST00000633969.1	rna54100	FALSE	ENSG00000275896.5	gene30217
OG0000172	ENST00000486171.5	rna3204	FALSE	ENSG00000204983.13	gene1880
OG0000172	ENST00000486171.5	rna54091	FALSE	ENSG00000204983.13	gene30209
OG0000172	ENST00000486171.5	rna53940	FALSE	ENSG00000204983.13	gene30067
OG0000172	ENST00000486171.5	rna53943	FALSE	ENSG00000204983.13	gene30070
OG0000172	ENST00000486171.5	rna54100	FALSE	ENSG00000204983.13	gene30217
OG0000173	ENST00000390296.2	id578919	FALSE	ENSG00000211650.2	nbis-gene-53
OG0000173	ENST00000390296.2	rna52971	FALSE	ENSG00000211650.2	gene29241
OG0000173	ENST00000390293.1	id578919	FALSE	ENSG00000211647.1	nbis-gene-53
OG0000173	ENST00000390293.1	rna52971	FALSE	ENSG00000211647.1	gene29241
OG0000174	ENST00000376537.8	rna37035	TRUE	ENSG00000106829.18	gene20628
OG0000174	ENST00000376499.7	rna37028	TRUE	ENSG00000196781.14	gene20623
OG0000174	ENST00000590536.5	rna43042	TRUE	ENSG00000065717.14	gene23878
OG0000174	ENST00000559929.5	rna40140	TRUE	ENSG00000140332.15	gene22240
OG0000175	ENST00000315915.4	rna54280	FALSE	ENSG00000176281.4	gene30397
OG0000175	ENST00000315915.4	rna54284	FALSE	ENSG00000176281.4	gene30401
OG0000175	ENST00000305051.5	rna53453	FALSE	ENSG00000169488.5	gene29659
OG0000175	ENST00000305051.5	rna53308	FALSE	ENSG00000169488.5	gene29499
OG0000176	ENST00000511664.5	rna14301	TRUE	ENSG00000145349.16	gene7888
OG0000176	ENST00000398376.7	rna27530	TRUE	ENSG00000070808.15	gene15390
OG0000176	ENST00000423381.5	rna20218	TRUE	ENSG00000148660.20	gene11138
OG0000176	ENST00000395749.6	rna1782	TRUE	ENSG00000058404.19	gene1015
OG0000177	ENST00000237500.9	rna10499	TRUE	ENSG00000118680.12	gene5739
OG0000177	ENST00000279022.6	rna18981	TRUE	ENSG00000101335.9	gene10484
OG0000178	ENST00000340802.10	rna17479	TRUE	ENSG00000152556.15	gene9664
OG0000178	ENST00000349048.8	rna116	TRUE	ENSG00000141959.16	gene50
OG0000178	ENST00000381125.8	rna40368	TRUE	ENSG00000067057.16	gene22346
OG0000179	ENST00000436985.6	rna53494	FALSE	ENSG00000107890.16	gene29683
OG0000179	ENST00000436985.6	rna52934	FALSE	ENSG00000107890.16	gene29210
OG0000179	ENST00000436985.6	rna52932	FALSE	ENSG00000107890.16	gene29208
OG0000179	ENST00000436985.6	rna53712	FALSE	ENSG00000107890.16	gene29843
OG0000179	ENST00000436985.6	rna45631	FALSE	ENSG00000107890.16	gene25264
OG0000179	ENST00000448331.7	rna53494	FALSE	ENSG00000266302.6	gene29683
OG0000179	ENST00000448331.7	rna52934	FALSE	ENSG00000266302.6	gene29210
OG0000179	ENST00000448331.7	rna52932	FALSE	ENSG00000266302.6	gene29208
OG0000179	ENST00000448331.7	rna53712	FALSE	ENSG00000266302.6	gene29843
OG0000179	ENST00000448331.7	rna45631	FALSE	ENSG00000266302.6	gene25264
OG0000179	ENST00000360524.12	rna53494	FALSE	ENSG00000170160.17	gene29683
OG0000179	ENST00000360524.12	rna52934	FALSE	ENSG00000170160.17	gene29210
OG0000179	ENST00000360524.12	rna52932	FALSE	ENSG00000170160.17	gene29208
OG0000179	ENST00000360524.12	rna53712	FALSE	ENSG00000170160.17	gene29843
OG0000179	ENST00000360524.12	rna45631	FALSE	ENSG00000170160.17	gene25264
OG0000179	ENST00000327925.5	rna53494	FALSE	ENSG00000205212.3	gene29683
OG0000179	ENST00000327925.5	rna52934	FALSE	ENSG00000205212.3	gene29210
OG0000179	ENST00000327925.5	rna52932	FALSE	ENSG00000205212.3	gene29208
OG0000179	ENST00000327925.5	rna53712	FALSE	ENSG00000205212.3	gene29843
OG0000179	ENST00000327925.5	rna45631	FALSE	ENSG00000205212.3	gene25264
OG0000180	ENST00000562522.2	rna33688	TRUE	ENSG00000140678.16	gene18743
OG0000180	ENST00000544665.7	rna33684	TRUE	ENSG00000169896.16	gene18740
OG0000180	ENST00000389202.2	rna33689	TRUE	ENSG00000156886.11	gene18744
OG0000181	ENST00000313940.2	rna53153	FALSE	ENSG00000176495.2	gene29363
OG0000181	ENST00000313940.2	rna49479	FALSE	ENSG00000176495.2	gene27339
OG0000182	ENST00000284425.6	rna29492	TRUE	ENSG00000154262.12	gene16560
OG0000182	ENST00000269081.8	rna29491	TRUE	ENSG00000154263.17	gene16559
OG0000182	ENST00000586539.5	rna29503	TRUE	ENSG00000141338.13	gene16562
OG0000182	ENST00000340001.8	rna29497	TRUE	ENSG00000154258.16	gene16561
OG0000183	ENST00000343150.9	rna36948	FALSE	ENSG00000135047.14	gene20582
OG0000183	ENST00000343150.9	rna36947	FALSE	ENSG00000135047.14	gene20581
OG0000183	ENST00000538255.5	rna36891	TRUE	ENSG00000136943.10	gene20551
OG0000184	ENST00000327216.3	rna49381	TRUE	ENSG00000181371.3	gene27263
OG0000184	ENST00000528616.3	rna49383	FALSE	ENSG00000255223.3	gene27265
OG0000184	ENST00000528616.3	rna49382	FALSE	ENSG00000255223.3	gene27264
OG0000185	ENST00000314612.2	rna49330	FALSE	ENSG00000181927.2	gene27210
OG0000185	ENST00000314612.2	rna49331	FALSE	ENSG00000181927.2	gene27211
OG0000185	ENST00000314612.2	rna49332	FALSE	ENSG00000181927.2	gene27212
OG0000185	ENST00000314612.2	rna49327	FALSE	ENSG00000181927.2	gene27207
OG0000185	ENST00000314612.2	rna49329	FALSE	ENSG00000181927.2	gene27209
OG0000186	ENST00000333629.1	rna53311	FALSE	ENSG00000184394.1	gene29503
OG0000186	ENST00000333629.1	rna53303	FALSE	ENSG00000184394.1	gene29493
OG0000186	ENST00000315947.1	rna53812	TRUE	ENSG00000176294.4	gene29941
OG0000187	ENST00000573854.5	rna38572	FALSE	ENSG00000183747.11	gene21416
OG0000187	ENST00000329697.10	rna38572	FALSE	ENSG00000066813.14	gene21416
OG0000187	ENST00000307493.8	rna38569	TRUE	ENSG00000166743.9	gene21415
OG0000187	ENST00000399422.4	rna33285	TRUE	ENSG00000215009.5	gene18547
OG0000187	ENST00000289416.9	rna33286	TRUE	ENSG00000005187.11	gene18548
OG0000188	ENST00000317834.4	rna48348	FALSE	ENSG00000178358.4	gene26650
OG0000188	ENST00000317834.4	rna48346	FALSE	ENSG00000178358.4	gene26648
OG0000188	ENST00000317834.4	rna48349	FALSE	ENSG00000178358.4	gene26651
OG0000188	ENST00000317834.4	rna48358	FALSE	ENSG00000178358.4	gene26661
OG0000189	ENST00000318351.1	rna1455	TRUE	ENSG00000178084.1	gene811
OG0000189	ENST00000440596.2	rna1454	TRUE	ENSG00000186038.9	gene810
OG0000189	ENST00000382489.3	rna1457	TRUE	ENSG00000186090.10	gene813
OG0000190	ENST00000634605.1	id35538	FALSE	ENSG00000282939.1	nbis-gene-30
OG0000190	ENST00000390361.3	id35538	FALSE	ENSG00000211714.3	nbis-gene-30
OG0000190	ENST00000547918.2	id35538	FALSE	ENSG00000211707.3	nbis-gene-30
OG0000190	ENST00000390374.3	id35538	FALSE	ENSG00000211727.3	nbis-gene-30
OG0000190	ENST00000390377.1	id35538	FALSE	ENSG00000253291.1	nbis-gene-30
OG0000190	ENST00000390369.2	id35538	FALSE	ENSG00000253409.1	nbis-gene-30
OG0000190	ENST00000612787.1	id35538	FALSE	ENSG00000278030.1	nbis-gene-30
OG0000190	ENST00000390367.3	id35538	FALSE	ENSG00000211720.3	nbis-gene-30
OG0000190	ENST00000611787.1	id35538	FALSE	ENSG00000276597.1	nbis-gene-30
OG0000190	ENST00000617639.1	id35538	FALSE	ENSG00000275743.1	nbis-gene-30
OG0000190	ENST00000620569.1	id35538	FALSE	ENSG00000274752.1	nbis-gene-30
OG0000190	ENST00000617347.1	id35538	FALSE	ENSG00000276953.1	nbis-gene-30
OG0000190	ENST00000621184.1	id35538	FALSE	ENSG00000275158.1	nbis-gene-30
OG0000190	ENST00000455382.2	id35538	FALSE	ENSG00000226660.2	nbis-gene-30
OG0000190	ENST00000619103.1	id35538	FALSE	ENSG00000277880.1	nbis-gene-30
OG0000191	ENST00000312153.1	rna49390	FALSE	ENSG00000174914.1	gene27272
OG0000191	ENST00000312153.1	rna49392	FALSE	ENSG00000174914.1	gene27274
OG0000191	ENST00000312153.1	rna49389	FALSE	ENSG00000174914.1	gene27271
OG0000193	ENST00000262738.7	rna41241	TRUE	ENSG00000075275.16	gene22845
OG0000193	ENST00000164024.4	rna16127	TRUE	ENSG00000008300.16	gene8966
OG0000193	ENST00000271332.3	rna46824	TRUE	ENSG00000143126.7	gene25860
OG0000194	ENST00000369915.7	rna51645	TRUE	ENSG00000007350.16	gene28474
OG0000194	ENST00000280605.4	rna14784	TRUE	ENSG00000151005.4	gene8170
OG0000194	ENST00000423516.5	rna16397	TRUE	ENSG00000163931.15	gene9102
OG0000195	ENST00000299308.7	rna32220	TRUE	ENSG00000139364.10	gene18016
OG0000195	ENST00000435159.2	rna32217	TRUE	ENSG00000181234.9	gene18013
OG0000195	ENST00000422113.6	rna32207	TRUE	ENSG00000151952.15	gene18008
OG0000196	ENST00000331410.9	rna34079	FALSE	ENSG00000198556.13	gene18953
OG0000196	ENST00000331410.9	rna50589	FALSE	ENSG00000198556.13	gene27978
OG0000197	ENST00000622037.1	rna42001	TRUE	ENSG00000198838.13	gene23264
OG0000197	ENST00000359596.7	rna44463	TRUE	ENSG00000196218.12	gene24682
OG0000197	ENST00000366574.6	rna19653	TRUE	ENSG00000198626.15	gene10822
OG0000198	ENST00000448232.6	rna24890	TRUE	ENSG00000151718.15	gene13885
OG0000198	ENST00000380861.8	rna53351	FALSE	ENSG00000047644.18	gene29560
OG0000198	ENST00000380861.8	rna39804	FALSE	ENSG00000047644.18	gene22071
OG0000198	ENST00000380861.8	rna54121	FALSE	ENSG00000047644.18	gene30239
OG0000198	ENST00000521089.5	rna27762	TRUE	ENSG00000113645.14	gene15522
OG0000199	ENST00000346964.6	rna1211	TRUE	ENSG00000075711.20	gene680
OG0000199	ENST00000399510.6	rna39260	TRUE	ENSG00000132535.18	gene21773
OG0000199	ENST00000194900.8	rna48011	TRUE	ENSG00000082458.11	gene26492
OG0000200	ENST00000520164.5	rna37244	TRUE	ENSG00000221818.8	gene20767
OG0000200	ENST00000342725.9	rna18639	TRUE	ENSG00000088881.20	gene10298
OG0000200	ENST00000313708.10	rna27693	TRUE	ENSG00000164330.16	gene15479
OG0000200	ENST00000355311.9	rna8487	TRUE	ENSG00000108001.13	gene4669
OG0000201	ENST00000354582.10	rna16692	TRUE	ENSG00000150995.18	gene9255
OG0000201	ENST00000381340.7	rna17742	TRUE	ENSG00000123104.11	gene9791
OG0000201	ENST00000374316.9	rna44724	TRUE	ENSG00000096433.10	gene24838
OG0000202	ENST00000368358.3	rna47236	TRUE	ENSG00000143630.9	gene26068
OG0000202	ENST00000303230.5	rna23000	TRUE	ENSG00000164588.6	gene12734
OG0000202	ENST00000251287.2	rna42813	TRUE	ENSG00000099822.2	gene23773
OG0000202	ENST00000261917.3	rna40194	TRUE	ENSG00000138622.3	gene22269
OG0000203	ENST00000389039.10	rna36573	TRUE	ENSG00000140279.12	gene20363
OG0000203	ENST00000321429.8	rna53404	TRUE	ENSG00000137857.17	gene29596
OG0000204	ENST00000390237.2	id45720	TRUE	ENSG00000211592.8	nbis-gene-40
OG0000204	ENST00000390247.2	id45837	FALSE	ENSG00000243063.1	nbis-gene-41
OG0000204	ENST00000421835.2	id45837	FALSE	ENSG00000233999.3	nbis-gene-41
OG0000204	ENST00000443397.5	id45837	FALSE	ENSG00000228325.5	nbis-gene-41
OG0000204	ENST00000390270.2	id45837	FALSE	ENSG00000211625.2	nbis-gene-41
OG0000204	ENST00000492167.1	id45837	FALSE	ENSG00000239951.1	nbis-gene-41
OG0000204	ENST00000390277.3	id45837	FALSE	ENSG00000211632.4	nbis-gene-41
OG0000204	ENST00000483158.1	id45837	FALSE	ENSG00000241351.3	nbis-gene-41
OG0000204	ENST00000417279.3	id45837	FALSE	ENSG00000224041.3	nbis-gene-41
OG0000204	ENST00000390252.2	id45837	FALSE	ENSG00000244437.1	nbis-gene-41
OG0000205	ENST00000293831.12	rna39319	TRUE	ENSG00000161960.14	gene21806
OG0000205	ENST00000440191.6	rna1355	TRUE	ENSG00000156976.16	gene755
OG0000206	ENST00000456448.2	rna43382	FALSE	ENSG00000237521.2	gene24075
OG0000206	ENST00000456448.2	rna43381	FALSE	ENSG00000237521.2	gene24074
OG0000206	ENST00000343761.4	rna43379	FALSE	ENSG00000163331.11	gene24072
OG0000206	ENST00000343761.4	rna43380	FALSE	ENSG00000163331.11	gene24073
OG0000207	ENST00000301180.9	rna17330	TRUE	ENSG00000066084.12	gene9578
OG0000207	ENST00000417564.2	rna4	TRUE	ENSG00000160305.17	gene3
OG0000207	ENST00000634311.1	rna40353	TRUE	ENSG00000151240.16	gene22335
OG0000208	ENST00000378397.1	rna53922	FALSE	ENSG00000205030.1	gene30050
OG0000208	ENST00000378397.1	rna49338	FALSE	ENSG00000205030.1	gene27219
OG0000208	ENST00000625203.2	rna53922	FALSE	ENSG00000279395.3	gene30050
OG0000208	ENST00000625203.2	rna49338	FALSE	ENSG00000279395.3	gene27219
OG0000209	ENST00000301529.1	rna49371	FALSE	ENSG00000167822.1	gene27254
OG0000209	ENST00000303039.3	rna49371	FALSE	ENSG00000172487.3	gene27254
OG0000209	ENST00000533152.2	rna49362	FALSE	ENSG00000254658.2	gene27245
OG0000209	ENST00000533152.2	rna53735	FALSE	ENSG00000254658.2	gene29866
OG0000209	ENST00000533152.2	rna53732	FALSE	ENSG00000254658.2	gene29862
OG0000210	ENST00000290354.5	rna287	TRUE	ENSG00000159231.5	gene141
OG0000210	ENST00000290349.10	rna289	FALSE	ENSG00000159228.12	gene143
OG0000210	ENST00000290349.10	rna290	FALSE	ENSG00000159228.12	gene144
OG0000212	ENST00000398290.7	rna36569	TRUE	ENSG00000214414.9	gene20358
OG0000212	ENST00000272395.2	rna36568	FALSE	ENSG00000144015.4	gene20357
OG0000212	ENST00000639673.1	rna36568	FALSE	ENSG00000144010.9	gene20357
OG0000212	ENST00000448984.1	rna36568	FALSE	ENSG00000204449.3	gene20357
OG0000212	ENST00000329758.5	rna36568	FALSE	ENSG00000168930.13	gene20357
OG0000212	ENST00000622138.4	rna36568	FALSE	ENSG00000182053.12	gene20357
OG0000212	ENST00000417545.4	rna36568	FALSE	ENSG00000150244.11	gene20357
OG0000212	ENST00000623787.3	rna36568	FALSE	ENSG00000233802.8	gene20357
OG0000212	ENST00000530311.6	rna36568	FALSE	ENSG00000223417.8	gene20357
OG0000212	ENST00000449290.6	rna36568	FALSE	ENSG00000124900.12	gene20357
OG0000212	ENST00000533122.2	rna36568	FALSE	ENSG00000204450.7	gene20357
OG0000212	ENST00000329862.6	rna36568	FALSE	ENSG00000189253.7	gene20357
OG0000212	ENST00000617704.1	rna36568	FALSE	ENSG00000214891.9	gene20357
OG0000213	ENST00000334192.8	rna33023	TRUE	ENSG00000066629.16	gene18419
OG0000213	ENST00000587152.5	rna44072	TRUE	ENSG00000125746.16	gene24463
OG0000213	ENST00000401738.3	rna3946	TRUE	ENSG00000143924.18	gene2273
OG0000214	ENST00000344337.10	rna1034	TRUE	ENSG00000114030.12	gene603
OG0000214	ENST00000373625.7	rna34707	TRUE	ENSG00000025800.13	gene19325
OG0000214	ENST00000368564.6	rna51704	FALSE	ENSG00000196911.10	gene28507
OG0000214	ENST00000368564.6	rna51738	FALSE	ENSG00000196911.10	gene28529
OG0000215	ENST00000272233.5	rna3498	TRUE	ENSG00000143878.9	gene2057
OG0000215	ENST00000418115.5	rna16178	TRUE	ENSG00000067560.10	gene8992
OG0000216	ENST00000502798.6	rna13768	TRUE	ENSG00000122012.13	gene7567
OG0000216	ENST00000394232.5	rna27134	TRUE	ENSG00000185518.11	gene15195
OG0000216	ENST00000369146.7	rna49031	TRUE	ENSG00000159164.9	gene27021
OG0000217	ENST00000374700.6	rna6045	TRUE	ENSG00000138356.13	gene3316
OG0000217	ENST00000379416.3	rna6035	FALSE	ENSG00000158125.9	gene3315
OG0000217	ENST00000379416.3	rna6034	FALSE	ENSG00000158125.9	gene3314
OG0000217	ENST00000379416.3	rna3774	FALSE	ENSG00000158125.9	gene2190
OG0000218	ENST00000413366.7	rna29555	TRUE	ENSG00000154229.11	gene16582
OG0000218	ENST00000303531.11	rna33386	TRUE	ENSG00000166501.12	gene18599
OG0000218	ENST00000263431.3	rna50770	TRUE	ENSG00000126583.10	gene28090
OG0000219	ENST00000357084.7	rna33476	TRUE	ENSG00000196296.13	gene18642
OG0000219	ENST00000539276.6	rna32421	TRUE	ENSG00000174437.16	gene18099
OG0000219	ENST00000359983.7	rna36077	TRUE	ENSG00000074370.17	gene20061
OG0000220	ENST00000614878.4	rna35887	TRUE	ENSG00000198720.12	gene19946
OG0000220	ENST00000261739.8	rna32707	TRUE	ENSG00000076513.16	gene18252
OG0000220	ENST00000511455.6	rna45152	TRUE	ENSG00000172932.14	gene25038
OG0000222	ENST00000262461.6	rna24158	TRUE	ENSG00000064651.13	gene13483
OG0000222	ENST00000438926.6	rna8982	TRUE	ENSG00000070915.9	gene4900
OG0000222	ENST00000380993.7	rna36618	TRUE	ENSG00000074803.17	gene20398
OG0000223	ENST00000448642.6	rna20059	TRUE	ENSG00000156515.21	gene11064
OG0000223	ENST00000354624.5	rna20058	TRUE	ENSG00000156510.12	gene11063
OG0000223	ENST00000290573.6	rna4222	TRUE	ENSG00000159399.9	gene2431
OG0000224	ENST00000530749.5	rna21705	TRUE	ENSG00000137710.14	gene11999
OG0000224	ENST00000337147.11	rna20945	TRUE	ENSG00000092820.17	gene11530
OG0000224	ENST00000360270.6	rna49964	TRUE	ENSG00000147065.16	gene27645
OG0000225	ENST00000402813.7	rna25233	TRUE	ENSG00000198515.13	gene14056
OG0000225	ENST00000329903.4	rna49864	TRUE	ENSG00000183862.5	gene27573
OG0000225	ENST00000409937.1	rna4896	TRUE	ENSG00000144191.11	gene2778
OG0000226	ENST00000325643.5	rna37519	FALSE	ENSG00000177992.9	gene20905
OG0000226	ENST00000325643.5	rna37513	FALSE	ENSG00000177992.9	gene20902
OG0000226	ENST00000332857.6	rna36889	FALSE	ENSG00000185775.9	gene20549
OG0000226	ENST00000377647.4	rna36889	FALSE	ENSG00000204849.7	gene20549
OG0000226	ENST00000437823.4	rna36889	FALSE	ENSG00000276581.2	gene20549
OG0000226	ENST00000619167.1	rna36889	FALSE	ENSG00000276040.4	gene20549
OG0000226	ENST00000428649.4	rna36889	FALSE	ENSG00000275969.2	gene20549
OG0000227	ENST00000538487.6	rna44732	TRUE	ENSG00000124493.13	gene24844
OG0000227	ENST00000231188.9	rna23954	TRUE	ENSG00000113262.14	gene13358
