Orthogroup	ursAme.longCDS.prots	ailMel.longCDS.prots
OG0002593	transcript_ENSUAMT00000035501	rna-XM_034652405.1, rna-XM_002925472.4
OG0002594	transcript_ENSUAMT00000007743, transcript_ENSUAMT00000000514	rna-XM_034648077.1
OG0002595	transcript_ENSUAMT00000039323	rna-XM_034651612.1, rna-XM_034650222.1
OG0002596	transcript_ENSUAMT00000008506	rna-XM_034650672.1, rna-XM_034654241.1
OG0002597	transcript_ENSUAMT00000035772	rna-XM_034653000.1, rna-XM_034664751.1
OG0002598	transcript_ENSUAMT00000037659	rna-XM_034652917.1, rna-XM_002924969.4
OG0002599	transcript_ENSUAMT00000020180	rna-XM_002931012.2, rna-XM_034650088.1
OG0002600	transcript_ENSUAMT00000003368	rna-XM_002919114.4, rna-XM_034652966.1
OG0002601	transcript_ENSUAMT00000020778	rna-XM_002923518.4
OG0002602	transcript_ENSUAMT00000039299, transcript_ENSUAMT00000039296	rna-XM_011233192.3
OG0002603	transcript_ENSUAMT00000018617	rna-XM_034657449.1
OG0002604	transcript_ENSUAMT00000018587	rna-XM_011230265.3, rna-XM_034660008.1
OG0002605	transcript_ENSUAMT00000024485	rna-XM_034652530.1, rna-XM_034660012.1
OG0002606	transcript_ENSUAMT00000024436, transcript_ENSUAMT00000024438	rna-XM_034657488.1
OG0002607	transcript_ENSUAMT00000031164	rna-XM_002923561.4
OG0002608	transcript_ENSUAMT00000038734, transcript_ENSUAMT00000034792	rna-XM_002923583.4
OG0002609	transcript_ENSUAMT00000035689	rna-XM_002927752.4
OG0002610	transcript_ENSUAMT00000032892	rna-XM_002930487.4
OG0002611	transcript_ENSUAMT00000032893	rna-XM_002930486.4
OG0002612	transcript_ENSUAMT00000001543	rna-XM_034651149.1, rna-XM_034660019.1
OG0002613	transcript_ENSUAMT00000035697	rna-XM_034657644.1, rna-XM_002919099.4
OG0002614	transcript_ENSUAMT00000032325	rna-XM_002928353.4
OG0002615	transcript_ENSUAMT00000031031	rna-XM_002921908.4
OG0002616	transcript_ENSUAMT00000027209	rna-XM_002921935.4
OG0002617	transcript_ENSUAMT00000027268	rna-XM_019802502.2
OG0002618	transcript_ENSUAMT00000027275	rna-XM_034657707.1
OG0002619	transcript_ENSUAMT00000027460	rna-XM_019802489.2
OG0002620	transcript_ENSUAMT00000009099	rna-XM_002921894.3
OG0002621	transcript_ENSUAMT00000023364	rna-XM_019793457.2
OG0002622	transcript_ENSUAMT00000017940, transcript_ENSUAMT00000026761	rna-XM_002921385.4
OG0002623	transcript_ENSUAMT00000026760	rna-XM_034650964.1, rna-XM_034657738.1
OG0002624	transcript_ENSUAMT00000029335	rna-XM_002921375.4
OG0002625	transcript_ENSUAMT00000029334	rna-XM_011227652.3
OG0002626	transcript_ENSUAMT00000028151	rna-XM_034652602.1, rna-XM_019801915.2
OG0002627	transcript_ENSUAMT00000000687	rna-XM_034657821.1
OG0002628	transcript_ENSUAMT00000000419, transcript_ENSUAMT00000016369	rna-XM_002930829.4
OG0002629	transcript_ENSUAMT00000028107	rna-XM_019801547.2
OG0002630	transcript_ENSUAMT00000028089	rna-XM_002921005.4
OG0002631	transcript_ENSUAMT00000013921	rna-XM_019801555.2
OG0002632	transcript_ENSUAMT00000033318	rna-XM_034657868.1
OG0002633	transcript_ENSUAMT00000000484	rna-XM_034651462.1, rna-XM_034657941.1
OG0002634	transcript_ENSUAMT00000022780	rna-XM_034657971.1
OG0002635	transcript_ENSUAMT00000024590	rna-XM_034657983.1
OG0002636	transcript_ENSUAMT00000014338	rna-XM_034657990.1
OG0002637	transcript_ENSUAMT00000014328	rna-XM_019797072.2
OG0002638	transcript_ENSUAMT00000016117	rna-XM_011221929.2
OG0002639	transcript_ENSUAMT00000033378, transcript_ENSUAMT00000016104	rna-XM_002912716.4
OG0002640	transcript_ENSUAMT00000001915	rna-XM_034657237.1
OG0002641	transcript_ENSUAMT00000019801	rna-XM_019797344.2
OG0002642	transcript_ENSUAMT00000040240	rna-XM_034658076.1
OG0002643	transcript_ENSUAMT00000009455	rna-XM_034658102.1
OG0002644	transcript_ENSUAMT00000000005	rna-XM_034658116.1
OG0002645	transcript_ENSUAMT00000000017	rna-XM_002912746.4
OG0002646	transcript_ENSUAMT00000000793	rna-XM_011222540.3
OG0002647	transcript_ENSUAMT00000002408	rna-XM_034653135.1, rna-XM_034658152.1
OG0002648	transcript_ENSUAMT00000025793	rna-XM_002912836.3
OG0002649	transcript_ENSUAMT00000024498, transcript_ENSUAMT00000024507	rna-XM_034658226.1
OG0002650	transcript_ENSUAMT00000027236	rna-XM_011233375.2
OG0002651	transcript_ENSUAMT00000025453	rna-XM_011233356.3
OG0002652	transcript_ENSUAMT00000013939	rna-XM_034651223.1, rna-XM_011226672.3
OG0002653	transcript_ENSUAMT00000009637	rna-XM_002920543.4
OG0002654	transcript_ENSUAMT00000030066	rna-XM_011224653.3
OG0002655	transcript_ENSUAMT00000030016	rna-XM_034658412.1
OG0002656	transcript_ENSUAMT00000017757	rna-XM_011224619.3
OG0002657	transcript_ENSUAMT00000017762	rna-XM_034658460.1
OG0002658	transcript_ENSUAMT00000009918	rna-XM_011224614.3
OG0002659	transcript_ENSUAMT00000029745, transcript_ENSUAMT00000011387	rna-XM_011231345.3
OG0002660	transcript_ENSUAMT00000030757	rna-XM_034657249.1, rna-XM_002913431.4
OG0002661	transcript_ENSUAMT00000015309, transcript_ENSUAMT00000000415	rna-XM_034658572.1
OG0002662	transcript_ENSUAMT00000003473	rna-XM_034658587.1
OG0002663	transcript_ENSUAMT00000012471	rna-XM_002914658.4, rna-XM_034658643.1
OG0002664	transcript_ENSUAMT00000002263, transcript_ENSUAMT00000002257	rna-XM_034658749.1
OG0002665	transcript_ENSUAMT00000041587	rna-XM_002925023.4, rna-XM_034659156.1
OG0002666	transcript_ENSUAMT00000023894, transcript_ENSUAMT00000034320	rna-XM_019801842.2
OG0002667	transcript_ENSUAMT00000002756	rna-XM_034653368.1, rna-XM_002921250.4
OG0002668	transcript_ENSUAMT00000003412	rna-XM_034653020.1, rna-XM_002921249.4
OG0002669	transcript_ENSUAMT00000024515	rna-XM_002920687.4
OG0002670	transcript_ENSUAMT00000012110	rna-XM_034650036.1, rna-XM_034658848.1
OG0002671	transcript_ENSUAMT00000027107	rna-XM_011222956.3
OG0002672	transcript_ENSUAMT00000007163, transcript_ENSUAMT00000024546	rna-XM_002917633.4
OG0002673	transcript_ENSUAMT00000029741	rna-XM_002930950.1
OG0002674	transcript_ENSUAMT00000038071	rna-XM_034658892.1
OG0002675	transcript_ENSUAMT00000035603	rna-XM_034657261.1
OG0002676	transcript_ENSUAMT00000013725, transcript_ENSUAMT00000034568	rna-XM_002912393.4
OG0002677	transcript_ENSUAMT00000010643, transcript_ENSUAMT00000039670	rna-XM_002912418.4
OG0002678	transcript_ENSUAMT00000039665	rna-XM_019793569.2
OG0002679	transcript_ENSUAMT00000019831	rna-XM_002912422.4, rna-XM_034653373.1
OG0002680	transcript_ENSUAMT00000007637	rna-XM_011237933.3
OG0002681	transcript_ENSUAMT00000020843	rna-XM_034659202.1, rna-XM_034652220.1
OG0002682	transcript_ENSUAMT00000017791	rna-XM_034653061.1, rna-XM_002925303.4
OG0002683	transcript_ENSUAMT00000017825	rna-XM_019809508.2
OG0002684	transcript_ENSUAMT00000012542	rna-XM_034652361.1, rna-XM_034659279.1
OG0002685	transcript_ENSUAMT00000037775	rna-XM_034668092.1, rna-XM_011219304.3
OG0002686	transcript_ENSUAMT00000027006	rna-XM_002914896.4
OG0002687	transcript_ENSUAMT00000015799	rna-XM_002921502.4
OG0002688	transcript_ENSUAMT00000031385	rna-XM_034659391.1
OG0002689	transcript_ENSUAMT00000031375	rna-XM_011227765.3
OG0002690	transcript_ENSUAMT00000040496	rna-XM_034659456.1, rna-XM_034652669.1
OG0002691	transcript_ENSUAMT00000027746	rna-XM_019802882.2, rna-XM_034659488.1
OG0002692	transcript_ENSUAMT00000038331	id-LOC117802011
OG0002693	transcript_ENSUAMT00000028337	rna-XM_034657285.1, rna-XM_034659499.1
OG0002694	transcript_ENSUAMT00000032620, transcript_ENSUAMT00000013575	rna-XM_019807080.2
OG0002695	transcript_ENSUAMT00000015590	rna-XM_011233893.3
OG0002696	transcript_ENSUAMT00000015961, transcript_ENSUAMT00000036608	rna-XM_002924044.4
OG0002697	transcript_ENSUAMT00000006447, transcript_ENSUAMT00000008535	rna-XM_034659656.1
OG0002698	transcript_ENSUAMT00000016180	rna-XM_034657295.1, rna-XM_002927020.4
OG0002699	transcript_ENSUAMT00000009608	rna-XM_011234734.3, rna-XM_034653363.1
OG0002700	transcript_ENSUAMT00000009395	rna-XM_034657300.1, rna-XM_019808697.2
OG0002701	transcript_ENSUAMT00000009378	rna-XM_011234769.3, rna-XM_034652770.1
OG0002702	transcript_ENSUAMT00000000713	rna-XM_002913779.4, rna-XM_002930235.3
OG0002703	transcript_ENSUAMT00000009076	rna-XM_034659768.1
OG0002704	transcript_ENSUAMT00000012192	rna-XM_034639504.1, rna-XM_034659790.1
OG0002705	transcript_ENSUAMT00000036948	rna-XM_034659827.1
OG0002706	transcript_ENSUAMT00000010995	rna-XM_002914995.4, rna-XM_034652653.1
OG0002707	transcript_ENSUAMT00000010992, transcript_ENSUAMT00000003897	rna-XM_034657305.1
OG0002708	transcript_ENSUAMT00000014771, transcript_ENSUAMT00000019671	rna-XM_034659897.1
OG0002709	transcript_ENSUAMT00000002867	rna-XM_034651735.1
OG0002710	transcript_ENSUAMT00000018555	rna-XM_034650894.1, rna-XM_034659917.1
OG0002711	transcript_ENSUAMT00000032815, transcript_ENSUAMT00000024689	rna-XM_011231856.3
OG0002712	transcript_ENSUAMT00000035798	rna-XM_034640601.1, rna-XM_034651526.1
OG0002713	transcript_ENSUAMT00000007441	rna-XM_034666457.1, rna-XM_034650182.1
OG0002714	transcript_ENSUAMT00000025945	rna-XM_034651465.1, rna-XM_034664340.1
OG0002715	transcript_ENSUAMT00000027326	rna-XM_002926156.4, rna-XM_034651708.1
OG0002716	transcript_ENSUAMT00000033688	rna-XM_019803955.2, rna-XM_034650593.1
OG0002717	transcript_ENSUAMT00000023006	rna-XM_019798705.2, rna-XM_034651494.1
OG0002718	transcript_ENSUAMT00000031094	rna-XM_034642436.1, rna-XM_034652591.1
OG0002719	transcript_ENSUAMT00000041763	rna-XM_034652905.1, rna-XM_034652908.1, rna-XM_002927433.4
OG0002720	transcript_ENSUAMT00000007404	rna-XM_034647398.1, rna-XM_034651393.1
OG0002721	transcript_ENSUAMT00000038686	rna-XM_002926491.4, rna-XM_034652216.1
OG0002722	transcript_ENSUAMT00000010920	rna-XM_034671153.1
OG0002723	transcript_ENSUAMT00000015200	rna-XM_034652892.1, rna-XM_034643157.1
OG0002724	transcript_ENSUAMT00000009860	rna-XM_034651706.1, rna-XM_034641817.1
OG0002725	transcript_ENSUAMT00000014403	rna-XM_034669402.1
OG0002726	transcript_ENSUAMT00000006375	rna-XM_002921141.4, rna-XM_034655865.1
OG0002727	transcript_ENSUAMT00000035715	rna-XM_034672084.1, rna-XM_034650843.1
OG0002728	transcript_ENSUAMT00000019526	rna-XM_034651893.1, rna-XM_002928279.4
OG0002729	transcript_ENSUAMT00000034149	rna-XM_034652889.1, rna-XM_034641906.1
OG0002730	transcript_ENSUAMT00000012095	rna-XM_034653168.1
OG0002731	transcript_ENSUAMT00000009750	rna-XM_019794015.2
OG0002733	transcript_ENSUAMT00000015602	rna-XM_034652896.1, rna-XM_019807206.2
OG0002734	transcript_ENSUAMT00000003551	rna-XM_034652481.1, rna-XM_034671997.1
OG0002735	transcript_ENSUAMT00000018354	rna-XM_034651118.1, rna-XM_034666694.1
OG0002736	transcript_ENSUAMT00000014942	rna-XM_034652870.1, rna-XM_034647290.1
OG0002737	transcript_ENSUAMT00000032065	rna-XM_034652969.1, rna-XM_002928057.4
OG0002738	transcript_ENSUAMT00000038806	rna-XM_011221282.3, rna-XM_034650770.1
OG0002739	transcript_ENSUAMT00000039417	rna-XM_034653109.1, rna-XM_034648308.1
OG0002740	transcript_ENSUAMT00000018655	rna-XM_034652750.1, rna-XM_019795592.2
OG0002741	transcript_ENSUAMT00000039877	rna-XM_002915020.4, rna-XM_034652245.1
OG0002742	transcript_ENSUAMT00000037986	rna-NM_001304909.1, rna-XM_034651886.1
OG0002743	transcript_ENSUAMT00000036376	rna-XM_034651319.1, rna-XM_002917121.4
OG0002744	transcript_ENSUAMT00000040305	rna-XM_034651448.1, rna-XM_034640096.1
OG0002745	transcript_ENSUAMT00000035899	rna-XM_034652347.1, rna-XM_011228603.3
OG0002746	transcript_ENSUAMT00000023282	rna-XM_034651582.1, rna-XM_034658825.1
OG0002747	transcript_ENSUAMT00000012330	rna-XM_034651569.1, rna-XM_002913025.4
OG0002748	transcript_ENSUAMT00000024929	rna-XM_002914149.4
OG0002749	transcript_ENSUAMT00000033508	rna-XM_002929264.4, rna-XM_002914164.4
OG0002750	transcript_ENSUAMT00000034270	rna-XM_019793990.2
OG0002751	transcript_ENSUAMT00000015913	rna-XM_002914161.4
OG0002752	transcript_ENSUAMT00000028856	rna-XM_019793937.2
OG0002753	transcript_ENSUAMT00000028855	rna-XM_034642615.1
OG0002754	transcript_ENSUAMT00000028854	rna-XM_011217798.3
OG0002755	transcript_ENSUAMT00000028851	rna-XM_034643021.1
OG0002756	transcript_ENSUAMT00000028849	rna-XM_034642337.1
OG0002757	transcript_ENSUAMT00000005451	rna-XM_019793881.2
OG0002758	transcript_ENSUAMT00000005446	rna-XM_034642925.1
OG0002759	transcript_ENSUAMT00000018328	rna-XM_011217707.3
OG0002760	transcript_ENSUAMT00000011443	rna-XM_034643008.1
OG0002761	transcript_ENSUAMT00000018974	rna-XM_011217599.3
OG0002762	transcript_ENSUAMT00000040581	rna-XM_034642043.1
OG0002763	transcript_ENSUAMT00000040601	rna-XM_019805795.1
OG0002764	transcript_ENSUAMT00000012267	rna-XM_034642853.1
OG0002765	transcript_ENSUAMT00000012283	rna-XM_011232138.3
OG0002766	transcript_ENSUAMT00000012296	rna-XM_034643036.1
OG0002767	transcript_ENSUAMT00000012300	rna-XM_034642150.1
OG0002768	transcript_ENSUAMT00000003553	rna-XM_002925101.4
OG0002769	transcript_ENSUAMT00000013744	rna-XM_002925100.4
OG0002770	transcript_ENSUAMT00000013732	rna-XM_002925097.4
OG0002771	transcript_ENSUAMT00000035847	rna-XM_034643315.1
OG0002772	transcript_ENSUAMT00000034676	rna-XM_034642441.1, rna-XM_034642448.1
OG0002773	transcript_ENSUAMT00000006358	rna-XM_019794660.2
OG0002774	transcript_ENSUAMT00000016468	rna-XM_034642584.1, rna-XM_034650223.1
OG0002775	transcript_ENSUAMT00000003792, transcript_ENSUAMT00000011358	rna-XM_002914698.4
OG0002776	transcript_ENSUAMT00000019096, transcript_ENSUAMT00000014089	rna-XM_002914699.4
OG0002777	transcript_ENSUAMT00000016464	rna-XM_002914714.4
OG0002778	transcript_ENSUAMT00000014126, transcript_ENSUAMT00000016270	rna-XM_002926348.4
OG0002779	transcript_ENSUAMT00000032498	rna-XM_034671640.1, rna-XM_034642144.1
OG0002780	transcript_ENSUAMT00000006090, transcript_ENSUAMT00000034724	rna-XM_002918311.4
OG0002781	transcript_ENSUAMT00000020452	rna-XM_034642276.1
OG0002782	transcript_ENSUAMT00000002115	rna-XM_034642634.1, rna-XM_034642636.1
OG0002783	transcript_ENSUAMT00000013735, transcript_ENSUAMT00000005164	rna-XM_011226941.3
OG0002784	transcript_ENSUAMT00000041303	rna-XM_019809647.2
OG0002785	transcript_ENSUAMT00000039551	rna-XM_034650991.1, rna-XM_034642338.1
OG0002786	transcript_ENSUAMT00000019835	rna-XM_034651105.1, rna-XM_019804446.2
OG0002787	transcript_ENSUAMT00000019844	rna-XM_002923829.4
OG0002788	transcript_ENSUAMT00000022401	rna-XM_034642902.1
OG0002789	transcript_ENSUAMT00000016643	rna-XM_002920476.4
OG0002790	transcript_ENSUAMT00000036882, transcript_ENSUAMT00000036880	rna-XM_034642175.1
OG0002791	transcript_ENSUAMT00000016893	rna-XM_011224457.3
OG0002792	transcript_ENSUAMT00000016911	rna-XM_002918853.4
OG0002793	transcript_ENSUAMT00000007975	id-LOC105235023
OG0002794	transcript_ENSUAMT00000014984	rna-XM_034642180.1
OG0002795	transcript_ENSUAMT00000010324	rna-XM_034642183.1
OG0002796	transcript_ENSUAMT00000004823	rna-XM_034642680.1
OG0002797	transcript_ENSUAMT00000031165	rna-XM_002926289.4
OG0002798	transcript_ENSUAMT00000015111	rna-XM_019805753.2, rna-XM_011232070.3
OG0002799	transcript_ENSUAMT00000015070	rna-XM_019805772.2
OG0002800	transcript_ENSUAMT00000015065	rna-XM_002925051.4
OG0002801	transcript_ENSUAMT00000015047	rna-XM_011232082.3
OG0002802	transcript_ENSUAMT00000026773, transcript_ENSUAMT00000036358	rna-XM_011216788.3
OG0002803	transcript_ENSUAMT00000029086	rna-XM_034670940.1, rna-XM_002919504.4
OG0002804	transcript_ENSUAMT00000000890	rna-XM_002921720.4, rna-XM_034651463.1
OG0002805	transcript_ENSUAMT00000025773	rna-XM_002917587.4
OG0002806	transcript_ENSUAMT00000003345, transcript_ENSUAMT00000003034	rna-XM_002927547.4
OG0002807	transcript_ENSUAMT00000016952	rna-XM_034642807.1, rna-XM_034643047.1
OG0002808	transcript_ENSUAMT00000004342, transcript_ENSUAMT00000029387	rna-XM_019797921.1
OG0002809	transcript_ENSUAMT00000037679	rna-XM_034643165.1, rna-XM_034642201.1
OG0002810	transcript_ENSUAMT00000010416	rna-XM_034643055.1, rna-XM_034650042.1
OG0002811	transcript_ENSUAMT00000029632	rna-XM_011223514.3
OG0002812	transcript_ENSUAMT00000022287	rna-XM_034642533.1
OG0002813	transcript_ENSUAMT00000028328, transcript_ENSUAMT00000028326	rna-XM_034642788.1
OG0002814	transcript_ENSUAMT00000016764	rna-XM_002926363.4
OG0002815	transcript_ENSUAMT00000020846, transcript_ENSUAMT00000004975	rna-XM_034643300.1
OG0002816	transcript_ENSUAMT00000013131	rna-XM_034642217.1, rna-XM_034642216.1
OG0002817	transcript_ENSUAMT00000033274	rna-XM_034643202.1
OG0002818	transcript_ENSUAMT00000006864	rna-XM_034651256.1, rna-XM_034651277.1
OG0002820	transcript_ENSUAMT00000026535	rna-XM_034650355.1, rna-XM_002920697.4
OG0002821	transcript_ENSUAMT00000029557	rna-XM_034651858.1, rna-XM_034667499.1
OG0002822	transcript_ENSUAMT00000018736	rna-XM_002921198.4
OG0002823	transcript_ENSUAMT00000036761	rna-XM_034650778.1, rna-XM_019798354.2
OG0002824	transcript_ENSUAMT00000017137	rna-XM_002916656.4, rna-XM_034652522.1
OG0002825	transcript_ENSUAMT00000007445	rna-XM_034666458.1, rna-XM_034653210.1
OG0002826	transcript_ENSUAMT00000030052	rna-XM_034650781.1, rna-XM_034645203.1
OG0002827	transcript_ENSUAMT00000032442	rna-XM_034666628.1, rna-XM_034652027.1
OG0002828	transcript_ENSUAMT00000003999	rna-XM_034647265.1
OG0002829	transcript_ENSUAMT00000037682	rna-XM_034651751.1, rna-XM_002924832.2
OG0002830	transcript_ENSUAMT00000037684	rna-XM_002924840.4, rna-XM_034651840.1
OG0002831	transcript_ENSUAMT00000037685	rna-XM_034651750.1, rna-XM_002924839.2
OG0002832	transcript_ENSUAMT00000020512	rna-XM_034669552.1, rna-XM_034653088.1
OG0002833	transcript_ENSUAMT00000001506	rna-XM_011237515.3, rna-XM_034650542.1
OG0002834	transcript_ENSUAMT00000030249	rna-XM_002920852.4
OG0002835	transcript_ENSUAMT00000029535	rna-XM_034651121.1, rna-XM_002916552.4
OG0002836	transcript_ENSUAMT00000010025	rna-XM_034650967.1, rna-XM_034650966.1
OG0002837	transcript_ENSUAMT00000003358, transcript_ENSUAMT00000004055	rna-XM_002926887.2
OG0002838	transcript_ENSUAMT00000019784	rna-XM_019809062.2
OG0002839	transcript_ENSUAMT00000019708	rna-XM_002928324.4
OG0002840	transcript_ENSUAMT00000041228	rna-XM_034640599.1
OG0002841	transcript_ENSUAMT00000003198	rna-XM_034640273.1
OG0002842	transcript_ENSUAMT00000016671, transcript_ENSUAMT00000003404	rna-XM_019806887.2
OG0002843	transcript_ENSUAMT00000026304	rna-XM_002912374.4
OG0002844	transcript_ENSUAMT00000026312, transcript_ENSUAMT00000002247	rna-XM_034640115.1
OG0002845	transcript_ENSUAMT00000007521, transcript_ENSUAMT00000026315	rna-XM_002912335.4
OG0002846	transcript_ENSUAMT00000009514	rna-XM_034641853.1, rna-XM_019803315.2
OG0002847	transcript_ENSUAMT00000026969	rna-XM_002912344.4
OG0002848	transcript_ENSUAMT00000032499	rna-XM_034640458.1
OG0002849	transcript_ENSUAMT00000020023	rna-XM_034640450.1
OG0002850	transcript_ENSUAMT00000013531	rna-XM_002931082.4
OG0002851	transcript_ENSUAMT00000005511	rna-XM_002924888.4
OG0002852	transcript_ENSUAMT00000033468	rna-XM_019804978.2
OG0002853	transcript_ENSUAMT00000013433, transcript_ENSUAMT00000013427	rna-XM_034641783.1
OG0002854	transcript_ENSUAMT00000031134	rna-XM_034639909.1
OG0002855	transcript_ENSUAMT00000005428	rna-XM_002923324.4
OG0002856	transcript_ENSUAMT00000033838, transcript_ENSUAMT00000002762	rna-XM_002916826.4
OG0002857	transcript_ENSUAMT00000007176, transcript_ENSUAMT00000011871	rna-NM_001304923.1
OG0002858	transcript_ENSUAMT00000029371, transcript_ENSUAMT00000038790	rna-XM_002916804.4
OG0002859	transcript_ENSUAMT00000012950	rna-XM_002929355.4
OG0002860	transcript_ENSUAMT00000039537, transcript_ENSUAMT00000021828	rna-XM_019810053.2
OG0002861	transcript_ENSUAMT00000022638, transcript_ENSUAMT00000005665	rna-XM_011231981.3
OG0002862	transcript_ENSUAMT00000022645	rna-XM_002924939.4
OG0002863	transcript_ENSUAMT00000025399	rna-XM_034640684.1
OG0002864	transcript_ENSUAMT00000035901	rna-XM_034640685.1, rna-XM_034641280.1
OG0002865	transcript_ENSUAMT00000035894, transcript_ENSUAMT00000040818	rna-XM_034640407.1
OG0002866	transcript_ENSUAMT00000035461	rna-XM_034652542.1, rna-XM_002922167.4
OG0002867	transcript_ENSUAMT00000018541	rna-XM_002922149.4, rna-XM_034667254.1
OG0002868	transcript_ENSUAMT00000009727	rna-XM_034640780.1, rna-XM_034652611.1
OG0002869	transcript_ENSUAMT00000013263, transcript_ENSUAMT00000008219	rna-XM_034639790.1
OG0002870	transcript_ENSUAMT00000001278, transcript_ENSUAMT00000002976	rna-XM_011225658.3
OG0002871	transcript_ENSUAMT00000040031	rna-XM_002928778.4
OG0002872	transcript_ENSUAMT00000025674	rna-XM_002927489.3, rna-XM_034653120.1
OG0002873	transcript_ENSUAMT00000018140	rna-XM_034640707.1
OG0002874	transcript_ENSUAMT00000031887	rna-XM_019802610.2
OG0002875	transcript_ENSUAMT00000021397	rna-XM_034652139.1
OG0002876	transcript_ENSUAMT00000018581	rna-XM_034641090.1
OG0002877	transcript_ENSUAMT00000013737	rna-XM_002924521.4
OG0002878	transcript_ENSUAMT00000009815	rna-XM_002924517.4
OG0002879	transcript_ENSUAMT00000003673	rna-XM_034640645.1
OG0002880	transcript_ENSUAMT00000017702	rna-XM_034640309.1, rna-XM_034653104.1
OG0002881	transcript_ENSUAMT00000034434	rna-XM_034650870.1, rna-XM_034640291.1
OG0002882	transcript_ENSUAMT00000034433, transcript_ENSUAMT00000034430	rna-XM_019800297.2
OG0002883	transcript_ENSUAMT00000005311	rna-XM_034640425.1
OG0002884	transcript_ENSUAMT00000005630	rna-XM_019800349.2
OG0002885	transcript_ENSUAMT00000018896	rna-XM_002918384.4
OG0002886	transcript_ENSUAMT00000030650, transcript_ENSUAMT00000012426	rna-XM_002918374.4
OG0002887	transcript_ENSUAMT00000024067	rna-XM_034640162.1, rna-XM_034640161.1
OG0002888	transcript_ENSUAMT00000012785	rna-XM_034639830.1
OG0002889	transcript_ENSUAMT00000012965	rna-XM_034639820.1
OG0002890	transcript_ENSUAMT00000036467	rna-XM_011232961.3, rna-XM_034641345.1
OG0002891	transcript_ENSUAMT00000009231, transcript_ENSUAMT00000038622	rna-XM_034641570.1
OG0002892	transcript_ENSUAMT00000029392	rna-XM_002915519.4
OG0002893	transcript_ENSUAMT00000024993	rna-XM_002921215.4
OG0002894	transcript_ENSUAMT00000024988, transcript_ENSUAMT00000004175	rna-XM_034639931.1
OG0002895	transcript_ENSUAMT00000023511	rna-XM_034652215.1, rna-XM_002912972.4
OG0002896	transcript_ENSUAMT00000014291	rna-XM_034641473.1
OG0002897	transcript_ENSUAMT00000035846, transcript_ENSUAMT00000030499	rna-XM_002912979.4
OG0002898	transcript_ENSUAMT00000030490	rna-XM_002913001.4
OG0002899	transcript_ENSUAMT00000037228	rna-XM_034650513.1, rna-XM_034640910.1
OG0002900	transcript_ENSUAMT00000025191	rna-XM_034639852.1
OG0002901	transcript_ENSUAMT00000025180	rna-XM_002917374.4
OG0002902	transcript_ENSUAMT00000010096, transcript_ENSUAMT00000039564, transcript_ENSUAMT00000024314	rna-XM_034640620.1
OG0002903	transcript_ENSUAMT00000007161, transcript_ENSUAMT00000035265	rna-XM_034641310.1
OG0002904	transcript_ENSUAMT00000011377	rna-XM_034641620.1
OG0002905	transcript_ENSUAMT00000033596	rna-XM_034650786.1, rna-XM_002915149.4
OG0002906	transcript_ENSUAMT00000018984	rna-XM_034641711.1
OG0002907	transcript_ENSUAMT00000014524	rna-XM_011221266.3
OG0002908	transcript_ENSUAMT00000014512	rna-XM_019796619.2
OG0002909	transcript_ENSUAMT00000010791	rna-XM_011221255.3
OG0002910	transcript_ENSUAMT00000009278	rna-XM_034652371.1, rna-XM_019796571.2
OG0002911	transcript_ENSUAMT00000038418	rna-XM_019798636.1, rna-XM_002918266.3
OG0002912	transcript_ENSUAMT00000034058, transcript_ENSUAMT00000034057	rna-XM_002918267.3
OG0002914	transcript_ENSUAMT00000007788, transcript_ENSUAMT00000008799	rna-XM_011224402.3
OG0002915	transcript_ENSUAMT00000007842	rna-XM_002918779.3
OG0002916	transcript_ENSUAMT00000039461	rna-XM_002918787.3, rna-XM_034641604.1
OG0002917	transcript_ENSUAMT00000006297	rna-XM_034640277.1, rna-XM_034650643.1
OG0002918	transcript_ENSUAMT00000011868	rna-XM_034653105.1, rna-XM_019793416.2
OG0002919	transcript_ENSUAMT00000020904, transcript_ENSUAMT00000001319	rna-XM_011234247.3
OG0002920	transcript_ENSUAMT00000037406, transcript_ENSUAMT00000003795	rna-XM_019805777.2
OG0002921	transcript_ENSUAMT00000008484, transcript_ENSUAMT00000036008	rna-XM_034641613.1
OG0002922	transcript_ENSUAMT00000013870	rna-XM_034650965.1, rna-XM_002927024.4
OG0002923	transcript_ENSUAMT00000024776	rna-XM_034652897.1, rna-XM_034656045.1
OG0002924	transcript_ENSUAMT00000020606	rna-XM_034652877.1, rna-XM_002924266.4
OG0002925	transcript_ENSUAMT00000017365, transcript_ENSUAMT00000017370	rna-XM_002931009.4
OG0002926	transcript_ENSUAMT00000008637	rna-XM_034650945.1, rna-XM_011231612.1
OG0002927	transcript_ENSUAMT00000004566	rna-XM_002915309.4, rna-XM_034652464.1
OG0002929	transcript_ENSUAMT00000017978	rna-XM_034653028.1, rna-XM_002929443.4
OG0002930	transcript_ENSUAMT00000004543	rna-XM_034653310.1, rna-XM_034655873.1
OG0002931	transcript_ENSUAMT00000007467, transcript_ENSUAMT00000030859	rna-XM_034652057.1
OG0002932	transcript_ENSUAMT00000016910	rna-XM_019800572.2, rna-XM_034652319.1
OG0002933	transcript_ENSUAMT00000008961	rna-XM_034651552.1, rna-XM_002919687.4
