Orthogroup	ursAme.longCDS.prots	ursMar.longCDS.prots
OG0003400	transcript_ENSUAMT00000035556	rna31739
OG0003401	transcript_ENSUAMT00000035571	rna31749
OG0003402	transcript_ENSUAMT00000035696	rna31752
OG0003403	transcript_ENSUAMT00000009315	rna31761
OG0003404	transcript_ENSUAMT00000008735	rna31763
OG0003405	transcript_ENSUAMT00000003013, transcript_ENSUAMT00000005016	rna33432
OG0003406	transcript_ENSUAMT00000034111	rna1569
OG0003407	transcript_ENSUAMT00000003903, transcript_ENSUAMT00000003021	rna1533
OG0003408	transcript_ENSUAMT00000036417	rna35628, rna1517
OG0003409	transcript_ENSUAMT00000037175	rna32356, rna1502
OG0003410	transcript_ENSUAMT00000010004	rna19987
OG0003411	transcript_ENSUAMT00000009101	rna29290
OG0003413	transcript_ENSUAMT00000014127	rna28767
OG0003414	transcript_ENSUAMT00000023497	rna28764
OG0003415	transcript_ENSUAMT00000023499	rna28763
OG0003416	transcript_ENSUAMT00000008202	rna31814
OG0003417	transcript_ENSUAMT00000030531	rna31821
OG0003418	transcript_ENSUAMT00000036732	rna13397
OG0003419	transcript_ENSUAMT00000015259, transcript_ENSUAMT00000032268	rna33929
OG0003420	transcript_ENSUAMT00000028551, transcript_ENSUAMT00000022725	rna33992
OG0003421	transcript_ENSUAMT00000004442	rna28905
OG0003422	transcript_ENSUAMT00000041137, transcript_ENSUAMT00000022978	rna28942
OG0003423	transcript_ENSUAMT00000012148	rna28952
OG0003424	transcript_ENSUAMT00000026753, transcript_ENSUAMT00000026750	rna6495
OG0003425	transcript_ENSUAMT00000026130, transcript_ENSUAMT00000039457	rna33979
OG0003426	transcript_ENSUAMT00000008507	rna6070
OG0003427	transcript_ENSUAMT00000017504	rna33152
OG0003428	transcript_ENSUAMT00000005237, transcript_ENSUAMT00000001398	rna33178
OG0003429	transcript_ENSUAMT00000038825	rna33194
OG0003430	transcript_ENSUAMT00000027890	rna33208
OG0003431	transcript_ENSUAMT00000027888	rna33209
OG0003432	transcript_ENSUAMT00000027822	rna33212
OG0003433	transcript_ENSUAMT00000024564	rna33221
OG0003434	transcript_ENSUAMT00000014154	rna33227
OG0003435	transcript_ENSUAMT00000007450, transcript_ENSUAMT00000000819	rna33235
OG0003436	transcript_ENSUAMT00000037289	rna33246
OG0003437	transcript_ENSUAMT00000005806, transcript_ENSUAMT00000027523	rna24062
OG0003438	transcript_ENSUAMT00000021038	rna24013
OG0003439	transcript_ENSUAMT00000041318	rna24012
OG0003440	transcript_ENSUAMT00000041573	rna24002
OG0003441	transcript_ENSUAMT00000041722	rna23971
OG0003442	transcript_ENSUAMT00000014799, transcript_ENSUAMT00000036622	rna24151
OG0003443	transcript_ENSUAMT00000004702, transcript_ENSUAMT00000015915	rna29283
OG0003444	transcript_ENSUAMT00000024209	rna29284
OG0003445	transcript_ENSUAMT00000003608	rna31108
OG0003446	transcript_ENSUAMT00000018144, transcript_ENSUAMT00000012903	rna31067
OG0003447	transcript_ENSUAMT00000023860, transcript_ENSUAMT00000027312	rna31048
OG0003448	transcript_ENSUAMT00000005135, transcript_ENSUAMT00000032874	rna31038
OG0003449	transcript_ENSUAMT00000041358	rna31020
OG0003450	transcript_ENSUAMT00000032015, transcript_ENSUAMT00000040030	rna31011
OG0003451	transcript_ENSUAMT00000041775	rna31272
OG0003452	transcript_ENSUAMT00000010037, transcript_ENSUAMT00000021821	rna31244
OG0003453	transcript_ENSUAMT00000034692	rna31230
OG0003454	transcript_ENSUAMT00000039074	rna23808
OG0003455	transcript_ENSUAMT00000017469	rna31217
OG0003456	transcript_ENSUAMT00000017442, transcript_ENSUAMT00000017436	rna27594
OG0003457	transcript_ENSUAMT00000041427	rna27652, rna32375
OG0003458	transcript_ENSUAMT00000000327	rna27686
OG0003459	transcript_ENSUAMT00000005829	rna27729
OG0003460	transcript_ENSUAMT00000014347	rna27754
OG0003461	transcript_ENSUAMT00000005897	rna27783
OG0003462	transcript_ENSUAMT00000015087	rna27819
OG0003463	transcript_ENSUAMT00000039917	rna2976
OG0003464	transcript_ENSUAMT00000002678	rna2983
OG0003465	transcript_ENSUAMT00000036135	rna2995
OG0003466	transcript_ENSUAMT00000005949, transcript_ENSUAMT00000020494	rna25822
OG0003467	transcript_ENSUAMT00000022160, transcript_ENSUAMT00000005995	rna25816
OG0003468	transcript_ENSUAMT00000031254, transcript_ENSUAMT00000013460	rna25791
OG0003469	transcript_ENSUAMT00000021015	rna25781
OG0003470	transcript_ENSUAMT00000005664	rna25826
OG0003471	transcript_ENSUAMT00000034610	rna25862
OG0003472	transcript_ENSUAMT00000014712	rna25892
OG0003473	transcript_ENSUAMT00000037195	rna25897
OG0003474	transcript_ENSUAMT00000002049	rna5998
OG0003475	transcript_ENSUAMT00000016159	rna6036
OG0003476	transcript_ENSUAMT00000008495	rna6073
OG0003477	transcript_ENSUAMT00000023537	rna6167
OG0003478	transcript_ENSUAMT00000034561	rna6207
OG0003479	transcript_ENSUAMT00000006200, transcript_ENSUAMT00000034483	rna6296
OG0003480	transcript_ENSUAMT00000000636	rna6398
OG0003481	transcript_ENSUAMT00000009171, transcript_ENSUAMT00000009172	rna28372
OG0003482	transcript_ENSUAMT00000007353, transcript_ENSUAMT00000031034	rna28399
OG0003483	transcript_ENSUAMT00000031045	rna28402
OG0003484	transcript_ENSUAMT00000009502	rna28431
OG0003485	transcript_ENSUAMT00000031630	rna18858
OG0003486	transcript_ENSUAMT00000033228	rna18831
OG0003487	transcript_ENSUAMT00000019569, transcript_ENSUAMT00000011101	rna11732
OG0003488	transcript_ENSUAMT00000003325	rna8795
OG0003489	transcript_ENSUAMT00000037451, transcript_ENSUAMT00000037448	rna8772
OG0003490	transcript_ENSUAMT00000000985	rna7727
OG0003491	transcript_ENSUAMT00000031434	rna3643
OG0003492	transcript_ENSUAMT00000015227	rna7729
OG0003493	transcript_ENSUAMT00000000098	rna13221
OG0003494	transcript_ENSUAMT00000034072	rna13377
OG0003495	transcript_ENSUAMT00000031412	rna3652
OG0003496	transcript_ENSUAMT00000001983	rna26670
OG0003497	transcript_ENSUAMT00000001370	rna33225
OG0003498	transcript_ENSUAMT00000019201	rna31149
OG0003499	transcript_ENSUAMT00000033084, transcript_ENSUAMT00000023370	rna31152
OG0003500	transcript_ENSUAMT00000040005, transcript_ENSUAMT00000040004	rna32525
OG0003501	transcript_ENSUAMT00000029501	rna32458
OG0003502	transcript_ENSUAMT00000016666	rna32450
OG0003503	transcript_ENSUAMT00000028170	rna20790
OG0003504	transcript_ENSUAMT00000038716, transcript_ENSUAMT00000038256	rna20731
OG0003505	transcript_ENSUAMT00000039119	rna12350
OG0003506	transcript_ENSUAMT00000006656	rna12332
OG0003507	transcript_ENSUAMT00000007235, transcript_ENSUAMT00000001730	rna12320
OG0003508	transcript_ENSUAMT00000028562	rna12208
OG0003509	transcript_ENSUAMT00000005471	rna12062
OG0003510	transcript_ENSUAMT00000036425	rna12059
OG0003511	transcript_ENSUAMT00000038041	rna12032
OG0003512	transcript_ENSUAMT00000011203, transcript_ENSUAMT00000004411	rna22820
OG0003513	transcript_ENSUAMT00000005234, transcript_ENSUAMT00000023406	rna22881
OG0003514	transcript_ENSUAMT00000028690	rna22890
OG0003515	transcript_ENSUAMT00000009061, transcript_ENSUAMT00000009059	rna22913
OG0003516	transcript_ENSUAMT00000019167, transcript_ENSUAMT00000019176	rna22918
OG0003517	transcript_ENSUAMT00000019208	rna22928
OG0003518	transcript_ENSUAMT00000000023	rna27355
OG0003519	transcript_ENSUAMT00000006580	rna13159
OG0003520	transcript_ENSUAMT00000020268	rna13183
OG0003521	transcript_ENSUAMT00000035915	rna13225
OG0003522	transcript_ENSUAMT00000000989	rna13269
OG0003523	transcript_ENSUAMT00000028459, transcript_ENSUAMT00000028460	rna13294
OG0003524	transcript_ENSUAMT00000028088	rna13433
OG0003525	transcript_ENSUAMT00000005758	rna13487, rna35200
OG0003526	transcript_ENSUAMT00000032566	rna13612
OG0003527	transcript_ENSUAMT00000032548	rna13617
OG0003528	transcript_ENSUAMT00000003076	rna13622
OG0003529	transcript_ENSUAMT00000018496	rna13628
OG0003530	transcript_ENSUAMT00000021119	rna31696
OG0003531	transcript_ENSUAMT00000035859	rna33203
OG0003532	transcript_ENSUAMT00000037519	rna3706
OG0003533	transcript_ENSUAMT00000015745	rna19316
OG0003534	transcript_ENSUAMT00000020682	rna25069
OG0003535	transcript_ENSUAMT00000034988, transcript_ENSUAMT00000022080	rna27957
OG0003536	transcript_ENSUAMT00000002255	rna12767
OG0003537	transcript_ENSUAMT00000015863, transcript_ENSUAMT00000000405	rna12846
OG0003538	transcript_ENSUAMT00000022579	rna12848
OG0003539	transcript_ENSUAMT00000031569	rna12851
OG0003540	transcript_ENSUAMT00000013181	rna32660
OG0003541	transcript_ENSUAMT00000024005, transcript_ENSUAMT00000013190	rna32652
OG0003542	transcript_ENSUAMT00000030855	rna35937
OG0003543	transcript_ENSUAMT00000020705	rna3580
OG0003544	transcript_ENSUAMT00000020478	rna3587
OG0003545	transcript_ENSUAMT00000015100	rna3607
OG0003546	transcript_ENSUAMT00000039187	rna3625
OG0003547	transcript_ENSUAMT00000030195	rna3687
OG0003548	transcript_ENSUAMT00000018490	rna3726
OG0003549	transcript_ENSUAMT00000036901	rna3774
OG0003550	transcript_ENSUAMT00000034208	rna3786
OG0003551	transcript_ENSUAMT00000038747	rna3819
OG0003552	transcript_ENSUAMT00000002299	rna3842
OG0003554	transcript_ENSUAMT00000037137	rna7749
OG0003555	transcript_ENSUAMT00000006876, transcript_ENSUAMT00000004264	rna28339
OG0003556	transcript_ENSUAMT00000008596	rna28294
OG0003557	transcript_ENSUAMT00000038603	rna28266
OG0003558	transcript_ENSUAMT00000000560, transcript_ENSUAMT00000002531	rna32353
OG0003559	transcript_ENSUAMT00000003278, transcript_ENSUAMT00000038635	rna28236
OG0003560	transcript_ENSUAMT00000033025	rna28220
OG0003561	transcript_ENSUAMT00000027859	rna28142
OG0003562	transcript_ENSUAMT00000029498	rna28122
OG0003563	transcript_ENSUAMT00000029609, transcript_ENSUAMT00000029610	rna28097
OG0003564	transcript_ENSUAMT00000007007, transcript_ENSUAMT00000039604	rna28096
OG0003565	transcript_ENSUAMT00000035730, transcript_ENSUAMT00000016272	rna28078
OG0003566	transcript_ENSUAMT00000009462	rna28049
OG0003567	transcript_ENSUAMT00000037610, transcript_ENSUAMT00000032708	rna25252
OG0003568	transcript_ENSUAMT00000023517, transcript_ENSUAMT00000004287	rna25241
OG0003569	transcript_ENSUAMT00000014750	rna25234, rna15028
OG0003570	transcript_ENSUAMT00000014080	rna25224
OG0003571	transcript_ENSUAMT00000036665	rna25182
OG0003572	transcript_ENSUAMT00000028692	rna25159, rna25158
OG0003573	transcript_ENSUAMT00000002407	rna25100
OG0003574	transcript_ENSUAMT00000002442	rna25094
OG0003575	transcript_ENSUAMT00000022321	rna25080
OG0003582	transcript_ENSUAMT00000041694, transcript_ENSUAMT00000041695	rna12263
OG0003583	transcript_ENSUAMT00000007453, transcript_ENSUAMT00000004016	rna14577
OG0003592	transcript_ENSUAMT00000022863	gene25720, rna33460
OG0003597	transcript_ENSUAMT00000028412, transcript_ENSUAMT00000005006, transcript_ENSUAMT00000003988, transcript_ENSUAMT00000020897	rna23936
OG0003598	transcript_ENSUAMT00000022784, transcript_ENSUAMT00000003443, transcript_ENSUAMT00000005076, transcript_ENSUAMT00000021591	rna4793, rna35795
OG0003599	transcript_ENSUAMT00000017500	rna35794
OG0003599	transcript_ENSUAMT00000019229	rna33136
OG0003601	transcript_ENSUAMT00000012478, transcript_ENSUAMT00000001592, transcript_ENSUAMT00000016632	rna31847
OG0003602	transcript_ENSUAMT00000000561	rna31016
OG0003603	transcript_ENSUAMT00000034538	rna19768
OG0003605	transcript_ENSUAMT00000040149	rna15990
OG0003606	transcript_ENSUAMT00000025854	rna15987
OG0003607	transcript_ENSUAMT00000024770	rna15986
OG0003608	transcript_ENSUAMT00000038363	rna15985
OG0003609	transcript_ENSUAMT00000041199	rna15980
OG0003610	transcript_ENSUAMT00000027336	rna15968
OG0003611	transcript_ENSUAMT00000007817	rna15967
OG0003612	transcript_ENSUAMT00000014537	rna15965
OG0003613	transcript_ENSUAMT00000014538	rna15964
OG0003614	transcript_ENSUAMT00000014546	rna15963
OG0003615	transcript_ENSUAMT00000016306	rna15962
OG0003616	transcript_ENSUAMT00000016313	rna15960
OG0003617	transcript_ENSUAMT00000016318	rna15959
OG0003618	transcript_ENSUAMT00000016319	rna15958
OG0003619	transcript_ENSUAMT00000016349	rna15954
OG0003620	transcript_ENSUAMT00000016362	rna15953
OG0003621	transcript_ENSUAMT00000016383	rna15951
OG0003622	transcript_ENSUAMT00000016389	rna15950
OG0003623	transcript_ENSUAMT00000018739	rna15946
OG0003624	transcript_ENSUAMT00000033289	rna15941
OG0003625	transcript_ENSUAMT00000033291	rna15940
OG0003626	transcript_ENSUAMT00000010908	rna15939
OG0003627	transcript_ENSUAMT00000010974	rna15937
OG0003628	transcript_ENSUAMT00000029410	rna15928
OG0003629	transcript_ENSUAMT00000029401	rna15927
OG0003630	transcript_ENSUAMT00000029307	rna15922
OG0003631	transcript_ENSUAMT00000017970	rna15918
OG0003632	transcript_ENSUAMT00000033787	rna15916
OG0003633	transcript_ENSUAMT00000032633	rna15914
OG0003634	transcript_ENSUAMT00000023254	rna15913
OG0003635	transcript_ENSUAMT00000039658	rna15909
OG0003636	transcript_ENSUAMT00000039659	rna15906
OG0003637	transcript_ENSUAMT00000039718	rna15905
OG0003638	transcript_ENSUAMT00000005153	rna15904
OG0003639	transcript_ENSUAMT00000033998	rna15903
OG0003640	transcript_ENSUAMT00000012253	rna15899
OG0003641	transcript_ENSUAMT00000012249	rna15898
OG0003642	transcript_ENSUAMT00000012246	rna15897
OG0003643	transcript_ENSUAMT00000012242	rna15896
OG0003644	transcript_ENSUAMT00000012232	rna15894
OG0003645	transcript_ENSUAMT00000012231	rna15892
OG0003646	transcript_ENSUAMT00000015774	rna15890
OG0003647	transcript_ENSUAMT00000031689	rna15888
OG0003648	transcript_ENSUAMT00000031680	rna15887
OG0003649	transcript_ENSUAMT00000031255	rna15879
OG0003650	transcript_ENSUAMT00000031257	rna15874
OG0003651	transcript_ENSUAMT00000002195	rna15871
OG0003652	transcript_ENSUAMT00000016408	rna2762
OG0003653	transcript_ENSUAMT00000037573	rna15863
OG0003654	transcript_ENSUAMT00000037579	rna15858
OG0003655	transcript_ENSUAMT00000037582	rna15857
OG0003656	transcript_ENSUAMT00000037586	rna15856
OG0003657	transcript_ENSUAMT00000037604	rna15853
OG0003658	transcript_ENSUAMT00000037606	rna15851
OG0003659	transcript_ENSUAMT00000037608	rna15850
OG0003660	transcript_ENSUAMT00000037617	rna15847
OG0003661	transcript_ENSUAMT00000038391	rna15833
OG0003662	transcript_ENSUAMT00000038383	rna15832
OG0003663	transcript_ENSUAMT00000038379	rna15830
OG0003664	transcript_ENSUAMT00000034478	rna15826
OG0003665	transcript_ENSUAMT00000007600	rna15825
OG0003666	transcript_ENSUAMT00000009560	rna15824
OG0003667	transcript_ENSUAMT00000009552	rna15823
OG0003668	transcript_ENSUAMT00000009449	rna15822
OG0003669	transcript_ENSUAMT00000009437	rna15820
OG0003670	transcript_ENSUAMT00000009420	rna15814
OG0003671	transcript_ENSUAMT00000009271	rna15813
OG0003672	transcript_ENSUAMT00000009267	rna15812
OG0003673	transcript_ENSUAMT00000009262	rna15810
OG0003674	transcript_ENSUAMT00000038416	rna15802
OG0003675	transcript_ENSUAMT00000038419	rna15801
OG0003676	transcript_ENSUAMT00000038421	rna15800
OG0003677	transcript_ENSUAMT00000038422	rna15799
OG0003678	transcript_ENSUAMT00000038425	rna15798
OG0003679	transcript_ENSUAMT00000038427	rna15797
OG0003680	transcript_ENSUAMT00000038429	rna15795
OG0003681	transcript_ENSUAMT00000038431	rna15794
OG0003682	transcript_ENSUAMT00000007671	rna15793
OG0003683	transcript_ENSUAMT00000031526	rna15792
OG0003684	transcript_ENSUAMT00000002952	rna15790
OG0003685	transcript_ENSUAMT00000011836	rna15789
OG0003686	transcript_ENSUAMT00000011839	rna15788
OG0003687	transcript_ENSUAMT00000011885	rna15787
OG0003688	transcript_ENSUAMT00000011888	rna15785
OG0003689	transcript_ENSUAMT00000011890	rna15784
OG0003690	transcript_ENSUAMT00000000643	rna15780
OG0003691	transcript_ENSUAMT00000029119	rna15777
OG0003692	transcript_ENSUAMT00000029117	rna15776
OG0003693	transcript_ENSUAMT00000039746	rna15774
OG0003694	transcript_ENSUAMT00000039747	rna15772
OG0003695	transcript_ENSUAMT00000039743	rna15771
OG0003696	transcript_ENSUAMT00000032088	rna15769
OG0003697	transcript_ENSUAMT00000032085	rna15768
OG0003698	transcript_ENSUAMT00000032083	rna15766
OG0003699	transcript_ENSUAMT00000007121	rna15763
OG0003700	transcript_ENSUAMT00000035955	rna15762
OG0003701	transcript_ENSUAMT00000035938	rna15761
OG0003702	transcript_ENSUAMT00000035942	rna15760
OG0003703	transcript_ENSUAMT00000035946	rna15756
OG0003704	transcript_ENSUAMT00000012033	rna15746
OG0003705	transcript_ENSUAMT00000012030	rna15745
OG0003706	transcript_ENSUAMT00000012023	rna15742
OG0003707	transcript_ENSUAMT00000012020	rna15740
OG0003708	transcript_ENSUAMT00000012017	rna15735
OG0003709	transcript_ENSUAMT00000013721	rna15733
OG0003710	transcript_ENSUAMT00000007902	rna15725
OG0003711	transcript_ENSUAMT00000007912	rna15718
OG0003712	transcript_ENSUAMT00000026028	rna15715
OG0003713	transcript_ENSUAMT00000026027	rna15714
OG0003714	transcript_ENSUAMT00000026026	rna15713
OG0003715	transcript_ENSUAMT00000026018	rna15710
OG0003716	transcript_ENSUAMT00000026015	rna15709
OG0003717	transcript_ENSUAMT00000026012	rna15708
OG0003718	transcript_ENSUAMT00000014619	rna15702
OG0003719	transcript_ENSUAMT00000006253	rna15697
OG0003720	transcript_ENSUAMT00000006249	rna15696
OG0003721	transcript_ENSUAMT00000006243	rna15695
OG0003722	transcript_ENSUAMT00000006228	rna15693
OG0003723	transcript_ENSUAMT00000006176	rna15692
OG0003724	transcript_ENSUAMT00000005733	rna15691
OG0003725	transcript_ENSUAMT00000012610	rna15688
OG0003726	transcript_ENSUAMT00000020303	rna15685
OG0003727	transcript_ENSUAMT00000020148	rna15684
OG0003728	transcript_ENSUAMT00000020146	rna15683
OG0003729	transcript_ENSUAMT00000020144	rna15682
OG0003730	transcript_ENSUAMT00000020134	rna15681
OG0003731	transcript_ENSUAMT00000020126	rna15678
OG0003732	transcript_ENSUAMT00000020111	rna15673
OG0003733	transcript_ENSUAMT00000020109	rna15671
OG0003734	transcript_ENSUAMT00000024660	rna15665
OG0003735	transcript_ENSUAMT00000002941	rna15664
OG0003736	transcript_ENSUAMT00000001554	rna15661
OG0003737	transcript_ENSUAMT00000001536	rna15660
OG0003738	transcript_ENSUAMT00000001444	rna15659
OG0003739	transcript_ENSUAMT00000000364	rna15654
OG0003740	transcript_ENSUAMT00000000355	rna15653
OG0003741	transcript_ENSUAMT00000000306	rna15651
OG0003742	transcript_ENSUAMT00000021499	rna15650
OG0003743	transcript_ENSUAMT00000021543	rna15637
OG0003744	transcript_ENSUAMT00000014781	rna15623
OG0003745	transcript_ENSUAMT00000014784	rna15618
OG0003746	transcript_ENSUAMT00000030267	rna15617
OG0003747	transcript_ENSUAMT00000030264	rna15615
OG0003748	transcript_ENSUAMT00000028197	rna15613
OG0003749	transcript_ENSUAMT00000028196	rna15611
OG0003750	transcript_ENSUAMT00000028195	rna15610
OG0003751	transcript_ENSUAMT00000028194	rna15609
OG0003752	transcript_ENSUAMT00000028193	rna15608
OG0003753	transcript_ENSUAMT00000028192	rna15607
OG0003754	transcript_ENSUAMT00000034631	rna15606
OG0003755	transcript_ENSUAMT00000014193	rna15598
OG0003756	transcript_ENSUAMT00000002896	rna15594
OG0003757	transcript_ENSUAMT00000001431	rna15592
OG0003758	transcript_ENSUAMT00000001453	rna15591
OG0003759	transcript_ENSUAMT00000001471	rna15588
OG0003760	transcript_ENSUAMT00000017957	rna15585
OG0003761	transcript_ENSUAMT00000017954	rna15583
OG0003762	transcript_ENSUAMT00000004941	rna15578
OG0003763	transcript_ENSUAMT00000004947	rna15576
OG0003764	transcript_ENSUAMT00000011053	rna15574
OG0003765	transcript_ENSUAMT00000034525	rna15573
OG0003766	transcript_ENSUAMT00000022182	rna15571
OG0003767	transcript_ENSUAMT00000022185	rna15570
OG0003768	transcript_ENSUAMT00000029135	rna15566
OG0003769	transcript_ENSUAMT00000029130	rna15563
OG0003770	transcript_ENSUAMT00000029128	rna15555
OG0003771	transcript_ENSUAMT00000019896	rna15550
OG0003772	transcript_ENSUAMT00000019906	rna15549
OG0003773	transcript_ENSUAMT00000019908	rna15548
OG0003774	transcript_ENSUAMT00000019915	rna15547
OG0003775	transcript_ENSUAMT00000019919	rna15546
OG0003776	transcript_ENSUAMT00000019923	rna15545
OG0003777	transcript_ENSUAMT00000019931	rna15544
OG0003778	transcript_ENSUAMT00000019939	rna15543
OG0003779	transcript_ENSUAMT00000007980	rna15540
OG0003780	transcript_ENSUAMT00000004860	rna15539
OG0003781	transcript_ENSUAMT00000007957	rna15538
OG0003782	transcript_ENSUAMT00000007953	rna15537
OG0003783	transcript_ENSUAMT00000007935	rna15534
OG0003784	transcript_ENSUAMT00000027133	rna15526
OG0003786	transcript_ENSUAMT00000027124	rna15523
OG0003787	transcript_ENSUAMT00000025914	rna15522
OG0003788	transcript_ENSUAMT00000016017	rna15521
OG0003789	transcript_ENSUAMT00000000293	rna15509
OG0003790	transcript_ENSUAMT00000000278	rna15512
OG0003791	transcript_ENSUAMT00000000624	rna35138
OG0003792	transcript_ENSUAMT00000000652	rna35136
OG0003793	transcript_ENSUAMT00000000659	rna35135
OG0003794	transcript_ENSUAMT00000009757	rna35131
OG0003795	transcript_ENSUAMT00000040377	rna35130
OG0003796	transcript_ENSUAMT00000040376	rna35129
OG0003797	transcript_ENSUAMT00000040369	rna35126
OG0003798	transcript_ENSUAMT00000035411	rna35122
OG0003799	transcript_ENSUAMT00000035409	rna35114
OG0003800	transcript_ENSUAMT00000006022	rna21247
OG0003801	transcript_ENSUAMT00000006013	rna21243
OG0003802	transcript_ENSUAMT00000033957	rna21234
OG0003803	transcript_ENSUAMT00000033958	rna21232
OG0003804	transcript_ENSUAMT00000033962	rna21230
OG0003805	transcript_ENSUAMT00000033965	rna21228
OG0003806	transcript_ENSUAMT00000037882	rna21222
OG0003807	transcript_ENSUAMT00000037883	rna21220
OG0003808	transcript_ENSUAMT00000037887	rna21217
OG0003809	transcript_ENSUAMT00000011256	rna21216
OG0003810	transcript_ENSUAMT00000011251	rna21213
OG0003811	transcript_ENSUAMT00000011249	rna21210
OG0003812	transcript_ENSUAMT00000021899	rna21208
OG0003813	transcript_ENSUAMT00000000540	rna21205
OG0003814	transcript_ENSUAMT00000000527	rna21204
OG0003815	transcript_ENSUAMT00000000508	rna21201
OG0003816	transcript_ENSUAMT00000000462	rna21200
OG0003817	transcript_ENSUAMT00000000441	rna21199
OG0003818	transcript_ENSUAMT00000000360	rna21198
OG0003819	transcript_ENSUAMT00000036533	rna21186
OG0003820	transcript_ENSUAMT00000035157	rna21185
OG0003821	transcript_ENSUAMT00000001567	rna21183
OG0003822	transcript_ENSUAMT00000001555	rna21182
OG0003823	transcript_ENSUAMT00000001493	rna21181
OG0003824	transcript_ENSUAMT00000001124	rna21180
OG0003825	transcript_ENSUAMT00000000993	rna21179
OG0003826	transcript_ENSUAMT00000000986	rna21175
OG0003827	transcript_ENSUAMT00000000957	rna21174
OG0003828	transcript_ENSUAMT00000040283	rna21172
OG0003829	transcript_ENSUAMT00000010342	rna21169
OG0003830	transcript_ENSUAMT00000038762	rna21165
OG0003831	transcript_ENSUAMT00000038763	rna21162
OG0003832	transcript_ENSUAMT00000038764	rna21159
OG0003833	transcript_ENSUAMT00000038766	rna21157
OG0003834	transcript_ENSUAMT00000038769	rna21156
OG0003835	transcript_ENSUAMT00000039203	rna21155
OG0003836	transcript_ENSUAMT00000011499	rna21153
OG0003837	transcript_ENSUAMT00000011504	rna21152
OG0003838	transcript_ENSUAMT00000011511	rna21151
OG0003839	transcript_ENSUAMT00000016276	rna21149
OG0003840	transcript_ENSUAMT00000016273	rna21147
OG0003841	transcript_ENSUAMT00000027728	rna21146
OG0003842	transcript_ENSUAMT00000027725	rna21145
OG0003843	transcript_ENSUAMT00000027710	rna21141
OG0003844	transcript_ENSUAMT00000003888	rna21139
OG0003845	transcript_ENSUAMT00000025323	rna21138
OG0003846	transcript_ENSUAMT00000025319	rna21137
OG0003847	transcript_ENSUAMT00000025314	rna21136
OG0003848	transcript_ENSUAMT00000023793	rna21135
OG0003849	transcript_ENSUAMT00000023806	rna21134
OG0003850	transcript_ENSUAMT00000025229	rna21132
OG0003851	transcript_ENSUAMT00000025228	rna21126
OG0003852	transcript_ENSUAMT00000025217	rna21125
OG0003853	transcript_ENSUAMT00000016648	rna21121
OG0003854	transcript_ENSUAMT00000016661	rna21119
OG0003855	transcript_ENSUAMT00000011278	rna21114
OG0003856	transcript_ENSUAMT00000011255	rna21112
OG0003857	transcript_ENSUAMT00000011250	rna21110
OG0003858	transcript_ENSUAMT00000039926	rna21109
OG0003859	transcript_ENSUAMT00000039927	rna21108
OG0003860	transcript_ENSUAMT00000039928	rna21107
OG0003861	transcript_ENSUAMT00000016497	rna21094
OG0003862	transcript_ENSUAMT00000016538	rna21093
OG0003863	transcript_ENSUAMT00000016505	rna21091
OG0003864	transcript_ENSUAMT00000004695	rna21083
OG0003865	transcript_ENSUAMT00000004716	rna21082
OG0003866	transcript_ENSUAMT00000004741	rna21072
OG0003867	transcript_ENSUAMT00000005186	rna21071
OG0003868	transcript_ENSUAMT00000006834	rna21069
OG0003869	transcript_ENSUAMT00000038148	rna21067
OG0003870	transcript_ENSUAMT00000038172	rna21063
OG0003871	transcript_ENSUAMT00000038171	rna21061
OG0003872	transcript_ENSUAMT00000011759	rna21058
OG0003873	transcript_ENSUAMT00000041263	rna21054
OG0003874	transcript_ENSUAMT00000041264	rna21053
OG0003875	transcript_ENSUAMT00000027764	rna21050
OG0003876	transcript_ENSUAMT00000023583	rna21049
OG0003877	transcript_ENSUAMT00000028441	rna21040
OG0003878	transcript_ENSUAMT00000039612	rna21038
OG0003879	transcript_ENSUAMT00000039610	rna21037
OG0003880	transcript_ENSUAMT00000039608	rna21033
OG0003881	transcript_ENSUAMT00000039566	rna21032
OG0003882	transcript_ENSUAMT00000024810	rna21026
OG0003883	transcript_ENSUAMT00000038696	rna21024
OG0003884	transcript_ENSUAMT00000038693	rna21021
OG0003885	transcript_ENSUAMT00000000549	rna21018
OG0003886	transcript_ENSUAMT00000000592	rna21017
OG0003887	transcript_ENSUAMT00000000704	rna21011
OG0003888	transcript_ENSUAMT00000000711	rna21010
OG0003889	transcript_ENSUAMT00000003060	rna21004
OG0003890	transcript_ENSUAMT00000003348	rna21003
OG0003891	transcript_ENSUAMT00000003353	rna21001
OG0003892	transcript_ENSUAMT00000003359	rna21000
OG0003893	transcript_ENSUAMT00000026192	rna20999
OG0003894	transcript_ENSUAMT00000023861	rna20996
OG0003895	transcript_ENSUAMT00000022918	rna20990
OG0003896	transcript_ENSUAMT00000013527	rna20986
OG0003897	transcript_ENSUAMT00000013528	rna20983
OG0003898	transcript_ENSUAMT00000013533	rna20980
OG0003899	transcript_ENSUAMT00000023078	rna20979
OG0003900	transcript_ENSUAMT00000023285	rna20977
OG0003901	transcript_ENSUAMT00000006624	rna20973
OG0003902	transcript_ENSUAMT00000024060	rna20969
OG0003903	transcript_ENSUAMT00000024066	rna20966
