Orthogroup	ursAme.longCDS.prots	ursArc.longCDS.prots
OG0003102	transcript_ENSUAMT00000006145	rna33747
OG0003103	transcript_ENSUAMT00000003694	rna33706
OG0003104	transcript_ENSUAMT00000019723	rna33692
OG0003105	transcript_ENSUAMT00000011655	rna33683
OG0003106	transcript_ENSUAMT00000011661	rna33682
OG0003107	transcript_ENSUAMT00000011666	rna33676
OG0003108	transcript_ENSUAMT00000011942	rna33670
OG0003109	transcript_ENSUAMT00000035303	rna33624
OG0003110	transcript_ENSUAMT00000032043	rna33602
OG0003111	transcript_ENSUAMT00000040251	rna33580
OG0003112	transcript_ENSUAMT00000005862	rna33570
OG0003113	transcript_ENSUAMT00000008539	rna33567
OG0003114	transcript_ENSUAMT00000004884	rna33566
OG0003115	transcript_ENSUAMT00000035103	rna33551
OG0003116	transcript_ENSUAMT00000014135	rna33512
OG0003117	transcript_ENSUAMT00000014104	rna33500
OG0003118	transcript_ENSUAMT00000001714	rna33499
OG0003119	transcript_ENSUAMT00000022316	rna33469
OG0003120	transcript_ENSUAMT00000022783	rna33414
OG0003121	transcript_ENSUAMT00000030435	rna33382
OG0003122	transcript_ENSUAMT00000005737	rna33380
OG0003123	transcript_ENSUAMT00000006529	rna33318
OG0003124	transcript_ENSUAMT00000025253	rna53696, rna33294
OG0003125	transcript_ENSUAMT00000007461, transcript_ENSUAMT00000007460	rna54141
OG0003126	transcript_ENSUAMT00000017053, transcript_ENSUAMT00000013350	rna38694
OG0003127	transcript_ENSUAMT00000021574, transcript_ENSUAMT00000025784	rna38707
OG0003128	transcript_ENSUAMT00000009589	rna38738
OG0003129	transcript_ENSUAMT00000023314	rna27252, rna38819
OG0003130	transcript_ENSUAMT00000007312	rna38848
OG0003131	transcript_ENSUAMT00000010733, transcript_ENSUAMT00000010730	rna47791
OG0003132	transcript_ENSUAMT00000010755	rna47781
OG0003133	transcript_ENSUAMT00000010790	rna54201, rna47766
OG0003134	transcript_ENSUAMT00000018387	rna47729
OG0003135	transcript_ENSUAMT00000018391	rna47728
OG0003136	transcript_ENSUAMT00000005563	rna47691
OG0003137	transcript_ENSUAMT00000020325, transcript_ENSUAMT00000027664	rna47658
OG0003138	transcript_ENSUAMT00000018785	rna47651
OG0003139	transcript_ENSUAMT00000018755	rna47620
OG0003140	transcript_ENSUAMT00000018652, transcript_ENSUAMT00000018658	rna47590
OG0003141	transcript_ENSUAMT00000022272, transcript_ENSUAMT00000039884	rna47498
OG0003142	transcript_ENSUAMT00000003022	rna47476
OG0003143	transcript_ENSUAMT00000018601	rna28963
OG0003144	transcript_ENSUAMT00000035577	rna28908
OG0003145	transcript_ENSUAMT00000025390, transcript_ENSUAMT00000004322	rna4600
OG0003146	transcript_ENSUAMT00000032337	rna45595, rna28893
OG0003147	transcript_ENSUAMT00000024617	rna28767
OG0003148	transcript_ENSUAMT00000005595, transcript_ENSUAMT00000024618	rna28759
OG0003149	transcript_ENSUAMT00000021373	rna28660
OG0003150	transcript_ENSUAMT00000018136	rna51734, rna51775
OG0003151	transcript_ENSUAMT00000018154	rna51773, rna51732
OG0003152	transcript_ENSUAMT00000018165	rna51774, rna51733
OG0003153	transcript_ENSUAMT00000036132	rna51760, rna51725
OG0003154	transcript_ENSUAMT00000036129	rna51716, rna51753
OG0003155	transcript_ENSUAMT00000021147	rna51749, rna51712
OG0003156	transcript_ENSUAMT00000021149	rna51750, rna51713
OG0003157	transcript_ENSUAMT00000021146	rna51748, rna51711
OG0003158	transcript_ENSUAMT00000017789	rna51746, rna51709
OG0003159	transcript_ENSUAMT00000017760	rna51741, rna51705
OG0003160	transcript_ENSUAMT00000017696	rna51703, rna51736
OG0003161	transcript_ENSUAMT00000017694	rna51702, rna51735
OG0003162	transcript_ENSUAMT00000006096	rna20413
OG0003163	transcript_ENSUAMT00000008911	rna20436
OG0003164	transcript_ENSUAMT00000011928, transcript_ENSUAMT00000024347	rna20464
OG0003165	transcript_ENSUAMT00000036123	rna20516
OG0003166	transcript_ENSUAMT00000025645	rna20541
OG0003167	transcript_ENSUAMT00000025248	rna20599
OG0003168	transcript_ENSUAMT00000040044	rna20727
OG0003169	transcript_ENSUAMT00000040053	rna20732
OG0003170	transcript_ENSUAMT00000031713	rna20932
OG0003171	transcript_ENSUAMT00000008022	rna20978
OG0003172	transcript_ENSUAMT00000018292	rna20988
OG0003173	transcript_ENSUAMT00000024589	rna6717
OG0003174	transcript_ENSUAMT00000012873	rna21003
OG0003175	transcript_ENSUAMT00000012877	rna21004
OG0003176	transcript_ENSUAMT00000013111	rna21016
OG0003177	transcript_ENSUAMT00000032216	rna21028
OG0003178	transcript_ENSUAMT00000025532	rna50384
OG0003179	transcript_ENSUAMT00000023496	rna50377
OG0003180	transcript_ENSUAMT00000004174, transcript_ENSUAMT00000008151	rna50315
OG0003181	transcript_ENSUAMT00000012822	rna36094
OG0003182	transcript_ENSUAMT00000021704	rna38259
OG0003183	transcript_ENSUAMT00000033077	rna31047
OG0003184	transcript_ENSUAMT00000034653	rna22682
OG0003185	transcript_ENSUAMT00000037300	rna49651
OG0003186	transcript_ENSUAMT00000020656	rna31764
OG0003187	transcript_ENSUAMT00000037725	rna2956
OG0003188	transcript_ENSUAMT00000013388	rna25241
OG0003189	transcript_ENSUAMT00000023394	rna21838
OG0003190	transcript_ENSUAMT00000018700	rna21803
OG0003191	transcript_ENSUAMT00000011916	rna21674
OG0003192	transcript_ENSUAMT00000026509	rna21667
OG0003193	transcript_ENSUAMT00000036823, transcript_ENSUAMT00000004104	rna21640
OG0003194	transcript_ENSUAMT00000032145	rna21632
OG0003195	transcript_ENSUAMT00000025711	rna21618
OG0003196	transcript_ENSUAMT00000023632	rna21609
OG0003197	transcript_ENSUAMT00000014556	rna21607
OG0003198	transcript_ENSUAMT00000027285	rna21604
OG0003199	transcript_ENSUAMT00000027300	rna21602
OG0003200	transcript_ENSUAMT00000004519	rna21555
OG0003201	transcript_ENSUAMT00000004516	rna21552
OG0003202	transcript_ENSUAMT00000011090	rna21497, rna21498
OG0003203	transcript_ENSUAMT00000020469	rna21464
OG0003204	transcript_ENSUAMT00000004751, transcript_ENSUAMT00000027993	rna21371
OG0003206	transcript_ENSUAMT00000031465	rna21321
OG0003207	transcript_ENSUAMT00000025325	rna21303
OG0003208	transcript_ENSUAMT00000019815, transcript_ENSUAMT00000018005	rna21184
OG0003209	transcript_ENSUAMT00000038078	rna21080
OG0003210	transcript_ENSUAMT00000024283	rna21092
OG0003211	transcript_ENSUAMT00000039404	rna21099
OG0003212	transcript_ENSUAMT00000001938	rna36423
OG0003213	transcript_ENSUAMT00000034079, transcript_ENSUAMT00000034074	rna36414
OG0003214	transcript_ENSUAMT00000030803, transcript_ENSUAMT00000002686	rna36357
OG0003215	transcript_ENSUAMT00000025169	rna36297
OG0003216	transcript_ENSUAMT00000023432	rna36173
OG0003217	transcript_ENSUAMT00000026626	rna36154
OG0003218	transcript_ENSUAMT00000003332, transcript_ENSUAMT00000002757, transcript_ENSUAMT00000007473	rna36108
OG0003219	transcript_ENSUAMT00000022609	rna54107, rna54108
OG0003220	transcript_ENSUAMT00000036583	rna48336
OG0003221	transcript_ENSUAMT00000011057	rna48347
OG0003222	transcript_ENSUAMT00000017367	rna48357
OG0003223	transcript_ENSUAMT00000024841	rna48398
OG0003224	transcript_ENSUAMT00000041809	rna26021
OG0003225	transcript_ENSUAMT00000013150	rna49894, rna49920
OG0003226	transcript_ENSUAMT00000022412	rna49926, rna49899
OG0003227	transcript_ENSUAMT00000008355	rna49901, rna49931
OG0003228	transcript_ENSUAMT00000008349	rna49902, rna49932
OG0003229	transcript_ENSUAMT00000027569	rna49910, rna49939
OG0003230	transcript_ENSUAMT00000027567	rna49940, rna49911
OG0003231	transcript_ENSUAMT00000021267	rna49915, rna49946
OG0003232	transcript_ENSUAMT00000032109	rna49949, rna49918
OG0003233	transcript_ENSUAMT00000035374	rna25919
OG0003234	transcript_ENSUAMT00000003033, transcript_ENSUAMT00000003208	rna25908
OG0003235	transcript_ENSUAMT00000030230	rna25653
OG0003236	transcript_ENSUAMT00000010114	rna25507
OG0003238	transcript_ENSUAMT00000006167	rna42682
OG0003239	transcript_ENSUAMT00000036494	rna42639
OG0003240	transcript_ENSUAMT00000036495	rna15260, rna42636
OG0003241	transcript_ENSUAMT00000025771	rna42625, rna42624
OG0003242	transcript_ENSUAMT00000036452	rna54008, rna54010
OG0003243	transcript_ENSUAMT00000036555	rna42536
OG0003244	transcript_ENSUAMT00000021389	rna35280
OG0003245	transcript_ENSUAMT00000016533	rna35217
OG0003246	transcript_ENSUAMT00000028281, transcript_ENSUAMT00000037277	rna49632
OG0003247	transcript_ENSUAMT00000037294	rna49645
OG0003248	transcript_ENSUAMT00000016997	rna49707
OG0003249	transcript_ENSUAMT00000016990	rna49712
OG0003250	transcript_ENSUAMT00000020549	rna47100
OG0003251	transcript_ENSUAMT00000018928	rna47120
OG0003252	transcript_ENSUAMT00000019383	rna47169
OG0003253	transcript_ENSUAMT00000019492	rna47204
OG0003254	transcript_ENSUAMT00000029555	rna47227
OG0003255	transcript_ENSUAMT00000008647, transcript_ENSUAMT00000028421	rna47393
OG0003256	transcript_ENSUAMT00000040403	rna38543
OG0003257	transcript_ENSUAMT00000025510, transcript_ENSUAMT00000025509	rna38533
OG0003258	transcript_ENSUAMT00000031849	rna38514
OG0003259	transcript_ENSUAMT00000018021, transcript_ENSUAMT00000018019	rna38484
OG0003260	transcript_ENSUAMT00000018024, transcript_ENSUAMT00000041776	rna38483
OG0003261	transcript_ENSUAMT00000034903	rna38467
OG0003262	transcript_ENSUAMT00000034901	rna38461
OG0003263	transcript_ENSUAMT00000025752	rna38449
OG0003264	transcript_ENSUAMT00000017040	rna38325
OG0003265	transcript_ENSUAMT00000035053	rna38282
OG0003266	transcript_ENSUAMT00000021181	rna38270
OG0003267	transcript_ENSUAMT00000041768	rna38245
OG0003268	transcript_ENSUAMT00000017289	rna38228
OG0003269	transcript_ENSUAMT00000028432	rna38139
OG0003270	transcript_ENSUAMT00000021174	rna38106
OG0003271	transcript_ENSUAMT00000004214	rna38095
OG0003272	transcript_ENSUAMT00000034391	rna38089
OG0003273	transcript_ENSUAMT00000035851	rna14246
OG0003274	transcript_ENSUAMT00000003222	rna26125, rna14161
OG0003275	transcript_ENSUAMT00000035844	rna26239
OG0003276	transcript_ENSUAMT00000001339, transcript_ENSUAMT00000037748	rna26295
OG0003277	transcript_ENSUAMT00000038926, transcript_ENSUAMT00000015858	rna26416
OG0003278	transcript_ENSUAMT00000017904, transcript_ENSUAMT00000025060	rna26514
OG0003279	transcript_ENSUAMT00000002154	rna26536
OG0003280	transcript_ENSUAMT00000012268	rna26594
OG0003281	transcript_ENSUAMT00000016372	rna25428
OG0003282	transcript_ENSUAMT00000021125	rna25305
OG0003283	transcript_ENSUAMT00000013053	rna25174
OG0003284	transcript_ENSUAMT00000000096	rna25124
OG0003285	transcript_ENSUAMT00000034661	rna25119
OG0003286	transcript_ENSUAMT00000036142	rna25076
OG0003287	transcript_ENSUAMT00000001700	rna32045
OG0003288	transcript_ENSUAMT00000000661, transcript_ENSUAMT00000008018	rna31898
OG0003289	transcript_ENSUAMT00000020197	rna48096
OG0003290	transcript_ENSUAMT00000029473	rna48147
OG0003291	transcript_ENSUAMT00000030745	rna48247
OG0003292	transcript_ENSUAMT00000017349	rna2734
OG0003293	transcript_ENSUAMT00000027770	rna53923
OG0003294	transcript_ENSUAMT00000011690	rna48690
OG0003295	transcript_ENSUAMT00000038366	rna41340
OG0003296	transcript_ENSUAMT00000035691	rna48805
OG0003297	transcript_ENSUAMT00000020505, transcript_ENSUAMT00000031951	rna22466
OG0003298	transcript_ENSUAMT00000000714	rna22416
OG0003299	transcript_ENSUAMT00000000767, transcript_ENSUAMT00000029984	rna22329
OG0003300	transcript_ENSUAMT00000037506	rna22288
OG0003301	transcript_ENSUAMT00000024997	rna22237
OG0003302	transcript_ENSUAMT00000000914, transcript_ENSUAMT00000000896	rna22232
OG0003303	transcript_ENSUAMT00000035385, transcript_ENSUAMT00000038600	rna22136
OG0003304	transcript_ENSUAMT00000038605	rna22134
OG0003305	transcript_ENSUAMT00000006373	rna22089
OG0003306	transcript_ENSUAMT00000006383	rna22086
OG0003307	transcript_ENSUAMT00000019355	rna22015
OG0003308	transcript_ENSUAMT00000019078	rna22005
OG0003309	transcript_ENSUAMT00000030216	rna21986
OG0003310	transcript_ENSUAMT00000012453, transcript_ENSUAMT00000012461	rna21978
OG0003311	transcript_ENSUAMT00000007050	rna21893
OG0003312	transcript_ENSUAMT00000032669	rna21878
OG0003313	transcript_ENSUAMT00000033765	rna21870
OG0003314	transcript_ENSUAMT00000016963	rna31208
OG0003315	transcript_ENSUAMT00000026242	rna31211
OG0003316	transcript_ENSUAMT00000005232, transcript_ENSUAMT00000004156	rna31435
OG0003317	transcript_ENSUAMT00000005229	rna31440
OG0003318	transcript_ENSUAMT00000034813, transcript_ENSUAMT00000003829	rna31455
OG0003319	transcript_ENSUAMT00000003835, transcript_ENSUAMT00000034811	rna31456
OG0003320	transcript_ENSUAMT00000029148	rna31523
OG0003321	transcript_ENSUAMT00000023138, transcript_ENSUAMT00000041441	rna31596
OG0003322	transcript_ENSUAMT00000038793	rna31604
OG0003323	transcript_ENSUAMT00000041359	rna31663
OG0003324	transcript_ENSUAMT00000011508	rna31685
OG0003325	transcript_ENSUAMT00000026587, transcript_ENSUAMT00000026584	rna31773
OG0003326	transcript_ENSUAMT00000013324	rna52791, rna52708
OG0003327	transcript_ENSUAMT00000013317	rna52793, rna52711
OG0003328	transcript_ENSUAMT00000013289	rna52797, rna52715
OG0003329	transcript_ENSUAMT00000013098	rna52717, rna52800
OG0003330	transcript_ENSUAMT00000006995	rna52804, rna52721
OG0003331	transcript_ENSUAMT00000000696	rna52725, rna52808
OG0003332	transcript_ENSUAMT00000000027	rna52812, rna52726
OG0003333	transcript_ENSUAMT00000038115	rna52817, rna52727
OG0003334	transcript_ENSUAMT00000027979	rna52729, rna52819
OG0003335	transcript_ENSUAMT00000027977	rna52735, rna52821
OG0003336	transcript_ENSUAMT00000027975	rna52742, rna52826
OG0003337	transcript_ENSUAMT00000002036	rna52753, rna52837
OG0003338	transcript_ENSUAMT00000002047	rna52754, rna52838
OG0003339	transcript_ENSUAMT00000002061	rna52756, rna52839
OG0003340	transcript_ENSUAMT00000002077	rna52759, rna52842
OG0003341	transcript_ENSUAMT00000002241	rna52763, rna52847
OG0003342	transcript_ENSUAMT00000002250	rna52849, rna52764
OG0003343	transcript_ENSUAMT00000002271	rna52851, rna52765
OG0003344	transcript_ENSUAMT00000032800	rna52860, rna52774
OG0003345	transcript_ENSUAMT00000032799	rna52775, rna52863
OG0003346	transcript_ENSUAMT00000032788	rna52778, rna52866
OG0003347	transcript_ENSUAMT00000032781	rna52874, rna52786
OG0003348	transcript_ENSUAMT00000031191	rna52385, rna52454
OG0003349	transcript_ENSUAMT00000031196	rna52460, rna52390
OG0003350	transcript_ENSUAMT00000031093	rna52391, rna52461
OG0003351	transcript_ENSUAMT00000031091	rna52392, rna52462
OG0003352	transcript_ENSUAMT00000031089	rna52463, rna52393
OG0003353	transcript_ENSUAMT00000031088	rna52394, rna52464
OG0003354	transcript_ENSUAMT00000031084	rna52396, rna52465
OG0003355	transcript_ENSUAMT00000031082	rna52469, rna52400
OG0003356	transcript_ENSUAMT00000031080	rna52401, rna52471
OG0003357	transcript_ENSUAMT00000031078	rna52402
OG0003357	transcript_ENSUAMT00000031076	rna52472
OG0003358	transcript_ENSUAMT00000031073	rna52473, rna52403
OG0003359	transcript_ENSUAMT00000031069	rna52475, rna52414
OG0003360	transcript_ENSUAMT00000031066	rna52477, rna52416
OG0003361	transcript_ENSUAMT00000031063	rna52417, rna52478
OG0003362	transcript_ENSUAMT00000031035	rna52484, rna52423
OG0003363	transcript_ENSUAMT00000020818	rna52425, rna52485
OG0003364	transcript_ENSUAMT00000020821	rna52493, rna52433
OG0003365	transcript_ENSUAMT00000020822	rna52434, rna52494
OG0003366	transcript_ENSUAMT00000018193	rna52441, rna52501
OG0003367	transcript_ENSUAMT00000018190	rna52502, rna52442
OG0003368	transcript_ENSUAMT00000018186	rna52503, rna52443
OG0003369	transcript_ENSUAMT00000018174	rna52506, rna52446
OG0003370	transcript_ENSUAMT00000026165	rna52507, rna52448
OG0003371	transcript_ENSUAMT00000019682	rna6898
OG0003372	transcript_ENSUAMT00000025762, transcript_ENSUAMT00000023917	rna6934
OG0003373	transcript_ENSUAMT00000019907	rna7034, rna2863
OG0003374	transcript_ENSUAMT00000010683	rna7133
OG0003375	transcript_ENSUAMT00000001642	rna7312
OG0003376	transcript_ENSUAMT00000006715, transcript_ENSUAMT00000034870	rna7346
OG0003377	transcript_ENSUAMT00000024662, transcript_ENSUAMT00000013470	rna7393
OG0003378	transcript_ENSUAMT00000003746	rna7404
OG0003379	transcript_ENSUAMT00000015302	rna7471
OG0003380	transcript_ENSUAMT00000005964	rna7614
OG0003381	transcript_ENSUAMT00000019203, transcript_ENSUAMT00000032092	rna7626
OG0003382	transcript_ENSUAMT00000040517	rna7683
OG0003383	transcript_ENSUAMT00000013006	rna7708
OG0003384	transcript_ENSUAMT00000040289	rna53717, rna53719
OG0003385	transcript_ENSUAMT00000014474	rna51147
OG0003386	transcript_ENSUAMT00000008550	rna51190
OG0003387	transcript_ENSUAMT00000031547	rna53251
OG0003388	transcript_ENSUAMT00000003225	rna53260
OG0003389	transcript_ENSUAMT00000015509	rna52553
OG0003391	transcript_ENSUAMT00000032695	rna48656, rna48655
OG0003392	transcript_ENSUAMT00000011680	rna48676
OG0003393	transcript_ENSUAMT00000008230	rna48691
OG0003394	transcript_ENSUAMT00000035634	rna48721
OG0003395	transcript_ENSUAMT00000000686, transcript_ENSUAMT00000010095	rna48748
OG0003396	transcript_ENSUAMT00000034819	rna48757
OG0003397	transcript_ENSUAMT00000034933	rna48771
OG0003398	transcript_ENSUAMT00000034937	rna48774
OG0003399	transcript_ENSUAMT00000034938	rna48775
OG0003400	transcript_ENSUAMT00000035556	rna48787
OG0003401	transcript_ENSUAMT00000037087, transcript_ENSUAMT00000035571	rna48800
OG0003402	transcript_ENSUAMT00000035696	rna48812
OG0003403	transcript_ENSUAMT00000009315	rna48826
OG0003404	transcript_ENSUAMT00000007904, transcript_ENSUAMT00000008735	rna48829
OG0003405	transcript_ENSUAMT00000003013, transcript_ENSUAMT00000005016	rna30906
OG0003406	transcript_ENSUAMT00000034111	rna30939
OG0003407	transcript_ENSUAMT00000003903, transcript_ENSUAMT00000003021	rna30985
OG0003408	transcript_ENSUAMT00000036417	rna31007
OG0003409	transcript_ENSUAMT00000037175	rna31030
OG0003410	transcript_ENSUAMT00000010004	rna52608, rna52639
OG0003411	transcript_ENSUAMT00000009101	rna791
OG0003413	transcript_ENSUAMT00000014127	rna24766
OG0003414	transcript_ENSUAMT00000023497	rna24763
OG0003415	transcript_ENSUAMT00000023499	rna24762
OG0003416	transcript_ENSUAMT00000008202	rna24846
OG0003417	transcript_ENSUAMT00000030531	rna53127
OG0003417	transcript_ENSUAMT00000007526	rna24853
OG0003418	transcript_ENSUAMT00000036732	rna27549
OG0003419	transcript_ENSUAMT00000015259, transcript_ENSUAMT00000032268	rna24745
OG0003420	transcript_ENSUAMT00000028551, transcript_ENSUAMT00000022725	rna24637
OG0003421	transcript_ENSUAMT00000004442	rna47975
OG0003422	transcript_ENSUAMT00000041137, transcript_ENSUAMT00000022978	rna47926
OG0003423	transcript_ENSUAMT00000012863, transcript_ENSUAMT00000012148	rna47913
OG0003424	transcript_ENSUAMT00000026753, transcript_ENSUAMT00000026750	rna24541
OG0003425	transcript_ENSUAMT00000026130, transcript_ENSUAMT00000039457	rna24664
OG0003426	transcript_ENSUAMT00000008507	rna2238
OG0003427	transcript_ENSUAMT00000017504	rna1
OG0003428	transcript_ENSUAMT00000005237, transcript_ENSUAMT00000001398	rna61
OG0003429	transcript_ENSUAMT00000038825	rna80
OG0003430	transcript_ENSUAMT00000027890	rna119
OG0003431	transcript_ENSUAMT00000027888	rna121
OG0003432	transcript_ENSUAMT00000027822	rna124
OG0003433	transcript_ENSUAMT00000024564	rna146
OG0003434	transcript_ENSUAMT00000014154	rna155
OG0003435	transcript_ENSUAMT00000007450, transcript_ENSUAMT00000000819	rna164
OG0003436	transcript_ENSUAMT00000037289	rna183
OG0003437	transcript_ENSUAMT00000005806, transcript_ENSUAMT00000027523	rna255
OG0003438	transcript_ENSUAMT00000021038	rna328
OG0003439	transcript_ENSUAMT00000041318	rna330
OG0003440	transcript_ENSUAMT00000041573	rna340
OG0003441	transcript_ENSUAMT00000041722	rna368
OG0003442	transcript_ENSUAMT00000036622	rna679
OG0003443	transcript_ENSUAMT00000004702, transcript_ENSUAMT00000015915	rna801
OG0003444	transcript_ENSUAMT00000024209	rna804
OG0003445	transcript_ENSUAMT00000003608	rna934
OG0003446	transcript_ENSUAMT00000018144, transcript_ENSUAMT00000012903	rna999
OG0003447	transcript_ENSUAMT00000023860, transcript_ENSUAMT00000027312	rna1032
OG0003448	transcript_ENSUAMT00000005135, transcript_ENSUAMT00000032874	rna1039
OG0003449	transcript_ENSUAMT00000041358	rna1066
OG0003450	transcript_ENSUAMT00000032015, transcript_ENSUAMT00000040030	rna1092
OG0003451	transcript_ENSUAMT00000041775	rna1166
OG0003452	transcript_ENSUAMT00000010037, transcript_ENSUAMT00000021821	rna1186
OG0003453	transcript_ENSUAMT00000034692	rna1197
OG0003454	transcript_ENSUAMT00000039074	rna45673
OG0003455	transcript_ENSUAMT00000017469	rna1224
OG0003456	transcript_ENSUAMT00000017442, transcript_ENSUAMT00000017436	rna1237
OG0003457	transcript_ENSUAMT00000041427	rna1326
OG0003458	transcript_ENSUAMT00000000327	rna1368
OG0003459	transcript_ENSUAMT00000028813, transcript_ENSUAMT00000005829	rna1424
OG0003460	transcript_ENSUAMT00000014347	rna1458
OG0003461	transcript_ENSUAMT00000005897	rna1497
OG0003462	transcript_ENSUAMT00000015087	rna1548
OG0003463	transcript_ENSUAMT00000039917	rna12105
OG0003464	transcript_ENSUAMT00000002678	rna12092
OG0003465	transcript_ENSUAMT00000036135	rna12073, rna12071
OG0003466	transcript_ENSUAMT00000005949	rna1805
OG0003467	transcript_ENSUAMT00000022160, transcript_ENSUAMT00000005995	rna1789
OG0003468	transcript_ENSUAMT00000031254, transcript_ENSUAMT00000013460	rna1746
OG0003469	transcript_ENSUAMT00000021015	rna1729
OG0003470	transcript_ENSUAMT00000005664	rna1809
OG0003471	transcript_ENSUAMT00000034610	rna1852
OG0003472	transcript_ENSUAMT00000014712	rna1890
OG0003473	transcript_ENSUAMT00000037195	rna1899
OG0003474	transcript_ENSUAMT00000002049	rna2113
OG0003475	transcript_ENSUAMT00000016159	rna2173
OG0003476	transcript_ENSUAMT00000008495	rna2242
OG0003477	transcript_ENSUAMT00000023537	rna2378
OG0003478	transcript_ENSUAMT00000034561	rna2437
OG0003479	transcript_ENSUAMT00000006200, transcript_ENSUAMT00000034483	rna2573
OG0003480	transcript_ENSUAMT00000028706, transcript_ENSUAMT00000000636	rna2709
OG0003481	transcript_ENSUAMT00000009171, transcript_ENSUAMT00000009172	rna2799
OG0003482	transcript_ENSUAMT00000007353, transcript_ENSUAMT00000031034	rna2836
OG0003483	transcript_ENSUAMT00000039898, transcript_ENSUAMT00000031045	rna2839
OG0003484	transcript_ENSUAMT00000009502	rna2884
OG0003485	transcript_ENSUAMT00000031630	rna3243
OG0003486	transcript_ENSUAMT00000033228	rna40895
OG0003487	transcript_ENSUAMT00000019569, transcript_ENSUAMT00000011101	rna37051
OG0003488	transcript_ENSUAMT00000003325	rna41061
OG0003489	transcript_ENSUAMT00000037451, transcript_ENSUAMT00000037448	rna41099
OG0003490	transcript_ENSUAMT00000000985	rna15160
OG0003491	transcript_ENSUAMT00000031434	rna15595
OG0003492	transcript_ENSUAMT00000015227	rna15159
OG0003493	transcript_ENSUAMT00000000098	rna27809
OG0003494	transcript_ENSUAMT00000034072	rna27584
OG0003495	transcript_ENSUAMT00000031412	rna15578
OG0003496	transcript_ENSUAMT00000001983	rna52834
OG0003497	transcript_ENSUAMT00000001370	rna150
OG0003498	transcript_ENSUAMT00000019201	rna50992
OG0003499	transcript_ENSUAMT00000033084, transcript_ENSUAMT00000023370	rna50984
OG0003500	transcript_ENSUAMT00000040004	rna23918
OG0003501	transcript_ENSUAMT00000029501	rna24021
OG0003502	transcript_ENSUAMT00000016666	rna24036
OG0003503	transcript_ENSUAMT00000018102, transcript_ENSUAMT00000028170	rna24077
OG0003504	transcript_ENSUAMT00000038716, transcript_ENSUAMT00000038256	rna24174
OG0003505	transcript_ENSUAMT00000039119	rna24425
OG0003506	transcript_ENSUAMT00000006656	rna24467
OG0003507	transcript_ENSUAMT00000007235, transcript_ENSUAMT00000001730	rna24484
OG0003508	transcript_ENSUAMT00000028562	rna14079
OG0003509	transcript_ENSUAMT00000005471	rna13861
OG0003510	transcript_ENSUAMT00000036425	rna13856
OG0003511	transcript_ENSUAMT00000038049, transcript_ENSUAMT00000038041	rna13811
OG0003512	transcript_ENSUAMT00000004411	rna13630
OG0003513	transcript_ENSUAMT00000005234, transcript_ENSUAMT00000023406	rna13541
OG0003514	transcript_ENSUAMT00000028690	rna13528
OG0003515	transcript_ENSUAMT00000009061, transcript_ENSUAMT00000009059	rna13507
OG0003516	transcript_ENSUAMT00000019167, transcript_ENSUAMT00000019176	rna13500
OG0003517	transcript_ENSUAMT00000019208	rna13480
OG0003518	transcript_ENSUAMT00000000023	rna13300
OG0003519	transcript_ENSUAMT00000006580	rna27883
OG0003520	transcript_ENSUAMT00000020268	rna27851
OG0003521	transcript_ENSUAMT00000028225, transcript_ENSUAMT00000035915	rna27801
OG0003522	transcript_ENSUAMT00000000989	rna27726
OG0003523	transcript_ENSUAMT00000028459, transcript_ENSUAMT00000028460	rna27696
OG0003524	transcript_ENSUAMT00000028088	rna27493
OG0003525	transcript_ENSUAMT00000005758	rna23006
OG0003526	transcript_ENSUAMT00000032566	rna22805
OG0003527	transcript_ENSUAMT00000004382, transcript_ENSUAMT00000032548	rna22799
OG0003528	transcript_ENSUAMT00000003076	rna22785
OG0003529	transcript_ENSUAMT00000018496	rna22779
OG0003530	transcript_ENSUAMT00000021119	rna22601
OG0003531	transcript_ENSUAMT00000035859	rna98
OG0003532	transcript_ENSUAMT00000037519	rna15513
OG0003533	transcript_ENSUAMT00000015745	rna12343
OG0003534	transcript_ENSUAMT00000020682	rna40357
OG0003535	transcript_ENSUAMT00000034988, transcript_ENSUAMT00000022080	rna40491
OG0003536	transcript_ENSUAMT00000002255	rna40876
OG0003537	transcript_ENSUAMT00000015863, transcript_ENSUAMT00000000405	rna40765
OG0003538	transcript_ENSUAMT00000022579	rna40752
OG0003539	transcript_ENSUAMT00000031569	rna40747
OG0003540	transcript_ENSUAMT00000013181	rna52908
OG0003541	transcript_ENSUAMT00000024005, transcript_ENSUAMT00000013190	rna52911
OG0003542	transcript_ENSUAMT00000030855	rna45602
OG0003543	transcript_ENSUAMT00000020705	rna15672
OG0003544	transcript_ENSUAMT00000020478	rna15666
OG0003545	transcript_ENSUAMT00000015100	rna15638
OG0003546	transcript_ENSUAMT00000039187	rna15611
OG0003547	transcript_ENSUAMT00000030195	rna15527
OG0003548	transcript_ENSUAMT00000018490	rna15478
OG0003549	transcript_ENSUAMT00000036901	rna15409
OG0003550	transcript_ENSUAMT00000034208	rna15398
OG0003551	transcript_ENSUAMT00000038747	rna15349
OG0003552	transcript_ENSUAMT00000002299	rna15321
OG0003554	transcript_ENSUAMT00000037137	rna15138
OG0003555	transcript_ENSUAMT00000006876, transcript_ENSUAMT00000004264	rna15023
