Orthogroup	ursAme.longCDS.prots	homSap.longCDS.prots
OG0002667	transcript_ENSUAMT00000002756	ENST00000296266.7
OG0002668	transcript_ENSUAMT00000003412	ENST00000296271.3
OG0002669	transcript_ENSUAMT00000024515	ENST00000608606.1, ENST00000306077.4
OG0002670	transcript_ENSUAMT00000012110	ENST00000254508.6
OG0002671	transcript_ENSUAMT00000027107	ENST00000418265.1, ENST00000273541.12
OG0002672	transcript_ENSUAMT00000007163, transcript_ENSUAMT00000024546	ENST00000322623.9
OG0002674	transcript_ENSUAMT00000038068, transcript_ENSUAMT00000038071	ENST00000315891.10
OG0002675	transcript_ENSUAMT00000035603	ENST00000520429.5
OG0002676	transcript_ENSUAMT00000013725, transcript_ENSUAMT00000034568	ENST00000258424.2
OG0002677	transcript_ENSUAMT00000010643, transcript_ENSUAMT00000039670	ENST00000409105.5
OG0002678	transcript_ENSUAMT00000039665	ENST00000294947.2, ENST00000445927.6
OG0002679	transcript_ENSUAMT00000019831	ENST00000233146.6
OG0002680	transcript_ENSUAMT00000007637	ENST00000263634.7, ENST00000406625.5
OG0002681	transcript_ENSUAMT00000020843	ENST00000301998.4
OG0002682	transcript_ENSUAMT00000017791	ENST00000377957.3
OG0002683	transcript_ENSUAMT00000017825	ENST00000377938.2, ENST00000637675.1
OG0002684	transcript_ENSUAMT00000012542	ENST00000394295.5
OG0002685	transcript_ENSUAMT00000037775	ENST00000430566.5
OG0002686	transcript_ENSUAMT00000027006	ENST00000606025.5, ENST00000272438.8
OG0002687	transcript_ENSUAMT00000015799	ENST00000377712.3, ENST00000272425.3
OG0002688	transcript_ENSUAMT00000031385	ENST00000517883.2, ENST00000290390.9
OG0002689	transcript_ENSUAMT00000031375	ENST00000452361.5, ENST00000233331.11
OG0002690	transcript_ENSUAMT00000040496	ENST00000263867.8
OG0002691	transcript_ENSUAMT00000027746	ENST00000347055.3
OG0002692	transcript_ENSUAMT00000038331	ENST00000436451.2, ENST00000390256.2, ENST00000390244.2, ENST00000390271.2
OG0002693	transcript_ENSUAMT00000028337	ENST00000263334.9
OG0002694	transcript_ENSUAMT00000032620, transcript_ENSUAMT00000013575	ENST00000541869.5
OG0002695	transcript_ENSUAMT00000015590	ENST00000414820.5, ENST00000447036.5
OG0002696	transcript_ENSUAMT00000015961, transcript_ENSUAMT00000036608	ENST00000313117.10
OG0002697	transcript_ENSUAMT00000006447, transcript_ENSUAMT00000008535	ENST00000402297.5
OG0002698	transcript_ENSUAMT00000016180	ENST00000622030.1
OG0002699	transcript_ENSUAMT00000009608	ENST00000260570.7
OG0002700	transcript_ENSUAMT00000009395	ENST00000543753.5
OG0002701	transcript_ENSUAMT00000009378	ENST00000233575.6
OG0002702	transcript_ENSUAMT00000000713	ENST00000447619.5
OG0002703	transcript_ENSUAMT00000009076	ENST00000233121.6
OG0002704	transcript_ENSUAMT00000012192	ENST00000317799.9
OG0002705	transcript_ENSUAMT00000036948	ENST00000615575.4, ENST00000610442.1
OG0002706	transcript_ENSUAMT00000010995	ENST00000175091.4
OG0002707	transcript_ENSUAMT00000010992, transcript_ENSUAMT00000003897	ENST00000407540.7
OG0002708	transcript_ENSUAMT00000014771, transcript_ENSUAMT00000019671	ENST00000381525.7
OG0002709	transcript_ENSUAMT00000002867	ENST00000617249.4
OG0002710	transcript_ENSUAMT00000018555	ENST00000234111.8
OG0002711	transcript_ENSUAMT00000032815, transcript_ENSUAMT00000024689	ENST00000272067.10
OG0002712	transcript_ENSUAMT00000035798	ENST00000617874.4
OG0002713	transcript_ENSUAMT00000007441	ENST00000380378.1
OG0002714	transcript_ENSUAMT00000025945	ENST00000409155.7
OG0002715	transcript_ENSUAMT00000027326	ENST00000251968.3
OG0002716	transcript_ENSUAMT00000033688	ENST00000617429.4
OG0002717	transcript_ENSUAMT00000023006	ENST00000521158.5
OG0002718	transcript_ENSUAMT00000031094	ENST00000400384.6
OG0002719	transcript_ENSUAMT00000041763	ENST00000270776.12
OG0002720	transcript_ENSUAMT00000007404	ENST00000313485.10
OG0002721	transcript_ENSUAMT00000038686	ENST00000261700.7
OG0002722	transcript_ENSUAMT00000010920	ENST00000377658.8
OG0002723	transcript_ENSUAMT00000015200	ENST00000361682.10
OG0002724	transcript_ENSUAMT00000009860	ENST00000393795.7
OG0002725	transcript_ENSUAMT00000014403	ENST00000538183.6
OG0002727	transcript_ENSUAMT00000035715	ENST00000326735.12
OG0002728	transcript_ENSUAMT00000019526	ENST00000368324.4
OG0002729	transcript_ENSUAMT00000034149	ENST00000398174.7
OG0002730	transcript_ENSUAMT00000012095	ENST00000314191.6
OG0002731	transcript_ENSUAMT00000009750	ENST00000442047.2
OG0002733	transcript_ENSUAMT00000015602	ENST00000288943.4
OG0002734	transcript_ENSUAMT00000003551	ENST00000640821.1
OG0002735	transcript_ENSUAMT00000018354	ENST00000367817.3
OG0002736	transcript_ENSUAMT00000014942	ENST00000615845.4
OG0002737	transcript_ENSUAMT00000032065	ENST00000372330.3
OG0002738	transcript_ENSUAMT00000038806	ENST00000217402.2
OG0002739	transcript_ENSUAMT00000039417	ENST00000216286.9
OG0002740	transcript_ENSUAMT00000018655	ENST00000358293.7
OG0002741	transcript_ENSUAMT00000039877	ENST00000376281.8
OG0002742	transcript_ENSUAMT00000037986	ENST00000225430.8
OG0002743	transcript_ENSUAMT00000036376	ENST00000081029.7
OG0002744	transcript_ENSUAMT00000040305	ENST00000269349.7
OG0002745	transcript_ENSUAMT00000035899	ENST00000393930.5
OG0002746	transcript_ENSUAMT00000023282	ENST00000393780.3
OG0002747	transcript_ENSUAMT00000012330	ENST00000554101.5
OG0002748	transcript_ENSUAMT00000024929	ENST00000621500.1
OG0002749	transcript_ENSUAMT00000033508	ENST00000445930.6
OG0002750	transcript_ENSUAMT00000034270	ENST00000394942.2
OG0002751	transcript_ENSUAMT00000015913	ENST00000358025.7
OG0002752	transcript_ENSUAMT00000028856	ENST00000394718.4
OG0002753	transcript_ENSUAMT00000028855	ENST00000608382.5
OG0002754	transcript_ENSUAMT00000028854	ENST00000554015.5
OG0002755	transcript_ENSUAMT00000028851	ENST00000298705.5
OG0002756	transcript_ENSUAMT00000028849	ENST00000247226.12
OG0002757	transcript_ENSUAMT00000005451	ENST00000607599.5
OG0002758	transcript_ENSUAMT00000005446	ENST00000533601.6
OG0002759	transcript_ENSUAMT00000018328	ENST00000358664.8
OG0002760	transcript_ENSUAMT00000011443	ENST00000360689.9
OG0002761	transcript_ENSUAMT00000018974	ENST00000636229.1
OG0002762	transcript_ENSUAMT00000040581	ENST00000543237.5
OG0002763	transcript_ENSUAMT00000040601	ENST00000612183.4
OG0002764	transcript_ENSUAMT00000012267	ENST00000261681.8
OG0002765	transcript_ENSUAMT00000012283	ENST00000256383.8
OG0002766	transcript_ENSUAMT00000012296	ENST00000216446.8
OG0002767	transcript_ENSUAMT00000012300	ENST00000555638.5
OG0002768	transcript_ENSUAMT00000003553	ENST00000216452.8
OG0002769	transcript_ENSUAMT00000013744	ENST00000554659.5
OG0002770	transcript_ENSUAMT00000013732	ENST00000551171.5
OG0002771	transcript_ENSUAMT00000035847	ENST00000256366.5, ENST00000617196.4
OG0002772	transcript_ENSUAMT00000034676	ENST00000555818.5
OG0002773	transcript_ENSUAMT00000006358	ENST00000555228.5, ENST00000556551.2
OG0002774	transcript_ENSUAMT00000016468	ENST00000356924.8
OG0002775	transcript_ENSUAMT00000003792, transcript_ENSUAMT00000011358	ENST00000341162.8
OG0002776	transcript_ENSUAMT00000019096, transcript_ENSUAMT00000014089	ENST00000334220.8
OG0002777	transcript_ENSUAMT00000016464	ENST00000557752.1, ENST00000361786.6
OG0002778	transcript_ENSUAMT00000014126, transcript_ENSUAMT00000016270	ENST00000216479.7
OG0002779	transcript_ENSUAMT00000032498	ENST00000555761.5
OG0002780	transcript_ENSUAMT00000006090, transcript_ENSUAMT00000034724	ENST00000336735.8
OG0002781	transcript_ENSUAMT00000020452	ENST00000330753.5
OG0002782	transcript_ENSUAMT00000002115	ENST00000614125.4
OG0002783	transcript_ENSUAMT00000013735, transcript_ENSUAMT00000005164	ENST00000261303.12
OG0002784	transcript_ENSUAMT00000041303	ENST00000380622.4, ENST00000545170.5
OG0002785	transcript_ENSUAMT00000039551	ENST00000334869.8
OG0002786	transcript_ENSUAMT00000019835	ENST00000216492.9
OG0002787	transcript_ENSUAMT00000019844	ENST00000013070.10, ENST00000557574.1
OG0002788	transcript_ENSUAMT00000022401	ENST00000553780.5, ENST00000553947.1
OG0002789	transcript_ENSUAMT00000016643	ENST00000343455.7
OG0002790	transcript_ENSUAMT00000036882, transcript_ENSUAMT00000036880	ENST00000560869.5
OG0002791	transcript_ENSUAMT00000016893	ENST00000472726.2, ENST00000334553.10
OG0002792	transcript_ENSUAMT00000038740, transcript_ENSUAMT00000016911	ENST00000216602.10
OG0002793	transcript_ENSUAMT00000007975	ENST00000390547.3, ENST00000390539.2
OG0002794	transcript_ENSUAMT00000014984	ENST00000358654.2, ENST00000437398.5
OG0002795	transcript_ENSUAMT00000010324	ENST00000310463.10, ENST00000295171.10
OG0002796	transcript_ENSUAMT00000004823	ENST00000309451.6, ENST00000409255.1
OG0002797	transcript_ENSUAMT00000031165	ENST00000458578.6, ENST00000638137.1
OG0002798	transcript_ENSUAMT00000015111	ENST00000403807.3
OG0002799	transcript_ENSUAMT00000015070	ENST00000433835.3, ENST00000611880.4
OG0002800	transcript_ENSUAMT00000015065	ENST00000290765.8, ENST00000634759.1
OG0002801	transcript_ENSUAMT00000015047	ENST00000215770.5, ENST00000403754.7
OG0002802	transcript_ENSUAMT00000026773, transcript_ENSUAMT00000036358	ENST00000317615.10
OG0002803	transcript_ENSUAMT00000029086	ENST00000273936.5
OG0002804	transcript_ENSUAMT00000000890	ENST00000340541.4
OG0002805	transcript_ENSUAMT00000025773	ENST00000400033.1
OG0002806	transcript_ENSUAMT00000003345, transcript_ENSUAMT00000003034	ENST00000330513.9
OG0002807	transcript_ENSUAMT00000016952	ENST00000359358.8
OG0002808	transcript_ENSUAMT00000004342, transcript_ENSUAMT00000029387	ENST00000374293.4
OG0002809	transcript_ENSUAMT00000037679	ENST00000589332.5
OG0002810	transcript_ENSUAMT00000010416	ENST00000590842.5
OG0002811	transcript_ENSUAMT00000029632	ENST00000256433.5, ENST00000588705.1
OG0002812	transcript_ENSUAMT00000022287	ENST00000590722.2, ENST00000269466.7
OG0002813	transcript_ENSUAMT00000028328, transcript_ENSUAMT00000028326	ENST00000586569.2
OG0002814	transcript_ENSUAMT00000016764	ENST00000283752.9, ENST00000341074.9
OG0002815	transcript_ENSUAMT00000020846, transcript_ENSUAMT00000004975	ENST00000360242.9
OG0002816	transcript_ENSUAMT00000013131	ENST00000343998.7
OG0002817	transcript_ENSUAMT00000033274	ENST00000443185.6
OG0002818	transcript_ENSUAMT00000006864	ENST00000598742.5
OG0002820	transcript_ENSUAMT00000026535	ENST00000371872.8
OG0002821	transcript_ENSUAMT00000029557	ENST00000368356.8
OG0002822	transcript_ENSUAMT00000018736	ENST00000505992.1
OG0002823	transcript_ENSUAMT00000036761	ENST00000344595.9
OG0002824	transcript_ENSUAMT00000017137	ENST00000377244.7
OG0002826	transcript_ENSUAMT00000030052	ENST00000301873.9
OG0002827	transcript_ENSUAMT00000032442	ENST00000640218.1
OG0002828	transcript_ENSUAMT00000003999	ENST00000329125.5
OG0002829	transcript_ENSUAMT00000037682	ENST00000240687.2
OG0002830	transcript_ENSUAMT00000037684	ENST00000240615.2
OG0002831	transcript_ENSUAMT00000037685	ENST00000240691.4
OG0002832	transcript_ENSUAMT00000020512	ENST00000262519.13
OG0002833	transcript_ENSUAMT00000001506	ENST00000543825.1
OG0002834	transcript_ENSUAMT00000030249	ENST00000367498.7
OG0002835	transcript_ENSUAMT00000029535	ENST00000500728.2
OG0002836	transcript_ENSUAMT00000010025	ENST00000503362.1
OG0002837	transcript_ENSUAMT00000003358, transcript_ENSUAMT00000004055	ENST00000623286.1
OG0002838	transcript_ENSUAMT00000019784	ENST00000550383.1, ENST00000552276.5
OG0002839	transcript_ENSUAMT00000019708	ENST00000225519.3, ENST00000572919.1
OG0002840	transcript_ENSUAMT00000041228	ENST00000456349.6, ENST00000255082.7
OG0002841	transcript_ENSUAMT00000003198	ENST00000301037.9, ENST00000531839.5
OG0002842	transcript_ENSUAMT00000016671, transcript_ENSUAMT00000003404	ENST00000444914.7
OG0002843	transcript_ENSUAMT00000026304	ENST00000226218.8, ENST00000555059.2
OG0002844	transcript_ENSUAMT00000026312, transcript_ENSUAMT00000002247	ENST00000585089.5
OG0002845	transcript_ENSUAMT00000007521, transcript_ENSUAMT00000026315	ENST00000226230.7
OG0002846	transcript_ENSUAMT00000009514	ENST00000268763.10
OG0002847	transcript_ENSUAMT00000026969	ENST00000578584.5, ENST00000247270.3
OG0002848	transcript_ENSUAMT00000032499	ENST00000593039.5, ENST00000590016.5
OG0002849	transcript_ENSUAMT00000020023	ENST00000394562.5, ENST00000361112.6
OG0002850	transcript_ENSUAMT00000013531	ENST00000620098.4, ENST00000615863.1
OG0002851	transcript_ENSUAMT00000005511	ENST00000617633.4
OG0002852	transcript_ENSUAMT00000033468	ENST00000617492.4
OG0002853	transcript_ENSUAMT00000013433, transcript_ENSUAMT00000013427	ENST00000409433.2
OG0002854	transcript_ENSUAMT00000031134	ENST00000339468.7, ENST00000312655.8
OG0002855	transcript_ENSUAMT00000005428	ENST00000577660.1, ENST00000543872.6
OG0002856	transcript_ENSUAMT00000033838, transcript_ENSUAMT00000002762	ENST00000502492.5
OG0002857	transcript_ENSUAMT00000007176, transcript_ENSUAMT00000011871	ENST00000394332.5
OG0002858	transcript_ENSUAMT00000029371, transcript_ENSUAMT00000038790	ENST00000318008.10
OG0002859	transcript_ENSUAMT00000012950	ENST00000269571.9
OG0002860	transcript_ENSUAMT00000039537, transcript_ENSUAMT00000021828	ENST00000635792.1
OG0002861	transcript_ENSUAMT00000022638, transcript_ENSUAMT00000005665	ENST00000348513.10
OG0002862	transcript_ENSUAMT00000022645	ENST00000394052.4, ENST00000476049.1
OG0002863	transcript_ENSUAMT00000025399	ENST00000391352.1
OG0002864	transcript_ENSUAMT00000035901	ENST00000310778.5
OG0002865	transcript_ENSUAMT00000035894, transcript_ENSUAMT00000040818	ENST00000435506.6
OG0002866	transcript_ENSUAMT00000035461	ENST00000565659.1
OG0002867	transcript_ENSUAMT00000018541	ENST00000293362.7
OG0002868	transcript_ENSUAMT00000009727	ENST00000317310.4
OG0002869	transcript_ENSUAMT00000013263, transcript_ENSUAMT00000008219	ENST00000225983.10
OG0002870	transcript_ENSUAMT00000001278, transcript_ENSUAMT00000002976	ENST00000426548.5
OG0002871	transcript_ENSUAMT00000040031	ENST00000571841.1, ENST00000573224.2
OG0002872	transcript_ENSUAMT00000025674	ENST00000329196.6
OG0002873	transcript_ENSUAMT00000018140	ENST00000560629.1, ENST00000559488.5
OG0002874	transcript_ENSUAMT00000031887	ENST00000262432.12, ENST00000311506.9
OG0002875	transcript_ENSUAMT00000021397	ENST00000303375.9
OG0002876	transcript_ENSUAMT00000018581	ENST00000577647.2, ENST00000290866.9
OG0002877	transcript_ENSUAMT00000013737	ENST00000258975.6
OG0002878	transcript_ENSUAMT00000009815	ENST00000225726.9, ENST00000580553.1
OG0002879	transcript_ENSUAMT00000003673	ENST00000392621.5, ENST00000375352.1
OG0002880	transcript_ENSUAMT00000017702	ENST00000583937.5
OG0002881	transcript_ENSUAMT00000034434	ENST00000262613.9
OG0002882	transcript_ENSUAMT00000034433, transcript_ENSUAMT00000034430	ENST00000578822.5
OG0002883	transcript_ENSUAMT00000005311	ENST00000636174.1, ENST00000587556.1
OG0002884	transcript_ENSUAMT00000005630	ENST00000586740.1, ENST00000399134.4
OG0002885	transcript_ENSUAMT00000018896	ENST00000615984.4, ENST00000587459.1
OG0002886	transcript_ENSUAMT00000030650, transcript_ENSUAMT00000012426	ENST00000636222.1
OG0002887	transcript_ENSUAMT00000024067	ENST00000584436.7
OG0002888	transcript_ENSUAMT00000012785	ENST00000328969.5, ENST00000490623.3
OG0002889	transcript_ENSUAMT00000012965	ENST00000360203.9, ENST00000482936.5
OG0002890	transcript_ENSUAMT00000036467	ENST00000353546.7
OG0002891	transcript_ENSUAMT00000009231, transcript_ENSUAMT00000038622	ENST00000252999.7
OG0002892	transcript_ENSUAMT00000029392	ENST00000530122.1, ENST00000371141.8
OG0002893	transcript_ENSUAMT00000024993	ENST00000371328.3, ENST00000371325.1
OG0002894	transcript_ENSUAMT00000024988, transcript_ENSUAMT00000004175	ENST00000617620.1
OG0002895	transcript_ENSUAMT00000023511	ENST00000216862.7
OG0002896	transcript_ENSUAMT00000014291, transcript_ENSUAMT00000036995	ENST00000396009.7
OG0002897	transcript_ENSUAMT00000035846, transcript_ENSUAMT00000030499	ENST00000371610.6
OG0002898	transcript_ENSUAMT00000030490	ENST00000341698.2, ENST00000371652.8
OG0002899	transcript_ENSUAMT00000037228	ENST00000371856.6
OG0002900	transcript_ENSUAMT00000025191	ENST00000458187.5, ENST00000372727.5
OG0002901	transcript_ENSUAMT00000025180	ENST00000338380.2, ENST00000372785.3
OG0002903	transcript_ENSUAMT00000007161, transcript_ENSUAMT00000035265	ENST00000373233.7
OG0002904	transcript_ENSUAMT00000011377	ENST00000361337.2, ENST00000329245.8
OG0002905	transcript_ENSUAMT00000033596	ENST00000373433.8
OG0002906	transcript_ENSUAMT00000018984	ENST00000636016.1
OG0002907	transcript_ENSUAMT00000014524	ENST00000253363.10
OG0002908	transcript_ENSUAMT00000014512	ENST00000374092.8, ENST00000541176.2
OG0002909	transcript_ENSUAMT00000010791	ENST00000444717.1, ENST00000621148.4
OG0002910	transcript_ENSUAMT00000009278	ENST00000374980.2
OG0002911	transcript_ENSUAMT00000038418	ENST00000354297.8
OG0002912	transcript_ENSUAMT00000034058, transcript_ENSUAMT00000034057	ENST00000375483.3
OG0002914	transcript_ENSUAMT00000007788, transcript_ENSUAMT00000008799	ENST00000329276.9
OG0002915	transcript_ENSUAMT00000007842	ENST00000603872.1, ENST00000380593.4
OG0002916	transcript_ENSUAMT00000039461	ENST00000379751.4
OG0002917	transcript_ENSUAMT00000006297	ENST00000379440.8
OG0002918	transcript_ENSUAMT00000011868	ENST00000303142.10
OG0002919	transcript_ENSUAMT00000020904, transcript_ENSUAMT00000001319	ENST00000246024.6
OG0002920	transcript_ENSUAMT00000037406, transcript_ENSUAMT00000003795	ENST00000545418.2
OG0002921	transcript_ENSUAMT00000008484, transcript_ENSUAMT00000036008	ENST00000202677.11
OG0002922	transcript_ENSUAMT00000013870	ENST00000216218.7
OG0002923	transcript_ENSUAMT00000024776	ENST00000442011.6
OG0002924	transcript_ENSUAMT00000020606	ENST00000360803.8
OG0002925	transcript_ENSUAMT00000017365, transcript_ENSUAMT00000017370	ENST00000379829.2
OG0002926	transcript_ENSUAMT00000008637	ENST00000388918.9
OG0002927	transcript_ENSUAMT00000004566	ENST00000298198.4
OG0002929	transcript_ENSUAMT00000017978	ENST00000255040.2
OG0002930	transcript_ENSUAMT00000004543	ENST00000029410.9
OG0002931	transcript_ENSUAMT00000007467, transcript_ENSUAMT00000030859	ENST00000341423.9
OG0002932	transcript_ENSUAMT00000016910	ENST00000317204.10
OG0002933	transcript_ENSUAMT00000008961	ENST00000356535.4
OG0002934	transcript_ENSUAMT00000037468	ENST00000354667.8
OG0002935	transcript_ENSUAMT00000039443	ENST00000374870.8
OG0002936	transcript_ENSUAMT00000031742	ENST00000338010.9
OG0002937	transcript_ENSUAMT00000007376	ENST00000268379.8
OG0002938	transcript_ENSUAMT00000022476	ENST00000321394.11
OG0002939	transcript_ENSUAMT00000033959	ENST00000570535.5
OG0002940	transcript_ENSUAMT00000017012	ENST00000225698.8
OG0002941	transcript_ENSUAMT00000030933	ENST00000546495.5, ENST00000547302.3
OG0002942	transcript_ENSUAMT00000020796	ENST00000360325.11, ENST00000577138.1
OG0002943	transcript_ENSUAMT00000020958	ENST00000399464.6, ENST00000575474.1
OG0002944	transcript_ENSUAMT00000020881	ENST00000573331.5, ENST00000302422.3
OG0002945	transcript_ENSUAMT00000004459	ENST00000614237.1, ENST00000321337.11
OG0002946	transcript_ENSUAMT00000006963	ENST00000226091.2
OG0002947	transcript_ENSUAMT00000006787	ENST00000317276.8
OG0002948	transcript_ENSUAMT00000022585	ENST00000447110.5
OG0002949	transcript_ENSUAMT00000028205	ENST00000268712.7
OG0002950	transcript_ENSUAMT00000016790	ENST00000284154.9, ENST00000344415.8
OG0002951	transcript_ENSUAMT00000003726, transcript_ENSUAMT00000015002	ENST00000316694.7
OG0002952	transcript_ENSUAMT00000007422	ENST00000427497.3, ENST00000285071.8
OG0002953	transcript_ENSUAMT00000019420	ENST00000395505.6
OG0002954	transcript_ENSUAMT00000019559, transcript_ENSUAMT00000019564	ENST00000287996.7
OG0002955	transcript_ENSUAMT00000008043	ENST00000277165.10, ENST00000375419.1
OG0002956	transcript_ENSUAMT00000013444, transcript_ENSUAMT00000013461	ENST00000325303.8
OG0002957	transcript_ENSUAMT00000023142	ENST00000375807.7
OG0002958	transcript_ENSUAMT00000021035	ENST00000370981.1, ENST00000375765.4
OG0002959	transcript_ENSUAMT00000012637, transcript_ENSUAMT00000038515	ENST00000375708.3
OG0002960	transcript_ENSUAMT00000038000	ENST00000462592.5
OG0002961	transcript_ENSUAMT00000031615, transcript_ENSUAMT00000031616	ENST00000382276.7
OG0002962	transcript_ENSUAMT00000023776, transcript_ENSUAMT00000032739	ENST00000377270.7
OG0002963	transcript_ENSUAMT00000016697	ENST00000616156.4, ENST00000376811.5
OG0002964	transcript_ENSUAMT00000018438, transcript_ENSUAMT00000002814	ENST00000442371.5
OG0002965	transcript_ENSUAMT00000025724, transcript_ENSUAMT00000036904	ENST00000304195.7
OG0002966	transcript_ENSUAMT00000014735, transcript_ENSUAMT00000020814	ENST00000388712.7
OG0002967	transcript_ENSUAMT00000039727	ENST00000375991.8
OG0002968	transcript_ENSUAMT00000004460, transcript_ENSUAMT00000004444	ENST00000288985.11
OG0002969	transcript_ENSUAMT00000006801	ENST00000361516.7
OG0002970	transcript_ENSUAMT00000012199	ENST00000331581.10
OG0002971	transcript_ENSUAMT00000034129	ENST00000261267.6
OG0002972	transcript_ENSUAMT00000016039	ENST00000398153.6
OG0002973	transcript_ENSUAMT00000005387	ENST00000377855.6
OG0002974	transcript_ENSUAMT00000017188	ENST00000529639.5
OG0002975	transcript_ENSUAMT00000018709	ENST00000508903.6
OG0002976	transcript_ENSUAMT00000030604	ENST00000316149.7
OG0002977	transcript_ENSUAMT00000006827	ENST00000298852.7
OG0002978	transcript_ENSUAMT00000027850	ENST00000319023.6
OG0002979	transcript_ENSUAMT00000033042	ENST00000367142.4
OG0002980	transcript_ENSUAMT00000007029	ENST00000375147.7
OG0002981	transcript_ENSUAMT00000023445	ENST00000331222.5, ENST00000635855.1
OG0002982	transcript_ENSUAMT00000037272	ENST00000368002.7
OG0002983	transcript_ENSUAMT00000008079	ENST00000376709.8
OG0002984	transcript_ENSUAMT00000011962	ENST00000485303.5
OG0002985	transcript_ENSUAMT00000017868	ENST00000251588.6
OG0002986	transcript_ENSUAMT00000017863	ENST00000341413.8
OG0002987	transcript_ENSUAMT00000028983	ENST00000296603.4
OG0002988	transcript_ENSUAMT00000017804	ENST00000343470.8
OG0002989	transcript_ENSUAMT00000037763	ENST00000215794.7, ENST00000454608.3
OG0002990	transcript_ENSUAMT00000033211	ENST00000543155.5
OG0002991	transcript_ENSUAMT00000039527	ENST00000599672.5, ENST00000607161.5
OG0002992	transcript_ENSUAMT00000007230	ENST00000359156.8, ENST00000416109.2
OG0002993	transcript_ENSUAMT00000032749	ENST00000402465.8, ENST00000229332.10
OG0002994	transcript_ENSUAMT00000000304, transcript_ENSUAMT00000032677	ENST00000162391.7
OG0002995	transcript_ENSUAMT00000015950	ENST00000528386.3, ENST00000229307.8
OG0002996	transcript_ENSUAMT00000012162	ENST00000379237.6
OG0002997	transcript_ENSUAMT00000037688	ENST00000240619.2
OG0002998	transcript_ENSUAMT00000017887	ENST00000281171.8
OG0002999	transcript_ENSUAMT00000006199	ENST00000010404.6
OG0003000	transcript_ENSUAMT00000019480, transcript_ENSUAMT00000014518	ENST00000538779.5
OG0003001	transcript_ENSUAMT00000037746, transcript_ENSUAMT00000024945	ENST00000429027.6
OG0003002	transcript_ENSUAMT00000040873	ENST00000545552.5
OG0003003	transcript_ENSUAMT00000012188, transcript_ENSUAMT00000002413	ENST00000229395.7
OG0003004	transcript_ENSUAMT00000013509, transcript_ENSUAMT00000002400	ENST00000546323.5
OG0003005	transcript_ENSUAMT00000033535	ENST00000416383.5
OG0003006	transcript_ENSUAMT00000036380	ENST00000381271.6
OG0003007	transcript_ENSUAMT00000034612	ENST00000337682.8
OG0003008	transcript_ENSUAMT00000031875	ENST00000266483.6, ENST00000308742.8
OG0003009	transcript_ENSUAMT00000000224	ENST00000316554.4
OG0003010	transcript_ENSUAMT00000016093	ENST00000265138.3
OG0003011	transcript_ENSUAMT00000020632, transcript_ENSUAMT00000020629	ENST00000551245.5
OG0003012	transcript_ENSUAMT00000018334	ENST00000548553.1
OG0003013	transcript_ENSUAMT00000037708	ENST00000293636.1
OG0003014	transcript_ENSUAMT00000005176, transcript_ENSUAMT00000019609	ENST00000545748.5
OG0003015	transcript_ENSUAMT00000019611	ENST00000336854.8
OG0003016	transcript_ENSUAMT00000024416	ENST00000420463.7
OG0003017	transcript_ENSUAMT00000012385	ENST00000591834.1, ENST00000548446.6
OG0003018	transcript_ENSUAMT00000038556, transcript_ENSUAMT00000001371	ENST00000243108.4
OG0003019	transcript_ENSUAMT00000038558, transcript_ENSUAMT00000038557	ENST00000312492.2
OG0003020	transcript_ENSUAMT00000028452	ENST00000418988.2
OG0003021	transcript_ENSUAMT00000003683	ENST00000523376.5
OG0003022	transcript_ENSUAMT00000011196	ENST00000265965.9
OG0003024	transcript_ENSUAMT00000019547, transcript_ENSUAMT00000031423	ENST00000303296.8
OG0003025	transcript_ENSUAMT00000011532	ENST00000354556.8
OG0003026	transcript_ENSUAMT00000019275, transcript_ENSUAMT00000025957	ENST00000241014.6
OG0003028	transcript_ENSUAMT00000016202	ENST00000529411.1, ENST00000311862.9
OG0003029	transcript_ENSUAMT00000015890	ENST00000531074.1
OG0003030	transcript_ENSUAMT00000036808	ENST00000316059.6, ENST00000389919.8
OG0003031	transcript_ENSUAMT00000001094, transcript_ENSUAMT00000027766	ENST00000302040.4
OG0003032	transcript_ENSUAMT00000027767	ENST00000302030.2
OG0003033	transcript_ENSUAMT00000011824, transcript_ENSUAMT00000023247	ENST00000300182.8, ENST00000529054.5
OG0003034	transcript_ENSUAMT00000011813	ENST00000337908.4, ENST00000398986.6
OG0003035	transcript_ENSUAMT00000025345	ENST00000301761.6, ENST00000541135.5
OG0003036	transcript_ENSUAMT00000026404	ENST00000537328.5
OG0003037	transcript_ENSUAMT00000039982	ENST00000415229.6
OG0003038	transcript_ENSUAMT00000039973	ENST00000308436.11, ENST00000496634.2
OG0003039	transcript_ENSUAMT00000039972	ENST00000278823.6
OG0003040	transcript_ENSUAMT00000037984	ENST00000528405.1, ENST00000524958.5
OG0003041	transcript_ENSUAMT00000007191	ENST00000398805.7
OG0003042	transcript_ENSUAMT00000006154	ENST00000301790.4
OG0003043	transcript_ENSUAMT00000007102, transcript_ENSUAMT00000035154	ENST00000340246.9
OG0003044	transcript_ENSUAMT00000006259	ENST00000323646.9, ENST00000255695.1
OG0003045	transcript_ENSUAMT00000021562	ENST00000314133.3, ENST00000535431.1
OG0003046	transcript_ENSUAMT00000000678, transcript_ENSUAMT00000021545	ENST00000358794.9
