Orthogroup	ursMar.longCDS.prots	ursArc.longCDS.prots
OG0001645	rna7366	rna6085
OG0001646	rna7413	rna20617, rna6000
OG0001647	rna7437	rna5984
OG0001648	rna7557	rna5804
OG0001649	rna11127	rna5670
OG0001650	rna10953	rna5408
OG0001651	rna10948, rna11446	rna5400
OG0001652	rna10802	rna5138
OG0001654	rna29126	rna51874
OG0001655	rna33840	rna10359
OG0001656	rna33735, rna33738, rna32351	rna36137
OG0001657	rna20372	rna33731
OG0001658	rna12019	rna13794
OG0001659	rna13163	rna27876
OG0001660	rna32230	rna51693
OG0001661	rna27357	rna13294
OG0001662	rna32483	rna23982
OG0001663	rna35527	rna18111
OG0001664	rna8998	rna32204
OG0001665	rna9035	rna32271
OG0001666	rna9148	rna32439
OG0001667	rna29107	rna51849
OG0001669	rna32944	rna52674
OG0001670	rna4240	rna50664
OG0001670	rna4245	rna50662
OG0001671	rna23783	rna39092
OG0001672	rna4154	rna43824
OG0001673	rna4100	rna43920
OG0001674	rna4098	rna43922
OG0001675	rna3997	rna44075
OG0001675	rna3996	rna44076
OG0001676	rna8978	rna44318
OG0001677	rna8916	rna44421, rna44420
OG0001679	rna8881	rna44483
OG0001680	rna35363	rna46680, rna46679
OG0001681	rna35329	rna46629
OG0001682	rna24793	rna9026
OG0001683	rna24763	rna9066
OG0001684	rna24682	rna9197
OG0001685	rna24650	rna9245
OG0001686	rna24613	rna9310
OG0001687	rna24522	rna9425
OG0001688	rna24928	rna8813
OG0001689	rna10208, rna32382	rna9538
OG0001690	rna24979	rna8742
OG0001691	rna2420	rna52282, rna52252
OG0001692	rna8096	rna39243
OG0001693	rna34175	rna52543
OG0001694	rna33448	rna53348
OG0001695	rna9619	rna9899
OG0001696	rna35008	rna44611
OG0001697	rna18819	rna40917
OG0001698	rna1851	rna25818
OG0001699	rna17687	rna43700
OG0001700	rna17322	rna20049
OG0001701	rna16658	rna35816
OG0001702	rna17763	rna39766
OG0001703	rna32313, rna17862	rna42100, rna53881
OG0001704	rna10539	rna21531
OG0001705	rna10018	rna19790
OG0001706	rna19572	rna16796
OG0001707	rna120	rna30828
OG0001708	rna117	rna30830
OG0001709	rna2663	rna52014
OG0001710	rna8591	rna50318
OG0001711	rna23775	rna39079
OG0001712	rna1882	rna25759
OG0001713	rna10773	rna49876
OG0001714	rna32235	rna54362
OG0001715	rna18121	rna47401
OG0001716	rna11825	rna20558
OG0001717	rna21756	rna4679
OG0001718	rna32023	rna45262
OG0001719	rna4758	rna42626
OG0001720	rna34581	rna53136
OG0001721	rna34571	rna54034, rna54035
OG0001722	rna13694	rna28533
OG0001723	rna13735	rna28484
OG0001724	rna13750	rna28463
OG0001725	rna28601	rna36742
OG0001726	rna33788	rna36091
OG0001726	rna33787	rna36092
OG0001727	rna24487	rna41989
OG0001728	rna5237	rna47813, rna47855
OG0001729	rna5231	rna14799
OG0001730	rna5081	rna14595
OG0001731	rna1641	rna26093
OG0001732	rna9910	rna14375
OG0001733	rna26694	rna52783, rna52871
OG0001734	rna35588	rna18182
OG0001735	rna34812	rna50544
OG0001736	rna31375	rna40243
OG0001737	rna36041	rna36576
OG0001738	rna3505	rna11310
OG0001739	rna28866	rna28695
OG0001740	rna10097	rna19699
OG0001741	rna10112	rna19673
OG0001742	rna9991	rna19835
OG0001743	rna17389	rna20132
OG0001744	rna17556	rna20381
OG0001745	rna17574	rna43556
OG0001746	rna18162	rna47444
OG0001747	rna18156	rna47440
OG0001748	rna17605	rna43601
OG0001749	rna17624	rna43627
OG0001750	rna17635	rna43645
OG0001751	rna217	rna7741
OG0001752	rna13895, rna13896, rna13894	rna28259
OG0001753	rna709	rna8608
OG0001754	rna715	rna53986, rna53984, rna53987, rna53985
OG0001755	rna595	rna8385
OG0001756	rna32444	rna31810
OG0001757	rna35182	rna3004
OG0001758	rna7839	rna27163
OG0001759	rna7608	rna27028
OG0001760	rna31387	rna40223
OG0001761	rna25827	rna1811
OG0001762	rna26066	rna16322
OG0001763	rna9731	rna9725
OG0001764	rna21574	rna4974
OG0001765	rna20850	rna54029, rna54032
OG0001766	rna20851	rna54031, rna54028
OG0001767	rna36152	rna51361
OG0001768	rna36144	rna51345
OG0001769	rna4869	rna33528
OG0001770	rna4923	rna33590
OG0001771	rna6325	rna2633
OG0001772	rna3866	rna15297
OG0001773	rna7739	rna15149
OG0001774	rna6760	rna29286
OG0001775	rna13253	rna27753
OG0001776	rna15349	rna49430
OG0001777	rna20013	rna51454
OG0001778	rna30353	rna50037
OG0001779	rna35526	rna18108
OG0001780	rna23508	rna25159
OG0001781	rna12677	rna23557
OG0001782	rna4323	rna23255
OG0001784	rna20612	rna31339
OG0001784	rna20613	rna31338
OG0001785	rna31866	rna49566
OG0001786	rna3750	rna15436
OG0001787	rna34271	rna42835
OG0001788	rna34292	rna42887
OG0001789	rna34302	rna42906
OG0001790	rna34476	rna43228
OG0001791	rna28027	rna43394
OG0001792	rna28025	rna43392
OG0001792	rna28022	rna43391
OG0001793	rna30992	rna43420
OG0001794	rna30942	rna43510
OG0001795	rna34915	rna50409
OG0001796	rna34905	rna53807
OG0001797	rna34904	rna53810
OG0001798	rna34841	rna50511
OG0001799	rna34840	rna50512
OG0001800	rna26079	rna16303
OG0001800	rna26081	rna16301
OG0001801	rna26047	rna16341
OG0001802	rna25393	rna16566
OG0001803	rna19625	rna16703
OG0001804	rna19592	rna16768
OG0001805	rna19559	rna16814
OG0001806	rna19512	rna16873
OG0001807	rna20853	rna5103
OG0001808	rna20889	rna34488, rna5054
OG0001809	rna21762	rna4671
OG0001810	rna21908, rna21907	rna4450
OG0001811	rna21996	rna4288
OG0001812	rna22003	rna4280
OG0001813	rna6771	rna29299
OG0001814	rna22131	rna4076
OG0001815	rna28918	rna47951
OG0001816	rna22330	rna3820
OG0001817	rna18400, rna18414	rna38909
OG0001818	rna2589	rna42311
OG0001819	rna6729	rna29252
OG0001820	rna9808	rna14225
OG0001821	rna35600	rna18198
OG0001822	rna21469	rna44957
OG0001823	rna2460	rna49246, rna49172
OG0001824	rna20282	rna33874
OG0001825	rna16069	rna38165
OG0001826	rna2867	rna48242
OG0001827	rna35074	rna53264
OG0001828	rna12858	rna6787
OG0001829	rna17981	rna47154
OG0001831	rna16816	rna35588
OG0001832	rna2631	rna42251
OG0001833	rna2458	rna49249, rna49175
OG0001834	rna2409	rna52266, rna52304
OG0001835	rna2406	rna52306, rna52269
OG0001836	rna2043	rna33114
OG0001837	gene26056	id583927, id583934
OG0001838	rna19117	rna50223
OG0001839	rna19090	rna50279
OG0001839	rna19088	rna50280
OG0001840	rna19198	rna48571
OG0001841	rna1385	rna10899
OG0001842	rna1405, rna34310, rna7945	rna10916
OG0001843	rna18047	rna47286
OG0001844	rna27442	rna28853
OG0001845	rna12028	rna13803
OG0001846	rna26639	rna31830
OG0001847	rna27033	rna17293
OG0001848	rna843	rna30336
OG0001849	rna11897	rna20454
OG0001850	rna16681	rna35788
OG0001851	rna16687	rna35780
OG0001852	rna16747	rna35699
OG0001853	rna16772	rna35672
OG0001854	rna1066	rna30056
OG0001855	rna1076	rna53563, rna53566
OG0001856	rna23413	rna29919
OG0001857	rna15057	rna46123
OG0001858	rna15147	rna45980, rna45979
OG0001859	rna8276	rna53996, rna53995, rna19613
OG0001860	rna23970, rna8332	rna19518
OG0001861	rna21257	rna19472
OG0001862	rna29353	rna19344, rna34389
OG0001863	rna19769	rna19213
OG0001864	rna19896	rna19000
OG0001865	rna25505	rna18817
OG0001866	rna20200	rna18717, rna51321
OG0001867	rna25624	rna18657
OG0001868	rna25627	rna18654
OG0001869	rna29897	rna49797
OG0001870	rna28108	rna41564
OG0001871	rna13426	rna27497
OG0001872	rna3025	rna12020
OG0001873	rna8047	rna39152
OG0001874	rna8107	rna39271
OG0001875	rna14148	rna27981
OG0001875	rna35167	rna51013
OG0001876	rna8249	rna39506
OG0001877	rna5781	rna39537
OG0001878	rna5780	rna39539
OG0001879	rna5779	rna39546
OG0001880	rna5740	rna39624
OG0001881	rna11604	rna37542
OG0001882	rna17133	rna36985
OG0001882	rna17134	rna36984
OG0001883	rna26997	rna17359
OG0001884	rna20377	rna33725
OG0001885	rna20609	rna31342
OG0001886	rna10509	rna21480
OG0001887	rna3624	rna15614
OG0001888	rna26699	rna52877, rna52789
OG0001889	rna29745	rna17960
OG0001889	rna29746	rna17959
OG0001890	rna29851	rna9654, rna17836
OG0001891	rna14183	rna17777
OG0001891	rna14184	rna17776
OG0001892	rna15239	rna49337
OG0001893	rna15264	rna49358
OG0001894	rna15287	rna49373
OG0001894	rna15286	rna49372
OG0001896	rna30281	rna50148
OG0001897	rna30329, rna30328	rna50073
OG0001898	rna32055	rna45226
OG0001899	rna21509, rna21511	rna45021
OG0001900	rna21441	rna53674, rna53655
OG0001901	rna27743	rna1446
OG0001902	rna15450	rna39888
OG0001903	rna33878, rna33877	rna30488
OG0001904	rna36020	rna53415
OG0001904	rna36021	rna54276
OG0001905	rna20145	rna34064
OG0001906	rna20212, rna20214	rna33976
OG0001908	rna4880	rna33542
OG0001909	rna4854	rna33513
OG0001910	rna18636	rna38589
OG0001911	rna18601	rna38623
OG0001912	rna18546, rna18547, rna18548, rna18549	rna38714
OG0001913	rna18489	rna38791
OG0001914	rna18385	rna53904, rna53909
OG0001915	rna18318	rna47749, rna47744
OG0001916	rna18234	rna47583
OG0001917	rna18175	rna47465, rna47467
OG0001918	rna11945	rna51724, rna51759
OG0001919	rna32362	rna20825
OG0001919	rna16244	rna20822
OG0001921	rna23924	rna448
OG0001922	rna10714	rna21797
OG0001923	rna7806, rna7805	rna15061
OG0001924	rna30232	rna36415
OG0001925	rna30053	rna36155
OG0001925	rna30054	rna36156
OG0001926	rna32624	rna52237
OG0001927	rna34021	rna48352
OG0001927	rna34022	rna48351
OG0001928	rna1604	rna49903, rna49933
OG0001929	rna1602	rna49904, rna49934
OG0001930	rna21376	rna42466
OG0001931	rna5413	rna35219
OG0001932	rna22648	rna49607
OG0001933	rna2337	rna37924
OG0001934	rna34751	rna38479
OG0001935	rna29984	rna26180
OG0001936	rna13169	rna27870
OG0001937	rna20579	rna31386
OG0001938	rna26644	rna31841
OG0001939	rna26684	rna52769, rna52855
OG0001940	rna12938	rna6895
OG0001941	rna29629, rna29621	rna7202
OG0001942	rna29500	rna7365
OG0001943	rna4556	rna7672
OG0001944	rna36023, rna33443	rna53346
OG0001945	rna36008	rna53617, rna53602
OG0001946	rna36007	rna53611, rna53597
OG0001947	gene24910	id539434
OG0001948	rna31734	rna48782
OG0001949	rna33421, rna13247	rna30896
OG0001950	rna2560	rna42355
OG0001951	rna34588	rna53128
OG0001951	rna31820	rna24852
OG0001952	rna33481	rna25018
OG0001953	rna33198	rna92
OG0001954	rna33213	rna127
OG0001955	rna23963	rna383
OG0001956	rna23849	rna544
OG0001957	rna31265	rna1167
OG0001958	rna2711, rna32321	rna45711, rna45710
OG0001959	rna27653	rna1327
OG0001960	rna25820	rna1801
OG0001961	rna25844	rna1824
OG0001962	rna6166	rna2376
OG0001963	rna6210	rna2439
OG0001964	rna30390	rna3011
OG0001966	rna32373	rna53480
OG0001967	rna8848	rna53471
OG0001968	rna186	rna30676
OG0001970	rna20627, rna20624	rna31323, rna31326
OG0001971	rna31150	rna54369
OG0001972	rna20713	rna24207
OG0001973	rna34103	rna13693
OG0001974	rna13290, rna25675	rna27704
OG0001975	rna13387	rna27567
OG0001976	rna31664	rna22644
OG0001977	rna31679	rna22627, rna6571
OG0001978	rna12817	rna53897, rna53895, rna40801
OG0001979	rna35662, rna32646	rna52926
OG0001980	rna35961, rna35962	rna45565
OG0001981	rna3739	rna15460
OG0001982	rna3804	rna15377
OG0001983	rna7750	rna15136
OG0001984	rna7751	rna15135
OG0001987	gene13924	id35513, id35516
OG0001990	rna19426	rna16992
OG0001991	gene24267	id583173
OG0001994	rna33722, rna30046	rna36147
OG0001995	rna32875	rna23750
OG0001995	rna33099	rna23686
OG0001995	rna35756	rna53554
OG0001996	rna24302	rna41722
OG0001997	rna15424	rna53181
OG0001998	rna31305	rna40330
OG0001999	rna26998	rna17356
OG0002000	rna32419	rna31767
OG0002001	rna1567	rna30940
OG0002002	rna29790	rna17912
OG0002003	rna27517	rna37145
OG0002005	rna15981	rna35194
OG0002006	rna15969	rna35176
OG0002007	rna15961	rna35163
OG0002008	rna15955	rna35154
OG0002009	rna15952	rna35147
OG0002010	rna15947	rna35138
OG0002011	rna15938	rna35107
OG0002012	rna15934	rna35099
OG0002013	rna15930	rna35095
OG0002014	rna15925, rna15924	rna35085
OG0002015	rna15923	rna35084
OG0002016	rna15885	rna35016
OG0002017	rna15859	rna34972
OG0002018	rna15854	rna34961
OG0002019	rna15815	rna34908
OG0002020	rna15753	rna34825
OG0002021	rna15732	rna34779
OG0002022	rna15711	rna34742
OG0002023	rna15689	rna34713
OG0002024	rna15668	rna34682
OG0002025	rna15647	rna34644
OG0002026	rna15631	rna34631
OG0002027	rna15604	rna34595
OG0002028	rna15596	rna34585
OG0002029	rna15564	rna34529
OG0002030	rna15542	rna34500
OG0002031	rna15536	rna34491
OG0002032	rna35143, rna15519	rna53848
OG0002033	rna35134	rna34428
OG0002034	rna35132	rna34427
OG0002035	rna21209	rna13240
OG0002036	rna21203	rna13231
OG0002037	rna21188, rna21189, rna21190	rna54140
OG0002038	rna21158	rna13169
OG0002039	rna21124	rna13100
OG0002040	rna21095	rna13069
OG0002041	rna21092	rna13065
OG0002042	rna21085	rna13058
OG0002043	rna21029	rna12978
OG0002044	rna21020	rna12968
OG0002045	rna20993	rna12925
OG0002046	rna20988	rna12919
OG0002047	rna20978	rna12908
OG0002048	rna20972	rna12900
OG0002049	rna20970	rna12898
OG0002050	rna20959	rna12885
OG0002051	rna20953	rna12866
OG0002052	rna20951	rna12861
OG0002053	rna20946	rna53851, rna53850
OG0002054	rna11389	rna12663
OG0002055	rna11356	rna12599
OG0002056	rna11346	rna12588
OG0002057	rna11338	rna12568
OG0002058	rna11293	rna12494
OG0002059	rna11287	rna12488
OG0002060	rna11264	rna12445
OG0002061	rna11248	rna12423
OG0002062	rna11245	rna12420
OG0002063	rna31932	rna45449
OG0002064	rna11212	rna12383
OG0002065	rna19284, rna19283	rna12293
OG0002066	rna19274	rna12272
OG0002067	rna26474	rna46843
OG0002068	rna26475	rna46836
OG0002069	rna26499	rna46817
OG0002070	rna26548	rna46766
OG0002071	rna26578	rna45891
OG0002072	rna19362	rna45833
OG0002073	rna29006	rna45743
OG0002074	rna29004	rna45739
OG0002075	rna30583	rna51567
OG0002076	rna30599	rna51537
OG0002077	rna17085	rna49040
OG0002078	rna17053	rna49016
OG0002079	rna17027	rna48983
OG0002080	rna16991	rna48926
OG0002081	rna16947	rna48871
OG0002082	rna16928	rna48852
OG0002083	rna5815	rna26857
OG0002084	rna5846	rna26816
OG0002085	rna17182	rna26684
OG0002086	rna6898	rna6735
OG0002087	rna6923	rna6695
OG0002088	rna6935	rna6671
OG0002089	rna19064	rna18079
OG0002090	rna6970	rna6600
OG0002091	rna6978	rna6594
OG0002092	rna7042	rna6509
OG0002093	rna7092	rna6435
OG0002094	rna7167	rna6378
OG0002095	rna7237	rna6269
OG0002096	rna7238	rna6268
OG0002097	rna6211, rna7287	rna6204
OG0002098	rna7292	rna6198
OG0002099	rna7367	rna6081
OG0002100	rna7388	rna6048
OG0002101	rna7498	rna5894
OG0002103	rna11179	rna5758
OG0002104	rna11151	rna5711
OG0002105	rna11125	rna5668
OG0002106	rna11120	rna5658
OG0002108	rna11094	rna5620
OG0002109	rna9637	rna9879
OG0002110	rna11060	rna5573
OG0002111	rna11000	rna5468
OG0002112	rna10994	rna5459
OG0002113	rna10990	rna5455
OG0002114	rna10985	rna5441
OG0002115	rna10909	rna5342
OG0002116	rna10900	rna5328
OG0002117	rna32358, rna10874	rna5293
OG0002118	rna10863	rna5267
OG0002119	rna10861	rna5265
OG0002120	rna10842	rna5214
OG0002121	rna10821	rna5186
OG0002122	rna10808	rna5150
OG0002123	rna33168	rna35
OG0002124	rna31353	rna40271
OG0002125	rna17580	rna43568
OG0002126	rna35963	rna45564
OG0002127	rna15084	rna46091
OG0002128	rna9902	rna14364
OG0002129	rna26372	rna15897
OG0002130	rna20650	rna31299
OG0002131	rna9541	rna10005
OG0002132	rna34288	rna42875
OG0002133	rna31074	rna991
OG0002134	rna19884	rna19025
OG0002135	rna16436	rna22225
OG0002136	rna35549	rna18140
OG0002138	rna30070	rna36170
OG0002139	rna31171	rna32097
OG0002140	rna31193	rna32140
OG0002141	rna9027	rna32261
OG0002142	rna9084	rna32338
OG0002143	rna9087	rna32341
OG0002144	rna9100	rna32363
OG0002145	rna9110	rna32378
OG0002146	rna9112	rna32380
OG0002147	rna9159	rna32444
OG0002148	rna9189	rna32485
OG0002149	rna9215	rna32507
OG0002150	rna9248	rna32542
OG0002151	rna30526	rna32574
OG0002152	rna30516	rna32592
OG0002153	rna30510	rna32597
OG0002154	rna30444	rna32692
OG0002155	rna33666	rna47006
OG0002156	rna33669	rna47000
OG0002157	rna33676	rna46992
OG0002158	rna33680	rna46988
OG0002159	rna6628	rna46935
OG0002160	rna6624	rna46926
OG0002161	rna6618	rna46910
OG0002163	rna29136	rna51890
OG0002165	rna29207	rna51950
OG0002166	rna29201	rna51946
OG0002167	rna29209	rna51952
OG0002168	rna29210	rna51953
OG0002169	rna32918	rna53186
OG0002170	rna32930, rna32931	rna52696
OG0002171	rna32770	rna50957
OG0002172	rna32812	rna50886
OG0002173	rna32820	rna50879
OG0002174	rna32842	rna50846
OG0002175	rna32836	rna50838
OG0002176	rna23712, rna23711	rna54385, rna54386
OG0002177	rna21993	rna4290
OG0002178	rna4309	rna50583
OG0002179	rna4254	rna50646
OG0002180	rna4249	rna50653
OG0002181	rna4227	rna50684
OG0002182	rna4201	rna50731
OG0002183	rna4163	rna43801
OG0002184	rna4151	rna43834
OG0002185	rna4127	rna43871
OG0002186	rna4125	rna43874
OG0002187	rna4095	rna43925
OG0002188	rna4072	rna43955
OG0002189	rna4047	rna43993
OG0002190	rna10346	rna44001
OG0002191	rna4045	rna44003
OG0002192	rna4031	rna44025
OG0002193	rna4007	rna44052
OG0002194	rna3986	rna44088
OG0002195	rna3983	rna44093
OG0002196	rna3966	rna44124
OG0002197	rna3964	rna44126
OG0002198	rna3962	rna44129
OG0002199	rna3961	rna44130
OG0002200	rna3944	rna44156
OG0002201	rna3934	rna44170
OG0002201	rna3935	rna44167
OG0002202	rna3932	rna44177
OG0002203	rna32691	rna44246
OG0002204	rna3909	rna44205
OG0002205	rna29326	rna44294
OG0002206	rna8974	rna44323
OG0002207	rna8942	rna44376
OG0002208	rna8917	rna44419
OG0002209	rna8908	rna44435
OG0002210	rna8900	rna44449
OG0002211	rna8886	rna44470
OG0002212	rna8862	rna44501
OG0002213	rna34211	rna46711
OG0002214	rna35360	rna46677
OG0002215	rna35256	rna46549
OG0002216	rna35252	rna46541
OG0002217	rna35244	rna46534
OG0002218	rna35242	rna46532
OG0002219	rna35236	rna46524
OG0002220	rna32164	rna46487
OG0002221	rna32167	rna46484
OG0002222	rna32177	rna46447
OG0002223	rna9300	rna46390, rna46391
OG0002224	rna9296	rna46385
OG0002225	rna24923	rna8821
OG0002226	rna24913	rna8832, rna8833
OG0002227	rna24892	rna8861
OG0002228	rna24872	rna8867
OG0002229	rna24855	rna8919
OG0002230	rna24807	rna9012
OG0002231	rna24796	rna9023
OG0002232	rna24779	rna9046
OG0002233	rna24773	rna9055
OG0002234	rna24754	rna9088
OG0002235	rna24737	rna9107
OG0002236	rna24705	rna9160
OG0002237	rna24693	rna9182
OG0002238	rna24683	rna9196
OG0002239	rna24648	rna9246
OG0002240	rna24637	rna9256
OG0002241	rna24634	rna9258
OG0002242	rna24611	rna9313
OG0002243	rna24607	rna9318
OG0002244	rna24593	rna9344
OG0002245	rna24591	rna9346
OG0002246	rna4526	rna52659
OG0002246	rna10177	rna9471
OG0002247	rna10178	rna9472
OG0002248	rna10180	rna9479
OG0002249	rna10181	rna9480
OG0002250	rna10205	rna9530
OG0002251	rna10243	rna9592
OG0002252	rna10245	rna9594
OG0002253	rna24948	rna8781
OG0002254	rna24956	rna8770
OG0002255	rna24280	rna48619
OG0002256	rna25051	rna8628
OG0002256	rna25052	rna8627
OG0002257	rna25053	rna8624
OG0002258	rna167	rna30736
OG0002259	rna25501	rna18819
OG0002260	rna14267	rna26551
OG0002261	rna32112	rna45135
OG0002262	rna36004	rna49981
OG0002263	rna24208	rna37254
OG0002264	rna11622	rna37565
OG0002265	rna9124	rna32386
OG0002266	rna18818	rna40918
OG0002267	rna9809	rna14226
OG0002268	rna5547	rna32031
OG0002269	rna25630	rna18646
OG0002270	rna16008	rna38078
OG0002271	rna21296	rna19423
OG0002272	rna27488	rna37102
OG0002273	rna22329	rna3828
OG0002274	rna15434	rna39907
OG0002275	rna15441	rna39900
OG0002276	rna15442	rna39899
OG0002277	rna15447	rna39893
OG0002278	rna15451	rna39887
OG0002279	rna15455	rna39883
OG0002280	rna15456	rna39884
OG0002281	rna15458	rna39882
OG0002282	rna17797	rna42238
OG0002283	rna17850	rna42128
OG0002284	rna17851	rna42127
OG0002285	rna32331	rna30560
OG0002286	rna17921	rna30599
OG0002287	rna194	rna30656
OG0002288	rna175	rna30700
OG0002289	rna158	rna30743
OG0002290	rna157	rna30746
OG0002291	rna9690, rna152	rna30753
OG0002292	rna115	rna30834
OG0002293	rna34800	rna52892
OG0002294	rna25461	rna51828, rna53988
OG0002295	rna11560	rna37460
OG0002296	rna35414	rna48000
OG0002297	rna35405	rna48009
OG0002298	rna35387	rna48029
OG0002299	rna35383	rna48030
OG0002300	rna35378	rna48037
OG0002301	rna32720	rna54012
OG0002302	rna25299	rna49489
OG0002303	rna25331	rna49528
OG0002304	rna27371	rna42032
OG0002305	rna27454, rna22617	rna42067
OG0002306	rna18594	rna38649
OG0002307	rna22631	rna42092
OG0002308	rna2660	rna52010
OG0002309	rna32371, rna2667	rna52016
OG0002310	rna18770	rna40529
OG0002311	rna32291	rna40558
OG0002312	rna29734	rna40692
OG0002313	rna32745	rna38943
OG0002314	rna32755	rna38972
OG0002316	rna23760	rna39053
OG0002317	rna23792, rna33455	rna39114
OG0002318	rna23656	rna41651
OG0002318	rna23658	rna41655
OG0002319	rna10762	rna41689
OG0002320	rna34068	rna41699
OG0002321	rna10755	rna41690
OG0002322	rna10768	rna49885
OG0002323	rna32212	rna51658
OG0002324	rna32194	rna51633
OG0002326	rna32185	rna51618
OG0002327	rna6682	rna52337
OG0002328	rna6684	rna52339
OG0002329	rna9674	rna9815
OG0002330	rna19761	rna19222
OG0002332	rna29943	rna26229
OG0002333	rna10734	rna21832
OG0002334	rna22682	rna49650
OG0002335	rna19629	rna16700
OG0002337	rna26391	rna15865
OG0002338	rna31740	rna48789
OG0002339	rna18913	rna3163
OG0002340	rna7867	rna27198
OG0002341	rna16653	rna35823
OG0002342	rna24290	rna41709
OG0002343	rna25388	rna16552
OG0002344	rna27699	rna1382
OG0002345	rna34572	rna53854, rna53853
OG0002346	rna34672	rna52126
OG0002347	rna34675	rna52124
OG0002348	rna13994	rna28136
OG0002349	rna13919	rna28221
OG0002350	rna30559	rna28636
OG0002351	rna13686	rna28544
OG0002352	rna13744	rna28471
OG0002353	rna13770	rna28429
OG0002354	rna32380, rna13804	rna28375
OG0002355	rna13819	rna28356
OG0002356	rna13822	rna28355
OG0002357	rna5461	rna31892
OG0002358	rna13847	rna28323
OG0002359	rna13856	rna28317
OG0002360	rna35037	rna44569
OG0002361	rna35036	rna44570
OG0002362	rna35031	rna44574
OG0002363	rna35030	rna44577
OG0002364	rna35024	rna44582
OG0002365	rna35023	rna44585
OG0002366	rna35022	rna44586
OG0002367	rna35010	rna44607
OG0002368	rna35007	rna44612
OG0002369	rna35000	rna44619
OG0002370	rna34998	rna44621
OG0002371	rna34991	rna44626
OG0002372	rna14580, rna32312	rna44656
OG0002373	rna14568	rna44671
OG0002374	rna14561	rna44675
OG0002375	rna14550	rna44692
OG0002376	rna14518	rna44721
OG0002377	rna14499	rna44751
OG0002378	rna14486	rna44785
OG0002379	rna14444	rna44855
OG0002380	rna33393	rna44918
OG0002381	rna31400	rna40210
OG0002382	rna31409	rna40201
OG0002383	rna31414	rna40197
OG0002384	rna31423	rna40179
OG0002385	rna31467	rna40107
OG0002386	rna10280	rna22457
OG0002387	rna31547	rna39993
OG0002388	rna28661	rna36827
OG0002389	rna28655	rna36816
OG0002390	rna33956	rna24717
OG0002391	rna28628	rna36777
OG0002392	rna28596	rna36738
OG0002393	rna28573	rna36704
OG0002394	rna18258	rna47622
OG0002395	rna36057	rna36598
OG0002396	rna36044	rna49841, rna36577
OG0002397	rna33874	rna36570
OG0002398	rna24297	rna41717
OG0002399	rna24304	rna41724
OG0002400	rna24305	rna41727
OG0002401	rna24315	rna41735
OG0002402	rna24324	rna41761
OG0002403	rna24342	rna41789
OG0002404	rna24345	rna41799
OG0002405	rna24346	rna15317, rna41800
OG0002406	rna24363	rna41817
OG0002407	rna24385	rna41838
OG0002408	rna904	rna30258
OG0002409	rna24395	rna41864
OG0002410	rna24443	rna41927
OG0002411	rna24452	rna41943
OG0002412	rna24473, rna24474	rna41979
OG0002413	rna24489	rna41993
OG0002414	rna24491	rna41996
OG0002415	rna24513	rna42017
OG0002416	rna24231	rna37290
OG0002417	rna24236	rna37298
OG0002418	rna27551	rna37181
OG0002419	rna27539	rna37168
OG0002420	rna27536	rna37165
OG0002421	rna5264	rna47883, rna47844
OG0002422	rna5261	rna47882, rna47840
OG0002423	rna5258	rna47837, rna47881
OG0002424	rna5253	rna47871, rna47827
OG0002425	rna5246	rna47824, rna47866
OG0002426	rna5243	rna47822, rna47865
OG0002427	rna5239	rna47858, rna47816
OG0002428	rna5234	rna47810, rna47852
OG0002429	rna5214	rna14781
OG0002430	rna5204	rna14749
OG0002431	rna5145	rna14683
OG0002432	rna5134, rna5135	rna14673
OG0002433	rna5071	rna14583
OG0002434	rna5046	rna14556
OG0002435	rna23183	rna25611
OG0002436	rna9922	rna14393
OG0002437	rna26602	rna51029
OG0002438	rna9488	rna10068
OG0002439	rna11745	rna20689
OG0002440	rna12857	rna6784, rna54136
OG0002441	rna17997	rna47182
OG0002442	rna4446	rna23049
OG0002443	rna32896	rna23731
OG0002444	rna33097	rna23688
OG0002444	rna32877	rna23748
OG0002445	rna32866	rna23758
OG0002446	rna13303	rna27676
OG0002447	rna22717	rna49696
OG0002448	rna23914	rna458
OG0002449	rna26348	rna15929
OG0002450	rna3813	rna15364
OG0002451	rna3070	rna11951
OG0002452	rna3093	rna11919
OG0002453	rna3106	rna11894
OG0002454	rna3137	rna11863
OG0002455	rna72, rna3202	rna11764
OG0002456	rna3212	rna11752
OG0002457	rna3252	rna11685
OG0002458	rna3255	rna11678
OG0002459	rna3342	rna11555
OG0002460	rna3383	rna11485
OG0002461	rna25948	rna1952
OG0002462	rna3464	rna11379
OG0002463	rna3469	rna11371
OG0002464	rna29920	rna26263
OG0002465	rna3501	rna11331, rna11322
OG0002466	rna34554	rna52343
OG0002467	rna10048	rna19749
OG0002468	rna10070	rna19722
OG0002469	rna9974	rna19865
OG0002470	rna9970	rna19871
OG0002471	rna17312	rna20032
OG0002472	rna17323	rna20050
OG0002473	rna17335	rna54149, rna54148
OG0002474	rna17373	rna20115
OG0002475	rna17392	rna20139
OG0002476	rna17455	rna20222
OG0002477	rna17466	rna20238
OG0002478	rna17507	rna20307
OG0002479	rna17519	rna20319
OG0002480	rna17522	rna20329
OG0002481	rna17539	rna20362
OG0002482	rna17564	rna20390
OG0002483	rna17566	rna20404
OG0002484	rna17567	rna20405
OG0002485	rna17571	rna43553
OG0002486	rna17575	rna43561, rna43560
