Orthogroup	ursMar.longCDS.prots	ailMel.longCDS.prots
OG0000627	rna24248	rna-XM_019794724.2
OG0000627	rna17252	rna-XM_034662539.1
OG0000629	rna6239	rna-XM_034669285.1
OG0000629	rna14596	rna-XM_034652564.1, rna-XM_034640886.1
OG0000630	rna9772	rna-XM_034672119.1
OG0000630	rna17347	rna-XM_034662618.1
OG0000631	rna25807	rna-XM_019804646.2
OG0000631	rna17603	rna-XM_019806996.2
OG0000632	rna34595	rna-XM_011218356.2
OG0000633	rna10378	rna-XM_034657084.1
OG0000633	rna14414, rna33401	rna-XM_034660654.1
OG0000634	rna31524	rna-XM_034660807.1
OG0000634	rna34431	rna-XM_034657554.1
OG0000635	rna34495	rna-XM_034653372.1, rna-XM_034660024.1
OG0000635	rna28648	rna-XM_034660908.1
OG0000636	rna11716	rna-XM_034646980.1
OG0000636	rna28545	rna-XM_011226462.3, rna-XM_034653418.1
OG0000637	rna24313	rna-XM_034652601.1, rna-XM_034652680.1, rna-XM_034651537.1, rna-XM_034652964.1, rna-XM_034652948.1, rna-XM_034652951.1, rna-XM_002913178.4
OG0000638	rna33688	rna-XM_034661719.1
OG0000638	rna33694	rna-XM_002931279.2
OG0000639	rna5209	rna-XM_011228030.3
OG0000639	rna20719	rna-XM_034655967.1
OG0000640	rna5092	rna-XM_034651528.1, rna-XM_034652117.1, rna-XM_034650987.1, rna-XM_034651834.1, rna-NM_001304860.1
OG0000641	rna36093	rna-XM_034652250.1, rna-XM_034652192.1, rna-XM_034652242.1, rna-XM_034652264.1, rna-XM_034651502.1, rna-XM_034650637.1, rna-NM_001304842.1
OG0000642	rna3367	rna-XM_034662077.1
OG0000642	rna1024	rna-XM_002924935.4
OG0000643	rna17409	rna-XM_002920407.4
OG0000643	rna12489	rna-XM_034655989.1
OG0000644	rna5471	rna-XM_034672103.1
OG0000644	rna17701	rna-XM_034653453.1, rna-XM_034662954.1
OG0000645	rna21638	rna-XM_011234198.3
OG0000645	rna390	rna-XM_019809427.2
OG0000646	rna6504	rna-XM_034647779.1
OG0000646	rna592	rna-XM_034663385.1
OG0000647	rna11969	rna-XM_034656409.1
OG0000647	rna7920	rna-XM_034652445.1
OG0000648	rna7905	rna-XM_002919793.4
OG0000648	rna2816	rna-XM_002925721.4
OG0000649	rna29028	rna-XM_034656468.1
OG0000649	rna7838	rna-XM_019800003.2
OG0000650	rna33813	rna-XM_002918506.4
OG0000650	rna9873	rna-XM_034672112.1
OG0000651	rna20534	rna-XM_034668308.1, rna-XM_034652252.1, rna-XM_034651667.1, rna-NM_001304867.1
OG0000652	rna22472	rna-XM_034659779.1
OG0000652	rna9721	rna-XM_034668521.1
OG0000653	rna1628	rna-XM_002918170.3
OG0000653	rna28712	rna-XM_034653130.1, rna-XM_034642739.1
OG0000654	rna32413	rna-XM_002920715.4
OG0000655	rna8513	rna-XM_034666119.1
OG0000655	rna8514	rna-XM_011221878.3, rna-XM_034650091.1
OG0000656	rna27928	rna-XM_034651561.1, rna-XM_034652286.1, rna-XM_034650708.1, rna-XM_034650709.1, rna-XM_034651586.1, rna-XM_034650710.1, rna-XM_034643535.1
OG0000657	rna12568	rna-XM_011219996.2
OG0000657	rna12567	rna-XM_002915426.4
OG0000658	rna34351	rna-XM_011230266.3
OG0000658	rna34363	rna-XM_034660011.1
OG0000658	rna34352	rna-XM_019804124.2
OG0000659	rna34371	rna-XM_011230274.3
OG0000659	rna34354, rna34359	rna-XM_019804125.2, rna-XM_034653378.1
OG0000660	rna20508	rna-XM_034664594.1
OG0000660	rna34474	rna-XM_034657622.1
OG0000661	rna30950	rna-XM_034657791.1
OG0000661	rna11641	rna-XM_034647334.1
OG0000662	rna26265	rna-XM_034658201.1
OG0000662	rna26261	rna-XM_034658202.1
OG0000663	rna28432	rna-XM_034671614.1
OG0000663	rna26185	rna-XM_034658301.1
OG0000664	rna25891	rna-XM_034666353.1
OG0000664	rna26181	rna-XM_011226657.3
OG0000665	rna19455	rna-XM_002917640.4
OG0000665	rna35198, rna28488	rna-XM_002913442.4
OG0000666	rna20863	rna-XM_034658913.1
OG0000666	rna20862	rna-XM_002930286.4
OG0000667	rna2413	rna-XM_034642282.1
OG0000667	rna21666	rna-XM_034659063.1
OG0000668	rna22040	rna-XM_034659427.1
OG0000668	rna9766	rna-XM_034671726.1, rna-XM_034653509.1
OG0000669	rna22322	rna-XM_011219234.2
OG0000669	rna33408	rna-XM_011224044.3
OG0000670	rna22491	rna-XM_034659796.1
OG0000670	rna1249	rna-XM_019797929.2
OG0000671	rna23998	rna-XM_034655974.1
OG0000671	rna22516	rna-XM_034659824.1
OG0000672	rna25600	rna-XM_034640217.1
OG0000672	rna22522	rna-XM_034659832.1
OG0000673	rna755	rna-XM_034670813.1, rna-XM_034652823.1
OG0000673	rna756	rna-XM_002922666.4
OG0000674	rna35205	rna-XM_034650037.1
OG0000674	rna18074	rna-XM_034650816.1, rna-XM_034667691.1
OG0000675	rna30330	rna-XM_034652821.1, rna-XM_002925368.4, rna-XM_034652864.1, rna-XM_034652850.1, rna-XM_034650340.1, rna-XM_034650341.1, rna-XM_034652644.1
OG0000676	rna1313	rna-XM_002918119.4, rna-XM_034652612.1, rna-XM_034651531.1, rna-XM_034652904.1, rna-XM_034652997.1, rna-XM_034652993.1
OG0000677	rna32604, rna32603	rna-XM_034650089.1, rna-XM_034667611.1
OG0000677	rna32602	rna-XM_034667612.1
OG0000678	rna16237	rna-XM_034669296.1
OG0000678	rna2472	rna-XM_034642607.1
OG0000679	rna1594	rna-XM_019798898.2
OG0000679	rna2343	rna-XM_019800705.2
OG0000680	rna36276	rna-XM_034642068.1
OG0000680	rna1658	rna-XM_011232992.3
OG0000681	rna5599	rna-XM_002915925.4
OG0000681	rna19640	rna-XM_002912991.4
OG0000682	rna19990	rna-XM_034669649.1
OG0000682	rna16710	rna-XM_034640439.1
OG0000683	rna16830	rna-XM_002923313.4
OG0000683	rna32113	rna-XM_002921280.4
OG0000684	rna23370	rna-XM_034640694.1, rna-XM_034640688.1
OG0000685	rna3595	rna-XM_011220701.3
OG0000685	rna14983	rna-XM_034641762.1
OG0000686	rna15140	rna-XM_034640229.1
OG0000686	rna1692	rna-XM_034666602.1
OG0000687	rna28093	rna-XM_034643490.1
OG0000687	rna15157	rna-XM_019798758.2
OG0000688	rna8264	rna-XM_034640610.1
OG0000688	rna29362	rna-XM_034650167.1
OG0000689	rna33005	rna-XM_034641514.1
OG0000689	rna31911	rna-XM_034646243.1
OG0000690	rna32142	rna-XM_034646608.1, rna-XM_034651764.1
OG0000690	rna29759	rna-XM_034644775.1
OG0000691	rna35602	rna-XM_034645976.1
OG0000691	rna21517	rna-XM_034644849.1
OG0000692	rna14162, rna32403	rna-XM_034645224.1
OG0000692	rna31877	rna-XM_034645777.1
OG0000693	rna35833	rna-XM_002916148.4
OG0000693	rna35460	rna-XM_034665553.1
OG0000694	rna26834	rna-XM_019808787.2
OG0000694	rna4707	rna-XM_034667003.1
OG0000695	rna32086	rna-XM_011235485.3
OG0000695	rna32085	rna-XM_002927794.4
OG0000696	rna22821	rna-XM_034656559.1
OG0000696	rna32123	rna-XM_034645290.1
OG0000696	rna32122	rna-XM_034651879.1
OG0000697	rna6431	rna-XM_034653097.1, rna-XM_019801339.2
OG0000698	rna32617	rna-XM_002926104.1
OG0000698	rna32611, rna32612	rna-XM_011233447.3, rna-XM_011233448.3
OG0000699	rna33248	rna-XM_034655298.1, rna-XM_034655314.1
OG0000699	rna10493	rna-XM_034665939.1
OG0000700	rna10405	rna-XM_002928207.2
OG0000700	rna10406	rna-XM_002928208.4
OG0000701	rna8474	rna-XM_019796888.2
OG0000701	rna24071	rna-XM_034655619.1
OG0000702	rna30056	rna-XM_002928573.4
OG0000702	rna30055	rna-XM_002928585.2
OG0000703	rna26637	rna-XM_034664801.1
OG0000703	rna33554	rna-XM_034667168.1
OG0000704	rna22803	rna-XM_034667362.1
OG0000704	rna22812, rna22811	rna-XM_034667375.1
OG0000705	rna13148	rna-XM_002921747.4
OG0000705	rna29977	rna-XM_034671481.1
OG0000706	rna3470, rna29921	rna-XM_019806083.2
OG0000707	rna13033	rna-XM_034663782.1
OG0000707	rna23554	rna-XM_034671837.1
OG0000708	rna32330	rna-XM_034648663.1
OG0000708	rna36283, rna33451	rna-XM_002931305.4
OG0000709	rna23940	rna-XM_002926761.4
OG0000709	rna23941	rna-XM_019807532.2
OG0000710	rna29261, rna29260	rna-XM_034658464.1
OG0000711	rna31032	rna-XM_011229116.3
OG0000711	rna10394	rna-XM_034657090.1, rna-XM_034655697.1
OG0000712	rna12480	rna-XM_002912895.4
OG0000712	rna12481	rna-XM_002912953.4
OG0000713	rna13372	rna-XM_034656839.1
OG0000713	rna13370	rna-XM_002920751.4
OG0000714	rna3663	rna-XM_034644309.1
OG0000714	rna3656	rna-XM_034643600.1
OG0000720	rna14894, rna18284	rna-XM_034650691.1, rna-XM_034670603.1
OG0000721	rna9765, rna30044	rna-XM_034653241.1, rna-XM_034650207.1, rna-XM_034650062.1, rna-XM_034650328.1, rna-XM_034672121.1
OG0000722	rna15945	rna-XM_034645873.1
OG0000722	rna27736	rna-XM_019795783.2
OG0000723	rna4469	rna-XM_034647811.1
OG0000723	rna15911	rna-XM_034646253.1
OG0000724	rna12511	rna-XM_034648104.1
OG0000724	rna15895	rna-XM_019802621.2
OG0000725	rna8738	rna-XM_034669369.1
OG0000725	rna15806	rna-XM_034647324.1
OG0000726	rna15676	rna-XM_002921865.4
OG0000726	rna28828	rna-XM_002922788.4
OG0000727	rna17807	rna-XM_034650016.1
OG0000727	rna15663	rna-XM_034652855.1, rna-XM_019802455.2
OG0000728	rna758	rna-XM_002922661.3
OG0000728	rna15527	rna-XM_034649621.1
OG0000729	rna21242	rna-XM_002928917.4
OG0000729	rna17802	rna-XM_011226114.3
OG0000730	rna21075	rna-XM_034651890.1
OG0000730	rna34327	rna-XM_034657413.1
OG0000731	rna22060	rna-XM_034657282.1
OG0000731	rna21052	rna-XM_034653131.1, rna-XM_034655605.1
OG0000732	rna20941	rna-XM_034653249.1
OG0000732	rna13537	rna-XM_002922610.4
OG0000733	rna34889	rna-XM_034657861.1
OG0000733	rna11481	rna-XM_034653513.1
OG0000734	rna11661	rna-XM_034646746.1
OG0000734	rna11456	rna-XM_034653615.1
OG0000735	rna30964	rna-XM_034657775.1
OG0000735	rna11348	rna-XM_034653703.1
OG0000736	rna11335	rna-XM_034653721.1
OG0000736	rna20449	rna-XM_034664663.1
OG0000737	rna11251	rna-XM_002919386.4
OG0000737	rna11250	rna-XM_002919385.3
OG0000738	rna34845	rna-XM_011227242.3
OG0000738	rna11234	rna-XM_002917667.4
OG0000739	rna34525	rna-XM_034657693.1
OG0000739	rna19307	rna-XM_034653901.1
OG0000740	rna26456	rna-XM_034653999.1
OG0000740	rna20418	rna-XM_034664730.1
OG0000741	rna20510	rna-XM_002915179.3
OG0000741	rna26465	rna-XM_034654005.1
OG0000742	rna26489	rna-XM_019799653.2
OG0000742	rna5963	rna-XM_034667211.1
OG0000743	rna28358	rna-XM_034670956.1
OG0000743	rna26594	rna-XM_034654099.1
OG0000744	rna28355	rna-XM_034670953.1
OG0000744	rna26595	rna-XM_002918249.4
OG0000745	rna26599	rna-XM_034654111.1
OG0000745	rna3743	rna-XM_034643663.1
OG0000746	rna18946	rna-XM_034637906.1
OG0000746	rna19351	rna-XM_011223666.3
OG0000747	rna19345	rna-XM_011236460.3
OG0000747	rna35814	rna-XM_034666566.1
OG0000748	rna19329	rna-XM_034654155.1
OG0000748	rna22700	rna-XM_034667292.1
OG0000749	rna34394	rna-XM_034657496.1
OG0000749	rna16992	rna-XM_019799754.2
OG0000750	rna3551	rna-XM_034662278.1
OG0000750	rna5847	rna-XM_034654392.1
OG0000751	rna17194	rna-XM_034654498.1
OG0000751	rna837	rna-XM_011230461.3
OG0000752	rna17236	rna-XM_034654530.1
OG0000752	rna3490	rna-XM_034662227.1
OG0000753	rna26991	rna-XM_034646501.1
OG0000753	rna6903	rna-XM_034654576.1
OG0000754	rna1268	rna-XM_034643160.1
OG0000754	rna6905	rna-XM_019799150.2
OG0000756	rna27038	rna-XM_011227871.3
OG0000756	rna6995	rna-XM_002926929.4
OG0000757	rna3479	rna-XM_034662209.1
OG0000757	rna6997	rna-XM_002928608.4
OG0000758	rna7013	rna-XM_034642208.1
OG0000758	rna3496	rna-XM_034662234.1
OG0000759	rna14691	rna-XM_034641199.1
OG0000759	rna7066	rna-XM_002923909.4
OG0000760	rna7073	rna-XM_034654732.1
OG0000760	rna6074	rna-XM_034667979.1
OG0000761	rna6076	rna-XM_034667959.1
OG0000761	rna7075	rna-XM_034654736.1
OG0000762	rna17857	rna-XM_011234129.3
OG0000762	rna7083	rna-XM_019793773.2
OG0000763	rna7139	rna-XM_011226216.3
OG0000763	rna6312	rna-XM_034669715.1
OG0000764	rna3346	rna-XM_034662065.1
OG0000764	rna7225	rna-XM_034654810.1
OG0000765	rna27197	rna-XM_002923445.4
OG0000765	rna7260	rna-XM_034654822.1
OG0000766	rna3645	rna-XM_002915991.4
OG0000766	rna7315	rna-XM_019798318.2
OG0000767	rna3671	rna-XM_019796190.2
OG0000767	rna7320	rna-XM_002917994.4
OG0000768	rna7374	rna-XM_019800484.2
OG0000768	rna3327	rna-XM_002915361.4
OG0000769	rna32489	rna-XM_002921127.4
OG0000769	rna7396	rna-XM_002915842.4
OG0000770	rna6009	rna-XM_034667605.1
OG0000770	rna7442	rna-XM_002919131.3
OG0000771	rna7462	rna-XM_034654989.1
OG0000771	rna26255	rna-XM_034658203.1
OG0000772	rna7472	rna-XM_034655032.1
OG0000772	rna5765, rna9020	rna-XM_034650048.1
OG0000773	rna7539	rna-XM_011223472.2
OG0000773	rna7536	rna-XM_011223470.2
OG0000774	rna11167	rna-XM_002913678.3
OG0000774	rna3721	rna-XM_034644319.1
OG0000775	rna11145	rna-XM_034655166.1
OG0000775	rna27023	rna-XM_034645842.1
OG0000776	rna3728	rna-XM_011220788.3
OG0000776	rna11143	rna-XM_002913667.4
OG0000777	rna11129	rna-XM_034655193.1
OG0000777	rna26955	rna-XM_034645593.1
OG0000778	rna11077	rna-XM_034655253.1
OG0000778	rna8834	rna-XM_002915492.4
OG0000779	rna11056	rna-XM_034655263.1
OG0000779	rna32285	rna-XM_034649943.1
OG0000780	rna10947	rna-XM_002917955.4
OG0000780	rna16047	rna-XM_011227704.3
OG0000781	rna10926	rna-XM_002917963.4
OG0000781	rna29521	rna-XM_034665232.1
OG0000782	rna10834	rna-XM_002922473.4
OG0000782	rna10835	rna-XM_002922468.4
OG0000783	rna10820	rna-XM_034655549.1
OG0000783	rna16124	rna-XM_019808121.2
OG0000784	rna10806	rna-XM_034655581.1
OG0000784	rna4596	rna-XM_034663810.1
OG0000785	rna10805	rna-XM_034655588.1
OG0000785	rna4595	rna-XM_034665395.1
OG0000786	rna32437, rna32441	rna-XM_034653493.1
OG0000787	rna28277	rna-XM_034643524.1
OG0000787	rna19420	rna-XM_034657258.1
OG0000788	rna20485	rna-XM_011219729.3
OG0000789	rna28746	rna-XM_034642087.1
OG0000790	rna23661	rna-XM_034650810.1, rna-XM_034652044.1, rna-XM_034652008.1, rna-XM_034651529.1, rna-XM_034672610.1, rna-XM_034653202.1
OG0000791	rna20297	rna-XM_011230163.3
OG0000791	rna8999	rna-XM_002927138.4
OG0000792	rna9066	rna-XM_034638678.1
OG0000792	rna32120	rna-XM_002921283.4
OG0000793	rna9125	rna-XM_034637919.1
OG0000793	rna20285	rna-XM_002923467.4
OG0000794	rna9185	rna-XM_034652146.1, rna-XM_034651975.1, rna-XM_034652258.1, rna-XM_034652240.1, rna-XM_034652235.1, rna-XM_019805953.2
OG0000795	rna9193	rna-XM_034672441.1
OG0000795	rna15389	rna-XM_034644764.1
OG0000796	rna16794	rna-XM_002923376.4
OG0000796	rna9221	rna-XM_034639675.1
OG0000797	rna16826	rna-XM_002924346.4
OG0000797	rna9237	rna-XM_034638836.1
OG0000798	rna9255	rna-XM_034638647.1
OG0000798	rna8841	rna-XM_019795567.2
OG0000799	rna30454	rna-XM_019801809.2
OG0000799	rna16573	rna-XM_034641862.1
OG0000800	rna30442	rna-XM_002930370.4
OG0000800	rna16616	rna-XM_034640622.1
OG0000801	rna33657	rna-XM_019795656.2
OG0000801	rna15414	rna-XM_011237696.2
OG0000802	rna193	rna-XM_002929800.3
OG0000802	rna33659	rna-XM_011220171.3
OG0000803	rna20388	rna-XM_034670051.1
OG0000803	rna6639	rna-XM_034672847.1
OG0000804	rna6629	rna-XM_034672489.1
OG0000804	rna16753	rna-XM_034641843.1
OG0000805	rna6583	rna-XM_034638666.1
OG0000805	rna32101	rna-XM_034646460.1
OG0000806	rna29103	rna-XM_034649235.1, rna-XM_034672834.1
OG0000806	rna25042	rna-XM_034672734.1
OG0000807	rna32383	rna-XM_034672839.1, rna-XM_034652932.1
OG0000808	rna29204	rna-XM_034638037.1
OG0000808	rna29205	rna-XM_002929427.3
OG0000809	rna32801	rna-XM_034672860.1
OG0000809	rna21461	rna-XM_034644857.1
OG0000810	rna21448	rna-XM_034645943.1
OG0000810	rna4170	rna-XM_034672869.1
OG0000811	rna21491	rna-XM_034644706.1
OG0000811	rna4133	rna-XM_011223230.3
OG0000812	rna4121	rna-NM_001304921.1
OG0000813	rna4105	rna-XM_034638537.1
OG0000813	rna4103	rna-XM_011223250.3
OG0000814	rna31778	rna-XM_034648523.1
OG0000814	rna4013	rna-XM_034638996.1
OG0000815	rna32694	rna-XM_034639009.1
OG0000815	rna10463	rna-XM_002914075.4
OG0000816	rna8977	rna-XM_019804282.2
OG0000817	rna33013	rna-XM_002929018.4
OG0000817	rna8972	rna-XM_019804285.2
OG0000818	rna8939	rna-XM_002923707.4
OG0000818	rna13249	rna-XM_034655659.1
OG0000819	rna8931	rna-NM_001304899.1, rna-XM_034650821.1, rna-XM_034650799.1, rna-XM_034650800.1, rna-XM_034650820.1
OG0000820	rna25722	rna-XM_034641340.1
OG0000820	rna8914	rna-XM_019808072.2
OG0000821	rna24910	rna-XM_011237133.3
OG0000822	rna5607	rna-XM_011235800.3
OG0000822	rna24894	rna-XM_002914216.3
OG0000823	rna24865	rna-XM_034637813.1
OG0000823	rna31654	rna-XM_034657099.1
OG0000824	rna24825, rna24824	rna-XM_002912253.4, rna-XM_002912251.4
OG0000825	rna24666	rna-XM_002918424.4
OG0000825	rna13695	rna-XM_011222903.3
OG0000826	rna9462	rna-XM_019807330.2
OG0000826	rna24631	rna-XM_034638493.1
OG0000827	rna24615	rna-XM_034638733.1
OG0000828	rna24595	rna-XM_019804176.2
OG0000828	rna9326	rna-XM_002922903.4
OG0000829	rna33611	rna-XM_002921085.4
OG0000829	rna24572	rna-XM_019801516.2
OG0000830	rna2736, rna2735	rna-XM_002925934.2
OG0000831	rna12036	rna-XM_034653429.1
OG0000832	rna2996	rna-XM_011224419.3, rna-XM_011236678.2
OG0000833	rna17826	rna-XM_034649982.1
OG0000833	rna29966	rna-XM_002915291.1
OG0000834	rna11773	rna-XM_034669190.1
OG0000834	rna17827	rna-XM_034649904.1
OG0000835	rna17846	rna-XM_002929909.2
OG0000835	rna4355	rna-XM_011221484.3
OG0000836	rna35655, rna31653, rna17854	rna-XM_011235120.3
OG0000837	rna31652, rna17855	rna-XM_011235119.3
OG0000838	rna17883	rna-XM_011222081.3
OG0000838	rna14354	rna-XM_002912481.3
OG0000839	rna17891	rna-XM_034653163.1, rna-XM_034649922.1
OG0000839	rna14324	rna-XM_034671878.1
OG0000840	rna35850	rna-XM_034649509.1, rna-XM_002916155.4, rna-XM_034671590.1, rna-XM_034651307.1, rna-XM_034651215.1
OG0000841	rna180	rna-XM_034649423.1
OG0000841	rna23631	rna-XM_034648921.1
OG0000842	rna19542	rna-XM_034657253.1
OG0000842	rna166	rna-XM_002917774.4
OG0000843	rna26624	rna-XM_019807549.2
OG0000843	rna19471	rna-XM_034658851.1
OG0000844	rna17115	rna-XM_002915009.4
OG0000844	rna25453	rna-XM_002931232.4
OG0000845	rna32997, rna32350, rna32998	rna-XM_034649392.1
OG0000846	rna35416	rna-XM_002918008.1
OG0000846	rna9433	rna-XM_002916599.4
OG0000847	rna35399	rna-XM_034649362.1
OG0000847	rna27388	rna-XM_002917339.4
OG0000848	rna25301	rna-XM_002930483.4
OG0000848	rna23577	rna-XM_002919373.4
OG0000849	rna27370	rna-XM_011217323.3
OG0000849	rna33939	rna-XM_034647488.1
OG0000850	rna29656	rna-XM_034665103.1
OG0000850	rna27372	rna-XM_034648816.1
OG0000851	rna1603	rna-XM_011223974.3
OG0000851	rna22626	rna-XM_034649136.1
OG0000852	rna23827	rna-XM_034649855.1
OG0000852	rna29487	rna-XM_019796631.2
OG0000853	rna7996	rna-XM_034667779.1
OG0000853	rna2702	rna-XM_002925925.4
OG0000854	rna2738	rna-XM_019792861.2
OG0000854	rna29711	rna-XM_034649747.1
OG0000855	rna17743	rna-XM_034650038.1, rna-XM_034653539.1
OG0000855	rna18759	rna-XM_011229126.3
OG0000856	rna13097	rna-XM_034665084.1
OG0000856	rna32264	rna-XM_034649039.1, rna-XM_034653532.1
OG0000857	rna10259	rna-XM_002918534.4
OG0000857	rna29704	rna-XM_034648762.1
OG0000858	rna29730	rna-XM_002922559.4
OG0000859	rna27889	rna-XM_002920340.4
OG0000859	rna32744	rna-XM_034650753.1, rna-XM_002922546.4
OG0000860	rna32758	rna-XM_002922296.4
OG0000860	rna3210	rna-XM_011231800.3
OG0000861	rna33004	rna-XM_002925706.4
OG0000861	rna30632	rna-XM_002919417.3
OG0000862	rna5044	rna-XM_034661568.1
OG0000862	rna17100	rna-XM_034649949.1
OG0000863	rna28612	rna-XM_034660936.1
OG0000863	rna23736	rna-XM_034649160.1
OG0000864	rna23737	rna-XM_034648937.1
OG0000864	rna29562	rna-XM_034665198.1
OG0000865	rna23765	rna-XM_034650024.1
OG0000865	rna4608	rna-XM_034665391.1
OG0000866	rna23768	rna-XM_034649437.1
OG0000866	rna4623	rna-XM_034665372.1
OG0000867	rna25295	rna-XM_011216812.3
OG0000867	rna1151	rna-XM_002922620.3
OG0000869	rna32347, rna13792	rna-XM_002924879.4
OG0000869	rna32190	rna-XM_011237730.3
OG0000870	rna6668	rna-XM_011216970.3, rna-XM_011216971.3, rna-XM_011217626.3
OG0000871	rna28927	rna-XM_002918346.3
OG0000871	rna8027	rna-XM_034653582.1
OG0000872	rna31498	rna-XM_034651982.1, rna-XM_034651079.1, rna-XM_034652483.1, rna-XM_034652689.1, rna-XM_034652724.1, rna-XM_034661700.1
OG0000873	rna18100	rna-XM_034650619.1, rna-XM_034652188.1, rna-XM_034650814.1, rna-XM_034652062.1, rna-XM_034650785.1, rna-XM_034651328.1
OG0000874	rna25803	rna-XM_034651870.1
OG0000874	rna30003	rna-XM_002927998.4
OG0000875	rna33872	rna-XM_034650924.1, rna-XM_034651743.1
OG0000876	rna32532	rna-XM_002927786.3
OG0000876	rna21905	rna-XM_034659248.1
OG0000877	rna34599, rna34602, rna34600, rna34598, rna34601	rna-XM_019809347.2
OG0000878	rna34670	rna-XM_034660077.1
OG0000878	rna34677	rna-XM_034660140.1
OG0000879	rna27543	rna-XM_034661357.1
OG0000879	rna13668	rna-XM_034660191.1
OG0000880	rna13677	rna-XM_034660289.1
OG0000880	rna31741	rna-XM_011227273.3
OG0000881	rna14493	rna-XM_034660583.1
OG0000881	rna2689	rna-XM_011216823.2
OG0000882	rna14490	rna-XM_034660585.1
OG0000882	rna25197	rna-XM_011230029.3
OG0000883	rna14485	rna-XM_034651014.1, rna-XM_034651015.1, rna-NM_001304849.1, rna-XM_034651919.1, rna-XM_034651967.1
OG0000884	rna14451	rna-XM_011218509.3
OG0000884	rna14217	rna-XM_034646010.1
OG0000885	rna2536	rna-XM_034642666.1
OG0000885	rna33392	rna-XM_019808644.2
OG0000886	rna1337	rna-XM_019798458.2
OG0000886	rna31492	rna-XM_034660778.1
OG0000887	rna34504	rna-XM_034657670.1
OG0000887	rna31509	rna-XM_002914258.4
OG0000888	rna31511	rna-XM_034660799.1
OG0000888	rna10278	rna-XM_034663966.1
OG0000889	rna31549	rna-XM_019794133.2
OG0000889	rna6438	rna-XM_034647605.1
OG0000890	rna2824	rna-XM_034642726.1
OG0000890	rna28605	rna-XM_011229546.3
OG0000891	rna28562	rna-XM_011226473.3
OG0000891	rna28560	rna-XM_011226470.3
OG0000892	rna24317	rna-XM_011227376.3
OG0000892	rna35898	rna-XM_034656582.1
OG0000893	rna24341	rna-XM_002913189.4
OG0000893	rna12700	rna-XM_034648000.1
OG0000894	rna28083	rna-XM_002914548.4
OG0000894	rna24424	rna-XM_034661145.1
OG0000895	rna24468	rna-XM_002922967.4
OG0000895	rna21866	rna-XM_034659232.1
OG0000896	rna24227	rna-XM_034661266.1
OG0000896	rna17267	rna-XM_002915099.4
OG0000897	rna13228	rna-XM_034655658.1
OG0000897	rna24260	rna-XM_019794729.2
OG0000898	rna27574	rna-XM_002914435.4
OG0000898	rna8309	rna-XM_034641347.1
OG0000899	rna13340	rna-XM_002917167.4
OG0000899	rna27482	rna-XM_034661383.1
OG0000900	rna12406	rna-XM_034656052.1
OG0000900	rna5228	rna-XM_034661411.1
OG0000901	rna5226	rna-XM_002927280.4
OG0000901	rna5221	rna-XM_002927283.1
OG0000902	rna5089	rna-XM_002913838.4
OG0000902	rna13061	rna-XM_002923462.4
OG0000903	rna13062	rna-XM_034665067.1
OG0000903	rna5084	rna-XM_034661537.1
OG0000904	rna12231	rna-XM_019795170.2
OG0000904	rna5079	rna-XM_034661541.1
OG0000905	rna5031	rna-XM_034661737.1
OG0000905	rna32526	rna-XM_019801701.2
OG0000906	rna3613	rna-XM_002915981.4
OG0000907	rna30187	rna-XM_034652178.1, rna-XM_034652087.1, rna-XM_034652217.1, rna-XM_034652193.1, rna-NM_001304928.1
OG0000908	rna32903, rna33067	rna-XM_011234379.2
OG0000909	rna26403	rna-XM_002912726.4
OG0000909	rna12152	rna-XM_019798663.2
OG0000910	rna4474	rna-XM_011233273.3
OG0000910	rna3156	rna-XM_034661894.1
OG0000911	rna16148	rna-XM_019799085.2
OG0000912	rna30143	rna-XM_034666361.1
OG0000913	rna3283	rna-XM_034661824.1
OG0000913	rna3284	rna-XM_002927736.4
OG0000914	rna3340	rna-XM_034662056.1
OG0000914	rna23363	rna-XM_034640574.1
OG0000915	rna23359	rna-XM_019802711.2
OG0000915	rna3355	rna-XM_019803457.2
OG0000916	rna1007	rna-XM_034640076.1
OG0000916	rna3359	rna-XM_019808801.2
OG0000917	rna3409	rna-XM_034661767.1
OG0000917	rna27102	rna-XM_034645629.1
OG0000918	rna17346	rna-XM_002913722.4
OG0000918	rna12433	rna-XM_002912919.4
OG0000919	rna17379	rna-XM_019807732.2
OG0000919	rna29965	rna-XM_019795351.2
OG0000920	rna28945	rna-XM_019798709.2
OG0000920	rna17457	rna-XM_002920391.4
OG0000921	rna22069	rna-XM_002922851.4
OG0000921	rna17508	rna-XM_002922416.4
OG0000922	rna17698	rna-XM_034662943.1
OG0000922	rna6454	rna-XM_002928843.4
OG0000923	rna21957	rna-XM_034657277.1
OG0000923	rna17711	rna-XM_002916109.4
OG0000924	rna274	rna-XM_034663102.1
OG0000924	rna28956	rna-XM_034647592.1
OG0000925	rna6470	rna-XM_002917224.3
OG0000925	rna298	rna-XM_002924276.4
OG0000926	rna338	rna-XM_002913868.4
OG0000926	rna13224	rna-XM_019808353.2
OG0000927	rna370	rna-XM_002913887.3
OG0000927	rna21631	rna-XM_002912392.4
OG0000928	rna420	rna-XM_034663620.1
OG0000928	rna421	rna-XM_034663251.1
OG0000929	rna506	rna-XM_034663318.1
OG0000929	rna13436	rna-XM_034656905.1
