Orthogroup	ursMar.longCDS.prots	ursAme.longCDS.prots
OG0000316	rna4149	transcript_ENSUAMT00000010046
OG0000316	rna6826	transcript_ENSUAMT00000015333
OG0000316	rna28336	transcript_ENSUAMT00000040560
OG0000317	rna33355	transcript_ENSUAMT00000039281
OG0000317	rna4128	transcript_ENSUAMT00000022912
OG0000317	rna6809	transcript_ENSUAMT00000034871
OG0000318	rna2366	transcript_ENSUAMT00000010986
OG0000318	rna22270	transcript_ENSUAMT00000004972
OG0000318	rna4059	transcript_ENSUAMT00000028999
OG0000319	rna22306	transcript_ENSUAMT00000021345
OG0000319	rna4039	transcript_ENSUAMT00000024109
OG0000319	rna33403	transcript_ENSUAMT00000010957
OG0000320	rna8985, rna32861, rna32964	transcript_ENSUAMT00000005735
OG0000320	rna8983	transcript_ENSUAMT00000020607, transcript_ENSUAMT00000000838
OG0000321	rna1624	transcript_ENSUAMT00000013115
OG0000321	rna8947	transcript_ENSUAMT00000041836
OG0000321	rna28710	transcript_ENSUAMT00000011991
OG0000322	rna24901	transcript_ENSUAMT00000003168
OG0000322	rna17750	transcript_ENSUAMT00000005168
OG0000322	rna3061	transcript_ENSUAMT00000039735
OG0000323	rna29424	transcript_ENSUAMT00000037820
OG0000323	rna34192	transcript_ENSUAMT00000007372
OG0000323	rna24857	transcript_ENSUAMT00000032887
OG0000324	rna28658	transcript_ENSUAMT00000027408
OG0000325	rna17865	transcript_ENSUAMT00000013319
OG0000325	rna2101	transcript_ENSUAMT00000034799
OG0000325	rna21773	transcript_ENSUAMT00000026652
OG0000327	rna32714	transcript_ENSUAMT00000026255
OG0000328	rna27373	transcript_ENSUAMT00000031036
OG0000329	rna23482	transcript_ENSUAMT00000009985
OG0000329	rna22628	transcript_ENSUAMT00000012555
OG0000329	rna6515	transcript_ENSUAMT00000022332
OG0000330	rna30216	transcript_ENSUAMT00000007997
OG0000330	rna32270	transcript_ENSUAMT00000012049
OG0000330	rna31241	transcript_ENSUAMT00000027122
OG0000331	rna32255	transcript_ENSUAMT00000003843
OG0000331	rna3139	transcript_ENSUAMT00000015027
OG0000331	rna29572	transcript_ENSUAMT00000023545
OG0000332	rna27785	transcript_ENSUAMT00000013691
OG0000332	rna4511	transcript_ENSUAMT00000013926
OG0000332	rna23651	transcript_ENSUAMT00000012063
OG0000333	rna28443	transcript_ENSUAMT00000032272
OG0000333	rna32202	transcript_ENSUAMT00000003301
OG0000333	rna25347	transcript_ENSUAMT00000039775
OG0000334	rna21293	transcript_ENSUAMT00000025013
OG0000334	rna13753	transcript_ENSUAMT00000024631
OG0000335	rna13810	transcript_ENSUAMT00000011809
OG0000335	rna13814	transcript_ENSUAMT00000035100
OG0000335	rna2766	transcript_ENSUAMT00000021779
OG0000336	rna34981	transcript_ENSUAMT00000022955
OG0000336	rna20557	transcript_ENSUAMT00000008247
OG0000336	rna5372	transcript_ENSUAMT00000002577
OG0000337	rna5368	transcript_ENSUAMT00000031109
OG0000337	rna14552	transcript_ENSUAMT00000039475
OG0000337	rna32433	transcript_ENSUAMT00000029881
OG0000338	rna16449	transcript_ENSUAMT00000035401, transcript_ENSUAMT00000036767
OG0000338	rna26422	transcript_ENSUAMT00000001430
OG0000339	rna17437	transcript_ENSUAMT00000011540
OG0000339	rna30009	transcript_ENSUAMT00000009257
OG0000339	rna24240	transcript_ENSUAMT00000036290
OG0000340	rna230	transcript_ENSUAMT00000029946
OG0000340	rna24249	transcript_ENSUAMT00000039377
OG0000341	rna12410	transcript_ENSUAMT00000024783
OG0000341	rna13073	transcript_ENSUAMT00000035200
OG0000342	rna13027	transcript_ENSUAMT00000028948
OG0000342	rna3885	transcript_ENSUAMT00000029101
OG0000342	rna12453	transcript_ENSUAMT00000017432
OG0000343	rna34420	transcript_ENSUAMT00000027451
OG0000343	rna7940	transcript_ENSUAMT00000017595
OG0000344	rna10420	transcript_ENSUAMT00000005338
OG0000345	rna30184	transcript_ENSUAMT00000026364
OG0000345	rna8091	transcript_ENSUAMT00000006966
OG0000347	rna23324	transcript_ENSUAMT00000020193
OG0000347	rna23326	transcript_ENSUAMT00000020184
OG0000347	rna23327	transcript_ENSUAMT00000020182
OG0000348	rna16080	transcript_ENSUAMT00000014428
OG0000348	rna20249	transcript_ENSUAMT00000022597
OG0000348	rna3124	transcript_ENSUAMT00000030166
OG0000349	rna3178, rna3176, rna33300, rna3177	transcript_ENSUAMT00000003386, transcript_ENSUAMT00000039331, transcript_ENSUAMT00000039330
OG0000350	rna27107	transcript_ENSUAMT00000004069
OG0000350	rna3366	transcript_ENSUAMT00000014696
OG0000350	rna1023	transcript_ENSUAMT00000021370
OG0000351	rna17576	transcript_ENSUAMT00000010471
OG0000351	rna32529	transcript_ENSUAMT00000032143
OG0000351	rna28785	transcript_ENSUAMT00000025469
OG0000352	rna197	transcript_ENSUAMT00000038571
OG0000352	rna196	transcript_ENSUAMT00000038572
OG0000353	rna237	transcript_ENSUAMT00000040961
OG0000353	rna13246	transcript_ENSUAMT00000033339
OG0000353	rna5539	transcript_ENSUAMT00000033415
OG0000354	rna668	transcript_ENSUAMT00000033206
OG0000354	rna5431	transcript_ENSUAMT00000032822
OG0000354	rna12193	transcript_ENSUAMT00000000313
OG0000355	rna12197	transcript_ENSUAMT00000023975
OG0000355	rna5437	transcript_ENSUAMT00000031343
OG0000355	rna671	transcript_ENSUAMT00000030449
OG0000356	rna18270	transcript_ENSUAMT00000027662
OG0000356	rna28068	transcript_ENSUAMT00000005522
OG0000357	rna17970	transcript_ENSUAMT00000018898
OG0000357	rna11996	transcript_ENSUAMT00000023494
OG0000357	rna7896	transcript_ENSUAMT00000033361
OG0000358	rna17946	transcript_ENSUAMT00000019144
OG0000358	rna7635	transcript_ENSUAMT00000016826
OG0000358	rna27981	transcript_ENSUAMT00000025255
OG0000359	rna23525	transcript_ENSUAMT00000034518
OG0000359	rna28985	transcript_ENSUAMT00000005141
OG0000359	rna13258	transcript_ENSUAMT00000017690
OG0000360	rna19789	transcript_ENSUAMT00000025158
OG0000360	rna9547	transcript_ENSUAMT00000035597
OG0000361	rna34376	transcript_ENSUAMT00000000463
OG0000361	rna11730	transcript_ENSUAMT00000023262
OG0000361	rna11729	transcript_ENSUAMT00000028787
OG0000362	rna28745	transcript_ENSUAMT00000016875
OG0000362	rna31898	transcript_ENSUAMT00000021579
OG0000362	rna5315	transcript_ENSUAMT00000032256
OG0000363	rna1219	transcript_ENSUAMT00000026429
OG0000363	rna1221	transcript_ENSUAMT00000026664
OG0000363	rna1220	transcript_ENSUAMT00000026642
OG0000364	rna16536, rna16535	transcript_ENSUAMT00000010775
OG0000364	rna16534	transcript_ENSUAMT00000001560
OG0000364	rna16533	transcript_ENSUAMT00000001547
OG0000365	rna28057	transcript_ENSUAMT00000005468
OG0000365	rna801	transcript_ENSUAMT00000013831
OG0000365	rna18233	transcript_ENSUAMT00000018198
OG0000366	rna850	transcript_ENSUAMT00000033834
OG0000366	rna6222	transcript_ENSUAMT00000031464
OG0000366	rna27701	transcript_ENSUAMT00000002620
OG0000367	rna35762	transcript_ENSUAMT00000009581
OG0000367	rna35766	transcript_ENSUAMT00000021534
OG0000368	rna35580	transcript_ENSUAMT00000033159
OG0000368	rna16208	transcript_ENSUAMT00000035740
OG0000368	rna8155	transcript_ENSUAMT00000007234
OG0000369	rna3013	transcript_ENSUAMT00000033002
OG0000369	rna8156	transcript_ENSUAMT00000006953
OG0000369	rna16209	transcript_ENSUAMT00000035683
OG0000370	rna15252	transcript_ENSUAMT00000019243
OG0000370	rna15254	transcript_ENSUAMT00000011080
OG0000370	rna15251	transcript_ENSUAMT00000019240
OG0000371	rna15321	transcript_ENSUAMT00000026258
OG0000371	rna15319	transcript_ENSUAMT00000026260
OG0000371	rna15318	transcript_ENSUAMT00000026261
OG0000371	rna15320	transcript_ENSUAMT00000026259
OG0000372	rna33480	transcript_ENSUAMT00000018871
OG0000372	rna13366	transcript_ENSUAMT00000010570
OG0000372	rna8521	transcript_ENSUAMT00000010363
OG0000373	rna30114	transcript_ENSUAMT00000040443
OG0000373	rna32315, rna30112	transcript_ENSUAMT00000040178
OG0000373	rna30113	transcript_ENSUAMT00000040182
OG0000374	rna1522	transcript_ENSUAMT00000031509
OG0000374	rna1520	transcript_ENSUAMT00000036324
OG0000375	gene24356	transcript_ENSUAMT00000006454, transcript_ENSUAMT00000003883, transcript_ENSUAMT00000002640, transcript_ENSUAMT00000003686
OG0000375	gene24837	transcript_ENSUAMT00000023274
OG0000376	rna5977	transcript_ENSUAMT00000022703
OG0000376	rna6186	transcript_ENSUAMT00000015656
OG0000376	rna5975	transcript_ENSUAMT00000026950
OG0000380	rna6164	transcript_ENSUAMT00000019062
OG0000380	rna7395	transcript_ENSUAMT00000015676
OG0000381	rna27430	transcript_ENSUAMT00000031133
OG0000381	rna15551	transcript_ENSUAMT00000013640
OG0000382	rna34852	transcript_ENSUAMT00000028621
OG0000382	rna11304	transcript_ENSUAMT00000011262
OG0000383	rna26536	transcript_ENSUAMT00000031488
OG0000383	rna28460	transcript_ENSUAMT00000004650
OG0000384	rna20858	transcript_ENSUAMT00000002231
OG0000384	rna5808	transcript_ENSUAMT00000040554
OG0000385	rna27200	transcript_ENSUAMT00000013457
OG0000385	rna6332, rna7254	transcript_ENSUAMT00000038224
OG0000387	rna33151	transcript_ENSUAMT00000006113
OG0000387	rna33465	transcript_ENSUAMT00000006270
OG0000388	rna4269	transcript_ENSUAMT00000035402
OG0000388	rna4259	transcript_ENSUAMT00000004899
OG0000389	rna4239	transcript_ENSUAMT00000026093
OG0000390	rna10173	transcript_ENSUAMT00000025063
OG0000390	rna10172	transcript_ENSUAMT00000025064
OG0000390	rna10174	transcript_ENSUAMT00000025042
OG0000391	rna10252	transcript_ENSUAMT00000006852
OG0000391	rna19661	transcript_ENSUAMT00000030491
OG0000392	rna33855	transcript_ENSUAMT00000032012
OG0000392	rna24978	transcript_ENSUAMT00000024315
OG0000393	rna28970	transcript_ENSUAMT00000023116
OG0000393	rna25626	transcript_ENSUAMT00000007762
OG0000394	rna20663	transcript_ENSUAMT00000003935
OG0000394	rna6135	transcript_ENSUAMT00000013106
OG0000395	rna36019, rna17798	transcript_ENSUAMT00000002024
OG0000395	rna20244	transcript_ENSUAMT00000011708
OG0000396	rna25460	transcript_ENSUAMT00000007099
OG0000396	rna5689, rna111	transcript_ENSUAMT00000012078
OG0000397	rna33873	transcript_ENSUAMT00000041538
OG0000397	rna31651	transcript_ENSUAMT00000015233, transcript_ENSUAMT00000008149
OG0000397	rna26623	transcript_ENSUAMT00000021168
OG0000398	rna24088	transcript_ENSUAMT00000009751
OG0000398	rna4392	transcript_ENSUAMT00000007388
OG0000399	rna32201	transcript_ENSUAMT00000029446
OG0000400	rna18272	transcript_ENSUAMT00000027624, transcript_ENSUAMT00000014319, transcript_ENSUAMT00000017259, transcript_ENSUAMT00000000323
OG0000401	rna14149	transcript_ENSUAMT00000035080
OG0000401	rna32898	transcript_ENSUAMT00000006278, transcript_ENSUAMT00000001170
OG0000401	rna32899	transcript_ENSUAMT00000006275
OG0000402	rna14484	transcript_ENSUAMT00000020105
OG0000402	rna27284	transcript_ENSUAMT00000030192
OG0000403	rna14446	transcript_ENSUAMT00000000239
OG0000403	rna19604	transcript_ENSUAMT00000015247
OG0000404	rna20763	transcript_ENSUAMT00000038538
OG0000404	rna31571	transcript_ENSUAMT00000033238
OG0000405	rna34514	transcript_ENSUAMT00000032322
OG0000405	rna28511	transcript_ENSUAMT00000010020
OG0000406	rna14257	transcript_ENSUAMT00000015692
OG0000406	rna17371	transcript_ENSUAMT00000023743
OG0000407	rna34323	transcript_ENSUAMT00000012656
OG0000407	rna11699	transcript_ENSUAMT00000030789
OG0000408	rna28981	transcript_ENSUAMT00000015125
OG0000408	rna23532	transcript_ENSUAMT00000015536
OG0000408	rna13261	transcript_ENSUAMT00000021607
OG0000409	rna18847	transcript_ENSUAMT00000035386
OG0000409	rna18846	transcript_ENSUAMT00000035383
OG0000410	rna33095, rna33091	transcript_ENSUAMT00000012278
OG0000411	rna8568	transcript_ENSUAMT00000001750
OG0000411	rna8567	transcript_ENSUAMT00000016701
OG0000412	rna3747	transcript_ENSUAMT00000026756
OG0000412	rna21378	transcript_ENSUAMT00000032998
OG0000412	rna19617	transcript_ENSUAMT00000012247
OG0000413	rna1448	transcript_ENSUAMT00000036319
OG0000413	rna31893	transcript_ENSUAMT00000003692
OG0000414	rna26629, rna10277	transcript_ENSUAMT00000006757, transcript_ENSUAMT00000018798
OG0000415	rna790	transcript_ENSUAMT00000005650, transcript_ENSUAMT00000017129, transcript_ENSUAMT00000032254
OG0000416	rna28138	transcript_ENSUAMT00000034713
OG0000416	rna20092	transcript_ENSUAMT00000034184
OG0000417	rna32325	transcript_ENSUAMT00000008600
OG0000417	rna32410	transcript_ENSUAMT00000020636
OG0000417	rna20393	transcript_ENSUAMT00000020630
OG0000418	rna5747	transcript_ENSUAMT00000015711
OG0000418	rna5742, rna5744	transcript_ENSUAMT00000015714
OG0000419	rna18180	transcript_ENSUAMT00000002853
OG0000419	rna18953	transcript_ENSUAMT00000029058
OG0000420	rna32631	transcript_ENSUAMT00000004858
OG0000420	rna33793	transcript_ENSUAMT00000001025
OG0000421	rna19045	transcript_ENSUAMT00000014898
OG0000421	rna19043	transcript_ENSUAMT00000015713
OG0000421	rna19044	transcript_ENSUAMT00000015360
OG0000422	rna15235	transcript_ENSUAMT00000028894
OG0000422	rna15236	transcript_ENSUAMT00000028893
OG0000422	rna15237	transcript_ENSUAMT00000028892
OG0000423	rna18378	transcript_ENSUAMT00000010711
OG0000423	rna18381	transcript_ENSUAMT00000010714, transcript_ENSUAMT00000017246
OG0000424	rna30179	transcript_ENSUAMT00000034489
OG0000424	rna30180	transcript_ENSUAMT00000007621
OG0000424	rna30181, rna30178	transcript_ENSUAMT00000007618
OG0000425	rna35868	transcript_ENSUAMT00000000654
OG0000425	rna35869	transcript_ENSUAMT00000009569
OG0000425	rna35865	transcript_ENSUAMT00000010694
OG0000426	rna12222	transcript_ENSUAMT00000016921
OG0000426	rna6551, rna23521	transcript_ENSUAMT00000009690
OG0000427	rna30788	transcript_ENSUAMT00000020756
OG0000427	rna30786	transcript_ENSUAMT00000020754
OG0000428	rna34965, rna34964	transcript_ENSUAMT00000003922, transcript_ENSUAMT00000006246
OG0000428	gene24270	transcript_ENSUAMT00000003717
OG0000429	rna13104	transcript_ENSUAMT00000005524
OG0000429	rna18900	transcript_ENSUAMT00000039067
OG0000429	rna18901	transcript_ENSUAMT00000038985
OG0000430	rna35732	transcript_ENSUAMT00000003466
OG0000430	rna35731	transcript_ENSUAMT00000014582
OG0000431	rna33141	transcript_ENSUAMT00000015144
OG0000431	rna33140	transcript_ENSUAMT00000019225
OG0000431	rna35793, rna33128	transcript_ENSUAMT00000019260
OG0000432	rna13601	transcript_ENSUAMT00000005420
OG0000432	rna13602, rna13604	transcript_ENSUAMT00000005408
OG0000433	rna33148	transcript_ENSUAMT00000019528
OG0000438	gene24362	transcript_ENSUAMT00000003548
OG0000438	gene25364	transcript_ENSUAMT00000022865
OG0000440	rna14543	transcript_ENSUAMT00000039492, transcript_ENSUAMT00000004313
OG0000441	rna7816	transcript_ENSUAMT00000023074, transcript_ENSUAMT00000006175
OG0000442	rna20957, rna26392, rna34120	transcript_ENSUAMT00000027875
OG0000443	rna129	transcript_ENSUAMT00000038919
OG0000444	rna14189	transcript_ENSUAMT00000023260
OG0000444	rna21419	transcript_ENSUAMT00000040421
OG0000445	rna7062	transcript_ENSUAMT00000006310
OG0000445	rna32666	transcript_ENSUAMT00000016631
OG0000446	rna18607	transcript_ENSUAMT00000029071, transcript_ENSUAMT00000038922, transcript_ENSUAMT00000009051
OG0000447	rna35783	transcript_ENSUAMT00000022444
OG0000448	rna30523	transcript_ENSUAMT00000036216, transcript_ENSUAMT00000038658
OG0000449	rna29889	transcript_ENSUAMT00000031572
OG0000449	rna4061	transcript_ENSUAMT00000028996
OG0000451	rna34188	transcript_ENSUAMT00000007804
OG0000452	rna24316	transcript_ENSUAMT00000021186
OG0000452	rna34111	transcript_ENSUAMT00000041432
OG0000455	rna2645	transcript_ENSUAMT00000011367
OG0000457	rna3031	transcript_ENSUAMT00000014956
OG0000458	rna23787	transcript_ENSUAMT00000001341, transcript_ENSUAMT00000001352, transcript_ENSUAMT00000001317, transcript_ENSUAMT00000008463
OG0000459	rna10754	transcript_ENSUAMT00000004071
OG0000459	rna25297	transcript_ENSUAMT00000006281
OG0000461	rna18081	transcript_ENSUAMT00000020181
OG0000461	rna16451	transcript_ENSUAMT00000036799
OG0000462	rna9919	transcript_ENSUAMT00000013135
OG0000463	rna3471	transcript_ENSUAMT00000012462
OG0000464	rna22050	transcript_ENSUAMT00000020506
OG0000465	rna21410	transcript_ENSUAMT00000026780
OG0000465	rna21412	transcript_ENSUAMT00000026779
OG0000466	rna15122	transcript_ENSUAMT00000023898
OG0000467	rna28994	transcript_ENSUAMT00000015323
OG0000467	rna13308	transcript_ENSUAMT00000037890
OG0000468	rna33839, rna26233	transcript_ENSUAMT00000010224
OG0000469	rna8677	transcript_ENSUAMT00000001772, transcript_ENSUAMT00000002508, transcript_ENSUAMT00000033922
OG0000469	rna23823	transcript_ENSUAMT00000028736, transcript_ENSUAMT00000025214, transcript_ENSUAMT00000029700
OG0000470	rna29560	transcript_ENSUAMT00000037163
OG0000471	rna26381	transcript_ENSUAMT00000040655
OG0000471	rna34093	transcript_ENSUAMT00000033637
OG0000472	rna31947	transcript_ENSUAMT00000022985
OG0000474	rna22980, rna22987, rna22970, rna22975	transcript_ENSUAMT00000033931
OG0000475	rna32304, rna1069	transcript_ENSUAMT00000017412
OG0000476	rna23411, rna23410	transcript_ENSUAMT00000018543
OG0000476	rna23409	transcript_ENSUAMT00000018542
OG0000477	rna14749	transcript_ENSUAMT00000033989
OG0000477	rna28086	transcript_ENSUAMT00000009821
OG0000478	rna31885	transcript_ENSUAMT00000007124
OG0000478	rna6870	transcript_ENSUAMT00000020888
OG0000479	rna30381	transcript_ENSUAMT00000014184
OG0000479	rna30375	transcript_ENSUAMT00000014178
OG0000480	rna32582	transcript_ENSUAMT00000013911
OG0000480	rna32576	transcript_ENSUAMT00000013906
OG0000481	rna32610	transcript_ENSUAMT00000037537
OG0000481	rna32632	transcript_ENSUAMT00000037534
OG0000482	rna29988	transcript_ENSUAMT00000004325, transcript_ENSUAMT00000003482
OG0000482	rna29986	transcript_ENSUAMT00000003697
OG0000483	rna31823	transcript_ENSUAMT00000016478
OG0000483	rna31824	transcript_ENSUAMT00000004959
OG0000484	rna17248	transcript_ENSUAMT00000039632
OG0000486	rna11302, rna34854	transcript_ENSUAMT00000037147
OG0000487	rna16526	transcript_ENSUAMT00000041231
OG0000488	rna1243, rna34403	transcript_ENSUAMT00000034664
OG0000489	rna21943	transcript_ENSUAMT00000027001
OG0000489	rna28493	transcript_ENSUAMT00000037994
OG0000490	rna12612	transcript_ENSUAMT00000007338
OG0000490	rna15867, rna24015	transcript_ENSUAMT00000028213
OG0000491	rna15520	transcript_ENSUAMT00000015685
OG0000491	rna12502	transcript_ENSUAMT00000013860
OG0000492	rna19305	transcript_ENSUAMT00000001745
OG0000493	rna11499	transcript_ENSUAMT00000007196
OG0000493	rna19249	transcript_ENSUAMT00000004724
OG0000494	rna26588	transcript_ENSUAMT00000020129
OG0000494	rna3795	transcript_ENSUAMT00000012002
OG0000495	rna5812	transcript_ENSUAMT00000005277
OG0000495	rna30214	transcript_ENSUAMT00000023401
OG0000496	rna17150	transcript_ENSUAMT00000033174
OG0000496	rna8804	transcript_ENSUAMT00000039522
OG0000497	rna31639	transcript_ENSUAMT00000007906
OG0000498	rna16889	transcript_ENSUAMT00000021947, transcript_ENSUAMT00000013650
OG0000499	rna8198, rna13206	transcript_ENSUAMT00000032321
OG0000500	rna30519	transcript_ENSUAMT00000021921
OG0000500	rna16908	transcript_ENSUAMT00000000803
OG0000501	rna4303	transcript_ENSUAMT00000014724
OG0000501	rna4310	transcript_ENSUAMT00000004700, transcript_ENSUAMT00000002728
OG0000502	rna162	transcript_ENSUAMT00000007426
OG0000502	rna4263	transcript_ENSUAMT00000004887
OG0000503	rna4124	transcript_ENSUAMT00000014838
OG0000504	rna4089	transcript_ENSUAMT00000006716
OG0000504	rna20090	transcript_ENSUAMT00000034188
OG0000505	rna32925	transcript_ENSUAMT00000041842, transcript_ENSUAMT00000012498, transcript_ENSUAMT00000036170
OG0000505	rna35336	transcript_ENSUAMT00000002108
OG0000506	rna35265	transcript_ENSUAMT00000029838
OG0000506	rna33226	transcript_ENSUAMT00000013092
OG0000507	rna33591, rna32379	transcript_ENSUAMT00000035643
OG0000507	rna9324	transcript_ENSUAMT00000024799
OG0000508	rna24644	transcript_ENSUAMT00000022893
OG0000508	rna24638	transcript_ENSUAMT00000022890
OG0000509	rna10201	transcript_ENSUAMT00000000505
OG0000510	rna3281	transcript_ENSUAMT00000029422
OG0000510	rna10254	transcript_ENSUAMT00000005925
OG0000511	rna24958	transcript_ENSUAMT00000039576
OG0000512	rna27956	transcript_ENSUAMT00000034971
OG0000512	rna19442	transcript_ENSUAMT00000006687
OG0000514	rna34081	transcript_ENSUAMT00000035926
OG0000514	rna34082	transcript_ENSUAMT00000035927
OG0000516	rna16738	transcript_ENSUAMT00000017304
OG0000516	rna20380	transcript_ENSUAMT00000005443
OG0000517	rna22708	transcript_ENSUAMT00000028589
OG0000518	rna29476	transcript_ENSUAMT00000031961
OG0000518	rna22634	transcript_ENSUAMT00000036491
OG0000519	rna7651	transcript_ENSUAMT00000037556
OG0000520	rna34591	transcript_ENSUAMT00000019737
OG0000521	rna35061	transcript_ENSUAMT00000040134
OG0000521	rna34846	transcript_ENSUAMT00000028757
OG0000522	rna34975, rna34973	transcript_ENSUAMT00000022742
OG0000522	rna34972	transcript_ENSUAMT00000003126
OG0000522	rna34976	transcript_ENSUAMT00000022752
OG0000523	rna30730	transcript_ENSUAMT00000019039
OG0000524	rna34406	transcript_ENSUAMT00000032410
OG0000524	rna31501	transcript_ENSUAMT00000033808
OG0000525	rna34402	transcript_ENSUAMT00000034790
OG0000525	rna31584	transcript_ENSUAMT00000025615
OG0000526	rna16468	transcript_ENSUAMT00000039411
OG0000526	rna28670	transcript_ENSUAMT00000017526
OG0000527	rna8628	transcript_ENSUAMT00000029324
OG0000527	rna24454	transcript_ENSUAMT00000024627
OG0000528	rna5088	transcript_ENSUAMT00000041073
OG0000528	rna13059	transcript_ENSUAMT00000013120
OG0000529	rna24287	transcript_ENSUAMT00000001986
OG0000529	rna21262	transcript_ENSUAMT00000031652
OG0000530	rna12536	transcript_ENSUAMT00000010179
OG0000531	rna32327, rna8856	transcript_ENSUAMT00000000605, transcript_ENSUAMT00000002491, transcript_ENSUAMT00000005034, transcript_ENSUAMT00000003910, transcript_ENSUAMT00000006927
OG0000532	rna16143	transcript_ENSUAMT00000021662
OG0000532	rna3181	transcript_ENSUAMT00000039327
OG0000533	rna3466	transcript_ENSUAMT00000032311
OG0000533	rna23337	transcript_ENSUAMT00000011157
OG0000534	rna32995	transcript_ENSUAMT00000041339
OG0000535	rna241	transcript_ENSUAMT00000014241
OG0000535	rna25821	transcript_ENSUAMT00000005967
OG0000536	rna21924	transcript_ENSUAMT00000037768
OG0000536	rna558	transcript_ENSUAMT00000039168, transcript_ENSUAMT00000013400
OG0000537	rna26700	transcript_ENSUAMT00000001611
OG0000538	rna20837	transcript_ENSUAMT00000026234
OG0000538	rna4332	transcript_ENSUAMT00000013886
OG0000539	rna3653	transcript_ENSUAMT00000031416
OG0000540	rna34909	transcript_ENSUAMT00000028117
OG0000540	rna12042	transcript_ENSUAMT00000034376, transcript_ENSUAMT00000041195
OG0000541	rna14808	transcript_ENSUAMT00000037516
OG0000541	rna19986	transcript_ENSUAMT00000010002
OG0000542	rna20529	transcript_ENSUAMT00000034816
OG0000542	rna34536	transcript_ENSUAMT00000027213
OG0000543	rna34544	transcript_ENSUAMT00000027262
OG0000543	rna26725, rna32387	transcript_ENSUAMT00000020903
OG0000544	rna26846	transcript_ENSUAMT00000017947
OG0000544	rna25438	transcript_ENSUAMT00000026657
OG0000545	rna20854	transcript_ENSUAMT00000031123
OG0000546	rna23271, rna23270	transcript_ENSUAMT00000023136
OG0000547	rna18979	transcript_ENSUAMT00000003823, transcript_ENSUAMT00000023327, transcript_ENSUAMT00000019120, transcript_ENSUAMT00000006818
OG0000548	rna16531	transcript_ENSUAMT00000001838
OG0000549	rna25670	transcript_ENSUAMT00000039501
OG0000549	rna17674	transcript_ENSUAMT00000002865
OG0000549	rna13248	transcript_ENSUAMT00000033867
OG0000550	rna33104	transcript_ENSUAMT00000000845
OG0000550	rna33107	transcript_ENSUAMT00000008097
OG0000550	rna33094	transcript_ENSUAMT00000020825
OG0000551	rna23023	transcript_ENSUAMT00000006382
OG0000551	rna23024	transcript_ENSUAMT00000006379
OG0000553	rna15282	transcript_ENSUAMT00000001338
OG0000553	rna15261	transcript_ENSUAMT00000004145
OG0000554	rna15290	transcript_ENSUAMT00000004057
OG0000554	rna15289	transcript_ENSUAMT00000004321
OG0000554	rna15288	transcript_ENSUAMT00000004316
OG0000555	rna32962, rna32162	transcript_ENSUAMT00000003429
OG0000555	rna32161	transcript_ENSUAMT00000036206, transcript_ENSUAMT00000036207
OG0000556	rna21458	transcript_ENSUAMT00000014981
OG0000556	rna21456, rna21457	transcript_ENSUAMT00000015051
OG0000557	rna15178	transcript_ENSUAMT00000000429
OG0000557	rna18201	transcript_ENSUAMT00000028292
OG0000558	rna10730	transcript_ENSUAMT00000024758
OG0000559	rna33772	transcript_ENSUAMT00000007474
OG0000559	rna33766	transcript_ENSUAMT00000036484
OG0000560	rna32307	transcript_ENSUAMT00000001347
OG0000560	rna32627	transcript_ENSUAMT00000001287
OG0000561	rna23496	transcript_ENSUAMT00000019867
OG0000561	rna13049	transcript_ENSUAMT00000000999
OG0000562	rna30783	transcript_ENSUAMT00000020747
OG0000562	rna30784	transcript_ENSUAMT00000020748
OG0000563	rna23943, rna23944, rna23942	transcript_ENSUAMT00000006856
OG0000564	rna27692	transcript_ENSUAMT00000000735
OG0000564	rna6148	transcript_ENSUAMT00000035962
OG0000565	rna18851	transcript_ENSUAMT00000016675
OG0000565	rna18854	transcript_ENSUAMT00000016668, transcript_ENSUAMT00000020298
OG0000566	rna35066	transcript_ENSUAMT00000036081
OG0000566	rna36310	transcript_ENSUAMT00000013553, transcript_ENSUAMT00000013556, transcript_ENSUAMT00000005760
OG0000567	rna33142	transcript_ENSUAMT00000015159
OG0000567	rna33131	transcript_ENSUAMT00000019231
OG0000571	rna3651	transcript_ENSUAMT00000031403
OG0000572	rna1365	transcript_ENSUAMT00000003077
OG0000572	rna7624	transcript_ENSUAMT00000027479, transcript_ENSUAMT00000001246
OG0000573	rna31517	transcript_ENSUAMT00000028090
OG0000573	rna10272	transcript_ENSUAMT00000034785
OG0000574	rna19830	transcript_ENSUAMT00000004402
OG0000574	rna15720	transcript_ENSUAMT00000007909
OG0000575	rna22563	transcript_ENSUAMT00000011790
OG0000575	rna15712	transcript_ENSUAMT00000026025, transcript_ENSUAMT00000026020
OG0000576	rna20448	transcript_ENSUAMT00000023670
OG0000576	rna19294	transcript_ENSUAMT00000023673, transcript_ENSUAMT00000006999
OG0000577	rna26464	transcript_ENSUAMT00000041567
OG0000577	rna26463	transcript_ENSUAMT00000002808
OG0000578	rna26525	transcript_ENSUAMT00000004682, transcript_ENSUAMT00000002196
OG0000578	rna26523	transcript_ENSUAMT00000009164
OG0000579	rna7691	transcript_ENSUAMT00000004020
OG0000579	rna26541	transcript_ENSUAMT00000036685
OG0000580	rna35880	transcript_ENSUAMT00000026145
