Orthogroup	ursArc.longCDS.prots	ursAme.longCDS.prots
OG0002904	rna19082	transcript_ENSUAMT00000011377
OG0002905	rna19047	transcript_ENSUAMT00000033596
OG0002906	rna18966	transcript_ENSUAMT00000018984
OG0002907	rna18955	transcript_ENSUAMT00000014524
OG0002908	rna18950	transcript_ENSUAMT00000014512
OG0002909	rna18914	transcript_ENSUAMT00000010791
OG0002910	rna18866	transcript_ENSUAMT00000009278
OG0002911	rna18828	transcript_ENSUAMT00000038418
OG0002912	rna18824	transcript_ENSUAMT00000034058, transcript_ENSUAMT00000034057
OG0002914	rna18647	transcript_ENSUAMT00000007788, transcript_ENSUAMT00000008799
OG0002915	rna18635	transcript_ENSUAMT00000007842
OG0002916	rna18582	transcript_ENSUAMT00000039461
OG0002917	rna18559	transcript_ENSUAMT00000006297
OG0002918	rna18530	transcript_ENSUAMT00000011868
OG0002919	rna18506	transcript_ENSUAMT00000020904, transcript_ENSUAMT00000001319
OG0002920	rna18435	transcript_ENSUAMT00000037406, transcript_ENSUAMT00000003795
OG0002921	rna18383	transcript_ENSUAMT00000008484, transcript_ENSUAMT00000036008
OG0002922	rna41445	transcript_ENSUAMT00000013870
OG0002923	rna24339	transcript_ENSUAMT00000024776
OG0002924	rna40356	transcript_ENSUAMT00000020606
OG0002925	rna48356	transcript_ENSUAMT00000017370
OG0002926	rna22537	transcript_ENSUAMT00000008637
OG0002927	rna36310	transcript_ENSUAMT00000004566
OG0002929	rna49722	transcript_ENSUAMT00000017978
OG0002930	rna23995	transcript_ENSUAMT00000004543
OG0002931	rna6989	transcript_ENSUAMT00000007467, transcript_ENSUAMT00000030859
OG0002932	rna44944	transcript_ENSUAMT00000016910
OG0002933	rna20462	transcript_ENSUAMT00000008961
OG0002934	rna2520	transcript_ENSUAMT00000037468
OG0002935	rna53105	transcript_ENSUAMT00000039443
OG0002936	rna17080	transcript_ENSUAMT00000031742
OG0002937	rna33322	transcript_ENSUAMT00000007376
OG0002938	rna20964	transcript_ENSUAMT00000022476
OG0002939	rna39119	transcript_ENSUAMT00000033959
OG0002940	rna39174	transcript_ENSUAMT00000017012
OG0002941	rna39245	transcript_ENSUAMT00000030933
OG0002942	rna39274	transcript_ENSUAMT00000020796
OG0002943	rna39281	transcript_ENSUAMT00000020958
OG0002944	rna39298	transcript_ENSUAMT00000020881
OG0002945	rna39317	transcript_ENSUAMT00000004459
OG0002946	rna39335	transcript_ENSUAMT00000006963
OG0002947	rna39380	transcript_ENSUAMT00000006787
OG0002948	rna39453	transcript_ENSUAMT00000022585
OG0002949	rna39578	transcript_ENSUAMT00000028205
OG0002950	rna39634	transcript_ENSUAMT00000016790
OG0002951	rna39640	transcript_ENSUAMT00000003726, transcript_ENSUAMT00000015002
OG0002952	rna39687	transcript_ENSUAMT00000007422
OG0002953	rna37373	transcript_ENSUAMT00000019420
OG0002954	rna37398	transcript_ENSUAMT00000019559, transcript_ENSUAMT00000019564
OG0002955	rna37424	transcript_ENSUAMT00000008043
OG0002956	rna37447	transcript_ENSUAMT00000013444, transcript_ENSUAMT00000013461
OG0002957	rna37474	transcript_ENSUAMT00000023142
OG0002958	rna37485	transcript_ENSUAMT00000021035
OG0002959	rna37505	transcript_ENSUAMT00000012637, transcript_ENSUAMT00000038515
OG0002960	rna37527	transcript_ENSUAMT00000038000
OG0002961	rna37611	transcript_ENSUAMT00000031615, transcript_ENSUAMT00000031616
OG0002962	rna37650	transcript_ENSUAMT00000023776, transcript_ENSUAMT00000032739
OG0002963	rna37077	transcript_ENSUAMT00000016697
OG0002964	rna37063	transcript_ENSUAMT00000018438, transcript_ENSUAMT00000002814
OG0002965	rna37018	transcript_ENSUAMT00000025724, transcript_ENSUAMT00000036904
OG0002966	rna36973	transcript_ENSUAMT00000020814
OG0002967	rna36970	transcript_ENSUAMT00000039727
OG0002968	rna36920	transcript_ENSUAMT00000004460, transcript_ENSUAMT00000004444
OG0002969	rna49785	transcript_ENSUAMT00000006801
OG0002970	rna21596	transcript_ENSUAMT00000012199
OG0002971	rna15365	transcript_ENSUAMT00000034129
OG0002972	rna20474	transcript_ENSUAMT00000016039
OG0002973	rna38354	transcript_ENSUAMT00000005387
OG0002974	rna45349	transcript_ENSUAMT00000017188
OG0002975	rna47598	transcript_ENSUAMT00000018709
OG0002976	rna28884	transcript_ENSUAMT00000030604
OG0002977	rna29041	transcript_ENSUAMT00000006827
OG0002978	rna45009	transcript_ENSUAMT00000027850
OG0002979	rna42481	transcript_ENSUAMT00000033042
OG0002980	rna22065	transcript_ENSUAMT00000007029
OG0002981	rna24802	transcript_ENSUAMT00000023445
OG0002982	rna49630	transcript_ENSUAMT00000037272
OG0002983	rna52341	transcript_ENSUAMT00000008079
OG0002984	rna799	transcript_ENSUAMT00000011962
OG0002985	rna47557	transcript_ENSUAMT00000017868
OG0002986	rna47553	transcript_ENSUAMT00000017863
OG0002987	rna22831	transcript_ENSUAMT00000028983
OG0002988	rna31879	transcript_ENSUAMT00000017804
OG0002989	rna18380	transcript_ENSUAMT00000037763
OG0002990	rna18149	transcript_ENSUAMT00000033211
OG0002991	rna18120	transcript_ENSUAMT00000039527
OG0002992	rna18097	transcript_ENSUAMT00000007230
OG0002993	rna18091	transcript_ENSUAMT00000032749
OG0002994	rna18085	transcript_ENSUAMT00000000304, transcript_ENSUAMT00000032677
OG0002995	rna18081	transcript_ENSUAMT00000015950
OG0002996	rna40477	transcript_ENSUAMT00000012162
OG0002997	rna17962	transcript_ENSUAMT00000037688
OG0002998	rna17889	transcript_ENSUAMT00000017887
OG0002999	rna17874	transcript_ENSUAMT00000006199
OG0003000	rna17867	transcript_ENSUAMT00000019480, transcript_ENSUAMT00000014518
OG0003001	rna17859	transcript_ENSUAMT00000037746, transcript_ENSUAMT00000024945
OG0003002	rna17801	transcript_ENSUAMT00000040873
OG0003003	rna17736	transcript_ENSUAMT00000012188, transcript_ENSUAMT00000002413
OG0003004	rna17731	transcript_ENSUAMT00000013509, transcript_ENSUAMT00000002400
OG0003005	rna17726	transcript_ENSUAMT00000033535
OG0003006	rna17705	transcript_ENSUAMT00000036380
OG0003007	rna17666	transcript_ENSUAMT00000034612
OG0003008	rna17616	transcript_ENSUAMT00000031875
OG0003009	rna17474	transcript_ENSUAMT00000000224
OG0003010	rna13560	transcript_ENSUAMT00000016093
OG0003011	rna17404	transcript_ENSUAMT00000020632, transcript_ENSUAMT00000020629
OG0003012	rna17321	transcript_ENSUAMT00000018334
OG0003013	rna17287	transcript_ENSUAMT00000037708
OG0003014	rna17253	transcript_ENSUAMT00000005176, transcript_ENSUAMT00000019609
OG0003015	rna17252	transcript_ENSUAMT00000019611
OG0003016	rna17212	transcript_ENSUAMT00000024416
OG0003017	rna17144	transcript_ENSUAMT00000012385
OG0003018	rna17114	transcript_ENSUAMT00000038556, transcript_ENSUAMT00000001371
OG0003019	rna17113	transcript_ENSUAMT00000038558, transcript_ENSUAMT00000038557
OG0003020	rna49117	transcript_ENSUAMT00000028452
OG0003021	rna54393, rna54392	transcript_ENSUAMT00000003683
OG0003022	rna53711, rna49537	transcript_ENSUAMT00000011196
OG0003024	rna29274	transcript_ENSUAMT00000019547, transcript_ENSUAMT00000031423
OG0003025	rna29165	transcript_ENSUAMT00000011532
OG0003026	rna29149	transcript_ENSUAMT00000019275, transcript_ENSUAMT00000025957
OG0003028	rna49413	transcript_ENSUAMT00000016202
OG0003029	rna49432	transcript_ENSUAMT00000015890
OG0003030	rna49458	transcript_ENSUAMT00000036808
OG0003031	rna53154	transcript_ENSUAMT00000001094, transcript_ENSUAMT00000027766
OG0003032	rna53155	transcript_ENSUAMT00000027767
OG0003034	rna50189	transcript_ENSUAMT00000011813
OG0003035	rna50121	transcript_ENSUAMT00000025345
OG0003036	rna50108	transcript_ENSUAMT00000026404
OG0003037	rna50081	transcript_ENSUAMT00000039982
OG0003038	rna50065	transcript_ENSUAMT00000039973
OG0003039	rna50064	transcript_ENSUAMT00000039972
OG0003040	rna50055	transcript_ENSUAMT00000037984
OG0003041	rna31127	transcript_ENSUAMT00000007191
OG0003042	rna49988	transcript_ENSUAMT00000006154
OG0003043	rna49985	transcript_ENSUAMT00000007102, transcript_ENSUAMT00000035154
OG0003044	rna45503	transcript_ENSUAMT00000006259
OG0003045	rna45480	transcript_ENSUAMT00000021562
OG0003046	rna45476	transcript_ENSUAMT00000021545
OG0003047	rna45366	transcript_ENSUAMT00000017133
OG0003048	rna45359	transcript_ENSUAMT00000017147
OG0003049	rna45247	transcript_ENSUAMT00000029957
OG0003050	rna45243	transcript_ENSUAMT00000029933
OG0003051	rna45220	transcript_ENSUAMT00000039549, transcript_ENSUAMT00000039546
OG0003052	rna45210	transcript_ENSUAMT00000021017
OG0003053	rna45203	transcript_ENSUAMT00000021008
OG0003054	rna45196	transcript_ENSUAMT00000020860
OG0003055	rna45150	transcript_ENSUAMT00000007583
OG0003056	rna45147	transcript_ENSUAMT00000007579
OG0003057	rna45114	transcript_ENSUAMT00000013570
OG0003058	rna45102	transcript_ENSUAMT00000014187, transcript_ENSUAMT00000027800
OG0003059	rna45069	transcript_ENSUAMT00000036286
OG0003060	rna45063	transcript_ENSUAMT00000036275
OG0003061	rna45044	transcript_ENSUAMT00000029723, transcript_ENSUAMT00000036241
OG0003062	rna45036	transcript_ENSUAMT00000036246
OG0003063	rna44977	transcript_ENSUAMT00000030098
OG0003064	rna53659, rna53639	transcript_ENSUAMT00000036114
OG0003065	rna53640, rna53660	transcript_ENSUAMT00000036112
OG0003066	rna53092	transcript_ENSUAMT00000031876
OG0003067	rna54019, rna54017	transcript_ENSUAMT00000001082
OG0003068	rna53050	transcript_ENSUAMT00000032121
OG0003069	rna54197, rna54195	transcript_ENSUAMT00000040418
OG0003070	rna54198, rna54196	transcript_ENSUAMT00000040417
OG0003071	rna53034	transcript_ENSUAMT00000040277
OG0003072	rna52994	transcript_ENSUAMT00000019545
OG0003073	rna53727, rna51992	transcript_ENSUAMT00000029482
OG0003074	rna21512	transcript_ENSUAMT00000011037
OG0003075	rna14252	transcript_ENSUAMT00000036039
OG0003076	rna39013	transcript_ENSUAMT00000003133
OG0003077	rna45627	transcript_ENSUAMT00000021306
OG0003078	rna2959	transcript_ENSUAMT00000037730
OG0003079	rna722	transcript_ENSUAMT00000039375
OG0003080	rna52648, rna52620	transcript_ENSUAMT00000010028
OG0003081	rna52615, rna52644	transcript_ENSUAMT00000010001
OG0003082	rna52635, rna52606	transcript_ENSUAMT00000017274
OG0003083	rna51459	transcript_ENSUAMT00000026040, transcript_ENSUAMT00000002102
OG0003084	rna53950, rna53947	transcript_ENSUAMT00000000764
OG0003085	rna53962, rna53969	transcript_ENSUAMT00000000647
OG0003086	rna53934, rna53933	transcript_ENSUAMT00000000125
OG0003087	rna39115, rna39099	transcript_ENSUAMT00000003402
OG0003088	rna34133	transcript_ENSUAMT00000026898
OG0003089	rna34131	transcript_ENSUAMT00000026894
OG0003090	rna34101	transcript_ENSUAMT00000010904
OG0003091	rna34091	transcript_ENSUAMT00000010925
OG0003092	rna33998	transcript_ENSUAMT00000010505
OG0003093	rna33975	transcript_ENSUAMT00000041482
OG0003094	rna33911	transcript_ENSUAMT00000022966
OG0003095	rna33889	transcript_ENSUAMT00000015801
OG0003096	rna33866	transcript_ENSUAMT00000017885
OG0003097	rna33858	transcript_ENSUAMT00000023553
OG0003098	rna33782	transcript_ENSUAMT00000011738, transcript_ENSUAMT00000011743
OG0003099	rna33774	transcript_ENSUAMT00000011741
OG0003100	rna33769	transcript_ENSUAMT00000011732
OG0003101	rna33756	transcript_ENSUAMT00000001630
OG0003102	rna33747	transcript_ENSUAMT00000006145
OG0003103	rna33706	transcript_ENSUAMT00000003694
OG0003104	rna33692	transcript_ENSUAMT00000019723
OG0003105	rna33683	transcript_ENSUAMT00000011655
OG0003106	rna33682	transcript_ENSUAMT00000011661
OG0003107	rna33676	transcript_ENSUAMT00000011666
OG0003108	rna33670	transcript_ENSUAMT00000011942
OG0003109	rna33624	transcript_ENSUAMT00000035303
OG0003110	rna33602	transcript_ENSUAMT00000032043
OG0003111	rna33580	transcript_ENSUAMT00000040251
OG0003112	rna33570	transcript_ENSUAMT00000005862
OG0003113	rna33567	transcript_ENSUAMT00000008539
OG0003114	rna33566	transcript_ENSUAMT00000004884
OG0003115	rna33551	transcript_ENSUAMT00000035103
OG0003116	rna33512	transcript_ENSUAMT00000014135
OG0003117	rna33500	transcript_ENSUAMT00000014104
OG0003118	rna33499	transcript_ENSUAMT00000001714
OG0003119	rna33469	transcript_ENSUAMT00000022316
OG0003120	rna33414	transcript_ENSUAMT00000022783
OG0003121	rna33382	transcript_ENSUAMT00000030435
OG0003122	rna33380	transcript_ENSUAMT00000005737
OG0003123	rna33318	transcript_ENSUAMT00000006529
OG0003124	rna53696, rna33294	transcript_ENSUAMT00000025253
OG0003125	rna54141	transcript_ENSUAMT00000007461, transcript_ENSUAMT00000007460
OG0003126	rna38694	transcript_ENSUAMT00000017053, transcript_ENSUAMT00000013350
OG0003127	rna38707	transcript_ENSUAMT00000021574, transcript_ENSUAMT00000025784
OG0003128	rna38738	transcript_ENSUAMT00000009589
OG0003129	rna27252, rna38819	transcript_ENSUAMT00000023314
OG0003130	rna38848	transcript_ENSUAMT00000007312
OG0003131	rna47791	transcript_ENSUAMT00000010733, transcript_ENSUAMT00000010730
OG0003132	rna47781	transcript_ENSUAMT00000010755
OG0003133	rna54201, rna47766	transcript_ENSUAMT00000010790
OG0003134	rna47729	transcript_ENSUAMT00000018387
OG0003135	rna47728	transcript_ENSUAMT00000018391
OG0003136	rna47691	transcript_ENSUAMT00000005563
OG0003137	rna47658	transcript_ENSUAMT00000020325, transcript_ENSUAMT00000027664
OG0003138	rna47651	transcript_ENSUAMT00000018785
OG0003139	rna47620	transcript_ENSUAMT00000018755
OG0003140	rna47590	transcript_ENSUAMT00000018652, transcript_ENSUAMT00000018658
OG0003141	rna47498	transcript_ENSUAMT00000022272, transcript_ENSUAMT00000039884
OG0003142	rna47476	transcript_ENSUAMT00000003022
OG0003143	rna28963	transcript_ENSUAMT00000018601
OG0003144	rna28908	transcript_ENSUAMT00000035577
OG0003145	rna4600	transcript_ENSUAMT00000025390, transcript_ENSUAMT00000004322
OG0003146	rna45595, rna28893	transcript_ENSUAMT00000032337
OG0003147	rna28767	transcript_ENSUAMT00000024617
OG0003148	rna28759	transcript_ENSUAMT00000005595, transcript_ENSUAMT00000024618
OG0003149	rna28660	transcript_ENSUAMT00000021373
OG0003150	rna51734, rna51775	transcript_ENSUAMT00000018136
OG0003151	rna51773, rna51732	transcript_ENSUAMT00000018154
OG0003152	rna51774, rna51733	transcript_ENSUAMT00000018165
OG0003153	rna51760, rna51725	transcript_ENSUAMT00000036132
OG0003154	rna51716, rna51753	transcript_ENSUAMT00000036129
OG0003155	rna51749, rna51712	transcript_ENSUAMT00000021147
OG0003156	rna51750, rna51713	transcript_ENSUAMT00000021149
OG0003157	rna51748, rna51711	transcript_ENSUAMT00000021146
OG0003158	rna51746, rna51709	transcript_ENSUAMT00000017789
OG0003159	rna51741, rna51705	transcript_ENSUAMT00000017760
OG0003160	rna51703, rna51736	transcript_ENSUAMT00000017696
OG0003161	rna51702, rna51735	transcript_ENSUAMT00000017694
OG0003162	rna20413	transcript_ENSUAMT00000006096
OG0003163	rna20436	transcript_ENSUAMT00000008911
OG0003164	rna20464	transcript_ENSUAMT00000011928, transcript_ENSUAMT00000024347
OG0003165	rna20516	transcript_ENSUAMT00000036123
OG0003166	rna20541	transcript_ENSUAMT00000025645
OG0003167	rna20599	transcript_ENSUAMT00000025248
OG0003168	rna20727	transcript_ENSUAMT00000040044
OG0003169	rna20732	transcript_ENSUAMT00000040053
OG0003170	rna20932	transcript_ENSUAMT00000031713
OG0003171	rna20978	transcript_ENSUAMT00000008022
OG0003172	rna20988	transcript_ENSUAMT00000018292
OG0003173	rna6717	transcript_ENSUAMT00000024589
OG0003174	rna21003	transcript_ENSUAMT00000012873
OG0003175	rna21004	transcript_ENSUAMT00000012877
OG0003176	rna21016	transcript_ENSUAMT00000013111
OG0003177	rna21028	transcript_ENSUAMT00000032216
OG0003178	rna50384	transcript_ENSUAMT00000025532
OG0003179	rna50377	transcript_ENSUAMT00000023496
OG0003180	rna50315	transcript_ENSUAMT00000004174, transcript_ENSUAMT00000008151
OG0003181	rna36094	transcript_ENSUAMT00000012822
OG0003182	rna38259	transcript_ENSUAMT00000021704
OG0003183	rna31047	transcript_ENSUAMT00000033077
OG0003184	rna22682	transcript_ENSUAMT00000034653
OG0003185	rna49651	transcript_ENSUAMT00000037300
OG0003186	rna31764	transcript_ENSUAMT00000020656
OG0003187	rna2956	transcript_ENSUAMT00000037725
OG0003188	rna25241	transcript_ENSUAMT00000013388
OG0003189	rna21838	transcript_ENSUAMT00000023394
OG0003190	rna21803	transcript_ENSUAMT00000018700
OG0003191	rna21674	transcript_ENSUAMT00000011916
OG0003192	rna21667	transcript_ENSUAMT00000026509
OG0003193	rna21640	transcript_ENSUAMT00000036823, transcript_ENSUAMT00000004104
OG0003194	rna21632	transcript_ENSUAMT00000032145
OG0003195	rna21618	transcript_ENSUAMT00000025711
OG0003196	rna21609	transcript_ENSUAMT00000023632
OG0003197	rna21607	transcript_ENSUAMT00000014556
OG0003198	rna21604	transcript_ENSUAMT00000027285
OG0003199	rna21602	transcript_ENSUAMT00000027300
OG0003200	rna21555	transcript_ENSUAMT00000004519
OG0003201	rna21552	transcript_ENSUAMT00000004516
OG0003202	rna21497, rna21498	transcript_ENSUAMT00000011090
OG0003203	rna21464	transcript_ENSUAMT00000020469
OG0003204	rna21371	transcript_ENSUAMT00000004751, transcript_ENSUAMT00000027993
OG0003206	rna21321	transcript_ENSUAMT00000031465
OG0003207	rna21303	transcript_ENSUAMT00000025325
OG0003208	rna21184	transcript_ENSUAMT00000019815, transcript_ENSUAMT00000018005
OG0003209	rna21080	transcript_ENSUAMT00000038078
OG0003210	rna21092	transcript_ENSUAMT00000024283
OG0003211	rna21099	transcript_ENSUAMT00000039404
OG0003212	rna36423	transcript_ENSUAMT00000001938
OG0003213	rna36414	transcript_ENSUAMT00000034079, transcript_ENSUAMT00000034074
OG0003214	rna36357	transcript_ENSUAMT00000030803, transcript_ENSUAMT00000002686
OG0003215	rna36297	transcript_ENSUAMT00000025169
OG0003216	rna36173	transcript_ENSUAMT00000023432
OG0003217	rna36154	transcript_ENSUAMT00000026626
OG0003218	rna36108	transcript_ENSUAMT00000003332, transcript_ENSUAMT00000002757, transcript_ENSUAMT00000007473
OG0003219	rna54107, rna54108	transcript_ENSUAMT00000022609
OG0003220	rna48336	transcript_ENSUAMT00000036583
OG0003221	rna48347	transcript_ENSUAMT00000011057
OG0003222	rna48357	transcript_ENSUAMT00000017367
OG0003223	rna48398	transcript_ENSUAMT00000024841
OG0003224	rna26021	transcript_ENSUAMT00000041809
OG0003225	rna49894, rna49920	transcript_ENSUAMT00000013150
OG0003226	rna49926, rna49899	transcript_ENSUAMT00000022412
OG0003227	rna49901, rna49931	transcript_ENSUAMT00000008355
OG0003228	rna49902, rna49932	transcript_ENSUAMT00000008349
OG0003229	rna49910, rna49939	transcript_ENSUAMT00000027569
OG0003230	rna49940, rna49911	transcript_ENSUAMT00000027567
OG0003231	rna49915, rna49946	transcript_ENSUAMT00000021267
OG0003232	rna49949, rna49918	transcript_ENSUAMT00000032109
OG0003233	rna25919	transcript_ENSUAMT00000035374
OG0003234	rna25908	transcript_ENSUAMT00000003033, transcript_ENSUAMT00000003208
OG0003235	rna25653	transcript_ENSUAMT00000030230
OG0003236	rna25507	transcript_ENSUAMT00000010114
OG0003238	rna42682	transcript_ENSUAMT00000006167
OG0003239	rna42639	transcript_ENSUAMT00000036494
OG0003240	rna15260, rna42636	transcript_ENSUAMT00000036495
OG0003241	rna42625, rna42624	transcript_ENSUAMT00000025771
OG0003242	rna54008, rna54010	transcript_ENSUAMT00000036452
OG0003243	rna42536	transcript_ENSUAMT00000036555
OG0003244	rna35280	transcript_ENSUAMT00000021389
OG0003245	rna35217	transcript_ENSUAMT00000016533
OG0003246	rna49632	transcript_ENSUAMT00000028281, transcript_ENSUAMT00000037277
OG0003247	rna49645	transcript_ENSUAMT00000037294
OG0003248	rna49707	transcript_ENSUAMT00000016997
OG0003249	rna49712	transcript_ENSUAMT00000016990
OG0003250	rna47100	transcript_ENSUAMT00000020549
OG0003251	rna47120	transcript_ENSUAMT00000018928
OG0003252	rna47169	transcript_ENSUAMT00000019383
OG0003253	rna47204	transcript_ENSUAMT00000019492
OG0003254	rna47227	transcript_ENSUAMT00000029555
OG0003255	rna47393	transcript_ENSUAMT00000008647, transcript_ENSUAMT00000028421
OG0003256	rna38543	transcript_ENSUAMT00000040403
OG0003257	rna38533	transcript_ENSUAMT00000025510, transcript_ENSUAMT00000025509
OG0003258	rna38514	transcript_ENSUAMT00000031849
OG0003259	rna38484	transcript_ENSUAMT00000018021, transcript_ENSUAMT00000018019
OG0003260	rna38483	transcript_ENSUAMT00000018024, transcript_ENSUAMT00000041776
OG0003261	rna38467	transcript_ENSUAMT00000034903
OG0003262	rna38461	transcript_ENSUAMT00000034901
OG0003263	rna38449	transcript_ENSUAMT00000025752
OG0003264	rna38325	transcript_ENSUAMT00000017040
OG0003265	rna38282	transcript_ENSUAMT00000035053
OG0003266	rna38270	transcript_ENSUAMT00000021181
OG0003267	rna38245	transcript_ENSUAMT00000041768
OG0003268	rna38228	transcript_ENSUAMT00000017289
OG0003269	rna38139	transcript_ENSUAMT00000028432
OG0003270	rna38106	transcript_ENSUAMT00000021174
OG0003271	rna38095	transcript_ENSUAMT00000004214
OG0003272	rna38089	transcript_ENSUAMT00000034391
OG0003273	rna14246	transcript_ENSUAMT00000035851
OG0003274	rna26125, rna14161	transcript_ENSUAMT00000003222
OG0003275	rna26239	transcript_ENSUAMT00000035844
OG0003276	rna26295	transcript_ENSUAMT00000001339, transcript_ENSUAMT00000037748
OG0003277	rna26416	transcript_ENSUAMT00000038926, transcript_ENSUAMT00000015858
OG0003278	rna26514	transcript_ENSUAMT00000017904, transcript_ENSUAMT00000025060
OG0003279	rna26536	transcript_ENSUAMT00000002154
OG0003280	rna26594	transcript_ENSUAMT00000012268
OG0003281	rna25428	transcript_ENSUAMT00000016372
OG0003282	rna25305	transcript_ENSUAMT00000021125
OG0003283	rna25174	transcript_ENSUAMT00000013053
OG0003284	rna25124	transcript_ENSUAMT00000000096
OG0003285	rna25119	transcript_ENSUAMT00000034661
OG0003286	rna25076	transcript_ENSUAMT00000036142
OG0003287	rna32045	transcript_ENSUAMT00000001700
OG0003288	rna31898	transcript_ENSUAMT00000000661, transcript_ENSUAMT00000008018
OG0003289	rna48096	transcript_ENSUAMT00000020197
OG0003290	rna48147	transcript_ENSUAMT00000029473
OG0003291	rna48247	transcript_ENSUAMT00000030745
OG0003292	rna2734	transcript_ENSUAMT00000017349
OG0003293	rna53923	transcript_ENSUAMT00000027770
OG0003294	rna48690	transcript_ENSUAMT00000011690
OG0003295	rna41340	transcript_ENSUAMT00000038366
OG0003296	rna48805	transcript_ENSUAMT00000035691
OG0003297	rna22466	transcript_ENSUAMT00000020505, transcript_ENSUAMT00000031951
OG0003298	rna22416	transcript_ENSUAMT00000000714
OG0003299	rna22329	transcript_ENSUAMT00000000767, transcript_ENSUAMT00000029984
OG0003300	rna22288	transcript_ENSUAMT00000037506
OG0003301	rna22237	transcript_ENSUAMT00000024997
OG0003302	rna22232	transcript_ENSUAMT00000000914, transcript_ENSUAMT00000000896
OG0003303	rna22136	transcript_ENSUAMT00000035385, transcript_ENSUAMT00000038600
OG0003304	rna22134	transcript_ENSUAMT00000038605
OG0003305	rna22089	transcript_ENSUAMT00000006373
OG0003306	rna22086	transcript_ENSUAMT00000006383
OG0003307	rna22015	transcript_ENSUAMT00000019355
OG0003308	rna22005	transcript_ENSUAMT00000019078
OG0003309	rna21986	transcript_ENSUAMT00000030216
OG0003310	rna21978	transcript_ENSUAMT00000012453, transcript_ENSUAMT00000012461
OG0003311	rna21893	transcript_ENSUAMT00000007050
OG0003312	rna21878	transcript_ENSUAMT00000032669
OG0003313	rna21870	transcript_ENSUAMT00000033765
OG0003314	rna31208	transcript_ENSUAMT00000016963
OG0003315	rna31211	transcript_ENSUAMT00000026242
OG0003316	rna31435	transcript_ENSUAMT00000005232, transcript_ENSUAMT00000004156
OG0003317	rna31440	transcript_ENSUAMT00000005229
OG0003318	rna31455	transcript_ENSUAMT00000034813, transcript_ENSUAMT00000003829
OG0003319	rna31456	transcript_ENSUAMT00000003835, transcript_ENSUAMT00000034811
OG0003320	rna31523	transcript_ENSUAMT00000029148
OG0003321	rna31596	transcript_ENSUAMT00000023138, transcript_ENSUAMT00000041441
OG0003322	rna31604	transcript_ENSUAMT00000038793
OG0003323	rna31663	transcript_ENSUAMT00000041359
OG0003324	rna31685	transcript_ENSUAMT00000011508
OG0003325	rna31773	transcript_ENSUAMT00000026587, transcript_ENSUAMT00000026584
OG0003326	rna52791, rna52708	transcript_ENSUAMT00000013324
OG0003327	rna52793, rna52711	transcript_ENSUAMT00000013317
OG0003328	rna52797, rna52715	transcript_ENSUAMT00000013289
OG0003329	rna52717, rna52800	transcript_ENSUAMT00000013098
OG0003330	rna52804, rna52721	transcript_ENSUAMT00000006995
OG0003331	rna52725, rna52808	transcript_ENSUAMT00000000696
OG0003332	rna52812, rna52726	transcript_ENSUAMT00000000027
OG0003333	rna52817, rna52727	transcript_ENSUAMT00000038115
OG0003334	rna52729, rna52819	transcript_ENSUAMT00000027979
OG0003335	rna52735, rna52821	transcript_ENSUAMT00000027977
OG0003336	rna52742, rna52826	transcript_ENSUAMT00000027975
OG0003337	rna52753, rna52837	transcript_ENSUAMT00000002036
OG0003338	rna52754, rna52838	transcript_ENSUAMT00000002047
OG0003339	rna52756, rna52839	transcript_ENSUAMT00000002061
OG0003340	rna52759, rna52842	transcript_ENSUAMT00000002077
OG0003341	rna52763, rna52847	transcript_ENSUAMT00000002241
OG0003342	rna52849, rna52764	transcript_ENSUAMT00000002250
OG0003343	rna52851, rna52765	transcript_ENSUAMT00000002271
OG0003344	rna52860, rna52774	transcript_ENSUAMT00000032800
OG0003345	rna52775, rna52863	transcript_ENSUAMT00000032799
OG0003346	rna52778, rna52866	transcript_ENSUAMT00000032788
OG0003347	rna52874, rna52786	transcript_ENSUAMT00000032781
OG0003348	rna52385, rna52454	transcript_ENSUAMT00000031191
OG0003349	rna52460, rna52390	transcript_ENSUAMT00000031196
OG0003350	rna52391, rna52461	transcript_ENSUAMT00000031093
OG0003351	rna52392, rna52462	transcript_ENSUAMT00000031091
OG0003352	rna52463, rna52393	transcript_ENSUAMT00000031089
OG0003353	rna52394, rna52464	transcript_ENSUAMT00000031088
OG0003354	rna52396, rna52465	transcript_ENSUAMT00000031084
OG0003355	rna52469, rna52400	transcript_ENSUAMT00000031082
OG0003356	rna52401, rna52471	transcript_ENSUAMT00000031080
OG0003357	rna52402	transcript_ENSUAMT00000031078
OG0003357	rna52472	transcript_ENSUAMT00000031076
OG0003358	rna52473, rna52403	transcript_ENSUAMT00000031073
OG0003359	rna52475, rna52414	transcript_ENSUAMT00000031069
OG0003360	rna52477, rna52416	transcript_ENSUAMT00000031066
OG0003361	rna52417, rna52478	transcript_ENSUAMT00000031063
OG0003362	rna52484, rna52423	transcript_ENSUAMT00000031035
OG0003363	rna52425, rna52485	transcript_ENSUAMT00000020818
OG0003364	rna52493, rna52433	transcript_ENSUAMT00000020821
OG0003365	rna52434, rna52494	transcript_ENSUAMT00000020822
OG0003366	rna52441, rna52501	transcript_ENSUAMT00000018193
OG0003367	rna52502, rna52442	transcript_ENSUAMT00000018190
OG0003368	rna52503, rna52443	transcript_ENSUAMT00000018186
