Orthogroup	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0003610	rna35175	rna15968
OG0003611	rna35168	rna15967
OG0003612	rna35167	rna15965
OG0003613	rna35166	rna15964
OG0003614	rna35165	rna15963
OG0003615	rna35164	rna15962
OG0003616	rna35162	rna15960
OG0003617	rna35161	rna15959
OG0003618	rna35158	rna15958
OG0003619	rna35150	rna15954
OG0003620	rna35148	rna15953
OG0003621	rna35143	rna15951
OG0003622	rna35142	rna15950
OG0003623	rna35123	rna15946
OG0003624	rna35118	rna15941
OG0003625	rna35114	rna15940
OG0003626	rna35109	rna15939
OG0003627	rna35101	rna15937
OG0003628	rna35094	rna15928
OG0003629	rna35089	rna15927
OG0003630	rna35083	rna15922
OG0003631	rna35078	rna15918
OG0003632	rna35077	rna15916
OG0003633	rna35072	rna15914
OG0003634	rna35071	rna15913
OG0003635	rna35060	rna15909
OG0003636	rna35053	rna15906
OG0003637	rna35052	rna15905
OG0003638	rna35050	rna15904
OG0003639	rna35049	rna15903
OG0003640	rna35044	rna15899
OG0003641	rna35043	rna15898
OG0003642	rna35040	rna15897
OG0003643	rna35038	rna15896
OG0003644	rna35036	rna15894
OG0003645	rna35034	rna15892
OG0003646	rna35031	rna15890
OG0003647	rna35018	rna15888
OG0003648	rna35017	rna15887
OG0003649	rna35012	rna15879
OG0003650	rna35006	rna15874
OG0003651	rna35001	rna15871
OG0003652	rna34991	rna2762
OG0003653	rna34977	rna15863
OG0003654	rna34971	rna15858
OG0003655	rna34965	rna15857
OG0003656	rna34962	rna15856
OG0003657	rna34958	rna15853
OG0003658	rna34956	rna15851
OG0003659	rna34955	rna15850
OG0003660	rna34946	rna15847
OG0003661	rna34933	rna15833
OG0003662	rna34931	rna15832
OG0003663	rna34926	rna15830
OG0003664	rna34923	rna15826
OG0003665	rna34921	rna15825
OG0003666	rna34919	rna15824
OG0003667	rna34916	rna15823
OG0003668	rna34915	rna15822
OG0003669	rna34910	rna15820
OG0003670	rna34907	rna15814
OG0003671	rna34906	rna15813
OG0003672	rna34900	rna15812
OG0003673	rna34896	rna15810
OG0003674	rna34883	rna15802
OG0003675	rna34882	rna15801
OG0003676	rna34881	rna15800
OG0003677	rna34880	rna15799
OG0003678	rna34878	rna15798
OG0003679	rna34876	rna15797
OG0003680	rna34875	rna15795
OG0003681	rna34871	rna15794
OG0003682	rna34869	rna15793
OG0003683	rna34868	rna15792
OG0003684	rna34864	rna15790
OG0003685	rna34863	rna15789
OG0003686	rna34862	rna15788
OG0003687	rna34861	rna15787
OG0003688	rna34860	rna15785
OG0003689	rna34859	rna15784
OG0003690	rna34855	rna15780
OG0003691	rna34851	rna15777
OG0003692	rna34849	rna15776
OG0003693	rna34847	rna15774
OG0003694	rna34844	rna15772
OG0003695	rna34843	rna15771
OG0003696	rna34841	rna15769
OG0003697	rna34839	rna15768
OG0003698	rna34837	rna15766
OG0003699	rna34834	rna15763
OG0003700	rna34833	rna15762
OG0003701	rna34832	rna15761
OG0003702	rna34831	rna15760
OG0003703	rna34827	rna15756
OG0003704	rna34816	rna15746
OG0003705	rna34813	rna15745
OG0003706	rna34805	rna15742
OG0003707	rna34804	rna15740
OG0003708	rna34797	rna15735
OG0003709	rna34792	rna15733
OG0003710	rna34773	rna15725
OG0003711	rna34766	rna15718
OG0003712	rna34759	rna15715
OG0003713	rna34758	rna15714
OG0003714	rna34757	rna15713
OG0003715	rna34741	rna15710
OG0003716	rna34740	rna15709
OG0003717	rna34739	rna15708
OG0003718	rna34733	rna15702
OG0003719	rna34723	rna15697
OG0003720	rna34722	rna15696
OG0003721	rna34721	rna15695
OG0003722	rna34719	rna15693
OG0003723	rna34718	rna15692
OG0003724	rna34717	rna15691
OG0003725	rna34708	rna15688
OG0003726	rna34703	rna15685
OG0003727	rna34701	rna15684
OG0003728	rna34699	rna15683
OG0003729	rna34698	rna15682
OG0003730	rna34696	rna15681
OG0003731	rna34692	rna15678
OG0003732	rna34686	rna15673
OG0003733	rna34685	rna15671
OG0003734	rna34677	rna15665
OG0003735	rna34675	rna15664
OG0003736	rna34672	rna15661
OG0003737	rna34667	rna15660
OG0003738	rna34666	rna15659
OG0003739	rna34653	rna15654
OG0003740	rna34652	rna15653
OG0003741	rna34649	rna15651
OG0003742	rna34647	rna15650
OG0003743	rna34636	rna15637
OG0003744	rna34625	rna15623
OG0003745	rna34623	rna15618
OG0003746	rna34615	rna15617
OG0003747	rna34613	rna15615
OG0003748	rna34610	rna15613
OG0003749	rna34609	rna15611
OG0003750	rna34608	rna15610
OG0003751	rna34607	rna15609
OG0003752	rna34606	rna15608
OG0003753	rna34604	rna15607
OG0003754	rna34600	rna15606
OG0003755	rna34586	rna15598
OG0003756	rna34582	rna15594
OG0003757	rna34574	rna15592
OG0003758	rna34572	rna15591
OG0003759	rna34569	rna15588
OG0003760	rna34566	rna15585
OG0003761	rna34564	rna15583
OG0003762	rna34553	rna15578
OG0003763	rna34551	rna15576
OG0003764	rna34548	rna15574
OG0003765	rna34547	rna15573
OG0003766	rna34543	rna15571
OG0003767	rna34536	rna15570
OG0003768	rna34532	rna15566
OG0003769	rna34528	rna15563
OG0003770	rna34519	rna15555
OG0003771	rna34515	rna15550
OG0003772	rna34513	rna15549
OG0003773	rna34510	rna15548
OG0003774	rna34509	rna15547
OG0003775	rna34508	rna15546
OG0003776	rna34507	rna15545
OG0003777	rna34503	rna15544
OG0003778	rna34501	rna15543
OG0003779	rna34498	rna15540
OG0003780	rna34497	rna15539
OG0003781	rna34495	rna15538
OG0003782	rna34492	rna15537
OG0003783	rna34489	rna15534
OG0003784	rna34481	rna15526
OG0003785	rna34480	rna15525
OG0003786	rna34479	rna15523
OG0003787	rna34478	rna15522
OG0003788	rna34477	rna15521
OG0003789	rna34448	rna15509
OG0003790	rna34447	rna15512
OG0003791	rna34435	rna35138
OG0003792	rna34434	rna35136
OG0003793	rna34433	rna35135
OG0003794	rna34425	rna35131
OG0003795	rna34424	rna35130
OG0003796	rna34422	rna35129
OG0003797	rna34417	rna35126
OG0003798	rna34413	rna35122
OG0003799	rna34406	rna35114
OG0003800	rna13276	rna21247
OG0003801	rna13272	rna21243
OG0003802	rna13262	rna21234
OG0003803	rna13258	rna21232
OG0003804	rna13257	rna21230
OG0003805	rna13254	rna21228
OG0003806	rna13251	rna21222
OG0003807	rna13249	rna21220
OG0003808	rna13247	rna21217
OG0003809	rna13246	rna21216
OG0003810	rna13245	rna21213
OG0003811	rna13241	rna21210
OG0003812	rna13239	rna21208
OG0003813	rna13234	rna21205
OG0003814	rna13232	rna21204
OG0003815	rna13229	rna21201
OG0003816	rna13226	rna21200
OG0003817	rna13225	rna21199
OG0003818	rna13224	rna21198
OG0003819	rna13214	rna21186
OG0003820	rna13213	rna21185
OG0003821	rna13207	rna21183
OG0003822	rna13204	rna21182
OG0003823	rna13200	rna21181
OG0003824	rna13199	rna21180
OG0003825	rna13198	rna21179
OG0003826	rna13196	rna21175
OG0003827	rna13195	rna21174
OG0003828	rna13191	rna21172
OG0003829	rna13184	rna21169
OG0003830	rna13178	rna21165
OG0003831	rna13174	rna21162
OG0003832	rna13171	rna21159
OG0003833	rna13168	rna21157
OG0003834	rna13166	rna21156
OG0003835	rna13162	rna21155
OG0003836	rna13160	rna21153
OG0003837	rna13158	rna21152
OG0003838	rna13154	rna21151
OG0003839	rna13146	rna21149
OG0003840	rna13142	rna21147
OG0003841	rna13141	rna21146
OG0003842	rna13139	rna21145
OG0003843	rna13131	rna21141
OG0003844	rna13129	rna21139
OG0003845	rna13128	rna21138
OG0003846	rna13121	rna21137
OG0003847	rna13115	rna21136
OG0003848	rna13114	rna21135
OG0003849	rna13111	rna21134
OG0003850	rna13109	rna21132
OG0003851	rna13102	rna21126
OG0003852	rna13101	rna21125
OG0003853	rna13097	rna21121
OG0003854	rna13095	rna21119
OG0003855	rna13091	rna21114
OG0003856	rna13088	rna21112
OG0003857	rna13087	rna21110
OG0003858	rna13086	rna21109
OG0003859	rna13085	rna21108
OG0003860	rna13084	rna21107
OG0003861	rna13068	rna21094
OG0003862	rna13067	rna21093
OG0003863	rna13064	rna21091
OG0003864	rna13055	rna21083
OG0003865	rna13051	rna21082
OG0003866	rna13040	rna21072
OG0003867	rna13039	rna21071
OG0003868	rna13037	rna21069
OG0003869	rna53915	rna21067
OG0003870	rna13034	rna21063
OG0003871	rna13032	rna21061
OG0003872	rna13027	rna21058
OG0003873	rna13023	rna21054
OG0003874	rna13021	rna21053
OG0003875	rna13006	rna21050
OG0003876	rna12999	rna21049
OG0003877	rna12991	rna21040
OG0003878	rna12990	rna21038
OG0003879	rna12989	rna21037
OG0003880	rna12985	rna21033
OG0003881	rna12982	rna21032
OG0003882	rna12975	rna21026
OG0003883	rna12973	rna21024
OG0003884	rna12970	rna21021
OG0003885	rna12964	rna21018
OG0003886	rna12960	rna21017
OG0003887	rna12954	rna21011
OG0003888	rna12953	rna21010
OG0003889	rna12943	rna21004
OG0003890	rna12938	rna21003
OG0003891	rna12937	rna21001
OG0003892	rna12936	rna21000
OG0003893	rna12934	rna20999
OG0003894	rna12929	rna20996
OG0003895	rna12921	rna20990
OG0003896	rna12918	rna20986
OG0003897	rna12915	rna20983
OG0003898	rna12911	rna20980
OG0003899	rna12910	rna20979
OG0003900	rna12905	rna20977
OG0003901	rna12901	rna20973
OG0003902	rna12895	rna20969
OG0003903	rna12894	rna20966
OG0003904	rna12888	rna20961
OG0003905	rna12884	rna20958
OG0003906	rna12879	rna20955
OG0003907	rna12877	rna20954
OG0003908	rna12863	rna20952
OG0003909	rna12860	rna20950
OG0003910	rna12859	rna20949
OG0003911	rna12858	rna20948
OG0003912	rna12852	rna20947
OG0003913	rna12851	rna20945
OG0003914	rna12847	rna20942
OG0003915	rna12843	rna20938
OG0003916	rna12842	rna20937
OG0003917	rna12841	rna20936
OG0003918	rna12836	rna20933
OG0003919	rna12833	rna20928
OG0003920	rna12830	rna20927
OG0003921	rna12821	rna20924
OG0003922	rna12809	rna11492
OG0003923	rna12808	rna11491
OG0003924	rna12789	rna11478
OG0003925	rna12786	rna11476
OG0003926	rna12784	rna11475
OG0003927	rna12781	rna11474
OG0003928	rna12780	rna11473
OG0003929	rna12779	rna11472
OG0003930	rna12770	rna11468
OG0003931	rna12766	rna11465
OG0003932	rna12760	rna11457
OG0003933	rna12752	rna11453
OG0003934	rna12745	rna11452
OG0003935	rna12743	rna11451
OG0003936	rna12742	rna11450
OG0003937	rna12726	rna11435
OG0003938	rna12724	rna11434
OG0003939	rna12713	rna11430
OG0003940	rna12697	rna11406
OG0003941	rna12689	rna11405
OG0003942	rna12682	rna11403
OG0003943	rna12673	rna11402
OG0003944	rna12672	rna11397
OG0003945	rna12671	rna11396
OG0003946	rna12670	rna11395
OG0003947	rna12669	rna11394
OG0003948	rna12660	rna11385
OG0003949	rna12653	rna11381
OG0003950	rna12652	rna11380
OG0003951	rna12650	rna11378
OG0003952	rna12648	rna11377
OG0003953	rna12646	rna11376
OG0003954	rna12634	rna11373
OG0003955	rna12630	rna11369
OG0003956	rna12621	rna11368
OG0003957	rna12617	rna11367
OG0003958	rna12605	rna11358
OG0003959	rna12598	rna11355
OG0003960	rna12597	rna11354
OG0003961	rna12596	rna11353
OG0003962	rna12595	rna11351
OG0003963	rna12584	rna11345
OG0003964	rna12581	rna11343
OG0003965	rna12580	rna11342
OG0003966	rna12574	rna11341
OG0003967	rna12571	rna11340
OG0003968	rna12570	rna11339
OG0003969	rna12564	rna11337
OG0003970	rna12557	rna11334
OG0003971	rna12552	rna11331
OG0003972	rna12541	rna11319
OG0003973	rna12537	rna11316
OG0003974	rna12531	rna11313
OG0003975	rna12530	rna11312
OG0003976	rna12527	rna11310
OG0003977	rna12522	rna11306
OG0003978	rna12502	rna11303
OG0003979	rna12499	rna11298
OG0003980	rna12497	rna11296
OG0003981	rna12495	rna11294
OG0003982	rna12493	rna11292
OG0003983	rna12492	rna11291
OG0003984	rna12483	rna11284
OG0003985	rna12473	rna11283
OG0003986	rna12466	rna11281
OG0003987	rna12462	rna11275
OG0003988	rna12461	rna11274
OG0003989	rna12460	rna11273
OG0003990	rna12453	rna11271
OG0003991	rna12434	rna11260
OG0003992	rna12433	rna11259
OG0003993	rna12431	rna11255
OG0003994	rna12429	rna11253
OG0003995	rna12421	rna11246
OG0003996	rna12416	rna11242
OG0003997	rna12404	rna11230
OG0003998	rna12399	rna11228
OG0003999	rna12389	rna11214
OG0004000	rna12365	rna11203
OG0004001	rna12362	rna11200
OG0004002	rna12356	rna11197
OG0004003	rna12351	rna11194
OG0004004	rna12347	rna11192
OG0004005	rna12346	rna19320
OG0004006	rna12345	rna19319
OG0004007	rna12342	rna19315
OG0004008	rna12340	rna19312
OG0004009	rna12337	rna19310
OG0004010	rna12329	rna19303
OG0004011	rna12324	rna19300
OG0004012	rna12323	rna19298
OG0004013	rna12315	rna19295
OG0004014	rna12309	rna19293
OG0004015	rna12302	rna19288
OG0004016	rna12301	rna19287
OG0004017	rna12295	rna19285
OG0004018	rna12288	rna19282
OG0004019	rna12281	rna19279
OG0004020	rna12278	rna19278
OG0004021	rna12276	rna19277
OG0004022	rna12270	rna19272
OG0004023	rna12257	rna19264
OG0004024	rna12251	rna19259
OG0004025	rna12245	rna19258
OG0004026	rna12244	rna19257
OG0004027	rna12242	rna19256
OG0004028	rna12241	rna19255
OG0004029	rna12239	rna19252
OG0004030	rna12236	rna19250
OG0004031	rna12233	rna19248
OG0004032	rna12231	rna19246
OG0004033	rna12227	rna19239
OG0004034	rna12223	rna19237
OG0004035	rna12215	rna19235
OG0004036	rna12201	rna19229
OG0004037	rna12196	rna19225
OG0004038	rna12195	rna19224
OG0004039	rna12192	rna19223
OG0004040	rna12182	rna19208
OG0004041	rna12180	rna19207
OG0004042	rna12179	rna19205
OG0004043	rna12173	rna19201
OG0004044	rna46863	rna26455
OG0004045	rna46850	rna26466
OG0004046	rna46847	rna26471
OG0004047	rna46845	rna26472
OG0004048	rna46844	rna26473
OG0004049	rna46831	rna26483
OG0004050	rna46830	rna26486
OG0004051	rna46829	rna26487
OG0004052	rna46827	rna26488
OG0004053	rna46825	rna26490
OG0004054	rna46820	rna26494
OG0004055	rna46814	rna26503
OG0004056	rna46807	rna26508
OG0004057	rna46806	rna26509
OG0004058	rna46799	rna26513
OG0004059	rna46797	rna26516
OG0004060	rna46796	rna26517
OG0004061	rna46792	rna26520
OG0004062	rna46788	rna26526
OG0004063	rna46787	rna26527
OG0004064	rna46785	rna26531
OG0004065	rna46778	rna26539
OG0004066	rna46776	rna26540
OG0004067	rna46769	rna26543
OG0004068	rna46768	rna26546
OG0004069	rna46765	rna26549
OG0004070	rna46763	rna26551
OG0004071	rna46749	rna26556
OG0004072	rna46746	rna26557
OG0004073	rna46743	rna26560
OG0004074	rna46740	rna26562
OG0004075	rna46733	rna26564
OG0004076	rna46727	rna26570
OG0004077	rna46725	rna26573
OG0004078	rna46724	rna26575
OG0004079	rna45890	rna26579
OG0004080	rna45889	rna26580
OG0004081	rna45884	rna26581
OG0004082	rna45879	rna26589
OG0004083	rna45878	rna26590
OG0004084	rna45876	rna26592
OG0004085	rna45875	rna26593
OG0004086	rna45862	rna26597
OG0004087	rna45859	rna26600
OG0004088	rna45852	rna19372
OG0004089	rna45849	rna19370
OG0004090	rna45845	rna19369
OG0004091	rna45839	rna19364
OG0004092	rna45830	rna19360
OG0004093	rna45826	rna19358
OG0004094	rna45823	rna19353
OG0004095	rna45815	rna19350
OG0004096	rna45808	rna19347
OG0004097	rna45806	rna19346
OG0004098	rna45799	rna19340
OG0004099	rna45794	rna19336
OG0004100	rna45790	rna19334
OG0004101	rna45789	rna19333
OG0004102	rna45782	rna19326
OG0004103	rna45781	rna19325
OG0004104	rna45776	rna19321
OG0004105	rna45774	rna33367
OG0004106	rna45772	rna33368
OG0004107	rna45769	rna33371
OG0004108	rna45767	rna33373
OG0004109	rna45765	rna33375
OG0004110	rna45761	rna33379
OG0004111	rna45758	rna33382
OG0004112	rna45756	rna33384
OG0004113	rna45754	rna33387
OG0004114	rna45751	rna29012
OG0004115	rna45749	rna29011
OG0004116	rna45746	rna29008
OG0004117	rna45744	rna29007
OG0004118	rna45740	rna29005
OG0004119	rna45738	rna29003
OG0004120	rna45737	rna29002
OG0004121	rna45736	rna29000
OG0004122	rna51589	rna30569
OG0004123	rna51585	rna30570
OG0004124	rna51582	rna30572
OG0004125	rna51576	rna30576
OG0004126	rna51574	rna30579
OG0004127	rna51570	rna30580
OG0004128	rna51569	rna30581
OG0004129	rna51560	rna30585
OG0004130	rna51558	rna30586
OG0004131	rna51555	rna30589
OG0004132	rna51554	rna30591
OG0004133	rna51549	rna30593
OG0004134	rna51546	rna30594
OG0004135	rna51541	rna30595
OG0004136	rna51540	rna30596
OG0004137	rna51535	rna30600
OG0004138	rna51528	rna30601
OG0004139	rna51533	rna30602
OG0004140	rna51527	rna30605
OG0004141	rna51526	rna30606
OG0004142	rna49032	rna17070
OG0004143	rna49030	rna17068
OG0004144	rna49029	rna17067
OG0004145	rna49027	rna17064
OG0004146	rna49026	rna17063
OG0004147	rna49025	rna17062
OG0004148	rna49021	rna17057
OG0004149	rna49017	rna17054
OG0004150	rna49011	rna17051
OG0004151	rna49007	rna17048
OG0004152	rna49004	rna17045
OG0004153	rna48999	rna17040
OG0004154	rna48996	rna17037
OG0004155	rna48991	rna17035
OG0004156	rna48989	rna17033
OG0004157	rna48987	rna17030
OG0004158	rna48984	rna17029
OG0004159	rna48981	rna17024
OG0004160	rna48978	rna17023
OG0004161	rna48976	rna17021
OG0004162	rna48973	rna17018
OG0004163	rna48966	rna17014
OG0004164	rna48959	rna17013
OG0004165	rna48957	rna17011
OG0004166	rna48956	rna17010
OG0004167	rna48954	rna17009
OG0004168	rna48952	rna17008
OG0004169	rna48951	rna17007
OG0004170	rna48950	rna17006
OG0004171	rna48945	rna17003
OG0004172	rna48943	rna17001
OG0004173	rna48940	rna16999
OG0004174	rna48937	rna16997
OG0004175	rna48935	rna16995
OG0004176	rna48934	rna16994
OG0004177	rna48933	rna16993
OG0004178	rna48922	rna16990
OG0004179	rna48915	rna16984
OG0004180	rna48914	rna16982
OG0004181	rna48912	rna16975
OG0004182	rna48906	rna16970
OG0004183	rna48905	rna16969
OG0004184	rna48897	rna16968
OG0004185	rna48889	rna16963
OG0004186	rna48886	rna16961
OG0004187	rna48883	rna16960
OG0004188	rna48882	rna16959
OG0004189	rna48881	rna16958
OG0004190	rna48880	rna16956
OG0004191	rna48877	rna16954
OG0004192	rna48874	rna16953
OG0004193	rna48873	rna16950
OG0004194	rna48870	rna16946
OG0004195	rna48869	rna16945
OG0004196	rna48867	rna16943
OG0004197	rna48863	rna16939
OG0004198	rna48856	rna16932
OG0004199	rna48853	rna16929
OG0004200	rna26890	rna5788
OG0004201	rna26883	rna5795
OG0004202	rna26880	rna5797
OG0004203	rna26878	rna5799
OG0004204	rna26875	rna5811
OG0004205	rna26864	rna5813
OG0004206	rna26859	rna5814
OG0004207	rna26855	rna5817
OG0004208	rna26854	rna5818
OG0004209	rna26850	rna5820
OG0004210	rna26825	rna5838
OG0004211	rna26818	rna5844
OG0004212	rna26804	rna5849
OG0004213	rna26799	rna5853
OG0004214	rna26797	rna5855
OG0004215	rna26789	rna5860
OG0004216	rna26783	rna5861
OG0004217	rna26779	rna5864
OG0004218	rna26773	rna5865
OG0004219	rna26772	rna5866
OG0004220	rna26770	rna5867
OG0004221	rna26768	rna5869
OG0004222	rna26763	rna5873
OG0004223	rna26761	rna5874
OG0004224	rna26749	rna5885
OG0004225	rna26746	rna5886
OG0004226	rna26733	rna17155
OG0004227	rna26732	rna17156
OG0004228	rna26730	rna17157
OG0004229	rna26724	rna17158
OG0004230	rna26717	rna17160
OG0004231	rna26713	rna17167
OG0004232	rna26707	rna17168
OG0004233	rna26700	rna17174
OG0004234	rna26697	rna17176
OG0004235	rna26686	rna17179
OG0004236	rna26683	rna17183
OG0004237	rna26682	rna17184
OG0004238	rna26679	rna17185
OG0004239	rna26678	rna17187
OG0004240	rna26672	rna17192
OG0004241	rna26651	rna17195
OG0004242	rna26641	rna17201
OG0004243	rna26638	rna17210
OG0004244	rna26635	rna17217
OG0004245	rna26629	rna17220
OG0004246	rna6775	rna17239
OG0004247	rna6771	rna6871
OG0004248	rna6768	rna6874
OG0004249	rna6761	rna6878
OG0004250	rna6760	rna6885
OG0004251	rna6758	rna6887
OG0004252	rna6756	rna6888
OG0004253	rna6750	rna6891
OG0004254	rna6743	rna6894
OG0004255	rna6741	rna6895
OG0004256	rna6737	rna6896
OG0004257	rna6734	rna6900
OG0004258	rna6710	rna6906
OG0004259	rna6702	rna6916
OG0004260	rna6697	rna6919
OG0004261	rna6696	rna6922
OG0004262	rna6694	rna6925
OG0004263	rna6689	rna6926
OG0004264	rna6682	rna6927
OG0004265	rna6676	rna6934
OG0004266	rna6663	rna6941
OG0004267	rna6638	rna6945
OG0004268	rna6634	rna6949
OG0004269	rna6629	rna6953
OG0004270	rna6623	rna6954
OG0004271	rna6614	rna6957
OG0004272	rna6610	rna6965
OG0004273	rna6605	rna6967
OG0004274	rna6604	rna6968
OG0004275	rna6597	rna6973
OG0004276	rna6596	rna6974
OG0004277	rna6595	rna6976
OG0004278	rna6591	rna6981
OG0004279	rna6588	rna6983
OG0004280	rna6573	rna6984
OG0004281	rna6572	rna6985
OG0004282	rna6557	rna6994
OG0004283	rna6546	rna7010
OG0004284	rna6543	rna7011
OG0004285	rna6533	rna7017
OG0004286	rna6529	rna7022
OG0004287	rna6514	rna7030
OG0004288	rna6512	rna7041
OG0004289	rna6508	rna7044
OG0004290	rna6507	rna7045
OG0004291	rna6502	rna7050
OG0004292	rna6500	rna7052
OG0004293	rna6499	rna7054
OG0004294	rna6498	rna7055
OG0004295	rna6497	rna7056
OG0004296	rna6496	rna7057
OG0004297	rna6487	rna7061
OG0004298	rna6485	rna7064
OG0004299	rna6476	rna7067
OG0004300	rna6472	rna7070
OG0004301	rna6471	rna7071
OG0004302	rna6459	rna7076
OG0004303	rna6456	rna7079
OG0004304	rna6452	rna7080
OG0004305	rna6451	rna7081
OG0004306	rna6446	rna7082
OG0004307	rna6439	rna7089
OG0004308	rna6434	rna7093
OG0004309	rna6431	rna7095
OG0004310	rna6424	rna7101
OG0004311	rna6422	rna7102
OG0004312	rna6419	rna7103
OG0004313	rna6417	rna7107
OG0004314	rna6412	rna7126
OG0004315	rna6410	rna7138
OG0004316	rna6401	rna7150
OG0004317	rna6384	rna7161
OG0004318	rna6383	rna7162
OG0004319	rna6382	rna7163
OG0004320	rna6381	rna7164
OG0004321	rna6379	rna7166
OG0004323	rna6362	rna7170
OG0004324	rna6360	rna7171
OG0004326	rna6347	rna7185
OG0004327	rna6345	rna7189
OG0004328	rna6333	rna7198
OG0004329	rna6329	rna7199
OG0004330	rna6316	rna7209
OG0004331	rna6315	rna7211
OG0004332	rna6311	rna7213
OG0004333	rna6308	rna7215
OG0004334	rna6294	rna7220
OG0004335	rna6291	rna7222
OG0004336	rna6277	rna7227
OG0004337	rna6270	rna7235
OG0004338	rna6265	rna7241
OG0004339	rna6261	rna7245
OG0004340	rna6256	rna7257
OG0004341	rna6254	rna7259
OG0004342	rna6250	rna7262
OG0004343	rna6248	rna7264
OG0004344	rna6244	rna7265
OG0004345	rna6241	rna7267
OG0004346	rna6239	rna7268
OG0004347	rna6236	rna7269
OG0004348	rna6235	rna7270
OG0004349	rna6233	rna7272
OG0004350	rna6212	rna7277
OG0004351	rna6205	rna7286
OG0004352	rna6202	rna7288
OG0004353	rna6201	rna7289
OG0004354	rna6200	rna7290
OG0004355	rna6193	rna7294
OG0004356	rna6192	rna7296
OG0004357	rna6190	rna7298
OG0004358	rna6191	rna7297
OG0004359	rna6187	rna7299
OG0004360	rna6169	rna7301
OG0004361	rna6165	rna7311
OG0004362	rna6160	rna7312
OG0004363	rna6145	rna7316
OG0004364	rna6143	rna7317
OG0004365	rna6133	rna7325
OG0004366	rna6132	rna7329
OG0004367	rna6131	rna7330
OG0004368	rna6120	rna7335
OG0004369	rna6117	rna7338
OG0004370	rna6106	rna7343
OG0004371	rna6103	rna7350
OG0004372	rna6100	rna7353
OG0004373	rna6086	rna7365
OG0004374	rna6079	rna7369
OG0004375	rna6074	rna7372
OG0004376	rna6073	rna7373
OG0004377	rna6069	rna7375
OG0004378	rna6066	rna7379
OG0004379	rna6064	rna7380
OG0004380	rna6063	rna7382
OG0004381	rna6055	rna7385
OG0004382	rna6047	rna7391
OG0004383	rna6017	rna7398
OG0004384	rna6027	rna7399
OG0004385	rna6009	rna7406
OG0004386	rna5998	rna7414
OG0004387	rna5997	rna7417
OG0004388	rna5991	rna7428
OG0004389	rna5989	rna7431
OG0004390	rna5987	rna7435
OG0004391	rna5981	rna7440
OG0004392	rna5975	rna7441
OG0004393	rna5966	rna7447
OG0004394	rna5959	rna7449
OG0004395	rna5957	rna7451
OG0004396	rna5955	rna7452
OG0004397	rna5952	rna7453
OG0004398	rna5948	rna7455
OG0004399	rna5947	rna7458
OG0004400	rna5935	rna7463
OG0004401	rna5930	rna7469
OG0004402	rna5928	rna7475
OG0004403	rna5924	rna7477
OG0004404	rna5922	rna7479
OG0004405	rna5914	rna7484
OG0004406	rna5907	rna7487
OG0004407	rna5902	rna7491
OG0004408	rna5897	rna7496
OG0004409	rna5888	rna7499
OG0004410	rna5877	rna7502
OG0004411	rna5875	rna7504
OG0004412	rna5873	rna7505
OG0004413	rna5872	rna7506
OG0004414	rna5870	rna7507
OG0004415	rna5868	rna7509
OG0004416	rna5866	rna7512
OG0004417	rna5864	rna7523
OG0004418	rna5847	rna7529
OG0004419	rna5844	rna7530
OG0004420	rna5836	rna7532
OG0004421	rna5831	rna7538
OG0004422	rna5828	rna7541
OG0004423	rna5827	rna7547
OG0004424	rna5820	rna7548
OG0004425	rna5813	rna7553
OG0004426	rna5808	rna7556
OG0004427	rna5801	rna7561
OG0004428	rna5797	rna7562
OG0004429	rna5789	rna7567
OG0004430	rna5779	rna7569
OG0004431	rna5776	rna7573
OG0004432	rna5775	rna11191
OG0004433	rna5771	rna11190
OG0004434	rna5770	rna11189
OG0004435	rna5769	rna11186
OG0004436	rna5752	rna11173
OG0004437	rna5751	rna11170
OG0004438	rna5749	rna11169
OG0004439	rna5744	rna11164
OG0004440	rna5743	rna11162
OG0004441	rna5739	rna11161
OG0004442	rna5738	rna11160
OG0004443	rna5737	rna11159
OG0004444	rna5734	rna11158
OG0004445	rna5717	rna11156
OG0004446	rna5708	rna11150
OG0004447	rna5705	rna11147
OG0004448	rna5706	rna11148
OG0004449	rna5704	rna11146
OG0004450	rna5692	rna11142
OG0004451	rna5690	rna11141
OG0004452	rna5689	rna11140
OG0004453	rna5688	rna11139
OG0004454	rna5685	rna11137
OG0004455	rna5683	rna11136
OG0004456	rna5680	rna11134
OG0004457	rna5678	rna11133
OG0004458	rna5677	rna11131
OG0004459	rna5676	rna11130
OG0004460	rna5672	rna11128
OG0004461	rna5669	rna11126
OG0004462	rna5661	rna11122
OG0004463	rna5653	rna11119
OG0004464	rna5652	rna11118
OG0004465	rna5651	rna11117
OG0004466	rna5649	rna11116
OG0004467	rna5639	rna11113
OG0004468	rna5636	rna11109
OG0004469	rna5630	rna11103
OG0004470	rna5628	rna11101
OG0004471	rna5618	rna11093
OG0004472	rna5617	rna11092
OG0004473	rna5611	rna11091
OG0004474	rna5610	rna11090
OG0004475	rna5609	rna11088
OG0004476	rna5603	rna11086
OG0004477	rna5601	rna11084
OG0004478	rna5600	rna11083
OG0004479	rna5599	rna11082
OG0004480	rna5596	rna11080
OG0004481	rna5595	rna11079
OG0004482	rna5594	rna11078
OG0004483	rna5577	rna11063
