Orthogroup	homSap.longCDS.prots	ursMar.longCDS.prots
OG0002509	ENST00000368614.7	rna673
OG0002510	ENST00000340042.1	rna36179
OG0002511	ENST00000520584.5, ENST00000522452.1	rna36180
OG0002512	ENST00000359035.4, ENST00000368554.8	rna697
OG0002513	ENST00000288050.8	rna10158
OG0002514	ENST00000223357.7	rna25819
OG0002515	ENST00000209718.7	rna1057
OG0002516	ENST00000394850.6	rna21712
OG0002518	ENST00000379454.8	rna29430
OG0002519	ENST00000376006.7, ENST00000375992.3	rna32316
OG0002520	ENST00000321562.8	rna23343
OG0002521	ENST00000044462.11	rna8026
OG0002522	ENST00000599531.1	rna4034, rna4035
OG0002523	ENST00000622503.4	rna34790
OG0002525	ENST00000220166.9	rna7995
OG0002526	ENST00000615374.5, ENST00000559722.2	rna7988
OG0002527	ENST00000407106.5	rna7977
OG0002528	ENST00000220244.7	rna7965
OG0002529	ENST00000302987.8	rna7952
OG0002530	ENST00000451195.7	rna7933
OG0002531	ENST00000617958.4, ENST00000562833.1	rna7916
OG0002532	ENST00000394573.5, ENST00000347644.7	rna7911
OG0002533	ENST00000333371.7	rna7883
OG0002534	ENST00000622269.1, ENST00000379095.4	rna7882
OG0002535	ENST00000561573.1, ENST00000438251.3	rna7881
OG0002536	ENST00000398333.7, ENST00000357484.9	rna7869
OG0002537	ENST00000299847.6	rna7581
OG0002538	ENST00000551312.6, ENST00000577949.5	rna28966
OG0002539	ENST00000557943.5	rna35201
OG0002540	ENST00000315127.8	rna31374
OG0002541	ENST00000398814.7	rna31384, rna31383
OG0002542	ENST00000315962.8	rna29451
OG0002543	ENST00000519289.1, ENST00000521198.6	rna29464
OG0002544	ENST00000297770.9	rna33272, rna33797
OG0002545	ENST00000297354.6	rna33830
OG0002546	ENST00000358757.5, ENST00000419880.7	rna33849
OG0002547	ENST00000337919.9	rna11875, rna9347
OG0002548	ENST00000520527.5, ENST00000522938.5	rna9350
OG0002549	ENST00000297258.10	rna9358
OG0002550	ENST00000523731.5	rna9464
OG0002551	ENST00000337198.9	rna9571
OG0002552	ENST00000276682.8	rna9652
OG0002553	ENST00000309822.6	rna9653
OG0002554	ENST00000614891.4	rna9671
OG0002555	ENST00000306185.7	rna9685
OG0002556	ENST00000314393.5	rna9700
OG0002557	ENST00000357082.8, ENST00000276704.5	rna9708
OG0002558	ENST00000319286.5	rna9733
OG0002559	ENST00000254627.3, ENST00000262283.5	rna36196
OG0002560	ENST00000355849.9	rna36231
OG0002561	ENST00000359228.3	rna20847
OG0002562	ENST00000317543.11, ENST00000615007.4	rna20848
OG0002563	ENST00000442628.6	rna36156
OG0002564	ENST00000531225.1, ENST00000331890.5	rna36129
OG0002565	ENST00000530047.5, ENST00000254853.9	rna36126
OG0002566	ENST00000446747.6	rna36095
OG0002567	ENST00000422774.1	rna18963
OG0002568	ENST00000334534.9	rna25733
OG0002569	ENST00000368124.8	rna22742
OG0002570	ENST00000373521.3, ENST00000373519.1	rna33350
OG0002571	ENST00000262962.11	rna34414
OG0002572	ENST00000397967.4	rna34164
OG0002573	ENST00000637812.1	rna2898
OG0002574	ENST00000377175.1	rna32361, rna34597
OG0002575	ENST00000640159.1	rna6578
OG0002576	ENST00000393927.8	rna34496
OG0002577	ENST00000405271.5	rna21716
OG0002578	ENST00000637795.1	rna31789
OG0002579	ENST00000303904.7	rna20173
OG0002580	ENST00000454744.6	rna34308
OG0002581	ENST00000308025.7	rna26949
OG0002582	ENST00000507544.2	rna14265
OG0002583	ENST00000435765.5	rna5895
OG0002584	ENST00000623849.1	rna33750
OG0002585	ENST00000227322.7	rna10582
OG0002586	ENST00000610940.4	rna19194
OG0002587	ENST00000344824.10	rna29054
OG0002588	ENST00000341376.10	rna12741
OG0002589	ENST00000458694.5, ENST00000335515.10	rna12720
OG0002590	ENST00000304611.12	rna12691
OG0002591	ENST00000442253.2	rna12552
OG0002592	ENST00000370367.3	rna4353
OG0002593	ENST00000230461.10	rna4375
OG0002594	ENST00000620514.1	rna4398
OG0002595	ENST00000282561.3	rna11901
OG0002596	ENST00000361866.7	rna33167
OG0002597	ENST00000372080.6	rna20398
OG0002598	ENST00000299427.10	rna34030
OG0002599	ENST00000322013.4	rna33749
OG0002600	ENST00000378654.8	rna29584
OG0002601	ENST00000585937.1, ENST00000591899.7	rna34317
OG0002602	ENST00000395301.7	rna34329
OG0002603	ENST00000545664.5, ENST00000586572.1	rna34347
OG0002604	ENST00000317243.9	rna34350
OG0002605	ENST00000395095.7	rna34384
OG0002606	ENST00000333651.10	rna34390
OG0002607	ENST00000555978.5, ENST00000535759.1	rna34398
OG0002608	ENST00000600960.1	rna34401
OG0002609	ENST00000586012.1, ENST00000309061.11	rna34452
OG0002610	ENST00000586349.5, ENST00000418389.6	rna34454
OG0002611	ENST00000339485.3, ENST00000588891.1	rna34455
OG0002612	ENST00000591403.5	rna34459
OG0002613	ENST00000297689.3	rna11582
OG0002614	ENST00000598884.1, ENST00000593729.5	rna34510
OG0002615	ENST00000327325.9, ENST00000315599.11	rna34527
OG0002616	ENST00000597959.1, ENST00000333598.7	rna34533
OG0002617	ENST00000361664.6	rna34546
OG0002618	ENST00000359920.10, ENST00000617428.2	rna34549
OG0002619	ENST00000252840.10, ENST00000601372.5	rna27982
OG0002620	ENST00000429566.3	rna27989
OG0002621	ENST00000434737.6, ENST00000589262.5	rna28018
OG0002622	ENST00000586895.5	rna31003
OG0002623	ENST00000247970.8	rna31002
OG0002624	ENST00000393708.3, ENST00000452032.6	rna30983
OG0002625	ENST00000586529.1, ENST00000293677.10	rna30982
OG0002626	ENST00000250237.9	rna30960
OG0002627	ENST00000293771.9, ENST00000585656.1	rna30928
OG0002628	ENST00000252456.6	rna30925
OG0002629	ENST00000397668.7	rna34906
OG0002630	ENST00000221486.4	rna34903
OG0002631	ENST00000322912.9	rna34902
OG0002632	ENST00000292431.4	rna34885, rna26640
OG0002633	ENST00000599910.6	rna29081
OG0002635	ENST00000198939.6	rna29035
OG0002636	ENST00000409035.1, ENST00000263390.7	rna26453
OG0002637	ENST00000593991.5, ENST00000487803.5	rna26452
OG0002638	ENST00000598188.5, ENST00000596542.1	rna26439
OG0002639	ENST00000595444.1	rna26435
OG0002640	ENST00000341130.5, ENST00000594663.1	rna26428
OG0002641	ENST00000222254.12, ENST00000593731.1	rna26406
OG0002642	ENST00000392413.4	rna26401
OG0002643	ENST00000539827.5, ENST00000596918.5	rna26374
OG0002644	ENST00000514819.7, ENST00000410050.5	rna26362
OG0002645	ENST00000247001.9	rna26349
OG0002646	ENST00000555938.1, ENST00000428459.6	rna26345
OG0002647	ENST00000326047.8	rna26329
OG0002648	ENST00000460241.2, ENST00000315170.12	rna26268
OG0002649	ENST00000426837.6	rna26240
OG0002650	ENST00000634384.2, ENST00000320211.8	rna26211
OG0002651	ENST00000328631.9	rna26195
OG0002652	ENST00000419783.1	rna26170
OG0002653	ENST00000273588.8, ENST00000636166.1	rna26164
OG0002654	ENST00000636358.1, ENST00000637978.1	rna26067
OG0002655	ENST00000494383.1, ENST00000360658.2	rna26062
OG0002656	ENST00000486659.5, ENST00000468472.1	rna26027
OG0002657	ENST00000504329.1, ENST00000355083.9	rna26026
OG0002658	ENST00000296292.7, ENST00000607283.5	rna26016
OG0002659	ENST00000311180.8	rna25333
OG0002660	ENST00000609480.3	rna28451
OG0002661	ENST00000476844.5	rna25379
OG0002662	ENST00000295899.9	rna25390, rna3021
OG0002663	ENST00000325599.12	rna25432
OG0002664	ENST00000421412.5	rna19587
OG0002665	ENST00000530758.1	rna19576
OG0002666	ENST00000442415.6	rna19526
OG0002667	ENST00000296266.7	rna19517
OG0002668	ENST00000296271.3	rna19514
OG0002669	ENST00000608606.1, ENST00000306077.4	rna19482
OG0002670	ENST00000254508.6	rna19474
OG0002671	ENST00000418265.1, ENST00000273541.12	rna19461
OG0002672	ENST00000322623.9	rna19443
OG0002674	ENST00000315891.10	rna19404
OG0002675	ENST00000520429.5	rna27437
OG0002676	ENST00000258424.2	rna21632
OG0002677	ENST00000409105.5	rna21706
OG0002678	ENST00000294947.2, ENST00000445927.6	rna21714
OG0002679	ENST00000233146.6	rna21717
OG0002680	ENST00000263634.7, ENST00000406625.5	rna21733
OG0002681	ENST00000301998.4	rna21833
OG0002682	ENST00000377957.3	rna21892
OG0002683	ENST00000377938.2, ENST00000637675.1	rna21900
OG0002684	ENST00000394295.5	rna21910
OG0002685	ENST00000430566.5	rna21932
OG0002686	ENST00000606025.5, ENST00000272438.8	rna21948
OG0002687	ENST00000377712.3, ENST00000272425.3	rna21976
OG0002688	ENST00000517883.2, ENST00000290390.9	rna22005
OG0002689	ENST00000452361.5, ENST00000233331.11	rna22010
OG0002690	ENST00000263867.8	rna22067
OG0002691	ENST00000347055.3	rna22111
OG0002693	ENST00000263334.9	rna22124
OG0002694	ENST00000541869.5	rna22143
OG0002695	ENST00000414820.5, ENST00000447036.5	rna22221
OG0002696	ENST00000313117.10	rna22294
OG0002698	ENST00000622030.1	rna22357
OG0002699	ENST00000260570.7	rna22419
OG0002700	ENST00000543753.5	rna22420
OG0002701	ENST00000233575.6	rna22424
OG0002702	ENST00000447619.5	rna22454
OG0002703	ENST00000233121.6	rna22464
OG0002704	ENST00000317799.9	rna22483
OG0002705	ENST00000615575.4, ENST00000610442.1	rna22517
OG0002706	ENST00000175091.4	rna22569
OG0002707	ENST00000407540.7	rna22570
OG0002708	ENST00000381525.7	rna6
OG0002709	ENST00000617249.4	rna17
OG0002710	ENST00000234111.8	rna24
OG0002711	ENST00000272067.10	rna96
OG0002712	ENST00000617874.4	rna840
OG0002713	ENST00000380378.1	rna33746
OG0002714	ENST00000409155.7	rna30902
OG0002715	ENST00000251968.3	rna6860
OG0002716	ENST00000617429.4	rna16809
OG0002717	ENST00000521158.5	rna28939
OG0002718	ENST00000400384.6	rna1391
OG0002720	ENST00000313485.10	rna5692
OG0002721	ENST00000261700.7	rna2549
OG0002722	ENST00000377658.8	rna16188
OG0002723	ENST00000361682.10	rna19183
OG0002724	ENST00000393795.7	rna23386
OG0002725	ENST00000538183.6	rna8700
OG0002727	ENST00000326735.12	rna16009
OG0002728	ENST00000368324.4	rna18009
OG0002729	ENST00000398174.7	rna25551
OG0002730	ENST00000314191.6	rna29358
OG0002731	ENST00000442047.2	rna19142, rna19139
OG0002733	ENST00000288943.4	rna22226
OG0002734	ENST00000640821.1	rna23608
OG0002735	ENST00000367817.3	rna1773
OG0002736	ENST00000615845.4	rna5719
OG0002737	ENST00000372330.3	rna19744
OG0002738	ENST00000217402.2	rna25474
OG0002739	ENST00000216286.9	rna2550
OG0002740	ENST00000358293.7	rna8352
OG0002741	ENST00000376281.8	rna17121
OG0002742	ENST00000225430.8	rna952
OG0002743	ENST00000081029.7	rna35436
OG0002744	ENST00000269349.7	rna15085
OG0002745	ENST00000393930.5	rna23340
OG0002746	ENST00000393780.3	rna31116
OG0002747	ENST00000554101.5	rna2523
OG0002748	ENST00000621500.1	rna2489
OG0002749	ENST00000445930.6	rna2559
OG0002750	ENST00000394942.2	rna2480
OG0002751	ENST00000358025.7	rna2479
OG0002752	ENST00000394718.4	rna2471
OG0002753	ENST00000608382.5	rna2468
OG0002754	ENST00000554015.5	rna2467
OG0002755	ENST00000298705.5	rna2465
OG0002756	ENST00000247226.12	rna2464
OG0002757	ENST00000607599.5	rna2461
OG0002758	ENST00000533601.6	rna2459
OG0002759	ENST00000358664.8	rna2457
OG0002760	ENST00000360689.9	rna2446
OG0002761	ENST00000636229.1	rna2434
OG0002762	ENST00000543237.5	rna2430
OG0002763	ENST00000612183.4	rna2429
OG0002764	ENST00000261681.8	rna2425
OG0002765	ENST00000256383.8	rna2419
OG0002766	ENST00000216446.8	rna2418
OG0002767	ENST00000555638.5	rna2416
OG0002768	ENST00000216452.8	rna2410
OG0002769	ENST00000554659.5	rna2407
OG0002770	ENST00000551171.5	rna2405
OG0002771	ENST00000256366.5, ENST00000617196.4	rna2364
OG0002772	ENST00000555818.5	rna2347
OG0002773	ENST00000555228.5, ENST00000556551.2	rna2311
OG0002774	ENST00000356924.8	rna2292
OG0002775	ENST00000341162.8	rna2271
OG0002776	ENST00000334220.8	rna2267
OG0002777	ENST00000557752.1, ENST00000361786.6	rna2222
OG0002778	ENST00000216479.7	rna2209
OG0002779	ENST00000555761.5	rna2203
OG0002780	ENST00000336735.8	rna2173
OG0002781	ENST00000330753.5	rna2170
OG0002782	ENST00000614125.4	rna2157
OG0002783	ENST00000261303.12	rna2136
OG0002784	ENST00000380622.4, ENST00000545170.5	rna2091
OG0002785	ENST00000334869.8	rna2084
OG0002786	ENST00000216492.9	rna2082
OG0002787	ENST00000013070.10, ENST00000557574.1	rna2075
OG0002788	ENST00000553780.5, ENST00000553947.1	rna2029
OG0002789	ENST00000343455.7	rna32339, rna2022
OG0002790	ENST00000560869.5	rna36274
OG0002791	ENST00000472726.2	rna28733
OG0002792	ENST00000216602.10	rna28728
OG0002793	ENST00000390547.3, ENST00000390539.2	gene21085
OG0002794	ENST00000358654.2, ENST00000437398.5	rna19075
OG0002795	ENST00000310463.10, ENST00000295171.10	rna19147
OG0002796	ENST00000309451.6	rna19144
OG0002797	ENST00000458578.6	rna19116
OG0002798	ENST00000403807.3	gene14086
OG0002799	ENST00000433835.3, ENST00000611880.4	rna19095
OG0002800	ENST00000290765.8, ENST00000634759.1	rna19094
OG0002801	ENST00000215770.5, ENST00000403754.7	rna19087
OG0002802	ENST00000317615.10	rna24274
OG0002803	ENST00000273936.5	rna14228
OG0002804	ENST00000340541.4	rna1083
OG0002805	ENST00000400033.1	rna14288, rna1092
OG0002806	ENST00000330513.9	rna1124
OG0002807	ENST00000359358.8	rna1241
OG0002808	ENST00000374293.4	rna1248
OG0002809	ENST00000589332.5	rna1264
OG0002810	ENST00000590842.5	rna1286
OG0002811	ENST00000256433.5, ENST00000588705.1	rna1331
OG0002812	ENST00000590722.2, ENST00000269466.7	rna1400
OG0002813	ENST00000586569.2	rna2794
OG0002814	ENST00000283752.9, ENST00000341074.9	rna2774
OG0002815	ENST00000360242.9	rna5593
OG0002816	ENST00000343998.7	rna5618
OG0002817	ENST00000443185.6	rna5631, rna5630
OG0002818	ENST00000598742.5	rna32701
OG0002820	ENST00000371872.8	rna32426
OG0002821	ENST00000368356.8	rna18018
OG0002822	ENST00000505992.1	rna29981
OG0002823	ENST00000344595.9	rna16547
OG0002824	ENST00000377244.7	rna31970
OG0002826	ENST00000301873.9	rna32004
OG0002827	ENST00000640218.1	rna1642
OG0002828	ENST00000329125.5	rna8081
OG0002829	ENST00000240687.2	rna29740
OG0002830	ENST00000240615.2	rna29741
OG0002831	ENST00000240691.4	rna29742
OG0002832	ENST00000262519.13	rna4966
OG0002833	ENST00000543825.1	rna31817
OG0002834	ENST00000367498.7	rna1942
OG0002835	ENST00000500728.2	rna2923
OG0002836	ENST00000503362.1	rna31830
OG0002837	ENST00000623286.1	rna15291
OG0002838	ENST00000550383.1, ENST00000552276.5	rna16506
OG0002839	ENST00000225519.3, ENST00000572919.1	rna16516
OG0002840	ENST00000456349.6, ENST00000255082.7	rna16524
OG0002841	ENST00000301037.9, ENST00000531839.5	rna16652
OG0002842	ENST00000444914.7	rna16660
OG0002843	ENST00000226218.8, ENST00000555059.2	rna16663
OG0002844	ENST00000585089.5	rna16669
OG0002845	ENST00000226230.7	rna16671
OG0002846	ENST00000268763.10	rna16683
OG0002847	ENST00000578584.5, ENST00000247270.3	rna16692
OG0002848	ENST00000593039.5, ENST00000590016.5	rna16742
OG0002849	ENST00000394562.5, ENST00000361112.6	rna16748
OG0002850	ENST00000620098.4, ENST00000615863.1	rna16762
OG0002851	ENST00000617633.4	rna32385, rna16783
OG0002852	ENST00000617492.4	rna32386, rna16824
OG0002853	ENST00000409433.2	rna16837
OG0002854	ENST00000339468.7	rna19108
OG0002855	ENST00000577660.1, ENST00000543872.6	rna16853
OG0002856	ENST00000502492.5	rna852
OG0002857	ENST00000394332.5	rna929
OG0002858	ENST00000318008.10	rna934
OG0002859	ENST00000269571.9	rna32366, rna984
OG0002860	ENST00000635792.1	rna998
OG0002861	ENST00000348513.10	rna1029
OG0002862	ENST00000394052.4, ENST00000476049.1	rna1043
OG0002863	ENST00000391352.1	rna23319
OG0002864	ENST00000310778.5	rna23339
OG0002865	ENST00000435506.6	rna23345
OG0002866	ENST00000565659.1	rna23364
OG0002867	ENST00000293362.7	rna23408
OG0002868	ENST00000317310.4	rna14593
OG0002869	ENST00000225983.10	rna14607
OG0002870	ENST00000426548.5	rna14639
OG0002871	ENST00000571841.1, ENST00000573224.2	rna14670
OG0002872	ENST00000329196.6	rna14677
OG0002873	ENST00000560629.1, ENST00000559488.5	rna14686
OG0002874	ENST00000262432.12, ENST00000311506.9	rna14689
OG0002875	ENST00000303375.9	rna14694
OG0002876	ENST00000577647.2, ENST00000290866.9	rna14701
OG0002877	ENST00000258975.6	rna32405, rna14708
OG0002878	ENST00000225726.9, ENST00000580553.1	rna14718
OG0002879	ENST00000392621.5, ENST00000375352.1	rna14875
OG0002880	ENST00000583937.5	rna14893
OG0002881	ENST00000262613.9	rna14896
OG0002882	ENST00000578822.5	rna14897
OG0002883	ENST00000636174.1, ENST00000587556.1	rna14977
OG0002884	ENST00000586740.1, ENST00000399134.4	rna14984
OG0002885	ENST00000615984.4, ENST00000587459.1	rna15017
OG0002886	ENST00000636222.1	rna15031
OG0002887	ENST00000584436.7	rna15115
OG0002888	ENST00000328969.5, ENST00000490623.3	rna8295
OG0002889	ENST00000360203.9, ENST00000482936.5	rna8298
OG0002890	ENST00000353546.7	rna8313
OG0002891	ENST00000252999.7	rna8333
OG0002892	ENST00000530122.1, ENST00000371141.8	rna21266
OG0002893	ENST00000371328.3, ENST00000371325.1	rna21295
OG0002894	ENST00000617620.1	rna21299
OG0002895	ENST00000216862.7	rna19642
OG0002896	ENST00000396009.7	rna19660
OG0002897	ENST00000371610.6	rna19671
OG0002898	ENST00000341698.2	rna19678
OG0002899	ENST00000371856.6	rna19708
OG0002900	ENST00000458187.5, ENST00000372727.5	rna19775
OG0002901	ENST00000338380.2, ENST00000372785.3	rna19780
OG0002903	ENST00000373233.7	rna19835
OG0002904	ENST00000361337.2, ENST00000329245.8	rna19842
OG0002905	ENST00000373433.8	rna19871
OG0002906	ENST00000636016.1	rna19914
OG0002907	ENST00000253363.10	rna19918
OG0002908	ENST00000374092.8, ENST00000541176.2	rna19920
OG0002909	ENST00000444717.1, ENST00000621148.4	rna19938
OG0002910	ENST00000374980.2	rna25466
OG0002911	ENST00000354297.8	rna25490
OG0002912	ENST00000375483.3	rna25494
OG0002913	ENST00000567028.5	rna25613
OG0002914	ENST00000329276.9	rna25629
OG0002915	ENST00000603872.1, ENST00000380593.4	rna25635
OG0002916	ENST00000379751.4	rna25661
OG0002917	ENST00000379440.8	rna25677
OG0002918	ENST00000303142.10	rna25700
OG0002919	ENST00000246024.6	rna25715
OG0002920	ENST00000545418.2	rna33024
OG0002921	ENST00000202677.11	rna33056
OG0002922	ENST00000216218.7	rna25275
OG0002923	ENST00000442011.6	rna12411
OG0002924	ENST00000360803.8	rna25068
OG0002925	ENST00000379829.2	rna34017
OG0002926	ENST00000388918.9	rna10331
OG0002927	ENST00000298198.4	rna30164
OG0002928	ENST00000640129.1, ENST00000632817.1	rna19042
OG0002929	ENST00000255040.2	rna22733
OG0002930	ENST00000029410.9	rna32472
OG0002931	ENST00000341423.9	rna13010
OG0002932	ENST00000317204.10	rna21459
OG0002933	ENST00000356535.4	rna11887
OG0002934	ENST00000354667.8	rna6264
OG0002935	ENST00000374870.8	rna34001
OG0002936	ENST00000338010.9	rna27190
OG0002937	ENST00000268379.8	rna18728
OG0002938	ENST00000321394.11	rna8695
OG0002939	ENST00000570535.5	rna8032, rna32400
OG0002940	ENST00000225698.8	rna8062
OG0002941	ENST00000546495.5, ENST00000547302.3	rna8097
OG0002942	ENST00000360325.11, ENST00000577138.1	rna8110
OG0002943	ENST00000399464.6, ENST00000575474.1	rna8114
OG0002944	ENST00000573331.5, ENST00000302422.3	rna8123
OG0002945	ENST00000614237.1, ENST00000321337.11	rna8135
OG0002946	ENST00000226091.2	rna8145
OG0002947	ENST00000317276.8	rna8173
OG0002948	ENST00000447110.5	rna8206
OG0002949	ENST00000268712.7	rna5759, rna5760
OG0002950	ENST00000284154.9, ENST00000344415.8	rna5731
OG0002951	ENST00000316694.7	rna5727
OG0002952	ENST00000427497.3, ENST00000285071.8	rna5694
OG0002953	ENST00000395505.6	rna11502
OG0002954	ENST00000287996.7	rna11521
OG0002955	ENST00000277165.10, ENST00000375419.1	rna11536
OG0002956	ENST00000325303.8	rna11556
OG0002957	ENST00000375807.7	rna11568
OG0002958	ENST00000370981.1, ENST00000375765.4	rna11573
OG0002959	ENST00000375708.3	rna11584
OG0002960	ENST00000462592.5	rna11593
OG0002961	ENST00000382276.7	rna11651
OG0002962	ENST00000377270.7	rna11672
OG0002963	ENST00000616156.4, ENST00000376811.5	rna11720
OG0002964	ENST00000442371.5	rna11725
OG0002965	ENST00000304195.7	rna17113
OG0002966	ENST00000388712.7	rna17137
OG0002967	ENST00000375991.8	rna17141
OG0002968	ENST00000288985.11	rna34938
OG0002969	ENST00000361516.7	rna22802
OG0002970	ENST00000331581.10	rna10586
OG0002971	ENST00000261267.6	rna3812
OG0002972	ENST00000398153.6	rna11878
OG0002973	ENST00000377855.6	rna16196
OG0002974	ENST00000529639.5	rna31982
OG0002975	ENST00000508903.6	rna18244
OG0002976	ENST00000316149.7	rna27465
OG0002977	ENST00000298852.7	rna23059
OG0002978	ENST00000319023.6	rna21506
OG0002979	ENST00000367142.4	rna21363
OG0002980	ENST00000375147.7	rna30721
OG0002981	ENST00000331222.5, ENST00000635855.1	rna31788
OG0002982	ENST00000368002.7	rna22666
OG0002983	ENST00000376709.8	rna34553
OG0002984	ENST00000485303.5	rna29285
OG0002985	ENST00000251588.6	rna18218
OG0002986	ENST00000341413.8	rna18217
OG0002987	ENST00000296603.4	rna13598
OG0002988	ENST00000343470.8	rna5447
OG0002989	ENST00000215794.7, ENST00000454608.3	rna27209
OG0002990	ENST00000543155.5	rna35560
OG0002991	ENST00000599672.5, ENST00000607161.5	rna35535
OG0002992	ENST00000359156.8, ENST00000416109.2	rna35515
OG0002993	ENST00000402465.8, ENST00000229332.10	rna35508
OG0002994	ENST00000162391.7	rna35502
OG0002995	ENST00000528386.3, ENST00000229307.8	rna35496
OG0002996	ENST00000379237.6	rna27946
OG0002997	ENST00000240619.2	rna29747, rna29743
OG0002998	ENST00000281171.8	rna29816, rna29818
OG0002999	ENST00000010404.6	rna29830
OG0003000	ENST00000538779.5	rna29836
OG0003001	ENST00000429027.6	rna29840
OG0003002	ENST00000545552.5	rna14172
OG0003003	ENST00000229395.7	rna14211
OG0003004	ENST00000546323.5	rna14216
OG0003005	ENST00000416383.5	rna14221, rna35431
OG0003006	ENST00000381271.6	rna35438
OG0003007	ENST00000337682.8	rna35466
OG0003008	ENST00000266483.6, ENST00000308742.8	rna26832
OG0003009	ENST00000316554.4	rna26919
OG0003010	ENST00000265138.3	rna22872
OG0003011	ENST00000551245.5	rna26973
OG0003012	ENST00000548553.1	rna27019
OG0003013	ENST00000293636.1	rna27037
OG0003014	ENST00000545748.5	rna27054
OG0003015	ENST00000336854.8	rna27055
OG0003016	ENST00000420463.7	rna27093
OG0003017	ENST00000591834.1, ENST00000548446.6	rna27146
OG0003018	ENST00000243108.4	rna27168
OG0003019	ENST00000312492.2	rna27170
OG0003020	ENST00000418988.2, ENST00000555531.1	rna35106
OG0003021	ENST00000523376.5	rna35112
OG0003022	ENST00000265965.9	rna31882
OG0003023	ENST00000513874.5	rna6850
OG0003024	ENST00000303296.8	rna6750
OG0003025	ENST00000354556.8	rna23134
OG0003026	ENST00000241014.6	rna23124
OG0003028	ENST00000529411.1, ENST00000311862.9	rna15336
OG0003029	ENST00000531074.1, ENST00000534355.5	rna15350
OG0003030	ENST00000316059.6, ENST00000389919.8	rna15380
OG0003031	ENST00000302040.4	rna15398
OG0003032	ENST00000302030.2	rna15399
OG0003033	ENST00000300182.8, ENST00000529054.5	rna35657
OG0003034	ENST00000337908.4, ENST00000398986.6	rna30254
OG0003035	ENST00000301761.6, ENST00000541135.5	rna30300
OG0003036	ENST00000537328.5	rna30308
OG0003037	ENST00000415229.6	rna30322
OG0003038	ENST00000308436.11, ENST00000496634.2	rna30331
OG0003039	ENST00000278823.6	rna30332, rna28685
OG0003040	ENST00000528405.1, ENST00000524958.5	rna30339
OG0003041	ENST00000398805.7	rna30865
OG0003042	ENST00000301790.4	rna30382
OG0003043	ENST00000340246.9	rna36000
OG0003044	ENST00000323646.9, ENST00000255695.1	rna31889
OG0003045	ENST00000314133.3, ENST00000535431.1	rna31908
OG0003046	ENST00000358794.9	rna31912
OG0003047	ENST00000301886.3, ENST00000246747.8	rna31968
OG0003048	ENST00000531072.1	rna31973
OG0003049	ENST00000312397.9	rna32040
OG0003050	ENST00000312175.6	rna32043
OG0003051	ENST00000425825.6	rna32061
OG0003052	ENST00000320740.11	rna32068
OG0003053	ENST00000419755.3, ENST00000318312.11	rna32077
OG0003054	ENST00000310325.9	rna32080
OG0003055	ENST00000308127.8	rna32103
OG0003056	ENST00000543494.1, ENST00000312419.7	rna32106
OG0003057	ENST00000322776.10	rna32124
OG0003058	ENST00000313468.9	rna32135
OG0003059	ENST00000265643.3	rna32155
OG0003060	ENST00000255078.7	rna32160
OG0003061	ENST00000538554.6	rna21520
OG0003062	ENST00000334134.2	rna21518
OG0003063	ENST00000397262.5, ENST00000356578.8	rna21479
OG0003064	ENST00000454838.6	rna21446
OG0003065	ENST00000409531.5	rna21445
OG0003066	ENST00000336615.8	rna21440
OG0003067	ENST00000257248.2	rna15430
OG0003068	ENST00000329451.7	rna21424
OG0003069	ENST00000534797.5	rna21418
OG0003070	ENST00000308020.5	rna21417
OG0003071	ENST00000332826.6	rna21416, rna16022
OG0003072	ENST00000595228.3, ENST00000342878.2	rna21391
OG0003073	ENST00000308275.7	rna35204
OG0003074	ENST00000264020.6	rna10531
OG0003075	ENST00000394635.7	rna9818
OG0003076	ENST00000521776.2, ENST00000394422.7	rna17111
OG0003077	ENST00000419761.5	rna35921
OG0003078	ENST00000011292.7	rna28482
OG0003079	ENST00000394077.7	rna24178
OG0003080	ENST00000313766.5	rna19979
OG0003081	ENST00000354513.9	rna19984
OG0003082	ENST00000405266.5	rna19988
OG0003083	ENST00000265854.11	rna20008
OG0003084	ENST00000476665.5	rna20024
OG0003085	ENST00000340611.8	rna20025
OG0003086	ENST00000312371.8	rna20026
OG0003088	ENST00000403107.5, ENST00000337579.4	rna20101
OG0003089	ENST00000316731.12, ENST00000325974.8	rna20105
OG0003090	ENST00000638617.1, ENST00000262942.9	rna20122
OG0003091	ENST00000413834.5, ENST00000292478.8	rna20127
OG0003092	ENST00000292377.3	rna20189, rna20190
OG0003093	ENST00000310300.10	rna20215
OG0003094	ENST00000422177.5	rna20257
OG0003095	ENST00000262940.11, ENST00000465829.5	rna20270
OG0003096	ENST00000447222.5	rna20286
OG0003097	ENST00000434423.4, ENST00000607367.5	rna20292
OG0003098	ENST00000573035.5	rna20330
OG0003099	ENST00000451013.6, ENST00000472837.5	rna20336
OG0003100	ENST00000616305.1, ENST00000454084.5	rna20339
OG0003101	ENST00000620995.4, ENST00000359626.9	rna20344
OG0003102	ENST00000380828.6, ENST00000437078.6	rna20348
OG0003103	ENST00000285298.8, ENST00000426595.1	rna20389
OG0003104	ENST00000394863.7	rna4993
OG0003105	ENST00000322122.7	rna4984
OG0003106	ENST00000302964.3, ENST00000247470.9	rna4983
OG0003107	ENST00000568685.1	rna4981
OG0003108	ENST00000529564.1, ENST00000394975.2	rna4976
